Annotation Cluster 1	Enrichment Score: 9.540068833055507											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR002423:Chaperonin Cpn60/TCP-1	6	4.6875	2.68E-08	"CCT7, CCT5, CCT2, CCT6A, HSPD1, CCT3"	123	14	17763	61.89198606	8.63E-06	8.63E-06	3.62E-05
GOTERM_CC_FAT	GO:0005832~chaperonin-containing T-complex	5	3.90625	9.87E-08	"CCT7, CCT5, CCT2, CCT6A, CCT3"	94	7	12504	95.01519757	1.28E-05	6.41E-06	1.15E-04
INTERPRO	"IPR002194:Chaperonin TCP-1, conserved site"	5	3.90625	4.31E-07	"CCT7, CCT5, CCT2, CCT6A, CCT3"	123	10	17763	72.20731707	1.39E-04	6.94E-05	5.82E-04
INTERPRO	"IPR017998:Chaperone, tailless complex polypeptide 1"	5	3.90625	4.31E-07	"CCT7, CCT5, CCT2, CCT6A, CCT3"	123	10	17763	72.20731707	1.39E-04	6.94E-05	5.82E-04
PIR_SUPERFAMILY	PIRSF002584:molecular chaperone t-complex-type	5	3.90625	1.41E-06	"CCT7, CCT5, CCT2, CCT6A, CCT3"	87	9	8136	51.95402299	1.37E-04	1.37E-04	0.001554308
SP_PIR_KEYWORDS	molecular chaperone	5	3.90625	1.84E-06	"CCT5, CCT2, CCT6A, HSPD1, CCT3"	121	14	17854	52.69775679	3.25E-04	3.61E-05	0.002263072
GOTERM_BP_FAT	GO:0006457~protein folding	9	7.03125	7.01E-06	"CCT7, CCT5, FKBP4, AARS, CCT2, CCT6A, HSPD1, CCT3, HSPA9"	108	127	13588	8.916010499	0.00733027	0.002449418	0.011148222
GOTERM_MF_FAT	GO:0051082~unfolded protein binding	7	5.46875	1.55E-05	"CCT7, CCT5, NPM1, CCT2, CCT6A, CCT3, HSPA9"	103	70	13288	12.90097087	0.003723799	9.32E-04	0.020062419
GOTERM_CC_FAT	GO:0005829~cytosol	15	11.71875	5.07E-05	"PPP2R1A, G3BP1, CCT2, NFKB1, CCT6A, CCT3, BCL2L1, SLC7A5, CCT7, PSMA1, CCT5, BAX, NPM1, PSMD3, PSMD7"	94	549	12504	3.634461109	0.006568763	5.99E-04	0.059020118
SP_PIR_KEYWORDS	Chaperone	8	6.25	6.91E-05	"CCT7, CCT5, NPM1, CCT2, CCT6A, HSPD1, CCT3, HSPA9"	121	150	17854	7.86953168	0.012096722	9.36E-04	0.084820241
GOTERM_CC_FAT	GO:0044445~cytosolic part	6	4.6875	1.02E-04	"CCT7, CCT5, BAX, CCT2, CCT6A, CCT3"	94	63	12504	12.66869301	0.013189799	0.001105851	0.118870549
												
Annotation Cluster 3	Enrichment Score: 4.002853665018734											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	isopeptide bond	11	8.59375	1.78E-05	"PSMA1, PSMA6, RAN, NME1, NPM1, HDGF, SLC3A2, EIF3I, NEDD8, PSMD7, YBX1"	121	277	17854	5.859533968	0.003126391	2.85E-04	0.021829896
SP_PIR_KEYWORDS	ubl conjugation	13	10.15625	2.14E-04	"SSRP1, RAN, DDB1, SLC3A2, HDGF, NFKB1, YBX1, PSMA1, PSMA6, NME1, NPM1, EIF3I, PSMD7"	121	524	17854	3.660683869	0.036975613	0.002508618	0.262347364
UP_SEQ_FEATURE	cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)	8	6.25	2.57E-04	"PSMA1, PSMA6, RAN, NME1, SLC3A2, EIF3I, PSMD7, YBX1"	120	168	16021	6.357539683	0.093915145	0.093915145	0.356255214
												
Annotation Cluster 4	Enrichment Score: 3.724951609809493											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0005730~nucleolus	14	10.9375	4.55E-07	"GTPBP4, EMG1, NCL, PPAN, PA2G4, NOLC1, RCC2, NPM1, EIF3L, DDX21, NOP56, NHP2, MYBBP1A, MARS"	94	310	12504	6.007412491	5.92E-05	1.97E-05	5.30E-04
GOTERM_CC_FAT	GO:0070013~intracellular organelle lumen	25	19.53125	1.78E-06	"EIF6, PPAN, LONP1, MRPL12, PRPF8, NPM1, EIF3L, DDX21, MYC, MARS, GTPBP4, EMG1, CDK4, NCL, PA2G4, PSMC5, NOLC1, RCC2, C1QBP, RUVBL2, NOP56, HSPD1, MYBBP1A, NHP2, MDH2"	94	1133	12504	2.935156147	2.31E-04	5.78E-05	0.002071532
GOTERM_CC_FAT	GO:0043233~organelle lumen	25	19.53125	1.86E-06	"EIF6, PPAN, LONP1, MRPL12, PRPF8, NPM1, EIF3L, DDX21, MYC, MARS, GTPBP4, EMG1, CDK4, NCL, PA2G4, PSMC5, NOLC1, RCC2, C1QBP, RUVBL2, NOP56, HSPD1, MYBBP1A, NHP2, MDH2"	94	1136	12504	2.927404855	2.42E-04	4.85E-05	0.002171013
GOTERM_CC_FAT	GO:0031974~membrane-enclosed lumen	25	19.53125	3.33E-06	"EIF6, PPAN, LONP1, MRPL12, PRPF8, NPM1, EIF3L, DDX21, MYC, MARS, GTPBP4, EMG1, CDK4, NCL, PA2G4, PSMC5, NOLC1, RCC2, C1QBP, RUVBL2, NOP56, HSPD1, MYBBP1A, NHP2, MDH2"	94	1174	12504	2.832650694	4.32E-04	7.21E-05	0.003875029
GOTERM_CC_FAT	GO:0031981~nuclear lumen	20	15.625	2.16E-05	"EIF6, GTPBP4, EMG1, CDK4, NCL, PPAN, PA2G4, PSMC5, RCC2, NOLC1, PRPF8, NPM1, EIF3L, DDX21, RUVBL2, NOP56, MYC, NHP2, MYBBP1A, MARS"	94	883	12504	3.012939447	0.002805032	3.12E-04	0.025159811
GOTERM_CC_FAT	GO:0043232~intracellular non-membrane-bounded organelle	26	20.3125	0.002867195	"EIF6, RPS2, BANF1, PPAN, MRPL12, NPM1, EIF3L, DDX21, RANBP1, MYC, MARS, SSRP1, GTPBP4, EMG1, NCL, RPS8, PA2G4, NOLC1, RCC2, NUP62, RPL22, NME1, NOP56, IRF4, MYBBP1A, NHP2"	94	1919	12504	1.802268469	0.31152118	0.019454106	3.288497942
GOTERM_CC_FAT	GO:0043228~non-membrane-bounded organelle	26	20.3125	0.002867195	"EIF6, RPS2, BANF1, PPAN, MRPL12, NPM1, EIF3L, DDX21, RANBP1, MYC, MARS, SSRP1, GTPBP4, EMG1, NCL, RPS8, PA2G4, NOLC1, RCC2, NUP62, RPL22, NME1, NOP56, IRF4, MYBBP1A, NHP2"	94	1919	12504	1.802268469	0.31152118	0.019454106	3.288497942
GOTERM_CC_FAT	GO:0016604~nuclear body	5	3.90625	0.021384821	"NOLC1, PRPF8, NPM1, NHP2, MYC"	94	142	12504	4.683847767	0.939806	0.110495704	22.25516477
GOTERM_CC_FAT	GO:0005654~nucleoplasm	10	7.8125	0.033825527	"PSMC5, NOLC1, PRPF8, NPM1, EIF3L, RUVBL2, CDK4, NCL, NHP2, MYC"	94	599	12504	2.220722481	0.988591655	0.152684242	33.01698582
GOTERM_CC_FAT	GO:0044451~nucleoplasm part	8	6.25	0.087241854	"PSMC5, NOLC1, PRPF8, NPM1, RUVBL2, CDK4, NHP2, MYC"	94	513	12504	2.074405873	0.999992982	0.326700782	65.45994881
												
Annotation Cluster 5	Enrichment Score: 3.343097493721188											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	atp-binding	24	18.75	1.35E-05	"NARS, SARS, AARS, G3BP1, CCT2, CCT6A, CDC34, CCT3, CDK4, CCT7, DDX39, CCT5, LONP1, NME2, PSMC5, NME1, UBA1, PSMC2, DDX21, RUVBL2, HSPD1, HSPA9, MARS, PRPS1"	121	1287	17854	2.751584504	0.002379842	2.38E-04	0.016611364
SP_PIR_KEYWORDS	nucleotide-binding	27	21.09375	2.52E-05	"NARS, HDGF, CCT2, CDC34, CCT3, LONP1, DDX21, HSPA9, MARS, GTPBP4, RAN, SARS, AARS, G3BP1, CCT6A, CDK4, CCT7, DDX39, NME2, CCT5, PSMC5, NME1, UBA1, PSMC2, RUVBL2, HSPD1, PRPS1"	121	1631	17854	2.442642804	0.004418042	3.69E-04	0.030867391
GOTERM_MF_FAT	GO:0000166~nucleotide binding	33	25.78125	1.34E-04	"NARS, FKBP4, HDGF, CCT2, CCT3, CDC34, LONP1, EIF3B, EIF3G, DDX21, HSPA9, MARS, GTPBP4, RAN, SARS, PTBP1, AARS, G3BP1, CCT6A, CDK4, NCL, CCT7, DDX39, NME2, CCT5, PSMC5, NME1, UBA1, EIF4H, PSMC2, RUVBL2, HSPD1, PRPS1"	103	2183	13288	1.950215478	0.031561894	0.006393614	0.172331552
GOTERM_MF_FAT	GO:0005524~ATP binding	25	19.53125	1.88E-04	"NARS, FKBP4, CCT2, CDC34, CCT3, LONP1, DDX21, MARS, HSPA9, SARS, AARS, G3BP1, CCT6A, CDK4, CCT7, DDX39, NME2, CCT5, PSMC5, NME1, UBA1, PSMC2, RUVBL2, HSPD1, PRPS1"	103	1443	13288	2.235095439	0.044123182	0.007492825	0.242400154
GOTERM_MF_FAT	GO:0032559~adenyl ribonucleotide binding	25	19.53125	2.25E-04	"NARS, FKBP4, CCT2, CDC34, CCT3, LONP1, DDX21, MARS, HSPA9, SARS, AARS, G3BP1, CCT6A, CDK4, CCT7, DDX39, NME2, CCT5, PSMC5, NME1, UBA1, PSMC2, RUVBL2, HSPD1, PRPS1"	103	1460	13288	2.209070355	0.052512828	0.007676368	0.289685703
GOTERM_MF_FAT	GO:0030554~adenyl nucleotide binding	25	19.53125	4.75E-04	"NARS, FKBP4, CCT2, CDC34, CCT3, LONP1, DDX21, MARS, HSPA9, SARS, AARS, G3BP1, CCT6A, CDK4, CCT7, DDX39, NME2, CCT5, PSMC5, NME1, UBA1, PSMC2, RUVBL2, HSPD1, PRPS1"	103	1535	13288	2.101135321	0.107682548	0.014140732	0.610874014
GOTERM_MF_FAT	GO:0001883~purine nucleoside binding	25	19.53125	5.37E-04	"NARS, FKBP4, CCT2, CDC34, CCT3, LONP1, DDX21, MARS, HSPA9, SARS, AARS, G3BP1, CCT6A, CDK4, CCT7, DDX39, NME2, CCT5, PSMC5, NME1, UBA1, PSMC2, RUVBL2, HSPD1, PRPS1"	103	1548	13288	2.083490128	0.12092911	0.014219023	0.690787943
GOTERM_MF_FAT	GO:0001882~nucleoside binding	25	19.53125	5.90E-04	"NARS, FKBP4, CCT2, CDC34, CCT3, LONP1, DDX21, MARS, HSPA9, SARS, AARS, G3BP1, CCT6A, CDK4, CCT7, DDX39, NME2, CCT5, PSMC5, NME1, UBA1, PSMC2, RUVBL2, HSPD1, PRPS1"	103	1558	13288	2.070117278	0.131985625	0.014054994	0.758367053
GOTERM_MF_FAT	GO:0032553~ribonucleotide binding	27	21.09375	8.53E-04	"NARS, FKBP4, CCT2, CDC34, CCT3, LONP1, DDX21, HSPA9, MARS, GTPBP4, RAN, SARS, AARS, G3BP1, CCT6A, CDK4, CCT7, DDX39, NME2, CCT5, PSMC5, NME1, UBA1, PSMC2, RUVBL2, HSPD1, PRPS1"	103	1796	13288	1.939455532	0.185248966	0.018452421	1.095782739
GOTERM_MF_FAT	GO:0032555~purine ribonucleotide binding	27	21.09375	8.53E-04	"NARS, FKBP4, CCT2, CDC34, CCT3, LONP1, DDX21, HSPA9, MARS, GTPBP4, RAN, SARS, AARS, G3BP1, CCT6A, CDK4, CCT7, DDX39, NME2, CCT5, PSMC5, NME1, UBA1, PSMC2, RUVBL2, HSPD1, PRPS1"	103	1796	13288	1.939455532	0.185248966	0.018452421	1.095782739
GOTERM_MF_FAT	GO:0017076~purine nucleotide binding	27	21.09375	0.001564765	"NARS, FKBP4, CCT2, CDC34, CCT3, LONP1, DDX21, HSPA9, MARS, GTPBP4, RAN, SARS, AARS, G3BP1, CCT6A, CDK4, CCT7, DDX39, NME2, CCT5, PSMC5, NME1, UBA1, PSMC2, RUVBL2, HSPD1, PRPS1"	103	1871	13288	1.861711457	0.313286213	0.030834423	2.001010175
UP_SEQ_FEATURE	nucleotide phosphate-binding region:ATP	10	7.8125	0.231997784	"DDX39, LONP1, PSMC5, UBA1, PSMC2, SARS, DDX21, RUVBL2, CDK4, PRPS1"	120	907	16021	1.471977214	1	0.999996751	97.42286378
												
Annotation Cluster 6	Enrichment Score: 2.2454635593130523											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SMART	SM00088:PINT	3	2.34375	0.00449417	"EIF3C, EIF3E, PSMD3"	59	16	9131	29.01800847	0.201655422	0.201655422	4.24552179
INTERPRO	IPR000717:Proteasome component region PCI	3	2.34375	0.005271862	"EIF3C, EIF3E, PSMD3"	123	16	17763	27.0777439	0.817686947	0.346561919	6.890710104
UP_SEQ_FEATURE	domain:PCI	3	2.34375	0.007744542	"EIF3C, EIF3E, PSMD3"	120	18	16021	22.25138889	0.949090467	0.448735758	10.21535761
												
Annotation Cluster 7	Enrichment Score: 2.244539613265726											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0034660~ncRNA metabolic process	8	6.25	0.001075905	"PA2G4, NARS, EMG1, METTL1, SARS, AARS, NHP2, MARS"	108	202	13588	4.982764943	0.67671838	0.131644365	1.696624409
SP_PIR_KEYWORDS	Aminoacyl-tRNA synthetase	4	3.125	0.002268413	"NARS, SARS, AARS, MARS"	121	39	17854	15.13371477	0.329474948	0.020816813	2.748314578
SP_PIR_KEYWORDS	trna-binding	3	2.34375	0.002829371	"METTL1, AARS, MARS"	121	12	17854	36.88842975	0.392665183	0.024625474	3.417161115
GOTERM_BP_FAT	GO:0043039~tRNA aminoacylation	4	3.125	0.005636447	"NARS, SARS, AARS, MARS"	108	46	13588	10.94041868	0.997339812	0.227248843	8.593225714
GOTERM_BP_FAT	GO:0006418~tRNA aminoacylation for protein translation	4	3.125	0.005636447	"NARS, SARS, AARS, MARS"	108	46	13588	10.94041868	0.997339812	0.227248843	8.593225714
GOTERM_BP_FAT	GO:0043038~amino acid activation	4	3.125	0.005636447	"NARS, SARS, AARS, MARS"	108	46	13588	10.94041868	0.997339812	0.227248843	8.593225714
GOTERM_MF_FAT	"GO:0016875~ligase activity, forming carbon-oxygen bonds"	4	3.125	0.005913338	"NARS, SARS, AARS, MARS"	103	48	13288	10.75080906	0.75910975	0.103711896	7.369614009
GOTERM_MF_FAT	"GO:0016876~ligase activity, forming aminoacyl-tRNA and related compounds"	4	3.125	0.005913338	"NARS, SARS, AARS, MARS"	103	48	13288	10.75080906	0.75910975	0.103711896	7.369614009
GOTERM_MF_FAT	GO:0004812~aminoacyl-tRNA ligase activity	4	3.125	0.005913338	"NARS, SARS, AARS, MARS"	103	48	13288	10.75080906	0.75910975	0.103711896	7.369614009
KEGG_PATHWAY	mmu00970:Aminoacyl-tRNA biosynthesis	4	3.125	0.008110991	"NARS, SARS, AARS, MARS"	58	42	5738	9.422003284	0.443658312	0.136354726	8.127612076
GOTERM_BP_FAT	GO:0006399~tRNA metabolic process	5	3.90625	0.012147878	"NARS, METTL1, SARS, AARS, MARS"	108	113	13588	5.567027204	0.999997297	0.330123005	17.65772455
SP_PIR_KEYWORDS	ligase	6	4.6875	0.046158344	"NARS, UBA1, SARS, AARS, CDC34, MARS"	121	290	17854	3.052835566	0.999755755	0.228884261	44.00510109
												
Annotation Cluster 8	Enrichment Score: 2.186547134765418											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0005739~mitochondrion	25	19.53125	2.51E-05	"UQCRC2, NARS, TXN2, CYC1, BCL2L1, UQCRFS1, MTHFD2, LONP1, UQCR10, MRPL12, MARS, HSPA9, SLC25A5, SARS, TOMM40, YWHAE, CCT7, NME2, CHCHD10, C1QBP, NME1, BAX, PHB2, HSPD1, MDH2"	94	1322	12504	2.515530949	0.003258519	3.26E-04	0.029233418
SP_PIR_KEYWORDS	mitochondrion	17	13.28125	7.79E-05	"UQCRC2, SLC25A5, TXN2, CYC1, TOMM40, BCL2L1, UQCRFS1, MTHFD2, LONP1, UQCR10, MRPL12, C1QBP, BAX, PHB2, HSPD1, MDH2, HSPA9"	121	790	17854	3.175206612	0.01361664	9.79E-04	0.09554591
GOTERM_CC_FAT	GO:0044429~mitochondrial part	14	10.9375	1.27E-04	"UQCRC2, SLC25A5, CYC1, TOMM40, BCL2L1, UQCRFS1, LONP1, UQCR10, MRPL12, C1QBP, BAX, PHB2, HSPD1, MDH2"	94	524	12504	3.554003573	0.01639913	0.001271121	0.148012763
GOTERM_CC_FAT	GO:0031966~mitochondrial membrane	11	8.59375	3.97E-04	"UQCRC2, UQCR10, SLC25A5, PHB2, BAX, CYC1, TOMM40, HSPD1, BCL2L1, UQCRFS1, MDH2"	94	368	12504	3.976179463	0.050325999	0.003681529	0.461495185
GOTERM_CC_FAT	GO:0031967~organelle envelope	13	10.15625	6.37E-04	"UQCRC2, EIF6, SLC25A5, CYC1, TOMM40, BCL2L1, UQCRFS1, UQCR10, NUP62, BAX, PHB2, HSPD1, MDH2"	94	540	12504	3.202364066	0.079555381	0.00551132	0.739859354
GOTERM_CC_FAT	GO:0005740~mitochondrial envelope	11	8.59375	6.38E-04	"UQCRC2, UQCR10, SLC25A5, PHB2, BAX, CYC1, TOMM40, HSPD1, BCL2L1, UQCRFS1, MDH2"	94	391	12504	3.742286554	0.079586283	0.005169841	0.740157885
GOTERM_CC_FAT	GO:0031975~envelope	13	10.15625	6.59E-04	"UQCRC2, EIF6, SLC25A5, CYC1, TOMM40, BCL2L1, UQCRFS1, UQCR10, NUP62, BAX, PHB2, HSPD1, MDH2"	94	542	12504	3.190547225	0.082084093	0.005025535	0.764318132
GOTERM_BP_FAT	GO:0022900~electron transport chain	6	4.6875	0.001897369	"UQCRC2, UQCR10, TXN2, CYC1, UQCRFS1, MYBBP1A"	108	112	13588	6.740079365	0.863609136	0.180632888	2.973813941
GOTERM_CC_FAT	GO:0019866~organelle inner membrane	9	7.03125	0.002226011	"EIF6, UQCRC2, UQCR10, SLC25A5, PHB2, CYC1, HSPD1, UQCRFS1, MDH2"	94	312	12504	3.837152209	0.251514918	0.01596584	2.561802565
SP_PIR_KEYWORDS	electron transport	5	3.90625	0.004634157	"UQCRC2, UQCR10, TXN2, CYC1, UQCRFS1"	121	100	17854	7.37768595	0.558469106	0.036477484	5.54050301
GOTERM_CC_FAT	GO:0005743~mitochondrial inner membrane	8	6.25	0.006487652	"UQCRC2, UQCR10, SLC25A5, PHB2, CYC1, HSPD1, UQCRFS1, MDH2"	94	296	12504	3.595169638	0.570933143	0.041424668	7.299657791
SP_PIR_KEYWORDS	mitochondrion inner membrane	6	4.6875	0.007909905	"UQCRC2, UQCR10, SLC25A5, PHB2, CYC1, UQCRFS1"	121	183	17854	4.837826853	0.752829849	0.05657329	9.285257522
SP_PIR_KEYWORDS	respiratory chain	4	3.125	0.008394711	"UQCRC2, UQCR10, CYC1, UQCRFS1"	121	62	17854	9.519594775	0.773204257	0.057621442	9.82774241
KEGG_PATHWAY	mmu05012:Parkinson's disease	6	4.6875	0.009901723	"UQCRC2, UQCR10, SLC25A5, UBA1, CYC1, UQCRFS1"	58	133	5738	4.463054187	0.511529935	0.133501948	9.839463587
GOTERM_CC_FAT	GO:0070469~respiratory chain	4	3.125	0.012478016	"UQCRC2, UQCR10, CYC1, UQCRFS1"	94	65	12504	8.185924714	0.804529856	0.071511812	13.60382727
GOTERM_CC_FAT	GO:0031090~organelle membrane	13	10.15625	0.01646864	"UQCRC2, EIF6, SLC25A5, CYC1, TOMM40, BCL2L1, KRTCAP2, UQCRFS1, UQCR10, BAX, PHB2, HSPD1, MDH2"	94	809	12504	2.137548326	0.884530425	0.089588531	17.58330245
GOTERM_BP_FAT	GO:0006091~generation of precursor metabolites and energy	7	5.46875	0.017100688	"UQCRC2, UQCR10, TXN2, CYC1, UQCRFS1, MYBBP1A, MDH2"	108	261	13588	3.374343692	0.999999986	0.386773512	23.98079576
KEGG_PATHWAY	mmu05016:Huntington's disease	6	4.6875	0.034336416	"UQCRC2, UQCR10, SLC25A5, BAX, CYC1, UQCRFS1"	58	183	5738	3.243640475	0.919190671	0.342478058	30.48862709
KEGG_PATHWAY	mmu00190:Oxidative phosphorylation	5	3.90625	0.039482115	"UQCRC2, UQCR10, CYC1, UQCRFS1, PPA1"	58	130	5738	3.805039788	0.944996184	0.339221176	34.24884556
KEGG_PATHWAY	mmu04260:Cardiac muscle contraction	4	3.125	0.041867109	"UQCRC2, UQCR10, CYC1, UQCRFS1"	58	78	5738	5.073386384	0.954011005	0.319494343	35.9284891
GOTERM_BP_FAT	GO:0045333~cellular respiration	3	2.34375	0.078698241	"UQCR10, MYBBP1A, MDH2"	108	59	13588	6.397363465	1	0.607260779	72.82738245
GOTERM_BP_FAT	GO:0015980~energy derivation by oxidation of organic compounds	3	2.34375	0.18044364	"UQCR10, MYBBP1A, MDH2"	108	98	13588	3.851473923	1	0.80173696	95.7709165
KEGG_PATHWAY	mmu05010:Alzheimer's disease	4	3.125	0.27033917	"UQCRC2, UQCR10, CYC1, UQCRFS1"	58	182	5738	2.17430845	1	0.660608717	96.23938517
GOTERM_BP_FAT	GO:0055114~oxidation reduction	8	6.25	0.278297611	"UQCRC2, MTHFD2, UQCR10, TXN2, CYC1, UQCRFS1, MYBBP1A, MDH2"	108	672	13588	1.497795414	1	0.878988886	99.43965365
GOTERM_MF_FAT	GO:0009055~electron carrier activity	3	2.34375	0.461026733	"TXN2, CYC1, UQCRFS1"	103	202	13288	1.915985773	1	0.983765154	99.96570705
												
Annotation Cluster 9	Enrichment Score: 2.1670254214677334											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	proteasome	7	5.46875	1.61E-06	"PSMB4, PSMA1, PSMC5, PSMA6, PSMC2, PSMD3, PSMD7"	121	54	17854	19.12733395	2.84E-04	3.55E-05	0.001979731
GOTERM_CC_FAT	GO:0000502~proteasome complex	7	5.46875	4.26E-06	"PSMB4, PSMA1, PSMC5, PSMA6, PSMC2, PSMD3, PSMD7"	94	58	12504	16.054292	5.54E-04	7.92E-05	0.004966417
KEGG_PATHWAY	mmu03050:Proteasome	7	5.46875	5.76E-06	"PSMB4, PSMA1, PSMC5, PSMA6, PSMC2, PSMD3, PSMD7"	58	47	5738	14.73440939	4.15E-04	4.15E-04	0.005993504
INTERPRO	"IPR001353:Proteasome, subunit alpha/beta"	3	2.34375	0.008198952	"PSMB4, PSMA1, PSMA6"	123	20	17763	21.66219512	0.929415523	0.41150627	10.52411281
SP_PIR_KEYWORDS	threonine protease	3	2.34375	0.008654223	"PSMB4, PSMA1, PSMA6"	121	21	17854	21.07910272	0.78341504	0.057139934	10.11690404
GOTERM_CC_FAT	GO:0005839~proteasome core complex	3	2.34375	0.009530471	"PSMB4, PSMA1, PSMA6"	94	20	12504	19.95319149	0.712031137	0.05755818	10.55258258
GOTERM_MF_FAT	GO:0004298~threonine-type endopeptidase activity	3	2.34375	0.011141965	"PSMB4, PSMA1, PSMA6"	103	21	13288	18.42995839	0.932056602	0.164121508	13.46507205
GOTERM_MF_FAT	GO:0070003~threonine-type peptidase activity	3	2.34375	0.011141965	"PSMB4, PSMA1, PSMA6"	103	21	13288	18.42995839	0.932056602	0.164121508	13.46507205
GOTERM_BP_FAT	GO:0006511~ubiquitin-dependent protein catabolic process	3	2.34375	0.305098815	"PSMA1, PSMC5, PSMA6"	108	141	13588	2.676910954	1	0.901141542	99.69295373
GOTERM_MF_FAT	GO:0004175~endopeptidase activity	5	3.90625	0.405506396	"UQCRC2, PSMB4, PSMA1, LONP1, PSMA6"	103	421	13288	1.532181814	1	0.979764968	99.87843583
SP_PIR_KEYWORDS	Protease	5	3.90625	0.447862316	"PSMB4, PSMA1, LONP1, PSMC5, PSMA6"	121	509	17854	1.449447142	1	0.866054038	99.93167175
GOTERM_MF_FAT	GO:0008233~peptidase activity	6	4.6875	0.533077653	"UQCRC2, PSMB4, PSMA1, LONP1, PSMC5, PSMA6"	103	629	13288	1.230617253	1	0.989637418	99.99462007
GOTERM_MF_FAT	"GO:0070011~peptidase activity, acting on L-amino acid peptides"	5	3.90625	0.686059534	"UQCRC2, PSMB4, PSMA1, LONP1, PSMA6"	103	603	13288	1.069732245	1	0.998198929	99.99996797
												
Annotation Cluster 10	Enrichment Score: 2.124468319868809											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	mitochondrion	17	13.28125	7.79E-05	"UQCRC2, SLC25A5, TXN2, CYC1, TOMM40, BCL2L1, UQCRFS1, MTHFD2, LONP1, UQCR10, MRPL12, C1QBP, BAX, PHB2, HSPD1, MDH2, HSPA9"	121	790	17854	3.175206612	0.01361664	9.79E-04	0.09554591
