Annotation Cluster 1	Enrichment Score: 3.873228675461401
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0001817~regulation of cytokine production	8	7.2727272727272725	8.52604268935686E-6	REL, STAT5B, NDFIP1, INPP5D, IL21, TNFRSF4, SCGB1A1, LAG3	73	139	13588	10.712920074898983	0.008388385585619385	5.61426746843785E-4	0.013449324849912347
GOTERM_BP_FAT	GO:0050864~regulation of B cell activation	6	5.454545454545454	1.0272957918040382E-5	TBX21, STAT5B, NDFIP1, INPP5D, IL21, TNFRSF4	73	55	13588	20.305853051058527	0.010098399825947069	6.341572470534018E-4	0.016204770510730437
GOTERM_BP_FAT	GO:0042130~negative regulation of T cell proliferation	5	4.545454545454546	1.3475913492893125E-5	CBLB, IL2RA, NDFIP1, TNFRSF14, SCGB1A1	73	28	13588	33.23874755381605	0.013226049119048788	7.828870452074588E-4	0.021256674096992167
GOTERM_BP_FAT	GO:0042129~regulation of T cell proliferation	6	5.454545454545454	1.4543243935936505E-5	CBLB, IL2RA, STAT5B, NDFIP1, TNFRSF14, SCGB1A1	73	59	13588	18.929185047596935	0.014266090531311337	7.979497738211938E-4	0.02294008189354102
GOTERM_BP_FAT	GO:0050863~regulation of T cell activation	7	6.363636363636363	2.2379774241110054E-5	CBLB, IL2RA, STAT5B, NDFIP1, TNFRSF14, SCGB1A1, LAG3	73	108	13588	12.06443429731101	0.021868797809368568	0.0011630843753946962	0.035299148908707334
GOTERM_BP_FAT	GO:0050871~positive regulation of B cell activation	5	4.545454545454546	4.193123955368449E-5	TBX21, STAT5B, INPP5D, IL21, TNFRSF4	73	37	13588	25.153646797482413	0.04058248441409884	0.002069302698402442	0.06612771376786064
GOTERM_BP_FAT	GO:0002697~regulation of immune effector process	6	5.454545454545454	1.0103855547728218E-4	TBX21, STAT5B, NDFIP1, IL21, TNFRSF4, LAG3	73	88	13588	12.69115815691158	0.09500977486231965	0.004742581907638765	0.15927342453848636
GOTERM_BP_FAT	GO:0042127~regulation of cell proliferation	12	10.909090909090908	1.1426711068224922E-4	ADRB2, CBLB, IL2RA, FOSL2, STAT5B, HIPK2, NDFIP1, TNFRSF14, INPP5D, RBPJ, TNFRSF4, SCGB1A1	73	538	13588	4.151754341294494	0.10676212481402303	0.004896769627001474	0.1801088281894736
GOTERM_BP_FAT	GO:0051251~positive regulation of lymphocyte activation	6	5.454545454545454	1.38131747464001E-4	IL2RA, TBX21, STAT5B, INPP5D, IL21, TNFRSF4	73	94	13588	11.88108423200233	0.1275793661136042	0.005670677045960915	0.2176861054967727
GOTERM_BP_FAT	GO:0002696~positive regulation of leukocyte activation	6	5.454545454545454	1.763372772574651E-4	IL2RA, TBX21, STAT5B, INPP5D, IL21, TNFRSF4	73	99	13588	11.281029472810294	0.15990188684037054	0.0069452333148599665	0.2778169819615428
GOTERM_BP_FAT	GO:0050867~positive regulation of cell activation	6	5.454545454545454	1.936928704559338E-4	IL2RA, TBX21, STAT5B, INPP5D, IL21, TNFRSF4	73	101	13588	11.057642750576427	0.1741871390857722	0.007334015875534616	0.3051213714675982
GOTERM_BP_FAT	GO:0050727~regulation of inflammatory response	5	4.545454545454546	2.315342477936751E-4	ADRB2, IL2RA, STAT5B, NDFIP1, SCGB1A1	73	57	13588	16.327805815909635	0.2044983231713946	0.008437621146493601	0.36463039401104513
GOTERM_BP_FAT	GO:0042035~regulation of cytokine biosynthetic process	5	4.545454545454546	3.621723536512883E-4	REL, STAT5B, INPP5D, IL21, LAG3	73	64	13588	14.54195205479452	0.300850790707224	0.01270048434946025	0.5698151634075166
GOTERM_BP_FAT	GO:0002706~regulation of lymphocyte mediated immunity	5	4.545454545454546	3.8438623573402173E-4	TBX21, STAT5B, NDFIP1, IL21, LAG3	73	65	13588	14.31822971548999	0.3160336848898432	0.013012751364620545	0.6046656676685025
GOTERM_BP_FAT	GO:0002703~regulation of leukocyte mediated immunity	5	4.545454545454546	5.102949299536387E-4	TBX21, STAT5B, NDFIP1, IL21, LAG3	73	70	13588	13.29549902152642	0.3960718666373776	0.016669502698638206	0.8019828675385421
GOTERM_BP_FAT	GO:0002700~regulation of production of molecular mediator of immune response	4	3.6363636363636362	5.226444738216465E-4	TBX21, NDFIP1, IL21, TNFRSF4	73	30	13588	24.818264840182646	0.4033995942815972	0.01652350381797818	0.8213166254555371
GOTERM_BP_FAT	GO:0045579~positive regulation of B cell differentiation	3	2.727272727272727	7.59472815054065E-4	STAT5B, INPP5D, IL21	73	8	13588	69.80136986301369	0.5279376592741544	0.022490036832690574	1.1913997687578615
GOTERM_BP_FAT	GO:0008285~negative regulation of cell proliferation	7	6.363636363636363	0.0011846882830359457	CBLB, IL2RA, NDFIP1, TNFRSF14, INPP5D, RBPJ, SCGB1A1	73	224	13588	5.816780821917808	0.689994702814273	0.032008899981063155	1.8526248295970715
GOTERM_BP_FAT	GO:0051241~negative regulation of multicellular organismal process	5	4.545454545454546	0.0019369697718928374	ADRB2, RAI1, NDFIP1, INPP5D, SCGB1A1	73	100	13588	9.306849315068494	0.8527438875018086	0.04564686245360061	3.0123079459550395
GOTERM_BP_FAT	GO:0032101~regulation of response to external stimulus	5	4.545454545454546	0.0021581379199712113	ADRB2, IL2RA, STAT5B, NDFIP1, SCGB1A1	73	103	13588	9.03577603404708	0.8817015268801348	0.046326891990972285	3.350801757676125
GOTERM_BP_FAT	GO:0045577~regulation of B cell differentiation	3	2.727272727272727	0.003166822793378193	STAT5B, INPP5D, IL21	73	16	13588	34.900684931506845	0.9564473886283081	0.06320162404554275	4.880592490888791
GOTERM_BP_FAT	GO:0045619~regulation of lymphocyte differentiation	4	3.6363636363636362	0.003572640151571658	STAT5B, NDFIP1, INPP5D, IL21	73	58	13588	12.837033538025507	0.9708729744895507	0.06698600195360671	5.4896410350313225
GOTERM_BP_FAT	GO:0008284~positive regulation of cell proliferation	7	6.363636363636363	0.003894399074828575	ADRB2, IL2RA, FOSL2, STAT5B, HIPK2, RBPJ, TNFRSF4	73	284	13588	4.587883465174609	0.978830164591377	0.07015670492782922	5.969937024655481
GOTERM_BP_FAT	GO:0048585~negative regulation of response to stimulus	4	3.6363636363636362	0.004925691967064137	ADRB2, IL2RA, NDFIP1, INPP5D	73	65	13588	11.454583772391992	0.9923924097567999	0.0848817420840835	7.494007404102588
GOTERM_BP_FAT	GO:0050728~negative regulation of inflammatory response	3	2.727272727272727	0.005972341943998685	ADRB2, IL2RA, NDFIP1	73	22	13588	25.38231631382316	0.9973104052147104	0.09393063334750451	9.017094070507813
GOTERM_BP_FAT	GO:0002637~regulation of immunoglobulin production	3	2.727272727272727	0.007677269092363198	TBX21, NDFIP1, TNFRSF4	73	25	13588	22.336438356164383	0.9995067075417197	0.10593481554675466	11.4479150319718
GOTERM_BP_FAT	GO:0031348~negative regulation of defense response	3	2.727272727272727	0.010943955642218676	ADRB2, IL2RA, NDFIP1	73	30	13588	18.613698630136984	0.9999810219951208	0.1349457568429261	15.936432799021594
GOTERM_BP_FAT	GO:0045621~positive regulation of lymphocyte differentiation	3	2.727272727272727	0.013923165522813745	STAT5B, INPP5D, IL21	73	34	13588	16.42385173247381	0.9999990365545416	0.1646511388639733	19.843314025569782
GOTERM_BP_FAT	GO:0032102~negative regulation of response to external stimulus	3	2.727272727272727	0.015529740062953079	ADRB2, IL2RA, NDFIP1	73	36	13588	15.511415525114154	0.9999998076156369	0.17777724678792395	21.878904925319954
GOTERM_BP_FAT	GO:0050671~positive regulation of lymphocyte proliferation	3	2.727272727272727	0.028798162047577926	IL2RA, STAT5B, TNFRSF4	73	50	13588	11.168219178082191	0.9999999999997105	0.2744180624792083	36.93299060094405
GOTERM_BP_FAT	GO:0032946~positive regulation of mononuclear cell proliferation	3	2.727272727272727	0.028798162047577926	IL2RA, STAT5B, TNFRSF4	73	50	13588	11.168219178082191	0.9999999999997105	0.2744180624792083	36.93299060094405
GOTERM_BP_FAT	GO:0045637~regulation of myeloid cell differentiation	3	2.727272727272727	0.029872543858857112	STAT5B, NDFIP1, INPP5D	73	51	13588	10.949234488315874	0.999999999999903	0.28055374484067963	38.02464697680264
GOTERM_BP_FAT	GO:0070665~positive regulation of leukocyte proliferation	3	2.727272727272727	0.030962746549332364	IL2RA, STAT5B, TNFRSF4	73	52	13588	10.738672286617492	0.999999999999968	0.2866403164186232	39.11426903880935
GOTERM_BP_FAT	GO:0032844~regulation of homeostatic process	3	2.727272727272727	0.040231109555980374	IL2RA, STAT5B, INPP5D	73	60	13588	9.306849315068492	1.0	0.341800709444424	47.67947473935151
KEGG_PATHWAY	mmu04630:Jak-STAT signaling pathway	4	3.6363636363636362	0.08336062140525126	CBLB, IL2RA, STAT5B, IL21	40	152	5738	3.7750000000000004	0.99460600388391	0.6481300932739981	58.20096356087397
GOTERM_BP_FAT	GO:0051094~positive regulation of developmental process	4	3.6363636363636362	0.10459569780377515	ADRB2, STAT5B, INPP5D, IL21	73	214	13588	3.4791960056330815	1.0	0.600388289323377	82.49817255570828
GOTERM_BP_FAT	GO:0051247~positive regulation of protein metabolic process	3	2.727272727272727	0.11364376915412017	CBLB, NDFIP1, TNFRSF14	73	109	13588	5.123036320221188	1.0	0.6265722126384566	85.08922929135832
GOTERM_BP_FAT	GO:0045597~positive regulation of cell differentiation	3	2.727272727272727	0.23725266940810086	STAT5B, INPP5D, IL21	73	175	13588	3.19091976516634	1.0	0.8521083100020324	98.60521063576512
GOTERM_BP_FAT	GO:0042592~homeostatic process	5	4.545454545454546	0.3743940696795633	ADRB2, SCD2, IL2RA, EGR2, STAT5B	73	584	13588	1.5936385813473446	1.0	0.9496983494086153	99.9388262836398

Annotation Cluster 2	Enrichment Score: 2.6611958716009463
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0006915~apoptosis	10	9.090909090909092	7.478010302951586E-4	LSP1, CFLAR, IL2RA, HIPK2, SH3KBP1, TNFRSF14, INPP5D, IL21, BMF, TRAF3	73	465	13588	4.002945941964943	0.5224583050851577	0.022832300095344316	1.1731910331504114
GOTERM_BP_FAT	GO:0012501~programmed cell death	10	9.090909090909092	8.441010663170545E-4	LSP1, CFLAR, IL2RA, HIPK2, SH3KBP1, TNFRSF14, INPP5D, IL21, BMF, TRAF3	73	473	13588	3.9352428393524286	0.5658321332774541	0.02424030991220505	1.3233313293173454
GOTERM_BP_FAT	GO:0008219~cell death	10	9.090909090909092	0.0013731869566258675	LSP1, CFLAR, IL2RA, HIPK2, SH3KBP1, TNFRSF14, INPP5D, IL21, BMF, TRAF3	73	507	13588	3.6713409526897403	0.7427330646410916	0.0360279725914745	2.144419080890425
GOTERM_BP_FAT	GO:0016265~death	10	9.090909090909092	0.0016140641861942062	LSP1, CFLAR, IL2RA, HIPK2, SH3KBP1, TNFRSF14, INPP5D, IL21, BMF, TRAF3	73	519	13588	3.5864544566737933	0.7972909892432953	0.040096634805229736	2.5161123748257075
SP_PIR_KEYWORDS	Apoptosis	6	5.454545454545454	0.0353337444022369	CFLAR, HIPK2, SH3KBP1, INPP5D, BMF, TRAF3	97	337	17854	3.2770656795864057	0.9963455201475598	0.33024477207076575	35.11097000079373

Annotation Cluster 3	Enrichment Score: 2.545910504746879
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0001817~regulation of cytokine production	8	7.2727272727272725	8.52604268935686E-6	REL, STAT5B, NDFIP1, INPP5D, IL21, TNFRSF4, SCGB1A1, LAG3	73	139	13588	10.712920074898983	0.008388385585619385	5.61426746843785E-4	0.013449324849912347
GOTERM_BP_FAT	GO:0050864~regulation of B cell activation	6	5.454545454545454	1.0272957918040382E-5	TBX21, STAT5B, NDFIP1, INPP5D, IL21, TNFRSF4	73	55	13588	20.305853051058527	0.010098399825947069	6.341572470534018E-4	0.016204770510730437
GOTERM_BP_FAT	GO:0002697~regulation of immune effector process	6	5.454545454545454	1.0103855547728218E-4	TBX21, STAT5B, NDFIP1, IL21, TNFRSF4, LAG3	73	88	13588	12.69115815691158	0.09500977486231965	0.004742581907638765	0.15927342453848636
GOTERM_BP_FAT	GO:0042035~regulation of cytokine biosynthetic process	5	4.545454545454546	3.621723536512883E-4	REL, STAT5B, INPP5D, IL21, LAG3	73	64	13588	14.54195205479452	0.300850790707224	0.01270048434946025	0.5698151634075166
GOTERM_BP_FAT	GO:0002706~regulation of lymphocyte mediated immunity	5	4.545454545454546	3.8438623573402173E-4	TBX21, STAT5B, NDFIP1, IL21, LAG3	73	65	13588	14.31822971548999	0.3160336848898432	0.013012751364620545	0.6046656676685025
GOTERM_BP_FAT	GO:0002703~regulation of leukocyte mediated immunity	5	4.545454545454546	5.102949299536387E-4	TBX21, STAT5B, NDFIP1, IL21, LAG3	73	70	13588	13.29549902152642	0.3960718666373776	0.016669502698638206	0.8019828675385421
GOTERM_BP_FAT	GO:0045954~positive regulation of natural killer cell mediated cytotoxicity	3	2.727272727272727	0.00278047366660786	STAT5B, IL21, LAG3	73	15	13588	37.22739726027397	0.9361318327889119	0.05804984286594406	4.297347697471066
GOTERM_BP_FAT	GO:0002717~positive regulation of natural killer cell mediated immunity	3	2.727272727272727	0.00278047366660786	STAT5B, IL21, LAG3	73	15	13588	37.22739726027397	0.9361318327889119	0.05804984286594406	4.297347697471066
GOTERM_BP_FAT	GO:0048584~positive regulation of response to stimulus	6	5.454545454545454	0.0030372837481337737	PLCG1, THEMIS, STAT5B, HIPK2, IL21, LAG3	73	186	13588	6.004418912947415	0.9504811952505128	0.061943165032875	4.685408287340776
GOTERM_BP_FAT	GO:0042269~regulation of natural killer cell mediated cytotoxicity	3	2.727272727272727	0.004945998050661818	STAT5B, IL21, LAG3	73	20	13588	27.920547945205477	0.9925442575183845	0.08376101615238785	7.523782652120881
GOTERM_BP_FAT	GO:0002715~regulation of natural killer cell mediated immunity	3	2.727272727272727	0.004945998050661818	STAT5B, IL21, LAG3	73	20	13588	27.920547945205477	0.9925442575183845	0.08376101615238785	7.523782652120881
GOTERM_BP_FAT	GO:0050778~positive regulation of immune response	5	4.545454545454546	0.005840074649479561	PLCG1, THEMIS, STAT5B, IL21, LAG3	73	136	13588	6.843271555197421	0.9969325486383429	0.09342651765414922	8.825923466044506
GOTERM_BP_FAT	GO:0031343~positive regulation of cell killing	3	2.727272727272727	0.0065188387659608615	STAT5B, IL21, LAG3	73	23	13588	24.278737343656935	0.9984378575567522	0.09748197769771927	9.802992186641124
GOTERM_BP_FAT	GO:0001912~positive regulation of leukocyte mediated cytotoxicity	3	2.727272727272727	0.0065188387659608615	STAT5B, IL21, LAG3	73	23	13588	24.278737343656935	0.9984378575567522	0.09748197769771927	9.802992186641124
GOTERM_BP_FAT	GO:0031341~regulation of cell killing	3	2.727272727272727	0.010943955642218676	STAT5B, IL21, LAG3	73	30	13588	18.613698630136984	0.9999810219951208	0.1349457568429261	15.936432799021594
GOTERM_BP_FAT	GO:0001910~regulation of leukocyte mediated cytotoxicity	3	2.727272727272727	0.010943955642218676	STAT5B, IL21, LAG3	73	30	13588	18.613698630136984	0.9999810219951208	0.1349457568429261	15.936432799021594
GOTERM_BP_FAT	GO:0045089~positive regulation of innate immune response	3	2.727272727272727	0.015529740062953079	STAT5B, IL21, LAG3	73	36	13588	15.511415525114154	0.9999998076156369	0.17777724678792395	21.878904925319954
GOTERM_BP_FAT	GO:0002705~positive regulation of leukocyte mediated immunity	3	2.727272727272727	0.018968031153007863	STAT5B, IL21, LAG3	73	40	13588	13.960273972602739	0.9999999939331672	0.20831013226879813	26.073774146309447
GOTERM_BP_FAT	GO:0002708~positive regulation of lymphocyte mediated immunity	3	2.727272727272727	0.018968031153007863	STAT5B, IL21, LAG3	73	40	13588	13.960273972602739	0.9999999939331672	0.20831013226879813	26.073774146309447
GOTERM_BP_FAT	GO:0042108~positive regulation of cytokine biosynthetic process	3	2.727272727272727	0.020796311537143067	REL, STAT5B, IL21	73	42	13588	13.29549902152642	0.9999999990393521	0.21672814735053048	28.21749977325254
GOTERM_BP_FAT	GO:0045088~regulation of innate immune response	3	2.727272727272727	0.0246627538733551	STAT5B, IL21, LAG3	73	46	13588	12.139368671828468	0.9999999999807269	0.24210996274177676	32.56073990701546
GOTERM_BP_FAT	GO:0002699~positive regulation of immune effector process	3	2.727272727272727	0.0246627538733551	STAT5B, IL21, LAG3	73	46	13588	12.139368671828468	0.9999999999807269	0.24210996274177676	32.56073990701546
GOTERM_BP_FAT	GO:0031349~positive regulation of defense response	3	2.727272727272727	0.036644380144576924	STAT5B, IL21, LAG3	73	57	13588	9.796683489545781	0.9999999999999999	0.3245593606226821	44.50834065385877

Annotation Cluster 4	Enrichment Score: 2.5019602846077897
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0042981~regulation of apoptosis	14	12.727272727272727	5.697442921135502E-6	CFLAR, IL2RA, TGFBR1, STAT5B, TNFRSF4, SERPINB9, ADRB2, HIPK2, CX3CR1, ID3, INPP5D, BMF, RAB27A, TRAF3	73	553	13588	4.712328767123287	0.005613276002732426	4.689807975927218E-4	0.008987564888673916
GOTERM_BP_FAT	GO:0043067~regulation of programmed cell death	14	12.727272727272727	6.5295116660101505E-6	CFLAR, IL2RA, TGFBR1, STAT5B, TNFRSF4, SERPINB9, ADRB2, HIPK2, CX3CR1, ID3, INPP5D, BMF, RAB27A, TRAF3	73	560	13588	4.653424657534247	0.006430414410122487	4.961213977960899E-4	0.010300067919921663
GOTERM_BP_FAT	GO:0010941~regulation of cell death	14	12.727272727272727	6.917896271925538E-6	CFLAR, IL2RA, TGFBR1, STAT5B, TNFRSF4, SERPINB9, ADRB2, HIPK2, CX3CR1, ID3, INPP5D, BMF, RAB27A, TRAF3	73	563	13588	4.628628433781843	0.0068116003197076225	4.8808835741054324E-4	0.010912699243403878
GOTERM_BP_FAT	GO:0043065~positive regulation of apoptosis	7	6.363636363636363	0.001988470508736784	ADRB2, IL2RA, TGFBR1, HIPK2, ID3, INPP5D, RAB27A	73	248	13588	5.253866548828988	0.860063249311963	0.045743685349484475	3.091227911052996
GOTERM_BP_FAT	GO:0043068~positive regulation of programmed cell death	7	6.363636363636363	0.0020704628491409662	ADRB2, IL2RA, TGFBR1, HIPK2, ID3, INPP5D, RAB27A	73	250	13588	5.211835616438356	0.8709735568368259	0.04650568085568618	3.216749254617457
GOTERM_BP_FAT	GO:0010942~positive regulation of cell death	7	6.363636363636363	0.002154993132305607	ADRB2, IL2RA, TGFBR1, HIPK2, ID3, INPP5D, RAB27A	73	252	13588	5.170471841704718	0.8813325991259877	0.04728702928711437	3.3459964819686605
GOTERM_BP_FAT	GO:0043066~negative regulation of apoptosis	6	5.454545454545454	0.008683875695726996	CFLAR, SERPINB9, TGFBR1, STAT5B, HIPK2, CX3CR1	73	239	13588	4.672895053590875	0.9998190226469121	0.11429217384237589	12.854397457451539
GOTERM_BP_FAT	GO:0043069~negative regulation of programmed cell death	6	5.454545454545454	0.00944618819214416	CFLAR, SERPINB9, TGFBR1, STAT5B, HIPK2, CX3CR1	73	244	13588	4.577139007410734	0.99991536759775	0.1205466023694729	13.905587237514395
GOTERM_BP_FAT	GO:0060548~negative regulation of cell death	6	5.454545454545454	0.00960402270534852	CFLAR, SERPINB9, TGFBR1, STAT5B, HIPK2, CX3CR1	73	245	13588	4.5584568073804865	0.999927696172612	0.12089101240817435	14.121743611940651
GOTERM_BP_FAT	GO:0006916~anti-apoptosis	3	2.727272727272727	0.07922965972052959	CFLAR, SERPINB9, STAT5B	73	88	13588	6.34557907845579	1.0	0.5172042454425818	72.8060175161543
GOTERM_BP_FAT	GO:0006917~induction of apoptosis	3	2.727272727272727	0.2216052774627899	TGFBR1, HIPK2, RAB27A	73	167	13588	3.343778197030596	1.0	0.8336379615177563	98.07852470182186
GOTERM_BP_FAT	GO:0012502~induction of programmed cell death	3	2.727272727272727	0.2216052774627899	TGFBR1, HIPK2, RAB27A	73	167	13588	3.343778197030596	1.0	0.8336379615177563	98.07852470182186
GOTERM_BP_FAT	GO:0007167~enzyme linked receptor protein signaling pathway	3	2.727272727272727	0.42606682905747995	TGFBR1, STAT5B, HIPK2	73	273	13588	2.045461387927141	1.0	0.9668703132897409	99.98429849261484

Annotation Cluster 5	Enrichment Score: 1.7603144584813781
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0045321~leukocyte activation	7	6.363636363636363	0.0010546402960797453	CBLB, THEMIS, SWAP70, STAT5B, CX3CR1, RBPJ, RAB27A	73	219	13588	5.949584037030087	0.6474400000654772	0.029347447194292497	1.6508368637839665
GOTERM_BP_FAT	GO:0001775~cell activation	7	6.363636363636363	0.001908966205952693	CBLB, THEMIS, SWAP70, STAT5B, CX3CR1, RBPJ, RAB27A	73	246	13588	5.296580911014589	0.8486047204105966	0.04610008879929528	2.9693698923966116
GOTERM_BP_FAT	GO:0006955~immune response	9	8.181818181818182	0.003362799230459839	CBLB, THEMIS, SWAP70, CX3CR1, IRF8, TNFRSF14, INPP5D, GBP4, RAB27A	73	471	13588	3.5567577000261754	0.9641368349732704	0.06566410670933387	5.175170404397511
GOTERM_BP_FAT	GO:0046649~lymphocyte activation	6	5.454545454545454	0.003403099955312729	CBLB, THEMIS, SWAP70, STAT5B, RBPJ, RAB27A	73	191	13588	5.847235171770781	0.9655414052107707	0.06514134901133106	5.235641583457973
GOTERM_BP_FAT	GO:0002520~immune system development	6	5.454545454545454	0.02000179619622599	THEMIS, SWAP70, TGFBR1, STAT5B, IRF8, RBPJ	73	295	13588	3.785837009519387	0.9999999978591988	0.2137709026058089	27.29315636302385
GOTERM_BP_FAT	GO:0048732~gland development	5	4.545454545454546	0.020509462887323127	APOA1, CD44, TGFBR1, STAT5B, RBPJ	73	197	13588	4.724288992420554	0.9999999987169556	0.2163074210086544	27.885055531383053
GOTERM_BP_FAT	GO:0042110~T cell activation	4	3.6363636363636362	0.023610134694206645	CBLB, THEMIS, STAT5B, RAB27A	73	116	13588	6.418516769012753	0.9999999999440521	0.23764292726858005	31.403360863425476
GOTERM_BP_FAT	GO:0048534~hemopoietic or lymphoid organ development	5	4.545454545454546	0.06180096646316782	THEMIS, TGFBR1, STAT5B, IRF8, RBPJ	73	281	13588	3.3120460195973283	1.0	0.45133284048020494	63.445378495811156
GOTERM_BP_FAT	GO:0030098~lymphocyte differentiation	3	2.727272727272727	0.12232938671707803	THEMIS, STAT5B, RBPJ	73	114	13588	4.898341744772891	1.0	0.6524010042498675	87.2346496177896
