id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h	100uM-K99A-24h	10uM-K99A-24h	10uM-PCC-24h	No-Peptide-24h	gene_name	pc1	pc2	kmeans
NM_019980	chr16	10959273	10993121	-	2231.0	1	Litaf|3222402J11Rik|C85531|N4WBP3|TBX1|-|16|16 B1-B3|protein-coding	22.447	23.534	18.937	26.219	57.215	Litaf	-0.002160136718380708	0.008088115642316528	0
NM_133772	chr8	70597490	70608314	-	1456.0	1	Ssbp4|1210002E11Rik|AW743380|Sspb4|-|8|8|protein-coding	19.256	12.598	16.545	15.857	48.717	Ssbp4	-0.0021058463264305802	0.006969053685323268	0
NM_025378	chr7	141009590	141010744	-	644.0	1	Ifitm3|1110004C05Rik|Cd225|Cdw217|DSPA2b|Fgls|IP15|mil-1|-|7 F5|7|protein-coding	80.497	74.605	62.492	63.396	183.517	Ifitm3	-0.0073836877698959845	0.021250349717267396	0
NR_046233	chr17	39842997	39848829	+	5832.0	1	Rn45s|-|-|-|rRNA	121.477	143.433	123.764	65.093	354.19199999999995	Rn45s	-0.01691733269611046	0.017005006683976132	0
NM_011756	chr7	28376784	28379228	-	1761.0	1	Zfp36|Gos24|Nup475|TIS11D|TISII|Tis11|Ttp|Zfp-36|-|7 A3|7 16.72 cM|protein-coding	71.06	66.035	54.091	77.41	144.471	Zfp36	-0.004680661842056088	0.022234665883573843	0
NM_009775	chr15	83563573	83574203	+	850.0	1	Tspo|Bzrp|IBP|PBR|Tspo1|-|15 E1|15 39.4 cM|protein-coding	35.301	38.611	48.405	42.294	125.356	Tspo	-0.005667910189924972	0.011684857829099816	0
NM_001170911	chr15	102459170	102462806	+	1105.0	1	Prr13|1110020C13Rik|2010324E22Rik|-|15 F3|15|protein-coding	65.194	80.428	80.762	74.64699999999998	207.921	Prr13	-0.008951118260552502	0.017232748398810324	0
NM_009983	chr7	142375916	142387870	-	1943.0	1	Ctsd|CD|CatD|-|7 F5|7|protein-coding	98.482	122.847	137.70600000000002	88.196	352.61	Ctsd	-0.016818980762807068	0.019363501201326856	0
NM_010545	chr18	60803849	60812652	+	1213.0	1	Cd74|CLIP|DHLAG|HLADG|Ia-GAMMA|Ii|-|18 E1|18 34.41 cM|protein-coding	176.303	265.16700000000003	217.848	207.101	546.786	Cd74	-0.02260810654182389	0.032412209743967885	0
NM_009976	chr2	148871732	148875468	-	737.0	1	Cst3|CysC|RP23-250M11.9|2 G3|2 73.6 cM|protein-coding	217.443	275.698	178.96900000000005	237.665	442.567	Cst3	-0.013685555260834256	0.042865620439691686	0
NM_001081274	chr4	149149985	149166707	-	2209.0	1	Pgd|0610042A05Rik|AU019875|C78335|RP23-249G3.4|4 E2|4 78.96 cM|protein-coding	58.053	68.536	84.057	55.74100000000001	202.468	Pgd	-0.009472546393063743	0.011554867471868496	0
NM_175860	chr6	48739047	48743795	+	1494.0	1	Gimap1|IAP38|Imap38|imap|-|6 B2.3|6|protein-coding	32.679	31.948	44.239	37.025	104.126	Gimap1	-0.004563481681006014	0.00942092144973951	0
NM_008798	chr1	94038305	94052553	-	1923.0	1	Pdcd1|Ly101|PD-1|Pdc1|-|1 D|1|protein-coding	27.808000000000003	23.836	23.183000000000003	28.258000000000006	53.77	Pdcd1	-0.0017307911100833927	0.0074415541184085655	0
NM_008160	chr9	108339080	108340344	+	1043.0	1	Gpx1|AI195024|AL033363|CGPx|GPx-1|GSHPx-1|Gpx|-|9 F1|9 59.24 cM|protein-coding	80.641	92.092	94.464	81.232	211.953	Gpx1	-0.008515753653639362	0.01443226482723646	0
NM_028732	chr10	60346851	60372684	+	4837.0	1	4632428N05Rik|Dies1|PD-1H|VISTA|-|10 B4|10|protein-coding	57.035	36.804	40.4	32.037	89.76100000000002	4632428N05Rik	-0.003132939654639925	0.010339258352787378	0
NM_018776	chr11	80046493	80080991	-	2386.0	1	Crlf3|BB164954|Creme9|Cytor4|RP23-253E9.5|11 B5|11 47.43 cM|protein-coding	37.464	41.596	61.897	40.446	136.789	Crlf3	-0.006392700860750966	0.00765265489454142	0
NM_007657	chr6	125460266	125494755	-	1182.0	1	Cd9|Tspan29|-|6 F3|6 59.32 cM|protein-coding	42.581	45.554	48.062	42.213	106.154	Cd9	-0.00416648508783273	0.007967969265985591	0
NM_010239	chr19	9982646	9985111	+	936.0	1	Fth1|FHC|Fth|HFt|MFH|-|19 A-C|19 6.23 cM|protein-coding	502.939	735.535	735.705	427.889	1616.38	Fth1	-0.07352538010826833	0.018464849436577082	0
NM_017380	chr11	117331715	117362325	+	2934.0	1	Sept9|MSF1|Msf|PNUTL4|Sint1|RP23-101J23.1|11 E2|11 82.61 cM|protein-coding	43.765	37.941	42.46	43.346	91.734	Sept9	-0.0032209166682001977	0.010252901804004295	0
NM_139198	chr5	100553733	100572205	-	689.0	1	Plac8|C15|D5Wsu111e|-|5 E3|5 48.49 cM|protein-coding	84.485	79.008	82.45100000000002	88.25399999999998	174.833	Plac8	-0.005873618336148846	0.01893319283508651	0
NM_027209	chr19	11518559	11530403	+	1678.0	1	Ms4a6b|1810027D10Rik|-|-|protein-coding	76.69800000000002	42.22	75.607	64.509	158.518	Ms4a6b	-0.006071012752611378	0.02058701926747632	0
NM_010686	chr4	130913334	130936148	+	2388.0	1	Laptm5|E3|RP23-412B2.5|4 D2.3|4|protein-coding	86.30799999999998	104.976	140.784	82.655	294.003	Laptm5	-0.013593870297783523	0.009116548407739813	0
NM_012021	chr19	6906819	6909645	-	680.0	1	Prdx5|AOEB166|AOPP|Pmp20|Prdx6|PrxV|-|19 A|19 5.08 cM|protein-coding	148.28	167.99599999999995	162.394	142.13	338.631	Prdx5	-0.012543646300198849	0.020273326124188817	0
NM_021278	chrX	167207094	167209218	-	665.0	1	Tmsb4x|Ptmb4|Tb4|RP23-139P21.1|X F5|X 78.28 cM|protein-coding	1858.251	2027.018	1635.1070000000002	1910.23	3388.605	Tmsb4x	-0.0977006733801668	0.3155564309302345	0
NM_011671	chr7	100493345	100502173	+	4123.0	1	Ucp2|Slc25a8|-|7 E3|7 54.36 cM|protein-coding	56.534	60.083	70.153	54.664	144.126	Ucp2	-0.005785684543913137	0.008462311446493308	0
NM_028862	chr11	44518964	44565520	+	3557.0	1	Rnf145|3732413I11Rik|TMRF1|RP23-103H9.1|11 B1.1|11|protein-coding	33.672	24.131	32.23	31.041	65.842	Rnf145	-0.0022839563074941093	0.007979549916309775	0
NM_001287217	chr7	31032723	31042331	-	1018.0	1	Fxyd5|EF-8|Oit2|RIC|-|7 B1|7|protein-coding	118.808	123.958	152.91	130.32399999999998	311.771	Fxyd5	-0.01226891261905728	0.022321883793186045	0
NM_020255	chr2	156311846	156312704	-	756.0	1	Scand1|2310003H23Rik|Leap1|PGC-2|Ppargc2|-|2|2 H2|protein-coding	82.818	85.154	86.613	77.756	170.622	Scand1	-0.005916781141405604	0.011609150382449628	0
NM_013545	chr6	124720707	124733154	-	2201.0	1	Ptpn6|70Z-SHP|Hcph|PTPTY-42|Ptp1C|SH-PTP1|SHP-1|hcp|me|-|6 F2|6 59.17 cM|protein-coding	61.938	72.352	69.125	68.87899999999999	134.475	Ptpn6	-0.00445837389190599	0.008900783112454376	0
NM_026432	chr8	34154563	34170847	+	1891.0	1	Saraf|1810045K07Rik|Tmem66|-|8 A4|8|protein-coding	84.104	91.931	112.013	75.298	215.136	Saraf	-0.008820670069380426	0.00741048846019135	0
NM_007585	chr9	69453683	69491785	+	1359.0	1	Anxa2|AW215814|Cal1h|CT009708.1|9 C|9 38.58 cM|protein-coding	104.816	133.375	117.702	122.986	223.156	Anxa2	-0.006954903525865675	0.01283561603558083	0
NM_133769	chr11	46193849	46312358	-	6335.0	1	Cyfip2|1500004I01Rik|6430511D02Rik|AA930218|AU022376|Pir121|mKIAA1168|RP23-370F7.1|11|11 B1.2|protein-coding	31.892	28.861	32.111999999999995	37.898	59.803	Cyfip2	-0.001671529685736239	0.007288784327214488	0
NM_174960	chr6	48676135	48678704	+	1379.0	1	Gimap9|A630002K24|BB145400|-|6 B2.3|6|protein-coding	41.361	35.671	64.33	51.353	119.557	Gimap9	-0.004864912818952199	0.00929433340514683	0
NR_003513	chr19	5842302	5845478	-	3176.0	1	Neat1|2310043N10Rik|VINC|-|19 A|19|ncRNA	30.639	37.931	65.753	58.757	118.831	Neat1	-0.0048270311442095825	0.008046628435140528	0
NR_106176	chr11	87756841	87756955	-	114.0	1	Mir142b|mmu-mir-142b|-|-|ncRNA	26.468000000000004	16.955	50.945	45.32100000000001	90.701	Mir142b	-0.003696302609212049	0.00992066727848094	0
NM_007502	chr9	96332675	96364299	-	1822.0	1	Atp1b3|AA409958|AI664000|AW212096|-|9 E3.3|9 50.31 cM|protein-coding	114.591	117.907	166.06599999999997	113.824	276.005	Atp1b3	-0.010590945216023995	0.00735407806286428	0
NM_177420	chr19	15905123	15925059	-	2161.0	1	Psat1|D8Ertd814e|EPIP|PSA|Psat|-|19 A|19 10.86 cM|protein-coding	243.205	197.032	134.621	222.299	30.288	Psat1	0.012889895183628772	0.01089445542585697	1
NM_010818	chr16	45382135	45409053	-	2339.0	1	Cd200|Mox2|OX2|-|16 A1|16 29.53 cM|protein-coding	110.422	88.82600000000002	82.865	140.474	19.981	Cd200	0.006707106386702528	0.009358694397812449	1
NM_026438	chr10	61648621	61674165	+	1279.0	1	Ppa1|2010317E03Rik|Pyp|-|10 B4|10 32.25 cM|protein-coding	118.089	93.481	56.344	124.408	17.988	Ppa1	0.006543611595958293	0.014566540969539753	1
NM_018868	chr1	59685006	59711510	+	1959.0	1	Nop58|MSSP|Nol5|SIK|nop5|-|1 C1.3|1|protein-coding	226.354	188.816	120.213	241.661	37.079	Nop58	0.012563100005445952	0.02202712921982216	1
NM_011638	chr16	32608896	32632794	+	4893.0	1	Tfrc|2610028K12Rik|AI195355|AI426448|AU015758|CD71|E430033M20Rik|Mtvr-1|Mtvr1|TFR|TFR1|TR|Trfr|p90|-|16 B3|16 23.06 cM|protein-coding	84.449	73.524	39.269	100.409	15.574000000000002	Tfrc	0.004922675766453612	0.012693586682125729	1
NM_016776	chr11	72441378	72451550	+	4089.0	1	Mybbp1a|AL024407|AU019902|P160|p160MBP|p67MBP|RP23-48A2.3|11 B4|11 44.29 cM|protein-coding	233.132	179.55	122.007	219.591	36.54	Mybbp1a	0.011984728613672077	0.018827175917541968	1
NM_009838	chr5	129787356	129846443	+	2156.0	1	Cct6a|CCT-zeta|CCT-zeta-1|Cct6|Cctz-1|TCP-1-zeta|-|5 G1.3|5|protein-coding	258.581	225.99400000000003	165.209	279.339	43.90600000000001	Cct6a	0.014457420942914571	0.013043605524475	1
NM_008303	chr1	55088148	55091317	+	762.0	1	Hspe1|10kDa|Hsp10|mt-cpn10|-|1|1 C1|protein-coding	92.065	69.73	46.374	91.416	14.791	Hspe1	0.0048475566630404535	0.009847383607986185	1
NM_026041	chr1	186721087	186749358	-	1205.0	1	Rrp15|2810430M08Rik|5430437H21Rik|-|1 H5|1|protein-coding	62.775	49.627	32.176	66.773	10.769	Rrp15	0.003420015568172354	0.007317964398241733	1
NM_025380	chr13	38645691	38659028	-	1033.0	1	Eef1e1|1110003A02Rik|-|13|13 A5|protein-coding	136.921	120.516	67.268	147.35399999999996	23.823	Eef1e1	0.007596781607078825	0.014197206623301772	1
NM_053086	chr19	46075847	46085543	+	3647.0	1	Nolc1|NOPP130|NOPP140|P130|-|19 C3|19|protein-coding	147.97	105.771	68.722	131.602	24.312	Nolc1	0.007210247186445517	0.015461296284795825	1
NM_153547	chr14	31012433	31019131	-	1909.0	1	Gnl3|Ns|-|14 B|14 19.09 cM|protein-coding	121.816	86.787	63.952	116.643	20.068	Gnl3	0.006197908683477799	0.012426301878431164	1
NM_138745	chr12	76255232	76319820	+	3294.0	1	Mthfd1|Dcs|E430024A07Rik|Mthfd|-|12 D2|12|protein-coding	58.791	43.087	29.725	63.87	10.547	Mthfd1	0.003185545040274905	0.008409726664329377	1
NM_153419	chr7	45825223	45830789	-	1893.0	1	Grwd1|A301|AI504353|Grwd|Wdr28|-|7 B4|7|protein-coding	80.163	55.742	37.356	69.76	13.246	Grwd1	0.0038389096781695385	0.0083348921649682	1
NM_010477	chr1	55077834	55087932	-	2318.0	1	Hspd1|60kDa|Hsp60|-|1 C1.2|1|protein-coding	97.357	80.612	48.557	113.41	18.846	Hspd1	0.005507497807328197	0.014033619290301549	1
NM_023525	chr5	31054780	31078479	+	7091.0	1	Cad|2410008J01Rik|AU018859|Cpad|-|5 B1|5|protein-coding	45.412	30.78	18.613	44.955	7.706	Cad	0.0023262939033692745	0.007491744873203519	1
NM_009272	chr4	148591513	148594619	+	1319.0	1	Srm|AA407669|SpdST|SpdSy|RP23-331P21.3|4 E2|4|protein-coding	206.902	132.067	77.333	195.005	35.433	Srm	0.010190544801083444	0.036449328959624015	1
NM_009836	chr3	88297135	88321766	+	1941.0	1	Cct3|AL024092|Cctg|Tcp1-rs3|TriC-P5|-|3 F|3 38.79 cM|protein-coding	272.671	236.131	183.172	285.226	49.915	Cct3	0.014695780221385785	0.008944630852463416	1
NM_021511	chr1	9545408	9547455	+	2045.0	1	Rrs1|5730466A07Rik|AA415037|D1Ertd701e|Rrr|MNCb-2643|1 A2|1 2.08 cM|protein-coding	108.284	76.81	49.719	82.49	19.315	Rrs1	0.004730889363163485	0.007999198530020025	1
NM_145620	chr9	106477309	106485415	+	1520.0	1	Rrp9|55kDa|D19435|D9Wsu10e|Rnu3ip2|U3-55k|-|9 F1|9 57.59 cM|protein-coding	89.60600000000002	74.092	47.922	93.653	17.04	Rrp9	0.004748344312992448	0.008606617599179458	1
NM_011733	chr6	131364858	131388450	-	1644.0	1	Ybx3|Csda|Dpba|MSY3|MSY4|Yb2|dbpA|oxyR|-|6 F3|6|protein-coding	337.226	204.479	108.716	344.116	63.115	Ybx3	0.016991084999927797	0.07735426572117135	1
NM_001177352	chr15	61985341	61990361	+	2394.0	1	Myc|AU016757|Myc2|Niard|Nird|bHLHe39|-|15 D2-D3|15 26.19 cM|protein-coding	331.026	192.471	134.22899999999998	275.142	60.791	Myc	0.01470339273640812	0.04975011329891018	1
NM_026932	chr4	118620799	118627776	+	2949.0	1	Ebna1bp2|1810014B19Rik|AA537058|B830003A16Rik|C81321|Ebp2|Nobp|p40|RP23-154A15.1|4 D2.1|4|protein-coding	96.151	79.268	49.04	91.998	17.759	Ebna1bp2	0.00485602065174188	0.007671232173543071	1
NM_001030307	chrX	75095854	75109776	+	2786.0	1	Dkc1|BC068171|RP23-62O13.1|X A7.3|X|protein-coding	85.62100000000002	66.433	41.325	87.836	16.386	Dkc1	0.0044376968507713705	0.010656071975355131	1
NM_026472	chr1	118321843	118333831	+	1885.0	1	Nifk|AI852665|C130020J04Rik|Mki67ip|-|1 E2.3|1|protein-coding	111.606	89.691	54.113	94.015	20.981	Nifk	0.005184297543060615	0.007008087431745085	1
NM_025310	chr11	106249144	106255802	-	2842.0	1	Ftsj3|AA537063|AU045295|C79843|D11Ertd400e|Epcs3|RP23-418O11.2|11 E1|11 68.89 cM|protein-coding	122.686	94.411	64.616	110.437	23.376	Ftsj3	0.0058705403177031715	0.009022885375648377	1
NM_007971	chr6	47530274	47595030	-	2630.0	1	Ezh2|Enx-1|Enx1h|KMT6|mKIAA4065|-|6 B|6 22.92 cM|protein-coding	63.85	55.39	32.533	71.848	13.720999999999998	Ezh2	0.003464057820337641	0.007755648346879565	1
NM_027204	chr11	120484669	120488754	+	942.0	1	Mrpl12|0610034O11Rik|1500031N16Rik|MRP-L12|Rpml12|RP23-82I5.14-001|11 E2|11|protein-coding	127.058	106.991	74.2	130.483	24.972	Mrpl12	0.006625933536316928	0.008799276078677974	1
NM_009452	chr1	161395438	161418206	+	1604.0	1	Tnfsf4|Ath-1|Ath1|CD134L|OX-40L|Ox40l|TXGP1|Txgp1l|gp34|-|1 H2.1|1 69.75 cM|protein-coding	45.905	28.601	16.268	40.185	8.863999999999997	Tnfsf4	0.0020903975948013006	0.007905863768761118	1
NM_023579	chr14	120911194	120948044	+	4565.0	1	Ipo5|1110011C18Rik|5730478E03Rik|AA409333|C76941|IMB3|Kpnb3|Ranbp5|-|14 E5|14|protein-coding	74.792	55.77	35.23699999999999	71.342	14.508	Ipo5	0.003672192366979387	0.008750335674084677	1
NM_007573	chr11	70977846	70983026	-	1157.0	1	C1qbp|AA407365|AA986492|D11Wsu182e|HABP1|P32|gC1qBP|DN-393H17.2|11 B4|11 43.21 cM|protein-coding	376.80800000000005	276.535	161.61700000000005	332.5730000000001	73.237	C1qbp	0.01758977472179732	0.04362296558043167	1
NM_001252260	chr11	33152498	33163206	-	1370.0	1	Npm1|B23|NO38|Npm|RP23-323L8.2|11 A4|11|protein-coding	404.64	326.974	211.362	409.116	80.794	Npm1	0.02068163182025759	0.039580342271830535	1
NM_025903	chr9	107587718	107593038	+	1966.0	1	Ifrd2|1810034A24Rik|AA470234|AI838527|SKMc15|-|9 F1|9 58.24 cM|protein-coding	77.25	49.82	29.353	66.949	15.331	Ifrd2	0.003484630980383145	0.011971234073008746	1
NM_145610	chr9	20888175	20892179	+	1658.0	1	Ppan|A230087P06Rik|SSF1|-|9 A3|9|protein-coding	138.791	99.283	69.193	122.882	28.126	Ppan	0.00639810294158619	0.013462572315129644	1
NM_011119	chr10	128557766	128565934	-	2418.0	1	Pa2g4|38kDa|AA672939|Ebp1|Plfap|-|10 D3|10|protein-coding	243.735	208.571	135.417	251.134	51.058	Pa2g4	0.012554620059391048	0.01933436743894665	1
NM_026631	chr11	51619773	51623714	+	998.0	1	Nhp2|2410130M07Rik|D11Ertd175e|Nola2|RP23-79E13.8|11 B1.3|11 31.14 cM|protein-coding	183.798	143.399	99.912	181.375	37.454	Nhp2	0.009160241076121131	0.016787197448438873	1
NM_008704	chr11	93958925	93968521	-	1228.0	1	Nme1|AL024257|NDPK-A|NM23-M1|NM23A|RP23-378I13.1|11 D|11|protein-coding	127.328	96.817	64.71300000000001	141.726	28.881	Nme1	0.0066404616259446705	0.019130192951539463	1
NM_010798	chr10	75859353	75860250	-	549.0	1	Mif|GIF|Glif|-|10 C1|10 38.59 cM|protein-coding	112.899	62.295	40.154	98.98	23.354	Mif	0.004974064713570506	0.02193286820364104	1
NM_011304	chr7	45421898	45434464	-	1658.0	1	Ruvbl2|mp47|p47|-|7|7 B2|protein-coding	133.888	96.856	62.632	128.003	27.845	Ruvbl2	0.0064336836325582895	0.01706535745353674	1
NM_007669	chr17	29093772	29100722	+	1905.0	1	Cdkn1a|CAP20|CDKI|CIP1|Cdkn1|P21|SDI1|Waf1|mda6|p21Cip1|p21WAF|-|17 A3.3|17 15.12 cM|protein-coding	155.312	127.14	83.258	182.567	38.293	Cdkn1a	0.008287312073877057	0.02250617909042925	1
NM_138747	chr6	125131883	125144753	+	2605.0	1	Nop2|120kDa|A530002O17|Nol1|-|6 F2-F3|6 59.32 cM|protein-coding	89.302	63.16	37.979	85.06200000000003	18.775	Nop2	0.004253428106489743	0.013152356082461077	1
NM_175639	chr17	71616215	71659031	+	3430.0	1	Wdr43|2610318G08Rik|AU020887|AV024208|Wrd43|mKIAA0007|-|17 E1.3|17|protein-coding	96.315	74.408	49.306	89.251	20.393	Wdr43	0.0045573811288225855	0.00861907953630262	1
NM_025281	chr5	38220482	38234306	+	1540.0	1	Lyar|MLZ-264|-|5 B3|5 20.29 cM|protein-coding	78.074	60.63	40.368	95.698	20.277	Lyar	0.004194092605094754	0.014082668065421047	1
NM_023203	chr7	127256959	127260667	-	629.0	1	Dctpp1|2410015N17Rik|AI854235|RS21-C6|-|7 F3|7|protein-coding	63.828	40.262	28.285	61.864	13.562	Dctpp1	0.003023015177536737	0.010657306292408105	1
NM_025546	chr16	11193037	11203292	-	1828.0	1	Rsl1d1|2410005K20Rik|C76439|pBK1|-|16|16 B1|protein-coding	209.058	175.093	117.149	212.433	45.42100000000001	Rsl1d1	0.010534348253904069	0.016693897083999036	1
NM_010880	chr1	86344719	86359455	-	8241.0	1	Ncl|B530004O11Rik|C23|D0Nds28|D1Nds28|Nucl|-|1 D|1 43.94 cM|protein-coding	298.74	228.102	147.328	326.834	71.047	Ncl	0.015188639225235438	0.045248690944886635	1
NM_178605	chr13	54584191	54590074	-	1727.0	1	Nop16|AA409471|D13Wsu177e|-|13 B1|13 28.83 cM|protein-coding	60.132	47.715	31.758000000000006	62.679	13.8	Nop16	0.003007915785184043	0.006842108511659499	1
NM_019553	chr10	62580247	62602298	-	4726.0	1	Ddx21|AI255159|AL022742|D10Ertd645e|D10Wsu42e|-|10 B4-B5.1|10 32.43 cM|protein-coding	161.069	123.907	83.382	162.12	35.892	Ddx21	0.00790917437789973	0.018204645409623483	1
NM_021336	chr7	66060336	66074587	+	1239.0	1	Snrpa1|1500015N06Rik|-|7 C|7|protein-coding	78.404	68.928	50.142	91.244	20.279	Snrpa1	0.004137147534726964	0.0068995402126575105	1
NM_009840	chr16	87483325	87495869	-	2374.0	1	Cct8|AI132397|Cctq|Tcpq|-|16 C3.3|16|protein-coding	271.55400000000003	240.667	176.208	294.688	65.55	Cct8	0.01397619187227151	0.01548770942479828	1
NM_009171	chr11	60788897	60811265	-	2051.0	1	Shmt1|AI324848|AI385541|C81125|Shmt|mshmt|mshmt1|mshmt2|RP23-278I21.7|11 B2|11|protein-coding	34.695	21.829	13.64	34.915	7.789	Shmt1	0.0016553945253998525	0.006900518544744702	1
NM_008894	chr11	5872180	5878256	-	1597.0	1	Pold2|50kDa|p50|po1D2|RP23-385C16.2|11|11 A2|protein-coding	39.913	26.405	18.26	41.334	9.388	Pold2	0.0019259115190757526	0.00702345519120179	1
NM_010256	chr16	91621397	91646972	-	3303.0	1	Gart|Gaps|Prgs|-|16 C3-C4|16 53.18 cM|protein-coding	81.494	62.4	38.348	84.271	19.19	Gart	0.004000909972541051	0.011553704957734516	1
NM_001146058	chr4	152199844	152271855	+	1356.0	1	Acot7|2410041A17Rik|Ach1|Act|Bach|CTE-IIa|Cte-II|Lach1|RP23-421E12.1|4 E2|4|protein-coding	81.436	68.944	44.911	101.943	23.295	Acot7	0.0043519761504805295	0.01303153502933734	1
NM_026115	chr2	71389260	71441622	+	1563.0	1	Hat1|2410071B14Rik|AA536933|Hat-1|KAT1|-|2 C2|2|protein-coding	67.35300000000001	57.13800000000001	39.486	76.352	17.564	Hat1	0.003460130388727261	0.0072928431291841185	1
NM_133878	chr4	132331919	132345750	-	2276.0	1	Rcc1|4931417M11Rik|AI326872|Chc1|WI1-2643G14.3|4 D2.3|4|protein-coding	60.21	38.875	21.6	59.799	13.856	Rcc1	0.0028327769388838547	0.012308499865912322	1
NM_133928	chr6	91464276	91473423	-	1240.0	1	Chchd4|2410012P20Rik|2810014D17Rik|AI838740|-|6 D1|6|protein-coding	53.90600000000001	42.914	23.451	58.1	13.509	Chchd4	0.002681079578836864	0.008722390921653745	1
NM_011574	chr8	106893640	106923094	+	2230.0	1	Cirh1a|Cirhin|Naic|Teg-292|Tex292|-|8 D3|8|protein-coding	80.358	56.34	42.44	74.723	18.709	Cirh1a	0.0036500490385574335	0.00866119987617821	1
NM_145354	chr13	69612016	69635779	+	4258.0	1	Nsun2|D13Wsu123e|Misu|-|13 C1|13 35.55 cM|protein-coding	92.408	67.554	42.43600000000001	91.768	21.952	Nsun2	0.004375209524939428	0.013331067231595965	1
NM_001252476	chr7	44976755	44986420	-	1297.0	1	Prmt1|6720434D09Rik|AW214366|Hrmt1l2|Mrmt1|-|7 B4|7 29.07 cM|protein-coding	170.507	141.667	91.984	194.83	46.438	Prmt1	0.008648787021635598	0.023065278147893102	1
NM_026943	chr7	19149838	19152726	+	483.0	1	Snrpd2|1810009A06Rik|SMD2|-|7 A3|7|protein-coding	97.004	67.541	55.972	94.851	23.762	Snrpd2	0.004475050194002537	0.010340588126826993	1
NM_010120	chr18	46597704	46610225	+	2874.0	1	Eif1a|C76390|Ef1a|Eftu|Eif4c|eIF-1A|eIF-4C|-|18 C|18|protein-coding	71.028	53.24	36.146	66.71600000000001	17.917	Eif1a	0.003185810794269037	0.007642948184440114	1
NM_153570	chr5	110648419	110653382	-	2022.0	1	Noc4l|AI326906|-|5 F|5|protein-coding	51.338	34.452	23.18	54.535	13.858	Noc4l	0.0024075568951796317	0.009712891760101577	1
NM_011239	chr16	18239979	18248694	-	844.0	1	Ranbp1|Htf9a|-|16 A3|16 11.3 cM|protein-coding	293.802	261.54400000000004	153.808	298.6740000000001	76.692	Ranbp1	0.014090886946432384	0.025484553086519	1
NM_025936	chr11	35808381	35834528	-	2114.0	1	Rars|2610011N19Rik|2610037E21Rik|AL033339|AW985894|RP23-196B5.4|11 A4|11|protein-coding	79.752	68.76100000000001	46.897	85.694	22.132	Rars	0.0038688403320602024	0.007155554523302631	1
