id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h	100uM-K99A-24h	10uM-K99A-24h	10uM-PCC-24h	No-Peptide-24h	gene_name	pc1	pc2	kmeans
NM_007725	chr10	79988600	79995400	+	1773.0	1	Cnn2|AA408047|AI324678|Calpo2|-|10 C1|10|protein-coding	100.55	153.58100000000005	148.326	101.931	259.226	Cnn2	-0.009914042753204929	-0.0049102754328535	0
NM_011113	chr7	24462500	24475873	+	1387.0	1	Plaur|Cd87|u-PAR|uPAR|-|7 A3|7|protein-coding	58.073	94.023	63.63399999999999	47.957	109.139	Plaur	-0.003368415282283209	-0.00616074261943831	0
NM_008138	chr9	107614138	107635342	-	2166.0	1	Gnai2|C76432|Galphai2|Gia|Gnai-2|-|9 F1|9 58.43 cM|protein-coding	173.958	240.303	252.363	175.247	396.076	Gnai2	-0.01396077178975672	-0.009196021001211786	0
NM_009898	chr7	126699774	126704816	-	1646.0	1	Coro1a|Clabp|Lmb3|TACO|p57|-|7 F3|7 69.25 cM|protein-coding	248.646	413.925	442.039	275.235	653.0269999999998	Coro1a	-0.024233772348095563	-0.04116042749406372	0
NM_001252201	chr1	39900913	40026310	+	5548.0	1	Map4k4|9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik|-|1 B|1|protein-coding	32.617	50.823	53.218	31.604	78.248	Map4k4	-0.0028668240780602393	-0.005212099360275584	0
NM_010688	chr11	97799672	97838764	+	3424.0	1	Lasp1|AA408629|Def-4|SH3P6|Tg(Col1a1-lacZ)1Ngma|RP23-386E10.6|11 C-D|11 61.1 cM|protein-coding	34.43	51.221	58.87600000000001	32.564	84.676	Lasp1	-0.0032079427618857325	-0.005711799581181571	0
NM_010347	chr10	81559444	81566371	+	1461.0	1	Aes|AL024115|Esp1|Grg|Grg-5|Grg5|Tle5|-|10 C1|10 39.72 cM|protein-coding	110.033	149.254	190.891	112.249	272.581	Aes	-0.010244847237880429	-0.012590337539943756	0
NM_001290818	chr19	4285999	4306222	-	3356.0	1	Adrbk1|Adrbk-1|Bark-1|GRK2|beta ARK|betaARK1|-|19 A|19 3.98 cM|protein-coding	101.723	127.978	146.036	103.998	206.228	Adrbk1	-0.006554452631331542	-0.0052593234286391725	0
NM_010227	chrX	74223461	74246534	-	8299.0	1	Flna|ABP-280|Dilp2|F730004A14Rik|Fln1|GENA 379|filamin-1|RP23-436K3.1|X A7.3|X 37.89 cM|protein-coding	61.218	86.346	100.117	70.972	135.407	Flna	-0.004333972009350473	-0.005996686447172184	0
NM_010286	chrX	140539529	140543187	-	1968.0	1	Tsc22d3|DIP|Dsip1|Gilz|TSC-22R|Tilz3|RP23-440B21.1|X F1|X|protein-coding	89.97	98.276	147.615	63.21	199.048	Tsc22d3	-0.007928298342549966	-0.012810871219781514	0
NM_009846	chr10	43579169	43584265	+	1812.0	1	Cd24a|Cd24|HSA|Ly-52|nectadrin|-|10 B2|10 23.01 cM|protein-coding	41.191	83.617	69.158	42.67	92.985	Cd24a	-0.002979661144851627	-0.012922670937084569	0
NM_017375	chr19	18580364	18631813	-	1702.0	1	Ostf1|C78236|SH3P2|Sh3d3|-|19 B|19 13.17 cM|protein-coding	63.034	92.637	98.331	76.612	131.55700000000002	Ostf1	-0.0038024983162119655	-0.0057675905986963325	0
NM_009008	chr15	78559169	78572783	-	3027.0	1	Rac2|AI323801|AI452260|-|15 E1|15|protein-coding	91.583	134.186	182.297	90.224	238.941	Rac2	-0.00932481182339303	-0.02087047737048777	0
NM_001276403	chr3	131112791	131224357	+	2291.0	1	Lef1|3000002B05|AI451430|Lef-1|-|3 G3|3 60.78 cM|protein-coding	45.237	62.932	90.867	46.838	119.015	Lef1	-0.00462738550041419	-0.008866677586206696	0
NM_009288	chr11	32533266	32624595	+	5052.0	1	Stk10|Gek1|Lok|mKIAA4026|RP23-395O6.3|11 A4|11 18.97 cM|protein-coding	18.739	26.563	42.794	19.131	55.578	Stk10	-0.002331631852998473	-0.004740416063458418	0
NM_013487	chr9	44981786	44987052	+	1323.0	1	Cd3d|T3d|-|9 A5.2|9 24.84 cM|protein-coding	61.135	67.295	100.749	59.644	129.659	Cd3d	-0.004482999112859032	-0.0051982666678957404	0
NM_025284	chr6	72957347	72958483	-	560.0	1	Tmsb10|Ptmb10|Tb10|-|6 C1|6|protein-coding	137.77200000000002	209.137	255.109	162.715	324.2290000000001	Tmsb10	-0.010797727892520915	-0.024575073914878204	0
NM_012032	chr2	163623273	163645143	-	3682.0	1	Serinc3|AA959945|AA960047|AIGP1|DIFF33|TMS-1|Tde1|RP23-144O20.3|2 H3|2|protein-coding	128.05700000000002	161.536	202.052	115.593	256.18	Serinc3	-0.008500156237219648	-0.0185576827163888	0
NM_177876	chr5	124004641	124032260	-	2506.0	1	Vps37b|2300007F24Rik|AI415429|BC026744|-|5 F|5|protein-coding	47.577	102.111	97.482	44.93899999999999	122.544	Vps37b	-0.004519593254886179	-0.021703775497329183	0
NM_018750	chr1	131176410	131245178	-	3397.0	1	Rassf5|1300019G20Rik|AU042887|Maxp1|Nore1|Nore1A|Nore1B|Rapl|-|1 E4|1 56.91 cM|protein-coding	38.663	52.673	63.341	37.343	78.592	Rassf5	-0.0025356172270321565	-0.006648760098223667	0
NM_009850	chr9	44969572	44980431	-	1014.0	1	Cd3g|Ctg-3|Ctg3|T3g|-|9 A5.2|9 24.84 cM|protein-coding	61.415	75.275	122.335	63.28100000000001	151.121	Cd3g	-0.005692431349055458	-0.010721380539072687	0
NM_001252506	chr16	23290470	23360350	+	4035.0	1	St6gal1|AW742324|Siat1|St6Gal-I|St6gal|St6galI|-|16 B1|16 14.03 cM|protein-coding	14.582	24.851	35.993	10.396	44.319	St6gal1	-0.001990244624622072	-0.006961479249371421	0
NM_008494	chr5	140607341	140615545	+	2274.0	1	Lfng|AW061165|-|5 G2|5 79.15 cM|protein-coding	76.112	118.669	143.975	67.843	173.695	Lfng	-0.006281543571357228	-0.022836641144396014	0
NM_172435	chrX	107089335	107104970	+	2822.0	1	P2ry10|5830408N17Rik|Lypsr2|P2Y10|RP23-35H8.1|X D|X|protein-coding	27.681	47.56800000000001	54.43600000000001	23.161	65.128	P2ry10	-0.002422253306927765	-0.01040361431550195	0
NM_001168492	chr19	53903351	53929861	+	1791.0	1	Pdcd4|D19Ucla1|Ma3|Tis|-|19 D2|19 48.73 cM|protein-coding	64.862	92.637	103.63	47.165	122.537	Pdcd4	-0.004098440668064793	-0.017390203721931716	0
NM_001033432	chr10	17900466	17948067	-	3661.0	1	Heca|Gm869|HDC|HDCL|-|10 A2-A3|10|protein-coding	18.739	24.329	41.614	16.017	49.158	Heca	-0.002028255616182893	-0.0056757682796434355	0
NM_008338	chr16	91547094	91564007	+	2061.0	1	Ifngr2|Ifgr2|Ifgt|-|16 C3.3|16 53.07 cM|protein-coding	21.31	39.179	40.522	22.719	45.604	Ifngr2	-0.0013892989219188212	-0.00758061822021854	0
NM_172397	chr11	106156256	106160142	-	2943.0	1	Limd2|0610025L06Rik|AI413966|RP23-81G14.8|11 E1|11|protein-coding	95.45	139.892	190.655	82.585	213.86	Limd2	-0.007768059734410806	-0.031350920375620525	0
NM_146069	chr16	32142825	32165476	-	3553.0	1	Nrros|E430025L02Rik|Lrcc33|Lrrc33|-|16 B2|16|protein-coding	19.674	40.379	41.003	19.158	45.952	Nrros	-0.001555514872828087	-0.009371763523469136	0
NM_133810	chr1	53755512	53785215	-	3268.0	1	Stk17b|3110009A03Rik|AI120141|Drak2|-|1 C1.1|1|protein-coding	52.346	90.505	118.155	49.983	125.831	Stk17b	-0.00454689714299729	-0.02330654058805809	0
NM_009331	chr11	52252604	52282571	-	2226.0	1	Tcf7|AI465550|TCF-1|Tcf1|RP23-223A11.3|11 B1.3|11 31.86 cM|protein-coding	266.113	347.665	579.755	217.593	601.604	Tcf7	-0.022755009868825987	-0.09645067151265536	0
NM_134255	chr9	77917365	77984519	+	2771.0	1	Elovl5|1110059L23Rik|AI747313|AU043003|HELO1|-|9 E1|9|protein-coding	30.898000000000003	44.059	52.058	25.973000000000006	52.29600000000001	Elovl5	-0.001440141645590733	-0.009318575695710584	0
NM_133664	chr1	135818598	135833341	+	2980.0	1	Lad1|-|-|1 E4|1|protein-coding	397.829	665.5880000000002	668.03	409.799	78.503	Lad1	0.02384907928657909	-0.22734100558166564	1
NR_035430	chr12	55370695	55491306	+	58.0	1	Mir1198|Mirn1198|mmu-mir-1198|-|X|X 3.52 cM|ncRNA	195.811	223.757	198.855	140.16	27.632	Mir1198	0.009538290857701885	-0.05382016755650842	1
NM_001033302	chr3	95878505	95882228	-	1387.0	1	Ciart|Chrono|Gm129|-|3 F2.1|3|protein-coding	22.48	27.359	22.764	16.698	3.802	Ciart	0.00108735188033088	-0.006335480422904632	1
NM_009871	chr11	80477046	80481179	+	4131.0	1	Cdk5r1|Cdk5r|D11Bwg0379e|p25|p35|RP23-252E4.5|11 B5|11 47.94 cM|protein-coding	21.689	30.308000000000003	36.662	18.839	5.169	Cdk5r1	0.0010785733795321078	-0.01167591538742425	1
NM_011659	chr4	156013695	156016589	+	1146.0	1	Tnfrsf4|ACT35|CD134|Ly-70|Ox40|TXGP1L|Txgp1|RP23-118E21.5|4 E2|4 87.68 cM|protein-coding	338.444	562.44	495.573	367.009	82.69200000000002	Tnfrsf4	0.01975752745770511	-0.15704051393174692	1
NM_175329	chr10	75935573	75937734	+	942.0	1	Chchd10|1620401E04Rik|AI267078|Ndg2|-|10 C1|10|protein-coding	159.624	227.634	210.878	191.237	33.533	Chchd10	0.009918433674064654	-0.050789772290883384	1
NM_009743	chr2	152780664	152831728	-	2416.0	1	Bcl2l1|Bcl(X)L|Bcl-XL|Bcl2l|BclX|bcl-x|bcl2-L-1|RP23-106A3.4|2 H1|2 75.41 cM|protein-coding	214.136	294.559	263.526	205.805	46.628	Bcl2l1	0.011478538448678112	-0.07211264833194693	1
NM_009403	chr4	63832824	63861284	-	2222.0	1	Tnfsf8|CD153|CD30LG|Cd30l|-|4 C1|4 34.06 cM|protein-coding	102.469	193.292	193.636	119.675	33.691	Tnfsf8	0.00590620417922731	-0.06635291834476384	1
NM_008655	chr10	80930091	80932204	+	1260.0	1	Gadd45b|AI323528|Myd118|-|10 C1|10 39.72 cM|protein-coding	602.5419999999998	807.8710000000002	669.416	557.9540000000002	143.97899999999996	Gadd45b	0.030566393409406662	-0.17388212252033752	1
NM_011498	chr6	108660629	108666925	+	3106.0	1	Bhlhe40|Bhlhb2|C130042M06Rik|CR8|Clast5|Dec1|Sharp2|Stra13|Stra14|-|6|6 E-F1|protein-coding	242.353	382.426	384.052	241.477	71.291	Bhlhe40	0.012513161875069895	-0.12179580676047415	1
NM_008838	chr17	86997259	87025401	-	972.0	1	Pigf|-|-|17 E4-E5|17 56.9 cM|protein-coding	32.034	47.523	38.08	32.004	9.042	Pigf	0.0016491232404498147	-0.010538918086675154	1
NM_177324	chr7	110308013	110614920	-	7120.0	1	Sbf2|4833411B01Rik|AA414977|AI317167|B430219L04Rik|Mtmr13|mMTMH1|-|7|7 F2|protein-coding	9.17	14.715	17.141	10.347	3.3760000000000003	Sbf2	0.000470798201230414	-0.005192484590439571	1
NR_104577	chr6	108577036	108660934	-	1730.0	1	0610040F04Rik|-|RP23-131B11.3|6 E2|6|ncRNA	15.649	21.411	22.459	13.742	4.572	0610040F04Rik	0.000721532302406043	-0.00661060175546919	1
NM_001171001	chr6	29859596	29912310	+	4899.0	1	Ahcyl2|4631427C17Rik|AI227036|Adohcyase3|mKIAA0828|-|6 A3.3|6|protein-coding	48.828	91.341	88.277	40.651	19.302	Ahcyl2	0.002070642308682678	-0.03403707326697481	1
NM_028627	chr19	46312087	46327156	-	3880.0	1	Psd|1110007H17Rik|A930015K15|Efa6|Efa6a|Psdl|mKIAA2011|-|19 C3|19 38.8 cM|protein-coding	28.029	36.702	38.96	20.356	8.461	Psd	0.0011239880271925217	-0.012080170639313416	1
NM_175093	chr2	152337425	152344060	-	2046.0	1	Trib3|Ifld2|Nipk|SINK|SKIP3|TRB-3|Trb3|RP23-396N8.1|2 G3|2 74.83 cM|protein-coding	70.727	92.813	74.762	62.213	20.619	Trib3	0.0032193900152449424	-0.018717668611766724	1
NM_175256	chr16	33684466	33768195	+	4763.0	1	Heg1|4632417D23Rik|5530401I02Rik|9530025L16Rik|BC038614|Gm629|OTTMUSG00000027315|-|16 B3|16|protein-coding	32.713	42.618	40.384	29.622	9.628	Heg1	0.0015102936956900845	-0.010492055411459414	1
NM_183368	chr17	6705830	6738044	+	1493.0	1	Sytl3|A430092N21|Slp3|Slp3-a|Slp3-b|mFLJ00307|-|17|17 A1|protein-coding	18.357	23.488000000000003	24.49	17.375	5.956	Sytl3	0.0008322987749173889	-0.0061445975107674005	1
NR_105967	chr2	93421929	93422007	-	78.0	1	Mir7001|mmu-mir-7001|-|-|ncRNA	51.57899999999999	76.87	87.042	43.078	21.21	Mir7001	0.0019647206418873828	-0.027999580428024768	1
NM_020618	chr11	99209048	99231017	-	2905.0	1	Smarce1|2810417B20Rik|5830412H02Rik|9030408N19Rik|Baf27|RP23-255N16.1|11 D|11|protein-coding	30.41	46.399	37.957	34.613	11.354	Smarce1	0.0015299863873658767	-0.009350464100087157	1
NM_009400	chr4	156026342	156028891	+	1000.0	1	Tnfrsf18|AITR|Gitr|RP23-118E21.6|4|4 E|protein-coding	239.503	450.046	454.963	281.744	111.567	Tnfrsf18	0.011695653535813087	-0.14926021207578538	1
NM_011772	chr10	128632415	128645993	-	3570.0	1	Ikzf4|A630026H08Rik|Eos|Zfpn1a4|Znfn1a4|-|10 D3|10|protein-coding	10.131	15.602	13.931	9.959	3.881	Ikzf4	0.0004550823138733213	-0.004071117529935358	1
NM_001177370	chr19	46305930	46312090	+	2949.0	1	Nfkb2|NF-kappaB2|lyt|p49|p49/p100|p50B|p52|-|19 C3-D2|19 38.8 cM|protein-coding	284.388	375.99300000000005	400.99	289.262	100.839	Nfkb2	0.013085636503665884	-0.09942935497208198	1
NR_105993	chr5	110666075	110666141	-	66.0	1	Mir7026|mmu-mir-7026|-|-|ncRNA	12.064	15.54	21.069000000000006	15.328	5.483	Mir7026	0.0005716542086982545	-0.004544378448383153	1
NM_177584	chr16	45224337	45252895	+	3224.0	1	Btla|A630002H24|-|16 B5|16|protein-coding	77.758	97.356	99.077	80.486	26.924	Btla	0.0036123893891486744	-0.02142091470050253	1
NM_007536	chr9	88723288	88731850	-	792.0	1	Bcl2a1d|A1-d|-|9 E3.1|9|protein-coding	13.228	20.271	17.764	13.64	5.875	Bcl2a1d	0.0005602369005869284	-0.004806476921593049	1
NM_022018	chr1	151571373	151719347	+	3923.0	1	Fam129a|AI256368|AU019833|Niban|-|1 G2|1|protein-coding	84.63799999999998	142.49200000000005	151.722	98.076	44.359	Fam129a	0.003613288656194874	-0.04433085115511082	1
NM_001164602	chr15	97244074	97247287	-	2835.0	1	Amigo2|AI415330|AMIGO-2|AW208913|Ali1|-|15 F1|15|protein-coding	15.418	24.6	32.936	23.462	9.683	Amigo2	0.0007219021488689164	-0.007808767087822622	1
NM_001039723	chr5	123076275	123117445	+	1846.0	1	Tmem120b|-|-|5 F|5|protein-coding	12.259	16.967	19.563	12.839	5.769	Tmem120b	0.0004900054865455898	-0.005000752335285407	1
NM_025840	chr12	36091835	36156825	-	1857.0	1	Bzw2|1110001I24Rik|Bdm2|HSPC028|-|12|12 B2|protein-coding	106.293	153.963	126.684	108.819	46.911	Bzw2	0.004410905466637551	-0.030393727339358606	1
NM_001163445	chr6	133105239	133107750	+	2509.0	1	2700089E24Rik|AI662692|-|6 G1|6|protein-coding	27.71	36.522	31.379	26.928	11.189	2700089E24Rik	0.0011403709615665993	-0.006893870086352007	1
NM_025907	chr14	31478798	31494977	-	1897.0	1	Mettl6|1600013P15Rik|AI467521|AU020711|-|14 B|14|protein-coding	33.8	46.496	41.589	34.302	14.417	Mettl6	0.0014052979465464953	-0.009643824945469994	1
NM_019654	chr17	87107679	87137588	+	4392.0	1	Socs5|1810018L08Rik|Cish5|mKIAA0671|-|17 E4|17|protein-coding	12.376	18.017	18.848	11.747	6.05	Socs5	0.00044837069330530283	-0.0052653399968045295	1
NM_010831	chr17	31844250	31855792	-	4493.0	1	Sik1|Msk|Sik|Snf1lk|-|17 B1|17 17.25 cM|protein-coding	36.321	50.728	44.295	34.876	16.432000000000002	Sik1	0.001391507682692459	-0.0108329262080354	1
NM_001005866	chr5	122870675	122988533	-	4980.0	1	Kdm2b|Cxxc2|E430001G17|Fbl10|Fbxl10|Jhdm1b|PCCX2|mKIAA3014|-|5 F|5|protein-coding	52.418	71.598	71.229	52.324	23.4	Kdm2b	0.0020820832542451846	-0.01741196968028705	1
NM_007987	chr19	34290659	34327770	+	1475.0	1	Fas|AI196731|APO1|APT1|CD95|TNFR6|Tnfrsf6|lpr|-|19 C1|19 29.48 cM|protein-coding	45.658	72.66199999999998	71.262	53.669	24.57	Fas	0.0018894930059653726	-0.01844530090041964	1
NM_134023	chr11	4186833	4215505	+	1902.0	1	Tbc1d10a|AI447804|EPI64|Tbc1d10|mFLJ00288|RP23-453B22.5|11 A1|11|protein-coding	46.182	65.24600000000001	51.887	43.805	22.724	Tbc1d10a	0.0016358279751320847	-0.012155504284455523	1
NM_028932	chr14	31495079	31509858	+	4230.0	1	Eaf1|4933403C17Rik|AI666536|-|14 B|14|protein-coding	38.5	48.455	52.676	39.214	18.712	Eaf1	0.001418242365543438	-0.01128991431050557	1
NM_009302	chr7	110221703	110283506	+	4021.0	1	Swap70|70kDa|AV235546|-|7 F1|7 57.7 cM|protein-coding	40.626	73.811	71.291	39.401	26.538	Swap70	0.0011908951559116885	-0.023499361588878914	1
NM_177643	chr1	136624901	136630391	+	5267.0	1	Zfp281|Znf281|-|1 E4|1|protein-coding	60.749	72.437	79.244	61.937	28.721	Zfp281	0.0022559688414080397	-0.015365815734194169	1
NM_010493	chr9	21015960	21028796	+	2530.0	1	Icam1|CD54|Icam-1|Ly-47|MALA-2|-|9 A3|9 7.69 cM|protein-coding	80.47	109.016	152.879	101.907	55.99100000000001	Icam1	0.0025773599505076864	-0.03318275722147659	1
NM_001159662	chr2	158667135	158766334	+	6379.0	1	Ppp1r16b|ANKRD4|C130078N17Rik|TIMAP|Wdt4|RP23-22K4.1|2 H1|2|protein-coding	29.682	46.032	48.63800000000001	30.744	18.162	Ppp1r16b	0.0009430485778153947	-0.013334424887365092	1
NM_033042	chr4	152116343	152120119	+	1602.0	1	Tnfrsf25|APO-3|DDR3|DR3|LARD|TR3|TRAMP|Tnfrsf12|WSL-1|WSL-LR|Wsl|RP23-284C20.2|4|4 E1|protein-coding	42.117	59.712	64.77	40.731	24.204	Tnfrsf25	0.0012984530094328024	-0.016870636399996083	1
NM_027739	chr10	127165831	127172340	+	2271.0	1	B4galnt1|4933429D13Rik|Gal-NAc-T|GalNAc-T|GalNAcT|Galgt1|Ggm-2|Ggm2|-|10 D3|10 74.5 cM|protein-coding	426.165	491.649	585.988	363.196	219.774	B4galnt1	0.012224778277261976	-0.13177284699069958	1
NM_009044	chr11	23741729	23770970	-	2572.0	1	Rel|c-Rel|-|11 A3.2|11 14.36 cM|protein-coding	53.949	70.304	62.192	43.112	26.372	Rel	0.001615376248888725	-0.015489353127023785	1
NM_001081343	chr4	35191282	35225880	-	3185.0	1	3110043O21Rik|AI840585|RP23-307M2.1|4 A5|4|protein-coding	12.487	22.293000000000006	22.446	16.267	8.603	3110043O21Rik	0.00046587961076142645	-0.006046552727652256	1
NM_172393	chr10	43950307	44004846	-	7394.0	1	Aim1|AI462491|AI463325|-|10 B2|10 23.14 cM|protein-coding	18.914	34.437	29.792	27.994	13.656	Aim1	0.0007749788584603893	-0.006696885265359946	1
NM_199449	chr15	57694667	57839832	+	4368.0	1	Zhx2|Afr-1|Afr1|Raf|mKIAA0854|-|15 D1|15 24.01 cM|protein-coding	54.803	72.319	72.248	50.56399999999999	28.821	Zhx2	0.0017352384213129956	-0.017101349510295467	1
NM_009562	chr11	49203500	49218816	+	3921.0	1	Zfp62|-|RP23-10M12.4|11 B1.2|11 29.23 cM|protein-coding	31.979	32.676	40.38800000000001	29.45	16.455	Zfp62	0.0009513400976715321	-0.0067498108972710354	1
NM_001166402	chr10	19000910	19011963	-	4327.0	1	Tnfaip3|A20|Tnfip3|-|10 A3|10 8.08 cM|protein-coding	129.61700000000002	165.562	147.566	106.253	71.354	Tnfaip3	0.003410272167267477	-0.033445471571015524	1
NR_046007	chr7	90124836	90129936	-	376.0	1	2310010J17Rik|-|-|7 E1|7|ncRNA	13.932	17.1	20.558000000000003	12.876	8.937000000000003	2310010J17Rik	0.0003258692434248833	-0.0045297907816676	1
NM_001162917	chr9	64811011	64919667	+	8618.0	1	Dennd4a|AI115600|AI851943|F730015K02Rik|mCG_145419|9 C|9|protein-coding	22.632	33.185	33.458	22.668000000000006	14.98	Dennd4a	0.0006015325195329133	-0.008300992845542766	1
NM_010583	chr11	46325148	46389515	-	4255.0	1	Itk|Emt|Tcsk|Tsk|RP23-273O7.1|11 B1.1|11 27.75 cM|protein-coding	172.37900000000005	296.373	237.215	183.479	135.196	Itk	0.003906356173671908	-0.061977380505866125	1
NM_001048177	chr19	29251803	29313080	+	4946.0	1	Jak2|Fd17|-|19 C1|19 23.73 cM|protein-coding	94.0	132.329	143.734	92.948	66.63600000000001	Jak2	0.0021242703730090574	-0.03432369471970584	1
NM_011809	chr16	95702407	95721049	+	3544.0	1	Ets2|AU022856|Ets-2|-|16 C3-qter|16 56.64 cM|protein-coding	26.476	34.827	36.168	22.327	17.753	Ets2	0.0005191301586927407	-0.008647407897544165	1
NM_009630	chr10	75316877	75334792	+	2599.0	1	Adora2a|A2AAR|A2aR|AA2AR|-|10 B5.3|10|protein-coding	47.858	48.022	62.096	40.607	30.992	Adora2a	0.0008876769044351033	-0.010373778568286036	1
NR_105952	chr19	4623898	4623955	-	57.0	1	Mir6986|mmu-mir-6986|-|-|ncRNA	13.234000000000002	11.765	26.549	19.016	0.0	Mir6986	0.0010490189745801068	-0.005215444821434808	2
NR_000002	chr7	45127383	45127463	-	80.0	1	Snord32a|Rnu32|Rnu32a|U32|U32A|-|7 B4|7|snoRNA	6.81	9.369	17.893	10.387	0.0	Snord32a	0.0005898149594094681	-0.00501979823166919	2
NR_035434	chr3	88536301	88536382	-	81.0	1	Mir1905|Mirn1905|mmu-mir-1905|-|3|3 38.86 cM|ncRNA	0.517	8.279	10.603	3.122	0.0	Mir1905	0.00018928715333847457	-0.00528327413970953	2
NM_009521	chr11	103774175	103818021	+	3108.0	1	Wnt3|Int-4|Wnt-3|RP23-326K2.2|11 E1|11 67.5 cM|protein-coding	4.059	13.872	21.871	3.534	0.8320000000000001	Wnt3	0.0002896604048490783	-0.010116245318384934	2
NM_009937	chr14	31523084	31577383	-	2816.0	1	Colq|A130034K24Rik|-|14 B|14|protein-coding	2.0540000000000003	11.345999999999998	27.392	3.028	1.267	Colq	0.00017616472119074103	-0.011947075173570134	2
NM_001145034	chr2	93955810	93957100	-	1288.0	1	Gm13889|Ag2|OTTMUSG00000014994|-|2 E1|2|protein-coding	3.677	27.288	24.451	4.488	1.365	Gm13889	0.00039290911719882615	-0.014516893194240075	2
NM_001130176	chr1	135840861	135852261	+	1094.0	1	Tnnt2|Tnt|cTnT|-|1 E4|1 59.32 cM|protein-coding	21.26	63.028	89.275	20.938	4.773	Tnnt2	0.0014708793432344136	-0.04005709249483176	2
NM_001111267	chr10	30645582	30655867	-	2748.0	1	Ncoa7|9030406N13Rik|-|10 A4|10|protein-coding	85.35600000000002	234.024	207.071	83.67299999999999	20.845	Ncoa7	0.005540249253748014	-0.09854755906684848	2
NM_011718	chr15	98771752	98778150	-	2220.0	1	Wnt10b|Wnt12|-|15 F1|15 54.65 cM|protein-coding	3.096	11.674	17.17	4.899	1.653	Wnt10b	0.00023378742306792358	-0.007396085365993994	2
NR_105997	chr5	115645573	115645632	+	59.0	1	Mir7030|mmu-mir-7030|-|-|ncRNA	7.103	9.36	17.33	11.023	1.753	Mir7030	0.000501611686001191	-0.004264802219230974	2
NR_030547	chr2	122640803	122640881	+	78.0	1	Mir147|Mirn147|mmu-mir-147|-|2|2|ncRNA	68.235	359.57	493.412	72.72399999999998	51.699	Mir147	0.003969644036551639	-0.2420218796342061	2
NM_010317	chr13	13784539	13827895	+	2962.0	1	Gng4|-|-|13 A1|13 5.29 cM|protein-coding	2.8160000000000003	16.634	21.761	1.635	2.374	Gng4	0.00012075196694261643	-0.011360914128821377	2
NM_011521	chr2	164424247	164443188	-	2453.0	1	Sdc4|AA959608|AW108331|Synd4|ryudocan|syndecan-4|RP23-462O16.6|2 H3|2 85.16 cM|protein-coding	32.375	87.882	106.375	39.547	12.625	Sdc4	0.002046145804470683	-0.044532517889981166	2
NM_009123	chr7	132596239	132599637	-	1899.0	1	Nkx1-2|Nkx-1.1|Nkx-1.2|Sax1|-|7 F3|7|protein-coding	3.774	10.864	13.762	1.617	1.6880000000000002	Nkx1-2	0.0001350546601466878	-0.006694267624332876	2
