Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d Tcell-CD69neg-K99A10-22h-ES Tcell-CD69neg-nopept-22h-ES Tcell-CD69neg-PCC01-22h-ES Tcell-CD69neg-PCC1-22h-ES Tcell-CD69pos-K99A100-22h-ES Tcell-CD69pos-K99A10-22h-ES Tcell-CD69pos-PCC01-22h-ES Tcell-CD69pos-PCC1-22h-ES -rpkm -condenseGenes)	Tcell-CD69pos-K99A10-22h-ES FPKM	Tcell-CD69pos-K99A100-22h-ES FPKM	Tcell-CD69pos-PCC01-22h-ES FPKM	Tcell-CD69pos-PCC1-22h-ES FPKM	gene_name
NM_001177874	324.95599999999996	28.476999999999997	6.85	10.25	Gps1
NM_016795	371.06	23.484	49.574	57.949	Srpk1
NM_138607	356.98900000000003	58.902	35.424	45.827	Fam50a
NM_007901	322.164	74.171	15.005	12.947000000000001	S1pr1
NM_001285441	311.595	0.0	2.987	3.214	Rangrf
NM_031842	324.764	19.342	20.009	26.081	Smarcd1
NM_011210	474.783	190.13299999999998	178.986	173.503	Ptprc
NM_009304	389.49199999999996	0.022000000000000002	79.206	98.03299999999999	Syngr2
NM_019939	310.745	1.084	25.105	15.997	Mpp6
NM_011942	395.741	34.423	88.50399999999999	115.624	Lypla2
NM_011701	325.918	2.612	16.775	49.833	Vim
NM_009439	377.23199999999997	74.375	71.726	104.181	Psmd3
NM_133786	318.786	89.51899999999999	36.623000000000005	32.911	Smc4
NM_025383	326.518	28.531	37.111	43.809	Necap2
NM_145139	411.092	188.892	116.925	135.858	Eif3l
NM_028881	333.86300000000006	56.26	49.058	54.033	Crtc2
NR_028146	287.905	0.0	4.859	6.729	Stoml1
NM_029349	288.38	10.185	9.037	6.94	2310035C23Rik
NM_026369	345.426	31.653000000000002	50.09	74.732	Arpc5
NM_019793	339.32599999999996	137.639	64.02600000000001	59.496	Tspan3
NM_001177670	284.524	0.03	7.7589999999999995	8.302999999999999	Golph3l
NM_009186	300.54	30.596	25.999000000000002	23.623	Tra2b
NM_027859	281.736	0.0	5.776	6.347	Rnf215
NM_001304830	278.681	0.0	5.266	7.274	Maff
NM_010124	355.369	28.769000000000002	86.99600000000001	83.523	Eif4ebp2
NM_010689	421.973	43.647	107.96600000000001	179.85299999999998	Lat
NM_011920	264.719	0.0	2.614	0.353	Abcg2
NM_026554	275.237	31.122	14.695	10.677999999999999	Ncbp2
NM_009331	501.366	522.773	235.067	249.71400000000003	Tcf7
NM_025380	308.97700000000003	86.477	43.38399999999999	51.638999999999996	Eef1e1
NM_025547	274.481	38.268	12.637	15.404000000000002	Mterf3
NM_053076	321.452	18.179000000000002	54.902	70.05	Rtn3
NM_001007575	257.895	0.0	2.718	5.817	Zfp58
NM_172827	279.944	75.40100000000001	27.351999999999997	28.038	Lnpep
NM_177778	260.413	12.074000000000002	10.777000000000001	7.047999999999999	Armc7
NM_001164499	274.32099999999997	22.921	24.883000000000003	23.859	Papd5
NM_178785	271.268	33.844	17.152	24.433000000000003	Rasal3
NM_007599	307.722	43.931999999999995	48.928000000000004	66.125	Capg
NM_001168491	269.993	79.734	27.467	24.354	Pdcd4
NM_007531	429.962	68.084	171.239	191.128	Phb2
NM_146229	264.719	49.303000000000004	19.303	24.555	Dync1li1
NM_025840	322.487	54.118	75.375	82.307	Bzw2
NM_008225	297.863	122.405	42.023	68.015	Hcls1
NM_025918	255.017	56.071999999999996	14.502	15.022	Ccdc43
NM_001166402	340.684	153.357	142.776	74.821	Tnfaip3
NM_001039522	263.813	0.015	18.072	27.070999999999998	Leo1
NR_045668	241.278	0.102	0.768	1.827	Gm5124
NM_009937	240.58	19.469	0.733	1.359	Colq
NM_009503	276.99	6.938	34.99	40.641999999999996	Vcp
NM_146085	245.71	0.016	7.656000000000001	11.867	Apbb3
NM_008452	329.077	182.605	98.39	93.56	Klf2
NM_010807	317.368	70.613	85.07700000000001	82.96600000000001	Marcksl1
NM_009721	256.911	27.921999999999997	28.188000000000002	21.748	Atp1b1
NM_001276704	316.244	22.611	80.075	85.031	Nxf1
NM_001081150	240.722	14.497	13.007	6.077999999999999	Lonrf1
NM_172707	291.164	105.652	66.652	57.246	Ppp1cb
NM_007502	307.60400000000004	89.352	72.092	80.43	Atp1b3
NM_011029	318.858	34.565	79.96	92.87	Rpsa
NM_001271542	250.472	23.156999999999996	21.921	19.339000000000002	Cnot7
NM_029884	235.84599999999998	21.766	7.172999999999999	8.282	Hgsnat
NM_024180	247.358	0.0	20.518	21.243000000000002	Ormdl2
NM_138747	302.901	14.300999999999998	82.419	72.101	Nop2
NM_030255	246.662	52.425	13.959000000000001	26.057	Apobec3
NM_023229	278.849	67.689	62.325	48.486999999999995	Fastk
NM_198021	260.64099999999996	13.232000000000001	39.16	34.27	Scyl2
NM_024454	253.899	88.385	31.941	32.835	Rab21
NM_001256521	239.959	35.229	19.267	18.218	C330006A16Rik
NM_027257	250.09099999999998	0.0	24.484	30.592	Nabp2
NM_008418	263.64799999999997	0.0	46.126999999999995	40.105	Kcna3
NM_018868	301.257	66.021	74.13	87.81	Nop58
NM_008972	318.566	96.155	114.27	92.199	Ptma
NM_009507	230.666	32.093	13.569	13.235999999999999	Vhl
NM_197986	220.56400000000002	0.0	1.625	4.333	Tmem140
NM_027275	238.327	33.715	18.765	25.045	Ptcd3
NM_011659	451.75	312.268	212.553	254.088	Tnfrsf4
NM_029576	308.944	67.267	91.669	95.161	Rab1b
NM_001256055	220.482	0.0	9.546	6.653	Eif3j2
NM_144545	220.115	0.0	9.53	6.642	Eif3j1
NM_177445	265.414	0.0	65.375	44.681999999999995	Dars
NM_001162939	246.825	10.032	34.301	35.782	Aen
NM_010581	260.381	38.152	36.531	57.373000000000005	Cd47
NM_146032	251.635	6.244	34.596	44.531000000000006	Srp68
NM_027149	216.743	0.0	4.893	9.038	Wdr20
NM_001008422	262.143	45.507	57.551	54.021	Scaf1
NM_172736	247.113	43.175	48.163000000000004	37.468	Leng8
NM_013533	205.313	0.0	1.22	1.743	Gpr162
NM_027817	408.481	269.144	213.97299999999998	200.447	Grap
NM_010330	219.36900000000003	0.0	10.957	20.951999999999998	Emb
NM_028243	208.562	0.0	6.459	6.9879999999999995	Prcp
NM_001190795	211.54	7.999	12.492	9.112	Ddx55
NM_178932	221.898	0.0	23.54	19.121	Aoc2
NM_007505	425.23900000000003	148.79399999999998	199.17	239.963	Atp5a1
NM_027236	244.958	44.269	50.346000000000004	44.667	Eif1ad
NM_016966	283.858	169.558	88.34899999999999	88.98299999999999	Phgdh
NM_029012	229.59400000000002	28.534000000000002	34.598	32.552	Sppl3
NM_001310711	203.183	0.02	8.566	7.159	Ptbp2
NM_181423	219.692	50.617	19.871	28.906999999999996	Supv3l1
NM_007683	201.028	6.146	6.335	6.355	Cenpc1
NM_033371	217.78799999999998	20.929000000000002	16.09	28.083000000000002	Ppp1r16a
NM_145742	204.898	0.01	8.825	11.640999999999998	Dhx35
NM_026653	210.734	50.243	15.843	19.533	Rpa1
NM_011829	246.013	38.408	53.678000000000004	52.298	Impdh1
NM_028200	203.648	5.587000000000001	9.94	11.155	Vps9d1
NM_145541	203.702	0.0	11.897	10.549000000000001	Rap1a
NM_001130452	337.586	258.251	149.945	144.695	Nfe2l1
NM_001282042	203.486	14.818	6.934	14.545	Sh3glb1
NM_146193	200.46200000000002	4.686	8.783	9.269	Btbd1
NM_133206	206.50799999999998	8.267999999999999	13.350999999999999	16.773	Znrf1
NM_010633	216.76	28.604	25.872	25.91	Uhmk1
NM_001081034	229.653	74.305	48.445	33.484	Fbxo11
NM_172117	202.87400000000002	42.726000000000006	13.020999999999999	12.205	Entpd6
NM_008410	249.739	68.66199999999999	55.333999999999996	62.14	Itm2b
NM_001168652	214.885	30.663	16.151	30.484	Lrch4
NM_177158	203.69	0.0	10.187000000000001	16.954	Rinl
NM_001110504	213.06	24.554000000000002	19.362000000000002	26.961	Capn1
NM_008548	218.643	60.928000000000004	27.433000000000003	32.254	Man1a
NM_133739	235.745	103.397	48.674	48.913999999999994	Tmem123
NM_007478	295.23	156.591	122.695	98.98700000000001	Arf3
NM_175360	193.37400000000002	31.646	8.391	8.29	Obfc1
NM_001290426	211.503	48.176	26.212	27.878	Zfp865
NM_007746	189.05	0.0	3.333	5.797999999999999	Map3k8
NM_133734	217.545	66.112	30.164	36.755	Dcaf11
NM_027215	237.447	11.321	46.167	58.731	Tmem147
NM_133224	248.174	39.944	74.086	59.411	Atp13a1
NM_001290399	202.86900000000003	21.296	25.849	18.58	Cstf2
NR_132589	199.50599999999997	0.0	17.472	18.523	Timm17b
NM_001252549	206.37099999999998	19.432000000000002	26.906999999999996	27.267	BC017643
NM_031868	400.815	126.155	190.618	239.53900000000002	Ppp1ca
NM_009011	233.06799999999998	14.264000000000001	46.451	58.497	Rad23b
NM_177680	229.267	13.168	55.42	46.586000000000006	Ythdc1
NM_001146710	230.829	68.77600000000001	40.394	62.528999999999996	Ppp1r18
NM_001170975	179.359	0.0	2.6189999999999998	1.931	Dbndd1
NM_001199146	182.22799999999998	0.0	5.111000000000001	5.372000000000001	Gpsm1
NM_001293797	190.519	0.0	12.047	16.15	Tmem161a
NM_013499	196.07299999999998	29.691	16.88	23.294	Cr1l
NM_153151	199.623	21.424	18.374000000000002	28.04	Acat3
NM_008379	254.554	91.777	67.072	87.43	Kpnb1
NM_145367	197.72299999999998	37.812	36.288000000000004	23.791999999999998	Txndc5
NM_148928	181.078	1.6580000000000001	9.437000000000001	15.039000000000001	Gtf3c5
NM_013660	247.965	105.11399999999999	94.28399999999999	74.00399999999999	Sema4d
NM_001013389	175.071	0.0	6.167999999999999	10.424000000000001	Mrs2
NM_011851	166.678	0.0	0.655	0.78	Nt5e
NM_001135611	169.614	0.0	2.992	4.061	3110062M04Rik
NM_009861	287.423	115.13	108.595	130.341	Cdc42
NM_001282000	172.907	10.565999999999999	5.221	8.967	Rbl2
NM_144802	186.93200000000002	0.011000000000000001	24.011	19.442999999999998	Hnrnpll
NM_181070	181.885	0.018000000000000002	20.1	14.370999999999999	Rab18
NM_001307989	437.105	161.727	349.602	219.41099999999997	Nr4a3
NM_026275	194.79	24.229	31.06	29.421999999999997	Ube2r2
NM_008246	203.08900000000003	0.35200000000000004	41.278999999999996	35.804	Hiat1
NM_133975	194.91400000000002	31.574	31.269000000000002	31.77	Trip12
NM_001103178	205.968	0.057	38.888000000000005	45.282	Ablim1
NM_178626	189.824	52.152	25.897	29.291	Cdc42se2
NM_001302754	169.227	0.0	5.456	7.93	Elmo2
NM_027946	216.99200000000002	33.281	56.413999999999994	53.441	Dcaf7
NM_175530	176.24400000000003	0.23800000000000002	15.158	13.890999999999998	Fbxo46
NM_001048146	178.36900000000003	11.559000000000001	21.781	15.578	Azi2
NM_027892	197.942	34.455999999999996	38.830999999999996	38.174	Ppp1r12a
NM_007791	195.74099999999999	21.866999999999997	27.685	42.147	Csrp1
NM_001164079	168.695	0.5720000000000001	11.759	9.269	Tia1
NM_175557	190.75400000000002	13.770999999999999	32.043	33.155	Zfp384
NM_145614	168.928	0.0	9.16	12.922	Dlat
NM_181517	198.665	50.033	40.885999999999996	42.223	Ipo7
NM_175107	179.972	34.832	25.764	21.410999999999998	2310022A10Rik
NM_026170	201.447	73.781	37.768	50.376999999999995	Ergic1
NM_030685	238.361	90.088	77.372	85.74799999999999	Serp1
NM_133803	181.61900000000003	0.0	27.073	27.456	Dpp3
NM_028887	167.89	12.272	12.526	16.477	Smchd1
NM_178647	173.71200000000002	0.0	24.385	18.512999999999998	Cggbp1
NM_172877	166.417	8.091000000000001	13.837	13.862	Pramef8
NM_177732	159.451	36.442	7.1770000000000005	8.038	Slc35d1
NM_133780	208.111	95.865	54.428000000000004	58.263000000000005	Tpr
NM_001242407	159.315	0.01	8.171	7.281000000000001	Fam73b
NM_001080974	172.878	46.67	18.011	24.996	Sri
NM_145851	170.21099999999998	0.354	25.018	15.314	Cables2
NM_176973	150.012	0.0	0.0	0.324	Podxl2
NM_008391	185.757	31.024	27.16	42.056999999999995	Irf2
NM_027250	157.987	15.405999999999999	11.865	6.767	Coa7
NM_001033270	160.819	9.829	16.073	9.344	Slc4a7
NM_010949	160.017	6.2410000000000005	13.850999999999999	10.238	Numb
NM_173440	191.595	28.921	45.903	42.409	Nrip1
NM_027096	153.511	8.236	5.196000000000001	6.8	Gpcpd1
NM_177411	164.218	18.767	15.100999999999999	18.551	Rab5b
NM_011610	183.545	66.85300000000001	42.405	35.133	Tnfrsf1b
NM_029788	149.075	0.023	4.426	3.6189999999999998	Rnft1
NM_178382	144.67700000000002	0.0	0.0	0.126	Flrt3
NM_026110	167.326	0.363	27.443	19.657	Paxbp1
NM_001130163	147.993	8.371	5.07	3.931	Oxr1
NM_026485	171.071	0.0	35.052	22.756999999999998	Trabd
NM_013865	155.75799999999998	0.243	8.441	15.674000000000001	Ndrg3
NM_007434	178.46099999999998	31.166	30.546	39.466	Akt2
NM_025952	154.33100000000002	0.016	13.55	11.78	Magt1
NM_178744	160.814	23.724	16.581	21.404	Zbtb1
NM_028343	146.649	0.0	6.2170000000000005	5.202999999999999	Tmem135
NM_008856	180.578	58.618	43.619	37.555	Prkch
NM_001135112	188.918	15.114	49.173	46.817	Dnaja3
NM_025898	212.93400000000003	42.006	76.155	69.507	Napa
NM_018813	163.171	0.013000000000000001	21.895	22.916999999999998	Cpsf3
NM_001199276	189.97	41.513000000000005	39.058	56.387	Tnip1
NM_153515	158.93200000000002	10.929	20.209	18.217	Ammecr1l
NM_010830	156.3	23.246	18.086	16.055	Msh6
NM_175558	140.78	5.515	0.935	1.906	Zfp446
NM_025448	220.267	64.071	39.941	111.325	Ssr2
NM_001008793	147.731	24.267	15.182	9.122	Whrn
NM_175491	159.139	0.0	25.987	22.525	Smcr8
NM_025845	179.752	50.383	46.628	44.283	Prpf38b
NM_001252435	149.27	25.57	18.726	12.792	Dlg1
NM_011814	189.675	36.021	57.61600000000001	53.528	Fxr2
NM_172421	149.183	14.545	18.636	13.49	Asxl2
NM_008924	139.174	0.0	3.359	7.2139999999999995	Prkar2a
NM_008951	247.548	41.567	113.47399999999999	113.956	Psmd4
NM_001042485	151.756	8.638	20.73	17.965999999999998	Tmem183a
NM_133933	172.16	15.63	31.765	45.099	Rpn1
NM_025812	142.183	10.006	10.101	10.539000000000001	Hmg20a
NM_008091	181.53799999999998	125.566	53.739	49.373999999999995	Gata3
NM_144907	231.928	97.794	95.311	103.804	Sesn2
NR_036615	203.304	31.579	69.149	74.97	Srsf7
NM_018871	232.43599999999998	35.738	98.345	106.40100000000001	Ywhag
NR_073436	149.849	6.007999999999999	29.854	17.246	Crebzf
NM_001284270	153.19899999999998	70.122	36.172	21.63	Tmem201
NM_026126	133.491	0.0	6.157	7.6339999999999995	Fundc2
NM_001252524	160.305	15.184000000000001	38.352	30.988000000000003	Picalm
NM_009906	152.87	14.872	24.241	28.881999999999998	Tpp1
NM_013614	204.09799999999998	213.42700000000002	90.898	73.915	Odc1
NM_178407	145.418	80.657	19.441	21.967	Arap2
NM_153806	164.648	0.013999999999999999	37.143	41.313	Dnttip2
NM_020332	129.64	0.0	4.938	5.864	Ank
NM_170590	179.36	25.659000000000002	65.32	48.152	Cpne1
NM_010902	142.15	19.433	20.944000000000003	17.092	Nfe2l2
NM_008638	291.059	96.609	182.94299999999998	157.485	Mthfd2
NM_011908	161.25799999999998	17.157	44.287	34.867	Ubl3
NM_026823	158.567	0.0	32.659	38.527	Arl8a
NM_001252654	164.025	34.791	32.067	48.771	Kcnab2
NM_001110160	130.055	24.851999999999997	8.238	10.119	Lrrc61
NM_026998	142.736	0.0	24.351	20.541	Snx6
NM_001204875	172.363	93.64200000000001	51.623000000000005	53.678000000000004	Set
NM_001159865	130.27100000000002	0.0	9.896	10.282	Kctd18
NM_001177982	134.369	0.077	12.446	15.445	Pde4b
NM_153168	151.938	134.564	34.534	33.271	Lars2
NM_001291062	129.891	10.915	13.784	10.261	Elf2
NR_037992	125.506	14.22	8.737	6.781000000000001	Jmjd4
NM_199065	117.947	0.0	0.0	0.0	Slitrk1
NM_172594	129.33700000000002	12.845	13.405	10.46	Dhx29
NM_025883	132.67	8.057	10.241	17.971	Zdhhc6
NM_007459	136.671	35.275999999999996	20.226	18.988	Ap2a2
NM_024193	288.711	81.255	181.012	163.167	Nop56
NM_001286223	135.22899999999998	54.628	17.878	19.03	Mier1
NM_001045523	142.487	20.185	31.570999999999998	21.553	Bahd1
NM_021424	118.802	0.0	1.47	2.4819999999999998	Pvrl1
NM_001310593	162.39	62.43600000000001	52.031000000000006	42.157	Mef2d
NM_019579	121.662	8.851	4.621	5.557	Mpp5
NM_145930	126.757	21.535999999999998	9.032	11.42	AW549877
NM_009008	183.83599999999998	72.33800000000001	62.75	70.857	Rac2
NM_001164709	166.99200000000002	21.587	61.34	44.123000000000005	Syvn1
NM_027590	124.833	23.975	9.856	9.267999999999999	Ints10
NM_001081415	128.836	28.594	9.618	16.855	Samd1
NM_001291114	221.607	64.08800000000001	110.275	105.014	Rbm39
NM_173413	191.42	26.127	84.045	72.23100000000001	Rab8b
NM_001163564	129.718	0.055999999999999994	21.439	12.235999999999999	Naf1
NM_001033172	115.21	0.0	1.9780000000000002	1.73	Rab11fip2
NM_028994	152.05700000000002	41.123999999999995	41.835	37.812	Pck2
NM_016716	140.597	30.974	34.673	24.159000000000002	Cul3
NM_175268	134.577	38.369	19.508	27.127	Fam53b
NM_010804	131.666	2.6510000000000002	22.605	19.641	Mllt10
NM_027353	149.36700000000002	17.256	37.839	39.135	Cd2bp2
NM_010500	184.081	69.59	76.931	71.803	Ier5
NM_017475	129.597	21.434	16.771	21.166	Rragc
NM_177301	250.38	63.43899999999999	110.339	158.376	Hnrnpl
NM_138305	114.675	0.023	6.343999999999999	4.1739999999999995	Adcy3
NM_172689	110.68	0.0	1.9369999999999998	1.0490000000000002	Ddx58
NM_001281977	112.96	0.0	4.239	3.42	Invs
NM_001033550	113.773	0.0	4.2139999999999995	5.167999999999999	Lrrc8b
NM_172397	203.732	179.467	98.58	95.339	Limd2
NM_198169	137.44899999999998	16.143	32.586	26.885	Gmeb2
NM_013830	134.605	17.727	29.323	24.616	Prpf4b
NM_001291136	130.526	0.10800000000000001	22.588	22.064	Rprd1b
NM_001159964	124.97	31.974	10.462	21.863000000000003	Eps15
NM_001278269	116.47	28.586	7.9	9.796	Fyb
NM_146035	135.181	0.013000000000000001	21.476	31.531999999999996	Mgat2
NM_001253392	112.934	4.463	5.074	7.596	Smarcad1
NM_001164572	115.035	29.721999999999998	7.399	10.179	Snrk
NM_017367	173.43	61.246	72.56	64.77	Ccni
NM_194342	162.705	88.896	55.863	59.341	Sun2
NM_001271349	139.14600000000002	11.902999999999999	33.233000000000004	34.634	Fbxw11
NM_029704	110.84700000000001	26.055999999999997	6.933	6.412000000000001	Ttc19
NM_011986	142.579	55.43899999999999	40.203	37.27	Ncdn
NM_001310673	119.884	34.222	13.964	17.607	Lrch3
NM_138680	158.491	1.62	57.88	51.727	Luc7l2
NM_001166552	115.18700000000001	17.074	11.673	11.985999999999999	Zbed6
NM_145382	125.896	6.872000000000001	19.724	25.595	Fam193b
NM_020273	109.81	20.477	6.2860000000000005	8.949	Gmeb1
NM_001199593	120.835	0.0	15.618	20.918000000000003	Pkn1
NM_138590	122.012	66.344	21.482	20.64	Zcchc7
NM_001284195	119.211	15.069	16.667	18.112000000000002	Srsf10
NM_030197	114.911	19.45	15.208	12.648	Cacul1
NM_001113573	118.09	4.33	17.109	16.479	Brd3
NM_133821	108.001	17.607	6.207999999999999	8.328	Phlpp1
NM_024433	127.113	0.0	34.115	21.136999999999997	Mtap
NM_001029994	156.45	48.618	56.58	55.736000000000004	Zc3h18
NM_001163572	104.514	5.872999999999999	5.82	3.417	Tmem170b
NM_178890	133.053	37.574	31.816999999999997	33.85	Abtb2
NM_001081454	189.822	124.796	101.221	84.165	Furin
NM_010325	118.95	36.192	18.581	20.938000000000002	Got2
NM_001289652	116.54	6.127999999999999	16.601	18.023	Gid8
NM_178403	122.945	2.13	28.761	20.646	Pus7
NM_053193	137.08100000000002	33.353	47.608999999999995	32.286	Cpsf1
NM_007711	112.069	45.663000000000004	14.677	13.492	Clcn3
NM_001163567	100.044	9.972999999999999	3.4130000000000003	2.274	Fam102b
NM_177592	106.2	11.294	7.864	10.965	Tmem164
NM_001290537	156.925	94.89200000000001	63.821000000000005	60.272	Otud5
NM_183031	142.793	87.529	59.81399999999999	39.913000000000004	Gpr183
NM_146145	148.089	37.915	51.117	54.318999999999996	Jak1
NM_001253390	107.196	0.0	13.314	12.442	Mtfr1
NR_045880	93.973	0.0	0.0	0.203	Gm15612
NM_026499	189.334	38.3	99.32700000000001	91.79700000000001	Srsf6
NM_001145804	141.246	29.608	47.0	47.711000000000006	Nucks1
NM_028873	120.104	27.247	27.639	26.241	Dnajc14
NM_024473	227.14	95.259	150.589	122.31200000000001	BC005537
NM_197987	99.62700000000001	0.0	7.129	6.034	Trim37
NM_133758	112.82799999999999	36.849000000000004	19.154	20.97	Usp47
NM_007456	164.236	39.551	62.893	76.303	Ap1m1
NM_146169	110.095	6.3389999999999995	17.333	17.779	Paip2b
NR_033148	107.37100000000001	47.152	8.994	20.537	Gm20605
NM_008857	100.902	23.114	10.66	8.76	Prkci
NM_172924	100.0	18.125999999999998	12.005	6.497999999999999	Peak1
NM_020260	99.03200000000001	2.597	4.723	9.345	Arhgap31
NM_001013391	107.319	13.99	14.695	17.668	Cpsf6
NM_173038	105.462	11.202	16.727	13.378	Tbcel
NM_146121	102.693	21.311999999999998	11.436	14.818	Rabgap1
NM_145456	95.1	0.037000000000000005	6.797000000000001	5.497999999999999	Zswim6
NM_001142701	159.376	48.095	57.541000000000004	78.192	Hmha1
NM_033322	94.37100000000001	0.0	7.619	4.047	Lztfl1
NM_001159367	119.115	11.642000000000001	39.655	24.088	Per1
NM_008112	167.7	62.113	72.68	83.124	Gdi2
NM_001114097	133.17	55.347	39.748000000000005	48.568000000000005	Smarcc2
NM_001081179	93.07700000000001	0.0	6.101	4.835	Heatr5b
NM_008017	91.37200000000001	9.291	3.9019999999999997	4.24	Smc2
NM_001033237	93.775	0.034	5.569	7.2829999999999995	Yeats2
NM_175476	90.976	35.583	4.567	4.774	Arhgap25
NM_007566	128.472	68.71	51.95	37.586	Birc6
NM_030205	96.38600000000001	0.0	7.337999999999999	13.099	Coro7
NR_015479	89.471	0.0	3.582	5.279	C230091D08Rik
NM_178764	92.556	17.2	9.142000000000001	7.806	Fam168a
NM_015827	117.84200000000001	91.234	30.243000000000002	37.809	Copb2
NM_001205216	136.711	31.045	54.743	51.31100000000001	Rxrb
NM_134009	151.722	34.879	72.88600000000001	64.71	Ncln
NM_001164772	96.09299999999999	13.009	12.124	13.265999999999998	Fbxw2
NM_001112721	124.666	25.857	48.31399999999999	37.066	Ubr5
NM_009088	129.511	48.673	48.848	45.475	Polr1a
NM_080793	93.111	0.005	10.36	10.189	Setd7
NM_001163793	82.714	5.617000000000001	0.168	0.075	C530008M17Rik
NM_001081433	96.471	30.875999999999998	11.807	16.044	Ankrd44
NM_175464	97.838	20.351	17.267	15.414000000000001	Pkp4
NM_001045515	90.24700000000001	28.116	8.23	9.496	Synj1
NM_016671	110.934	66.773	30.524	29.733	Il27ra
NM_011680	104.005	21.357	20.285999999999998	24.272	Usf2
NM_008450	106.618	25.21	19.609	29.703000000000003	Klc1
NM_172451	90.444	7.734	9.186	10.625	Galnt6
NM_177103	88.365	12.74	6.574	9.064	Senp5
NM_133952	102.169	10.005	14.33	26.945999999999998	Unc45a
NM_027256	97.352	0.0	17.618	16.824	Ints4
NM_001164745	155.158	145.649	64.253	83.943	Ptp4a2
NM_001033304	79.85	0.0	0.0	0.0	5330417C22Rik
NM_001163389	99.553	33.76	16.177	23.024	Snx11
NM_139059	158.715	30.12	87.20299999999999	73.476	Csnk1d
NM_008468	105.473	14.52	31.014	23.815	Kpna6
NM_175274	97.925	42.835	20.85	19.267	Ttyh3
NM_016927	82.6	0.0	3.322	4.82	Pkd2l2
NM_001293621	156.225	25.75	77.286	77.821	Ganab
NM_001310725	123.76100000000001	19.322	59.144	36.797	Setd8
NM_028816	139.725	101.37	56.677	66.562	Xpo6
NM_177660	86.238	25.261999999999997	9.853	8.507	Zbtb10
NM_175310	87.794	15.367	10.48	10.421	Pds5b
NM_011552	187.753	58.38	119.454	103.559	Tcof1
NM_199299	105.94200000000001	40.413000000000004	27.351999999999997	29.956999999999997	Jade2
NM_001164253	97.262	0.0	22.538	18.065	Tpm1
