id	id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h	100uM-K99A-24h	10uM-K99A-24h	10uM-PCC-24h	No-Peptide-24h	gene_name
NM_173413	NM_173413	chr9	66843664	66919705	-	4741.0	1	Rab8b|5930437D16|D330025I23Rik|-|9 C|9|protein-coding	106.551	101.30799999999999	83.714	124.463	50.696000000000005	Rab8b
NM_177325	NM_177325	chr11	74898080	74909340	+	3368.0	1	Tsr1|AU040765|AW550801|mKIAA1401|RP23-174M12.4|11 B5|11|protein-coding	85.28399999999999	68.153	46.291000000000004	77.689	15.35	Tsr1
NM_025281	NM_025281	chr5	38220482	38234306	+	1540.0	1	Lyar|MLZ-264|-|5 B3|5 20.29 cM|protein-coding	78.074	60.63	40.368	95.698	20.277	Lyar
NM_018807	NM_018807	chr2	153227769	153241358	-	5402.0	1	Plagl2|AU018672|AW552839|mKIAA0198|RP23-192G18.4|2|2 H2|protein-coding	78.075	85.115	73.34899999999999	89.34200000000001	20.557	Plagl2
NM_011034	NM_011034	chr4	116685599	116700000	+	1409.0	1	Prdx1|MSP23|NkefA|OSF-3|OSF3|PAG|Paga|PrdxI|PrxI|TDX2|TPxA|Tdpx2|prx1|RP23-177C18.2|4 D1|4 53.28 cM|protein-coding	137.41299999999998	157.702	115.09299999999999	127.417	71.183	Prdx1
NM_033074	NM_033074	chr15	11383663	11399658	-	2615.0	1	Tars|D15Wsu59e|ThrRS|-|15 A1|15 5.6 cM|protein-coding	92.374	86.994	65.579	92.819	27.659000000000002	Tars
NM_025392	NM_025392	chr7	133709333	133721145	+	1235.0	1	Bccip|1110013J05Rik|TOK-1|-|7|7 F4|protein-coding	98.17	91.446	66.035	105.641	36.336	Bccip
NM_138747	NM_138747	chr6	125131883	125144753	+	2605.0	1	Nop2|120kDa|A530002O17|Nol1|-|6 F2-F3|6 59.32 cM|protein-coding	89.302	63.16	37.979	85.06200000000001	18.775	Nop2
NM_016888	NM_016888	chr11	22834739	22859735	-	2695.0	1	B3gnt2|AA408337|AA409404|AW260308|B3Galt6|B3gnt1|BGnT-1|BGnT-2|BGnT1|BGnT2|Beta3gnt|RP23-242C19.1|11 A3.2|11 14.22 cM|protein-coding	105.835	133.035	117.022	113.351	48.381	B3gnt2
NM_145422	NM_145422	chr10	85938637	85957793	-	1965.0	1	Rtcb|AI255213|AI463255|D10Wsu52e|FAAP|HSPC117|-|10 C1|10 41.81 cM|protein-coding	109.494	101.43700000000001	75.887	118.963	47.411	Rtcb
NM_008390	NM_008390	chr11	53770014	53777324	+	2126.0	1	Irf1|AU020929|Irf-1|RP23-303F24.1|11 B1.3|11 32.0 cM|protein-coding	152.138	113.645	64.408	194.162	101.429	Irf1
NM_026483	NM_026483	chr7	64376541	64392236	-	2189.0	1	Mphosph10|2810453H10Rik|5730405D16Rik|AI326008|-|7|7 C|protein-coding	93.40700000000001	83.65	57.435	87.066	23.334	Mphosph10
NM_001205314	NM_001205314	chr1	52119438	52161865	+	5126.0	1	Stat1|2010005J02Rik|AA408197|-|1 C1.1|1 26.81 cM|protein-coding	123.639	87.389	55.269	146.156	63.751999999999995	Stat1
NM_026377	NM_026377	chr19	47731756	47735588	+	1577.0	1	Sfr1|6330577E15Rik|Meir5|-|19 D2|19|protein-coding	107.919	126.219	120.31200000000001	109.742	45.667	Sfr1
NM_030724	NM_030724	chr1	167226084	167285127	-	1328.0	1	Uck2|AA407809|AI481316|AU018180|AU020720|TSA903|UK|UMK|Umpk|-|1 H2.3|1|protein-coding	102.30799999999999	98.111	65.876	112.417	40.76	Uck2
NM_011499	NM_011499	chr6	137735082	137751930	+	2632.0	1	Strap|AW557906|C78091|C79202|Unrip|-|6 G1|6|protein-coding	109.30799999999999	99.92	72.568	108.52799999999999	41.485	Strap
NM_001146058	NM_001146058	chr4	152199844	152271855	+	1356.0	1	Acot7|2410041A17Rik|Ach1|Act|Bach|CTE-IIa|Cte-II|Lach1|RP23-421E12.1|4 E2|4|protein-coding	81.436	68.944	44.911	101.943	23.295	Acot7
NM_016891	NM_016891	chr17	20945454	20965905	+	2239.0	1	Ppp2r1a|6330556D22Rik|PP2A|PR65|-|17 A3.2|17|protein-coding	130.908	136.592	119.59200000000001	135.145	67.332	Ppp2r1a
NM_173374	NM_173374	chr11	88047373	88053757	+	5358.0	1	Srsf1|1110054N12Rik|5730507C05Rik|6330415C05Rik|AI482334|AW491331|Asf|Sf2|Sfrs1|RP23-199A2.2|11 C|11 52.4 cM|protein-coding	109.197	96.29700000000001	75.432	113.40799999999999	42.88	Srsf1
NM_145354	NM_145354	chr13	69612016	69635779	+	4258.0	1	Nsun2|D13Wsu123e|Misu|-|13 C1|13 35.55 cM|protein-coding	92.40799999999999	67.554	42.43600000000001	91.76799999999999	21.951999999999998	Nsun2
NM_021463	NM_021463	chrX	140456603	140476140	+	1966.0	1	Prps1|2310010D17Rik|C76571|C76678|PRS-I|Prps-1|RP23-137E3.3|X F1-F2|X 61.35 cM|protein-coding	94.069	70.46600000000001	55.628	87.459	20.748	Prps1
NM_028696	NM_028696	chr1	51469488	51478399	-	2830.0	1	Nabp1|4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2|-|1|1 C1|protein-coding	91.931	120.389	89.92	94.743	30.252	Nabp1
NM_134139	NM_134139	chr19	8735839	8740624	+	1191.0	1	Wdr74|5730436H21Rik|AA407588|-|19 A|19|protein-coding	98.62899999999999	79.721	60.782	88.339	24.135	Wdr74
NM_026007	NM_026007	chr19	8967041	8978180	+	1553.0	1	Eef1g|2610301D06Rik|AA407312|EF1G|-|19 A|19|protein-coding	106.537	85.19200000000001	68.578	101.714	34.289	Eef1g
NM_001285430	NM_001285430	chr15	75894796	75909344	-	1697.0	1	Eef1d|EF-1-delta|-|15|15 E1|protein-coding	122.56299999999999	114.295	93.029	123.06	54.655	Eef1d
NM_025840	NM_025840	chr12	36091835	36156825	-	1857.0	1	Bzw2|1110001I24Rik|Bdm2|HSPC028|-|12|12 B2|protein-coding	106.29299999999999	153.963	126.684	108.819	46.911	Bzw2
NM_001164074	NM_001164074	chr17	70844205	70853532	-	1375.0	1	Tgif1|AA959811|AI462167|Tgif|-|17 E1.3|17|protein-coding	145.717	146.139	128.914	111.491	61.626000000000005	Tgif1
NM_001030307	NM_001030307	chrX	75095854	75109776	+	2786.0	1	Dkc1|BC068171|RP23-62O13.1|X A7.3|X|protein-coding	85.62100000000001	66.433	41.325	87.836	16.386	Dkc1
NM_021526	NM_021526	chr2	61711694	61800376	+	1527.0	1	Psmd14|2610312C03Rik|3200001M20Rik|AA986732|Pad1|Poh1|rpm11|RP23-1O11.2|2 C1.3|2|protein-coding	91.061	97.88	62.942	105.36200000000001	30.910999999999998	Psmd14
NM_009852	NM_009852	chr19	10789339	10830058	-	3019.0	1	Cd6|-|-|19 A|19 7.16 cM|protein-coding	92.505	56.132	53.864	109.791	27.862	Cd6
NM_026943	NM_026943	chr7	19149838	19152726	+	483.0	1	Snrpd2|1810009A06Rik|SMD2|-|7 A3|7|protein-coding	97.00399999999999	67.541	55.972	94.851	23.761999999999997	Snrpd2
NM_015816	NM_015816	chr8	70673231	70678752	+	935.0	1	Lsm4|-|-|8 B3.3|8|protein-coding	127.427	133.612	106.73200000000001	125.084	58.611000000000004	Lsm4
NM_009831	NM_009831	chr11	40748552	40755286	-	3480.0	1	Ccng1|AI314029|RP23-382C18.1|11|11 B1.1|protein-coding	100.54299999999999	92.473	64.792	101.736	31.421	Ccng1
NM_001163479	NM_001163479	chr3	153907289	153910967	-	1267.0	1	Rabggtb|-|-|3 H3|3 78.76 cM|protein-coding	105.81200000000001	84.87100000000001	62.495	88.059	25.625	Rabggtb
NM_138599	NM_138599	chr16	57121714	57154530	+	3764.0	1	Tomm70a|2610044B22Rik|D16Ium22|D16Ium22e|D16Wsu109e|Tom70|mKIAA0719|-|16 C1.1|16 34.22 cM|protein-coding	95.384	88.985	61.74	89.54799999999999	22.897	Tomm70a
NM_026545	NM_026545	chr7	29174187	29180673	-	1504.0	1	Psmd8|6720456J22Rik|AA407360|AL033291|AL033322|AL033323|C76433|-|7 B1|7|protein-coding	138.067	134.83700000000002	109.074	142.671	70.605	Psmd8
NM_175639	NM_175639	chr17	71616215	71659031	+	3430.0	1	Wdr43|2610318G08Rik|AU020887|AV024208|Wrd43|mKIAA0007|-|17 E1.3|17|protein-coding	96.315	74.408	49.306000000000004	89.251	20.393	Wdr43
NM_025448	NM_025448	chr3	88579671	88588413	+	1176.0	1	Ssr2|1500032E05Rik|AI315033|AU020133|TLAP|TRAPB|TRAPbeta|-|3 F1|3|protein-coding	119.844	113.073	89.589	120.803	49.721000000000004	Ssr2
NM_025403	NM_025403	chr2	112261926	112262898	+	734.0	1	Nop10|1110036B12Rik|NOP10P|Nola3|RP23-63C10.4|2|2 E4|protein-coding	117.331	95.446	72.10300000000001	112.821	42.191	Nop10
NM_016690	NM_016690	chr5	100033579	100039222	-	2740.0	1	Hnrnpdl|AA407431|AA959857|D5Ertd650e|D5Wsu145e|Hnrnpdl1|Hnrpdl|JKTBP|hnRNP DL|hnRNP-DL|-|5 E4|5 48.46 cM|protein-coding	113.426	98.89	83.993	119.757	44.246	Hnrnpdl
NM_008300	NM_008300	chr11	53259814	53300479	-	4619.0	1	Hspa4|70kDa|AI317151|APG-2|Hsp110|Hsp70RY|mKIAA4025|RP23-337J7.3|11 B1.3|11 31.91 cM|protein-coding	110.363	99.551	70.757	112.92	39.645	Hspa4
NM_009201	NM_009201	chr7	16781346	16798274	+	2747.0	1	Slc1a5|AAAT|ASCT2|ATBO|M7V1|M7VS1|R16|RDRC|Slc1a7|-|7 A2|7|protein-coding	144.702	81.866	58.602	149.42700000000002	67.885	Slc1a5
NM_001168230	NM_001168230	chrX	136732948	136743686	-	1720.0	1	Morf4l2|2410017O14Rik|Mrgx|Sid393p|mKIAA0026|RP23-197O15.4|X F1|X|protein-coding	96.68	110.565	89.051	107.214	33.214	Morf4l2
NM_008320	NM_008320	chr8	120736376	120756692	+	2816.0	1	Irf8|AI893568|ICSBP|IRF-8|Icsbp1|Myls|-|8 E1|8 70.05 cM|protein-coding	67.192	39.194	13.769	127.354	21.939	Irf8
NM_025710	NM_025710	chr13	30540312	30545316	-	1309.0	1	Uqcrfs1|4430402G14Rik|AI875505|-|13|13 A3.3|protein-coding	134.144	115.929	83.01700000000001	136.655	62.126000000000005	Uqcrfs1
NM_008681	NM_008681	chr15	66929318	66969641	-	2872.0	1	Ndrg1|CAP43|CMT4D|DRG1|HMSNL|NMSL|Ndr1|Ndrl|PROXY1|RTP|TDD5|-|15 D2|15|protein-coding	88.55799999999999	109.65899999999999	62.417	95.421	23.798000000000002	Ndrg1
NM_010480	NM_010480	chr12	110691036	110696395	-	2838.0	1	Hsp90aa1|86kDa|89kDa|AL024080|AL024147|Hsp86-1|Hsp89|Hsp90|Hspca|hsp4|RP23-60K23.1|12 F1|12 60.75 cM|protein-coding	87.906	72.207	46.894	80.421	11.258	Hsp90aa1
NM_009087	NM_009087	chr5	147077346	147079086	+	896.0	1	Polr1d|1110003G10Rik|AC19|RPA16|Rpo1-3|AL513345.2|5 G3|5|protein-coding	123.15100000000001	107.421	92.891	121.698	49.103	Polr1d
NM_053092	NM_053092	chr8	111993439	112011354	-	2027.0	1	Kars|AA589550|AL024334|AL033315|AL033367|D8Ertd698e|D8Wsu108e|LysRS|mKIAA0070|-|8 D3|8 58.27 cM|protein-coding	105.318	86.87200000000001	56.254	120.95700000000001	38.921	Kars
NM_053074	NM_053074	chr7	44816420	44830806	+	2380.0	1	Nup62|AA589433|AI426861|AI790512|AU045898|D7Ertd649e|Nupc1|p62|-|7 B4|7 23.1 cM|protein-coding	113.398	108.113	85.51	105.962	37.493	Nup62
NM_145139	NM_145139	chr15	79075223	79094400	+	1878.0	1	Eif3l|0610011H21Rik|D15N1e|Eif3eip|Eif3ip|Eif3s6ip|HSP-66Y|PAF67|-|15 E1|15 37.7 cM|protein-coding	132.284	105.00200000000001	85.109	123.666	52.663000000000004	Eif3l
NM_021887	NM_021887	chr7	125603429	125633570	+	2596.0	1	Il21r|NILR|-|7|7 F4|protein-coding	105.17299999999999	129.083	118.23899999999999	109.92200000000001	39.133	Il21r
NM_026031	NM_026031	chr4	124678764	124693554	-	943.0	1	Utp11l|2700082D03Rik|CGI-94|Cgi94|RP23-230F2.3|4|4 D1|protein-coding	96.348	88.84899999999999	75.293	102.605	26.59	Utp11l
NM_013536	NM_013536	chr6	124704370	124712178	-	1037.0	1	Emg1|C2f|Grcc2f|-|6 F2|6 59.17 cM|protein-coding	147.829	114.46	96.352	150.757	72.788	Emg1
NM_025443	NM_025443	chr11	17203200	17211589	-	1554.0	1	Pno1|1810003N24Rik|AA407421|AU015468|AU019495|AU042323|Emi3|Imi3|RP23-32H19.2|11 A2|11|protein-coding	90.55799999999999	77.04	46.795	87.257	15.037	Pno1
NM_021511	NM_021511	chr1	9545408	9547455	+	2045.0	1	Rrs1|5730466A07Rik|AA415037|D1Ertd701e|Rrr|MNCb-2643|1 A2|1 2.08 cM|protein-coding	108.28399999999999	76.81	49.718999999999994	82.49	19.315	Rrs1
NM_001288578	NM_001288578	chr3	138437200	138455499	+	1575.0	1	Adh5|Adh-5|Adh3|GSNOR|-|3 G3|3|protein-coding	110.31700000000001	117.338	82.941	109.62899999999999	38.766	Adh5
NM_028451	NM_028451	chr11	58009064	58062032	+	6594.0	1	Larp1|1810024J12Rik|3110040D16Rik|Larp|mKIAA0731|RP23-293I3.7|11|11 B2|protein-coding	103.066	82.23100000000001	57.882	107.97399999999999	30.264	Larp1
NM_145620	NM_145620	chr9	106477309	106485415	+	1520.0	1	Rrp9|55kDa|D19435|D9Wsu10e|Rnu3ip2|U3-55k|-|9 F1|9 57.59 cM|protein-coding	89.60600000000001	74.092	47.922	93.65299999999999	17.04	Rrp9
NM_024220	NM_024220	chr7	97400003	97407800	+	676.0	1	Ndufc2|1810004I06Rik|2010300P09Rik|G1|R75094|-|7|7 E3|protein-coding	114.751	103.285	85.30799999999999	118.866	42.522	Ndufc2
NM_008379	NM_008379	chr11	97159710	97187892	-	5885.0	1	Kpnb1|AA409963|IPOB|Impnb|RP23-81D2.3|11|11 D|protein-coding	119.493	103.446	78.574	123.18700000000001	46.165	Kpnb1
NM_010792	NM_010792	chr10	127041932	127045461	+	879.0	1	Mettl1|2810012D02Rik|-|10 D3|10|protein-coding	108.322	85.176	64.583	72.178	14.645	Mettl1
NM_011965	NM_011965	chr7	114264550	114276116	-	1243.0	1	Psma1|C2|HC2|Pros-30|alpha-type|-|7 F1|7 59.32 cM|protein-coding	122.08200000000001	123.639	95.71700000000001	141.81799999999998	58.562	Psma1
NM_025844	NM_025844	chr9	18292267	18314000	+	2192.0	1	Chordc1|1110001O09Rik|AA409036|Chp-1|morgana|-|9|9 A3|protein-coding	103.39299999999999	98.652	73.066	106.446	30.660999999999998	Chordc1
NM_007720	NM_007720	chr9	120092133	120094906	+	1152.0	1	Ccr8|C-C|C-C CKR-8|CC-CKR-8|CCR-8|CKR-8|Cmkbr8|mCCR8|-|9 F4|9|protein-coding	51.583999999999996	159.156	99.195	85.935	9.065	Ccr8
NM_010431	NM_010431	chr12	73907867	73947530	+	4744.0	1	Hif1a|AA959795|HIF1alpha|MOP1|bHLHe78|-|12 C3|12 31.99 cM|protein-coding	132.55200000000002	161.254	146.64700000000002	148.001	70.226	Hif1a
NM_008303	NM_008303	chr1	55088148	55091317	+	762.0	1	Hspe1|10kDa|Hsp10|mt-cpn10|-|1|1 C1|protein-coding	92.065	69.73	46.373999999999995	91.416	14.790999999999999	Hspe1
NM_138597	NM_138597	chr16	91925223	91931630	-	763.0	1	Atp5o|ATPO|D12Wsu28e|OSCP|-|16 C4|16|protein-coding	136.32399999999998	134.315	114.764	125.76899999999999	57.052	Atp5o
NM_026932	NM_026932	chr4	118620799	118627776	+	2949.0	1	Ebna1bp2|1810014B19Rik|AA537058|B830003A16Rik|C81321|Ebp2|Nobp|p40|RP23-154A15.1|4 D2.1|4|protein-coding	96.15100000000001	79.268	49.04	91.99799999999999	17.759	Ebna1bp2
NM_134137	NM_134137	chr18	42202349	42262071	-	3772.0	1	Lars|2310045K21Rik|3110009L02Rik|AW536573|mKIAA1352|-|18|18 E|protein-coding	95.448	93.774	74.729	95.536	21.135	Lars
NM_023210	NM_023210	chr3	95929257	95947387	+	3251.0	1	Anp32e|2810018A15Rik|AI047746|AI326868|CPD1|LANP-L|LANPL|mLANP-L|-|3 F2.1|3|protein-coding	109.62299999999999	117.59899999999999	102.141	115.014	38.755	Anp32e
NM_175102	NM_175102	chr10	13008450	13009183	+	731.0	1	Sf3b5|10kDa|1110005L13Rik|AU043053|Sf3b10|-|10 A1|10|protein-coding	153.471	136.363	109.941	134.833	67.329	Sf3b5
NM_011638	NM_011638	chr16	32608896	32632794	+	4893.0	1	Tfrc|2610028K12Rik|AI195355|AI426448|AU015758|CD71|E430033M20Rik|Mtvr-1|Mtvr1|TFR|TFR1|TR|Trfr|p90|-|16 B3|16 23.06 cM|protein-coding	84.449	73.524	39.269	100.40899999999999	15.574000000000002	Tfrc
NM_009896	NM_009896	chr16	10783809	10785536	-	1215.0	1	Socs1|Cish1|Cish7|JAB|SOCS-1|SSI-1|-|16 A1|16 5.81 cM|protein-coding	165.59599999999998	207.947	115.292	142.023	84.37899999999999	Socs1
NM_011192	NM_011192	chr11	101316251	101323530	+	2606.0	1	Psme3|AA410043|AU020960|Ki|PA28gamma|REGgamma|pa28g|RP23-281C18.14-001|11 D|11 64.67 cM|protein-coding	120.851	99.04	66.59100000000001	137.783	50.528999999999996	Psme3
NM_010517	NM_010517	chr11	99041260	99052643	+	2060.0	1	Igfbp4|AI875747|Deb2|IGFBP-4|RP23-333D2.6|11 D|11|protein-coding	113.76100000000001	94.595	90.09700000000001	102.164	30.166	Igfbp4
NM_021519	NM_021519	chr2	25557900	25562082	+	662.0	1	Edf1|0610008L11Rik|AA409425|RP23-464C2.4|2 A3|2|protein-coding	166.68200000000002	198.90099999999998	173.976	171.59099999999998	97.932	Edf1
NM_015735	NM_015735	chr19	10605625	10629821	+	4134.0	1	Ddb1|127kDa|AA408517|p127-Ddb1|-|19 centromere|19 6.66 cM|protein-coding	126.92	118.15799999999999	95.916	133.86700000000002	53.513000000000005	Ddb1
NM_011588	NM_011588	chr7	13024152	13031032	+	3223.0	1	Trim28|AA408787|KAP-1|KRIP-1|MommeD9|Tif1b|Tif1beta|-|7|7 A2|protein-coding	150.026	126.28299999999999	106.759	141.909	67.163	Trim28
NM_010798	NM_010798	chr10	75859353	75860250	-	549.0	1	Mif|GIF|Glif|-|10 C1|10 38.59 cM|protein-coding	112.899	62.295	40.154	98.98	23.354	Mif
NM_013885	NM_013885	chr4	135213970	135272760	-	4056.0	1	Clic4|D0Jmb3|TU-74|mc3s5|mtCLIC|RP23-230K10.1|4 D3|4|protein-coding	96.824	124.729	115.014	117.414	34.874	Clic4
NM_026851	NM_026851	chr14	54426909	54429750	+	405.0	1	Mrpl52|1110047B07Rik|-|14 C2|14|protein-coding	144.349	94.574	89.978	132.47799999999998	55.528999999999996	Mrpl52
NM_010028	NM_010028	chrX	13281022	13293983	+	4552.0	1	Ddx3x|D1Pas1-rs2|Ddx3|Fin14|RP23-158L19.4|X A1.1|X 8.17 cM|protein-coding	156.39	144.649	111.556	157.3	78.458	Ddx3x
NM_016884	NM_016884	chr14	52073380	52104028	-	2833.0	1	Hnrnpc|AL022939|D14Wsu171e|Hnrpc|Hnrpc1|Hnrpc2|hnRNPC1|hnRNPC2|hnrnp-C|-|14 C2|14 26.79 cM|protein-coding	140.442	138.195	105.89299999999999	141.46	63.78	Hnrnpc
NM_177613	NM_177613	chr10	79682195	79688398	+	1259.0	1	Cdc34|AI327276|UBE2R1|-|10 C1|10 39.72 cM|protein-coding	125.624	107.436	72.93	116.16799999999999	41.516000000000005	Cdc34
NM_080456	NM_080456	chr16	92058336	92112227	+	775.0	1	Mrps6|AW046321|-|16 C4|16|protein-coding	100.90299999999999	81.031	68.711	97.62200000000001	18.812	Mrps6
NM_009226	NM_009226	chr18	10617796	10628230	+	831.0	1	Snrpd1|AA407109|AL023031|SMD1|-|18 A1|18|protein-coding	93.65	89.811	69.199	97.912	17.358	Snrpd1
NM_009859	NM_009859	chr9	25252439	25308571	+	2513.0	1	Sept7|Cdc10|E430034N22|-|9 A4|9|protein-coding	124.23899999999999	113.85	102.45100000000001	136.887	51.103	Sept7
NM_133953	NM_133953	chr8	110810492	110846803	-	4271.0	1	Sf3b3|1810061H24Rik|5730409A01Rik|AA409318|D8Ertd633e|RSE1|SAP130|mKIAA0017|-|8 E1|8 57.73 cM|protein-coding	131.974	102.971	82.459	118.46600000000001	43.275	Sf3b3
NM_008388	NM_008388	chr15	43250040	43282736	-	1526.0	1	Eif3e|48kDa|Eif3s6|Int6|eIF3-p46|eIF3-p48|-|15 B3.2|15 16.73 cM|protein-coding	133.99	121.7	101.176	132.91899999999998	53.427	Eif3e
NM_001195486	NM_001195486	chr17	80200080	80207305	-	2245.0	1	Srsf7|35kDa|9430065L19Rik|9G8|NX-96|Sfrs7|-|17 E3|17|protein-coding	135.766	116.161	87.756	129.747	51.56100000000001	Srsf7
NM_016871	NM_016871	chr7	19701313	19715429	-	1556.0	1	Tomm40|AW539759|Mom35|Tom40|-|7 A3|7|protein-coding	116.135	83.98899999999999	58.589	112.756	31.266	Tomm40
NM_026472	NM_026472	chr1	118321843	118333831	+	1885.0	1	Nifk|AI852665|C130020J04Rik|Mki67ip|-|1 E2.3|1|protein-coding	111.60600000000001	89.691	54.113	94.015	20.980999999999998	Nifk
NM_011187	NM_011187	chr2	38588046	38643906	-	959.0	1	Psmb7|AU020723|MC14|RP23-354G20.1|2 B|2 24.42 cM|protein-coding	130.705	124.016	93.74	143.767	57.036	Psmb7
NM_026453	NM_026453	chr8	31159468	31168724	-	1845.0	1	Mak16|2600016B03Rik|AI314911|Rbm13|-|8 A3|8|protein-coding	117.251	88.514	68.321	101.98700000000001	26.704	Mak16
NM_001172146	NM_001172146	chr5	143902704	143909839	-	1179.0	1	Aimp2|AA407136|AA407225|Aimp2(p38)|Jtv1|-|5 G2|5|protein-coding	115.48700000000001	96.927	71.183	86.97	19.776	Aimp2
NM_011640	NM_011640	chr11	69580359	69591873	+	1759.0	1	Trp53|Tp53|bbl|bfy|bhy|p44|p53|RP23-56I20.1|11 B2-C|11 42.83 cM|protein-coding	144.188	138.41	130.719	135.196	59.606	Trp53
NM_026578	NM_026578	chr3	129824912	129831396	-	1262.0	1	Gar1|AA409823|AI326794|C430047J18Rik|Nola1|-|3 G3|3|protein-coding	103.84	85.926	71.104	105.499	22.204	Gar1
NM_009391	NM_009391	chr5	129020156	129024321	+	2279.0	1	Ran|-|-|5 G1.3|5|protein-coding	115.279	97.344	70.15100000000001	116.03200000000001	32.757	Ran
NM_013562	NM_013562	chr12	40203129	40223189	-	1802.0	1	Ifrd1|Ifnl|PC4|Tis7|-|12 B1|12 18.06 cM|protein-coding	129.468	144.608	125.73899999999999	129.423	49.863	Ifrd1
