	Chr	Start	End	Strand
4175	chr13	43787940	43790316	+
4185	chr6	99186816	99189204	+
4281	chr1	133018544	133021994	+
4296	chr2	52318197	52320899	+
4312	chr4	32399812	32403300	+
4315	chr17	53585825	53588117	+
4381	chr2	11143176	11146336	+
4418	chr5	122286752	122290242	+
4458	chr6	29837574	29840754	+
4490	chr19	25061337	25063937	+
4573	chr11	33931602	33933990	+
4676	chr3	137947461	137951161	+
4683	chr18	50008434	50011346	+
4700	chr13	24486840	24488640	+
4707	chr5	113813021	113816079	+
4723	chr10	121624830	121627092	+
4765	chr3	37279451	37282579	+
4800	chr10	7952184	7955746	+
4905	chr6	97310333	97312031	+
4929	chr8	111032874	111035322	+
4932	chr7	80415727	80418355	+
4946	chr15	57905708	57907918	+
4950	chr11	68456861	68459795	+
4989	chr2	155073214	155075116	+
5048	chr17	47531438	47535180	+
5049	chr10	111232900	111236156	+
5080	chr11	95337013	95339271	+
5091	chr8	91080642	91083270	+
5107	chr15	62188895	62191869	+
5142	chr6	97293286	97295026	+
5190	chr8	115044913	115047029	+
5204	chr5	53489770	53491848	+
5359	chr1	191193126	191195368	+
5368	chr13	63251715	63254421	+
5385	chr11	11460559	11462807	+
5447	chr17	47509985	47512701	+
5702	chr12	105011840	105014594	+
5733	chr2	164456004	164457914	+
5737	chr6	65563443	65564957	+
5775	chr1	38776968	38778764	+
5800	chr12	54292569	54294165	+
5817	chr12	91667796	91670374	+
5887	chr16	24091807	24093967	+
5910	chr1	52039397	52041925	+
5946	chr14	121323885	121326239	+
5951	chr6	145074578	145076808	+
5966	chr7	27730931	27732367	+
5983	chr16	10638475	10640313	+
6007	chr4	139598056	139600022	+
6072	chr4	124694987	124696911	+
6093	chr11	34033033	34035305	+
6096	chr8	86851649	86854589	+
6178	chr6	142880847	142882761	+
6248	chr4	63934424	63937360	+
6344	chr19	57078625	57080809	+
6360	chr16	31191211	31193429	+
6415	chr15	27640785	27642727	+
6461	chr16	51689815	51692077	+
6492	chr3	35764314	35766876	+
6499	chr17	52075144	52078064	+
6517	chr4	133909990	133911474	+
6525	chr13	24653601	24656217	+
6576	chr15	62734439	62736679	+
6603	chr13	52913350	52915372	+
6653	chr4	136122310	136124096	+
6657	chr18	23843627	23845875	+
6662	chr1	39734071	39735429	+
6714	chr5	3496748	3498380	+
6801	chr16	23143693	23145499	+
6828	chr9	56103737	56105267	+
6922	chr6	31208673	31210769	+
6961	chr11	57573486	57574750	+
6964	chr4	43903221	43904535	+
6980	chr7	74527492	74529614	+
7083	chr18	32562607	32565229	+
7107	chr12	33157371	33159507	+
7145	chr17	78244122	78245836	+
7155	chr15	102150340	102151618	+
7166	chr2	131509556	131510942	+
7175	chr5	3355470	3357300	+
7214	chr5	96878249	96880013	+
7237	chr5	53591122	53593672	+
7257	chr12	86809988	86811870	+
7269	chr12	25358819	25360683	+
7278	chr7	110164224	110165660	+
7293	chr9	80265882	80267438	+
7298	chr5	53587607	53590315	+
7389	chr1	118399366	118400748	+
7391	chr13	117241965	117243409	+
7410	chr3	37654090	37655308	+
7459	chr4	87981862	87984240	+
7510	chr15	76203375	76205003	+
7538	chr15	6623117	6624889	+
7599	chr10	117434708	117436502	+
7649	chr10	13831777	13833933	+
7663	chr11	46359228	46360912	+
7676	chr16	95359240	95361488	+
7756	chr11	23846012	23847314	+
7771	chr5	96979258	96981158	+
7825	chr7	66110405	66111737	+
7831	chr18	5989167	5990391	+
7858	chr18	32939521	32941295	+
7895	chr2	75890651	75893021	+
7988	chr11	62875807	62877537	+
8074	chr13	17625565	17628245	+
8095	chr16	10758317	10759659	+
8113	chr11	46404263	46406119	+
8239	chr4	63557876	63559696	+
8252	chr10	75431751	75434639	+
8369	chr15	36727703	36728455	+
8447	chr3	93542664	93545514	+
8514	chr16	84681180	84683798	+
8515	chr3	100443137	100444607	+
8538	chr5	137501610	137502716	+
8578	chr5	67394262	67395860	+
8596	chr12	54312276	54313702	+
8649	chr12	104998823	105000895	+
8656	chr2	52314688	52315966	+
8729	chr2	104172307	104173483	+
8752	chr10	62850868	62852716	+
8772	chr17	29077723	29079381	+
8775	chr17	73081157	73082853	+
8797	chr16	8823355	8824487	+
8802	chr11	88552886	88554374	+
8827	chr16	45352419	45353301	+
8882	chr13	30659516	30661144	+
8948	chr6	34175373	34177217	+
9051	chr2	11253605	11255237	+
9129	chr3	135628494	135630190	+
9145	chr5	53399969	53401447	+
9150	chr10	107931981	107933121	+
9219	chr7	63924540	63926082	+
9285	chr1	64304968	64306498	+
9289	chr10	128779165	128780799	+
9293	chr4	88030539	88032431	+
9300	chr2	122665540	122666638	+
9308	chr1	21959954	21961230	+
9321	chr10	82797008	82798144	+
9398	chr3	95209916	95212002	+
9425	chr18	4366160	4367388	+
9426	chr10	75302957	75303965	+
9427	chr17	51876290	51877640	+
9505	chr1	80749333	80751207	+
9531	chr15	62697898	62699446	+
9545	chr11	96822135	96823553	+
9563	chr7	114171343	114172485	+
9576	chr12	33284066	33285518	+
9610	chr11	101441908	101443448	+
9613	chr1	80338830	80340278	+
9636	chr13	91169124	91170080	+
9709	chr13	42052133	42053739	+
9728	chr4	141951749	141953603	+
9742	chr1	38657081	38658475	+
9749	chr19	6296281	6297263	+
9751	chr4	44065441	44066327	+
9779	chr18	70631892	70633488	+
9784	chr4	40776889	40778577	+
9792	chr13	63567378	63568822	+
9810	chr13	117260207	117261735	+
9843	chr14	7818267	7819289	+
9879	chr6	134342256	134343706	+
9885	chr8	117283908	117285148	+
9893	chr9	66510556	66512140	+
9913	chr16	49943103	49944695	+
9958	chr11	116438752	116440182	+
10017	chr16	51806701	51808379	+
10020	chr10	88404907	88406861	+
10042	chr2	75981304	75982226	+
10058	chr4	109280274	109282134	+
10079	chr1	54896459	54897711	+
10083	chr1	167283511	167284961	+
10090	chr7	45591363	45592809	+
10120	chr7	123108085	123109143	+
10197	chr6	82912937	82914095	+
10255	chr3	146192008	146192886	+
10290	chr4	47251156	47252090	+
10331	chr5	54097978	54098856	+
10352	chr18	32146989	32148295	+
10390	chr4	134912611	134914673	+
10401	chr4	32422734	32424448	+
10407	chr2	3799317	3800223	+
10430	chr7	31167992	31169122	+
10445	chr7	125190011	125191199	+
10492	chr15	66899145	66900479	+
10501	chr9	118082192	118083160	+
10514	chr3	37283049	37284339	+
10560	chr4	59782517	59783753	+
10620	chr8	35592008	35592940	+
10627	chr14	121822555	121823811	+
10648	chr17	83731731	83732793	+
10720	chr7	73551919	73554303	+
10727	chr10	28694868	28696002	+
10740	chr16	92059129	92060255	+
10744	chrX	57304264	57305624	+
10748	chr6	97315132	97316946	+
10780	chr3	37680322	37681590	+
10781	chr2	38988096	38988720	+
10835	chr2	93427102	93428110	+
10897	chr4	32425225	32426421	+
10907	chr13	54071317	54072609	+
10916	chr8	61275864	61277520	+
10937	chr9	66713485	66714507	+
10950	chr3	89879642	89880946	+
10955	chr2	9586733	9588543	+
10970	chr6	83316534	83317880	+
10972	chr18	37883162	37884312	+
10986	chr8	86855249	86856571	+
10997	chr1	39024878	39025764	+
11002	chr13	36448156	36449772	+
11018	chr1	155107999	155109687	+
11029	chr18	23913032	23914538	+
11048	chr9	69319057	69320161	+
11070	chr7	132797745	132798927	+
11094	chr10	59429995	59431469	+
11225	chrX	13207580	13208840	+
11252	chr5	117182533	117183293	+
11294	chr8	34621806	34622950	+
11335	chr15	101180021	101180949	+
11342	chr2	28539385	28540275	+
11347	chr7	137437746	137439248	+
11384	chr4	133843143	133844665	+
11389	chr2	126514525	126515917	+
11408	chr19	11527713	11529509	+
11416	chr11	108203015	108204795	+
11418	chr15	50693753	50694767	+
11422	chr7	131560128	131561136	+
11427	chrX	95967403	95968747	+
11466	chr12	105018381	105020101	+
11488	chr16	4558038	4559296	+
11491	chr2	4882734	4884184	+
11492	chr11	70668230	70669392	+
11494	chr18	12642848	12644468	+
11497	chr12	21084843	21087611	+
11510	chr14	27366714	27368102	+
11526	chr16	33606515	33607451	+
11580	chrX	75095587	75096563	+
11615	chr4	59204566	59205630	+
11622	chr1	52499427	52500721	+
11636	chr15	100018483	100019505	+
11642	chr14	121829612	121830886	+
11645	chr8	34651467	34652825	+
11653	chr1	79765667	79766547	+
11659	chr1	165642395	165643425	+
11661	chr3	135711094	135713778	+
11681	chr7	75822114	75822944	+
11695	chr2	3748677	3750019	+
11723	chr9	58265085	58266165	+
11729	chr1	177256448	177257532	+
11739	chr2	102947675	102948887	+
11781	chr15	62825073	62826225	+
11784	chr2	92055336	92056386	+
11798	chr5	20700976	20702202	+
11823	chr2	60369873	60371385	+
11854	chr7	122401609	122402365	+
11874	chr4	117835597	117837279	+
11936	chr6	134251807	134252741	+
12010	chr13	22050518	22051600	+
12106	chr9	96799637	96800961	+
12113	chr17	87672304	87673430	+
12153	chr3	131113089	131114209	+
12180	chr14	67716514	67717910	+
12188	chr15	86053550	86054576	+
12249	chr15	81416464	81417838	+
12262	chr3	60525886	60526768	+
12264	chr8	121832385	121833593	+
12270	chr3	35692842	35693594	+
12273	chr5	24776869	24777881	+
12279	chr12	33171893	33173125	+
12310	chr9	88728533	88730671	+
12319	chr12	35552767	35554037	+
12328	chr11	106716326	106717168	+
12362	chr9	63733582	63734960	+
12381	chr7	84779012	84779646	+
12383	chr6	31176076	31176980	+
12406	chr11	116406187	116407195	+
12423	chr9	62372650	62373664	+
12444	chr15	62270999	62272343	+
12465	chr2	6592304	6593246	+
12468	chr6	108709703	108710637	+
12488	chr9	75544524	75545402	+
12530	chr7	74531285	74532299	+
12541	chr17	48040917	48041651	+
12617	chr10	93050529	93051691	+
12654	chr1	40053775	40055341	+
12679	chr14	103344569	103346093	+
12706	chr17	5189456	5190210	+
12759	chr9	120090510	120091264	+
12776	chr11	96996025	96997407	+
12777	chr9	114487165	114488197	+
12786	chr10	28515888	28516388	+
12788	chr5	105619705	105620903	+
12798	chr11	46399523	46401147	+
12829	chr9	120054612	120055382	+
12861	chr2	173274780	173275806	+
12898	chr10	25404078	25405068	+
12902	chr4	150808202	150808960	+
12903	chr1	155158625	155159611	+
12946	chr14	53765996	53767382	+
12952	chr7	132719231	132719991	+
12953	chr2	68981218	68982234	+
12972	chr4	63946383	63947569	+
12975	chr6	131387302	131388846	+
12982	chr6	22411726	22413012	+
13050	chr6	134389097	134390269	+
13061	chr3	103102002	103103244	+
13083	chr17	7938496	7939510	+
13100	chr10	60191485	60192287	+
13104	chr11	53656558	53657460	+
13132	chr2	31025892	31027084	+
13148	chr11	68498952	68499452	+
13158	chr17	21478134	21479838	+
13160	chr9	96758837	96759721	+
13176	chr9	107985009	107986285	+
13207	chr6	129312588	129313858	+
13220	chr19	11044733	11045655	+
13241	chr1	38723858	38724866	+
13262	chr1	176996358	176997362	+
13318	chr12	35640709	35641471	+
13324	chr14	118700179	118700811	+
13358	chr13	37873201	37874231	+
13371	chr17	47542838	47544258	+
13396	chr7	64326749	64328145	+
13416	chr16	45349630	45350514	+
13433	chr7	38084613	38085239	+
13469	chr10	67100236	67101248	+
13471	chr19	57104360	57105826	+
13480	chr9	114451980	114452846	+
13486	chr2	84938495	84938995	+
13507	chr13	99410409	99411311	+
13510	chr7	125588412	125589182	+
13517	chr5	122948234	122949496	+
13538	chr9	114506524	114507888	+
13566	chr16	51701131	51702815	+
13570	chr10	30626799	30628109	+
13573	chr11	63918607	63920477	+
13580	chr6	97317843	97318909	+
13582	chr3	95540973	95541907	+
13613	chr6	140541772	140542664	+
13620	chr19	53216265	53217323	+
13630	chr4	59224765	59225899	+
13637	chr5	3340692	3342182	+
13660	chr16	55746746	55748032	+
13672	chr17	14960026	14961756	+
13686	chr6	83349210	83350048	+
13688	chr19	34587737	34588409	+
13696	chr5	148554582	148555370	+
13751	chr7	29039395	29040139	+
13771	chr6	97351987	97353145	+
13772	chr7	30593988	30594772	+
13827	chr6	83440116	83441120	+
13845	chr1	106558376	106559510	+
13851	chr17	5828039	5829043	+
13866	chr10	82795247	82795879	+
13868	chrY	1244891	1246087	+
13886	chr13	43751419	43753045	+
13891	chr7	80762668	80764026	+
13901	chr2	38609955	38610715	+
13902	chr19	46522652	46523152	+
13920	chr16	51703349	51704539	+
13940	chr14	60784396	60785150	+
13964	chr17	7871754	7872254	+
13985	chr17	83815484	83816758	+
14007	chr9	70690928	70692268	+
14013	chr2	150909346	150910392	+
14043	chr18	75489209	75489709	+
14048	chr2	173083403	173084323	+
14077	chr12	54316693	54317605	+
14087	chr9	109862287	109862913	+
14098	chr15	53139772	53140674	+
14118	chr17	8146783	8147859	+
14131	chr8	81860944	81862568	+
14171	chr8	36028634	36029134	+
14181	chr2	72282056	72283054	+
14189	chr14	103656904	103657706	+
14195	chr3	88494751	88495375	+
14235	chr18	70563075	70563575	+
14261	chr2	93416323	93417327	+
14297	chr5	20941309	20942311	+
14299	chr12	21335978	21336744	+
14303	chr13	6626420	6627642	+
14314	chr19	36534211	36534711	+
14319	chr12	69511239	69511955	+
14340	chr1	137902745	137903861	+
14343	chr14	27308144	27309574	+
14373	chr15	66817595	66818505	+
14375	chr5	147431448	147432562	+
14401	chr6	127265564	127266688	+
14409	chr2	52310315	52311221	+
14445	chr1	36235430	36236330	+
14446	chr4	150059693	150060605	+
14463	chr13	97241718	97242502	+
14492	chr16	76340616	76341532	+
14495	chr13	45883863	45884997	+
14505	chr17	71184006	71184802	+
14521	chr4	32237914	32238952	+
14534	chr7	66147131	66148017	+
14620	chr10	93430873	93431753	+
14626	chr4	136143817	136144317	+
14636	chr18	77071868	77073070	+
14644	chr9	123835121	123835881	+
14653	chr1	86509241	86509869	+
14654	chr10	75330295	75331179	+
14708	chr16	32650226	32651258	+
14717	chr9	46067013	46067965	+
14726	chr12	73574915	73575415	+
14753	chrX	151801088	151801966	+
14755	chr9	46083681	46084741	+
14764	chr12	21451389	21452017	+
14808	chr9	40536836	40537650	+
14813	chr7	122397298	122397798	+
14852	chr13	30824836	30825586	+
14870	chr6	112861777	112862403	+
14921	chrX	12005590	12006866	+
14945	chr6	92091820	92092828	+
14956	chr2	11622616	11623300	+
14964	chr6	97309039	97310363	+
14986	chr13	30752197	30752949	+
15002	chr8	122284249	122284897	+
15028	chr4	32315104	32315988	+
15054	chr6	108448002	108448810	+
15076	chr5	29946253	29947035	+
15099	chr5	44223721	44224345	+
15110	chr8	113656100	113656600	+
15121	chr10	19077914	19078708	+
15159	chr9	57076803	57077433	+
15174	chr7	139684506	139685006	+
15178	chr8	106006207	106007455	+
15194	chr2	129100780	129101764	+
15195	chr17	26552709	26553649	+
15261	chr13	44321066	44321844	+
15279	chr10	37334285	37335331	+
15291	chr5	115694701	115695725	+
15294	chr10	75446679	75447179	+
15297	chr6	82740534	82741158	+
15306	chr12	103343438	103343938	+
15331	chr9	123844953	123845709	+
15332	chr3	105818523	105819277	+
15349	chr2	9577402	9578044	+
15359	chr15	12588116	12588886	+
15386	chr10	13873712	13874656	+
15419	chr5	90382777	90383277	+
15420	chr12	35578132	35579020	+
15428	chr17	37028759	37029259	+
15450	chr11	70512173	70513011	+
15466	chr3	131208413	131209051	+
15471	chr6	134068595	134069491	+
15478	chr8	34816017	34816657	+
15491	chr4	148437514	148438166	+
15507	chr12	85729400	85730206	+
15510	chr15	86034588	86035088	+
15525	chr7	31147581	31148399	+
15582	chr12	82284583	82285083	+
15628	chr3	35763034	35763534	+
15643	chr15	52900190	52900816	+
15648	chr6	31167921	31168829	+
15651	chr5	118361626	118362126	+
15652	chr4	32153229	32153853	+
15659	chr1	138595821	138596445	+
15689	chr2	38471758	38472258	+
15695	chr13	30781978	30783168	+
15699	chr2	102975694	102976608	+
15751	chr8	35641669	35642297	+
15772	chr4	152491183	152491683	+
15792	chr4	106787755	106788255	+
15795	chrX	159732682	159733492	+
15845	chr3	84071158	84071942	+
15847	chr17	34179112	34179958	+
15856	chr4	59199940	59200890	+
15870	chr17	28484369	28485437	+
15894	chr9	45082909	45083535	+
15895	chr16	32516276	32516776	+
15897	chr9	46116753	46117377	+
15906	chr10	78372487	78373159	+
15917	chr2	127137160	127137934	+
15928	chr6	134205427	134206057	+
15953	chr11	106722661	106723621	+
15957	chr1	52055264	52056028	+
15958	chr17	47525866	47526684	+
16017	chr6	134081714	134082610	+
16021	chr17	66112176	66112800	+
16041	chr6	41113714	41114214	+
16047	chr11	61698119	61698889	+
16060	chr10	93187763	93189047	+
16063	chr16	50204767	50205393	+
16086	chr15	62239639	62240627	+
16094	chr6	146747207	146747707	+
16128	chr3	37209982	37210608	+
16130	chr8	120710446	120711468	+
16164	chr11	97125152	97125996	+
16178	chr13	96487188	96487814	+
16188	chr13	30777769	30778685	+
16192	chr13	51815749	51816385	+
16196	chr2	3709632	3710258	+
16225	chr15	97667158	97667910	+
16229	chr13	10234128	10234628	+
16232	chr6	87551965	87552465	+
16237	chr7	114467048	114467870	+
16243	chr6	15798046	15798800	+
16271	chr7	81008104	81008868	+
16293	chr6	149355279	149356135	+
16311	chr15	63997351	63998177	+
16342	chr18	80714454	80715516	+
16359	chr4	127114836	127115592	+
16362	chr15	53235520	53236148	+
16369	chr14	120405297	120405797	+
16370	chr11	98794166	98794666	+
16383	chr12	25437962	25438858	+
16405	chr17	26549788	26550554	+
16409	chr2	126474274	126474774	+
16417	chr18	37892173	37892971	+
16439	chr14	121824596	121825220	+
16448	chr1	43144101	43144999	+
16456	chr6	134344021	134345321	+
16468	chr16	75930015	75931043	+
16474	chr2	31036551	31037453	+
16475	chr12	105008803	105009303	+
16487	chr17	52036604	52037104	+
16494	chr12	73726126	73726890	+
16504	chr4	63643874	63644502	+
16528	chr15	27624693	27625497	+
16575	chr18	14653357	14653991	+
16604	chr13	104607398	104608112	+
16618	chr13	91801615	91802241	+
16623	chr7	132719592	132720284	+
16625	chr1	92235585	92236085	+
16635	chr9	57831384	57831884	+
16666	chr10	121445710	121446488	+
16699	chr15	9455845	9456581	+
16741	chr17	79455031	79455809	+
16751	chr2	44344594	44345362	+
16758	chr4	145283404	145283904	+
16783	chr1	152084827	152085453	+
16785	chr12	15995673	15996311	+
16821	chr9	46168216	46168982	+
16829	chr13	32981307	32982049	+
16839	chr5	9059267	9059767	+
16850	chr5	92489676	92490572	+
16896	chr5	76243739	76244499	+
16897	chr17	32364227	32364855	+
16914	chr2	28547759	28548259	+
16939	chr5	96857100	96857600	+
16957	chr16	4756685	4757399	+
16960	chr13	30912721	30913823	+
16966	chr16	84680312	84680976	+
16968	chr12	107931223	107932215	+
16969	chr10	18923498	18924260	+
16972	chr1	40053256	40054176	+
16980	chr12	25242076	25242702	+
16992	chr10	30749145	30750111	+
16996	chr10	67656875	67657375	+
17011	chr11	104638678	104639178	+
17012	chr13	52979389	52980265	+
17025	chr12	55494783	55495717	+
17032	chr2	57122799	57123689	+
17044	chr5	115730472	115731230	+
17049	chr12	55392385	55393019	+
17056	chr3	138424242	138424742	+
17057	chr6	129262044	129262904	+
17067	chrX	48152111	48152907	+
17070	chr10	39793289	39793917	+
17080	chr17	78246676	78247176	+
17083	chr6	134042076	134042576	+
17084	chr7	110108488	110109160	+
17088	chr9	53435727	53436475	+
17091	chr17	48039284	48040038	+
17114	chr15	61981314	61981814	+
17126	chr2	71364476	71365354	+
17166	chr15	9556267	9556899	+
17191	chr13	13889811	13890311	+
17249	chr10	60748922	60749422	+
17258	chr13	73469939	73470439	+
17262	chr5	147070516	147071016	+
17269	chr4	47321893	47322519	+
17282	chr17	26886037	26886537	+
17292	chr15	58749138	58749638	+
17296	chr13	13968709	13969209	+
17308	chr16	58702818	58703502	+
17312	chr1	53761041	53761691	+
17325	chr13	37622370	37622870	+
17362	chr6	115989197	115989697	+
17388	chr17	6768140	6768640	+
17396	chr10	111473776	111474276	+
17405	chr2	91101352	91101852	+
17413	chr12	91774428	91775306	+
17446	chr6	94634245	94635169	+
17448	chr17	35225157	35226059	+
17455	chr1	38647377	38647877	+
17465	chr15	57885760	57886842	+
17482	chr10	117650656	117651772	+
17499	chr7	82235720	82236480	+
17503	chr14	99041731	99042231	+
17515	chr15	7978576	7979478	+
17521	chr12	85711744	85712622	+
17569	chr5	62892612	62893314	+
17581	chr2	37702205	37702967	+
17586	chr16	10725011	10725767	+
17589	chr10	98779519	98780405	+
17592	chr1	36325321	36325821	+
17606	chr16	58703472	58704136	+
17612	chr16	95385662	95386162	+
17641	chr16	8727725	8728353	+
17654	chr4	87976225	87976855	+
17746	chr13	93096026	93096526	+
17762	chr10	68039573	68040073	+
17776	chr10	127590606	127591106	+
17785	chr5	73253486	73253986	+
17836	chr4	136106936	136108586	+
17843	chr10	119050249	119050749	+
17865	chr6	121129901	121130625	+
17867	chr16	30024630	30025130	+
17884	chr10	96080381	96080881	+
17898	chr1	87637334	87637834	+
17906	chr12	79720102	79721006	+
17977	chr3	69213240	69213930	+
17995	chr7	100943214	100943714	+
18005	chr13	45932231	45933009	+
18012	chr3	52446859	52447359	+
18023	chr15	101984283	101984783	+
18029	chr6	142814572	142815072	+
18039	chr6	142823008	142823508	+
18049	chr13	37291375	37292091	+
18058	chr5	77354441	77354941	+
18066	chr9	69349007	69349879	+
18074	chr15	62268620	62269834	+
18081	chr1	144330671	144331299	+
18091	chr15	97841999	97842751	+
18126	chr10	30660450	30660950	+
18145	chr19	7498288	7499172	+
18155	chr9	67813208	67813834	+
18160	chr14	34769783	34770407	+
18163	chr18	4930994	4931808	+
18180	chr14	75747523	75748169	+
18185	chr9	13286786	13287896	+
18189	chr8	105907233	105908031	+
18246	chr2	163102981	163103615	+
18248	chr6	87069731	87070231	+
18249	chr2	158673703	158674333	+
18269	chr14	16255986	16256486	+
18272	chr11	116405097	116406127	+
18294	chr3	138419767	138420267	+
18309	chr18	32941356	32942120	+
18325	chr11	97129216	97129986	+
18326	chr3	142282636	142283136	+
18365	chr5	23443887	23444669	+
18377	chr5	62816788	62817672	+
18385	chr2	158682341	158682841	+
18393	chrX	96122989	96123999	+
18399	chr2	27416376	27417032	+
18407	chr14	115041989	115042489	+
18443	chr16	84709683	84710315	+
18463	chr19	7487439	7488193	+
18528	chr6	94672330	94672956	+
18573	chr6	134060103	134060603	+
18614	chr7	84150442	84150942	+
18617	chr3	37259728	37260518	+
18679	chr11	54155830	54156330	+
18681	chr6	128200517	128201017	+
18710	chr10	80578325	80578825	+
18720	chr15	27625239	27625739	+
18737	chr1	138348387	138348887	+
18761	chr2	11537442	11538200	+
18766	chr2	119993412	119993912	+
18768	chrX	157489980	157490996	+
18775	chr6	115823653	115824325	+
18779	chr5	107678489	107678989	+
18782	chr13	63189881	63190633	+
18790	chr7	80828373	80828873	+
18794	chr5	111055759	111056395	+
18811	chr13	52848318	52848818	+
18815	chr2	11147005	11148005	+
