	Chr	Start	End	Strand
124	chr11	99146974	99158074	+
125	chr7	106235198	106239586	+
126	chr2	22799186	22812278	+
127	chr11	49079525	49090743	+
128	chr3	79171554	79183132	+
129	chr1	52110961	52122953	+
130	chr11	30177961	30193391	+
131	chr10	80690006	80701662	+
132	chr17	71483578	71492814	+
133	chr6	129179829	129189613	+
134	chr11	118238339	118249929	+
135	chr2	79251940	79261652	+
136	chr5	134225940	134239078	+
137	chr11	21170928	21182144	+
138	chr2	174598087	174607489	+
139	chr7	74688866	74699442	+
140	chr4	129566407	129577099	+
141	chr10	96617727	96627879	+
142	chr1	88580355	88589963	+
143	chr14	121362049	121374647	+
144	chr14	27349135	27360851	+
145	chr7	125602771	125612395	+
146	chr1	165839972	165853404	+
147	chr11	32534772	32545614	+
148	chr10	59969636	59981942	+
150	chr9	13462012	13471746	+
151	chr13	63239435	63252085	+
153	chr19	53179700	53192452	+
154	chr1	58719334	58729800	+
155	chr17	84114605	84122143	+
156	chr8	84196963	84204665	+
157	chr16	23174198	23183696	+
158	chr11	48866704	48874720	+
159	chr1	53771237	53779709	+
160	chr15	67170892	67179604	+
161	chr8	72348058	72358404	+
162	chr1	106559828	106571216	+
163	chr19	29363079	29373995	+
164	chr11	100840821	100853777	+
165	chr7	63997871	64006941	+
166	chr12	84238032	84247084	+
167	chr17	84138720	84148100	+
168	chr15	97463305	97472865	+
169	chr2	43747319	43758731	+
170	chr11	118141212	118150510	+
171	chr15	79890656	79902008	+
172	chr4	32341525	32352827	+
173	chr5	142902140	142914016	+
174	chr4	32353714	32366596	+
175	chr9	7865655	7875717	+
176	chr1	134058556	134068258	+
177	chr14	122055975	122065045	+
178	chr18	82503743	82515217	+
179	chr8	111590608	111601522	+
180	chr11	83076842	83083078	+
181	chr10	77532637	77542241	+
182	chr2	32052010	32065362	+
183	chr2	93452770	93462440	+
184	chr2	18951235	18960851	+
185	chr6	87530263	87539761	+
186	chr10	60346011	60353259	+
187	chr3	115813252	115821210	+
188	chr10	19184236	19192262	+
189	chr11	104661223	104671081	+
190	chr8	83733532	83743676	+
191	chr2	129179367	129188371	+
192	chr1	43534865	43545529	+
193	chr6	48700785	48709661	+
194	chr11	88612646	88623456	+
195	chr1	106705893	106716647	+
196	chr11	107408688	107423274	+
197	chr10	96330927	96339499	+
198	chr19	53193004	53200616	+
199	chr14	27373554	27387006	+
200	chr10	12806333	12815487	+
201	chr13	24412692	24420492	+
202	chr11	118221269	118232123	+
203	chrX	167099677	167114073	+
204	chr13	5859484	5867468	+
205	chr2	157127751	157139555	+
206	chr15	27665889	27673353	+
207	chr1	136132320	136140624	+
208	chr16	49853498	49860764	+
209	chr13	24596815	24606625	+
210	chr11	69091847	69100259	+
211	chr18	32395551	32401059	+
212	chr6	149184759	149196671	+
213	chr7	125550716	125557996	+
214	chr5	105137150	105148590	+
216	chr10	96718015	96728255	+
217	chr18	82522868	82535830	+
218	chr2	24383347	24389113	+
219	chr19	53886455	53895695	+
220	chr7	73531184	73542688	+
221	chr11	68429883	68437275	+
222	chr9	96391789	96401405	+
223	chr11	103171313	103179761	+
224	chr10	7830590	7836954	+
225	chr4	32287733	32296745	+
227	chr17	29390335	29398323	+
228	chr11	98939898	98946852	+
229	chr11	46082245	46092559	+
230	chr2	132018369	132023945	+
231	chr9	13296309	13304473	+
232	chr6	113652665	113665289	+
233	chr1	36257921	36267347	+
234	chr1	131192079	131202105	+
235	chr19	32267823	32276303	+
236	chr6	117897834	117910426	+
237	chr6	128832421	128840933	+
238	chr14	66222594	66232478	+
239	chr1	132005582	132013862	+
240	chr19	5842897	5850099	+
241	chr8	25270859	25277905	+
242	chr3	100554231	100564169	+
243	chr11	11501888	11513284	+
245	chr2	174611394	174616848	+
246	chr11	117316793	117325559	+
247	chr6	136935365	136942571	+
248	chr2	31133658	31144606	+
249	chr19	11046840	11057026	+
250	chr5	105647386	105654960	+
251	chr8	124270840	124279690	+
252	chr4	134114903	134122083	+
254	chr9	66588607	66600697	+
255	chr2	22771974	22778162	+
256	chr8	14989329	14999093	+
258	chr4	101177828	101188162	+
259	chr1	171839648	171847032	+
260	chr16	45222288	45230598	+
261	chr11	11563016	11571608	+
262	chr11	95353354	95360226	+
263	chr16	10768461	10776173	+
264	chr1	165787568	165796294	+
265	chr13	5841869	5852629	+
266	chr15	97370764	97378772	+
267	chr9	107293954	107299734	+
268	chr3	106481436	106488214	+
269	chr7	31149221	31157529	+
270	chr4	32329718	32340100	+
271	chr9	64787317	64799633	+
272	chr13	112422532	112430940	+
273	chr12	80111268	80119710	+
275	chr11	22837879	22847743	+
276	chr1	54906785	54917181	+
277	chr10	19009288	19017182	+
278	chr17	52145006	52154482	+
279	chr7	38182940	38190424	+
280	chr3	115709187	115716795	+
281	chr1	88640024	88649930	+
282	chr7	63933620	63943626	+
283	chr19	32251212	32260476	+
284	chr19	12795866	12805010	+
285	chr12	107143376	107150310	+
287	chr2	167940073	167947949	+
289	chr5	112270567	112279903	+
291	chr12	79621177	79631371	+
292	chr16	10779659	10789115	+
293	chr2	103678900	103687358	+
294	chr17	6824680	6831122	+
296	chr1	40471927	40481113	+
297	chr1	138298116	138305734	+
298	chr11	86618196	86629028	+
299	chr5	122986864	122995242	+
301	chr5	105636147	105645797	+
302	chr7	142460417	142464945	+
303	chr11	34046146	34051520	+
304	chr6	108548801	108557485	+
305	chr10	7838403	7849357	+
306	chr11	52274177	52282209	+
307	chr7	73592323	73600843	+
308	chr9	32742397	32749411	+
309	chr4	122881254	122888482	+
310	chr10	118095456	118104484	+
311	chr5	125388030	125395542	+
312	chr3	88507809	88514649	+
313	chr14	60715699	60726015	+
314	chr8	88689878	88699150	+
315	chr12	110496739	110504811	+
316	chr1	52004142	52013026	+
317	chr12	106026524	106035664	+
319	chr9	32533222	32542884	+
320	chr1	60773522	60782376	+
321	chr18	56465132	56473188	+
322	chr18	34854489	34863047	+
323	chr2	11638083	11647929	+
324	chr15	100662874	100670586	+
325	chr2	11179605	11189765	+
326	chr7	75607842	75614902	+
327	chr3	69152494	69160942	+
328	chr4	62634066	62640070	+
329	chr11	55019756	55031468	+
330	chr11	106671965	106677737	+
331	chr1	131180716	131191018	+
332	chr8	126582269	126592705	+
333	chr10	14082500	14089448	+
334	chr1	88276787	88278125	+
335	chr6	108831539	108841133	+
336	chr11	55129439	55138863	+
337	chr11	11553536	11561098	+
338	chr16	52030674	52039138	+
339	chr14	25513991	25522197	+
340	chr12	76361021	76368853	+
341	chr6	87037143	87042941	+
342	chr16	55886878	55898100	+
343	chr7	75583164	75591356	+
344	chr13	112462715	112470179	+
345	chr1	82827568	82837816	+
346	chr7	79271715	79279803	+
347	chr10	96210043	96218099	+
348	chr2	132508089	132515731	+
349	chr3	21949409	21959267	+
350	chr17	84305568	84314702	+
351	chr1	54867323	54875741	+
352	chr6	140612543	140622981	+
354	chr1	153748312	153754382	+
355	chr15	80571676	80578674	+
356	chr2	11190408	11198684	+
357	chr7	143004638	143011760	+
358	chr19	11443806	11452818	+
359	chr10	75589363	75594093	+
360	chr1	180384819	180392761	+
361	chr5	115708846	115716976	+
362	chr12	101007370	101016248	+
365	chr8	3352343	3359143	+
367	chr1	156034653	156042947	+
368	chr13	85500809	85509633	+
369	chr18	80608349	80615921	+
370	chr12	51862667	51868437	+
371	chr4	11143076	11151314	+
372	chr12	98266666	98272894	+
373	chr6	124725839	124734385	+
374	chr8	25097762	25105222	+
375	chr4	129030536	129037204	+
376	chr11	117332890	117340876	+
377	chr19	25050287	25056363	+
378	chr5	72746489	72753827	+
379	chr5	100579177	100588147	+
380	chr3	68783221	68791613	+
381	chr13	95957960	95966064	+
383	chr8	13683478	13689840	+
384	chr11	83115459	83121035	+
385	chr13	45868324	45879338	+
386	chr4	120971963	120980221	+
387	chr19	57126918	57134212	+
388	chr12	70134890	70140040	+
389	chr10	96583222	96590768	+
390	chr14	122008101	122015829	+
391	chr11	30194090	30199968	+
392	chr10	6986364	6994016	+
393	chr16	10662375	10670689	+
394	chr9	32612946	32620508	+
395	chr5	122230048	122237676	+
396	chr1	80659563	80670481	+
397	chr10	59897353	59905047	+
398	chr13	41483738	41488650	+
399	chr6	127444307	127450007	+
402	chr15	66444080	66451220	+
403	chr12	107989650	107998166	+
404	chr11	46305016	46312600	+
405	chr1	53789958	53798660	+
406	chr4	134095783	134101779	+
407	chr6	72951216	72958770	+
408	chr11	58180757	58187423	+
409	chr4	32276428	32286488	+
410	chr1	88652298	88658234	+
411	chr11	106659485	106668941	+
412	chr2	11158863	11164185	+
413	chr16	23984336	23991888	+
414	chr3	115969012	115975986	+
415	chr19	57114522	57121872	+
416	chr14	73114992	73121926	+
417	chr14	60707512	60713080	+
418	chr2	126495535	126501371	+
419	chr10	42859398	42865596	+
420	chr7	75788024	75799064	+
421	chr1	171960429	171968651	+
422	chr10	116912921	116920717	+
423	chr7	128379209	128386377	+
424	chr4	123557758	123566556	+
425	chr19	10825692	10830974	+
426	chr1	155049637	155057719	+
427	chr6	117878771	117884909	+
428	chr6	31121913	31128495	+
429	chr13	80882785	80888411	+
430	chr19	47507431	47513639	+
431	chr2	32533837	32541701	+
432	chr11	103260587	103267531	+
433	chr11	63988307	63993069	+
434	chr3	88136752	88142196	+
435	chr3	96555061	96562223	+
436	chr13	109819311	109825083	+
437	chr4	59259243	59266743	+
438	chr7	73582137	73590861	+
439	chr10	7822527	7830067	+
440	chr11	32552270	32559876	+
441	chr9	44561695	44569809	+
442	chr13	112412988	112420512	+
445	chr5	100634351	100639497	+
446	chr1	136598726	136610766	+
447	chr12	103432100	103437860	+
448	chr1	125463619	125471103	+
449	chr13	32998429	33007813	+
450	chr12	15811570	15818806	+
451	chr13	51796777	51803457	+
452	chr7	106548753	106554103	+
453	chr7	19264606	19273322	+
454	chr16	49835634	49841204	+
455	chr3	105889658	105895658	+
456	chr11	87729472	87738400	+
457	chr10	19165775	19174311	+
458	chr12	113422983	113429231	+
459	chr8	126829280	126837052	+
460	chr19	8980851	8986155	+
461	chr6	125479939	125486779	+
462	chr17	7924913	7931777	+
463	chr8	15015064	15022320	+
465	chr19	57354297	57362863	+
466	chr4	122930875	122935659	+
467	chr5	105514345	105521889	+
468	chr4	156006921	156015431	+
469	chr3	95227064	95232836	+
470	chr16	35867770	35873828	+
471	chr16	49965572	49973388	+
472	chr5	20942931	20954033	+
473	chr19	11406683	11415189	+
474	chr9	56416483	56423075	+
475	chr2	170152558	170160718	+
476	chr11	83063130	83069638	+
477	chr18	82474595	82481577	+
478	chr5	93262228	93269572	+
479	chr1	138188212	138194446	+
480	chr11	22811360	22816932	+
481	chr10	122735923	122742711	+
482	chr12	55486187	55494167	+
483	chr6	22349052	22356688	+
484	chr4	132034844	132042614	+
485	chrX	48135786	48144198	+
486	chr4	32162438	32169042	+
488	chr15	60108708	60115396	+
489	chr2	170218166	170223134	+
490	chr16	84702269	84708391	+
491	chr1	171386390	171392690	+
492	chr15	66849148	66856528	+
493	chr4	8910290	8917216	+
494	chr8	124698872	124704166	+
495	chr2	167774792	167780156	+
497	chr4	140943599	140949565	+
498	chr2	103655076	103660754	+
499	chr1	58710140	58718414	+
500	chr11	54724125	54731021	+
501	chr3	115678088	115686020	+
502	chr1	95662961	95669145	+
503	chr3	9825824	9831830	+
504	chr1	171767011	171774047	+
505	chr14	31398151	31404155	+
506	chr7	80775195	80783669	+
507	chr10	118078050	118086518	+
508	chr15	67142640	67150854	+
509	chr11	6557658	6564484	+
510	chr17	28695239	28702729	+
511	chr8	46841003	46846203	+
512	chr9	7762093	7767561	+
515	chr3	21960100	21966794	+
516	chr19	36373770	36379702	+
517	chr4	32387487	32396111	+
518	chr11	115473832	115478778	+
519	chr9	103107656	103112962	+
520	chr5	62852285	62860253	+
521	chr8	126863866	126872130	+
522	chr6	99050094	99058736	+
523	chr1	80753075	80761233	+
524	chr14	27334876	27341632	+
525	chr6	48767274	48772136	+
526	chr6	145119947	145124769	+
527	chr15	6567842	6574350	+
528	chr7	30392630	30396432	+
529	chr16	19979159	19986025	+
530	chr7	100852980	100857954	+
531	chr3	107034925	107041779	+
532	chr13	30789570	30795950	+
533	chr2	32720511	32726077	+
534	chr2	11200224	11206904	+
535	chr1	191392661	191398593	+
536	chr3	115669828	115676048	+
537	chr13	23737621	23741895	+
538	chr9	59938442	59943846	+
540	chr2	164074084	164080786	+
541	chrX	140536507	140545289	+
542	chr10	24634754	24642444	+
543	chr14	54120969	54129903	+
544	chr12	111157958	111164368	+
545	chr13	112431081	112439345	+
546	chr9	116170930	116176942	+
547	chr5	144219931	144225149	+
548	chr2	62406958	62411892	+
549	chr11	79126309	79133527	+
550	chr9	66911479	66920237	+
551	chr12	102366666	102373056	+
552	chr6	97216257	97225721	+
553	chr18	39516487	39521481	+
554	chr1	88704278	88710696	+
556	chr2	43737180	43740834	+
557	chr17	52061519	52068431	+
558	chr3	126658783	126664573	+
559	chr8	46938814	46944262	+
562	chr8	34141377	34148117	+
565	chr16	57468526	57474048	+
568	chr18	67243259	67250913	+
569	chr7	104308903	104317075	+
570	chr11	75530739	75536527	+
571	chr5	123125640	123132688	+
573	chr6	15791055	15795915	+
574	chr14	27402068	27409038	+
575	chr16	91441948	91449598	+
577	chr1	88696700	88702854	+
578	chr9	32734559	32740937	+
580	chr19	53459655	53465725	+
581	chr15	96637649	96643651	+
582	chr17	6777937	6784239	+
583	chr11	34007435	34012273	+
584	chr7	126282332	126288690	+
585	chr11	117308076	117315022	+
586	chr17	5974492	5978444	+
588	chr7	143622628	143629500	+
589	chr5	136169382	136174892	+
590	chr12	118372742	118379874	+
593	chr14	121877515	121885375	+
594	chr15	81041905	81047363	+
595	chr1	106598355	106603645	+
596	chr1	64118344	64123198	+
597	chr10	96199789	96204161	+
598	chr1	181226405	181232845	+
599	chr11	98492243	98499173	+
600	chr1	51473613	51480277	+
601	chr7	100491590	100496420	+
602	chr7	25679283	25685321	+
603	chr5	137627469	137633221	+
605	chr11	43380409	43387393	+
606	chr5	64803592	64808982	+
607	chr14	25854960	25860038	+
608	chr16	23608054	23612908	+
609	chr8	61448537	61453701	+
610	chr2	75679677	75686679	+
611	chr13	6631138	6637424	+
612	chr4	59189801	59196841	+
613	chr5	111176720	111180498	+
615	chr7	78719366	78723960	+
616	chr6	114917230	114922660	+
617	chr7	16042848	16047884	+
618	chr9	116133225	116140665	+
620	chr4	152120694	152127756	+
622	chr12	86832018	86837378	+
623	chr9	32590732	32596290	+
624	chr1	172512241	172515845	+
626	chr11	109361434	109369196	+
627	chr2	165880937	165886617	+
628	chr15	66557417	66561889	+
629	chr14	74942960	74949832	+
630	chr14	75443881	75447777	+
631	chr19	46502425	46508915	+
632	chr6	134364781	134369679	+
633	chr7	118274768	118280590	+
634	chr6	94680518	94687278	+
635	chr9	107302715	107310009	+
636	chr16	84580599	84586877	+
637	chr15	55824788	55831842	+
639	chr1	88574471	88578769	+
641	chr4	95301444	95306372	+
642	chr17	50179978	50187302	+
643	chr4	137364664	137371182	+
644	chr15	62168008	62172168	+
646	chr3	87844672	87849342	+
647	chr3	69003660	69009720	+
648	chr5	150598695	150603001	+
649	chr9	66277064	66283072	+
650	chr17	35256123	35262541	+
651	chr18	38404659	38410271	+
653	chr11	4200628	4207158	+
654	chr1	36270380	36275852	+
655	chr2	126596376	126600252	+
656	chr6	34861668	34866304	+
657	chr12	52601975	52605671	+
658	chr6	114903125	114909325	+
659	chr3	89184307	89191287	+
660	chr18	35736462	35741084	+
661	chr8	70671198	70676132	+
662	chr15	76764061	76771555	+
664	chr1	125431316	125438036	+
665	chr15	36360482	36366934	+
666	chr3	103383487	103390085	+
668	chr6	129271294	129277186	+
669	chr6	134033660	134040252	+
670	chr9	57648442	57654880	+
671	chr17	51825895	51832597	+
672	chr3	90078139	90085927	+
673	chr7	31000803	31004907	+
676	chr1	38661944	38666432	+
678	chr1	36306262	36312202	+
679	chr1	143915402	143920666	+
680	chr15	97456937	97461923	+
681	chr10	67183915	67189907	+
682	chr4	125122058	125127926	+
684	chr3	105795944	105802442	+
685	chr17	50508140	50514612	+
686	chr13	30829070	30836284	+
687	chr1	91091391	91099205	+
688	chr15	78243598	78248714	+
690	chr17	72916913	72921797	+
691	chr10	68238284	68243358	+
692	chr7	64009113	64014361	+
693	chr9	14089684	14094182	+
695	chr12	33313644	33318724	+
696	chr2	31113823	31121889	+
697	chr15	27824664	27830358	+
698	chr1	134096361	134100903	+
699	chr2	29644714	29651880	+
700	chr6	145338956	145342540	+
701	chr8	13673865	13679077	+
702	chr13	51752216	51757732	+
703	chr10	58367531	58372531	+
704	chr2	153234347	153241847	+
705	chr5	103751874	103757698	+
706	chr2	58134285	58142965	+
707	chr7	28439986	28445110	+
708	chr4	129807858	129813244	+
709	chr19	10782979	10789027	+
710	chr9	116336092	116340946	+
711	chr2	132640249	132644643	+
712	chr11	23766508	23772962	+
713	chr11	5174874	5179888	+
714	chr17	72934142	72941626	+
716	chr17	47503497	47509265	+
718	chr1	53780443	53786205	+
719	chr6	136495466	136500490	+
720	chr1	85731180	85737804	+
721	chr1	180400868	180406630	+
722	chr1	58801485	58805489	+
723	chr10	39190382	39195418	+
726	chr15	75112660	75118452	+
727	chr2	167501821	167507481	+
728	chr11	75975595	75981715	+
729	chr9	46172887	46178263	+
730	chr19	32194494	32200318	+
731	chr2	32151789	32159163	+
732	chr6	30336413	30341327	+
733	chr15	27594462	27599356	+
734	chr3	106460167	106466687	+
735	chr2	13555870	13561508	+
736	chr16	46104442	46110348	+
737	chr9	65538536	65545808	+
738	chr8	13597738	13602716	+
739	chr6	142949810	142954328	+
740	chr13	24545622	24552232	+
741	chr5	124474234	124481046	+
742	chr8	119783366	119788716	+
743	chr17	70983005	70992033	+
744	chr7	75594987	75602199	+
745	chr1	54921366	54926844	+
747	chr8	46737834	46743422	+
750	chr10	54034952	54041204	+
751	chr16	49933774	49938888	+
752	chr11	45791777	45797823	+
753	chr15	80608461	80615901	+
754	chr3	101009849	101014483	+
755	chr15	27783892	27787046	+
757	chr7	75653041	75659241	+
760	chr3	131157714	131163774	+
762	chr15	60120201	60127953	+
763	chr5	37049697	37053411	+
764	chr7	73605803	73611977	+
765	chr2	160739616	160744960	+
766	chr10	67643318	67648458	+
767	chr15	60096844	60102956	+
768	chr10	79849339	79855993	+
769	chr16	92823916	92827814	+
770	chr13	117207506	117212980	+
771	chr3	79237030	79241768	+
772	chr15	97422011	97427047	+
773	chr10	118880921	118884543	+
774	chr17	51903230	51909130	+
777	chr10	44446686	44452974	+
778	chr12	69512552	69517560	+
779	chr15	67133845	67141231	+
780	chr6	106790081	106795609	+
781	chr3	100485095	100491895	+
783	chr4	43968822	43976026	+
785	chr1	128611631	128617607	+
786	chr15	82163224	82169482	+
787	chr10	80676203	80681645	+
788	chr1	92047746	92054522	+
789	chr8	122428090	122434152	+
791	chr10	22298844	22303894	+
792	chr15	80587115	80592569	+
793	chr2	72992754	72998872	+
794	chr12	86946874	86952696	+
795	chr11	3331317	3337881	+
796	chr14	14064902	14070384	+
797	chr7	127140460	127145522	+
798	chr5	140594707	140598639	+
799	chr19	11459893	11469953	+
800	chr18	89195825	89201169	+
801	chr12	85703547	85707833	+
802	chr19	8988804	8994124	+
803	chr5	142928511	142933477	+
804	chr3	106830464	106834308	+
805	chr4	126199359	126205449	+
807	chr9	13319089	13323861	+
809	chr12	12299772	12304212	+
810	chr3	19427657	19432335	+
811	chr2	73466773	73472359	+
812	chr12	84174052	84180088	+
813	chr8	25619691	25627263	+
814	chr6	120079655	120088001	+
815	chr6	38531057	38535721	+
816	chr15	36343687	36348755	+
818	chr2	117332609	117338553	+
819	chr1	165800679	165807211	+
820	chr9	35122182	35125910	+
821	chr5	135008082	135011180	+
822	chr1	128601626	128608688	+
823	chr4	40850902	40856262	+
824	chr11	11514724	11521822	+
825	chr3	21983449	21989603	+
826	chr2	25531668	25537560	+
827	chr19	11537191	11544085	+
828	chr9	61665990	61670648	+
829	chr10	93163104	93168382	+
830	chr11	119389994	119395324	+
831	chr5	37065098	37071800	+
833	chr4	109115983	109122721	+
834	chr17	84417709	84424367	+
835	chr19	29249725	29256483	+
836	chr17	73006513	73011411	+
837	chr9	116326958	116332824	+
838	chr5	136145593	136153179	+
839	chr2	154655601	154660489	+
840	chr10	13991180	13997658	+
841	chr19	18616891	18622679	+
842	chr15	59595865	59600895	+
843	chr7	31084527	31090381	+
844	chr10	78295882	78300538	+
846	chr8	111561348	111566864	+
847	chr15	41830441	41834731	+
848	chr2	173447073	173454163	+
849	chr15	60128601	60134209	+
850	chr6	142914710	142918740	+
851	chr7	24369925	24374729	+
852	chr6	31111412	31118304	+
853	chr5	23415718	23420274	+
854	chr19	7016188	7020338	+
855	chr7	128622362	128628492	+
856	chr6	50378189	50385091	+
857	chr17	26530054	26535398	+
858	chr13	112394362	112400058	+
859	chr10	94827110	94830250	+
861	chr16	93814541	93818741	+
862	chr12	69536247	69541723	+
863	chr6	136515569	136522773	+
864	chr11	78982478	78985628	+
865	chr4	136027087	136033469	+
866	chr7	106641657	106647219	+
867	chr17	13541076	13543852	+
868	chr3	89389647	89395535	+
870	chr5	112282732	112289472	+
871	chr12	85442968	85448986	+
872	chr2	18981357	18988593	+
873	chr13	49305880	49309798	+
874	chr9	110905367	110910087	+
876	chr2	140040021	140045313	+
877	chr11	106747658	106752418	+
878	chr17	83275645	83279425	+
879	chr11	5787208	5791258	+
880	chr11	97656524	97662662	+
881	chr17	72922459	72927419	+
882	chr11	51999295	52005453	+
883	chr15	80797009	80804155	+
884	chr11	58196962	58202912	+
885	chr11	50209700	50214118	+
886	chr8	22805126	22810176	+
888	chr9	45952662	45957502	+
889	chr10	10183869	10187377	+
890	chr2	117338899	117342979	+
891	chr12	76956459	76963557	+
892	chr9	118391990	118398728	+
893	chr12	73608959	73615549	+
894	chr19	44280619	44285529	+
895	chr11	69408339	69413279	+
896	chr9	122230963	122235961	+
897	chr2	170123941	170130305	+
898	chr8	119828908	119833534	+
900	chr9	62341314	62346218	+
901	chr14	60128528	60133002	+
905	chr9	51210810	51217300	+
906	chr9	107332453	107336741	+
907	chr15	85041180	85044248	+
908	chr13	46734482	46737476	+
910	chr4	98435370	98438954	+
911	chr15	12007272	12012914	+
912	chr11	86816256	86825018	+
913	chr16	33683077	33688233	+
914	chr12	107181061	107185895	+
915	chr2	29659430	29664372	+
916	chr2	32491321	32495863	+
917	chr12	102671646	102677526	+
918	chr6	87500981	87504995	+
919	chr18	65800418	65805264	+
920	chr7	19815253	19820101	+
921	chr14	101474704	101479810	+
923	chr10	60387035	60391057	+
924	chr16	46117316	46121018	+
925	chr15	64184411	64189631	+
926	chr6	30348597	30355273	+
927	chr12	76371348	76377912	+
928	chr5	101238078	101240786	+
929	chr12	102694325	102699341	+
930	chr4	32146233	32151345	+
931	chr5	64860330	64865768	+
932	chr6	48645825	48650213	+
933	chr12	99557538	99564116	+
934	chr5	96910618	96914766	+
935	chr11	48923873	48929489	+
936	chr10	117916042	117922628	+
937	chr16	23268357	23273561	+
938	chr6	38341410	38347030	+
939	chr11	58212842	58218860	+
940	chr12	15997327	16002469	+
941	chr9	75408242	75415036	+
942	chr9	44601594	44609302	+
944	chr3	115929198	115934600	+
945	chr1	172499802	172503452	+
946	chr8	83746095	83751691	+
947	chr5	64809975	64814163	+
948	chr9	44514638	44519560	+
950	chr19	12573143	12577993	+
951	chr15	55843287	55849315	+
952	chr4	43957784	43961536	+
953	chr4	130899561	130903933	+
954	chr7	63814482	63818524	+
955	chr5	121106785	121113079	+
956	chr9	44577951	44584195	+
957	chr8	81010276	81016282	+
958	chr4	108316902	108320838	+
959	chr9	115609194	115613210	+
960	chr17	37268963	37273661	+
961	chr2	13756382	13762056	+
962	chr6	99094044	99097926	+
963	chr3	51659869	51663777	+
964	chr13	13561474	13567190	+
965	chr8	25599986	25606100	+
967	chr12	33301221	33306609	+
968	chr3	115798971	115802709	+
969	chr10	80073218	80077074	+
970	chr6	114871528	114876396	+
971	chr13	120298917	120302807	+
972	chr11	100935145	100942241	+
