	Chr	Start	End	Strand
15440	chr2	30711257	30713339	+
15448	chr4	141141681	141143165	+
15456	chr1	131831887	131833645	+
15473	chr3	89800845	89802449	+
15491	chr9	57998041	57999053	+
15512	chr8	71595994	71597188	+
15530	chr4	148150645	148151941	+
15540	chr17	50185375	50186283	+
15558	chr2	117389539	117391075	+
15564	chr8	34797698	34798830	+
15617	chr4	119958943	119959869	+
15619	chr2	158678109	158679245	+
15658	chr5	73240747	73241583	+
15664	chr14	54875938	54876980	+
15673	chr16	23110309	23111971	+
15678	chr6	97352502	97353418	+
15694	chr11	87421278	87422444	+
15706	chr11	99198152	99199750	+
15715	chr19	53433668	53434768	+
15718	chr3	107061302	107062510	+
15734	chrX	20615689	20617311	+
15779	chr6	136946004	136947950	+
15800	chr3	68761047	68762931	+
15832	chr3	108458723	108459869	+
15841	chr12	86725067	86725961	+
15900	chr8	95426791	95428193	+
15941	chr2	172401521	172402449	+
15942	chr7	25385782	25386950	+
15948	chr10	80955152	80956616	+
15958	chr15	62734766	62736522	+
16030	chr4	11087820	11088700	+
16074	chr2	74672239	74673919	+
16079	chr4	134852144	134853024	+
16148	chr5	139150335	139151235	+
16177	chr2	180704379	180706071	+
16180	chr5	107754404	107756164	+
16191	chr1	39536747	39537497	+
16192	chr5	148554356	148555528	+
16198	chr18	4347805	4349423	+
16237	chr11	119127638	119128964	+
16241	chr8	94735503	94736767	+
16249	chr10	75145726	75146782	+
16269	chr11	96826153	96827419	+
16282	chr2	11619477	11620989	+
16304	chrX	10713490	10715090	+
16308	chr11	100623134	100624172	+
16311	chr14	122982317	122983205	+
16355	chr11	88555078	88557206	+
16368	chr4	134101940	134103564	+
16403	chr2	60123400	60124326	+
16418	chr9	44722676	44724198	+
16430	chr6	28260564	28261454	+
16455	chr9	65436374	65437248	+
16470	chr17	47989426	47990688	+
16478	chr17	84418100	84419248	+
16486	chr5	143517330	143518496	+
16493	chr6	39462629	39463509	+
16503	chr2	9681191	9682199	+
16510	chr1	193226547	193228295	+
16530	chr8	107113550	107114848	+
16532	chrX	155261786	155263632	+
16543	chr12	25154900	25156514	+
16544	chr4	129830182	129831260	+
16571	chr5	137720300	137721912	+
16580	chr12	78224972	78225734	+
16599	chr10	20149578	20150328	+
16611	chr18	38364676	38366200	+
16617	chr16	94574102	94575204	+
16634	chr6	117912898	117914058	+
16658	chr7	28385824	28387542	+
16672	chr8	35123704	35124484	+
16673	chr7	123322477	123323665	+
16684	chr6	108667938	108669034	+
16710	chr5	67394503	67395449	+
16724	chr11	98497080	98497962	+
16736	chr4	141951800	141953532	+
16754	chr14	73339649	73340791	+
16768	chr14	21501015	21501639	+
16805	chr13	109902119	109903005	+
16821	chr4	135073350	135074568	+
16858	chr7	75778146	75779270	+
16868	chr4	33109850	33111062	+
16877	chr11	58020788	58021782	+
16878	chr15	27517483	27518273	+
16908	chrX	20818672	20819992	+
16923	chr14	122008724	122010186	+
16932	chr1	60853021	60854081	+
16945	chr10	26493886	26494928	+
16960	chr14	34317015	34318427	+
16970	chr8	92363868	92365332	+
16988	chr11	58034439	58035863	+
17040	chr17	24532647	24534331	+
17041	chr9	88728098	88730070	+
17049	chr6	24310647	24311925	+
17064	chr12	99544321	99545081	+
17066	chr11	114321435	114322583	+
17073	chr11	54126861	54127943	+
17081	chr10	85915636	85916528	+
17124	chr1	52115988	52116980	+
17130	chr6	108709313	108710197	+
17131	chr2	70808450	70809356	+
17134	chr3	131084260	131085280	+
17141	chr14	33446159	33447177	+
17163	chr6	145073059	145074143	+
17179	chr11	83639897	83640879	+
17207	chr10	21177860	21179022	+
17224	chr1	80748628	80750106	+
17238	chr10	59963909	59965541	+
17239	chr9	50554210	50554960	+
17257	chr11	103694810	103696198	+
17265	chr11	98359720	98361010	+
17282	chr11	76645728	76646650	+
17312	chr8	54518226	54520090	+
17315	chr5	115160654	115161746	+
17343	chr11	79135364	79136742	+
17344	chr6	99241318	99242214	+
17356	chr9	106453631	106454509	+
17382	chr4	129187382	129188836	+
17407	chrX	103820664	103822450	+
17433	chr6	52802088	52803032	+
17465	chr16	32059907	32061293	+
17488	chr2	58188816	58189964	+
17516	chr7	44588732	44589876	+
17528	chr9	97017499	97019007	+
17544	chr5	125385700	125386950	+
17580	chr15	101249527	101250535	+
17590	chr5	139324481	139325647	+
17593	chr6	145089670	145091678	+
17620	chr13	43503423	43504569	+
17688	chr18	84084597	84085759	+
17696	chr16	55835745	55836633	+
17712	chr10	111174084	111175698	+
17733	chr10	43739802	43740436	+
17758	chr11	102948148	102949164	+
17782	chr2	30471447	30472751	+
17787	chr11	86753740	86754886	+
17812	chr15	78509435	78510721	+
17813	chr4	63486099	63487393	+
17816	chr5	76303342	76304258	+
17822	chr8	69654116	69655520	+
17827	chr1	7397005	7398011	+
17837	chr7	90146150	90146934	+
17855	chr11	97399776	97401230	+
17866	chr5	113814536	113815584	+
17893	chr13	107644889	107645969	+
17896	chr19	46521855	46522767	+
17901	chr2	34407110	34407986	+
17905	chr4	103038690	103039440	+
17924	chr16	32878773	32879915	+
17944	chr8	22866205	22867493	+
17946	chr15	98634654	98635880	+
17956	chr6	31159244	31160608	+
17976	chr9	62261465	62262117	+
18009	chr10	19956036	19957486	+
18036	chr11	88106822	88107704	+
18044	chr11	119682278	119683454	+
18048	chr3	95637814	95638718	+
18049	chr6	140560184	140561138	+
18051	chr5	100526061	100526949	+
18080	chr1	153319633	153320793	+
18136	chr5	24729698	24731118	+
18137	chr12	102469791	102470499	+
18168	chr14	30583759	30584591	+
18200	chr3	52881071	52882245	+
18236	chr17	27000085	27000989	+
18237	chr7	75800798	75801810	+
18238	chr12	105966919	105968231	+
18261	chr18	82812110	82813128	+
18291	chr17	27179687	27180841	+
18303	chr5	147055338	147056542	+
18320	chr7	27360895	27362229	+
18322	chrX	20666526	20668126	+
18328	chr19	53388581	53389361	+
18358	chr4	117836169	117837045	+
18391	chrX	13072264	13073712	+
18401	chr4	6958383	6959345	+
18406	chr12	26057086	26059086	+
18410	chr7	44814562	44815630	+
18413	chr1	64304982	64306438	+
18414	chr9	62373507	62374355	+
18422	chr10	93436952	93438542	+
18423	chr18	82917010	82917906	+
18424	chr11	98476316	98477220	+
18433	chr12	75818735	75819361	+
18449	chr1	95657134	95658028	+
18450	chr13	52913965	52915599	+
18453	chr1	171647364	171648016	+
18456	chr10	117873094	117874356	+
18458	chr4	148623600	148624990	+
18475	chr4	62557346	62558364	+
18493	chr9	21901219	21902101	+
18496	chr1	138128148	138129580	+
18542	chr11	106134839	106135721	+
18549	chr17	17617156	17618498	+
18555	chr2	31246088	31246966	+
18574	chr7	127511564	127512322	+
18587	chr15	79670932	79672082	+
18594	chr4	116463330	116464080	+
18605	chr9	33007985	33008735	+
18612	chr12	73778942	73779848	+
18619	chr15	78577469	78578855	+
18631	chr3	135401980	135403038	+
18645	chr7	19859063	19860355	+
18646	chr19	46523540	46524614	+
18657	chr11	108892689	108893923	+
18660	chr2	25167265	25168841	+
18665	chr3	84852214	84853102	+
18683	chr7	114139111	114140123	+
18692	chr2	28539119	28539881	+
18700	chr17	6172414	6173310	+
18702	chr9	21227113	21228013	+
18703	chr8	81854421	81855427	+
18712	chr15	53156262	53156890	+
18731	chr13	32992754	32993856	+
18733	chr14	118230569	118231727	+
18740	chr11	116396651	116398433	+
18754	chr3	9251215	9252287	+
18759	chr13	58471334	58472472	+
18773	chr10	127350338	127351272	+
18776	chr17	50677423	50678177	+
18795	chr17	35635370	35636126	+
18837	chr11	119384961	119385967	+
18844	chr5	147064303	147065037	+
18853	chr9	40805021	40805931	+
18854	chr1	60941490	60942386	+
18855	chr12	35770342	35771394	+
18867	chr17	79015600	79016524	+
18872	chr1	166052632	166053396	+
18900	chr17	35738975	35740733	+
18906	chr5	3497352	3498384	+
18937	chr1	182018943	182019979	+
18972	chr12	73574956	73575706	+
18977	chr1	51508802	51510266	+
18998	chr10	18922722	18923868	+
18999	chr11	97118966	97120162	+
19003	chrX	57200451	57202051	+
19019	chr2	102947534	102948324	+
19023	chr5	105353658	105354802	+
19024	chr8	120331742	120332988	+
19037	chr11	58015815	58017039	+
19044	chr1	164184483	164185109	+
19093	chr9	14906697	14907633	+
19104	chr4	120881838	120883018	+
19125	chr9	57944447	57945123	+
19136	chr12	85693547	85695597	+
19151	chr3	52278123	52278909	+
19162	chr12	17736662	17737906	+
19178	chr5	122274042	122274920	+
19212	chr9	118393817	118394859	+
19219	chr1	181151149	181152003	+
19231	chr13	37873175	37874217	+
19251	chr8	36101627	36102545	+
19257	chr14	54398725	54400315	+
19261	chr9	120190838	120191724	+
19277	chr14	121884744	121885682	+
19285	chr17	44623117	44624099	+
19307	chr6	108552155	108552905	+
19308	chr9	13562992	13563886	+
19312	chr17	12165141	12166027	+
19319	chr7	114103304	114104202	+
19322	chr15	101221234	101222110	+
19335	chr1	165188956	165190062	+
19343	chr11	90225077	90225973	+
19348	chr2	71545976	71547274	+
19356	chr7	4674147	4675037	+
19371	chr4	56864270	56865042	+
19374	chr17	63430204	63431082	+
19380	chr17	50729479	50730399	+
19399	chr3	135578612	135580052	+
19415	chr2	52524450	52525854	+
19417	chr14	118833907	118834853	+
19421	chr13	45876294	45877232	+
19430	chr9	61753736	61754418	+
19437	chr18	70543783	70544707	+
19453	chr11	87595452	87596332	+
19463	chr5	64386683	64388623	+
19484	chr3	130796245	130797123	+
19507	chr2	122380740	122381656	+
19513	chr9	31243560	31244438	+
19520	chr16	91412378	91413460	+
19528	chr18	69346562	69347756	+
19531	chr7	112237684	112239180	+
19546	chr14	67359159	67359941	+
19555	chr11	58025756	58026764	+
19561	chr17	6660739	6662117	+
19568	chr7	142351512	142352570	+
19570	chr19	11527560	11528186	+
19571	chr5	62777887	62778915	+
19604	chr15	63615978	63617124	+
19623	chr11	75414995	75416891	+
19629	chr2	79369819	79370977	+
19631	chr9	96758888	96759638	+
19642	chr2	75964941	75965565	+
19643	chr13	101711088	101711858	+
19660	chr1	61046455	61047553	+
19679	chr13	30758021	30758781	+
19693	chr13	41355475	41356777	+
19694	chr10	127525306	127527216	+
19698	chr17	31834260	31835248	+
19710	chr1	171643559	171644773	+
19714	chr8	18595804	18596572	+
19718	chr3	129534558	129535188	+
19724	chr3	126611591	126612441	+
19738	chr9	32561818	32562836	+
19748	chr11	69933967	69934719	+
19767	chr6	127333670	127334294	+
19772	chr12	69417627	69418507	+
19774	chr3	138424015	138424915	+
19820	chr17	34238749	34239939	+
19827	chr2	93976121	93977215	+
19833	chr3	88775063	88776467	+
19842	chr18	86601833	86602721	+
19843	chr5	107719412	107720208	+
19846	chr5	76947245	76948157	+
19855	chrX	36329475	36330971	+
19919	chr13	36886551	36887447	+
19923	chr2	154733967	154734599	+
19936	chr5	20702436	20703060	+
19941	chr7	75773257	75774671	+
19944	chr3	32419480	32420622	+
19962	chr1	37864352	37865030	+
19969	chr14	64885326	64886082	+
19988	chr12	51820720	51822032	+
20004	chr12	85660749	85661505	+
20019	chr19	53547599	53548629	+
20036	chr17	31827581	31828569	+
20049	chr15	96714425	96715649	+
20056	chr11	98479122	98479874	+
20064	chr13	83572532	83573032	+
20070	chr10	67610451	67611205	+
20082	chr16	57556398	57557286	+
20090	chr9	78532955	78534013	+
20091	chr12	55366721	55367471	+
20094	chr7	66661251	66662013	+
20097	chr15	5509667	5510619	+
20100	chr5	134941441	134942325	+
20107	chr12	99874180	99875600	+
20111	chr2	57122738	57123734	+
20113	chr9	13536526	13537412	+
20122	chr10	81145693	81147137	+
20125	chr7	68227255	68228301	+
20146	chr4	32349416	32350346	+
20152	chr1	135766192	135767008	+
20163	chr9	110994821	110995717	+
20177	chr3	88490452	88491344	+
20192	chr18	82489722	82491130	+
20195	chr3	145988429	145989179	+
20213	chr16	18617570	18618196	+
20231	chr11	97151356	97152134	+
20239	chr16	22461741	22462503	+
20242	chr9	85321745	85322387	+
20247	chr15	53723648	53724444	+
20275	chr4	145341715	145342341	+
20283	chr9	46168171	46169665	+
20300	chr1	72869616	72870646	+
20301	chr13	45855868	45857384	+
20313	chr13	23488000	23489058	+
20324	chr5	54098136	54098636	+
20327	chr1	134082320	134083072	+
20329	chr2	38072170	38072934	+
20334	chr16	24909354	24910116	+
20335	chr10	7942381	7943277	+
20351	chr17	47742829	47744383	+
20359	chr9	41212094	41213040	+
20360	chr4	8777516	8778650	+
20361	chr3	84546305	84547677	+
20367	chr14	121830472	121831364	+
20385	chrX	100767479	100768229	+
20402	chr16	76763882	76764634	+
20412	chr7	16023998	16025212	+
20414	chr17	35215121	35216063	+
20423	chr18	35930098	35931474	+
20424	chr2	155686966	155688210	+
20429	chr1	183179749	183180501	+
20457	chr5	53400687	53401925	+
20470	chr5	103425416	103426042	+
20475	chrX	71365774	71366830	+
20484	chr1	177428016	177428912	+
20487	chr11	88583031	88584421	+
20497	chr10	40170542	40171630	+
20498	chrX	159730850	159732842	+
20501	chr17	34329967	34330591	+
