chr_name	chromosome_id	end	id	id_0_1um_pcc	id_100um_k99a	id_10um_k99a	id_10um_pcc	id_no_peptide	start	tag_count_0_1um_pcc	tag_count_100um_k99a	tag_count_10um_k99a	tag_count_10um_pcc	tag_count_no_peptide
chr14	11	78354057	31250	0.0	0.0	0.0	31250.0	0.0	78353557	0.0	0.0	0.0	9.82	0.0
chr14	11	89827245	31253	0.0	0.0	0.0	31253.0	0.0	89826745	0.0	0.0	0.0	9.82	0.0
chr14	11	53919150	31236	0.0	0.0	0.0	31236.0	0.0	53918650	0.0	0.0	0.0	9.82	0.0
chr13	14	46469086	31208	0.0	0.0	0.0	31208.0	0.0	46468586	0.0	0.0	0.0	9.82	0.0
chr16	17	32071882	31314	0.0	0.0	0.0	31314.0	0.0	32071382	0.0	0.0	0.0	9.82	0.0
chr16	17	33407547	31317	0.0	0.0	0.0	31317.0	0.0	33407047	0.0	0.0	0.0	9.82	0.0
chr15	16	36876949	31995	0.0	0.0	0.0	31995.0	0.0	36876449	0.0	0.0	0.0	9.24	0.0
chr17	18	47204374	31363	0.0	0.0	0.0	31363.0	0.0	47203874	0.0	0.0	0.0	9.82	0.0
chr15	16	34433892	31994	0.0	0.0	0.0	31994.0	0.0	34433392	0.0	0.0	0.0	9.24	0.0
chr14	11	119013253	31991	0.0	0.0	0.0	31991.0	0.0	119012619	0.0	0.0	0.0	9.24	0.0
chr14	11	67052441	31985	0.0	0.0	0.0	31985.0	0.0	67051941	0.0	0.0	0.0	9.24	0.0
chr17	18	51782571	31367	0.0	0.0	0.0	31367.0	0.0	51781825	0.0	0.0	0.0	9.82	0.0
chr14	11	62738416	31984	0.0	0.0	0.0	31984.0	0.0	62737916	0.0	0.0	0.0	9.24	0.0
chr17	18	52131493	31368	0.0	0.0	0.0	31368.0	0.0	52130993	0.0	0.0	0.0	9.82	0.0
chr17	18	52147116	31369	0.0	0.0	0.0	31369.0	0.0	52146616	0.0	0.0	0.0	9.82	0.0
chr17	18	57186357	31370	0.0	0.0	0.0	31370.0	0.0	57185857	0.0	0.0	0.0	9.82	0.0
chr17	18	70865408	31372	0.0	0.0	0.0	31372.0	0.0	70864908	0.0	0.0	0.0	9.82	0.0
chr17	18	73054934	31373	0.0	0.0	0.0	31373.0	0.0	73054434	0.0	0.0	0.0	9.82	0.0
chr17	18	73095919	31374	0.0	0.0	0.0	31374.0	0.0	73095419	0.0	0.0	0.0	9.82	0.0
chr17	18	74808189	31376	0.0	0.0	0.0	31376.0	0.0	74807689	0.0	0.0	0.0	9.82	0.0
chr14	11	61998448	31983	0.0	0.0	0.0	31983.0	0.0	61997948	0.0	0.0	0.0	9.24	0.0
chr17	18	86851427	31379	0.0	0.0	0.0	31379.0	0.0	86850927	0.0	0.0	0.0	9.82	0.0
chr17	18	86900585	31380	0.0	0.0	0.0	31380.0	0.0	86900085	0.0	0.0	0.0	9.82	0.0
chr14	11	57884953	31981	0.0	0.0	0.0	31981.0	0.0	57884453	0.0	0.0	0.0	9.24	0.0
chr17	18	86977970	31381	0.0	0.0	0.0	31381.0	0.0	86977470	0.0	0.0	0.0	9.82	0.0
chr18	20	3393079	31383	0.0	0.0	0.0	31383.0	0.0	3392579	0.0	0.0	0.0	9.82	0.0
chr14	11	57750382	31980	0.0	0.0	0.0	31980.0	0.0	57749882	0.0	0.0	0.0	9.24	0.0
chr18	20	5320330	31384	0.0	0.0	0.0	31384.0	0.0	5319830	0.0	0.0	0.0	9.82	0.0
chr18	20	5690118	31385	0.0	0.0	0.0	31385.0	0.0	5689618	0.0	0.0	0.0	9.82	0.0
chr17	18	45616920	31361	0.0	0.0	0.0	31361.0	0.0	45616420	0.0	0.0	0.0	9.82	0.0
chr15	16	38072090	31996	0.0	0.0	0.0	31996.0	0.0	38071590	0.0	0.0	0.0	9.24	0.0
chr17	18	44717379	31360	0.0	0.0	0.0	31360.0	0.0	44716879	0.0	0.0	0.0	9.82	0.0
chr15	16	61551976	32000	0.0	0.0	0.0	32000.0	0.0	61551476	0.0	0.0	0.0	9.24	0.0
chr16	17	51926820	31321	0.0	0.0	0.0	31321.0	0.0	51926320	0.0	0.0	0.0	9.82	0.0
chr16	17	76339371	31323	0.0	0.0	0.0	31323.0	0.0	76338871	0.0	0.0	0.0	9.82	0.0
chr16	17	76449315	31324	0.0	0.0	0.0	31324.0	0.0	76448815	0.0	0.0	0.0	9.82	0.0
chr15	16	101244868	32018	0.0	0.0	0.0	32018.0	0.0	101244368	0.0	0.0	0.0	9.24	0.0
chr15	16	86386446	32013	0.0	0.0	0.0	32013.0	0.0	86385946	0.0	0.0	0.0	9.24	0.0
chr16	17	95734260	31330	0.0	0.0	0.0	31330.0	0.0	95733760	0.0	0.0	0.0	9.82	0.0
chr16	17	96372756	31331	0.0	0.0	0.0	31331.0	0.0	96372256	0.0	0.0	0.0	9.82	0.0
chr17	18	6756995	31333	0.0	0.0	0.0	31333.0	0.0	6756495	0.0	0.0	0.0	9.82	0.0
chr15	16	83669204	32009	0.0	0.0	0.0	32009.0	0.0	83668704	0.0	0.0	0.0	9.24	0.0
chrX	3	104485656	32887	0.0	0.0	0.0	32887.0	0.0	104485156	0.0	0.0	0.0	8.66	0.0
chr17	18	12750745	31337	0.0	0.0	0.0	31337.0	0.0	12750029	0.0	0.0	0.0	9.82	0.0
chr16	17	33901913	32024	0.0	0.0	0.0	32024.0	0.0	33901413	0.0	0.0	0.0	9.24	0.0
chr17	18	15108796	31340	0.0	0.0	0.0	31340.0	0.0	15108152	0.0	0.0	0.0	9.82	0.0
chr17	18	25656728	31344	0.0	0.0	0.0	31344.0	0.0	25656228	0.0	0.0	0.0	9.82	0.0
chr17	18	71987293	32824	0.0	0.0	0.0	32824.0	0.0	71986793	0.0	0.0	0.0	8.66	0.0
chr17	18	27425007	31346	0.0	0.0	0.0	31346.0	0.0	27424507	0.0	0.0	0.0	9.82	0.0
chr15	16	77886665	32005	0.0	0.0	0.0	32005.0	0.0	77886165	0.0	0.0	0.0	9.24	0.0
chrX	3	73348198	32882	0.0	0.0	0.0	32882.0	0.0	73347698	0.0	0.0	0.0	8.66	0.0
chr17	18	28922810	31348	0.0	0.0	0.0	31348.0	0.0	28922310	0.0	0.0	0.0	9.82	0.0
chr17	18	29428507	31349	0.0	0.0	0.0	31349.0	0.0	29428007	0.0	0.0	0.0	9.82	0.0
chr17	18	29917168	31350	0.0	0.0	0.0	31350.0	0.0	29916668	0.0	0.0	0.0	9.82	0.0
chr15	16	75114158	32004	0.0	0.0	0.0	32004.0	0.0	75113658	0.0	0.0	0.0	9.24	0.0
chr17	18	73253192	32825	0.0	0.0	0.0	32825.0	0.0	73252692	0.0	0.0	0.0	8.66	0.0
chr17	18	35468971	31357	0.0	0.0	0.0	31357.0	0.0	35468471	0.0	0.0	0.0	9.82	0.0
chr17	18	25605790	31343	0.0	0.0	0.0	31343.0	0.0	25605290	0.0	0.0	0.0	9.82	0.0
chr18	20	12612122	31386	0.0	0.0	0.0	31386.0	0.0	12611622	0.0	0.0	0.0	9.82	0.0
chr13	14	44797538	31205	0.0	0.0	0.0	31205.0	0.0	44797038	0.0	0.0	0.0	9.82	0.0
chr13	14	43299405	31204	0.0	0.0	0.0	31204.0	0.0	43298905	0.0	0.0	0.0	9.82	0.0
chr10	9	67802218	31029	0.0	0.0	0.0	31029.0	0.0	67801718	0.0	0.0	0.0	9.82	0.0
chr10	9	68081004	31030	0.0	0.0	0.0	31030.0	0.0	68080504	0.0	0.0	0.0	9.82	0.0
chr10	9	68254413	31031	0.0	0.0	0.0	31031.0	0.0	68253913	0.0	0.0	0.0	9.82	0.0
chr10	9	70107374	31032	0.0	0.0	0.0	31032.0	0.0	70106874	0.0	0.0	0.0	9.82	0.0
chr10	9	75221345	31033	0.0	0.0	0.0	31033.0	0.0	75220845	0.0	0.0	0.0	9.82	0.0
chr1	1	36927873	32123	0.0	0.0	0.0	32123.0	0.0	36927373	0.0	0.0	0.0	8.66	0.0
chr10	9	83198101	31040	0.0	0.0	0.0	31040.0	0.0	83197601	0.0	0.0	0.0	9.82	0.0
chr10	9	93365340	31044	0.0	0.0	0.0	31044.0	0.0	93364840	0.0	0.0	0.0	9.82	0.0
chr1	1	36327451	32122	0.0	0.0	0.0	32122.0	0.0	36326951	0.0	0.0	0.0	8.66	0.0
chrX	3	159644646	32119	0.0	0.0	0.0	32119.0	0.0	159644146	0.0	0.0	0.0	9.24	0.0
chr10	9	95303017	31046	0.0	0.0	0.0	31046.0	0.0	95302517	0.0	0.0	0.0	9.82	0.0
chr10	9	95699102	31047	0.0	0.0	0.0	31047.0	0.0	95698602	0.0	0.0	0.0	9.82	0.0
chr10	9	97332402	31048	0.0	0.0	0.0	31048.0	0.0	97331902	0.0	0.0	0.0	9.82	0.0
chr10	9	108203708	31049	0.0	0.0	0.0	31049.0	0.0	108203208	0.0	0.0	0.0	9.82	0.0
chr10	9	116435237	31051	0.0	0.0	0.0	31051.0	0.0	116434737	0.0	0.0	0.0	9.82	0.0
chr1	1	36874812	32904	0.0	0.0	0.0	32904.0	0.0	36874312	0.0	0.0	0.0	8.09	0.0
chr10	9	117901195	31057	0.0	0.0	0.0	31057.0	0.0	117900557	0.0	0.0	0.0	9.82	0.0
chr10	9	118676837	31058	0.0	0.0	0.0	31058.0	0.0	118676337	0.0	0.0	0.0	9.82	0.0
chr10	9	121293065	31061	0.0	0.0	0.0	31061.0	0.0	121292565	0.0	0.0	0.0	9.82	0.0
chr1	1	36074416	32903	0.0	0.0	0.0	32903.0	0.0	36073916	0.0	0.0	0.0	8.09	0.0
chr10	9	128870461	31063	0.0	0.0	0.0	31063.0	0.0	128869961	0.0	0.0	0.0	9.82	0.0
chr11	13	4343557	31064	0.0	0.0	0.0	31064.0	0.0	4343057	0.0	0.0	0.0	9.82	0.0
chr11	13	20585825	31071	0.0	0.0	0.0	31071.0	0.0	20585325	0.0	0.0	0.0	9.82	0.0
chr10	9	59968321	31022	0.0	0.0	0.0	31022.0	0.0	59967821	0.0	0.0	0.0	9.82	0.0
chr1	1	38652033	32124	0.0	0.0	0.0	32124.0	0.0	38651533	0.0	0.0	0.0	8.66	0.0
chr10	9	54068030	31020	0.0	0.0	0.0	31020.0	0.0	54067530	0.0	0.0	0.0	9.82	0.0
chr10	9	52424126	31019	0.0	0.0	0.0	31019.0	0.0	52423626	0.0	0.0	0.0	9.82	0.0
chr9	12	35186688	30951	0.0	0.0	0.0	30951.0	0.0	35186188	0.0	0.0	0.0	9.82	0.0
chr9	12	35254944	30952	0.0	0.0	0.0	30952.0	0.0	35254444	0.0	0.0	0.0	9.82	0.0
chr9	12	44974525	30954	0.0	0.0	0.0	30954.0	0.0	44974025	0.0	0.0	0.0	9.82	0.0
chr9	12	56173187	30958	0.0	0.0	0.0	30958.0	0.0	56172687	0.0	0.0	0.0	9.82	0.0
chr1	1	64615487	32137	0.0	0.0	0.0	32137.0	0.0	64614855	0.0	0.0	0.0	8.66	0.0
chr1	1	60543062	32135	0.0	0.0	0.0	32135.0	0.0	60542562	0.0	0.0	0.0	8.66	0.0
chr9	12	62108796	30964	0.0	0.0	0.0	30964.0	0.0	62108296	0.0	0.0	0.0	9.82	0.0
chr9	12	70133093	30971	0.0	0.0	0.0	30971.0	0.0	70132593	0.0	0.0	0.0	9.82	0.0
chr9	12	70483014	30972	0.0	0.0	0.0	30972.0	0.0	70482514	0.0	0.0	0.0	9.82	0.0
chr9	12	70652537	30973	0.0	0.0	0.0	30973.0	0.0	70652037	0.0	0.0	0.0	9.82	0.0
chr9	12	77971101	30976	0.0	0.0	0.0	30976.0	0.0	77970601	0.0	0.0	0.0	9.82	0.0
chr11	13	21132590	31072	0.0	0.0	0.0	31072.0	0.0	21132090	0.0	0.0	0.0	9.82	0.0
chr9	12	88370656	30980	0.0	0.0	0.0	30980.0	0.0	88370156	0.0	0.0	0.0	9.82	0.0
chr9	12	99559772	30985	0.0	0.0	0.0	30985.0	0.0	99559272	0.0	0.0	0.0	9.82	0.0
chr9	12	100502950	30986	0.0	0.0	0.0	30986.0	0.0	100502450	0.0	0.0	0.0	9.82	0.0
chr9	12	103433251	30987	0.0	0.0	0.0	30987.0	0.0	103432751	0.0	0.0	0.0	9.82	0.0
chr9	12	118729669	30999	0.0	0.0	0.0	30999.0	0.0	118729169	0.0	0.0	0.0	9.82	0.0
chr1	1	43145156	32128	0.0	0.0	0.0	32128.0	0.0	43144656	0.0	0.0	0.0	8.66	0.0
chr10	9	18996809	31009	0.0	0.0	0.0	31009.0	0.0	18996309	0.0	0.0	0.0	9.82	0.0
chr10	9	19716895	31010	0.0	0.0	0.0	31010.0	0.0	19716395	0.0	0.0	0.0	9.82	0.0
chr10	9	21498014	31012	0.0	0.0	0.0	31012.0	0.0	21497328	0.0	0.0	0.0	9.82	0.0
chr10	9	24591738	31013	0.0	0.0	0.0	31013.0	0.0	24591238	0.0	0.0	0.0	9.82	0.0
chr10	9	39368162	31015	0.0	0.0	0.0	31015.0	0.0	39367662	0.0	0.0	0.0	9.82	0.0
chr10	9	43738685	31017	0.0	0.0	0.0	31017.0	0.0	43738185	0.0	0.0	0.0	9.82	0.0
chr1	1	52599903	32131	0.0	0.0	0.0	32131.0	0.0	52599403	0.0	0.0	0.0	8.66	0.0
chr17	18	65944286	32060	0.0	0.0	0.0	32060.0	0.0	65943662	0.0	0.0	0.0	9.24	0.0
chr11	13	31886008	31078	0.0	0.0	0.0	31078.0	0.0	31885320	0.0	0.0	0.0	9.82	0.0
chr11	13	50109151	31085	0.0	0.0	0.0	31085.0	0.0	50108651	0.0	0.0	0.0	9.82	0.0
chr11	13	118380068	31144	0.0	0.0	0.0	31144.0	0.0	118379568	0.0	0.0	0.0	9.82	0.0
chr18	20	75287324	32075	0.0	0.0	0.0	32075.0	0.0	75286824	0.0	0.0	0.0	9.24	0.0
chr11	13	120578456	31148	0.0	0.0	0.0	31148.0	0.0	120577956	0.0	0.0	0.0	9.82	0.0
chr17	18	31265214	32810	0.0	0.0	0.0	32810.0	0.0	31264714	0.0	0.0	0.0	8.66	0.0
chr12	15	25231879	31151	0.0	0.0	0.0	31151.0	0.0	25231379	0.0	0.0	0.0	9.82	0.0
chr12	15	32010066	31154	0.0	0.0	0.0	31154.0	0.0	32009566	0.0	0.0	0.0	9.82	0.0
chr12	15	52746453	31158	0.0	0.0	0.0	31158.0	0.0	52745821	0.0	0.0	0.0	9.82	0.0
chr18	20	55081330	32070	0.0	0.0	0.0	32070.0	0.0	55080830	0.0	0.0	0.0	9.24	0.0
chr12	15	73661710	31164	0.0	0.0	0.0	31164.0	0.0	73661210	0.0	0.0	0.0	9.82	0.0
chr12	15	76545830	31167	0.0	0.0	0.0	31167.0	0.0	76545330	0.0	0.0	0.0	9.82	0.0
chr12	15	76851960	31169	0.0	0.0	0.0	31169.0	0.0	76851460	0.0	0.0	0.0	9.82	0.0
chr12	15	80840835	31173	0.0	0.0	0.0	31173.0	0.0	80840335	0.0	0.0	0.0	9.82	0.0
chr17	18	48034935	32815	0.0	0.0	0.0	32815.0	0.0	48034435	0.0	0.0	0.0	8.66	0.0
chr17	18	51485522	32816	0.0	0.0	0.0	32816.0	0.0	51485022	0.0	0.0	0.0	8.66	0.0
chr12	15	81973018	31174	0.0	0.0	0.0	31174.0	0.0	81972518	0.0	0.0	0.0	9.82	0.0
chr12	15	116051816	31190	0.0	0.0	0.0	31190.0	0.0	116051316	0.0	0.0	0.0	9.82	0.0
chr12	15	117959742	31193	0.0	0.0	0.0	31193.0	0.0	117959242	0.0	0.0	0.0	9.82	0.0
chr13	14	6001176	31194	0.0	0.0	0.0	31194.0	0.0	6000676	0.0	0.0	0.0	9.82	0.0
chr17	18	86284068	32063	0.0	0.0	0.0	32063.0	0.0	86283426	0.0	0.0	0.0	9.24	0.0
chr13	14	30665120	31198	0.0	0.0	0.0	31198.0	0.0	30664620	0.0	0.0	0.0	9.82	0.0
chr13	14	38501752	31201	0.0	0.0	0.0	31201.0	0.0	38501252	0.0	0.0	0.0	9.82	0.0
chr13	14	41600903	31202	0.0	0.0	0.0	31202.0	0.0	41600403	0.0	0.0	0.0	9.82	0.0
chr13	14	41787437	31203	0.0	0.0	0.0	31203.0	0.0	41786937	0.0	0.0	0.0	9.82	0.0
chr11	13	117691525	31143	0.0	0.0	0.0	31143.0	0.0	117691025	0.0	0.0	0.0	9.82	0.0
chr11	13	116375411	31142	0.0	0.0	0.0	31142.0	0.0	116374911	0.0	0.0	0.0	9.82	0.0
chr1	1	15799065	32901	0.0	0.0	0.0	32901.0	0.0	15798565	0.0	0.0	0.0	8.09	0.0
chr19	21	14642645	32085	0.0	0.0	0.0	32085.0	0.0	14642145	0.0	0.0	0.0	9.24	0.0
chrX	3	93284989	32112	0.0	0.0	0.0	32112.0	0.0	93284489	0.0	0.0	0.0	9.24	0.0
chr11	13	51632357	31087	0.0	0.0	0.0	31087.0	0.0	51631857	0.0	0.0	0.0	9.82	0.0
chrX	3	77612632	32111	0.0	0.0	0.0	32111.0	0.0	77612132	0.0	0.0	0.0	9.24	0.0
chr11	13	53609929	31090	0.0	0.0	0.0	31090.0	0.0	53609429	0.0	0.0	0.0	9.82	0.0
chr11	13	59213939	31099	0.0	0.0	0.0	31099.0	0.0	59213439	0.0	0.0	0.0	9.82	0.0
chrX	3	57179854	32106	0.0	0.0	0.0	32106.0	0.0	57179354	0.0	0.0	0.0	9.24	0.0
chr11	13	60872433	31100	0.0	0.0	0.0	31100.0	0.0	60871933	0.0	0.0	0.0	9.82	0.0
chr11	13	62610209	31101	0.0	0.0	0.0	31101.0	0.0	62609709	0.0	0.0	0.0	9.82	0.0
chr11	13	62654187	31102	0.0	0.0	0.0	31102.0	0.0	62653687	0.0	0.0	0.0	9.82	0.0
chr11	13	63913159	31103	0.0	0.0	0.0	31103.0	0.0	63912659	0.0	0.0	0.0	9.82	0.0
chr11	13	64041590	31104	0.0	0.0	0.0	31104.0	0.0	64041090	0.0	0.0	0.0	9.82	0.0
chr11	13	34734391	31082	0.0	0.0	0.0	31082.0	0.0	34733891	0.0	0.0	0.0	9.82	0.0
chr11	13	72804346	31109	0.0	0.0	0.0	31109.0	0.0	72803846	0.0	0.0	0.0	9.82	0.0
chrX	3	53365890	32105	0.0	0.0	0.0	32105.0	0.0	53365390	0.0	0.0	0.0	9.24	0.0
chr11	13	86738298	31121	0.0	0.0	0.0	31121.0	0.0	86737798	0.0	0.0	0.0	9.82	0.0
chr11	13	94703318	31128	0.0	0.0	0.0	31128.0	0.0	94702818	0.0	0.0	0.0	9.82	0.0
chr17	18	12778525	32803	0.0	0.0	0.0	32803.0	0.0	12778025	0.0	0.0	0.0	8.66	0.0
chr1	1	34855193	32902	0.0	0.0	0.0	32902.0	0.0	34854693	0.0	0.0	0.0	8.09	0.0
chr11	13	98866060	31133	0.0	0.0	0.0	31133.0	0.0	98865560	0.0	0.0	0.0	9.82	0.0
chr11	13	99201142	31134	0.0	0.0	0.0	31134.0	0.0	99200642	0.0	0.0	0.0	9.82	0.0
chr19	21	60576680	32100	0.0	0.0	0.0	32100.0	0.0	60576180	0.0	0.0	0.0	9.24	0.0
chr11	13	103037751	31135	0.0	0.0	0.0	31135.0	0.0	103037251	0.0	0.0	0.0	9.82	0.0
chr11	13	104428575	31137	0.0	0.0	0.0	31137.0	0.0	104428075	0.0	0.0	0.0	9.82	0.0
chr19	21	36905336	32089	0.0	0.0	0.0	32089.0	0.0	36904836	0.0	0.0	0.0	9.24	0.0
chr11	13	75728460	31115	0.0	0.0	0.0	31115.0	0.0	75727960	0.0	0.0	0.0	9.82	0.0
chr1	1	80742386	32139	0.0	0.0	0.0	32139.0	0.0	80741886	0.0	0.0	0.0	8.66	0.0
chr18	20	14675556	31387	0.0	0.0	0.0	31387.0	0.0	14675056	0.0	0.0	0.0	9.82	0.0
chr18	20	32564012	31390	0.0	0.0	0.0	31390.0	0.0	32563512	0.0	0.0	0.0	9.82	0.0
chr5	6	96134717	31653	0.0	0.0	0.0	31653.0	0.0	96134217	0.0	0.0	0.0	9.24	0.0
chr5	6	103798411	31655	0.0	0.0	0.0	31655.0	0.0	103797911	0.0	0.0	0.0	9.24	0.0
chr5	6	105289134	31656	0.0	0.0	0.0	31656.0	0.0	105288634	0.0	0.0	0.0	9.24	0.0
chr5	6	107150458	31661	0.0	0.0	0.0	31661.0	0.0	107149958	0.0	0.0	0.0	9.24	0.0
chr5	6	107295839	31663	0.0	0.0	0.0	31663.0	0.0	107295339	0.0	0.0	0.0	9.24	0.0
chr10	9	60190301	31850	0.0	0.0	0.0	31850.0	0.0	60189801	0.0	0.0	0.0	9.24	0.0
chr5	6	113156987	31667	0.0	0.0	0.0	31667.0	0.0	113156487	0.0	0.0	0.0	9.24	0.0
chr5	6	115519541	31669	0.0	0.0	0.0	31669.0	0.0	115519041	0.0	0.0	0.0	9.24	0.0
chr5	6	121189054	31675	0.0	0.0	0.0	31675.0	0.0	121188554	0.0	0.0	0.0	9.24	0.0
chr19	21	10266679	32852	0.0	0.0	0.0	32852.0	0.0	10266179	0.0	0.0	0.0	8.66	0.0
chr5	6	136412245	31680	0.0	0.0	0.0	31680.0	0.0	136411745	0.0	0.0	0.0	9.24	0.0
chr10	9	21231438	31842	0.0	0.0	0.0	31842.0	0.0	21230938	0.0	0.0	0.0	9.24	0.0
chr10	9	13024001	31839	0.0	0.0	0.0	31839.0	0.0	13023501	0.0	0.0	0.0	9.24	0.0
chr5	6	136490085	31681	0.0	0.0	0.0	31681.0	0.0	136489585	0.0	0.0	0.0	9.24	0.0
chr5	6	136539736	31682	0.0	0.0	0.0	31682.0	0.0	136539108	0.0	0.0	0.0	9.24	0.0
chr5	6	144871096	31688	0.0	0.0	0.0	31688.0	0.0	144870596	0.0	0.0	0.0	9.24	0.0
chr6	7	5293945	31689	0.0	0.0	0.0	31689.0	0.0	5293445	0.0	0.0	0.0	9.24	0.0
chr9	12	113943760	31834	0.0	0.0	0.0	31834.0	0.0	113943260	0.0	0.0	0.0	9.24	0.0
chr6	7	32785257	31692	0.0	0.0	0.0	31692.0	0.0	32784757	0.0	0.0	0.0	9.24	0.0
chr6	7	47622419	31693	0.0	0.0	0.0	31693.0	0.0	47621919	0.0	0.0	0.0	9.24	0.0
chr6	7	51633921	31694	0.0	0.0	0.0	31694.0	0.0	51633421	0.0	0.0	0.0	9.24	0.0
chr6	7	67179576	31698	0.0	0.0	0.0	31698.0	0.0	67178930	0.0	0.0	0.0	9.24	0.0
chr9	12	100679644	31831	0.0	0.0	0.0	31831.0	0.0	100679144	0.0	0.0	0.0	9.24	0.0
chr19	21	12789448	32856	0.0	0.0	0.0	32856.0	0.0	12788948	0.0	0.0	0.0	8.66	0.0
chr5	6	91749086	31651	0.0	0.0	0.0	31651.0	0.0	91748586	0.0	0.0	0.0	9.24	0.0
chr5	6	91279455	31650	0.0	0.0	0.0	31650.0	0.0	91278955	0.0	0.0	0.0	9.24	0.0
chr5	6	90338429	31649	0.0	0.0	0.0	31649.0	0.0	90337929	0.0	0.0	0.0	9.24	0.0
chr4	5	57905318	31602	0.0	0.0	0.0	31602.0	0.0	57904818	0.0	0.0	0.0	9.24	0.0
chr4	5	59925232	31603	0.0	0.0	0.0	31603.0	0.0	59924732	0.0	0.0	0.0	9.24	0.0
chr10	9	112925107	31874	0.0	0.0	0.0	31874.0	0.0	112924607	0.0	0.0	0.0	9.24	0.0
chr4	5	62676311	31604	0.0	0.0	0.0	31604.0	0.0	62675811	0.0	0.0	0.0	9.24	0.0
chr10	9	99698564	31872	0.0	0.0	0.0	31872.0	0.0	99697918	0.0	0.0	0.0	9.24	0.0
chr19	21	27970126	32858	0.0	0.0	0.0	32858.0	0.0	27969626	0.0	0.0	0.0	8.66	0.0
chr10	9	99440894	31871	0.0	0.0	0.0	31871.0	0.0	99440394	0.0	0.0	0.0	9.24	0.0
chr4	5	87953937	31606	0.0	0.0	0.0	31606.0	0.0	87953305	0.0	0.0	0.0	9.24	0.0
chr4	5	95216311	31607	0.0	0.0	0.0	31607.0	0.0	95215811	0.0	0.0	0.0	9.24	0.0
chr18	20	61375756	32839	0.0	0.0	0.0	32839.0	0.0	61375256	0.0	0.0	0.0	8.66	0.0
chr4	5	106986770	31610	0.0	0.0	0.0	31610.0	0.0	106986270	0.0	0.0	0.0	9.24	0.0
chr6	7	71747062	31699	0.0	0.0	0.0	31699.0	0.0	71746562	0.0	0.0	0.0	9.24	0.0
chr4	5	109483623	31612	0.0	0.0	0.0	31612.0	0.0	109483123	0.0	0.0	0.0	9.24	0.0
chr10	9	81580837	31860	0.0	0.0	0.0	31860.0	0.0	81580337	0.0	0.0	0.0	9.24	0.0
chr4	5	119984727	31614	0.0	0.0	0.0	31614.0	0.0	119984227	0.0	0.0	0.0	9.24	0.0
chr4	5	123555056	31616	0.0	0.0	0.0	31616.0	0.0	123554556	0.0	0.0	0.0	9.24	0.0
