chr_name	chromosome_id	end	id	id_0_1um_pcc	id_100um_k99a	id_10um_k99a	id_10um_pcc	id_no_peptide	start	tag_count_0_1um_pcc	tag_count_100um_k99a	tag_count_10um_k99a	tag_count_10um_pcc	tag_count_no_peptide
chr9	12	44562841	23470	23470.0	0.0	0.0	21657.0	0.0	44562341	22.2	0.0	0.0	21.4	0.0
chr7	8	63821878	24302	24302.0	0.0	0.0	22561.0	0.0	63821240	20.4	0.0	0.0	19.6	0.0
chr7	8	115219327	22656	22656.0	0.0	0.0	20726.0	0.0	115218827	24.1	0.0	0.0	23.1	0.0
chr10	9	57530056	17292	17292.0	0.0	0.0	14682.0	0.0	57528768	41.4	0.0	0.0	39.3	0.0
chr4	5	101171172	16005	16005.0	0.0	0.0	13272.0	0.0	101169626	46.3	0.0	0.0	43.9	0.0
chr1	1	156934338	24703	26561.0	0.0	0.0	24703.0	0.0	156933676	16.1	0.0	0.0	16.2	0.0
chr17	18	35762964	29901	29901.0	0.0	0.0	28959.0	0.0	35762332	12.3	0.0	0.0	11.6	0.0
chr5	6	141243557	29525	29525.0	0.0	0.0	28663.0	0.0	141242851	12.3	0.0	0.0	11.6	0.0
chr12	15	103347200	29778	29778.0	0.0	0.0	28859.0	0.0	103346700	12.3	0.0	0.0	11.6	0.0
chr6	7	71334191	30140	30140.0	0.0	0.0	29230.0	0.0	71333691	11.7	0.0	0.0	11.0	0.0
chr6	7	140465009	30162	30162.0	0.0	0.0	29258.0	0.0	140464377	11.7	0.0	0.0	11.0	0.0
chr10	9	89833159	30257	30257.0	0.0	0.0	29403.0	0.0	89832659	11.7	0.0	0.0	11.0	0.0
chr9	12	52060122	27677	27677.0	0.0	0.0	26691.0	0.0	52059622	14.8	0.0	0.0	13.9	0.0
chr9	12	21463347	30762	30762.0	0.0	0.0	30058.0	0.0	21462847	11.1	0.0	0.0	10.4	0.0
chr11	13	21251586	30822	30822.0	0.0	0.0	30146.0	0.0	21250916	11.1	0.0	0.0	10.4	0.0
chr1	1	131112652	30490	30490.0	0.0	0.0	29732.0	0.0	131112152	11.1	0.0	0.0	10.4	0.0
chr11	13	53759197	30832	30832.0	0.0	0.0	30155.0	0.0	53758697	11.1	0.0	0.0	10.4	0.0
chr15	16	38244974	28253	28253.0	0.0	0.0	27329.0	0.0	38244474	14.2	0.0	0.0	13.3	0.0
chr3	4	133623376	28013	28013.0	0.0	0.0	27026.0	0.0	133622876	14.2	0.0	0.0	13.3	0.0
chr4	5	141541218	33418	33418.0	0.0	0.0	33143.0	0.0	141540718	8.64	0.0	0.0	8.09	0.0
chr3	4	152354533	33373	33373.0	0.0	0.0	33088.0	0.0	152354033	8.64	0.0	0.0	8.09	0.0
chrX	3	106962600	34012	34012.0	0.0	0.0	33940.0	0.0	106962100	8.64	0.0	0.0	8.09	0.0
chr16	17	92727449	33900	33900.0	0.0	0.0	33791.0	0.0	92726949	8.64	0.0	0.0	8.09	0.0
chr4	5	49245648	33390	33390.0	0.0	0.0	33110.0	0.0	49245148	8.64	0.0	0.0	8.09	0.0
chr1	1	74155859	33222	33222.0	0.0	0.0	32918.0	0.0	74155359	8.64	0.0	0.0	8.09	0.0
chr15	16	67546260	33853	33853.0	0.0	0.0	33735.0	0.0	67545760	8.64	0.0	0.0	8.09	0.0
chr1	1	40055861	33212	33212.0	0.0	0.0	32907.0	0.0	40055361	8.64	0.0	0.0	8.09	0.0
chr6	7	142919392	33518	33518.0	0.0	0.0	33242.0	0.0	142918892	8.64	0.0	0.0	8.09	0.0
chr11	13	76011910	33723	33723.0	0.0	0.0	33526.0	0.0	76011410	8.64	0.0	0.0	8.09	0.0
chr1	1	161799045	22821	22821.0	0.0	0.0	21231.0	0.0	161798545	23.5	0.0	0.0	22.0	0.0
chr10	9	39293399	20653	20653.0	0.0	0.0	18748.0	0.0	39292609	29.6	0.0	0.0	27.7	0.0
chr4	5	59497368	34124	34124.0	0.0	0.0	34035.0	0.0	59496868	8.03	0.0	0.0	7.51	0.0
chr17	18	48458521	34416	34416.0	0.0	0.0	34332.0	0.0	48458021	8.03	0.0	0.0	7.51	0.0
chr6	7	8646482	34168	34168.0	0.0	0.0	34085.0	0.0	8645982	8.03	0.0	0.0	7.51	0.0
chr9	12	123837287	34264	34264.0	0.0	0.0	34170.0	0.0	123836787	8.03	0.0	0.0	7.51	0.0
chr19	21	18647229	31732	31732.0	0.0	0.0	31427.0	0.0	18646729	10.5	0.0	0.0	9.82	0.0
chr1	1	85799903	31086	31086.0	0.0	0.0	30499.0	0.0	85799403	10.5	0.0	0.0	9.82	0.0
chrX	3	159022192	31758	31758.0	0.0	0.0	31476.0	0.0	159021692	10.5	0.0	0.0	9.82	0.0
chr10	9	61651458	31466	31466.0	0.0	0.0	31024.0	0.0	61650958	10.5	0.0	0.0	9.82	0.0
chr15	16	99399999	31658	31658.0	0.0	0.0	31295.0	0.0	99399499	10.5	0.0	0.0	9.82	0.0
chr16	17	45124284	31668	31668.0	0.0	0.0	31318.0	0.0	45123784	10.5	0.0	0.0	9.82	0.0
chr18	20	11896673	34975	34975.0	0.0	0.0	34667.0	0.0	11896173	7.41	0.0	0.0	6.93	0.0
chr15	16	83452343	34926	34926.0	0.0	0.0	34648.0	0.0	83451843	7.41	0.0	0.0	6.93	0.0
chr1	1	13382747	31764	31764.0	0.0	0.0	31482.0	0.0	13382247	9.88	0.0	0.0	9.24	0.0
chr8	10	84520462	34721	34721.0	0.0	0.0	34538.0	0.0	84519962	7.41	0.0	0.0	6.93	0.0
chr11	13	62679122	34807	34807.0	0.0	0.0	34575.0	0.0	62678622	7.41	0.0	0.0	6.93	0.0
chr9	12	65576577	32197	32197.0	0.0	0.0	31819.0	0.0	65576077	9.88	0.0	0.0	9.24	0.0
chr6	7	47246123	32842	32842.0	0.0	0.0	32382.0	0.0	47245623	9.26	0.0	0.0	8.66	0.0
chr16	17	92793804	33126	33126.0	0.0	0.0	32793.0	0.0	92793304	9.26	0.0	0.0	8.66	0.0
chr9	12	63880300	32923	32923.0	0.0	0.0	32507.0	0.0	63879800	9.26	0.0	0.0	8.66	0.0
chr16	17	76448154	33123	33123.0	0.0	0.0	32787.0	0.0	76447654	9.26	0.0	0.0	8.66	0.0
chr10	9	95937711	32963	32963.0	0.0	0.0	32566.0	0.0	95937211	9.26	0.0	0.0	8.66	0.0
chr7	8	39651492	25258	25258.0	0.0	0.0	24021.0	0.0	39650992	18.5	0.0	0.0	17.3	0.0
chr4	5	137349530	28473	28473.0	0.0	0.0	27592.0	0.0	137349030	13.6	0.0	0.0	12.7	0.0
chr3	4	88629393	33060	34101.0	0.0	0.0	33060.0	0.0	88628893	8.03	0.0	0.0	8.09	0.0
chr2	2	10075030	32972	34058.0	0.0	0.0	32972.0	0.0	10074530	8.03	0.0	0.0	8.09	0.0
chr11	13	109106919	33556	34304.0	0.0	0.0	33556.0	0.0	109106419	8.03	0.0	0.0	8.09	0.0
chr16	17	14351637	33765	34388.0	0.0	0.0	33765.0	0.0	14351137	8.03	0.0	0.0	8.09	0.0
chr11	13	75985148	33525	34292.0	0.0	0.0	33525.0	0.0	75984648	8.03	0.0	0.0	8.09	0.0
chr10	9	120618549	33475	34278.0	0.0	0.0	33475.0	0.0	120618049	8.03	0.0	0.0	8.09	0.0
chr2	2	169425334	33029	34083.0	0.0	0.0	33029.0	0.0	169424834	8.03	0.0	0.0	8.09	0.0
chr9	12	102784528	33404	34260.0	0.0	0.0	33404.0	0.0	102784028	8.03	0.0	0.0	8.09	0.0
chr2	2	11547290	20359	22826.0	0.0	0.0	20359.0	0.0	11546638	23.5	0.0	0.0	23.7	0.0
chr10	9	81147390	16062	16062.0	0.0	0.0	13648.0	0.0	81145474	46.3	0.0	0.0	42.7	0.0
chr9	12	62058521	19329	19329.0	0.0	0.0	17424.0	0.0	62057769	34.0	0.0	0.0	31.2	0.0
chr8	10	105919805	23188	23188.0	0.0	0.0	21927.0	0.0	105919179	22.8	0.0	0.0	20.8	0.0
chr4	5	33147333	23650	23650.0	0.0	0.0	22491.0	0.0	33146693	21.6	0.0	0.0	19.6	0.0
chr5	6	115167914	14820	18036.0	0.0	0.0	14820.0	0.0	115166990	38.3	0.0	0.0	38.7	0.0
chr7	8	30453779	25972	25972.0	0.0	0.0	25269.0	0.0	30453279	17.3	0.0	0.0	15.6	0.0
chr6	7	29247673	14969	14969.0	0.0	0.0	12804.0	0.0	29245575	50.6	0.0	0.0	45.6	0.0
chr6	7	86595498	27595	27595.0	0.0	0.0	27106.0	0.0	86594802	14.8	0.0	0.0	13.3	0.0
chr9	12	21153212	27669	27669.0	0.0	0.0	27179.0	0.0	21152712	14.8	0.0	0.0	13.3	0.0
chr7	8	80835921	26345	26345.0	0.0	0.0	25789.0	0.0	80835421	16.7	0.0	0.0	15.0	0.0
chr5	6	118580395	26662	26662.0	0.0	0.0	26211.0	0.0	118579769	16.1	0.0	0.0	14.4	0.0
chr16	17	57585662	26886	26886.0	0.0	0.0	26411.0	0.0	57585036	16.1	0.0	0.0	14.4	0.0
chr6	7	144910777	28088	28088.0	0.0	0.0	27674.0	0.0	144910277	14.2	0.0	0.0	12.7	0.0
chr11	13	119382275	29748	29748.0	0.0	0.0	29455.0	0.0	119381775	12.3	0.0	0.0	11.0	0.0
chr15	16	101190562	28732	28732.0	0.0	0.0	28405.0	0.0	101190062	13.6	0.0	0.0	12.1	0.0
chr12	15	91669443	28672	28672.0	0.0	0.0	28343.0	0.0	91668943	13.6	0.0	0.0	12.1	0.0
chr17	18	31034541	30415	30415.0	0.0	0.0	30382.0	0.0	31033911	11.7	0.0	0.0	10.4	0.0
chr2	2	32181175	30024	30024.0	0.0	0.0	29770.0	0.0	32180675	11.7	0.0	0.0	10.4	0.0
chr13	14	9028312	30883	30883.0	0.0	0.0	31195.0	0.0	9027812	11.1	0.0	0.0	9.82	0.0
chr17	18	5181349	30985	30985.0	0.0	0.0	31332.0	0.0	5180849	11.1	0.0	0.0	9.82	0.0
chr1	1	131021471	30489	30489.0	0.0	0.0	30512.0	0.0	131020971	11.1	0.0	0.0	9.82	0.0
chr12	15	73654342	30873	30873.0	0.0	0.0	31163.0	0.0	73653842	11.1	0.0	0.0	9.82	0.0
chr13	14	14068655	25424	27287.0	0.0	0.0	25424.0	0.0	14068023	15.4	0.0	0.0	15.6	0.0
chr19	21	41261195	25552	27392.0	0.0	0.0	25552.0	0.0	41260695	15.4	0.0	0.0	15.6	0.0
chr19	21	46317837	25554	27394.0	0.0	0.0	25554.0	0.0	46317337	15.4	0.0	0.0	15.6	0.0
chr7	8	90068883	23441	23441.0	0.0	0.0	22568.0	0.0	90068251	22.2	0.0	0.0	19.6	0.0
chr9	12	123241699	31450	31450.0	0.0	0.0	31836.0	0.0	123241199	10.5	0.0	0.0	9.24	0.0
chr13	14	103413174	31592	31592.0	0.0	0.0	31962.0	0.0	103412534	10.5	0.0	0.0	9.24	0.0
chr3	4	146758963	31198	31198.0	0.0	0.0	31589.0	0.0	146758463	10.5	0.0	0.0	9.24	0.0
chr7	8	5085603	31340	31340.0	0.0	0.0	31728.0	0.0	5084969	10.5	0.0	0.0	9.24	0.0
chr2	2	160467957	31155	31155.0	0.0	0.0	31554.0	0.0	160467323	10.5	0.0	0.0	9.24	0.0
chr4	5	59011722	34034	34589.0	0.0	0.0	34034.0	0.0	59011222	7.41	0.0	0.0	7.51	0.0
chr7	8	143289182	34128	34710.0	0.0	0.0	34128.0	0.0	143288682	7.41	0.0	0.0	7.51	0.0
chr17	18	28482488	34321	34957.0	0.0	0.0	34321.0	0.0	28481988	7.41	0.0	0.0	7.51	0.0
chr5	6	54026570	24928	24928.0	0.0	0.0	24410.0	0.0	54025938	19.1	0.0	0.0	16.8	0.0
chr8	10	11006747	21021	23452.0	0.0	0.0	21021.0	0.0	11005967	22.2	0.0	0.0	22.5	0.0
chr3	4	60415235	20008	20008.0	0.0	0.0	18655.0	0.0	60414395	31.5	0.0	0.0	27.7	0.0
chr6	7	142863172	32093	32093.0	0.0	0.0	32409.0	0.0	142862672	9.88	0.0	0.0	8.66	0.0
chr11	13	106705252	32329	32329.0	0.0	0.0	32626.0	0.0	106704624	9.88	0.0	0.0	8.66	0.0
chr15	16	39915806	32466	32466.0	0.0	0.0	32742.0	0.0	39915306	9.88	0.0	0.0	8.66	0.0
chr1	1	53763367	31772	31772.0	0.0	0.0	32133.0	0.0	53762867	9.88	0.0	0.0	8.66	0.0
chr5	6	24724646	31986	31986.0	0.0	0.0	32317.0	0.0	24724146	9.88	0.0	0.0	8.66	0.0
chr5	6	140198700	26219	28065.0	0.0	0.0	26219.0	0.0	140198200	14.2	0.0	0.0	14.4	0.0
chr15	16	99344014	26394	28268.0	0.0	0.0	26394.0	0.0	99343388	14.2	0.0	0.0	14.4	0.0
chr2	2	18979624	32692	32692.0	0.0	0.0	32977.0	0.0	18979124	9.26	0.0	0.0	8.09	0.0
chr8	10	20124000	32892	32892.0	0.0	0.0	33314.0	0.0	20123372	9.26	0.0	0.0	8.09	0.0
chr15	16	10724140	25747	25747.0	0.0	0.0	25457.0	0.0	10723472	17.9	0.0	0.0	15.6	0.0
chr18	20	68120148	33962	33962.0	0.0	0.0	34352.0	0.0	68119648	8.64	0.0	0.0	7.51	0.0
chr15	16	51855155	33845	33845.0	0.0	0.0	34290.0	0.0	51854655	8.64	0.0	0.0	7.51	0.0
chr15	16	80934000	33860	33860.0	0.0	0.0	34296.0	0.0	80933500	8.64	0.0	0.0	7.51	0.0
chr10	9	99112063	21741	21741.0	0.0	0.0	20770.0	0.0	99111119	26.6	0.0	0.0	23.1	0.0
chr4	5	101301081	25914	25914.0	0.0	0.0	25694.0	0.0	101300581	17.3	0.0	0.0	15.0	0.0
chr12	15	99549260	26097	26097.0	0.0	0.0	25943.0	0.0	99548624	17.3	0.0	0.0	15.0	0.0
chr11	13	85454814	26078	26078.0	0.0	0.0	25915.0	0.0	85454314	17.3	0.0	0.0	15.0	0.0
chr1	1	135095805	26972	26972.0	0.0	0.0	26943.0	0.0	135094983	15.4	0.0	0.0	13.3	0.0
chr3	4	126657015	27044	27044.0	0.0	0.0	27024.0	0.0	126656189	15.4	0.0	0.0	13.3	0.0
chr1	1	171398103	26977	26977.0	0.0	0.0	26951.0	0.0	171397603	15.4	0.0	0.0	13.3	0.0
chr2	2	121788361	26589	26589.0	0.0	0.0	26511.0	0.0	121787467	16.1	0.0	0.0	13.9	0.0
chr1	1	144215396	34042	34042.0	0.0	0.0	34424.0	0.0	144214896	8.03	0.0	0.0	6.93	0.0
chr1	1	155109276	26224	26224.0	0.0	0.0	26127.0	0.0	155108464	16.7	0.0	0.0	14.4	0.0
chr10	9	122829698	23219	23219.0	0.0	0.0	22642.0	0.0	122828904	22.8	0.0	0.0	19.6	0.0
chr9	12	100388038	28607	28607.0	0.0	0.0	28773.0	0.0	100387410	13.6	0.0	0.0	11.6	0.0
chr3	4	95313044	28442	28442.0	0.0	0.0	28594.0	0.0	95312412	13.6	0.0	0.0	11.6	0.0
chr5	6	117146347	28056	28056.0	0.0	0.0	28173.0	0.0	117145717	14.2	0.0	0.0	12.1	0.0
chr5	6	142964312	24606	24606.0	0.0	0.0	24429.0	0.0	142963392	19.8	0.0	0.0	16.8	0.0
chr10	9	117988319	24365	24365.0	0.0	0.0	24093.0	0.0	117987689	20.4	0.0	0.0	17.3	0.0
chr6	7	99611163	29555	29555.0	0.0	0.0	29971.0	0.0	99610663	12.3	0.0	0.0	10.4	0.0
chr1	1	92299297	29350	29350.0	0.0	0.0	29728.0	0.0	92298797	12.3	0.0	0.0	10.4	0.0
chr8	10	61437718	29610	29610.0	0.0	0.0	30032.0	0.0	61437218	12.3	0.0	0.0	10.4	0.0
chr13	14	45968795	29801	29801.0	0.0	0.0	30245.0	0.0	45968295	12.3	0.0	0.0	10.4	0.0
chr10	9	95943162	18443	18443.0	0.0	0.0	17443.0	0.0	95942248	37.0	0.0	0.0	31.2	0.0
chr1	1	106545432	25137	25137.0	0.0	0.0	25114.0	0.0	106544648	18.5	0.0	0.0	15.6	0.0
chr17	18	35169226	30417	30417.0	0.0	0.0	31356.0	0.0	35168726	11.7	0.0	0.0	9.82	0.0
chr1	1	33566133	29978	29978.0	0.0	0.0	30480.0	0.0	33565633	11.7	0.0	0.0	9.82	0.0
chr9	12	114574315	30233	30233.0	0.0	0.0	30995.0	0.0	114573685	11.7	0.0	0.0	9.82	0.0
chr15	16	80320662	25760	25760.0	0.0	0.0	26008.0	0.0	80319884	17.9	0.0	0.0	15.0	0.0
chr12	15	118293566	30882	30882.0	0.0	0.0	31937.0	0.0	118293066	11.1	0.0	0.0	9.24	0.0
chr14	11	7827032	30906	30906.0	0.0	0.0	31967.0	0.0	7826380	11.1	0.0	0.0	9.24	0.0
chr7	8	29271147	30698	30698.0	0.0	0.0	31736.0	0.0	29270647	11.1	0.0	0.0	9.24	0.0
chr9	12	66664103	30773	30773.0	0.0	0.0	31820.0	0.0	66663425	11.1	0.0	0.0	9.24	0.0
chr14	11	61519637	30916	30916.0	0.0	0.0	31982.0	0.0	61519137	11.1	0.0	0.0	9.24	0.0
chr16	17	91355715	26493	26493.0	0.0	0.0	26861.0	0.0	91354993	16.7	0.0	0.0	13.9	0.0
chr2	2	61379340	23617	23617.0	0.0	0.0	23523.0	0.0	61378562	21.6	0.0	0.0	17.9	0.0
chr11	13	83664915	21971	24383.0	0.0	0.0	21971.0	0.0	83664055	20.4	0.0	0.0	20.8	0.0
chr3	4	9822317	26601	26601.0	0.0	0.0	26998.0	0.0	9821693	16.1	0.0	0.0	13.3	0.0
chr3	4	52319231	26607	26607.0	0.0	0.0	27003.0	0.0	52318731	16.1	0.0	0.0	13.3	0.0
chr17	18	30552511	31688	31688.0	0.0	0.0	32809.0	0.0	30551795	10.5	0.0	0.0	8.66	0.0
chr7	8	58485546	31354	31354.0	0.0	0.0	32423.0	0.0	58485046	10.5	0.0	0.0	8.66	0.0
chr5	6	32035477	27084	27084.0	0.0	0.0	27608.0	0.0	32034977	15.4	0.0	0.0	12.7	0.0
chr7	8	111109978	24306	24306.0	0.0	0.0	24470.0	0.0	111109080	20.4	0.0	0.0	16.8	0.0
chr1	1	151611371	31810	31810.0	0.0	0.0	32943.0	0.0	151610871	9.88	0.0	0.0	8.09	0.0
chr2	2	165869002	31879	31879.0	0.0	0.0	33024.0	0.0	165868502	9.88	0.0	0.0	8.09	0.0
chr3	4	108834671	31921	31921.0	0.0	0.0	33074.0	0.0	108834171	9.88	0.0	0.0	8.09	0.0
chr8	10	35725901	32134	32134.0	0.0	0.0	33319.0	0.0	35725401	9.88	0.0	0.0	8.09	0.0
chr9	12	72076237	32203	32203.0	0.0	0.0	33390.0	0.0	72075737	9.88	0.0	0.0	8.09	0.0
chr10	9	40133435	32241	32241.0	0.0	0.0	33430.0	0.0	40132935	9.88	0.0	0.0	8.09	0.0
chr15	16	80839083	32494	32494.0	0.0	0.0	33745.0	0.0	80838583	9.88	0.0	0.0	8.09	0.0
chr4	5	126958687	27544	27544.0	0.0	0.0	28155.0	0.0	126957603	14.8	0.0	0.0	12.1	0.0
chrX	3	139798949	27927	27927.0	0.0	0.0	28494.0	0.0	139798165	14.8	0.0	0.0	12.1	0.0
chr18	20	75031247	33169	33169.0	0.0	0.0	34353.0	0.0	75030747	9.26	0.0	0.0	7.51	0.0
chr9	12	59936007	28595	28595.0	0.0	0.0	29347.0	0.0	59935507	13.6	0.0	0.0	11.0	0.0
chr11	13	101262772	28657	28657.0	0.0	0.0	29442.0	0.0	101262272	13.6	0.0	0.0	11.0	0.0
chr11	13	23779471	28640	28640.0	0.0	0.0	29415.0	0.0	23778813	13.6	0.0	0.0	11.0	0.0
chr18	20	77072712	20138	20138.0	0.0	0.0	19809.0	0.0	77071704	31.5	0.0	0.0	25.4	0.0
chr7	8	98797686	26644	28545.0	0.0	0.0	26644.0	0.0	98797186	13.6	0.0	0.0	13.9	0.0
chr1	1	161761238	26487	28381.0	0.0	0.0	26487.0	0.0	161760738	13.6	0.0	0.0	13.9	0.0
chr5	6	24012825	28934	28934.0	0.0	0.0	29904.0	0.0	24012325	13.0	0.0	0.0	10.4	0.0
chr15	16	53328137	29210	29210.0	0.0	0.0	30312.0	0.0	53327637	13.0	0.0	0.0	10.4	0.0
chr17	18	84239680	29266	29266.0	0.0	0.0	30407.0	0.0	84239180	13.0	0.0	0.0	10.4	0.0
chr5	6	31725085	29492	29492.0	0.0	0.0	30724.0	0.0	31724585	12.3	0.0	0.0	9.82	0.0
chr10	9	86795523	29693	29693.0	0.0	0.0	31042.0	0.0	86795023	12.3	0.0	0.0	9.82	0.0
chr10	9	82781307	29692	29692.0	0.0	0.0	31039.0	0.0	82780807	12.3	0.0	0.0	9.82	0.0
chr16	17	32935661	29871	29871.0	0.0	0.0	31316.0	0.0	32935161	12.3	0.0	0.0	9.82	0.0
chr5	6	122205362	27075	28954.0	0.0	0.0	27075.0	0.0	122204862	13.0	0.0	0.0	13.3	0.0
chr1	1	180381197	30012	30012.0	0.0	0.0	31513.0	0.0	180380425	11.7	0.0	0.0	9.24	0.0
chrX	3	162885927	30469	30469.0	0.0	0.0	32120.0	0.0	162885265	11.7	0.0	0.0	9.24	0.0
chr2	2	18982517	26570	26570.0	0.0	0.0	27481.0	0.0	18982017	16.1	0.0	0.0	12.7	0.0
chr10	9	98897719	22956	22956.0	0.0	0.0	23329.0	0.0	98897085	23.5	0.0	0.0	18.5	0.0
chr9	12	108164513	16965	16965.0	0.0	0.0	16549.0	0.0	108163743	42.6	0.0	0.0	33.5	0.0
chr8	10	119553242	27657	27657.0	0.0	0.0	28738.0	0.0	119552474	14.8	0.0	0.0	11.6	0.0
chr5	6	67426666	27566	27566.0	0.0	0.0	28646.0	0.0	67426040	14.8	0.0	0.0	11.6	0.0
chr16	17	49983084	30971	30971.0	0.0	0.0	32783.0	0.0	49982584	11.1	0.0	0.0	8.66	0.0
