# HOMER Peaks
# Peak finding parameters:
# tag directory = /data/mm10/CD4/ChIP/H3K27Ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined
#
# total super enhancers = 621
# super enhancer stitching window = 12500
# super enhancer slope threshold = 1.00
# super enhancer slope moving window = 10
#
# total peaks = 18234
# peak size = 164
# peaks found using tags on both strands
# minimum distance between peaks = 12500
# fragment length = 164
# genome size = 2000000000
# Total tags = 47749296.0
# Total tags in peaks = 18075245.0
# Approximate IP efficiency = 37.85%
# tags per bp = 0.023430
# expected tags per peak = 3.843
# maximum tags considered per bp = 2.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 3.022510e-06
# FDR tag threshold = 16.0
# number of putative peaks = 964463
#
# input tag directory = /data/mm10/CD4/ChIP/Input/AND-CD4TCell-Input-MNase-Combined/
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 318870
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 262
#
# cmd = findPeaks /data/mm10/CD4/ChIP/H3K27Ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined -i /data/mm10/CD4/ChIP/Input/AND-CD4TCell-Input-MNase-Combined/ -style super -o /data/mm10/CD4/ChIP/H3K27Ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt -L 0
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	superEnhancer slope	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr2-25736	chr2	170103292	170267475	+	2016.1	19.055	24.000000	1.12
chr9-42377	chr9	44474678	44622901	+	2014.7	20.850	17.000000	0.96
chr5-32528	chr5	65813142	65974528	+	2008.8	13.522	19.000000	1.01
chr12-24260	chr12	99264630	99529785	+	2000.9	16.213	20.000000	0.95
chr11-69461	chr11	46277467	46487068	+	1996.0	18.724	16.000000	0.97
chr8-30457	chr8	81687266	81893690	+	1995.4	14.966	18.000000	1.08
chr2-31031	chr2	79037281	79275712	+	1976.1	18.077	22.000000	0.90
chr9-18652	chr9	13414323	13651298	+	1974.3	18.075	23.000000	0.90
chr10-38143	chr10	42817381	42968739	+	1954.7	16.657	18.000000	1.20
chr12-28628	chr12	107113533	107269611	+	1940.5	16.238	19.000000	1.03
chr7-62234	chr7	132655932	132814366	+	1939.1	18.136	16.000000	1.18
chr3-9109	chr3	52555357	52773002	+	1921.6	17.188	28.000000	0.97
chr2-65316	chr2	3566041	3773152	+	1915.8	17.049	16.000000	1.12
chr13-38840	chr13	112331474	112492327	+	1915.2	17.187	16.000000	1.20
chr11-46291	chr11	52224053	52368634	+	1912.4	14.513	19.000000	1.02
chr3-31849	chr3	95609591	95769594	+	1902.1	15.588	18.000000	0.96
chr11-50315	chr11	117240263	117357799	+	1887.6	13.265	19.000000	0.85
chr2-40513	chr2	117288029	117451866	+	1886.6	18.858	20.000000	1.01
chr8-38547	chr8	13551407	13717581	+	1866.2	19.497	16.000000	0.90
chr8-43987	chr8	122893393	123085869	+	1865.8	19.538	16.000000	1.12
chr5-52130	chr5	100471415	100675150	+	1858.8	18.748	16.000000	1.12
chr4-39269	chr4	8689731	8874206	+	1853.4	17.306	17.000000	0.96
chr13-33381	chr13	5702417	5892387	+	1818.8	17.106	16.000000	0.84
chr3-32443	chr3	103736049	103933715	+	1814.8	13.164	18.000000	1.12
chr2-73650	chr2	153161174	153364832	+	1811.9	13.317	16.000000	1.02
chr17-26366	chr17	35105764	35262998	+	1805.6	13.260	19.000000	1.08
chr5-52654	chr5	107041202	107289607	+	1798.6	12.367	16.000000	0.96
chr15-40903	chr15	85956063	86131141	+	1798.5	5.987	17.000000	0.84
chr1-39549	chr1	53761545	53911010	+	1798.4	9.164	19.000000	0.96
chr13-36153	chr13	51720245	51855830	+	1797.3	8.625	16.000000	1.39
chr18-20509	chr18	82450380	82589296	+	1790.6	7.781	17.000000	0.85
chr16-16917	chr16	49748133	49892255	+	1789.7	6.981	20.000000	1.06
chr10-38583	chr10	60249729	60411774	+	1788.0	7.841	18.000000	1.03
chr3-35879	chr3	79126823	79294557	+	1767.7	8.178	17.000000	1.03
chr8-38912	chr8	22630839	22819511	+	1767.5	8.525	16.000000	1.06
chr18-12960	chr18	80581481	80746086	+	1765.5	7.452	20.000000	0.95
chr1-48312	chr1	136524896	136738544	+	1762.6	8.670	18.000000	0.95
chr8-5659	chr8	94337822	94469247	+	1758.2	9.478	32.000000	0.86
chr6-40508	chr6	39226407	39398528	+	1756.4	5.633	17.000000	1.01
chr10-50990	chr10	40341993	40530069	+	1753.4	5.893	16.000000	0.97
chr14-35463	chr14	73079068	73260597	+	1752.2	6.268	16.000000	1.04
chr1-56614	chr1	159951934	160079823	+	1745.1	6.305	17.000000	0.90
chr11-49809	chr11	108150810	108344307	+	1739.2	6.172	19.000000	1.01
chr15-40414	chr15	81011250	81219579	+	1738.7	5.924	17.000000	1.18
chr10-20563	chr10	80558582	80714904	+	1737.2	6.267	23.000000	1.01
chr17-42271	chr17	49992738	50209374	+	1733.3	6.861	16.000000	0.84
chr8-42836	chr8	111490102	111630225	+	1730.2	5.904	16.000000	1.14
chr9-48702	chr9	41026375	41182178	+	1726.4	5.229	16.000000	0.90
chr17-26875	chr17	50441910	50685098	+	1725.9	5.701	19.000000	0.96
chr7-39212	chr7	102198852	102394438	+	1721.2	5.745	19.000000	1.02
chr11-65577	chr11	107338098	107493696	+	1716.9	5.055	17.000000	0.96
chr10-26041	chr10	68080479	68286742	+	1714.7	4.478	21.000000	0.95
chr1-34718	chr1	54785728	54945550	+	1712.3	3.982	20.000000	1.08
chr16-10413	chr16	91354814	91497803	+	1709.3	4.633	24.000000	0.95
chr17-40582	chr17	29380848	29537284	+	1707.6	5.629	16.000000	0.90
chr1-38299	chr1	183924120	184079995	+	1707.3	5.019	20.000000	1.01
chr1-49167	chr1	161659200	161832209	+	1707.1	4.848	18.000000	0.90
chr4-41845	chr4	102483665	102653149	+	1705.9	4.999	17.000000	1.03
chr13-25834	chr13	41317390	41525713	+	1702.0	5.038	18.000000	0.90
chr6-16467	chr6	41492695	41588147	+	1692.2	5.141	24.000000	0.94
chr12-38530	chr12	102581269	102713664	+	1691.1	5.971	17.000000	1.04
chr10-44597	chr10	59878860	60003923	+	1689.8	6.407	17.000000	1.03
chr1-61818	chr1	74140630	74398381	+	1686.5	7.962	16.000000	0.84
chr10-34973	chr10	93242254	93457949	+	1683.4	7.931	19.000000	0.85
chr7-36847	chr7	30939163	31113899	+	1681.1	6.907	19.000000	0.90
chr14-35038	chr14	66178871	66306894	+	1676.5	8.944	16.000000	0.96
chr11-54536	chr11	75914230	76087516	+	1674.2	8.722	18.000000	0.90
chr2-8630	chr2	29619211	29732639	+	1665.0	8.337	33.000000	0.99
chr16-22933	chr16	57378852	57586008	+	1661.2	10.691	18.000000	0.96
chr11-45320	chr11	21071333	21270359	+	1656.7	10.484	19.000000	1.18
chr2-33640	chr2	18889543	19008030	+	1645.1	10.311	21.000000	0.95
chr18-9586	chr18	65300645	65445671	+	1644.9	10.005	22.000000	0.95
chr2-20301	chr2	167686330	167859349	+	1643.6	10.273	26.000000	1.16
chr11-12611	chr11	22754739	22909666	+	1628.4	9.936	30.000000	1.11
chr11-73398	chr11	86512599	86658167	+	1627.2	9.929	16.000000	0.83
chr2-34749	chr2	58089813	58203604	+	1623.5	9.002	21.000000	0.90
chr4-48170	chr4	87921911	88170365	+	1622.7	11.504	16.000000	0.96
chr4-41727	chr4	101146384	101269347	+	1612.1	11.536	17.000000	1.03
chr8-35281	chr8	81463878	81649044	+	1610.1	9.463	17.000000	0.90
chr11-33471	chr11	98437845	98565521	+	1605.6	9.499	22.000000	0.95
chr10-37316	chr10	21780928	22000668	+	1598.8	9.757	18.000000	0.96
chr7-50722	chr7	80572326	80736959	+	1585.7	9.644	17.000000	0.96
chr13-13706	chr13	73672701	73808552	+	1584.3	8.546	23.000000	1.05
chr10-32407	chr10	21145124	21335414	+	1579.7	8.944	19.000000	0.90
chr6-17523	chr6	120006511	120209161	+	1578.3	8.430	24.000000	1.00
chr10-29828	chr10	77498571	77647666	+	1573.2	7.232	20.000000	0.95
chr11-6121	chr11	53735845	53861214	+	1573.0	6.471	37.000000	1.09
chr12-18143	chr12	82139257	82334199	+	1568.1	6.442	22.000000	1.07
chr5-47558	chr5	140151989	140332273	+	1564.0	7.985	17.000000	0.97
chr1-12758	chr1	155027892	155175494	+	1562.2	8.492	29.000000	0.86
chr2-56475	chr2	6558404	6740216	+	1561.5	8.389	17.000000	1.20
chr16-27468	chr16	92696862	92828462	+	1552.4	8.453	17.000000	0.90
chr4-40094	chr4	40757250	40911257	+	1551.1	7.622	17.000000	0.90
chr19-23997	chr19	34543466	34655748	+	1538.6	7.783	17.000000	0.96
chr9-41591	chr9	32441027	32567071	+	1534.6	8.457	17.000000	1.03
chr1-62614	chr1	87785184	87945556	+	1530.1	8.718	16.000000	0.90
chr11-16619	chr11	87662639	87770782	+	1529.5	7.487	28.000000	1.11
chr5-41029	chr5	140849063	141020713	+	1528.9	7.358	18.000000	0.96
chr4-47680	chr4	62583515	62698680	+	1524.0	5.003	16.000000	0.96
chr4-52775	chr4	155110074	155252073	+	1518.6	4.740	16.000000	1.12
chr6-43532	chr6	114772552	114938549	+	1516.7	4.053	17.000000	0.96
chr7-36065	chr7	16272352	16432461	+	1513.8	3.952	19.000000	1.09
chr3-24597	chr3	100951637	101110637	+	1513.2	5.755	20.000000	0.90
chr10-39536	chr10	79981182	80124294	+	1512.8	5.657	18.000000	1.18
chr4-15390	chr4	145177748	145324105	+	1510.2	4.812	25.000000	1.10
chr3-33178	chr3	126573469	126765313	+	1509.2	5.743	18.000000	1.27
chr13-30672	chr13	49178081	49326948	+	1509.2	5.366	17.000000	0.85
chr15-27467	chr15	100657196	100766757	+	1499.3	5.987	20.000000	0.96
chr15-42469	chr15	9504640	9649967	+	1494.9	6.128	16.000000	0.90
chr15-38629	chr15	63976053	64115790	+	1493.9	6.121	17.000000	0.96
chr9-36885	chr9	45174440	45330465	+	1487.1	5.963	18.000000	1.09
chr11-61310	chr11	58092720	58239646	+	1486.2	6.318	17.000000	0.85
chr5-51973	chr5	96855837	97025437	+	1482.4	4.497	16.000000	1.06
chr16-25515	chr16	32056785	32215591	+	1481.3	4.258	17.000000	0.90
chr11-44717	chr11	4179955	4351019	+	1478.7	4.127	19.000000	1.08
chr12-32390	chr12	86784194	86915703	+	1478.5	5.363	18.000000	1.02
chr1-37832	chr1	171882686	172027813	+	1476.7	6.070	20.000000	1.01
chr5-54524	chr5	123964450	124095722	+	1476.1	5.535	16.000000	1.12
chr12-27718	chr12	84148033	84288425	+	1473.0	5.459	19.000000	0.96
chr19-27146	chr19	29360904	29501483	+	1472.6	4.998	16.000000	1.03
chr13-34520	chr13	30654352	30848043	+	1459.5	6.018	16.000000	0.82
chr9-19687	chr9	61618854	61766294	+	1455.0	6.529	23.000000	0.86
chr8-32496	chr8	124229189	124346989	+	1453.9	6.487	18.000000	1.08
chr1-45109	chr1	51449792	51602996	+	1453.2	6.228	18.000000	1.03
chr1-60451	chr1	51996190	52169854	+	1453.0	7.576	16.000000	1.04
chr11-65782	chr11	109325802	109496613	+	1447.6	6.073	17.000000	0.90
chr7-7523	chr7	24365061	24472521	+	1443.1	5.241	33.000000	1.15
chr11-56696	chr11	104580629	104703723	+	1442.7	6.242	18.000000	1.02
chr11-34235	chr11	115403286	115537165	+	1440.9	6.172	22.000000	1.21
chr7-61166	chr7	122242248	122435427	+	1433.7	6.421	16.000000	0.83
chr2-32945	chr2	172963373	173096558	+	1428.2	6.587	22.000000	0.95
chr4-37487	chr4	133046141	133200828	+	1428.0	6.024	18.000000	1.11
chr1-21084	chr1	43445467	43565661	+	1421.8	6.034	24.000000	1.21
chr17-22714	chr17	31718889	31875762	+	1421.4	6.979	20.000000	1.08
chr6-52519	chr6	136423268	136555694	+	1419.9	6.007	16.000000	0.82
chr4-51110	chr4	135061324	135206853	+	1413.7	5.489	16.000000	0.96
chr1-8412	chr1	165763816	165868190	+	1412.1	6.020	33.000000	1.15
chr14-34231	chr14	55539220	55682457	+	1411.7	5.228	16.000000	0.90
chrX-1511	chrX	167067945	167234023	+	1405.0	6.098	26.000000	1.04
chr1-27512	chr1	85641320	85778813	+	1402.7	6.632	22.000000	1.00
chr9-37830	chr9	63641326	63760054	+	1400.0	5.837	18.000000	0.96
chr15-25279	chr15	60087420	60195389	+	1397.0	6.086	20.000000	0.90
chr18-22621	chr18	60700950	60866602	+	1394.9	6.117	16.000000	0.96
chr2-16782	chr2	31060425	31185103	+	1390.0	5.056	27.000000	0.93
chr15-37032	chr15	27481907	27642180	+	1385.8	6.582	17.000000	1.18
chr12-38420	chr12	102270767	102397960	+	1383.6	6.226	17.000000	1.09
chr6-37435	chr6	108435810	108605541	+	1380.8	6.580	18.000000	1.18
chr5-23487	chr5	140556928	140663938	+	1380.2	6.710	22.000000	0.90
chr16-3494	chr16	95701982	95876028	+	1379.0	8.123	34.000000	1.00
chr10-14710	chr10	93066011	93228943	+	1368.9	7.880	26.000000	1.11
chr8-33347	chr8	14931639	15042648	+	1368.0	8.434	17.000000	1.04
chr3-37890	chr3	106447253	106573756	+	1363.1	8.288	17.000000	1.08
chr19-19634	chr19	5784740	5898606	+	1360.4	8.997	18.000000	0.96
chr10-41614	chr10	122697393	122830944	+	1348.2	8.947	18.000000	0.96
chr15-36602	chr15	6519254	6627213	+	1345.2	7.415	17.000000	0.90
chr6-42529	chr6	90653254	90809870	+	1340.2	7.436	17.000000	0.96
chr8-42449	chr8	105594049	105758965	+	1338.1	6.730	16.000000	1.12
chr11-75254	chr11	103130769	103289797	+	1333.9	8.119	16.000000	0.90
chr3-21680	chr3	101191154	101312487	+	1332.9	5.803	21.000000	0.90
chr2-58786	chr2	35405847	35510094	+	1330.7	5.339	17.000000	1.04
chr14-34578	chr14	60688947	60785207	+	1329.7	4.804	16.000000	1.04
chr9-44989	chr9	96322314	96453097	+	1328.5	4.670	17.000000	1.14
chr7-38365	chr7	80287542	80458470	+	1318.6	5.502	19.000000	1.09
chr3-43417	chr3	100458566	100584820	+	1318.4	5.711	16.000000	1.11
chr5-14884	chr5	62680856	62868038	+	1317.7	5.364	25.000000	0.97
chr7-42870	chr7	58655682	58795878	+	1315.5	6.291	18.000000	0.96
chr5-16969	chr5	72711713	72869313	+	1314.1	6.847	24.000000	1.01
chr3-42435	chr3	88484017	88636681	+	1305.6	4.957	16.000000	0.84
chr11-68929	chr11	32522720	32625930	+	1303.5	4.946	16.000000	1.04
chr7-14774	chr7	83564844	83687787	+	1303.1	6.072	27.000000	0.97
chr6-48756	chr6	83380514	83508478	+	1297.3	5.821	16.000000	0.97
chr5-40635	chr5	137596350	137758687	+	1293.3	5.902	18.000000	1.20
chr6-12297	chr6	113623679	113749658	+	1293.1	4.389	27.000000	0.98
chr12-45840	chr12	107874111	108006013	+	1292.9	4.066	16.000000	0.90
chr19-24323	chr19	41827215	42042494	+	1286.5	4.018	17.000000	0.83
chr3-17776	chr3	9751308	9899899	+	1285.5	2.963	22.000000	0.90
chr10-48366	chr10	127055543	127171160	+	1283.7	2.220	17.000000	0.96
chr2-68007	chr2	32485373	32571637	+	1283.0	2.209	16.000000	0.96
chr15-45212	chr15	67086691	67181477	+	1282.6	2.598	16.000000	0.84
chr11-23671	chr11	106083674	106217710	+	1282.4	1.623	25.000000	1.29
chr8-29606	chr8	46814721	46949944	+	1282.1	1.528	18.000000	0.96
chr4-12352	chr4	150486274	150626273	+	1281.8	1.892	27.000000	0.93
chr6-38180	chr6	124656098	124782935	+	1281.7	1.822	18.000000	0.96
chr17-21715	chr17	6722973	6835755	+	1279.6	1.842	20.000000	1.01
chr18-9359	chr18	49978727	50098716	+	1278.1	2.158	22.000000	0.94
chr12-37185	chr12	80198726	80369951	+	1277.7	2.159	17.000000	1.04
chr1-56033	chr1	143808098	144010610	+	1273.9	2.506	17.000000	0.90
chr5-34289	chr5	122202159	122317880	+	1273.6	3.401	19.000000	0.95
chr5-53146	chr5	112219944	112348881	+	1273.1	3.025	16.000000	0.89
chr11-9059	chr11	11497682	11588767	+	1271.3	3.292	33.000000	1.12
chr19-28663	chr19	53118504	53259622	+	1270.9	3.269	16.000000	0.96
chr2-22801	chr2	167887944	168006208	+	1268.9	2.953	25.000000	0.97
chr11-17123	chr11	115563920	115717919	+	1264.2	2.918	28.000000	1.05
chr15-12089	chr15	73089832	73188181	+	1264.0	3.021	26.000000	0.99
chr12-35338	chr12	28766978	28908549	+	1261.2	2.831	17.000000	1.11
chr17-41344	chr17	34086741	34206768	+	1260.8	2.943	16.000000	0.96
chr8-40707	chr8	72106074	72222108	+	1258.8	3.159	16.000000	1.44
chr11-70337	chr11	54683434	54828841	+	1258.6	2.736	16.000000	0.84
chr11-43942	chr11	115119746	115248196	+	1257.6	3.555	20.000000	1.02
chr19-14423	chr19	34162633	34313613	+	1256.7	3.880	21.000000	1.10
chr2-54831	chr2	158648666	158751162	+	1255.8	3.968	18.000000	0.96
chr9-11408	chr9	107521303	107651493	+	1252.7	3.959	28.000000	1.06
chr1-62460	chr1	86391326	86529852	+	1250.1	4.657	16.000000	1.04
chr6-41463	chr6	65508038	65672947	+	1245.7	5.255	17.000000	1.03
chr1-59431	chr1	36224414	36347815	+	1241.2	5.689	16.000000	0.89
chr13-8001	chr13	20089975	20252693	+	1240.4	6.239	27.000000	1.09
chr3-33346	chr3	131085131	131235917	+	1238.4	6.736	18.000000	0.90
chr13-33676	chr13	13514938	13616356	+	1234.6	6.412	16.000000	0.96
chr9-22457	chr9	66544989	66690217	+	1230.5	6.246	22.000000	1.01
chr13-34918	chr13	37518866	37698964	+	1227.5	5.662	16.000000	0.89
chr8-11508	chr8	117224752	117386780	+	1223.7	7.873	26.000000	1.49
chr17-35430	chr17	34870447	35065279	+	1218.0	8.316	17.000000	1.35
chr6-39198	chr6	143051538	143198611	+	1217.1	8.028	18.000000	1.09
chr1-29838	chr1	13214664	13390211	+	1213.5	7.687	21.000000	0.95
chr4-13407	chr4	129731805	129840947	+	1212.1	7.204	26.000000	0.94
chr14-35632	chr14	74797276	74954262	+	1199.9	6.808	16.000000	0.96
chr7-26027	chr7	75760492	75893354	+	1195.6	6.960	22.000000	0.95
chr4-25705	chr4	6838384	6991632	+	1193.3	7.125	20.000000	0.90
chr15-42773	chr15	25805786	25943722	+	1191.0	6.460	16.000000	1.04
chr11-69846	chr11	51820740	51974378	+	1190.4	6.323	16.000000	1.11
