!Series_title	"T cell gene expression profile"
!Series_geo_accession	"GSE5960"
!Series_status	"Public on Oct 04 2006"
!Series_submission_date	"Oct 03 2006"
!Series_last_update_date	"Jan 08 2014"
!Series_pubmed_id	"17028589"
!Series_summary	"compare gene expression profiles between normal and anergic T cells and identify upregulated genes in anergic T cells"
!Series_summary	"Keywords: cell type comparison"
!Series_overall_design	"RNA from normal Th1 T cell clone and anergic Th1 T cell clone made anergic by plate-bound anti-CD3 antibody were isolated and amplified for microarray analysis"
!Series_type	"Expression profiling by array"
!Series_contributor	"Reinhard,,Marks"
!Series_contributor	"Allen,,Ho"
!Series_contributor	"Thomas,,Gajewski"
!Series_contributor	"Yuanyuan,,Zha"
!Series_sample_id	"GSM138549 GSM138550 GSM138551 GSM138552 "
!Series_contact_name	"yuanyuan,,zha"
!Series_contact_email	"yzha@uchicago.edu"
!Series_contact_phone	"772-702-4812"
!Series_contact_fax	"773-702-7195"
!Series_contact_department	"Department of Pathology"
!Series_contact_institute	"University of Chicago"
!Series_contact_address	"910 E. 58th St. MKL051"
!Series_contact_city	"Chicago"
!Series_contact_state	"IL"
!Series_contact_zip/postal_code	"60637"
!Series_contact_country	"USA"
!Series_platform_id	"GPL81"
!Series_platform_taxid	"10090"
!Series_sample_taxid	"10090"
!Series_relation	"BioProject: http://www.ncbi.nlm.nih.gov/bioproject/PRJNA97425"

!Sample_title	"Control1"	"Anergic1"	"Control2"	"Anergic2"
!Sample_geo_accession	"GSM138549"	"GSM138550"	"GSM138551"	"GSM138552"
!Sample_status	"Public on Oct 04 2006"	"Public on Oct 04 2006"	"Public on Oct 04 2006"	"Public on Oct 04 2006"
!Sample_submission_date	"Oct 03 2006"	"Oct 03 2006"	"Oct 03 2006"	"Oct 03 2006"
!Sample_last_update_date	"Oct 03 2006"	"Oct 03 2006"	"Oct 03 2006"	"Oct 03 2006"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"Th1 T cell"	"anergic Th1 T cell clone"	"Th1 T cell"	"anergic Th1 T cell clone"
!Sample_organism_ch1	"Mus musculus"	"Mus musculus"	"Mus musculus"	"Mus musculus"
!Sample_characteristics_ch1	"control CD4 T Cell clone"	"anergized CD4 T cell clone"	"control CD4 T Cell clone"	"anergized CD4 T cell clone"
!Sample_molecule_ch1	"polyA RNA"	"polyA RNA"	"polyA RNA"	"polyA RNA"
!Sample_extract_protocol_ch1	"total RNA was extracted using Trizol  method (Invitrogen)"	"total RNA was extracted using Trizol  method (Invitrogen)"	"total RNA was extracted using Trizol  method (Invitrogen)"	"total RNA was extracted using Trizol  method (Invitrogen)"
!Sample_label_ch1	"biotin"	"biotin"	"biotin"	"biotin"
!Sample_label_protocol_ch1	"Approximately 8 µg of total RNA was processed to produce biotinylated cRNA targets."	"Approximately 8 µg of total RNA was processed to produce biotinylated cRNA targets."	"Approximately 8 µg of total RNA was processed to produce biotinylated cRNA targets."	"Approximately 8 µg of total RNA was processed to produce biotinylated cRNA targets."
!Sample_taxid_ch1	"10090"	"10090"	"10090"	"10090"
!Sample_hyb_protocol	"standard Affymetrix procedures"	"standard Affymetrix procedures"	"standard Affymetrix procedures"	"standard Affymetrix procedures"
!Sample_scan_protocol	"standard Affymetrix procedures"	"standard Affymetrix procedures"	"standard Affymetrix procedures"	"standard Affymetrix procedures"
!Sample_description	"we are interested in which genes are upregulated during T cell anergy. Thus, RNA from normal quiescent T cell clones were extracted to be compared to RNA extracted from anergic T cell clones"	"we are interested in which genes are upregulated during T cell anergy. Thus,RNA from normal quiescent T cell clones were extracted to be compared to RNA extracted from anergic T cell clones"	"we are interested in which genes are upregulated during T cell anergy. Thus, RNA from normal quiescent T cell clones were extracted to be compared to RNA extracted from anergic T cell clones"	"we are interested in which genes are upregulated during T cell anergy. Thus, RNA from normal quiescent T cell clones were extracted to be compared to RNA extracted from anergic T cell clones"
!Sample_data_processing	"Affymetrix Microarray Suite 4.0"	"Affymetrix Microarray Suite 4.0"	"Affymetrix Microarray Suite 4.0"	"Affymetrix Microarray Suite 4.0"
!Sample_platform_id	"GPL81"	"GPL81"	"GPL81"	"GPL81"
!Sample_contact_name	"yuanyuan,,zha"	"yuanyuan,,zha"	"yuanyuan,,zha"	"yuanyuan,,zha"
!Sample_contact_email	"yzha@uchicago.edu"	"yzha@uchicago.edu"	"yzha@uchicago.edu"	"yzha@uchicago.edu"
!Sample_contact_phone	"772-702-4812"	"772-702-4812"	"772-702-4812"	"772-702-4812"
!Sample_contact_fax	"773-702-7195"	"773-702-7195"	"773-702-7195"	"773-702-7195"
!Sample_contact_department	"Department of Pathology"	"Department of Pathology"	"Department of Pathology"	"Department of Pathology"
!Sample_contact_institute	"University of Chicago"	"University of Chicago"	"University of Chicago"	"University of Chicago"
!Sample_contact_address	"910 E. 58th St. MKL051"	"910 E. 58th St. MKL051"	"910 E. 58th St. MKL051"	"910 E. 58th St. MKL051"
!Sample_contact_city	"Chicago"	"Chicago"	"Chicago"	"Chicago"
!Sample_contact_state	"IL"	"IL"	"IL"	"IL"
!Sample_contact_zip/postal_code	"60637"	"60637"	"60637"	"60637"
!Sample_contact_country	"USA"	"USA"	"USA"	"USA"
!Sample_supplementary_file	"NONE"	"NONE"	"NONE"	"NONE"
!Sample_data_row_count	"12488"	"12488"	"12488"	"12488"
!series_matrix_table_begin
"ID_REF"	"GSM138549"	"GSM138550"	"GSM138551"	"GSM138552"
"100156_at"	564.8	438.3	388.3	444.8
"100213_f_at"	24465.2	17281.9	32960.8	22053.4
"100225_f_at"	277.7	234.6	241.9	260.7
"100272_at"	6.8	5.8	12.7	15.3
"100277_at"	573.9	797.4	598.1	669.1
"100278_at"	39.2	64.4	41.5	39.1
"100279_at"	20.7	19.5	25.7	29.2
"100280_at"	75.8	59	111.2	117.7
"100281_at"	24.2	40.5	23.8	15.8
"100282_at"	224.4	130.4	193.4	224.1
"100283_at"	20.4	21	41.9	48.7
"100284_at"	13	14.9	14	32.5
"100285_at"	10.1	11.4	7.3	10.9
"100286_at"	117.7	240.6	197	242.5
"100287_at"	60.4	32.3	52.9	41.6
"100289_at"	592.3	602.7	1277.4	918.6
"100290_f_at"	239.6	158.9	132	107.9
"100291_at"	233.8	204.3	303.2	333.1
"100292_at"	3840.4	3112	2778.4	2679.2
"100293_at"	106.3	96.7	224.3	195.9
"100294_at"	129.4	37.2	7.5	17.2
"100295_at"	278.4	127.2	308.7	361.3
"100296_at"	248.6	159	258.4	272.6
"100297_at"	541.7	715.4	839.4	784
"100298_at"	579.2	439	531.7	522.4
"100299_f_at"	25.1	25	26.6	61.4
"100300_at"	78.3	20	151.5	81.4
"100301_at"	20.3	10.2	12.4	26.7
"100302_at"	124.7	149.9	136.5	114.5
"100303_at"	120.9	155.6	275.4	255.6
"100304_at"	305.8	268.6	593.2	508.3
"100305_g_at"	193.4	198	172.6	228.6
"100306_at"	285.7	227.7	275.1	139
"100307_at"	73.2	98.3	112.7	147.3
"100308_at"	41	12.2	20.2	83.9
"100309_at"	8.2	7.7	9.8	20.3
"100311_f_at"	4.3	3.7	4.2	7.5
"100313_at"	23.2	51.8	97.6	100.4
"100314_f_at"	15.3	11.2	17.8	16.1
"100315_at"	30.7	82	104	209.9
"100317_at"	50.8	36.3	75.5	79.6
"100318_at"	1042	390.7	732.8	489.7
"100319_at"	18	5.1	38	11.6
"100320_at"	76.6	166	143.9	169.1
"100321_f_at"	51.2	42.5	89.5	87.2
"100322_at"	160	128.8	100.7	93.3
"100323_at"	1330.2	997.8	1416.6	1153.9
"100324_g_at"	149.7	79.1	275.6	196.6
"100325_at"	2419.7	1712.8	2600.7	1365.5
"100326_f_at"	159.6	76.1	169.5	165.3
"100327_at"	128.5	120.6	345.6	344.8
"100328_s_at"	98.4	81.2	166.6	144.8
"100329_at"	11.1	9.4	17.9	14.1
"100330_at"	4.3	2.4	3.3	3.7
"100331_g_at"	2494	4005.5	3458.2	3433.9
"100332_s_at"	1063.2	608.9	794.2	507.5
"100333_at"	71.9	55.1	192.5	122.4
"100334_f_at"	24.4	18.1	12.1	25.2
"100335_at"	131.2	33.4	161	91.3
"100336_s_at"	236.4	126.6	382.3	214.6
"100337_at"	19.1	21.6	20.2	16
"100338_s_at"	179	159.5	219	193.2
"100339_at"	37.5	22.3	63.4	28.6
"100340_at"	8	2.6	24.5	4.4
"100341_g_at"	58.6	22	30.8	30.2
"100342_i_at"	3419.2	3665.1	2280.4	2908.2
"100343_f_at"	4065.7	4485.8	3366	3627.9
"100344_at"	867	521.1	1281.6	949.2
"100345_f_at"	6191.6	11770.9	3083.8	11355.5
"100346_at"	74.5	23.1	76.9	34.7
"100347_at"	21.4	11	21.7	29
"100348_at"	12.9	4.6	915.8	814.6
"100349_at"	43.6	18.5	30.3	128.4
"100350_at"	4.7	4.1	7.8	15.1
"100351_f_at"	20.7	18.7	140.4	95.5
"100352_at"	60	13.9	77.9	122.8
"100353_g_at"	347.1	694.7	736.6	831.9
"100354_at"	3.7	3.5	4.2	4.6
"100355_g_at"	19.6	5	32.8	18.1
"100356_at"	21.1	17.8	19.5	26.7
"100357_g_at"	174.5	193	333.7	278.8
"100358_s_at"	171	62.9	100.2	134.1
"100359_at"	70.8	15	56.6	76.7
"100360_f_at"	266.6	264.4	570.9	418.1
"100361_f_at"	90.6	62.1	88.6	76
"100362_f_at"	40.1	134.8	206.4	253.8
"100363_at"	9.1	5.7	15.1	7.5
"100364_at"	12.7	13.2	16.4	17.1
"100365_at"	14.4	27.3	13	69.3
"100366_at"	284	178.9	408.9	366.9
"100367_g_at"	221	155.6	388.1	261.5
"100368_at"	89.6	64.4	96.7	44.9
"100369_at"	363.7	624.4	368	653.5
"100370_at"	182.9	114.4	201.3	202.3
"100371_at"	110.7	79.2	105.8	74.5
"100372_at"	83.8	4.5	117.9	99
"100373_at"	94.9	69.1	72.8	77.7
"100374_at"	12.5	5.4	12.8	17.2
"100375_i_at"	10.7	7.5	8.5	6.7
"100376_f_at"	122.1	138.8	183.2	230.7
"100377_f_at"	9.5	22.8	155.6	35
"100378_at"	34	23	68.9	58.7
"100379_f_at"	3333	2851.6	8726.7	2994.7
"100380_at"	2548.1	2395.6	2289.7	1982
"100381_at"	10.4	8.7	7.4	12.4
"100382_at"	10.6	6.8	14.4	11.6
"100383_at"	69.9	71.9	146.8	135.5
"100384_at"	16.2	7.9	14.9	11.9
"100385_at"	525.6	369.7	482.6	463.6
"100386_at"	30.6	22.3	42.7	44
"100387_f_at"	4.5	4.7	3.1	27.8
"100388_at"	35.9	20.9	83.1	36.7
"100389_at"	82	275.4	163.3	401.8
"100390_s_at"	113.5	56.4	44	103.7
"100391_at"	30	9.6	33	42.2
"100392_at"	389.6	179.9	380.2	334.3
"100393_at"	11.5	64.5	48.8	56.7
"100394_at"	28.9	22.6	38.4	30.2
"100395_at"	61.8	22	47	33.3
"100396_i_at"	52.6	82.6	142	186.4
"100397_at"	20.5	58.7	99.2	36.6
"100398_at"	140.3	92.8	127.4	121.9
"100400_at"	169.3	379.5	300.1	305.2
"100401_at"	703.9	627.5	751.9	605
"100402_f_at"	4.8	39.8	83.7	8.3
"100403_at"	20.2	17.1	19.9	16.3
"100404_at"	1105.1	783.7	1733.6	1208.2
"100405_at"	85.9	268.4	190.2	176.9
"100406_at"	251.9	195.8	417.2	274.5
"100407_at"	321.5	392.1	394.1	354.7
"100408_at"	193	150.9	246.6	164.7
"100409_at"	229.1	216	248.9	249.6
"100410_at"	463.4	372.6	288.8	291.3
"100411_at"	1.8	1.2	1.4	1.6
"100412_g_at"	19.6	61.4	74.6	34
"100413_at"	807.2	877.2	844.8	849.2
"100414_s_at"	19.7	4.6	13.5	9.9
"100415_at"	96.5	78.7	115.3	118.5
"100416_at"	6.4	11.9	16.7	16.8
"100417_at"	120.6	66	202.1	117.6
"100418_at"	1319.5	2072.4	2216.4	2068.3
"100420_at"	51.4	73.7	85	143.7
"100421_at"	258	150.5	406.4	425.8
"100422_i_at"	2298	3955.5	1740.3	4229.3
"100423_f_at"	1235	2759.8	1251.8	2605.4
"100424_at"	361.9	256.2	295.7	207
"100425_at"	629.6	406.8	736.2	618.5
"100426_s_at"	12.6	5.6	15.1	8.1
"100427_at"	34.7	40	50.5	49.6
"100428_at"	103.8	130.7	226.2	186.2
"100429_at"	233.9	278.7	286.3	226
"100430_at"	43.2	61.6	105.3	122.2
"100431_at"	45.5	1.7	4.5	22.6
"100432_f_at"	16.5	6.4	52.2	56.4
"100433_r_at"	274.2	225.1	302.4	308.8
"100434_s_at"	25.3	12.3	45.4	25.5
"100435_at"	11.4	21.4	15.8	19.2
"100436_at"	3.8	20.3	3.1	3.8
"100437_g_at"	267.3	180.6	249.9	114.6
"100438_at"	172.8	136.8	40.3	142
"100439_i_at"	117.4	187.6	226.6	172.7
"100440_f_at"	325.9	325	801.2	635.5
"100441_s_at"	34.9	13.4	14.5	18.6
"100442_at"	439.8	300	474.3	383.1
"100443_at"	223	197.6	240.5	182.4
"100444_at"	1215	1751.2	708	1270.4
"100445_f_at"	3.6	3.7	7.4	2.8
"100446_r_at"	4016.8	3553.5	3899.2	2977
"100447_at"	63	54.9	194.4	77.3
"100448_at"	220.4	179.8	452	477.2
"100449_g_at"	85.2	53.2	45.7	122.8
"100450_r_at"	162.5	128.3	60.3	263.8
"100451_at"	567.5	449.7	516.7	452.4
"100452_at"	132.7	152.2	322.6	234
"100453_at"	236.1	330.4	287.4	298.9
"100454_at"	107.5	97.5	226.3	142.7
"100455_at"	4.9	7.7	48.3	19.8
"100457_at"	827.6	1425.2	1062.9	1266.9
"100458_at"	58.2	32.8	52.2	55.4
"100459_at"	487.2	452.7	784.2	913
"100460_at"	326.7	366	565.6	485.5
"100461_at"	1820.9	1706.2	1581.7	1276.7
"100462_at"	427.9	259.5	410.3	277.3
"100463_at"	9.4	11.7	17.2	12.4
"100464_at"	276.5	184.4	347.9	161.8
"100465_i_at"	41.6	35.5	18.2	11.2
"100466_f_at"	476.1	388.6	602.8	549.4
"100467_at"	19.1	10.9	38	23.3
"100468_g_at"	15.2	43.9	73.4	30.5
"100469_at"	388	239.8	625.3	529.8
"100470_at"	81.6	78.6	135.3	78.6
"100471_at"	7	28.4	12.4	6.6
"100472_at"	28.6	25.7	19.3	8.8
"100473_at"	629	805.1	1008.3	662.1
"100474_at"	48.4	31.6	46.7	43.6
"100475_at"	1058.6	578.3	857.2	497.4
"100476_at"	5.9	5.5	7.8	13.2
"100477_at"	55.9	103.2	142	93.3
"100479_at"	78	168.1	139.4	291.5
"100481_at"	78	76.4	179.5	113.4
"100482_at"	1679.9	1794.1	1555	1376.9
"100483_at"	372.7	596.9	606.6	906.3
"100484_at"	44.9	27	57.9	49.9
"100486_at"	699.9	1786.1	1054.7	1728.8
"100488_at"	1097.5	1322.5	1289.3	1558.5
"100489_at"	1334.1	839	1293.9	803.5
"100491_at"	76.8	78.1	115.6	90.4
"100492_at"	1627.9	1128.6	1457.4	1013
"100493_at"	19.9	19.6	25.6	16.8
"100494_at"	16.9	72.4	24.1	85.5
"100495_at"	429.6	457.6	273.5	589.3
"100496_at"	11.5	6.4	13	5.2
"100497_at"	24.4	17.4	15.4	28.8
"100498_g_at"	74.9	11.8	37.4	29.7
"100499_at"	111.1	51.9	93.5	71.4
"100500_at"	258.1	275.8	204.7	342.8
"100501_at"	11.2	8.9	17.9	18.9
"100502_at"	17.4	10.8	48.6	20.2
"100505_at"	2.7	7.2	22.5	9.1
"100507_at"	24	18.7	23.6	24.8
"100508_at"	1553.5	1436.5	1060.6	1755.1
"100509_at"	1976.9	3569	1671	3202.7
"100510_at"	235.1	274.4	286.2	335.1
"100511_at"	6607.6	6032.3	5490.1	6208.6
"100512_at"	347.1	397.4	410.2	468.3
"100513_at"	372.4	419.7	344.6	302.5
"100514_at"	792.6	1961.1	1296.5	1357.6
"100515_at"	1642.4	1368.9	2297.1	1541
"100516_at"	305.9	195.2	452	258.4
"100518_at"	83.7	40.2	92.2	160.9
"100521_at"	176.9	161.9	321.1	358.6
"100522_s_at"	1117.4	1162.6	1045.2	786.2
"100523_r_at"	323.4	270.7	309.6	208.9
"100525_at"	921.1	712.3	846.2	668.7
"100526_f_at"	24.1	39	61.9	59.8
"100527_at"	903.6	1408.8	1010.3	1231.4
"100528_at"	665.7	1094.3	1038.2	1469.5
"100529_at"	594.7	975.3	796	1232.7
"100530_at"	1798.8	2487.8	996.4	1814.7
"100533_s_at"	317.1	222.3	433.9	326.7
"100534_at"	1766	1133.8	1521.9	1116.7
"100535_at"	797.1	387.5	407.7	336.4
"100536_at"	4.1	2.7	9.1	5.2
"100537_at"	10	7.5	16.4	11.8
"100538_at"	5910.4	5551.1	2489.6	2136.2
"100539_at"	3092.6	6166	2333.4	5770.8
