id	chr_name	start	end	chromosome_id	tag_count_no_peptide	id_no_peptide	tag_count_1um_k99a	id_1um_k99a	tag_count_1um_pcc	id_1um_pcc
353	chr16	91440434	91453500	17	326.3	353	381.9	458.0	344.7	639.0
354	chr12	102364353	102376885	15	325.9	354	389.8	441.0	378.3	527.0
355	chr15	60094036	60107504	16	325.4	355	430.4	342.0	46.9	14692.0
356	chr11	4197879	4209923	13	325.2	356	370.9	491.0	483.3	309.0
358	chr5	121099983	121115827	6	324.4	358	258.2	1055.0	189.5	1939.0
360	chr13	51773543	51789865	14	324.0	360	272.5	952.0	250.6	1179.0
363	chr17	84301618	84314230	18	322.9	363	445.0	317.0	301.0	832.0
364	chr15	81295278	81307616	16	322.9	364	308.4	724.0	227.4	1429.0
366	chr1	36258759	36269807	1	321.7	366	436.4	329.0	308.7	792.0
368	chr14	40950525	40961207	11	321.3	368	348.9	558.0	640.9	174.0
369	chr11	46080437	46092831	13	321.1	369	415.1	374.0	505.5	273.0
371	chr7	132766347	132778805	8	320.6	371	390.9	437.0	527.3	246.0
372	chr8	119825146	119837334	10	320.4	372	369.6	495.0	585.4	195.0
374	chr12	16004808	16015748	15	320.0	374	486.4	254.0	493.2	288.0
377	chr19	53178916	53191774	21	318.7	377	403.9	405.0	446.5	381.0
379	chr1	43533842	43546502	1	317.9	379	439.3	324.0	471.9	332.0
381	chr16	10768000	10778590	17	316.7	381	635.3	144.0	999.0	61.0
382	chr3	21981286	21995448	4	316.4	382	53.4	12364.0	70.2	9855.0
384	chr17	52158258	52169692	18	315.6	384	481.7	261.0	520.8	255.0
385	chr3	115813153	115823145	4	315.4	385	451.3	303.0	409.7	456.0
386	chr17	73003388	73014556	18	315.4	386	407.9	390.0	126.8	3953.0
388	chr10	21229860	21243748	9	315.2	388	497.6	238.0	105.1	5497.0
389	chr17	21459158	21475370	18	315.2	389	390.9	438.0	150.7	2912.0
390	chr10	122790545	122803733	9	313.5	390	392.2	430.0	249.5	1186.0
391	chr1	155049171	155060637	1	313.1	391	409.2	387.0	509.4	267.0
393	chr15	64029080	64044674	16	312.5	393	391.4	436.0	152.9	2839.0
394	chr7	31081579	31093245	8	312.0	394	285.9	848.0	161.9	2557.0
396	chr6	125476710	125487962	7	311.4	396	366.1	508.0	364.3	567.0
398	chr18	32394055	32402585	20	311.2	398	395.7	421.0	456.4	357.0
399	chr10	96177732	96188712	9	311.0	399	296.0	793.0	170.9	2312.0
401	chr4	40827979	40841079	5	309.3	401	806.8	76.0	357.8	585.0
402	chr15	27821859	27834261	16	307.6	402	276.6	916.0	155.0	2785.0
404	chr1	88639591	88650333	1	307.2	404	519.0	220.0	314.8	758.0
405	chr19	9056016	9070708	21	307.0	405	90.5	6357.0	29.5	19857.0
406	chr2	167772386	167781630	2	307.0	406	300.7	762.0	260.5	1107.0
407	chr9	63694854	63708684	12	306.2	407	182.1	1984.0	237.5	1295.0
413	chr12	100989220	101003776	15	304.9	413	82.1	7350.0	549.7	222.0
416	chr8	114972709	114987055	10	304.3	416	26.3	20485.0	166.9	2411.0
417	chr12	101004780	101016284	15	304.1	417	471.4	273.0	611.7	188.0
419	chr17	6821486	6831216	18	303.3	419	337.4	610.0	349.0	624.0
420	chr18	56462434	56473066	20	303.3	420	375.6	476.0	425.2	422.0
421	chr15	67137897	67150453	16	303.3	421	796.8	80.0	860.8	94.0
422	chr7	117481034	117492234	8	301.6	422	360.6	523.0	73.6	9314.0
423	chr2	11651620	11664084	2	300.9	423	447.4	312.0	1145.8	40.0
424	chr11	117315752	117324890	13	300.9	424	1102.1	30.0	1263.4	31.0
425	chr2	173442458	173457242	2	300.7	425	265.8	989.0	38.3	17016.0
426	chr10	96209059	96220769	9	300.5	426	404.8	402.0	291.9	883.0
428	chr2	26490054	26500658	2	299.9	428	332.1	633.0	349.6	619.0
430	chr12	113420877	113431313	15	299.9	430	385.2	449.0	337.4	665.0
433	chr1	54863616	54875140	1	298.4	433	607.3	162.0	492.4	291.0
436	chr1	184037976	184052812	1	297.6	436	428.7	344.0	648.0	170.0
437	chr18	80608132	80619068	20	297.0	437	321.8	664.0	494.8	286.0
438	chr2	30245310	30255562	2	296.3	438	327.6	639.0	178.7	2127.0
445	chr2	32053784	32065234	2	293.8	445	405.8	399.0	659.7	161.0
446	chr1	106559915	106571119	1	293.6	446	409.9	386.0	580.4	199.0
448	chr15	80534169	80546385	16	293.0	448	359.6	529.0	184.3	2029.0
451	chr9	64785255	64799227	12	292.8	451	382.8	456.0	422.2	428.0
455	chr1	37471024	37482088	1	291.9	455	286.6	845.0	384.3	516.0
458	chr9	32742471	32754123	12	290.3	458	675.9	119.0	3197.6	2.0
459	chr2	152783803	152795605	2	289.6	459	53.9	12238.0	229.7	1398.0
463	chr9	116185907	116199631	12	288.6	463	358.4	530.0	214.4	1598.0
464	chr5	142923648	142933942	6	288.2	464	467.7	282.0	468.5	335.0
467	chr4	62633522	62641874	5	287.3	467	319.6	670.0	355.0	597.0
468	chr13	51759170	51771634	14	287.3	468	307.2	729.0	334.6	674.0
469	chr10	60364750	60375752	9	287.1	469	53.9	12228.0	552.0	220.0
470	chr17	31832174	31843820	18	286.7	470	485.9	256.0	475.4	324.0
471	chr6	128832413	128840975	7	286.3	471	495.1	242.0	353.5	601.0
473	chr14	69772108	69781726	11	286.1	473	330.9	636.0	109.2	5131.0
474	chr3	106490262	106504126	4	285.9	474	663.7	126.0	43.5	15564.0
476	chr4	130895370	130905692	5	285.4	476	268.9	972.0	285.5	922.0
477	chr9	96390014	96401550	12	285.2	477	381.6	461.0	413.8	447.0
480	chr3	60407634	60418148	4	284.4	480	417.8	370.0	332.4	683.0
484	chr14	66222467	66232621	11	283.8	484	200.5	1679.0	567.1	209.0
488	chr7	16041959	16050385	8	282.5	488	424.9	354.0	294.7	868.0
489	chr10	118077883	118088617	9	282.5	489	993.7	44.0	177.8	2154.0
490	chr13	117201437	117213945	14	282.5	490	39.7	15829.0	40.9	16246.0
491	chrX	167098182	167113092	3	282.5	491	363.4	517.0	409.5	458.0
494	chr11	76729775	76740875	13	281.9	494	291.9	816.0	238.3	1289.0
495	chr10	21901972	21914192	9	281.3	495	313.5	699.0	116.5	4578.0
497	chr15	62164638	62173428	16	281.3	497	573.5	189.0	669.8	154.0
498	chr2	75679836	75692656	2	281.1	498	325.2	649.0	347.5	627.0
499	chr14	27373502	27385560	11	281.1	499	343.3	582.0	689.4	143.0
501	chr14	121984950	121996700	11	280.8	501	1117.6	28.0	878.9	88.0
504	chr8	124698487	124706751	10	279.6	504	369.0	498.0	209.5	1653.0
505	chr11	32553236	32565344	13	279.6	505	1094.1	32.0	784.8	113.0
507	chr4	59276131	59288939	5	279.6	507	437.9	326.0	285.7	919.0
509	chr9	41112015	41124021	12	278.5	509	301.3	759.0	141.7	3199.0
512	chr10	117909670	117923522	9	278.1	512	313.5	700.0	242.9	1246.0
513	chr13	108296041	108306531	14	277.7	513	293.3	807.0	80.1	8314.0
516	chr17	84350164	84363616	18	277.3	516	77.1	8000.0	125.9	4002.0
518	chr14	25853610	25862802	11	277.1	518	314.7	695.0	366.9	561.0
519	chr5	100579466	100591144	6	276.9	519	320.1	668.0	327.3	713.0
520	chr5	136143365	136155365	6	276.7	520	194.8	1772.0	163.4	2513.0
522	chr5	96911789	96921259	6	276.7	522	497.4	239.0	540.6	234.0
523	chr11	33929922	33941246	13	276.2	523	244.7	1164.0	173.1	2260.0
525	chr9	15012541	15023973	12	275.8	525	318.2	676.0	254.5	1150.0
527	chr11	86816173	86830179	13	275.6	527	327.6	640.0	101.2	5844.0
528	chr13	43240859	43254425	14	275.4	528	150.2	2730.0	219.4	1529.0
533	chr4	123570508	123580924	5	274.1	533	365.6	510.0	341.5	650.0
534	chr9	73050241	73062635	12	274.1	534	324.2	654.0	248.0	1201.0
535	chr5	122226793	122238549	6	273.9	535	315.6	689.0	340.0	657.0
536	chr8	126796897	126808461	10	273.3	536	276.3	921.0	335.4	670.0
537	chr16	49833939	49842879	17	273.1	537	313.5	701.0	248.0	1204.0
539	chr10	96601466	96614126	9	272.0	539	1194.1	25.0	30.8	19364.0
540	chr10	122734182	122744438	9	272.0	540	331.8	635.0	326.2	719.0
541	chr9	44560804	44571094	12	271.6	541	296.4	788.0	281.4	948.0
542	chr13	109815491	109825169	14	271.4	542	332.1	630.0	306.8	804.0
544	chr13	43441926	43455560	14	270.6	544	56.9	11540.0	93.9	6593.0
546	chr12	70134471	70142463	15	270.2	546	347.0	563.0	295.8	858.0
547	chr1	138296327	138305203	1	268.9	547	349.8	553.0	357.4	587.0
548	chr6	136459719	136472327	7	268.9	548	335.4	621.0	295.8	857.0
553	chr9	13296145	13304623	12	268.3	553	387.1	446.0	437.3	395.0
554	chr15	64182984	64193876	16	268.3	554	316.3	688.0	37.5	17245.0
555	chr3	93504870	93517414	4	268.1	555	64.8	10029.0	164.7	2468.0
556	chr10	39185534	39195496	9	268.1	556	348.1	560.0	144.5	3113.0
557	chr11	76475525	76484551	13	268.1	557	137.3	3183.0	170.9	2315.0
559	chr2	132508138	132517100	2	267.6	559	348.3	559.0	267.6	1050.0
563	chr12	73747014	73759484	15	267.0	563	406.3	398.0	152.2	2871.0
564	chr8	114877676	114887632	10	266.2	564	23.7	21684.0	166.4	2420.0
565	chr19	53192895	53200729	21	266.0	565	372.8	485.0	437.5	394.0
566	chr13	5841888	5852630	14	265.3	566	414.2	376.0	308.5	794.0
570	chr14	60704902	60713964	11	264.7	570	391.4	435.0	372.9	543.0
573	chr12	26398534	26407664	15	264.5	573	288.1	837.0	133.5	3596.0
574	chr6	99293253	99306853	7	263.9	574	203.2	1630.0	439.0	393.0
576	chr4	98431295	98440413	5	263.5	576	341.9	586.0	252.8	1160.0
577	chr19	32252505	32261317	21	263.5	577	1002.7	42.0	920.8	79.0
578	chr11	118256979	118267941	13	263.2	578	75.8	8180.0	67.8	10266.0
580	chr2	158717963	158729571	2	263.0	580	26.3	20476.0	386.7	509.0
581	chr3	69153452	69161080	4	262.6	581	390.5	439.0	264.4	1069.0
583	chr10	19994315	20007377	9	262.6	583	294.1	803.0	332.6	682.0
585	chr8	22778438	22788556	10	262.4	585	351.9	548.0	91.9	6838.0
586	chr10	39478152	39489946	9	262.4	586	316.3	687.0	353.5	602.0
587	chr15	66506368	66515626	16	262.4	587	340.7	595.0	157.6	2711.0
588	chr19	9933384	9943754	21	262.4	588	297.9	783.0	29.5	19856.0
589	chr14	27398941	27410405	11	262.2	589	493.8	244.0	285.7	920.0
591	chr15	55825554	55836314	16	261.8	591	315.4	690.0	223.9	1466.0
592	chr8	126658901	126669947	10	261.6	592	318.5	675.0	316.7	749.0
593	chr14	101473264	101482578	11	261.4	593	290.9	823.0	243.9	1238.0
594	chr12	106026222	106035950	15	261.2	594	372.6	486.0	321.4	734.0
596	chr1	165817764	165830134	1	260.7	596	350.0	552.0	540.8	232.0
597	chr17	52145991	52155685	18	260.5	597	366.1	509.0	390.1	500.0
598	chr6	99400270	99410842	7	259.7	598	1589.7	12.0	2107.8	6.0
599	chr2	126495669	126504163	2	259.1	599	322.3	661.0	275.2	992.0
600	chr10	19114320	19125878	9	259.1	600	305.6	735.0	221.3	1502.0
602	chr15	67123820	67136886	16	259.1	602	31.1	18618.0	860.8	94.0
604	chr15	100746572	100756782	16	258.6	604	339.7	600.0	136.9	3428.0
605	chr9	56100037	56111091	12	258.2	605	250.8	1117.0	501.6	278.0
608	chr11	54722934	54732284	13	257.6	608	349.6	554.0	225.8	1448.0
611	chr7	63981675	63991651	8	255.7	611	305.0	739.0	207.8	1677.0
614	chr19	46464029	46473049	21	255.5	614	301.3	761.0	242.2	1253.0
615	chr3	21934135	21945251	4	255.3	615	322.8	660.0	205.2	1710.0
616	chr7	100852672	100860036	8	255.3	616	344.6	573.0	304.0	817.0
617	chr8	13682951	13690383	10	254.7	617	338.5	603.0	257.1	1126.0
618	chr11	79651782	79661490	13	254.7	618	54.1	12168.0	124.7	4075.0
619	chr4	102503136	102512856	5	254.2	619	349.1	556.0	318.0	744.0
621	chr1	60770471	60782251	1	254.0	621	375.2	478.0	333.9	675.0
622	chr16	94228995	94241433	17	253.8	622	282.3	873.0	184.9	2020.0
626	chr13	112421970	112430822	14	253.2	626	660.9	130.0	353.5	603.0
627	chr6	70820352	70832242	7	253.0	627	162.4	2408.0	174.4	2230.0
628	chr9	44531221	44539273	12	253.0	628	297.6	786.0	238.3	1287.0
630	chr1	53771832	53779122	1	251.7	630	1047.8	37.0	803.3	107.0
632	chr12	15964089	15973425	15	251.7	632	313.2	704.0	292.2	882.0
633	chr17	84269743	84279209	18	251.7	633	223.7	1366.0	193.8	1882.0
634	chr1	91080154	91091234	1	251.5	634	542.7	208.0	439.4	392.0
636	chr15	81039478	81047850	16	251.3	636	276.4	918.0	284.6	929.0
638	chr2	103648786	103656960	2	250.7	638	426.3	351.0	652.8	167.0
641	chr8	81489882	81499778	10	250.5	641	325.2	651.0	249.1	1193.0
643	chr7	117608331	117618757	8	249.4	643	302.6	749.0	160.6	2598.0
644	chr10	116912909	116923027	9	249.4	644	364.2	515.0	373.8	538.0
645	chr6	83412133	83423927	7	249.2	645	48.6	13529.0	352.7	605.0
646	chr3	107070839	107082783	4	249.0	646	220.3	1395.0	379.1	525.0
649	chr15	27795581	27805623	16	248.6	649	277.8	903.0	213.8	1607.0
653	chr10	22295190	22304002	9	248.0	653	493.3	245.0	334.8	673.0
654	chr1	88651602	88658898	1	247.5	654	306.7	733.0	307.9	798.0
655	chr9	14918548	14928070	12	247.5	655	307.0	730.0	106.6	5354.0
656	chr13	20180340	20189558	14	247.5	656	292.1	813.0	277.3	984.0
657	chr1	34476722	34485720	1	247.3	657	310.3	717.0	105.3	5484.0
659	chr2	173431030	173441116	2	247.1	659	264.8	999.0	187.1	1987.0
660	chr2	32549194	32558732	2	246.9	660	192.8	1814.0	253.0	1158.0
663	chr2	91077479	91085565	2	246.1	663	338.8	601.0	166.6	2418.0
666	chr7	64036225	64046029	8	245.0	666	384.8	452.0	128.7	3872.0
667	chr5	134264983	134275191	6	244.8	667	326.8	644.0	282.9	935.0
670	chr7	75786107	75798405	8	244.6	670	680.0	114.0	316.9	748.0
671	chr9	110901970	110911514	12	244.6	671	299.3	771.0	291.1	891.0
672	chr2	32488266	32498878	2	244.4	672	429.0	343.0	253.8	1153.0
