id	chr_name	start	end	chromosome_id	tag_count_1um_k99a	id_1um_k99a	tag_count_no_peptide	id_no_peptide	tag_count_1um_pcc	id_1um_pcc
47	chr16	92796836	92827828	17	988.4	47	158.7	1612.0	707.3	138.0
52	chr11	22829473	22860843	13	954.6	52	56.1	9147.0	1087.3	47.0
62	chr2	3713361	3735577	2	882.2	62	617.8	61.0	1278.9	28.0
70	chr11	46376293	46403007	13	826.4	70	535.3	104.0	1482.3	18.0
71	chr11	30175644	30199804	13	822.3	71	574.5	80.0	806.1	106.0
76	chr4	40827886	40856752	5	806.8	76	309.3	401.0	357.8	585.0
77	chr11	34765331	34786073	13	803.9	77	646.1	53.0	1097.2	45.0
81	chr5	65854578	65874160	6	795.8	81	783.5	23.0	952.9	68.0
82	chr3	103850342	103872814	4	793.6	82	538.6	102.0	1030.6	55.0
84	chr4	149682727	149710933	5	783.6	84	588.3	73.0	1073.0	52.0
85	chr2	132010406	132031924	2	780.0	85	619.3	59.0	155.2	2779.0
86	chr14	27224494	27245630	11	779.5	86	582.8	76.0	33.8	18365.0
87	chr1	165785307	165814173	1	775.0	87	255.5	612.0	540.8	232.0
88	chr1	91052122	91068226	1	773.6	88	705.8	40.0	1168.2	36.0
89	chr2	22771501	22791881	2	761.3	89	171.7	1382.0	733.3	129.0
90	chr3	95656066	95676378	4	758.9	90	556.0	92.0	1139.6	42.0
92	chr1	165685906	165712590	1	754.4	92	77.3	5775.0	922.6	77.0
94	chr2	167930846	167955002	2	738.8	94	776.6	25.0	42.0	15986.0
96	chr4	129555842	129582156	5	736.2	96	396.9	213.0	479.3	316.0
97	chr2	73445138	73471576	2	732.8	97	575.1	79.0	1044.4	54.0
98	chr1	54900452	54926328	1	725.2	98	547.2	99.0	1022.7	57.0
99	chr15	6576774	6600450	16	721.2	99	707.9	39.0	1462.5	20.0
100	chr6	99424810	99446034	7	720.7	100	345.3	309.0	808.9	105.0
102	chr19	11512289	11530773	21	701.3	102	396.2	215.0	925.6	75.0
104	chr19	10728703	10749339	21	698.4	104	551.0	96.0	838.6	101.0
105	chr2	79243052	79266002	2	698.2	105	108.5	3129.0	853.7	96.0
107	chr7	28371132	28387420	8	693.9	107	593.5	70.0	656.9	164.0
108	chr11	68429272	68449228	13	692.0	108	251.5	635.0	1278.0	29.0
110	chr5	112270413	112296231	6	689.1	110	246.3	662.0	790.6	111.0
111	chr2	34951881	34967299	2	687.9	111	507.9	117.0	823.1	104.0
115	chr1	193183365	193205773	1	679.1	115	202.1	990.0	334.8	672.0
117	chr9	44969344	44991504	12	677.3	117	508.5	116.0	712.9	136.0
118	chr5	113821879	113844537	6	676.7	118	599.4	68.0	783.3	114.0
120	chr9	7859550	7882280	12	673.5	120	271.0	543.0	403.0	469.0
122	chr1	58708093	58732525	1	670.4	122	543.3	101.0	268.9	1034.0
124	chr6	48672132	48691530	7	665.1	124	451.3	149.0	850.2	98.0
126	chr3	106482053	106504285	4	663.7	126	285.9	474.0	456.4	356.0
127	chr7	31147538	31170368	8	662.7	127	499.7	125.0	161.9	2562.0
128	chr10	42858136	42880636	9	662.0	128	613.4	65.0	228.2	1414.0
132	chr6	99245230	99267194	7	657.3	132	511.0	115.0	957.4	67.0
133	chr8	106044620	106068208	10	655.1	133	419.7	187.0	473.7	328.0
134	chr19	10810096	10831406	21	653.9	134	263.0	579.0	158.0	2683.0
136	chr1	60745627	60763247	1	653.7	136	475.0	135.0	658.4	163.0
138	chr3	88132379	88152055	4	646.3	138	593.1	72.0	512.4	264.0
140	chr5	124017225	124038495	6	642.2	140	424.5	181.0	243.5	1241.0
144	chr16	10768275	10787349	17	635.3	144	316.7	381.0	999.0	61.0
146	chr15	77826287	77842729	16	630.2	146	630.8	56.0	644.0	172.0
147	chr15	9516101	9536615	16	628.8	147	393.7	217.0	663.1	160.0
148	chr6	48695612	48713550	7	624.0	148	382.2	238.0	850.2	98.0
150	chr2	117322654	117344070	2	619.7	150	360.6	272.0	886.8	86.0
151	chr4	156017656	156034826	5	618.5	151	698.4	42.0	688.3	144.0
152	chr3	60470082	60490496	4	618.2	152	408.4	201.0	771.0	119.0
155	chr9	109047879	109059865	12	613.2	155	501.6	123.0	889.4	85.0
156	chr10	93158122	93181232	9	613.0	156	105.1	3307.0	430.8	405.0
158	chr5	64804198	64822010	6	611.1	158	115.8	2783.0	664.2	158.0
160	chr6	38341641	38361953	7	609.6	160	267.4	561.0	676.9	149.0
163	chr6	125226328	125244550	7	602.7	163	553.5	94.0	780.0	117.0
167	chr1	88693385	88711427	1	598.7	167	470.8	139.0	341.9	648.0
168	chr5	134225217	134248717	6	598.4	168	550.2	97.0	35.1	18042.0
170	chr6	114898202	114922498	7	595.1	170	230.6	745.0	523.0	252.0
173	chr9	44509227	44529741	12	593.6	173	454.7	148.0	295.4	860.0
174	chr4	43957327	43976431	5	592.0	174	423.3	183.0	451.5	371.0
176	chr4	102563954	102578310	5	589.0	176	435.8	165.0	670.7	153.0
177	chr2	160732114	160749028	2	588.8	177	386.4	230.0	667.0	155.0
178	chr5	37041018	37062070	6	588.3	178	332.4	336.0	502.1	277.0
179	chr15	74984603	75003027	16	584.5	179	562.3	88.0	909.6	81.0
180	chr15	74950330	74965272	16	582.8	180	39.8	13169.0	563.7	214.0
181	chr10	6968727	6984877	9	580.5	181	324.0	359.0	950.1	69.0
182	chr11	34045546	34063028	13	580.5	182	493.2	129.0	899.7	83.0
184	chr19	5796739	5820733	21	579.3	184	521.7	109.0	394.0	489.0
185	chr7	80635827	80658357	8	575.4	185	392.5	219.0	68.7	10141.0
186	chr11	79517551	79531553	13	574.9	186	440.0	161.0	523.6	251.0
190	chr1	136125804	136143234	1	573.1	190	501.2	124.0	720.4	133.0
192	chr11	98935889	98951021	13	569.5	192	574.2	81.0	664.4	157.0
193	chr12	112852819	112871469	15	567.5	193	471.6	137.0	755.5	123.0
194	chr10	60343413	60357593	9	566.3	194	447.1	153.0	485.5	306.0
197	chr9	116159168	116177188	12	559.4	197	286.3	472.0	379.1	526.0
200	chr4	122868212	122888206	5	553.4	200	291.9	456.0	315.0	756.0
203	chr8	72158071	72173169	10	547.2	203	523.1	107.0	423.1	427.0
204	chr2	132594099	132616977	2	546.5	204	432.7	172.0	95.4	6424.0
205	chr4	133618973	133632965	5	545.3	205	431.8	174.0	681.2	146.0
207	chr12	103430110	103445840	15	543.9	207	264.7	569.0	166.9	2412.0
209	chr6	72947996	72965818	7	542.6	209	170.1	1401.0	483.3	307.0
211	chr4	11142371	11160055	5	534.8	211	421.4	186.0	702.3	141.0
213	chr2	32712899	32729095	2	531.1	213	418.2	189.0	54.7	12930.0
216	chr3	106781938	106794292	4	526.9	216	294.5	442.0	554.4	218.0
218	chr11	53756787	53774157	13	520.4	218	463.5	146.0	788.4	112.0
221	chr10	62500777	62514227	9	517.8	221	411.7	193.0	560.9	215.0
222	chr8	88287185	88301187	10	512.2	222	450.5	150.0	606.7	191.0
224	chr8	84974049	84987533	10	509.2	224	430.0	176.0	678.4	147.0
225	chr2	24382890	24394718	2	508.4	225	305.8	409.0	383.7	517.0
233	chr13	112463088	112476524	14	501.5	233	228.9	753.0	361.9	576.0
235	chr2	129174360	129188272	2	501.2	235	402.7	204.0	482.1	312.0
236	chr6	91105289	91117941	7	501.2	236	494.9	128.0	630.8	179.0
243	chr15	86058306	86073164	16	494.6	243	395.8	216.0	543.2	229.0
245	chr10	22294725	22307539	9	493.3	245	248.0	653.0	334.8	673.0
249	chr2	93447090	93462020	2	488.1	249	106.4	3240.0	102.9	5713.0
250	chr7	16399373	16411019	8	487.2	250	449.2	152.0	531.6	239.0
252	chr17	35182465	35198709	18	486.9	252	178.9	1271.0	246.1	1221.0
253	chr16	45221699	45236523	17	486.7	253	344.9	311.0	466.6	340.0
255	chr1	52109470	52127166	1	485.9	255	332.2	337.0	573.8	204.0
258	chr13	41476944	41491330	14	484.0	258	422.8	184.0	449.1	375.0
259	chr6	136934822	136948144	7	483.5	259	373.6	247.0	527.5	245.0
260	chr1	171838544	171851870	1	482.6	260	94.2	4062.0	338.0	663.0
263	chr4	130908245	130924217	5	481.1	263	410.3	196.0	646.5	171.0
265	chr17	72916907	72931179	18	477.6	265	163.1	1526.0	521.2	254.0
266	chr4	140943806	140957764	5	477.3	266	371.1	251.0	285.1	925.0
268	chr19	29360528	29374264	21	476.4	268	350.4	294.0	510.7	265.0
269	chr2	43746732	43762162	2	475.9	269	197.7	1029.0	851.3	97.0
270	chr14	27346898	27361216	11	475.7	270	615.7	64.0	934.0	73.0
273	chr12	101004465	101020935	15	471.4	273	304.1	417.0	611.7	188.0
274	chr7	30410852	30424886	8	470.6	274	466.6	142.0	370.1	553.0
277	chr1	58794625	58810947	1	469.5	277	132.8	2202.0	290.0	902.0
278	chr11	106152173	106169109	13	469.5	278	60.1	8390.0	158.9	2655.0
281	chr19	4111352	4128236	21	467.8	281	418.9	188.0	430.4	407.0
283	chr11	80066696	80082960	13	466.3	283	351.6	286.0	472.4	330.0
284	chr1	171913494	171925276	1	465.8	284	303.5	418.0	503.6	276.0
285	chr11	54951360	54965812	13	465.1	285	81.3	5291.0	608.9	190.0
290	chr11	49078665	49092001	13	461.5	290	351.4	287.0	492.0	294.0
291	chr2	91946050	91963402	2	461.0	291	223.2	805.0	247.6	1208.0
292	chr18	35734900	35748304	20	461.0	292	219.7	833.0	263.3	1082.0
293	chr13	63238625	63256103	14	459.9	293	361.9	270.0	694.3	142.0
294	chr8	25599554	25618876	10	458.6	294	159.0	1605.0	153.9	2801.0
296	chr4	63398074	63410836	5	456.3	296	392.0	221.0	627.8	182.0
298	chr6	108826360	108842000	7	455.5	298	351.6	285.0	488.7	299.0
299	chr9	66584022	66602922	12	454.6	299	329.6	346.0	428.4	414.0
301	chr15	85036556	85048242	16	453.2	301	338.2	323.0	331.8	690.0
302	chr14	77856502	77877832	11	452.2	302	159.8	1592.0	38.3	16976.0
304	chr7	125599003	125612989	8	450.5	304	425.6	180.0	664.2	159.0
305	chr12	100892867	100910337	15	450.1	305	281.9	493.0	530.1	242.0
306	chr11	31998891	32017807	13	450.1	306	131.9	2222.0	294.5	871.0
307	chr5	72739232	72753726	6	449.6	307	274.6	531.0	464.0	342.0
309	chr10	19002628	19018664	9	448.2	309	345.6	308.0	33.6	18479.0
313	chr2	32534066	32547756	2	447.0	313	63.7	7788.0	509.0	269.0
314	chr16	36929878	36942744	17	447.0	314	292.2	454.0	227.4	1428.0
321	chr1	125429323	125442595	1	440.7	321	53.0	9864.0	493.7	287.0
325	chr5	23425853	23438703	6	439.1	325	250.7	639.0	411.9	451.0
328	chr1	60904920	60919426	1	437.4	328	334.5	330.0	780.9	116.0
330	chr11	52272178	52283766	13	435.2	330	608.4	67.0	676.3	151.0
331	chr1	80742559	80762581	1	435.0	331	167.3	1455.0	574.8	202.0
332	chr11	75529990	75542606	13	434.7	332	409.0	200.0	88.7	7209.0
333	chr16	19969972	19985768	17	433.8	333	191.6	1117.0	457.3	352.0
334	chr6	149181311	149198057	7	433.5	334	384.3	233.0	464.6	341.0
337	chr1	132002062	132017382	1	431.6	337	304.3	415.0	482.9	311.0
338	chr2	164074177	164088771	2	431.6	338	416.3	190.0	452.3	369.0
339	chr8	84656502	84666874	10	431.6	339	345.8	307.0	436.8	396.0
340	chr2	132686070	132701426	2	430.5	340	33.9	14984.0	116.5	4583.0
344	chr1	184032290	184045792	1	428.7	344	297.6	436.0	648.0	170.0
345	chr2	157125104	157140192	2	428.5	345	128.2	2326.0	434.5	399.0
346	chr7	28778964	28797418	8	428.1	346	63.9	7757.0	388.8	504.0
347	chr1	95654084	95670374	1	428.0	347	183.0	1228.0	523.6	250.0
348	chr1	53842401	53858167	1	427.6	348	176.1	1312.0	161.7	2567.0
349	chr6	129179182	129189578	7	427.5	349	306.2	408.0	564.3	213.0
352	chr18	60373088	60386556	20	425.9	352	294.0	444.0	388.4	507.0
353	chr9	57628767	57645205	12	425.2	353	118.5	2668.0	559.8	216.0
355	chr11	83057557	83069279	13	424.9	355	344.9	310.0	436.4	398.0
356	chr19	11439234	11452670	21	424.7	356	311.4	397.0	516.1	263.0
357	chr4	134089584	134100660	5	424.4	357	310.2	400.0	432.1	403.0
360	chr7	31030790	31044648	8	423.0	360	378.4	242.0	372.3	544.0
361	chr19	5840290	5850700	21	423.0	361	365.7	263.0	436.6	397.0
362	chr1	164060547	164074873	1	423.0	362	127.3	2352.0	864.6	92.0
364	chr4	63851695	63864779	5	421.3	364	579.5	78.0	1204.0	35.0
365	chr1	87620030	87632310	1	420.9	365	157.5	1643.0	443.9	386.0
367	chr11	96459104	96475852	13	419.6	367	358.1	274.0	658.8	162.0
368	chr5	122982381	122995857	6	418.7	368	277.3	514.0	531.1	240.0
371	chr11	61643679	61658199	13	415.9	371	339.3	320.0	642.9	173.0
372	chr1	88276284	88278598	1	415.8	372	350.6	293.0	373.3	540.0
373	chr1	85742334	85754942	1	415.1	373	264.7	568.0	74.9	9123.0
375	chr17	51812845	51831815	18	414.9	375	143.0	1936.0	749.9	126.0
379	chr7	73528537	73542535	8	412.3	379	279.0	508.0	423.9	425.0
380	chr9	35115278	35126716	12	412.2	380	352.0	283.0	236.8	1307.0
383	chr6	134033535	134050001	7	410.6	383	168.2	1440.0	545.4	226.0
385	chr10	80689665	80702021	9	410.3	385	351.2	291.0	509.8	266.0
388	chr6	106785244	106800488	7	408.6	388	244.4	673.0	460.5	345.0
389	chr9	40440826	40457684	12	408.0	389	145.1	1888.0	394.6	487.0
393	chr15	100657780	100672508	16	407.5	393	375.9	245.0	48.4	14310.0
394	chr13	55015777	55024725	14	407.4	394	351.4	288.0	154.8	2787.0
397	chr7	24367846	24383530	8	406.3	397	284.6	479.0	410.6	454.0
399	chr2	32051509	32065871	2	405.8	399	293.8	445.0	659.7	161.0
401	chr13	24412068	24422734	14	405.6	401	304.5	414.0	427.6	415.0
403	chr2	31132315	31148289	2	404.4	403	332.6	335.0	460.1	346.0
407	chr6	87494337	87506919	7	403.1	407	351.4	290.0	395.5	483.0
409	chr8	83730608	83743088	10	402.4	409	295.9	439.0	405.2	464.0
411	chr13	117214818	117226394	14	399.6	411	257.8	606.0	295.6	859.0
414	chr7	132801379	132816915	8	397.6	414	430.2	175.0	273.2	1002.0
417	chr15	67169613	67179743	16	396.4	417	311.8	395.0	482.1	313.0
418	chr12	107989767	108003629	15	396.4	418	44.0	12040.0	74.3	9199.0
423	chr4	117119817	117128887	5	395.2	423	365.7	262.0	453.4	367.0
424	chr7	125481256	125493298	8	395.2	424	297.8	434.0	492.8	290.0
425	chr6	117895651	117911195	7	394.6	425	344.3	312.0	431.2	404.0
426	chr3	89901055	89915061	4	394.1	426	151.0	1757.0	349.4	621.0
427	chr2	9866233	9880477	2	393.6	427	233.5	731.0	466.6	339.0
428	chr5	105132024	105148010	6	392.6	428	360.2	273.0	43.1	15678.0
432	chr11	69091863	69100299	13	392.1	432	294.2	443.0	331.1	693.0
434	chr4	59255473	59266697	5	391.4	434	315.2	387.0	541.9	230.0
440	chr13	5856196	5866778	14	390.5	440	295.7	440.0	455.4	361.0
444	chr16	23984562	23998110	17	388.5	444	215.7	876.0	290.0	897.0
445	chr17	29485824	29503298	18	388.3	445	108.1	3146.0	564.5	212.0
447	chr8	122555751	122569815	10	386.6	447	54.2	9601.0	67.0	10420.0
450	chr11	103169145	103180987	13	385.0	450	348.5	302.0	38.8	16853.0
451	chr2	11634507	11648539	2	384.8	451	268.5	552.0	1145.8	40.0
455	chr8	94432178	94446818	10	382.8	455	75.8	5941.0	225.0	1454.0
457	chr19	57112916	57126388	21	382.4	457	287.8	465.0	454.7	364.0
459	chr16	52030421	52045815	17	381.8	459	218.9	838.0	485.9	305.0
463	chr11	48866988	48874222	13	380.0	463	352.9	281.0	490.0	297.0
464	chr11	55065706	55079582	13	379.9	464	340.3	318.0	396.4	481.0
466	chr9	7826600	7838950	12	379.5	466	197.1	1047.0	325.7	720.0
467	chr19	11044166	11056744	21	379.5	467	289.2	460.0	472.2	331.0
468	chr14	27334146	27346134	11	379.3	468	615.7	64.0	934.0	73.0
472	chr3	100478805	100492427	4	376.9	472	277.1	517.0	396.1	482.0
475	chr9	107621262	107636960	12	375.7	475	339.1	321.0	369.5	555.0
477	chr15	79891779	79903419	16	375.4	477	382.6	237.0	493.2	289.0
479	chr7	63932743	63944475	8	375.2	479	268.7	550.0	400.2	474.0
482	chr1	87844633	87859301	1	373.3	482	334.0	333.0	363.2	571.0
484	chr16	49852932	49861282	17	373.2	484	334.0	332.0	567.1	210.0
487	chr17	6771352	6783976	18	372.6	487	323.1	362.0	475.4	323.0
488	chr19	8988251	9001533	21	372.0	488	316.9	380.0	931.6	74.0
489	chr6	121241225	121250527	7	371.8	489	283.8	483.0	558.7	217.0
490	chr5	142902125	142914015	6	370.9	490	320.6	370.0	424.1	424.0
492	chr10	58363692	58376364	9	370.9	492	264.5	572.0	371.0	550.0
493	chr5	20941534	20957830	6	370.4	493	116.0	2775.0	445.0	383.0
496	chr10	19165054	19178694	9	369.6	496	282.9	486.0	324.2	725.0
497	chr7	142456609	142464981	8	369.2	497	292.4	452.0	570.5	206.0
499	chr19	12791292	12802988	21	368.5	499	189.7	1146.0	360.2	579.0
500	chr3	107035070	107049182	4	368.4	500	233.1	735.0	371.8	545.0
502	chr10	28666026	28678400	9	368.2	502	70.8	6637.0	377.2	529.0
505	chr12	76357264	76370164	15	367.1	505	297.6	435.0	415.7	441.0
506	chr11	83112997	83123499	13	366.6	506	299.9	429.0	394.6	488.0
507	chr11	115402724	115415152	13	366.3	507	328.8	347.0	92.4	6758.0
511	chr8	34153778	34167908	10	364.7	511	128.2	2329.0	193.1	1889.0
512	chr16	57548679	57564385	17	364.7	512	95.1	3979.0	381.5	522.0
513	chr11	103255508	103267712	13	364.4	513	331.3	340.0	452.3	370.0
514	chr19	53886034	53896110	21	364.4	514	280.2	503.0	392.9	491.0
516	chr17	47503070	47516612	18	364.2	516	291.1	457.0	756.8	122.0
518	chr12	78975253	78986489	15	363.4	518	267.9	558.0	321.2	735.0
522	chr8	22696197	22710537	10	361.1	522	262.4	584.0	117.3	4527.0
524	chr9	32529103	32542865	12	360.4	524	214.0	891.0	474.1	327.0
525	chr19	11530820	11544996	21	360.4	525	262.0	590.0	925.6	75.0
527	chr17	84176741	84190629	18	359.8	527	196.9	1052.0	267.2	1057.0
528	chr12	80108680	80118878	15	359.6	528	292.8	450.0	403.0	468.0
531	chr7	73550021	73562669	8	358.2	531	228.3	757.0	337.8	664.0
532	chr11	100840635	100852439	13	357.0	532	276.0	524.0	459.9	348.0
533	chr8	34139900	34151412	10	357.0	533	278.3	510.0	385.2	513.0
534	chr19	34604177	34610461	21	356.8	534	259.1	603.0	229.5	1402.0
536	chr7	125551557	125559845	8	356.0	536	325.0	357.0	419.4	435.0
539	chr12	15806878	15819370	15	354.8	539	274.8	530.0	638.4	175.0
540	chr9	14896941	14908871	12	354.3	540	305.1	411.0	386.0	510.0
545	chr11	117770376	117784248	13	353.1	545	366.5	260.0	99.5	6019.0
546	chr9	62340570	62353998	12	352.4	546	275.0	529.0	306.2	807.0
547	chr4	133870352	133882232	5	352.4	547	328.6	348.0	157.0	2727.0
555	chr6	48645905	48659651	7	349.3	555	189.3	1151.0	273.9	996.0
561	chr18	82475295	82486637	20	347.0	561	468.7	140.0	486.1	303.0
562	chr4	145239263	145249989	5	347.0	562	425.8	179.0	429.3	410.0
565	chr5	139376052	139388664	6	346.2	565	248.4	650.0	45.0	15218.0
566	chr11	58207690	58220044	13	346.2	566	307.4	403.0	372.9	542.0
574	chr15	78563086	78573624	16	344.6	574	492.6	130.0	477.3	318.0
575	chr6	34861565	34870957	7	344.5	575	204.0	976.0	391.2	497.0
576	chr3	115708586	115717398	4	344.1	576	262.6	582.0	430.0	409.0
577	chr18	34850889	34862051	20	344.0	577	257.0	610.0	368.8	558.0
581	chr6	87528920	87537744	7	343.3	581	340.5	317.0	632.5	177.0
583	chr7	38183027	38191175	8	342.9	583	279.6	506.0	376.1	533.0
584	chr11	49243275	49253669	13	342.4	584	281.3	496.0	362.1	574.0
585	chr2	127329005	127341377	2	342.1	585	251.7	631.0	399.8	475.0
587	chr4	109112476	109127088	5	341.7	587	221.8	817.0	346.8	632.0
588	chr7	126700520	126711420	8	341.7	588	363.6	267.0	365.8	563.0
590	chr7	102241247	102252909	8	341.4	590	282.3	492.0	362.6	572.0
591	chr10	111992845	112003147	9	341.2	591	143.7	1924.0	361.9	575.0
594	chr3	60495607	60506649	4	340.7	594	138.0	2064.0	577.9	201.0
599	chr1	36760609	36772707	1	340.0	599	193.1	1092.0	507.2	270.0
602	chr11	98540181	98551717	13	338.6	602	123.6	2492.0	392.9	492.0
604	chr15	76192184	76205222	16	338.3	604	48.8	10841.0	540.0	236.0
605	chr10	128739903	128750495	9	337.8	605	240.0	694.0	454.5	365.0
606	chr4	116006323	116019847	5	337.8	606	198.1	1023.0	181.7	2072.0
607	chr10	75588231	75595271	9	337.8	607	335.9	325.0	313.3	765.0
613	chr2	122144706	122152112	2	336.7	613	257.6	607.0	370.7	551.0
616	chr19	34285997	34301089	21	336.4	616	176.5	1301.0	286.6	917.0
617	chr7	132786597	132800267	8	336.2	617	430.2	175.0	105.7	5447.0
618	chr7	102262320	102273202	8	335.7	618	216.1	871.0	268.0	1044.0
623	chr17	27818079	27828755	18	334.5	623	218.6	841.0	405.8	460.0
624	chr1	55023759	55034285	1	334.3	624	224.7	789.0	275.8	991.0
625	chr15	100716463	100729889	16	334.3	625	129.6	2274.0	124.2	4101.0
626	chr14	79290355	79303037	11	334.2	626	131.7	2228.0	137.6	3390.0
627	chr1	156033094	156043740	1	333.8	627	268.7	551.0	316.5	750.0
631	chr16	91457243	91467895	17	332.1	631	315.6	383.0	291.7	886.0
638	chr14	73139460	73150658	11	328.5	638	265.1	567.0	241.1	1261.0
641	chr3	69002787	69014935	4	327.5	641	176.5	1297.0	327.0	714.0
642	chr8	3352355	3362825	10	327.1	642	248.8	647.0	631.9	178.0
643	chr18	32552347	32566223	20	327.1	643	107.0	3189.0	181.1	2078.0
646	chr3	96553498	96563766	4	326.4	646	241.1	690.0	389.9	501.0
647	chr1	64523766	64537138	1	325.9	647	36.2	14253.0	263.1	1083.0
655	chr13	101689788	101704214	14	324.0	655	272.5	538.0	355.9	594.0
656	chr12	36031659	36042399	15	323.9	656	161.0	1566.0	312.0	776.0
657	chr4	134913173	134926675	5	323.7	657	123.6	2486.0	345.3	637.0
658	chr13	55438994	55450382	14	323.2	658	136.5	2108.0	312.2	773.0
663	chr11	6552988	6565282	13	322.0	663	293.4	447.0	388.0	508.0
665	chr11	97994534	98002846	13	321.6	665	82.3	5158.0	287.2	912.0
666	chr1	106705775	106715603	1	320.8	666	320.2	373.0	487.2	301.0
672	chr4	120970291	120980767	5	319.4	672	278.1	511.0	302.3	822.0
677	chr8	25095278	25104976	10	318.2	677	245.4	665.0	363.6	570.0
682	chr17	50179880	50191790	18	317.0	682	187.0	1172.0	402.6	471.0
683	chr5	124474877	124485567	6	316.8	683	283.6	485.0	364.3	569.0
685	chr9	65010097	65023135	12	316.5	685	119.4	2646.0	183.0	2054.0
686	chr7	28435507	28446921	8	316.3	686	285.9	475.0	261.8	1092.0
691	chr11	3326708	3338040	13	315.4	691	196.0	1061.0	291.9	884.0
692	chr1	135126783	135135611	1	315.3	692	126.7	2380.0	425.6	421.0
693	chr10	13963759	13975349	9	315.1	693	100.5	3616.0	356.1	593.0
698	chr16	91544856	91554688	17	313.7	698	260.9	595.0	263.3	1081.0
702	chr18	37922624	37935610	20	313.5	702	169.4	1413.0	290.2	895.0
705	chr17	57279093	57292533	18	313.0	705	292.8	449.0	162.6	2533.0
706	chr12	102694474	102705464	15	312.7	706	214.9	884.0	232.3	1367.0
708	chr1	153748764	153754718	1	312.5	708	242.5	683.0	298.8	842.0
710	chr6	65587491	65602561	7	312.2	710	153.1	1715.0	336.7	666.0
712	chr11	46302552	46313416	13	311.7	712	239.8	698.0	398.9	476.0
714	chr3	87842129	87851283	4	310.6	714	239.2	700.0	307.9	799.0
715	chr1	52003894	52013268	1	310.5	715	234.3	725.0	414.7	444.0
716	chr3	105793478	105805038	4	310.5	716	183.7	1219.0	323.4	728.0
723	chr13	46718797	46730549	14	308.7	723	129.2	2288.0	280.3	956.0
725	chr1	180247077	180258593	1	308.0	725	284.0	482.0	159.3	2640.0
728	chr5	125388026	125395542	6	307.5	728	233.5	732.0	366.7	562.0
731	chr1	64115163	64123903	1	306.8	731	240.6	691.0	287.9	910.0
734	chr3	9825442	9834240	4	306.5	734	175.9	1317.0	374.4	536.0
736	chr15	81094670	81106070	16	305.6	736	184.7	1205.0	104.4	5555.0
738	chr11	100817196	100828410	13	305.1	738	242.3	685.0	313.7	762.0
741	chr5	115150042	115161192	6	304.6	741	253.6	623.0	40.3	16463.0
742	chr16	23605132	23613356	17	304.4	742	237.5	709.0	216.4	1573.0
744	chr7	63903230	63916964	8	304.1	744	199.0	1020.0	1021.6	58.0
751	chr17	70846631	70855873	18	302.6	751	241.7	688.0	447.2	378.0
752	chr16	55886814	55898162	17	302.4	752	144.5	1903.0	326.6	718.0
753	chr2	156189226	156200674	2	302.2	753	50.9	10333.0	104.0	5609.0
756	chr17	34182914	34194610	18	301.9	756	270.4	545.0	383.0	518.0
758	chr3	93551971	93563149	4	301.3	758	225.3	784.0	300.8	833.0
