id	chr_name	start	end	chromosome_id	tag_count_0_1um_pcc	id_0_1um_pcc	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_100um_k99a	id_100um_k99a	tag_count_10um_pcc	id_10um_pcc
125	chr3	90078489	90086665	4	562.5	125	435.5	267.0	491.3	166.0	301.4	212.0	298.1	312.0
126	chr5	122983469	122992961	6	560.6	126	430.5	278.0	465.3	208.0	225.1	495.0	592.7	37.0
127	chr2	11168882	11177804	2	560.0	127	847.7	37.0	629.1	83.0	259.6	338.0	412.4	135.0
128	chr7	4651207	4658477	8	557.6	128	572.3	125.0	553.4	117.0	442.8	67.0	482.3	80.0
129	chr8	70802065	70812631	10	557.6	129	231.1	1119.0	466.2	204.0	343.3	156.0	456.3	94.0
130	chr14	121958241	121966929	11	557.6	130	402.1	333.0	898.7	23.0	493.2	47.0	556.3	54.0
131	chr19	4184546	4192340	21	553.9	131	700.0	67.0	650.5	76.0	416.2	76.0	447.1	102.0
132	chr10	80015810	80025658	9	550.8	132	667.5	75.0	606.3	97.0	368.7	117.0	363.9	189.0
133	chr11	70647218	70653434	13	550.1	133	639.1	88.0	609.5	92.0	373.8	109.0	511.2	68.0
134	chr15	74953607	74961181	16	548.9	134	628.2	94.0	552.5	119.0	423.6	74.0	425.7	125.0
137	chr3	9825533	9834099	4	545.2	137	594.9	108.0	606.3	96.0	427.6	73.0	424.0	126.0
138	chr2	31130252	31141850	2	544.0	138	279.5	740.0	521.9	144.0	295.8	227.0	532.0	60.0
139	chr2	158665703	158677233	2	544.0	139	358.8	424.0	446.2	235.0	184.9	787.0	383.6	161.0
140	chr4	125121737	125128287	5	543.4	140	514.8	167.0	536.9	134.0	361.4	132.0	409.0	139.0
142	chr6	87528867	87537785	7	540.3	142	407.2	318.0	539.2	132.0	289.0	249.0	421.7	128.0
143	chr6	125348881	125357193	7	539.7	143	567.3	128.0	510.5	150.0	415.1	78.0	410.7	138.0
144	chr12	64965912	64970114	15	538.4	144	589.9	111.0	505.9	154.0	376.7	104.0	432.1	118.0
145	chr7	102243156	102249784	8	537.8	145	476.4	205.0	531.5	138.0	379.5	101.0	421.7	129.0
146	chr17	35865215	35874113	18	537.8	146	493.9	190.0	499.1	159.0	317.3	190.0	346.0	204.0
147	chr11	69093784	69100550	13	535.3	147	486.4	195.0	511.4	149.0	362.5	128.0	421.7	130.0
149	chr11	21091308	21101542	13	533.5	149	364.6	417.0	249.1	936.0	186.6	769.0	217.8	718.0
150	chr11	53771382	53779508	13	532.9	150	526.5	153.0	474.4	188.0	289.6	244.0	329.3	238.0
151	chr6	121240980	121248956	7	532.2	151	538.1	146.0	515.0	146.0	383.4	96.0	380.7	164.0
152	chr7	142459386	142467486	8	531.6	152	516.4	164.0	436.6	246.0	360.3	134.0	417.6	134.0
153	chr10	19007742	19016394	9	531.0	153	398.0	342.0	456.2	222.0	272.0	302.0	231.1	613.0
155	chr11	83114626	83123730	13	527.9	155	648.3	85.0	539.2	133.0	318.4	186.0	320.6	258.0
156	chr15	67171340	67179112	16	526.1	156	554.8	136.0	506.4	153.0	212.6	576.0	369.1	183.0
157	chr6	120463668	120473628	7	525.5	157	380.5	376.0	572.5	109.0	264.1	328.0	428.0	122.0
159	chr11	83013252	83022736	13	522.4	159	272.0	792.0	273.3	741.0	337.1	161.0	366.2	186.0
162	chr6	114915131	114922095	7	516.8	162	522.3	158.0	461.2	216.0	270.9	304.0	396.8	143.0
163	chr11	46304116	46311900	13	516.8	163	632.4	90.0	370.4	367.0	270.9	307.0	256.5	463.0
166	chr4	156198795	156206747	5	509.4	166	262.8	853.0	225.8	1165.0	170.8	947.0	132.9	2184.0
167	chr6	48735659	48742481	7	509.4	167	592.4	109.0	561.1	114.0	351.8	145.0	394.0	148.0
168	chr11	100817405	100825263	13	506.9	168	495.6	185.0	490.0	168.0	359.1	137.0	394.0	149.0
169	chr1	184034191	184043007	1	505.7	169	576.5	122.0	540.1	130.0	364.8	121.0	346.0	203.0
170	chr1	135128645	135136573	1	504.5	170	512.3	171.0	469.4	199.0	378.4	102.0	426.9	123.0
171	chr19	46502427	46512101	21	503.2	171	424.7	292.0	499.1	160.0	405.5	84.0	402.6	140.0
172	chr8	94430330	94439024	10	502.6	172	534.0	150.0	458.5	218.0	243.8	404.0	309.0	284.0
173	chr11	100841464	100850818	13	500.8	173	327.1	523.0	502.7	157.0	346.1	153.0	384.1	159.0
175	chr7	24901336	24908918	8	496.4	175	439.7	256.0	542.0	128.0	375.5	108.0	439.0	109.0
176	chr11	68430426	68437724	13	494.0	176	519.0	162.0	467.6	202.0	364.8	122.0	369.1	182.0
177	chr15	76191704	76199896	16	494.0	177	495.6	186.0	503.6	155.0	316.1	191.0	381.8	163.0
178	chr15	102227588	102236282	16	494.0	178	598.2	106.0	489.5	170.0	277.1	284.0	177.9	1159.0
179	chr15	78894543	78902921	16	492.7	179	581.5	119.0	548.8	123.0	365.3	120.0	202.8	870.0
180	chr3	135681486	135691012	4	492.1	180	249.5	945.0	309.3	556.0	207.0	610.0	362.2	192.0
181	chr12	15807611	15818365	15	490.3	181	649.9	83.0	461.7	215.0	306.5	203.0	339.7	219.0
182	chr5	123124211	123132899	6	487.8	182	400.5	337.0	467.6	201.0	365.9	119.0	448.3	101.0
184	chr6	48764634	48772720	7	486.6	184	557.3	133.0	485.4	177.0	380.0	100.0	336.8	222.0
186	chr19	11044559	11056319	21	482.2	186	303.7	623.0	471.2	195.0	181.0	839.0	333.9	230.0
187	chr10	127661812	127671212	9	481.6	187	166.0	2346.0	268.2	781.0	180.4	843.0	198.7	909.0
188	chr3	89904590	89914598	4	480.4	188	505.6	178.0	422.9	273.0	363.1	124.0	333.9	228.0
189	chr8	84979072	84988620	10	480.4	189	227.8	1147.0	612.7	91.0	171.9	934.0	203.9	856.0
190	chr10	127321026	127326584	9	479.8	190	524.0	156.0	482.7	179.0	311.1	199.0	342.0	213.0
191	chr11	60775649	60783725	13	479.8	191	455.5	235.0	224.0	1193.0	363.1	126.0	432.1	117.0
192	chr12	25092009	25100731	15	479.8	192	580.7	121.0	486.8	175.0	183.8	809.0	380.7	165.0
193	chr9	107332571	107341287	12	479.1	193	128.5	4171.0	479.9	181.0	277.7	283.0	262.3	442.0
196	chr7	38182446	38190240	8	474.2	196	527.3	152.0	488.6	172.0	322.4	180.0	238.0	567.0
197	chr1	138167014	138175098	1	473.6	197	403.8	328.0	472.2	193.0	209.8	588.0	342.5	209.0
198	chr2	167656523	167663491	2	473.0	198	498.9	182.0	381.8	341.0	328.6	172.0	365.1	188.0
199	chr11	58210427	58219469	13	471.7	199	408.8	316.0	432.0	258.0	347.8	152.0	259.4	454.0
200	chr18	80700258	80708318	20	470.5	200	520.6	160.0	411.5	291.0	318.4	187.0	227.0	645.0
201	chr3	87844716	87851022	4	468.6	201	420.5	297.0	406.5	300.0	298.6	220.0	322.9	254.0
202	chr11	48866403	48873359	13	468.0	202	554.8	134.0	430.6	263.0	272.6	300.0	291.1	332.0
203	chr17	31205118	31212940	18	466.8	203	584.9	116.0	494.1	164.0	289.0	250.0	378.9	167.0
204	chr5	115150380	115157710	6	465.6	204	503.9	180.0	512.8	147.0	354.0	142.0	355.3	196.0
205	chr4	43557534	43563794	5	463.7	205	501.4	181.0	430.6	262.0	281.1	267.0	253.0	483.0
206	chr6	48701906	48709166	7	461.9	206	646.6	86.0	460.8	217.0	280.5	273.0	355.8	195.0
207	chr8	15011603	15021229	10	461.9	207	561.5	131.0	555.6	115.0	397.0	87.0	199.3	898.0
208	chr19	29365855	29374587	21	460.6	208	475.6	208.0	526.0	141.0	127.2	1832.0	79.1	6418.0
209	chr1	74237538	74245368	1	459.4	209	427.2	283.0	453.0	227.0	302.6	208.0	340.8	214.0
210	chr1	160042504	160049042	1	459.4	210	429.7	280.0	418.3	278.0	222.8	510.0	327.5	243.0
211	chr3	131111500	131120168	4	458.8	211	520.6	159.0	539.2	131.0	327.5	173.0	332.7	232.0
213	chr8	88288123	88295503	10	458.1	213	596.5	107.0	475.8	186.0	363.6	123.0	371.4	179.0
214	chr15	79890077	79896945	16	458.1	214	427.2	285.0	469.9	198.0	204.7	633.0	283.0	362.0
215	chr11	78175706	78184290	13	457.5	215	291.2	690.0	182.9	1912.0	127.8	1804.0	235.1	586.0
216	chr1	87619455	87627127	1	455.7	216	443.9	247.0	335.3	471.0	371.0	113.0	369.7	180.0
217	chr9	44038776	44048156	12	455.7	217	313.7	577.0	282.8	697.0	197.4	677.0	419.9	131.0
218	chr11	83060212	83070572	13	455.7	218	162.7	2484.0	137.3	3693.0	171.9	935.0	196.4	922.0
220	chr7	126699654	126705454	8	453.8	220	478.9	202.0	420.2	277.0	303.7	206.0	333.9	229.0
222	chr3	115708514	115716196	4	451.4	222	403.8	329.0	455.3	223.0	341.6	160.0	351.8	198.0
223	chr8	35588853	35598627	10	451.4	223	230.3	1123.0	270.1	763.0	187.2	764.0	435.5	113.0
224	chr10	77527559	77534599	9	449.5	224	346.2	461.0	438.4	243.0	333.1	167.0	314.2	272.0
225	chr17	51804327	51812895	18	449.5	225	398.0	343.0	468.5	200.0	217.7	543.0	377.8	170.0
226	chr3	107037163	107044655	4	447.0	226	445.5	246.0	469.9	197.0	155.0	1166.0	347.2	201.0
227	chr11	119390282	119398238	13	446.4	227	461.4	226.0	406.5	301.0	282.2	263.0	263.4	435.0
228	chr15	79927184	79936084	16	446.4	228	180.2	1946.0	229.5	1127.0	94.4	3556.0	104.0	3782.0
230	chr2	39001839	39010437	2	443.3	230	177.7	1997.0	368.6	372.0	180.4	840.0	172.7	1231.0
231	chr4	139193469	139201431	5	443.3	231	404.6	326.0	360.8	389.0	336.5	162.0	321.2	256.0
232	chr9	101075441	101082955	12	442.7	232	616.6	98.0	453.5	226.0	321.8	181.0	316.5	270.0
233	chr10	7831233	7836997	9	442.7	233	399.6	341.0	374.5	357.0	291.8	237.0	303.3	299.0
234	chr2	32151755	32159263	2	442.1	234	427.2	284.0	381.4	342.0	273.7	292.0	285.4	354.0
235	chr11	117776040	117785398	13	442.1	235	443.9	249.0	450.7	230.0	152.1	1211.0	166.9	1331.0
237	chr18	62174653	62181063	20	440.2	237	539.0	145.0	457.1	221.0	300.9	216.0	362.8	191.0
238	chr2	24384323	24390575	2	439.0	238	525.6	155.0	496.8	162.0	314.4	195.0	397.4	142.0
239	chr7	127087709	127094985	8	439.0	239	493.9	189.0	492.2	165.0	312.2	197.0	340.2	218.0
240	chr9	110650808	110657812	12	439.0	240	243.6	995.0	396.9	317.0	158.9	1115.0	180.8	1109.0
242	chr11	49084466	49092532	13	437.8	242	478.9	203.0	354.9	408.0	183.8	806.0	210.8	793.0
244	chr9	75400759	75409649	12	435.9	244	122.6	4626.0	152.8	2903.0	156.7	1143.0	214.9	747.0
245	chr15	100664591	100670701	16	435.9	245	541.5	143.0	477.2	184.0	372.1	112.0	320.6	259.0
246	chr2	73448922	73455344	2	434.7	246	418.8	300.0	463.9	212.0	286.7	254.0	333.3	231.0
247	chr13	24413966	24420822	14	434.7	247	515.6	165.0	509.6	151.0	342.2	158.0	343.1	207.0
248	chr10	75832951	75838543	9	432.8	248	356.3	434.0	401.9	304.0	255.1	359.0	343.1	206.0
251	chr11	30190133	30199267	13	431.6	251	358.8	425.0	434.8	252.0	225.7	493.0	209.1	811.0
252	chr3	60502020	60510170	4	431.0	252	649.9	82.0	417.9	279.0	343.3	155.0	318.9	262.0
253	chr3	95226368	95233522	4	430.4	253	446.4	245.0	299.3	602.0	208.1	600.0	205.6	838.0
255	chr11	109363668	109371960	13	427.9	255	292.0	687.0	360.8	391.0	288.4	251.0	319.4	260.0
256	chr2	91956822	91963542	2	426.0	256	387.1	366.0	397.3	314.0	341.6	159.0	199.9	891.0
258	chr3	103856744	103863720	4	424.2	258	399.6	338.0	428.8	265.0	322.9	177.0	277.8	381.0
260	chr11	70432118	70438594	13	423.6	260	450.5	242.0	401.5	305.0	256.2	355.0	292.3	325.0
261	chr2	173214232	173220352	2	423.0	261	446.4	244.0	326.2	504.0	293.0	231.0	312.5	275.0
262	chr9	116166451	116174465	12	423.0	262	476.4	206.0	464.9	209.0	322.9	179.0	327.5	244.0
263	chr11	87733044	87741174	13	423.0	263	410.5	313.0	233.1	1086.0	300.9	214.0	376.6	173.0
264	chr19	57114594	57120742	21	423.0	264	472.2	215.0	425.2	271.0	155.0	1169.0	343.1	208.0
265	chr8	25097728	25104274	10	422.3	265	417.2	302.0	431.6	259.0	263.5	330.0	282.5	363.0
266	chr1	131274962	131281210	1	421.7	266	386.3	367.0	453.0	228.0	359.7	135.0	295.2	318.0
267	chr6	99260135	99266567	7	421.7	267	485.6	196.0	467.1	203.0	351.2	146.0	342.5	211.0
268	chr5	112276844	112285586	6	421.1	268	879.4	33.0	396.9	316.0	362.0	130.0	342.5	210.0
269	chr7	100492869	100498525	8	420.5	269	477.2	204.0	427.5	267.0	232.4	452.0	281.3	366.0
271	chr16	23980922	23987796	17	420.5	271	463.9	223.0	458.5	219.0	257.3	348.0	318.9	264.0
272	chr7	132805034	132813592	8	419.9	272	438.0	259.0	434.8	251.0	269.2	314.0	332.7	234.0
273	chr2	144263897	144271809	2	418.6	273	339.6	479.0	377.3	348.0	256.2	354.0	292.9	320.0
274	chr8	106051216	106059690	10	417.4	274	319.5	551.0	327.5	500.0	242.6	407.0	237.4	572.0
275	chr1	9742079	9748073	1	416.8	275	378.8	380.0	395.1	320.0	269.2	312.0	290.0	336.0
278	chr14	61683184	61690262	11	416.2	278	238.6	1050.0	336.7	468.0	208.1	602.0	284.8	356.0
280	chr7	127133446	127138578	8	415.5	280	452.2	239.0	420.6	276.0	299.2	219.0	299.2	308.0
281	chr11	88999177	89004809	13	415.5	281	431.3	275.0	413.3	289.0	264.1	329.0	303.8	298.0
282	chr2	122148650	122153658	2	414.9	282	460.5	228.0	415.1	284.0	278.8	279.0	329.3	237.0
283	chr19	4215318	4222816	21	414.9	283	419.7	299.0	455.3	224.0	360.8	133.0	334.5	227.0
284	chr1	106707335	106714659	1	413.7	284	397.1	344.0	434.3	253.0	218.3	539.0	285.4	353.0
285	chr7	19266212	19273340	8	413.7	285	355.4	439.0	435.2	250.0	290.7	240.0	308.5	285.0
286	chr6	127147566	127155950	7	413.1	286	538.1	147.0	473.5	189.0	123.9	1932.0	148.5	1713.0
288	chr7	16840449	16846861	8	412.5	288	372.1	392.0	401.0	307.0	297.5	223.0	311.9	278.0
289	chr11	96462866	96470400	13	412.5	289	508.1	174.0	472.2	194.0	370.4	115.0	366.8	185.0
290	chr16	46003092	46012096	17	411.8	290	304.5	620.0	387.8	332.0	330.8	171.0	512.4	66.0
291	chr4	129821047	129829577	5	410.0	291	236.9	1061.0	478.1	182.0	278.3	282.0	392.8	150.0
292	chr6	136936918	136941674	7	410.0	292	542.3	141.0	401.0	306.0	285.0	260.0	292.9	321.0
293	chr7	45703460	45708806	8	410.0	293	405.5	322.0	376.8	350.0	276.0	288.0	287.1	347.0
294	chr17	34587986	34592194	18	409.4	294	412.2	310.0	362.2	388.0	273.7	293.0	279.6	374.0
295	chr2	29620262	29625726	2	407.5	295	435.5	266.0	373.2	359.0	325.8	175.0	357.0	193.0
296	chr2	152824480	152831318	2	406.3	296	139.3	3507.0	439.8	242.0	375.5	106.0	396.3	145.0
297	chr8	13671124	13677374	10	406.3	297	488.9	192.0	476.3	185.0	281.1	269.0	269.2	412.0
298	chr5	120774296	120780344	6	405.7	298	375.4	386.0	346.3	432.0	297.5	222.0	291.1	328.0
299	chr19	5723505	5729051	21	405.7	299	438.0	260.0	422.4	274.0	362.0	131.0	445.4	104.0
300	chr1	171914932	171922138	1	405.0	300	426.3	286.0	445.2	237.0	155.0	1165.0	343.7	205.0
301	chr2	164075089	164081039	2	403.8	301	440.5	253.0	365.0	381.0	286.7	255.0	306.2	291.0
304	chr6	48645317	48651985	7	402.0	304	451.4	240.0	370.9	365.0	251.7	372.0	228.7	632.0
305	chr8	70605789	70612051	10	402.0	305	453.0	238.0	366.3	379.0	205.9	619.0	198.7	907.0
