id	chr_name	start	end	chromosome_id	tag_count_0_1um_pcc	id_0_1um_pcc	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_100um_k99a	id_100um_k99a	tag_count_10um_pcc	id_10um_pcc
141	chr12	107918817	107931515	15	541.5	141	379.6	378.0	542.4	127.0	227.9	478.0	388.8	156.0
148	chr8	126582774	126592284	10	534.7	148	8.34	32394.0	573.4	108.0	223.4	509.0	31.8	17198.0
154	chr2	132016952	132024862	2	528.5	154	581.5	118.0	600.4	98.0	386.8	92.0	9.82	30605.0
158	chr1	138155276	138165194	1	522.4	158	182.7	1881.0	616.3	90.0	191.7	722.0	182.5	1089.0
160	chr4	32245699	32254145	5	519.9	160	624.9	96.0	490.9	167.0	381.7	98.0	350.6	200.0
161	chr10	22296556	22305054	9	517.4	161	612.4	102.0	547.0	125.0	349.5	150.0	26.0	19437.0
164	chr14	79530453	79539997	11	516.8	164	76.8	9898.0	563.9	113.0	411.2	82.0	269.2	414.0
165	chr12	73590866	73601332	15	513.1	165	513.1	170.0	497.3	161.0	376.1	105.0	390.5	153.0
174	chr9	13296768	13304056	12	499.5	174	536.5	148.0	495.9	163.0	368.7	116.0	396.8	144.0
183	chr7	75609032	75616096	8	487.8	183	465.6	220.0	448.4	232.0	377.2	103.0	378.4	168.0
185	chr10	96619113	96627393	9	486.6	185	519.0	161.0	534.7	136.0	12.4	26140.0	428.6	120.0
194	chr1	165840890	165850370	1	477.3	194	740.0	54.0	528.3	139.0	117.6	2169.0	113.2	3140.0
195	chr2	174611589	174618931	2	476.1	195	551.5	138.0	465.3	207.0	13.6	24815.0	346.6	202.0
212	chr11	94992356	95001122	13	458.8	212	585.7	115.0	489.0	171.0	220.0	525.0	214.9	749.0
219	chr1	134059009	134068245	1	454.4	219	552.3	137.0	453.0	229.0	53.7	9015.0	324.1	250.0
221	chrX	48423519	48436689	3	453.8	221	491.4	191.0	426.1	269.0	179.3	858.0	164.1	1381.0
229	chr18	50027173	50035395	20	445.8	229	275.3	773.0	243.6	996.0	166.3	1010.0	164.6	1365.0
236	chr11	48852974	48859544	13	440.2	236	293.7	675.0	465.8	206.0	87.1	4150.0	374.9	176.0
241	chr17	84114167	84122161	18	438.4	241	436.4	265.0	397.3	315.0	371.0	114.0	150.2	1659.0
243	chr7	80202120	80211646	8	436.5	243	406.3	320.0	339.9	458.0	373.3	110.0	369.1	181.0
249	chr19	25051442	25060716	21	432.8	249	388.8	363.0	391.4	327.0	332.0	169.0	327.5	245.0
250	chr3	131155111	131164261	4	431.6	250	98.5	6939.0	477.6	183.0	372.7	111.0	336.8	221.0
254	chr12	101012596	101019718	15	429.1	254	458.9	232.0	463.5	213.0	362.5	129.0	20.2	22336.0
257	chr5	124010941	124020859	6	426.0	257	1485.9	4.0	1078.0	10.0	273.2	295.0	147.9	1727.0
259	chr12	102366287	102373399	15	424.2	259	541.5	142.0	433.4	254.0	325.2	176.0	314.8	271.0
270	chr12	107971725	107980107	15	420.5	270	459.7	231.0	523.7	143.0	348.4	151.0	335.0	225.0
276	chr2	158715663	158724781	2	416.8	276	367.9	403.0	413.8	288.0	386.8	93.0	389.9	155.0
277	chr4	62633025	62638613	5	416.8	277	399.6	339.0	391.0	328.0	293.0	232.0	332.7	233.0
279	chr2	6715678	6722670	2	415.5	279	493.9	188.0	463.9	211.0	255.6	356.0	276.1	387.0
287	chr13	113612870	113617488	14	413.1	287	354.6	444.0	398.7	312.0	235.8	430.0	266.3	431.0
302	chr11	43378909	43389401	13	403.8	302	201.1	1539.0	286.5	678.0	249.4	385.0	19.1	23007.0
303	chr17	7870875	7879399	18	403.8	303	33.4	19489.0	88.5	8252.0	238.1	422.0	439.0	110.0
307	chr15	77813912	77822672	16	402.0	307	390.5	359.0	368.1	373.0	312.2	198.0	249.5	502.0
310	chr9	63714586	63723158	12	400.1	310	290.3	692.0	209.8	1391.0	196.8	684.0	238.6	563.0
312	chr5	122946255	122953849	6	399.5	312	295.4	663.0	423.3	272.0	32.2	15136.0	28.3	18478.0
318	chr14	54121013	54129775	11	396.4	318	362.9	420.0	401.0	308.0	213.2	574.0	57.2	10171.0
328	chr6	41549026	41555770	7	392.7	328	326.2	525.0	21.0	23056.0	225.7	491.0	242.6	538.0
330	chr11	46370385	46378861	13	391.5	330	283.7	720.0	996.3	13.0	282.8	261.0	72.2	7398.0
331	chr2	3725643	3732303	2	390.8	331	433.0	270.0	396.4	318.0	110.3	2496.0	330.4	236.0
335	chr12	33313228	33318262	15	388.4	335	420.5	298.0	371.3	364.0	263.0	331.0	290.6	335.0
337	chr19	11444693	11451761	21	388.4	337	403.0	331.0	437.0	245.0	208.1	606.0	242.6	540.0
340	chr19	53193508	53200144	21	387.8	340	431.3	277.0	411.5	292.0	183.2	812.0	205.6	845.0
344	chr8	72348742	72356108	10	385.9	344	910.3	30.0	429.3	264.0	331.4	170.0	78.0	6527.0
349	chr15	66807994	66814322	16	384.7	349	368.8	402.0	366.8	376.0	266.9	320.0	376.0	175.0
350	chr7	68284321	68291581	8	384.1	350	1160.6	8.0	1158.3	7.0	67.9	6512.0	32.9	16735.0
353	chr5	124075302	124082032	6	381.6	353	666.6	77.0	508.2	152.0	317.3	188.0	316.5	269.0
354	chr3	95671284	95677128	4	381.0	354	460.5	229.0	339.4	460.0	276.6	285.0	298.6	311.0
368	chr4	134115594	134122944	5	376.6	368	461.4	225.0	12.8	27474.0	15.8	23100.0	243.2	533.0
373	chr1	131182023	131189707	1	375.4	373	68.4	11160.0	126.4	4338.0	224.0	503.0	91.3	4905.0
374	chr11	95353184	95358796	13	375.4	374	483.9	198.0	375.0	355.0	22.6	19342.0	278.4	379.0
375	chr2	170217527	170223843	2	373.6	375	397.1	345.0	370.0	368.0	287.3	252.0	259.9	448.0
393	chr3	106779516	106788182	4	369.2	393	518.1	163.0	541.0	129.0	9.61	28949.0	149.0	1690.0
394	chr15	86063398	86071182	16	369.2	394	668.3	74.0	256.4	873.0	289.6	245.0	287.1	348.0
395	chr18	75384390	75393084	20	369.2	395	463.1	224.0	154.2	2849.0	356.9	140.0	238.6	564.0
398	chr16	52034289	52041321	17	367.4	398	26.7	21819.0	407.8	298.0	28.8	16564.0	304.4	297.0
399	chr4	124750545	124758325	5	366.8	399	377.1	382.0	342.6	446.0	240.9	411.0	249.5	499.0
400	chr9	63737395	63744665	12	366.8	400	421.3	295.0	244.1	986.0	205.3	625.0	9.82	30966.0
405	chr8	14991754	14998706	10	364.9	405	404.6	327.0	386.9	337.0	287.3	253.0	291.1	329.0
407	chr19	53420557	53426371	21	364.3	407	296.2	661.0	298.4	609.0	117.1	2220.0	279.6	375.0
409	chr15	97372244	97380532	16	363.1	409	425.5	289.0	387.8	331.0	112.0	2436.0	301.0	302.0
415	chr5	122230551	122236683	6	360.0	415	390.5	358.0	331.2	486.0	270.3	308.0	15.0	25735.0
421	chr17	84140731	84149997	18	358.7	421	312.9	583.0	43.3	16282.0	37.3	13494.0	152.5	1608.0
425	chr16	22257900	22264540	17	357.5	425	304.5	619.0	356.7	404.0	248.3	394.0	280.7	370.0
427	chr11	6468216	6475040	13	356.9	427	227.8	1150.0	288.8	668.0	226.2	488.0	288.2	343.0
431	chr10	78293672	78300220	9	354.4	431	281.2	734.0	296.1	621.0	33.9	14583.0	23.7	20502.0
435	chr8	15028291	15034481	10	353.8	435	161.9	2512.0	80.3	9368.0	66.2	6777.0	32.9	16742.0
441	chr17	29392473	29399455	18	351.3	441	292.8	681.0	383.7	338.0	281.6	265.0	250.7	494.0
444	chr12	76371480	76377830	15	348.9	444	222.8	1214.0	335.3	472.0	241.5	410.0	227.0	644.0
455	chr3	88508026	88514484	4	343.9	455	302.9	624.0	330.3	489.0	289.6	243.0	306.2	292.0
456	chr4	140943165	140950239	5	343.9	456	309.5	595.0	267.8	784.0	265.8	323.0	280.2	371.0
457	chr6	108832458	108839312	7	343.9	457	385.5	370.0	525.1	142.0	292.4	234.0	300.4	303.0
461	chr5	112293675	112303263	6	342.7	461	191.9	1693.0	242.7	1002.0	322.9	178.0	222.4	680.0
464	chr2	11189156	11195842	2	340.8	464	394.6	351.0	388.7	329.0	15.8	23044.0	212.6	768.0
473	chr14	60708558	60712954	11	337.1	473	474.7	209.0	370.0	369.0	265.8	325.0	255.3	471.0
474	chr10	12809102	12814976	9	336.5	474	350.4	450.0	335.8	470.0	257.3	347.0	276.7	384.0
475	chr12	110495185	110501263	15	335.9	475	488.9	193.0	394.6	322.0	249.4	386.0	467.9	88.0
479	chr12	86890753	86896063	15	335.3	479	357.9	428.0	378.6	346.0	366.5	118.0	276.1	389.0
483	chr11	117962143	117968329	13	334.0	483	473.1	213.0	395.1	321.0	252.2	371.0	225.9	651.0
487	chr6	114901384	114908950	7	332.8	487	28.4	21027.0	30.1	19759.0	71.3	6018.0	342.0	212.0
491	chr5	123395929	123400037	6	332.2	491	327.9	518.0	333.9	478.0	230.7	462.0	213.2	765.0
495	chr14	40952960	40960738	11	331.0	495	282.0	728.0	304.7	575.0	286.2	257.0	318.9	263.0
500	chr12	99559489	99565665	15	329.1	500	357.9	429.0	354.9	409.0	40.7	12396.0	28.9	18340.0
501	chr15	77797131	77804343	16	329.1	501	506.4	177.0	306.1	568.0	446.8	61.0	276.1	390.0
502	chr1	38661503	38666379	1	328.5	502	315.4	569.0	283.8	691.0	218.3	537.0	257.1	459.0
505	chr3	20106020	20114380	4	327.9	505	18.4	25314.0	10.9	28887.0	203.6	637.0	15.0	25655.0
506	chr4	135153760	135160864	5	327.9	506	281.2	732.0	321.6	513.0	280.5	272.0	279.0	376.0
511	chr9	63131892	63136268	12	326.6	511	320.4	550.0	293.8	637.0	218.9	534.0	256.5	462.0
513	chr1	58718373	58724553	1	326.0	513	712.5	65.0	983.1	15.0	285.0	258.0	299.2	306.0
521	chr18	56467971	56473677	20	325.4	521	409.7	315.0	337.1	466.0	238.7	417.0	212.6	777.0
527	chr15	73173624	73180464	16	324.8	527	32.5	19738.0	294.2	633.0	248.8	392.0	274.4	395.0
529	chr1	136625946	136631652	1	324.2	529	15.0	27216.0	401.9	303.0	19.8	20710.0	222.4	678.0
535	chr2	126495308	126501856	2	322.9	535	400.5	336.0	333.9	477.0	267.5	317.0	240.9	548.0
536	chr6	99092263	99098107	7	322.9	536	269.5	809.0	245.9	968.0	188.9	747.0	11.0	29238.0
543	chr2	168577156	168585168	2	319.8	543	95.9	7215.0	163.8	2457.0	174.2	905.0	61.2	9255.0
548	chr9	7866541	7871489	12	319.2	548	304.5	618.0	165.6	2404.0	239.8	415.0	128.8	2345.0
549	chr11	11714445	11721823	13	319.2	549	364.6	416.0	287.9	674.0	231.3	460.0	296.9	315.0
551	chr15	81041673	81046899	16	319.2	551	332.1	508.0	315.2	537.0	256.8	352.0	222.4	683.0
555	chr19	10780437	10789013	21	318.6	555	197.7	1596.0	339.9	459.0	129.5	1746.0	149.6	1685.0
563	chr6	128835474	128840622	7	316.8	563	267.8	820.0	296.1	618.0	197.9	670.0	203.3	861.0
570	chr11	117316856	117322990	13	316.1	570	12.5	29542.0	239.0	1032.0	32.2	15214.0	296.9	316.0
572	chr12	55486277	55491557	15	316.1	572	333.7	500.0	266.9	796.0	173.1	920.0	209.7	805.0
573	chr3	31096165	31103715	4	315.5	573	8.34	32224.0	54.3	13800.0	23.8	18601.0	26.6	19137.0
574	chr3	52269834	52275632	4	315.5	574	386.3	368.0	350.8	422.0	241.5	409.0	251.3	486.0
577	chr18	32396437	32400193	20	315.5	577	343.7	467.0	343.1	444.0	265.2	327.0	269.2	415.0
579	chr2	75680088	75687808	2	314.9	579	267.0	824.0	293.3	640.0	215.5	558.0	35.2	15884.0
581	chr18	70569485	70575119	20	314.9	581	297.9	647.0	255.0	888.0	19.2	21299.0	188.3	1016.0
583	chr7	100852261	100858145	8	314.3	583	292.8	676.0	293.8	636.0	270.9	305.0	214.3	754.0
584	chr12	108761307	108767645	15	314.3	584	313.7	579.0	326.6	503.0	226.8	480.0	240.3	553.0
585	chr2	103567684	103572278	2	313.7	585	352.1	447.0	325.3	507.0	225.7	489.0	253.0	481.0
587	chr11	99159054	99167678	13	313.0	587	164.4	2418.0	180.2	1965.0	57.7	8248.0	20.2	22320.0
589	chr7	104440926	104448152	8	312.4	589	12.5	29321.0	266.9	795.0	190.0	736.0	177.9	1154.0
604	chr16	10780162	10784526	17	307.5	604	296.2	658.0	295.6	624.0	203.0	649.0	227.6	640.0
606	chr10	59895232	59902552	9	306.9	606	164.4	2416.0	306.6	566.0	91.6	3767.0	101.7	3969.0
610	chr2	166653195	166660501	2	306.3	610	10.0	31139.0	230.4	1111.0	102.9	2907.0	264.6	433.0
612	chr6	125480349	125485949	7	306.3	612	297.9	645.0	320.7	515.0	207.0	613.0	259.4	451.0
616	chr11	32537557	32544597	13	305.6	616	731.7	60.0	661.0	73.0	281.1	270.0	502.0	74.0
617	chr17	84179366	84183570	18	305.6	617	356.3	436.0	358.6	397.0	222.8	515.0	224.7	665.0
623	chr1	54920235	54925155	1	303.8	623	322.9	540.0	12.8	27382.0	218.3	538.0	255.3	467.0
625	chr11	57666560	57676028	13	303.8	625	71.8	10685.0	195.7	1656.0	33.4	14789.0	174.4	1206.0
626	chr11	86587657	86595181	13	303.8	626	268.7	816.0	759.1	48.0	138.6	1497.0	114.4	3089.0
627	chr11	107445897	107452151	13	303.8	627	436.4	264.0	316.1	531.0	88.2	4058.0	260.5	446.0
631	chr10	19183685	19188937	9	302.6	631	264.5	844.0	287.9	673.0	207.0	616.0	172.1	1245.0
632	chr9	44482824	44489012	12	301.9	632	377.1	384.0	31.0	19510.0	250.5	382.0	244.9	520.0
633	chr10	42896967	42903299	9	301.9	633	131.8	3984.0	37.0	17864.0	41.3	12216.0	146.1	1760.0
635	chr11	117305480	117311962	13	301.9	635	216.1	1305.0	201.2	1549.0	156.1	1152.0	251.3	488.0
640	chr7	63931415	63937221	8	300.7	640	365.4	413.0	15.5	25834.0	188.9	749.0	160.6	1436.0
647	chr2	32491893	32497493	2	298.8	647	347.9	454.0	317.1	525.0	240.4	412.0	231.6	608.0
650	chr12	100990970	100996486	15	298.2	650	215.3	1316.0	267.3	793.0	270.3	310.0	302.1	301.0
652	chr9	21325796	21333724	12	297.6	652	132.7	3928.0	289.7	659.0	155.5	1160.0	250.1	497.0
665	chr2	3748872	3756498	2	294.5	665	161.0	2532.0	10.5	29233.0	167.4	983.0	42.2	13729.0
666	chr3	89185968	89190540	4	294.5	666	432.2	273.0	348.1	429.0	215.5	559.0	244.3	521.0
672	chr5	140594580	140598724	6	293.3	672	468.1	218.0	305.6	570.0	167.4	987.0	227.0	641.0
679	chr7	127139646	127145584	8	292.1	679	8.34	32365.0	304.3	578.0	194.0	710.0	191.2	980.0
682	chr4	129808004	129813152	5	291.4	682	268.7	813.0	267.3	788.0	96.1	3379.0	220.7	691.0
697	chr7	16042816	16047938	8	288.3	697	347.1	458.0	312.5	540.0	231.3	459.0	228.7	633.0
698	chr2	29661578	29667864	2	287.7	698	172.7	2129.0	17.8	24519.0	27.1	17087.0	250.7	492.0
700	chr11	117344637	117351981	13	287.7	700	30.0	20542.0	223.1	1209.0	78.6	5079.0	93.6	4722.0
704	chr6	31122692	31127708	7	287.1	704	284.5	718.0	286.9	677.0	229.6	467.0	229.3	630.0
711	chr16	10767148	10772680	17	285.3	711	283.7	722.0	63.0	12197.0	127.2	1828.0	209.7	807.0
718	chr3	58417337	58422331	4	284.0	718	231.1	1115.0	272.3	747.0	195.7	695.0	234.5	588.0
720	chr6	114872876	114877342	7	284.0	720	309.5	596.0	303.4	587.0	286.2	256.0	211.4	786.0
723	chr17	6474695	6477107	18	283.4	723	327.9	521.0	318.0	522.0	212.1	580.0	216.0	733.0
724	chr5	134231159	134237965	6	282.8	724	322.1	544.0	376.4	352.0	304.8	204.0	52.0	11266.0
725	chr9	41078347	41085305	12	282.8	725	23.4	23053.0	215.3	1312.0	69.0	6335.0	276.1	388.0
728	chr16	38090331	38094543	17	282.8	728	277.8	753.0	287.4	676.0	197.4	680.0	216.6	729.0
732	chr5	105648066	105652580	6	281.6	732	313.7	576.0	276.5	727.0	233.6	443.0	230.5	617.0
734	chr10	75318274	75322038	9	281.6	734	272.0	791.0	256.8	868.0	230.7	464.0	220.1	700.0
737	chr1	134091919	134097123	1	280.3	737	43.4	16416.0	252.7	905.0	101.2	3019.0	196.4	920.0
738	chr10	80157733	80161955	9	280.3	738	277.8	750.0	293.8	638.0	181.0	836.0	205.6	840.0
739	chr15	102407361	102415249	16	280.3	739	12.5	29726.0	48.8	15038.0	175.3	900.0	199.3	903.0
742	chr8	72320140	72323950	10	279.7	742	309.5	598.0	306.6	565.0	237.5	425.0	250.1	496.0
744	chr9	44017845	44024795	12	279.1	744	126.0	4358.0	12.3	27993.0	85.4	4302.0	116.1	2987.0
747	chr2	75696542	75703584	2	278.5	747	88.4	8132.0	91.7	7830.0	87.7	4072.0	213.2	762.0
748	chr8	124271946	124277222	10	278.5	748	338.7	483.0	243.6	995.0	228.5	476.0	207.4	826.0
750	chr14	103651343	103655139	11	278.5	750	302.9	628.0	260.0	851.0	185.5	783.0	190.0	1004.0
754	chr11	34769073	34772421	13	277.9	754	316.2	566.0	277.8	718.0	194.0	714.0	173.3	1226.0
773	chr11	60112106	60117282	13	275.4	773	184.4	1857.0	252.7	909.0	24.3	18465.0	166.4	1334.0
775	chr3	65952245	65957169	4	274.8	775	112.6	5481.0	240.0	1023.0	92.2	3713.0	206.8	829.0
776	chr3	105891608	105895736	4	274.8	776	251.1	933.0	242.2	1006.0	192.3	720.0	180.8	1108.0
780	chr5	142928585	142933393	6	273.5	780	122.6	4613.0	245.4	972.0	183.8	803.0	324.6	249.0
782	chr12	3832305	3838023	15	273.5	782	100.1	6801.0	214.4	1331.0	194.0	715.0	230.5	620.0
786	chr11	79128277	79134697	13	272.9	786	34.2	19166.0	218.1	1269.0	260.2	337.0	240.9	551.0
787	chr19	53183783	53189643	21	272.9	787	251.1	938.0	273.7	740.0	184.4	799.0	161.2	1430.0
788	chr3	96499574	96503566	4	272.3	788	276.2	759.0	263.2	823.0	32.8	14877.0	233.9	591.0
790	chr8	105622323	105626223	10	272.3	790	279.5	743.0	271.4	753.0	204.7	631.0	202.8	868.0
793	chr7	73549006	73556488	8	271.7	793	31.7	19907.0	292.9	644.0	93.9	3578.0	208.0	820.0
794	chr9	32515580	32522252	12	271.7	794	302.0	632.0	272.3	749.0	226.2	486.0	79.1	6384.0
796	chr15	59650300	59655372	16	271.7	796	330.4	513.0	255.9	878.0	231.9	456.0	226.4	648.0
806	chr9	96346889	96354607	12	270.4	806	321.2	547.0	121.8	4698.0	61.6	7527.0	76.2	6769.0
816	chr4	133745388	133751478	5	269.2	816	204.4	1477.0	248.2	942.0	161.2	1084.0	190.0	998.0
825	chr16	84704711	84710575	17	268.6	825			280.1	707.0	77.5	5236.0	299.2	309.0
826	chr19	12537774	12543868	21	268.6	826	222.8	1220.0	10.5	29597.0	179.8	853.0	9.82	31425.0
834	chr17	29430871	29439223	18	266.7	834	111.8	5624.0	246.3	965.0	50.3	9904.0	79.7	6335.0
837	chr12	55463594	55467834	15	266.1	837	199.4	1563.0	239.0	1033.0	203.6	640.0	235.7	582.0
838	chr5	23427247	23432199	6	265.5	838	15.9	26775.0	13.2	27160.0	105.2	2767.0	174.4	1201.0
841	chr11	52336384	52343026	13	264.9	841	247.0	968.0	240.0	1027.0	214.3	564.0	185.4	1055.0
842	chr12	73609716	73614728	15	264.3	842	167.7	2291.0	176.1	2091.0	459.2	55.0	470.2	87.0
845	chr19	53804692	53811196	21	264.3	845	84.3	8787.0	213.5	1345.0	28.8	16597.0	72.8	7326.0
848	chr9	62344471	62349821	12	263.7	848	309.5	599.0	295.2	627.0	208.7	598.0	261.1	444.0
849	chr13	20183197	20187377	14	263.7	849	232.8	1103.0	245.4	976.0	175.3	899.0	225.9	652.0
853	chr15	27668192	27673074	16	263.0	853	410.5	314.0	344.9	439.0	213.8	571.0	187.7	1026.0
860	chr1	180363040	180367676	1	261.8	860	210.3	1381.0	265.0	802.0	235.3	431.0	161.2	1418.0
864	chr11	63988673	63993161	13	261.8	864	396.3	348.0	264.1	809.0	177.6	875.0	172.1	1247.0
866	chr13	63244955	63250113	14	261.8	866	90.1	7975.0	78.0	9685.0	76.9	5304.0	478.9	82.0
867	chr13	117221630	117226554	14	261.8	867	473.1	214.0	394.2	323.0	245.4	402.0	126.5	2441.0
870	chr10	116912383	116917989	9	261.2	870	57.6	13283.0	55.2	13670.0	17.0	22575.0	68.7	7960.0
871	chr5	142439855	142443467	6	260.6	871	264.5	842.0	352.2	418.0	181.5	825.0	197.0	917.0
874	chr9	59937327	59942797	12	260.6	874	228.6	1140.0	254.6	889.0	143.6	1367.0	21.4	21663.0
875	chr11	4202248	4208554	13	260.6	875	101.0	6708.0	256.4	872.0	237.0	427.0	251.9	484.0
879	chr9	57968248	57974270	12	259.9	879	85.9	8518.0	69.8	10957.0	69.6	6252.0	211.4	787.0
893	chr7	16311238	16315600	8	258.1	893	196.1	1615.0	250.5	925.0	173.1	917.0	208.5	816.0
894	chr9	44477840	44480808	12	258.1	894	252.0	929.0	253.6	900.0	152.7	1197.0	175.0	1194.0
899	chr19	44280271	44285121	21	258.1	899	221.9	1228.0	233.1	1087.0	205.9	621.0	205.6	844.0
905	chr6	48722799	48728613	7	256.9	905	352.1	448.0	59.3	12832.0	56.6	8435.0	69.9	7727.0
906	chr13	21158453	21161357	14	256.9	906	241.1	1023.0	283.3	694.0	186.6	772.0	215.5	743.0
907	chr13	43299743	43303143	14	256.9	907	190.2	1734.0	235.4	1071.0	185.5	782.0	229.9	627.0
911	chr11	11554415	11560271	13	256.2	911	228.6	1141.0	229.9	1121.0	96.7	3358.0	199.3	900.0
912	chr15	97360134	97364002	16	256.2	912	222.8	1216.0	245.0	983.0	203.6	643.0	216.6	728.0
915	chr13	95959740	95965278	14	255.6	915	255.3	905.0	127.3	4299.0	66.2	6805.0	104.0	3776.0
920	chr1	160304460	160309146	1	254.4	920	262.8	852.0	253.6	897.0	164.6	1035.0	164.1	1367.0
924	chr4	129031023	129036223	5	253.8	924	43.4	16454.0	241.8	1010.0	49.8	9945.0	213.2	763.0
934	chr9	44029471	44036065	12	252.5	934	272.8	785.0	233.1	1085.0	52.0	9483.0		
936	chr12	102694783	102700065	15	252.5	936	286.2	711.0	312.0	544.0	392.5	90.0	233.9	595.0
944	chr1	177790570	177795324	1	251.3	944	81.8	9035.0	205.3	1480.0	115.4	2272.0	210.8	788.0
947	chr17	34114865	34118823	18	251.3	947	216.9	1294.0	245.9	971.0	191.2	728.0	176.8	1177.0
948	chr4	40842774	40848560	5	250.7	948	114.3	5327.0	154.6	2812.0	37.3	13380.0	54.9	10587.0
949	chr10	96369035	96374779	9	250.7	949	73.4	10404.0	212.6	1352.0	97.3	3308.0	117.8	2886.0
950	chr13	21166530	21169778	14	250.7	950	252.0	930.0	244.1	989.0	137.4	1531.0	194.7	942.0
954	chr7	114416746	114422752	8	250.1	954	311.2	586.0	263.7	814.0	97.3	3298.0	13.3	27136.0
956	chr11	6390229	6393301	13	250.1	956	181.9	1909.0	222.2	1218.0	175.9	893.0	191.2	983.0
958	chr2	127316270	127321806	2	249.4	958	34.2	19026.0	190.7	1736.0	165.1	1026.0	174.4	1198.0
959	chr5	103759666	103763876	6	249.4	959	101.8	6587.0	224.9	1179.0	200.2	656.0	432.7	116.0
963	chr9	120934747	120937789	12	249.4	963	241.1	1021.0	269.6	767.0	174.2	909.0	233.9	594.0
964	chr11	68449903	68454577	13	249.4	964	232.8	1100.0	250.9	923.0	97.3	3310.0	169.2	1288.0
966	chr12	73601682	73606070	15	249.4	966	306.2	613.0	194.3	1678.0	459.2	55.0	470.2	87.0
976	chr14	103093204	103098508	11	248.2	976	117.6	5066.0	138.2	3642.0	86.5	4216.0	96.5	4463.0
980	chr10	14041727	14047781	9	247.6	980	275.3	768.0	219.9	1242.0	224.0	504.0	16.2	24899.0
981	chr12	86831996	86837384	15	247.6	981	206.9	1439.0	243.2	999.0	171.9	936.0	180.2	1119.0
984	chr1	136577799	136582735	1	246.4	984	248.6	949.0	234.9	1072.0	93.3	3614.0	183.7	1071.0
989	chr10	115309831	115314513	9	246.4	989	229.4	1132.0	237.7	1042.0	183.8	805.0	174.4	1205.0
990	chr12	110501222	110506026	15	246.4	990	292.8	679.0	394.6	322.0	203.6	641.0	467.9	88.0
993	chr11	32551398	32556192	13	245.7	993	218.6	1271.0	360.4	393.0	202.5	651.0	203.3	863.0
994	chr11	34007857	34011837	13	245.7	994	188.6	1772.0	199.8	1573.0	151.6	1224.0	151.3	1630.0
995	chr11	69061048	69065174	13	245.7	995	132.7	3939.0	214.4	1330.0	46.4	10854.0	177.9	1155.0
996	chr17	31058787	31063313	18	245.7	996	317.0	564.0	271.9	752.0	105.8	2759.0	213.7	760.0
998	chr4	40836808	40841554	5	245.1	998	168.5	2260.0	228.6	1137.0	180.4	841.0	216.6	724.0
1017	chr15	99331629	99337347	16	243.3	1017	70.9	10840.0	49.3	14952.0	90.5	3879.0	78.6	6482.0
1021	chr8	70862659	70867513	10	242.7	1021	156.9	2699.0	198.0	1597.0	165.7	1014.0	195.8	930.0
