chr_name	chromosome_id	end	id	id_0_1um_pcc	id_100um_k99a	id_10um_k99a	id_10um_pcc	id_no_peptide	start	tag_count_0_1um_pcc	tag_count_100um_k99a	tag_count_10um_k99a	tag_count_10um_pcc	tag_count_no_peptide
chr4	5	133632704	46	48.0	75.0	45.0	83.0	46.0	133619282	785.4	416.8	775.1	476.6	802.6
chr15	16	77841626	48	57.0	39.0	66.0	43.0	48.0	77830930	757.0	534.4	696.2	577.1	788.4
chr11	13	103179590	49	69.0	38.0	58.0	61.0	49.0	103171460	704.5	540.7	716.2	530.9	769.3
chr7	8	28384421	50	66.0	80.0	56.0	44.0	50.0	28374223	708.2	411.7	731.3	575.9	753.4
chr19	21	5850683	52	80.0	316.0	64.0	425.0	52.0	5840423	661.9	268.1	701.6	267.4	744.2
chr4	5	102577272	53	88.0	383.0	70.0	295.0	53.0	102566928	634.1	250.0	681.6	304.4	743.4
chr5	6	139389470	55	61.0	35.0	57.0	46.0	55.0	139376668	734.8	553.1	729.0	574.2	740.0
chr7	8	19824817	58	73.0	60.0	59.0	90.0	58.0	19814733	687.2	450.7	707.6	463.8	732.5
chr3	4	88153877	59	327.0	264.0	94.0	72.0	59.0	88143289	392.7	281.6	607.6	505.4	731.7
chr11	13	32544890	60	356.0	270.0	73.0	74.0	60.0	32533264	380.3	281.1	661.0	502.0	731.7
chr19	21	4192120	67	131.0	76.0	76.0	102.0	67.0	4183968	553.9	416.2	650.5	447.1	700.0
chr9	12	57644655	69	79.0	46.0	88.0	73.0	69.0	57636695	664.4	501.1	618.6	503.1	688.3
chr14	11	79523877	72	109.0	71.0	80.0	119.0	72.0	79515217	582.3	431.5	635.0	432.1	670.8
chr11	13	6567515	73	91.0	141.0	99.0	146.0	73.0	6558583	629.2	354.6	599.9	396.3	668.3
chr15	16	86071805	74	394.0	245.0	520.0	348.0	74.0	86059649	369.2	289.6	318.9	287.1	668.3
chr10	9	80025601	75	132.0	117.0	97.0	189.0	75.0	80015757	550.8	368.7	606.3	363.9	667.5
chr3	4	60513855	82	252.0	155.0	279.0	262.0	82.0	60501867	431.0	343.3	417.9	318.9	649.9
chr12	15	15817152	83	181.0	203.0	215.0	219.0	83.0	15803424	490.3	306.5	461.7	339.7	649.9
chr3	4	106489764	84	117.0	77.0	82.0	84.0	84.0	106482298	574.8	415.7	630.0	476.0	649.1
chr11	13	83125114	85	155.0	186.0	133.0	258.0	85.0	83114182	527.9	318.4	539.2	320.6	648.3
chr11	13	70652991	88	133.0	109.0	92.0	68.0	88.0	70644593	550.1	373.8	609.5	511.2	639.1
chr11	13	46313609	90	163.0	307.0	367.0	463.0	90.0	46304077	516.8	270.9	370.4	256.5	632.4
chr7	8	31043636	91	1227.0	1179.0	1037.0	1039.0	91.0	31031788	226.6	153.8	238.6	186.6	631.6
chr13	14	24641900	92	124.0	345.0	467.0	774.0	92.0	24629972	568.7	258.5	336.7	212.6	630.8
chr15	16	74961699	94	134.0	74.0	119.0	125.0	94.0	74953945	548.9	423.6	552.5	425.7	628.2
chr9	12	101085348	98	232.0	181.0	226.0	270.0	98.0	101074840	442.7	321.8	453.5	316.5	616.6
chr12	15	108644240	99	122.0	182.0	190.0	115.0	99.0	108634130	569.9	321.8	473.5	433.8	616.6
chr11	13	103267568	100	115.0	85.0	116.0	106.0	100.0	103260764	576.7	401.0	555.6	443.1	614.9
chr18	20	60384761	101	542.0	8633.0	596.0	3614.0	101.0	60372349	321.7	56.0	300.6	106.3	613.2
chr15	16	78573606	103	112.0	51.0	140.0	570.0	103.0	78563180	580.4	472.8	527.4	238.0	610.7
chr7	8	45924677	104	377.0	592.0	297.0	662.0	104.0	45915869	373.6	209.8	407.8	224.7	607.4
chr2	2	32084486	105	114.0	83.0	121.0	133.0	105.0	32077054	576.7	406.1	549.7	418.2	599.0
chr15	16	102237454	106	178.0	284.0	170.0	1159.0	106.0	102226388	494.0	277.1	489.5	177.9	598.2
chr8	10	88295546	107	213.0	123.0	186.0	179.0	107.0	88288066	458.1	363.6	475.8	371.4	596.5
chr6	7	48744119	109	167.0	145.0	114.0	148.0	109.0	48736073	509.4	351.8	561.1	394.0	592.4
chr12	15	64968847	111	144.0	104.0	154.0	118.0	111.0	64963839	538.4	376.7	505.9	432.1	589.9
chr17	18	31212939	116	203.0	250.0	164.0	167.0	116.0	31204987	466.8	289.0	494.1	378.9	584.9
chr15	16	78902819	119	179.0	120.0	123.0	870.0	119.0	78894759	492.7	365.3	548.8	202.8	581.5
chr6	7	91116266	120	1016.0	591.0	1126.0	831.0	120.0	91107556	243.3	209.8	229.5	206.8	580.7
chr12	15	25100791	121	192.0	809.0	175.0	165.0	121.0	25092195	479.8	183.8	486.8	380.7	580.7
chr1	1	184043161	122	169.0	121.0	130.0	203.0	122.0	184034103	505.7	364.8	540.1	346.0	576.5
chr7	8	4658506	125	128.0	67.0	117.0	80.0	125.0	4651350	557.6	442.8	553.4	482.3	572.3
chr10	9	42869884	127	509.0	3545.0	311.0	758.0	127.0	42859418	327.2	94.4	399.2	213.7	570.7
chr6	7	125356220	128	143.0	78.0	150.0	138.0	128.0	125348118	539.7	415.1	510.5	410.7	567.3
chr13	14	24606808	129	383.0	332.0	347.0	470.0	129.0	24598792	371.7	262.4	378.2	255.3	567.3
chr13	14	24621595	130	379.0	139.0	248.0	226.0	130.0	24613231	373.6	356.9	435.7	335.0	564.0
chr8	10	15021434	131	207.0	87.0	115.0	898.0	131.0	15011488	461.9	397.0	555.6	199.3	561.5
chr6	7	48772691	133	184.0	100.0	177.0	222.0	133.0	48764629	486.6	380.0	485.4	336.8	557.3
chr11	13	48874080	134	202.0	300.0	263.0	332.0	134.0	48866132	468.0	272.6	430.6	291.1	554.8
chr15	16	67178509	136	156.0	576.0	153.0	183.0	136.0	67171463	526.1	212.6	506.4	369.1	554.8
chr5	6	37055448	139	857.0	368.0	617.0	178.0	139.0	37046414	262.4	252.2	296.1	372.0	550.7
chr9	12	107636381	140	621.0	535.0	733.0	487.0	140.0	107626359	304.4	218.9	275.1	251.3	544.0
chr6	7	136942701	141	292.0	260.0	306.0	321.0	141.0	136935215	410.0	285.0	401.0	292.9	542.3
chr15	16	100670170	143	245.0	112.0	184.0	259.0	143.0	100663344	435.9	372.1	477.2	320.6	541.5
chr18	20	62180621	145	237.0	216.0	221.0	191.0	145.0	62174009	440.2	300.9	457.1	362.8	539.0
chr6	7	121249549	146	151.0	96.0	146.0	164.0	146.0	121241425	532.2	383.4	515.0	380.7	538.1
chr6	7	127156433	147	286.0	1932.0	189.0	1713.0	147.0	127148191	413.1	123.9	473.5	148.5	538.1
chr8	10	94439103	150	172.0	404.0	218.0	284.0	150.0	94431677	502.6	243.8	458.5	309.0	534.0
chr7	8	38190558	152	196.0	180.0	172.0	567.0	152.0	38182856	474.2	322.4	488.6	238.0	527.3
chr2	2	24390165	155	238.0	195.0	162.0	142.0	155.0	24382275	439.0	314.4	496.8	397.4	525.6
chr10	9	127326661	156	190.0	199.0	179.0	213.0	156.0	127320865	479.8	311.1	482.7	342.0	524.0
chr9	12	63759845	157	334.0	281.0	214.0	466.0	157.0	63753019	389.0	278.8	462.1	255.9	523.1
chr6	7	114921646	158	162.0	304.0	216.0	143.0	158.0	114915056	516.8	270.9	461.2	396.8	522.3
chr18	20	80707970	160	200.0	187.0	291.0	265.0	160.0	80700068	470.5	318.4	411.5	318.3	520.6
chr11	13	68437138	162	176.0	122.0	202.0	182.0	162.0	68429968	494.0	364.8	467.6	369.1	519.0
chr13	14	24420778	165	247.0	158.0	151.0	207.0	165.0	24413008	434.7	342.2	509.6	343.1	515.6
chr19	21	46044500	166	618.0	1193.0	187.0	478.0	166.0	46036290	305.6	153.3	474.9	254.2	515.6
chr5	6	72753853	168	333.0	313.0	465.0	440.0	168.0	72744793	389.0	269.2	337.1	262.3	514.8
chr8	10	83742761	169	306.0	221.0	240.0	323.0	169.0	83735291	402.0	298.6	442.5	292.3	513.1
chr1	1	135136505	171	170.0	102.0	199.0	123.0	171.0	135128737	504.5	378.4	469.4	426.9	512.3
chr11	13	96470271	174	289.0	115.0	194.0	185.0	174.0	96461303	412.5	370.4	472.2	366.8	508.1
chr1	1	133136515	175	386.0	226.0	281.0	287.0	175.0	133130259	370.5	295.8	416.5	307.9	507.3
chr3	4	89914042	178	188.0	124.0	273.0	228.0	178.0	89905066	480.4	363.1	422.9	333.9	505.6
chr2	2	165886804	179	713.0	511.0	622.0	525.0	179.0	165877166	284.6	222.8	295.6	243.8	503.9
chr4	5	43564581	181	205.0	267.0	262.0	483.0	181.0	43557961	463.7	281.1	430.6	253.0	501.4
chr2	2	167663073	182	198.0	172.0	341.0	188.0	182.0	167656287	473.0	328.6	381.8	365.1	498.9
chr7	8	101463063	184	4017.0	4633.0	3215.0	13131.0	184.0	101451667	134.0	82.6	146.0	44.5	495.6
chr7	8	127095623	189	239.0	197.0	165.0	218.0	189.0	127089215	439.0	312.2	492.2	340.2	493.9
chr8	10	13678890	192	297.0	269.0	185.0	7639.0	192.0	13671822	406.3	281.1	476.3	70.5	488.9
chr6	7	99266946	196	267.0	146.0	203.0	211.0	196.0	99260314	421.7	351.2	467.1	342.5	485.6
chr19	21	5876114	197	322.0	399.0	286.0	162.0	197.0	5870870	395.2	246.6	414.7	383.6	485.6
chr7	8	126706217	202	220.0	206.0	277.0	229.0	202.0	126700335	453.8	303.7	420.2	333.9	478.9
chr11	13	49092740	203	242.0	806.0	408.0	793.0	203.0	49084298	437.8	183.8	354.9	210.8	478.9
chr7	8	100497804	204	269.0	452.0	267.0	366.0	204.0	100492106	420.5	232.4	427.5	281.3	477.2
chr9	12	116174860	206	262.0	179.0	209.0	244.0	206.0	116167560	423.0	322.9	464.9	327.5	476.4
chr5	6	123142053	210	423.0	1383.0	220.0	852.0	210.0	123135493	358.1	143.1	458.0	204.5	473.9
chr11	13	117969294	213	483.0	371.0	321.0	651.0	213.0	117962932	334.0	252.2	395.1	225.9	473.1
chr13	14	117227093	214	867.0	402.0	323.0	2441.0	214.0	117217499	261.8	245.4	394.2	126.5	473.1
chr19	21	57120994	215	264.0	1169.0	271.0	208.0	215.0	57114272	423.0	155.0	425.2	343.1	472.2
chr15	16	61989539	217	372.0	4889.0	366.0	3565.0	217.0	61983325	376.0	80.3	370.9	106.9	470.6
chr2	2	32725283	219	359.0	557.0	457.0	756.0	219.0	32719387	379.1	215.5	339.9	213.7	466.4
chr8	10	34146454	222	463.0	437.0	313.0	372.0	222.0	34140962	342.1	234.1	397.8	280.2	464.7
chr16	17	23987863	223	271.0	348.0	219.0	264.0	223.0	23980861	420.5	257.3	458.5	318.9	463.9
chr11	13	119396050	226	227.0	263.0	301.0	435.0	226.0	119389272	446.4	282.2	406.5	263.4	461.4
chr2	2	122153698	228	282.0	279.0	284.0	237.0	228.0	122148664	414.9	278.8	415.1	329.3	460.5
chr10	9	21999389	230	1229.0	1619.0	361.0	457.0	230.0	21991391	226.6	134.0	372.7	257.6	460.5
chr10	9	99266518	236	313.0	850.0	283.0	324.0	236.0	99260718	399.5	179.8	416.0	292.3	453.9
chr8	10	70611488	238	305.0	619.0	379.0	907.0	238.0	70605308	402.0	205.9	366.3	198.7	453.0
chr7	8	127138513	239	280.0	219.0	276.0	308.0	239.0	127133493	415.5	299.2	420.6	299.2	452.2
chr6	7	48652542	240	304.0	372.0	365.0	632.0	240.0	48645792	402.0	251.7	370.9	228.7	451.4
chr11	13	115168749	241	891.0	771.0	600.0	136.0	241.0	115161023	258.7	186.6	299.7	412.4	451.4
chr11	13	70439315	242	260.0	355.0	305.0	325.0	242.0	70432661	423.6	256.2	401.5	292.3	450.5
chr2	2	173220530	244	261.0	231.0	504.0	275.0	244.0	173214422	423.0	293.0	326.2	312.5	446.4
chr3	4	95233769	245	253.0	600.0	602.0	838.0	245.0	95227435	430.4	208.1	299.3	205.6	446.4
chr16	17	35872856	250	362.0	555.0	370.0	523.0	250.0	35867338	378.5	216.0	370.0	244.3	443.9
chr6	7	86854213	251	412.0	700.0	423.0	223.0	251.0	86847483	361.2	195.1	350.8	336.8	442.2
chr1	1	60752985	252	385.0	745.0	287.0	274.0	252.0	60745679	370.5	188.9	413.8	312.5	441.4
chr2	2	164080297	253	301.0	255.0	381.0	291.0	253.0	164074361	403.8	286.7	365.0	306.2	440.5
chr7	8	143630297	254	321.0	301.0	261.0	280.0	254.0	143623003	395.2	272.0	431.1	310.8	440.5
chr11	13	63926390	257	1028.0	919.0	723.0	1118.0	257.0	63918656	242.0	173.1	276.9	180.2	438.9
chr7	8	132813093	259	272.0	314.0	251.0	234.0	259.0	132804599	419.9	269.2	434.8	332.7	438.0
chr11	13	106159407	263	420.0	421.0	356.0	546.0	263.0	106154697	358.7	238.1	375.0	241.5	436.4
chr2	2	29624945	266	295.0	175.0	359.0	193.0	266.0	29620099	407.5	325.8	373.2	357.0	435.5
chr9	12	110888084	268	823.0	1527.0	950.0	1025.0	268.0	110877732	268.6	137.4	247.7	187.7	434.7
chr10	9	75593814	274	388.0	238.0	380.0	330.0	274.0	75589442	370.5	291.8	366.3	291.1	431.3
chr11	13	89004804	275	281.0	329.0	289.0	298.0	275.0	88999242	415.5	264.1	413.3	303.8	431.3
chr8	10	3358860	279	629.0	484.0	591.0	519.0	279.0	3352570	303.2	226.2	301.1	244.9	430.5
chr17	18	57081004	281	454.0	388.0	421.0	472.0	281.0	57076090	345.2	249.4	351.3	255.3	429.7
chr10	9	6980574	282	316.0	1031.0	295.0	1954.0	282.0	6974702	397.0	165.1	410.1	139.8	428.0
chr11	13	34785145	287	417.0	163.0	343.0	239.0	287.0	34779143	359.4	336.5	381.4	328.7	426.3
chr15	16	9531185	288	1174.0	8266.0	1090.0	400.0	288.0	9523295	230.3	57.7	232.7	272.1	426.3
chr2	2	92461810	293	325.0	365.0	377.0	407.0	293.0	92456090	393.3	253.4	366.3	270.3	423.8
chr11	13	97665328	296	467.0	1573.0	560.0	1329.0	296.0	97658530	340.2	135.7	308.8	166.9	421.3
chr19	21	34646462	303	338.0	393.0	383.0	562.0	303.0	34640084	388.4	248.8	364.5	239.1	415.5
chr2	2	43754014	304	311.0	289.0	293.0	322.0	304.0	43748382	399.5	275.4	410.6	292.3	414.7
chr14	11	121919121	305	418.0	390.0	419.0	385.0	305.0	121911975	359.4	248.8	352.2	276.7	414.7
chr4	5	101265742	306	376.0	217.0	476.0	361.0	306.0	101257990	373.6	300.3	334.8	283.0	413.8
chr11	13	103347049	307	346.0	378.0	482.0	359.0	307.0	103342379	385.3	251.1	332.6	284.2	413.8
chr15	16	89315227	308	380.0	396.0	334.0	251.0	308.0	89306825	372.3	247.7	387.3	324.1	413.0
chr17	18	34592183	310	294.0	293.0	388.0	374.0	310.0	34587975	409.4	273.7	362.2	279.6	412.2
chr10	9	81501160	312	439.0	913.0	375.0	1905.0	312.0	81494154	351.9	173.6	367.2	141.5	410.5
chr14	11	27239959	317	941.0	200.0	431.0	276.0	317.0	27231727	251.9	307.7	346.7	312.5	408.0
chr2	2	79260863	319	339.0	259.0	360.0	461.0	319.0	79254615	387.8	285.0	373.2	256.5	406.3
chr13	14	55449884	323	608.0	350.0	501.0	436.0	323.0	55445528	306.9	256.8	327.5	263.4	405.5
chr2	2	157136471	324	476.0	1810.0	310.0	2086.0	324.0	157128835	335.3	127.2	399.6	135.7	404.6
chr3	4	88141568	325	403.0	280.0	395.0	476.0	325.0	88136190	366.1	278.8	358.6	254.2	404.6
chr12	15	86950978	330	371.0	536.0	392.0	266.0	330.0	86945322	376.0	218.9	360.8	317.7	403.0
chr19	21	57360834	332	401.0	278.0	371.0	300.0	332.0	57354584	366.8	279.4	369.1	303.3	403.0
chr19	21	3326554	334	430.0	556.0	325.0	554.0	334.0	3321606	355.7	216.0	393.7	240.3	402.1
chr8	10	34159957	346	753.0	976.0	411.0	714.0	346.0	34153201	277.9	168.5	354.5	218.3	397.1
chr1	1	125435773	347	408.0	361.0	326.0	290.0	347.0	125427613	363.1	254.5	392.8	306.2	396.3
chr15	16	81860403	349	693.0	652.0	428.0	1166.0	349.0	81855493	289.0	201.9	349.9	177.3	396.3
chr16	17	97539903	350	392.0	387.0	496.0	401.0	350.0	97534087	369.9	249.4	328.5	272.1	396.3
chr13	14	55374737	353	482.0	233.0	464.0	561.0	353.0	55368865	334.7	293.0	337.6	239.1	393.0
chr1	1	36275803	354	504.0	1065.0	649.0	1151.0	354.0	36270041	327.9	162.3	292.0	177.9	392.1
chr11	13	78985788	356	443.0	326.0	427.0	344.0	356.0	78982242	349.5	265.2	350.4	288.2	392.1
chr9	12	56095483	357	624.0	765.0	815.0	951.0	357.0	56089159	303.8	187.2	263.7	193.5	391.3
chr9	12	106177530	360	424.0	2211.0	441.0	438.0	360.0	106170208	358.1	117.1	343.1	262.8	389.6
chr15	16	102249480	361	519.0	453.0	436.0	409.0	361.0	102242830	325.4	232.4	345.3	269.8	389.6
chr4	5	152449856	362	466.0	406.0	448.0	479.0	362.0	152445764	340.2	242.6	342.1	253.6	388.8
chr15	16	98871911	371	365.0	380.0	492.0	338.0	371.0	98867683	377.9	251.1	329.8	289.4	385.5
chr6	7	124888190	377	781.0	579.0	400.0	698.0	377.0	124882554	273.5	212.1	357.7	220.1	379.6
chr6	7	142965785	383	1298.0	2626.0	712.0	3965.0	383.0	142957667	221.0	108.0	278.3	101.7	377.1
chr11	13	75535882	388	881.0	2547.0	420.0	6397.0	388.0	75530498	259.9	109.7	351.7	79.1	374.6
chr11	13	3294681	390	836.0	731.0	616.0	899.0	390.0	3290411	266.1	190.6	297.0	199.3	372.9
chr15	16	27682694	391	601.0	1022.0	9131.0	397.0	391.0	27675254	308.7	165.7	82.1	273.8	372.9
chr8	10	117264129	393	451.0	335.0	451.0	413.0	393.0	117257607	346.4	261.3	341.7	269.2	372.1
chr4	5	154929960	396	486.0	611.0	532.0	534.0	396.0	154924746	332.8	207.0	315.7	243.2	371.3
chr2	2	25197923	398	470.0	400.0	440.0	337.0	398.0	25193709	339.0	246.0	344.4	290.0	370.4
chr6	7	117906399	404	1159.0	468.0	1131.0	277.0	404.0	117898467	230.9	229.6	229.0	311.9	367.9
chr7	8	125492381	405	1652.0	426.0	974.0	650.0	405.0	125485659	197.6	237.0	245.4	225.9	367.9
chr15	16	79742294	407	558.0	554.0	608.0	995.0	407.0	79738574	318.0	216.0	298.4	190.6	367.1
chr5	6	107727447	410	514.0	1698.0	405.0	2614.0	410.0	107722571	326.0	130.6	356.3	123.0	366.3
chr10	9	128495523	411	524.0	420.0	646.0	506.0	411.0	128491037	324.8	238.1	292.9	249.0	366.3
chr1	1	75220196	414	447.0	1748.0	1000.0	818.0	414.0	75212266	347.0	128.9	242.7	208.0	364.6
chr12	15	85475520	419	636.0	3824.0	730.0	621.0	419.0	85471542	301.9	91.1	276.0	230.5	364.6
chr18	20	35741065	423	648.0	596.0	576.0	658.0	423.0	35736487	298.8	209.3	304.7	225.3	361.3
chr11	13	58186857	426	644.0	2108.0	623.0	1424.0	426.0	58181293	299.5	119.3	295.6	161.2	358.8
chr17	18	29008631	427	828.0	604.0	473.0	1388.0	427.0	29002419	268.0	208.1	335.3	163.5	358.8
chr17	18	32405434	432	546.0	762.0	485.0	512.0	432.0	32400450	319.8	187.8	331.7	247.8	357.9
chr15	16	78773826	435	591.0	784.0	603.0	782.0	435.0	78770166	311.8	185.5	299.3	212.0	356.3
chr6	7	97215304	438	518.0	1158.0	634.0	465.0	438.0	97208522	325.4	155.5	293.8	255.9	355.4
chr11	13	100579267	440	1370.0	1265.0	1116.0	1465.0	440.0	100574063	216.1	149.3	230.4	159.4	355.4
chr9	12	44499881	445	685.0	523.0	672.0	619.0	445.0	44492611	290.8	220.6	287.9	230.5	353.8
chr17	18	35053066	449	729.0	5318.0	2576.0	2176.0	449.0	35045816	282.8	76.9	161.0	133.4	352.1
chr13	14	49309668	453	512.0	230.0	480.0	447.0	453.0	49305874	326.6	293.5	333.5	260.5	348.7
chr7	8	79276825	456	628.0	384.0	526.0	825.0	456.0	79272189	303.2	250.0	317.1	207.4	347.9
chr18	20	49983639	459	751.0	527.0	488.0	405.0	459.0	49978159	278.5	220.0	330.7	271.5	347.1
chr5	6	122164279	460	517.0	1491.0	487.0	514.0	460.0	122158651	325.4	138.6	330.7	247.2	346.2
chr1	1	162740433	463	459.0	667.0	604.0	956.0	463.0	162733519	343.3	197.9	298.8	192.9	344.6
chr9	12	21033424	464	544.0	776.0	463.0	772.0	464.0	21028618	319.8	186.1	338.0	212.6	343.7
chr9	12	111058354	465	690.0	496.0	572.0	755.0	465.0	111055126	289.0	225.1	305.2	214.3	343.7
chr19	21	34599973	468	6370.0	9531.0	7527.0	13912.0	468.0	34596695	105.6	52.0	94.4	42.2	343.7
chr11	13	70241338	471	590.0	1283.0	518.0	1359.0	471.0	70237338	311.8	148.2	320.2	164.6	342.9
chr2	2	166713652	473	687.0	303.0	569.0	423.0	473.0	166707796	289.6	271.5	305.6	267.4	341.2
chr8	10	72167664	474	1084.0	485.0	706.0	568.0	474.0	72161664	237.1	226.2	280.1	238.0	341.2
chr11	13	118213748	475	588.0	319.0	736.0	377.0	475.0	118207304	313.0	266.9	274.6	279.0	341.2
chr15	16	100424359	476	1464.0	2583.0	3751.0	1014.0	476.0	100417437	209.9	109.2	136.4	188.3	341.2
chr7	8	106644971	477	710.0	968.0	528.0	957.0	477.0	106639935	285.3	169.1	316.6	192.9	340.4
chr5	6	139795548	481	492.0	519.0	683.0	378.0	481.0	139791698	332.2	221.7	285.6	278.4	339.6
chr11	13	58204920	484	499.0	673.0	583.0	1001.0	484.0	58198066	329.7	197.9	303.8	190.0	338.7
chr10	9	80933870	489	1118.0	2853.0	535.0	1423.0	489.0	80928676	234.6	104.1	315.2	161.2	337.1
chr11	13	40696055	490	498.0	599.0	502.0	552.0	490.0	40690411	329.7	208.7	326.6	240.3	337.1
chr11	13	74834374	491	586.0	1479.0	557.0	1213.0	491.0	74827336	313.7	139.1	309.3	173.9	337.1
chr12	15	84773823	492	957.0	1823.0	550.0	3092.0	492.0	84768527	250.1	127.2	310.2	114.4	336.2
chr7	8	127219645	499	757.0	475.0	792.0	693.0	499.0	127215455	277.2	228.5	267.3	220.7	333.7
chr12	15	55491755	500	572.0	920.0	796.0	805.0	500.0	55487923	316.1	173.1	266.9	209.7	333.7
chr19	21	4205244	502	1632.0	1096.0	1627.0	1617.0	502.0	4200468	198.8	160.1	197.1	151.9	333.7
chr9	12	20645922	504	613.0	639.0	505.0	609.0	504.0	20641422	306.3	203.6	326.2	231.6	332.9
chr12	15	36159163	506	541.0	2481.0	495.0	626.0	506.0	36155153	321.7	110.8	329.4	229.9	332.1
chr9	12	14282618	509	716.0	8329.0	579.0	6298.0	509.0	14276784	284.6	57.1	304.3	79.7	331.2
chr15	16	59654184	513	796.0	456.0	878.0	648.0	513.0	59646600	271.7	231.9	255.9	226.4	330.4
chr7	8	126475843	519	605.0	607.0	516.0	719.0	519.0	126469129	306.9	207.6	320.7	217.2	327.9
chr11	13	62577071	522	537.0	529.0	574.0	605.0	522.0	62573839	322.9	219.4	304.7	232.2	327.1
chr12	15	101027895	524	538.0	690.0	628.0	556.0	524.0	101022631	322.9	196.2	295.2	239.7	327.1
chr8	10	81014712	526	831.0	707.0	615.0	717.0	526.0	81010068	267.4	194.5	297.0	217.8	326.2
chr11	13	103119218	528	1527.0	2633.0	1542.0	2251.0	528.0	103114546	205.0	108.0	201.6	131.7	326.2
chr17	18	45559118	530	567.0	1024.0	586.0	905.0	530.0	45555216	316.8	165.7	303.8	199.3	326.2
chr17	18	56035866	532	660.0	502.0	724.0	432.0	532.0	56029950	296.4	224.5	276.9	265.7	325.4
chr19	21	4123294	533	637.0	494.0	715.0	828.0	533.0	4116332	301.9	225.7	278.3	207.4	325.4
chr2	2	156888159	534	877.0	528.0	709.0	679.0	534.0	156884413	259.9	219.4	278.7	222.4	324.6
chr10	9	41892140	535	1009.0	1208.0	807.0	886.0	535.0	41886782	243.9	152.1	264.6	201.0	324.6
chr11	13	58982287	536	1054.0	807.0	536.0	992.0	536.0	58976605	239.6	183.8	315.2	190.6	324.6
chr19	21	53894219	537	833.0	636.0	577.0	380.0	537.0	53887861	267.4	204.2	304.7	278.4	324.6
chr12	15	110489483	538	597.0	674.0	688.0	742.0	538.0	110484311	310.0	197.9	285.1	215.5	323.7
chr1	1	54926588	540	623.0	538.0	533.0	467.0	540.0	54921578	303.8	218.3	315.2	255.3	322.9
