id	chr_name	transcription_start	transcription_end	strand	score	rpkm	chromosome_id	notx_tag_count	kla_1h_tag_count	kla_6h_tag_count	kla_12h_tag_count	kla_24h_tag_count	notx_total_tags	kla_1h_total_tags	kla_6h_total_tags	kla_12h_total_tags	kla_24h_total_tags
154	chr3	14608619	14609294	0	1.2671099738353002	0.9464495694918147	4	7	6	5	8	6	10496748	9008778	11240697	10011766	9257648
155	chr3	14609896	14611053	0	1.2868883455675397	0.8632878737268819	4	8	12	18	8	4	10496748	9008778	11240697	10011766	9257648
156	chr3	14611394	14612372	0	6.525331873896037	4.513399511101862	4	53	41	37	44	46	10496748	9008778	11240697	10011766	9257648
159	chr3	14663053	14671194	0	4.592070087663793	2.3549500764110154	4	71	136	350	248	154	10496748	9008778	11240697	10011766	9257648
162	chr3	14673912	14675581	0	1.4978433575528254	0.9458119911890133	4	1	11	35	24	8	10496748	9008778	11240697	10011766	9257648
183	chr3	16217078	16231674	0	5.225761138728291	2.5134291998608798	4	558	213	396	345	323	10496748	9008778	11240697	10011766	9257648
198	chr3	19163239	19164520	0	2.9339044502194946	1.933872579784562	4	39	27	14	18	26	10496748	9008778	11240697	10011766	9257648
201	chr3	19221242	19222636	0	1.1908667574725222	0.773951502794113	4	19	4	14	9	8	10496748	9008778	11240697	10011766	9257648
202	chr3	19223263	19227178	0	1.0663132462276212	0.5973616999987759	4	43	19	14	17	24	10496748	9008778	11240697	10011766	9257648
209	chr3	19311571	19317116	0	1.1155054578361097	0.5984424860828382	4	63	21	20	33	29	10496748	9008778	11240697	10011766	9257648
213	chr3	19628284	19629401	0	27.181808561123283	18.34846563645614	4	138	221	271	227	169	10496748	9008778	11240697	10011766	9257648
217	chr3	19899063	19901079	0	1.5185105406117205	0.9317859358544228	4	37	5	19	5	28	10496748	9008778	11240697	10011766	9257648
218	chr3	19901851	19904935	0	1.0203397948539488	0.5897669339227964	4	22	1	25	21	22	10496748	9008778	11240697	10011766	9257648
227	chr3	20035033	20035944	0	1.657172960100754	1.1619173237305624	4	17	4	9	11	12	10496748	9008778	11240697	10011766	9257648
233	chr3	20130203	20133159	0	1.058443908581504	0.6152962432031881	4	46	1	6	14	24	10496748	9008778	11240697	10011766	9257648
234	chr3	20154556	20155724	0	1.37905104201631	0.9235777129151305	4	13	4	3	11	23	10496748	9008778	11240697	10011766	9257648
241	chr3	21953142	21953764	0	1.2221518236267404	0.9306880698393627	4	8	3	5	8	5	10496748	9008778	11240697	10011766	9257648
251	chr3	22216632	22222970	0	3.22595549711254	1.7032060993812708	4	218	34	90	81	117	10496748	9008778	11240697	10011766	9257648
287	chr3	27244965	27251450	0	4.40253547184675	2.318115612233575	4	521	2	60	98	71	10496748	9008778	11240697	10011766	9257648
288	chr3	27258572	27259165	0	3.3634802445918286	2.5917820386778163	4	18	6	14	22	17	10496748	9008778	11240697	10011766	9257648
289	chr3	27270277	27271473	0	2.128733495112225	1.4197731898235084	4	5	17	21	16	26	10496748	9008778	11240697	10011766	9257648
299	chr3	27710563	27711865	0	1.237191761840498	0.8132529541383522	4	10	15	7	12	9	10496748	9008778	11240697	10011766	9257648
304	chr3	27863001	27863881	0	1.0287441908732915	0.7262201009948543	4	1	9	10	9	3	10496748	9008778	11240697	10011766	9257648
319	chr3	28807448	28811446	0	3.2036032741357774	1.78988784237915	4	86	65	88	48	71	10496748	9008778	11240697	10011766	9257648
322	chr3	30601258	30601676	0	61.31274958755437	52.3941154576492	4	257	260	229	210	142	10496748	9008778	11240697	10011766	9257648
324	chr3	30619968	30624103	0	1.5119536158866098	0.8411295950337373	4	57	24	30	28	35	10496748	9008778	11240697	10011766	9257648
330	chr3	30821319	30826360	0	1.9508012860631263	1.058772409861641	4	79	39	45	56	48	10496748	9008778	11240697	10011766	9257648
341	chr3	30968973	30969766	0	1.9207878881858442	1.3849572966666275	4	13	11	6	11	14	10496748	9008778	11240697	10011766	9257648
345	chr3	31053023	31054328	0	1.071737840332311	0.7042208033335918	4	17	7	5	4	13	10496748	9008778	11240697	10011766	9257648
349	chr3	31061342	31062000	0	1.7362998648170334	1.304599586778645	4	5	16	9	9	4	10496748	9008778	11240697	10011766	9257648
355	chr3	31093732	31094156	0	9.295132170781589	7.90341064029753	4	48	20	22	28	50	10496748	9008778	11240697	10011766	9257648
358	chr3	31122978	31130086	0	3.800961091408384	1.97996877162502	4	43	106	184	181	190	10496748	9008778	11240697	10011766	9257648
364	chr3	32397029	32436149	0	5.168075374964554	2.2517944318191576	4	960	947	816	891	792	10496748	9008778	11240697	10011766	9257648
366	chr3	32468540	32473077	0	2.86052533875269	1.5728884386334745	4	114	36	56	68	83	10496748	9008778	11240697	10011766	9257648
372	chr3	32520907	32526164	0	2.2605657633137937	1.2206148415595628	4	84	40	62	58	77	10496748	9008778	11240697	10011766	9257648
376	chr3	32581982	32585818	0	1.2338566543977554	0.6930331956433254	4	35	19	14	43	22	10496748	9008778	11240697	10011766	9257648
383	chr3	32727091	32730052	0	1.7653695677504064	1.026012683199938	4	28	21	23	42	38	10496748	9008778	11240697	10011766	9257648
385	chr3	32751619	32755705	0	1.0448509439473552	0.5821521682178212	4	38	24	16	19	22	10496748	9008778	11240697	10011766	9257648
392	chr3	33799701	33799926	0	2.7539540961267734	3.8925879417816005	4	7	11	7	7	12	10496748	9008778	11240697	10011766	9257648
394	chr3	33814914	33820572	0	4.172322070775878	2.2329118576224096	4	205	58	114	130	125	10496748	9008778	11240697	10011766	9257648
397	chr3	34069365	34082307	0	4.917936877886496	2.3959129906670107	4	333	193	375	334	316	10496748	9008778	11240697	10011766	9257648
403	chr3	35856309	35866155	0	1.8849866056617572	0.9461852517995122	4	61	65	112	106	122	10496748	9008778	11240697	10011766	9257648
407	chr3	35932326	35933799	0	1.1161636832354076	0.7189067837464539	4	16	5	8	10	14	10496748	9008778	11240697	10011766	9257648
426	chr3	36170404	36171922	0	1.66333647990211	1.0661576824204617	4	21	12	9	16	23	10496748	9008778	11240697	10011766	9257648
432	chr3	36475138	36475909	0	1.6782007210773728	1.2172359019549035	4	15	12	2	11	7	10496748	9008778	11240697	10011766	9257648
436	chr3	36565914	36569602	0	1.2480540479800013	0.7045776986220916	4	29	32	21	26	22	10496748	9008778	11240697	10011766	9257648
438	chr3	36572145	36572865	0	3.0889187608748934	2.2739074434843216	4	24	13	10	11	24	10496748	9008778	11240697	10011766	9257648
439	chr3	36861191	36862843	0	1.1857179147346837	0.749916711217123	4	5	4	20	15	18	10496748	9008778	11240697	10011766	9257648
441	chr3	37053079	37056287	0	2.6548675540421827	1.5264780470866541	4	68	3	72	53	49	10496748	9008778	11240697	10011766	9257648
447	chr3	37204151	37205091	0	2.4390401544157556	1.6997872183221752	4	17	50	3	7	3	10496748	9008778	11240697	10011766	9257648
459	chr3	37579155	37585621	0	1.303051973588241	0.686347899880043	4	49	10	54	58	51	10496748	9008778	11240697	10011766	9257648
465	chr3	37743866	37744369	0	1.0834551848166232	0.8727429313915096	4	1	2	11	3	5	10496748	9008778	11240697	10011766	9257648
468	chr3	37769538	37770262	0	1.7628622998247663	1.2961463673230145	4	3	10	16	11	7	10496748	9008778	11240697	10011766	9257648
473	chr3	38485156	38485409	0	5.454652410660109	6.297243198587271	4	12	9	2	21	36	10496748	9008778	11240697	10011766	9257648
480	chr3	40500646	40505132	0	2.5652611551424775	1.4125290502113046	4	66	38	51	79	83	10496748	9008778	11240697	10011766	9257648
481	chr3	40505733	40507344	0	1.2696975505605317	0.8061994820772009	4	13	12	5	12	23	10496748	9008778	11240697	10011766	9257648
484	chr3	40531016	40534556	0	2.7557430369027647	1.564040655768862	4	13	33	43	88	100	10496748	9008778	11240697	10011766	9257648
485	chr3	40535077	40540753	0	1.961841512337498	1.0495220455070189	4	1	24	63	99	111	10496748	9008778	11240697	10011766	9257648
488	chr3	40704791	40708846	0	1.7589204971093746	0.980955543379537	4	13	7	43	48	88	10496748	9008778	11240697	10011766	9257648
490	chr3	40745337	40745603	0	1.435789580032559	1.5725419111078887	4	7	3	2	5	4	10496748	9008778	11240697	10011766	9257648
492	chr3	40790394	40799932	0	2.2094248640094456	1.1129761756555452	4	90	72	106	121	142	10496748	9008778	11240697	10011766	9257648
515	chr3	40949788	40950419	0	1.3756926083761263	1.0439773040062994	4	3	8	4	8	10	10496748	9008778	11240697	10011766	9257648
524	chr3	40998077	40999924	0	1.0963470854674104	0.68160501666527	4	12	7	12	13	19	10496748	9008778	11240697	10011766	9257648
542	chr3	41083353	41084675	0	3.7570404447179375	2.463326369122356	4	30	24	18	35	56	10496748	9008778	11240697	10011766	9257648
547	chr3	41553040	41553482	0	1.6150296381580362	1.3539783626759312	4	4	1	3	4	18	10496748	9008778	11240697	10011766	9257648
572	chr3	50402572	50403617	0	1.650677375372754	1.1277543806647805	4	3	17	14	10	15	10496748	9008778	11240697	10011766	9257648
576	chr3	50443792	50444908	0	2.7042721910567966	1.8257495164391115	4	7	35	25	12	23	10496748	9008778	11240697	10011766	9257648
578	chr3	50605993	50607432	0	1.138195077771367	0.7358809716960228	4	15	12	12	7	7	10496748	9008778	11240697	10011766	9257648
590	chr3	51251707	51257874	0	3.9472246651425213	2.090785816359745	4	28	531	36	27	23	10496748	9008778	11240697	10011766	9257648
591	chr3	51276419	51276695	0	1.9063258483195211	2.0210285933372143	4	4	9	5	3	7	10496748	9008778	11240697	10011766	9257648
595	chr3	51333443	51334240	0	6.017783472456912	4.334484032461182	4	95	9	23	21	25	10496748	9008778	11240697	10011766	9257648
597	chr3	51341499	51342312	0	2.3969381700073473	1.7193640060024826	4	16	8	3	14	29	10496748	9008778	11240697	10011766	9257648
599	chr3	51357737	51358683	0	2.6995309710871696	1.8790322036333664	4	7	15	47	12	8	10496748	9008778	11240697	10011766	9257648
600	chr3	51359388	51359752	0	21.985704678538944	19.829414987113093	4	56	61	103	95	47	10496748	9008778	11240697	10011766	9257648
604	chr3	51476018	51481341	0	4.228078042373963	2.2795275212992774	4	137	138	116	120	96	10496748	9008778	11240697	10011766	9257648
608	chr3	51496432	51500137	0	1.3865003502756992	0.7822701936183526	4	33	11	42	20	39	10496748	9008778	11240697	10011766	9257648
615	chr3	51636245	51637172	0	1.1407947476198361	0.7971644878815082	4	4	1	15	6	11	10496748	9008778	11240697	10011766	9257648
624	chr3	51788927	51789719	0	2.1324520918283882	1.5379805504241988	4	21	3	3	18	16	10496748	9008778	11240697	10011766	9257648
630	chr3	51796552	51796818	0	1.2306767828850507	1.3478930666639046	4	10	1	1	3	3	10496748	9008778	11240697	10011766	9257648
635	chr3	52047120	52047726	0	2.6216720087200196	2.009256303931449	4	13	8	10	16	14	10496748	9008778	11240697	10011766	9257648
637	chr3	52070092	52071175	0	4.075919390622553	2.7666624292686235	4	38	19	17	38	38	10496748	9008778	11240697	10011766	9257648
638	chr3	52088539	52089000	0	3.505963859114279	2.899526102639561	4	13	6	11	20	17	10496748	9008778	11240697	10011766	9257648
640	chr3	52101734	52103642	0	5.366468541767449	3.3200722096899544	4	77	67	10	71	92	10496748	9008778	11240697	10011766	9257648
643	chr3	52198248	52199277	0	1.3599217702408326	0.9317474402569903	4	20	11	3	7	7	10496748	9008778	11240697	10011766	9257648
647	chr3	52350246	52355449	0	1.0446380255959258	0.5647734111953582	4	39	25	23	28	32	10496748	9008778	11240697	10011766	9257648
658	chr3	53017256	53017949	0	1.4744902232460055	1.0947584897832192	4	13	2	2	7	14	10496748	9008778	11240697	10011766	9257648
661	chr3	53460358	53460852	0	1.4963938456542634	1.2117422518493688	4	4	11	7	5	3	10496748	9008778	11240697	10011766	9257648
663	chr3	53463272	53463755	0	1.6215215399301561	1.3219006383811296	4	2	6	7	6	11	10496748	9008778	11240697	10011766	9257648
665	chr3	53481783	53486500	0	1.6185776579862086	0.8856916395723926	4	70	17	24	39	59	10496748	9008778	11240697	10011766	9257648
677	chr3	54692832	54693099	0	2.665877004802504	2.9095378323323464	4	7	7	5	11	9	10496748	9008778	11240697	10011766	9257648
679	chr3	54716939	54733750	0	2.384099047301699	1.1297918033392134	4	263	175	160	177	175	10496748	9008778	11240697	10011766	9257648
681	chr3	54735028	54735426	0	9.157979020085953	7.967433077009571	4	45	25	26	28	35	10496748	9008778	11240697	10011766	9257648
683	chr3	54749798	54752123	0	1.9020960826022877	1.1432366172327773	4	44	25	18	21	25	10496748	9008778	11240697	10011766	9257648
684	chr3	54807842	54808564	0	3.6836773652054373	2.7100791441776337	4	35	12	11	13	27	10496748	9008778	11240697	10011766	9257648
694	chr3	57735629	57735860	0	1.621421772503042	2.1544986158959682	4	6	3	1	7	8	10496748	9008778	11240697	10011766	9257648
696	chr3	57835277	57848841	0	3.688341791608638	1.7878669590592842	4	531	118	217	196	151	10496748	9008778	11240697	10011766	9257648
725	chr3	58414780	58415686	0	4.4910648819317425	3.152266640836368	4	28	38	24	19	34	10496748	9008778	11240697	10011766	9257648
732	chr3	58557660	58560468	0	1.6171199383801376	0.9466601536786898	4	39	24	31	22	17	10496748	9008778	11240697	10011766	9257648
735	chr3	58593599	58601073	0	4.524291703044041	2.343079934211475	4	223	115	186	159	193	10496748	9008778	11240697	10011766	9257648
736	chr3	58601611	58605277	0	1.3510733416032004	0.763328225190085	4	38	17	38	29	18	10496748	9008778	11240697	10011766	9257648
741	chr3	58690655	58690997	0	1.8217260485118214	1.6904334329735362	4	5	9	3	8	4	10496748	9008778	11240697	10011766	9257648
742	chr3	58692147	58692406	0	11.486000562970556	12.91903662356327	4	27	36	23	44	38	10496748	9008778	11240697	10011766	9257648
748	chr3	59431793	59432445	0	4.920174625132187	3.704813791450635	4	25	30	26	14	26	10496748	9008778	11240697	10011766	9257648
752	chr3	60629794	60636881	0	3.989546105956926	2.0789209443586696	4	448	20	81	99	89	10496748	9008778	11240697	10011766	9257648
764	chr3	61363083	61364446	0	3.6851839235231196	2.4039402738301994	4	44	31	16	34	39	10496748	9008778	11240697	10011766	9257648
766	chr3	61368756	61385710	0	6.373462736089826	3.017634855261682	4	732	335	586	546	360	10496748	9008778	11240697	10011766	9257648
767	chr3	61386339	61389848	0	1.1729091823075648	0.6664582385171528	4	17	2	54	34	10	10496748	9008778	11240697	10011766	9257648
778	chr3	61407177	61407693	0	1.305754115824921	1.044160876593605	4	6	3	7	2	9	10496748	9008778	11240697	10011766	9257648
780	chr3	61409906	61410585	0	2.4044791331945734	1.7935567301270436	4	31	5	4	8	13	10496748	9008778	11240697	10011766	9257648
781	chr3	61415896	61417007	0	2.5812026406381126	1.744058879572765	4	36	13	15	18	15	10496748	9008778	11240697	10011766	9257648
791	chr3	63964796	63965339	0	3.0298667550436282	2.3889587593905293	4	24	2	4	18	17	10496748	9008778	11240697	10011766	9257648
793	chr3	64019173	64025648	0	2.098742173497944	1.1052750898199848	4	92	65	54	77	70	10496748	9008778	11240697	10011766	9257648
806	chr3	65435187	65435816	0	1.6297326946606254	1.237708157246141	4	7	12	4	12	4	10496748	9008778	11240697	10011766	9257648
810	chr3	65527762	65528445	0	1.6480738385378135	1.2276862288473867	4	12	6	7	10	7	10496748	9008778	11240697	10011766	9257648
812	chr3	65555572	65565326	0	6.640481498342707	3.336731970187365	4	263	305	425	353	282	10496748	9008778	11240697	10011766	9257648
816	chr3	65659007	65660304	0	2.9974993843430133	1.9716484097888034	4	37	6	13	35	37	10496748	9008778	11240697	10011766	9257648
820	chr3	65927953	65928590	0	1.3244630842196052	1.0028211739443051	4	1	6	14	7	4	10496748	9008778	11240697	10011766	9257648
824	chr3	65957392	65958233	0	1.23332920594655	0.8785850887815198	4	11	6	9	3	8	10496748	9008778	11240697	10011766	9257648
825	chr3	65958269	65960287	0	11.653607598970668	7.14981943847525	4	137	174	153	128	130	10496748	9008778	11240697	10011766	9257648
826	chr3	65960290	65965086	0	1.6715262698498057	0.9127852047233049	4	72	31	49	36	31	10496748	9008778	11240697	10011766	9257648
830	chr3	65974261	65975749	0	5.742458987675629	3.692599373919752	4	67	31	42	54	81	10496748	9008778	11240697	10011766	9257648
839	chr3	67475148	67484303	0	1.3721923972473953	0.6944093048769809	4	71	49	51	61	86	10496748	9008778	11240697	10011766	9257648
846	chr3	67604270	67606431	0	4.872036360856635	2.9592965262556277	4	70	57	48	77	68	10496748	9008778	11240697	10011766	9257648
852	chr3	68632892	68635069	0	2.9048557555861256	1.7625341845081728	4	4	34	94	41	19	10496748	9008778	11240697	10011766	9257648
854	chr3	68642867	68644239	0	1.9442493993907664	1.2669016770063866	4	1	11	38	21	16	10496748	9008778	11240697	10011766	9257648
863	chr3	69034627	69037314	0	1.0482420433546367	0.6173664486263803	4	33	23	10	9	8	10496748	9008778	11240697	10011766	9257648
871	chr3	69127202	69128659	0	6.397202857117864	4.127652876412819	4	80	43	57	44	77	10496748	9008778	11240697	10011766	9257648
876	chr3	69205545	69206724	0	1.1910480671998982	0.7963611155162589	4	9	5	11	16	6	10496748	9008778	11240697	10011766	9257648
884	chr3	69669781	69670336	0	1.2845011617836513	1.0068793531554108	4	8	1	3	7	9	10496748	9008778	11240697	10011766	9257648
887	chr3	69749091	69764325	0	1.6418133893163884	0.78610138143441	4	115	126	126	124	108	10496748	9008778	11240697	10011766	9257648
901	chr3	75556198	75556437	0	1.8684856396836682	2.3326038348100346	4	1	9	4	8	6	10496748	9008778	11240697	10011766	9257648
904	chr3	75956283	75957262	0	1.3865913199454225	0.9588837921522301	4	11	3	4	11	18	10496748	9008778	11240697	10011766	9257648
914	chr3	79171801	79174773	0	1.2271731804766024	0.7128614862040181	4	1	22	34	27	22	10496748	9008778	11240697	10011766	9257648
916	chr3	79178252	79179594	0	4.279470955560231	2.7988268542343575	4	7	51	52	43	35	10496748	9008778	11240697	10011766	9257648
917	chr3	79181461	79182478	0	1.6017994953240062	1.0998524957846922	4	4	11	15	18	8	10496748	9008778	11240697	10011766	9257648
921	chr3	79287404	79287628	0	5.527900572011169	7.90863776373688	4	15	27	6	12	29	10496748	9008778	11240697	10011766	9257648
922	chr3	79287647	79290212	0	1.4064953517054166	0.8337221144349417	4	45	16	17	13	16	10496748	9008778	11240697	10011766	9257648
926	chr3	79529860	79531079	0	2.0461946161796636	1.3602303392686153	4	37	1	11	25	9	10496748	9008778	11240697	10011766	9257648
927	chr3	79532076	79533834	0	3.1210792395028606	1.9550452022447462	4	65	3	18	36	50	10496748	9008778	11240697	10011766	9257648
930	chr3	79568232	79569506	0	3.4226379873506114	2.258117325799294	4	67	9	14	25	29	10496748	9008778	11240697	10011766	9257648
931	chr3	79572651	79573253	0	2.548340639283884	1.956270451368757	4	21	7	7	11	13	10496748	9008778	11240697	10011766	9257648
934	chr3	79603717	79606606	0	1.8626393050362622	1.086165502912038	4	33	33	26	35	30	10496748	9008778	11240697	10011766	9257648
940	chr3	79842362	79843632	0	1.4536536276433516	0.959574017691888	4	34	8	2	6	11	10496748	9008778	11240697	10011766	9257648
957	chr3	81959659	81962493	0	1.0011852717608993	0.5853548549939014	4	20	6	19	14	24	10496748	9008778	11240697	10011766	9257648
964	chr3	83072627	83074807	0	2.1307445023578913	1.2925806276605027	4	32	28	23	30	28	10496748	9008778	11240697	10011766	9257648
966	chr3	83839625	83842997	0	1.7434422213788536	0.9958344269571451	4	2	49	34	46	37	10496748	9008778	11240697	10011766	9257648
973	chr3	83863206	83864443	0	4.432764895323631	2.939306932393905	4	1	48	34	54	45	10496748	9008778	11240697	10011766	9257648
992	chr3	84582680	84583447	0	1.7209295063255785	1.2496091972196615	4	13	7	8	8	12	10496748	9008778	11240697	10011766	9257648
999	chr3	84647868	84648774	0	1.9471749837746015	1.3667170051178656	4	24	16	4	10	8	10496748	9008778	11240697	10011766	9257648
1000	chr3	84652831	84653417	0	1.1898867514018743	0.9196442473575703	4	12	1	2	3	9	10496748	9008778	11240697	10011766	9257648
1004	chr3	84704620	84707882	0	2.1040644951606042	1.207100272643694	4	170	2	5	9	11	10496748	9008778	11240697	10011766	9257648
1007	chr3	84814591	84814807	0	6.1219786616492815	9.95080503592431	4	27	11	16	24	30	10496748	9008778	11240697	10011766	9257648
1008	chr3	84814935	84815566	0	4.627329682719697	3.511560022566644	4	43	10	16	23	19	10496748	9008778	11240697	10011766	9257648
1010	chr3	84979302	84987002	0	2.1228269366392256	1.0956189195724133	4	197	14	62	72	77	10496748	9008778	11240697	10011766	9257648
1013	chr3	85195160	85201876	0	2.1116304412257545	1.1072910438962968	4	110	27	37	76	122	10496748	9008778	11240697	10011766	9257648
1016	chr3	85656145	85661664	0	1.0796367405782292	0.5795289030583938	4	67	6	27	28	32	10496748	9008778	11240697	10011766	9257648
1029	chr3	86142749	86147770	0	2.6614764427546262	1.4451872197235751	4	175	2	49	56	81	10496748	9008778	11240697	10011766	9257648
1033	chr3	86223664	86224676	0	1.5507972293613572	1.0658068572534922	4	9	8	6	13	18	10496748	9008778	11240697	10011766	9257648
1036	chr3	86998780	87000159	0	3.360211323910741	2.1877216090454366	4	35	11	8	37	60	10496748	9008778	11240697	10011766	9257648
1044	chr3	87512732	87513602	0	2.433271039626484	1.7216200191315658	4	17	10	14	19	15	10496748	9008778	11240697	10011766	9257648
1045	chr3	87515692	87516455	0	1.9800136333515388	1.4393404365880917	4	19	5	9	13	9	10496748	9008778	11240697	10011766	9257648
1049	chr3	87540203	87545491	0	3.2577901767679602	1.757816681284606	4	106	67	119	85	88	10496748	9008778	11240697	10011766	9257648
1051	chr3	87566385	87566842	0	2.2108375706593675	1.833487730418368	4	14	3	3	13	9	10496748	9008778	11240697	10011766	9257648
1053	chr3	87617546	87618727	0	8.173856656928542	5.4636043411431565	4	63	51	59	83	67	10496748	9008778	11240697	10011766	9257648
1055	chr3	87738360	87746891	0	1.2127920721396457	0.6186532171889182	4	109	21	42	42	50	10496748	9008778	11240697	10011766	9257648
1058	chr3	87884868	87886554	0	1.1655114911097213	0.7348028000248394	4	13	7	6	11	25	10496748	9008778	11240697	10011766	9257648
1061	chr3	87916176	87919541	0	3.742691447068648	2.13836867973418	4	95	58	33	86	88	10496748	9008778	11240697	10011766	9257648
1064	chr3	87923486	87930023	0	1.9590965552541892	1.0305739968504763	4	109	49	51	63	65	10496748	9008778	11240697	10011766	9257648
1066	chr3	87940718	87947732	0	2.780647305275337	1.4507223524101103	4	144	75	78	117	95	10496748	9008778	11240697	10011766	9257648
1072	chr3	88056041	88058000	0	2.135409387109221	1.3159149913578476	4	31	25	20	19	34	10496748	9008778	11240697	10011766	9257648
1076	chr3	88138459	88142183	0	3.3033003891936366	1.8625047685808216	4	191	19	24	44	69	10496748	9008778	11240697	10011766	9257648
1078	chr3	88169215	88179166	0	5.08899226037632	2.5514528624903057	4	500	138	162	229	241	10496748	9008778	11240697	10011766	9257648
1080	chr3	88296634	88297052	0	8.320218295578872	7.109948272486093	4	37	33	23	33	23	10496748	9008778	11240697	10011766	9257648
1082	chr3	88321816	88325012	0	3.5006040988611025	2.0137587063108215	4	46	59	54	85	78	10496748	9008778	11240697	10011766	9257648
1084	chr3	88328676	88335792	0	2.346272314221245	1.222042997421504	4	138	48	70	100	79	10496748	9008778	11240697	10011766	9257648
1086	chr3	88362390	88364570	0	2.5538710702020113	1.549263305493794	4	39	17	29	46	38	10496748	9008778	11240697	10011766	9257648
1092	chr3	88410139	88410723	0	2.3858329895217807	1.8455766605090385	4	12	5	10	15	12	10496748	9008778	11240697	10011766	9257648
1094	chr3	88441113	88441836	0	1.0513462853265991	0.7732388402685199	4	11	7	2	3	5	10496748	9008778	11240697	10011766	9257648
1096	chr3	88446725	88448202	0	1.870059582398352	1.2039536514484426	4	17	16	18	15	23	10496748	9008778	11240697	10011766	9257648
1100	chr3	88454370	88456384	0	2.0210035775025434	1.240306895503386	4	18	31	16	16	44	10496748	9008778	11240697	10011766	9257648
1114	chr3	88553076	88553653	0	3.610926701254302	2.8018919024164037	4	15	14	10	23	19	10496748	9008778	11240697	10011766	9257648
1116	chr3	88569802	88571947	0	1.6547826989190009	1.0062090833157387	4	29	26	12	20	21	10496748	9008778	11240697	10011766	9257648
1120	chr3	88588451	88591038	0	2.035581917240042	1.205187231939828	4	34	36	19	30	37	10496748	9008778	11240697	10011766	9257648
