id	chr_name	transcription_start	transcription_end	strand	score	rpkm	chromosome_id	sequence_identifier	notx_tag_count	kla_1h_tag_count	kla_6h_tag_count	kla_12h_tag_count	kla_24h_tag_count	notx_total_tags	kla_1h_total_tags	kla_6h_total_tags	kla_12h_total_tags	kla_24h_total_tags
365	chr3	32436150	32468539	0	3.8204173675315998	1.6950549456326969	4	NM_008839	651	577	481	531	506	10496748	9008778	11240697	10011766	9257648
371	chr3	32510549	32520872	0	3.397512114872049	1.6964861011459489	4	NM_001161818	176	140	163	218	179	10496748	9008778	11240697	10011766	9257648
374	chr3	32529461	32579261	0	1.5448490497284992	0.6580139271879762	4	NM_024200	381	370	266	301	321	10496748	9008778	11240697	10011766	9257648
382	chr3	32708704	32727003	0	2.6073035440362804	1.2247535825864397	4	NM_019673	213	200	225	252	231	10496748	9008778	11240697	10011766	9257648
384	chr3	32737038	32751612	0	1.8478817085539596	0.8889158255076124	4	NM_025316	138	117	159	128	106	10496748	9008778	11240697	10011766	9257648
393	chr3	33800147	33814913	0	7.466187709143569	3.5866077209289724	4	NM_025978	608	436	511	502	592	10496748	9008778	11240697	10011766	9257648
396	chr3	34020072	34069351	0	4.8045804296040115	2.048466505442231	4	NM_001113188	781	806	1441	1093	928	10496748	9008778	11240697	10011766	9257648
402	chr3	35754132	35856270	0	2.763703865750358	1.1036405923573878	4	NM_029570	838	958	1427	1170	1245	10496748	9008778	11240697	10011766	9257648
425	chr3	36151033	36170312	0	1.3028599208736473	0.6087307873592874	4	NM_001101478	139	110	93	126	119	10496748	9008778	11240697	10011766	9257648
435	chr3	36552589	36565769	0	1.8967525005040933	0.9222515947616166	4	NM_019393	131	124	119	120	114	10496748	9008778	11240697	10011766	9257648
440	chr3	36863094	37053015	0	3.042160438119608	1.1527444495786938	4	NM_172679	1562	1041	4017	2254	2076	10496748	9008778	11240697	10011766	9257648
458	chr3	37420275	37579100	0	2.031697079886046	0.7813656995345789	4	NM_021343	912	1049	1851	1340	1055	10496748	9008778	11240697	10011766	9257648
491	chr3	40745604	40790243	0	1.9630289718370477	0.844717901776445	4	NM_011020	277	337	386	413	473	10496748	9008778	11240697	10011766	9257648
589	chr3	51224409	51251706	0	14.227458321255002	6.4189757517374835	4	NM_009834	179	7723	391	304	167	10496748	9008778	11240697	10011766	9257648
593	chr3	51277522	51278362	0	1.701605289491606	1.2124626693593863	4	NR_073429	8	9	13	12	9	10496748	9008778	11240697	10011766	9257648
603	chr3	51415990	51476017	0	3.936285357084633	1.6480485927481536	4	NM_053089	801	1394	1079	885	789	10496748	9008778	11240697	10011766	9257648
607	chr3	51483950	51496065	0	2.357604938058089	1.1567858002654112	4	NM_016858	157	116	141	155	132	10496748	9008778	11240697	10011766	9257648
646	chr3	52268355	52350098	0	1.70220852033162	0.6931674427325349	4	NM_019739	719	660	491	489	475	10496748	9008778	11240697	10011766	9257648
664	chr3	53463765	53481782	0	2.297170705810329	1.0808030707887226	4	NM_173382	259	147	184	207	177	10496748	9008778	11240697	10011766	9257648
678	chr3	54693100	54716878	0	2.487142959193443	1.1376231086846054	4	NM_019995	368	270	240	224	251	10496748	9008778	11240697	10011766	9257648
682	chr3	54735487	54749794	0	2.415029404078233	1.164019526177219	4	NM_025442	239	158	111	172	153	10496748	9008778	11240697	10011766	9257648
685	chr3	55112085	55140483	0	2.4093522923910835	1.0827980958900465	4	NM_001144987	566	184	230	282	276	10496748	9008778	11240697	10011766	9257648
695	chr3	57736057	57835276	0	3.0185430160523627	1.208450934202993	4	NM_001113413	2443	875	1041	908	730	10496748	9008778	11240697	10011766	9257648
726	chr3	58415687	58466840	0	3.4524215007755785	1.4668751822857693	4	NM_001081229	915	696	775	708	659	10496748	9008778	11240697	10011766	9257648
731	chr3	58525949	58557550	0	1.9645454220289338	0.8737220689122727	4	NM_001005509	293	265	288	283	252	10496748	9008778	11240697	10011766	9257648
734	chr3	58576616	58593598	0	3.8845805238647957	1.838911444203838	4	NM_001040396	289	298	408	283	284	10496748	9008778	11240697	10011766	9257648
751	chr3	60473029	60629793	0	6.613367874655089	2.5462007987286266	4	NM_001253713	9388	1308	3887	2946	2435	10496748	9008778	11240697	10011766	9257648
765	chr3	61364462	61368755	0	20.54429032338485	11.37511045666561	4	NM_028712	514	626	476	463	364	10496748	9008778	11240697	10011766	9257648
792	chr3	63976115	64018911	0	1.4717421803093498	0.6358270411163247	4	NM_001033300	321	238	239	282	281	10496748	9008778	11240697	10011766	9257648
811	chr3	65528446	65555571	0	11.46625730839289	5.176439072225132	4	NM_178892	973	1558	1906	1490	1096	10496748	9008778	11240697	10011766	9257648
838	chr3	67430095	67475055	0	1.7786629803765999	0.7648683327213605	4	NM_138591	345	349	317	347	362	10496748	9008778	11240697	10011766	9257648
845	chr3	67582764	67604269	0	5.486903361452663	2.5352435828647018	4	NM_025813	473	479	605	645	525	10496748	9008778	11240697	10011766	9257648
855	chr3	68691329	68698600	0	17.040223716474724	8.853116864790561	4	NM_008351	2	332	1535	1004	347	10496748	9008778	11240697	10011766	9257648
862	chr3	69004982	69034608	0	1.5711943575561946	0.7031925114269483	4	NM_133786	293	242	198	170	139	10496748	9008778	11240697	10011766	9257648
886	chr3	69722054	69749090	0	2.4972104040163865	1.1277310504922788	4	NM_133787	267	394	296	288	280	10496748	9008778	11240697	10011766	9257648
933	chr3	79591340	79603679	0	2.696594454483433	1.3204946460084592	4	NM_026352	145	173	171	169	157	10496748	9008778	11240697	10011766	9257648
953	chr3	81932612	81956752	0	1.650210677061765	0.7536684442035654	4	NM_177662	235	95	211	194	175	10496748	9008778	11240697	10011766	9257648
963	chr3	83055514	83072294	0	1.787262529034888	0.8471219967565026	4	NM_016784	174	124	130	135	148	10496748	9008778	11240697	10011766	9257648
1003	chr3	84666215	84704575	0	3.199838916727637	1.3968155777164069	4	NM_177260	1926	268	122	162	202	10496748	9008778	11240697	10011766	9257648
1009	chr3	84815567	84979193	0	4.891686272305104	1.8766094154045052	4	NM_001177773	5698	1365	2659	3134	2502	10496748	9008778	11240697	10011766	9257648
1048	chr3	87525576	87540202	0	9.70748992124741	4.667987046973563	4	NM_001286844	675	610	920	587	623	10496748	9008778	11240697	10011766	9257648
1054	chr3	87618728	87738022	0	1.9064539282348596	0.7511796366236335	4	NM_001003912	1315	573	826	885	883	10496748	9008778	11240697	10011766	9257648
1060	chr3	87906286	87916175	0	4.931986693949622	2.4744536418958396	4	NM_008231	245	192	221	257	309	10496748	9008778	11240697	10011766	9257648
1063	chr3	87920017	87923485	0	8.476926004644355	4.824089469347278	4	NM_026591	230	99	155	171	182	10496748	9008778	11240697	10011766	9257648
1065	chr3	87930277	87940717	0	3.144759633883311	1.5683247696931755	4	NM_177663	172	173	164	179	131	10496748	9008778	11240697	10011766	9257648
1068	chr3	87974915	87980444	0	1.10486831932333	0.5929429536174308	4	NM_016701	22	31	80	21	10	10496748	9008778	11240697	10011766	9257648
1071	chr3	88043093	88056040	0	2.05081137056854	0.9990696949040729	4	NM_001286857	116	142	134	134	121	10496748	9008778	11240697	10011766	9257648
1077	chr3	88142363	88169214	0	4.964455125691763	2.243451518678886	4	NM_133665	1151	407	400	536	519	10496748	9008778	11240697	10011766	9257648
1081	chr3	88297110	88321758	0	3.9456907923597404	1.7982935390391428	4	NM_009836	309	487	423	516	482	10496748	9008778	11240697	10011766	9257648
1083	chr3	88325013	88328675	0	6.6265500784749225	3.7443927241831845	4	NM_020003	171	102	144	136	133	10496748	9008778	11240697	10011766	9257648
1085	chr3	88336261	88362389	0	3.559780892375166	1.613028397712302	4	NM_178246	350	393	458	496	411	10496748	9008778	11240697	10011766	9257648
1115	chr3	88553732	88569777	0	2.595673517844936	1.236058655008754	4	NM_033526	162	258	201	201	170	10496748	9008778	11240697	10011766	9257648
1119	chr3	88579789	88588450	0	1.9264075029035408	0.9809908267252019	4	NM_025448	80	80	88	103	74	10496748	9008778	11240697	10011766	9257648
1130	chr3	88616390	88648103	0	9.23128655373779	4.104158856732041	4	NM_008487	1476	1649	1446	998	941	10496748	9008778	11240697	10011766	9257648
1133	chr3	88685800	88712984	0	7.516783920340834	3.3927222964277646	4	NM_028814	787	849	1166	947	864	10496748	9008778	11240697	10011766	9257648
1135	chr3	88716840	88731097	0	5.0720416641928	2.445581080040499	4	NM_001163310	496	205	272	376	395	10496748	9008778	11240697	10011766	9257648
1148	chr3	88835351	88910147	0	1.1611890762608201	0.4766080347912684	4	NM_001242372	429	242	339	384	389	10496748	9008778	11240697	10011766	9257648
1154	chr3	88965772	89079412	0	4.740102808536887	1.8754969128904662	4	NM_138679	2344	1552	2481	2260	2023	10496748	9008778	11240697	10011766	9257648
1162	chr3	89164848	89177140	0	5.275456319913297	2.584402849598363	4	NM_001163432	415	238	315	332	289	10496748	9008778	11240697	10011766	9257648
1165	chr3	89178434	89184238	0	3.195460480080228	1.7048931682996933	4	NM_011886	166	54	70	99	106	10496748	9008778	11240697	10011766	9257648
1168	chr3	89202898	89209018	0	6.407554773963807	3.397075157937456	4	NM_001077411	252	152	198	249	189	10496748	9008778	11240697	10011766	9257648
1176	chr3	89246404	89249770	0	3.824875941713087	2.1852387743478965	4	NM_025327	62	32	52	93	129	10496748	9008778	11240697	10011766	9257648
1178	chr3	89266568	89267080	0	8.169987777823598	6.547659887186063	4	NM_026767	45	30	28	30	35	10496748	9008778	11240697	10011766	9257648
1196	chr3	89391911	89398565	0	5.328181005899669	2.7970215780291627	4	NR_040404	205	158	121	187	260	10496748	9008778	11240697	10011766	9257648
1205	chr3	89418523	89435184	0	4.801573598805712	2.27752563324731	4	NM_011368	463	347	360	388	340	10496748	9008778	11240697	10011766	9257648
1207	chr3	89436683	89450979	0	4.665111455639798	2.2487196912686196	4	NM_146131	238	254	370	350	396	10496748	9008778	11240697	10011766	9257648
1210	chr3	89459140	89469007	0	1.3888601399319767	0.6969851055428675	4	NM_027348	72	35	51	92	94	10496748	9008778	11240697	10011766	9257648
1216	chr3	89715021	89753510	0	14.396078290249198	6.282264954502296	4	NM_001038587	810	1218	4323	3210	2533	10496748	9008778	11240697	10011766	9257648
1221	chr3	89773585	89784024	0	5.725563061115125	2.8554288322674566	4	NM_027315	376	250	279	305	281	10496748	9008778	11240697	10011766	9257648
1232	chr3	90051957	90068357	0	3.5126279129998426	1.668888473623527	4	NM_001287087	407	203	232	275	252	10496748	9008778	11240697	10011766	9257648
1234	chr3	90079549	90100954	0	14.830551689070969	6.855746245047045	4	NM_001253740	1180	1783	1843	1335	1199	10496748	9008778	11240697	10011766	9257648
1240	chr3	90231620	90235853	0	4.759036847000459	2.639703509667608	4	NM_206924	147	95	90	115	112	10496748	9008778	11240697	10011766	9257648
1245	chr3	90248192	90253543	0	10.025857572705998	5.401898054348671	4	NM_013901	283	344	333	262	224	10496748	9008778	11240697	10011766	9257648
1248	chr3	90254281	90264170	0	5.4235736029870845	2.7210903611044115	4	NM_028881	238	425	295	214	174	10496748	9008778	11240697	10011766	9257648
1251	chr3	90266503	90280717	0	7.5148994731401615	3.624613888129517	4	NM_201407	714	475	504	469	415	10496748	9008778	11240697	10011766	9257648
1255	chr3	90341646	90358165	0	2.6818377968461857	1.2732095646247785	4	NM_139304	293	149	201	212	197	10496748	9008778	11240697	10011766	9257648
1264	chr3	90476195	90488423	0	2.017963114788336	0.9891419600201425	4	NM_026374	135	77	98	126	169	10496748	9008778	11240697	10011766	9257648
1272	chr3	90514440	90524551	0	1.3669299109137614	0.684121490882916	4	NM_009113	138	41	40	54	73	10496748	9008778	11240697	10011766	9257648
1280	chr3	90612908	90614048	0	6.2266935052326335	4.187997870436447	4	NM_011313	80	92	31	16	20	10496748	9008778	11240697	10011766	9257648
1290	chr3	90669046	90670085	0	5.2283259241919104	3.575804779736262	4	NM_013650	24	43	18	44	57	10496748	9008778	11240697	10011766	9257648
1307	chr3	93520478	93526332	0	5.6637290269846865	3.018697264812108	4	NM_016740	213	227	171	138	135	10496748	9008778	11240697	10011766	9257648
1311	chr3	93555109	93564658	0	5.57402470640342	2.8074989461303725	4	NM_009112	330	336	269	209	197	10496748	9008778	11240697	10011766	9257648
1315	chr3	94443324	94448554	0	2.433513623049045	1.3148248941879215	4	NM_030116	69	85	51	69	70	10496748	9008778	11240697	10011766	9257648
1332	chr3	94837562	94883619	0	2.6346193915168112	1.1303946674401837	4	NM_172683	619	580	538	464	403	10496748	9008778	11240697	10011766	9257648
1339	chr3	94954988	94961596	0	4.174701283778959	2.1932919787786465	4	NM_017395	87	144	133	167	194	10496748	9008778	11240697	10011766	9257648
1344	chr3	94974718	95006967	0	5.7125814034054745	2.5356411121257256	4	NR_105980	1049	604	916	876	645	10496748	9008778	11240697	10011766	9257648
1352	chr3	95111027	95122976	0	2.890696088182356	1.4204762623457643	4	NM_009336	216	104	161	170	198	10496748	9008778	11240697	10011766	9257648
1356	chr3	95135086	95138231	0	1.1023992733202421	0.6355291530678507	4	NM_153121	40	8	7	25	20	10496748	9008778	11240697	10011766	9257648
1365	chr3	95228413	95236473	0	6.512172624393419	3.3434525698590325	4	NM_172395	276	298	282	251	241	10496748	9008778	11240697	10011766	9257648
1369	chr3	95282935	95296212	0	6.161414072025541	2.9934906872392677	4	NM_199475	933	164	271	327	293	10496748	9008778	11240697	10011766	9257648
1376	chr3	95315219	95323618	0	8.132598261531557	4.155843158753388	4	NM_029789	474	254	367	350	301	10496748	9008778	11240697	10011766	9257648
1382	chr3	95434372	95497214	0	3.844356313989839	1.6028594778970209	4	NM_001037737	1315	768	972	1057	926	10496748	9008778	11240697	10011766	9257648
1385	chr3	95499196	95509439	0	10.66945620131143	5.332186375328567	4	NM_007802	827	298	557	546	504	10496748	9008778	11240697	10011766	9257648
1393	chr3	95526777	95556451	0	55.97454674623431	25.047600480317108	4	NM_021281	8368	3415	8638	8664	8091	10496748	9008778	11240697	10011766	9257648
1400	chr3	95588937	95619277	0	2.8970164288770146	1.2935541236701207	4	NM_146133	611	306	315	401	330	10496748	9008778	11240697	10011766	9257648
1403	chr3	95624985	95632168	0	10.596867562881945	5.513309175260912	4	NM_001026212	420	293	451	412	405	10496748	9008778	11240697	10011766	9257648
1405	chr3	95658742	95663228	0	101.38041562026801	55.82386101276727	4	NM_008562	2222	2538	3346	2357	2065	10496748	9008778	11240697	10011766	9257648
1439	chr3	95871507	95883054	0	1.6252517191742333	0.8016197551959865	4	NR_040446	131	76	54	104	98	10496748	9008778	11240697	10011766	9257648
1443	chr3	95893922	95898642	0	3.072811725007308	1.6813212498918215	4	NM_146134	83	100	65	71	78	10496748	9008778	11240697	10011766	9257648
1446	chr3	95929245	95947375	0	1.5103771867468037	0.710163431038078	4	NM_001253758	179	122	127	103	113	10496748	9008778	11240697	10011766	9257648
1454	chr3	95985478	95986972	0	3.74604289943399	2.4072739050117895	4	NR_045872	62	28	40	22	28	10496748	9008778	11240697	10011766	9257648
1464	chr3	96102217	96161171	0	2.886976025473262	1.2107145678091267	4	NM_001025614	854	762	599	657	698	10496748	9008778	11240697	10011766	9257648
1470	chr3	96172547	96177610	0	2.845900029325716	1.5437510145746844	4	NM_153053	88	90	59	87	67	10496748	9008778	11240697	10011766	9257648
1474	chr3	96219909	96220403	0	3.6911048192805165	2.988964221228443	4	NM_178213	14	19	19	14	8	10496748	9008778	11240697	10011766	9257648
1476	chr3	96221113	96223328	0	10.00279746580651	6.054063330934245	4	NM_178214	356	38	59	125	93	10496748	9008778	11240697	10011766	9257648
1496	chr3	96269691	96270245	0	40.285604064496894	31.593722982678003	4	NM_175666	303	80	73	175	246	10496748	9008778	11240697	10011766	9257648
1522	chr3	96559467	96561910	0	17.421515775329997	10.39773021058062	4	NM_023719	498	219	298	132	124	10496748	9008778	11240697	10011766	9257648
1535	chr3	96629927	96633831	0	4.805622824928417	2.693139821715921	4	NM_025875	117	113	83	101	112	10496748	9008778	11240697	10011766	9257648
1537	chr3	96635356	96649454	0	1.4746631096043712	0.7118846068563955	4	NM_001162387	139	83	78	88	114	10496748	9008778	11240697	10011766	9257648
1539	chr3	96696388	96706108	0	1.5057066425721215	0.7568870438462469	4	NM_018812	133	58	45	57	75	10496748	9008778	11240697	10011766	9257648
1541	chr3	96727654	96791206	0	5.347644159352986	2.2273650317222358	4	NM_026406	1264	1203	1876	1447	1290	10496748	9008778	11240697	10011766	9257648
1567	chr3	97658219	97673102	0	1.343361992261682	0.644786256023045	4	NM_182997	105	254	32	52	37	10496748	9008778	11240697	10011766	9257648
1575	chr3	97901206	97922212	0	2.5419884292545856	1.1773344709559452	4	NM_011342	219	241	215	298	264	10496748	9008778	11240697	10011766	9257648
1577	chr3	97930168	97951515	0	1.0350016898061192	0.47858369854168786	4	NM_001033779	66	123	141	102	79	10496748	9008778	11240697	10011766	9257648
1586	chr3	98013489	98150420	0	14.559681001201877	5.669801038440882	4	NM_010928	4880	14352	10384	5200	4015	10496748	9008778	11240697	10011766	9257648
1594	chr3	99141066	99219933	0	1.3162171370373505	0.5376925713451137	4	NM_027462	494	284	507	430	406	10496748	9008778	11240697	10011766	9257648
1603	chr3	100162458	100206949	0	1.485582528615045	0.6394655713903006	4	NM_010269	360	257	221	275	310	10496748	9008778	11240697	10011766	9257648
1664	chr3	102995687	103003952	0	4.729424471556156	2.4212123037345874	4	NM_025679	266	171	153	194	217	10496748	9008778	11240697	10011766	9257648
1668	chr3	103020541	103067948	0	8.576731264657369	3.6699626170116417	4	NM_144901	1490	2348	1885	1549	1430	10496748	9008778	11240697	10011766	9257648
1677	chr3	103171694	103179207	0	2.6836016234720037	1.3889720541893282	4	NM_026602	146	80	65	113	118	10496748	9008778	11240697	10011766	9257648
1679	chr3	103266211	103437897	0	1.3120574328173338	0.5013372095993889	4	NM_001079830	1112	794	739	848	812	10496748	9008778	11240697	10011766	9257648
1690	chr3	103914090	103966652	0	2.31555976968352	0.9813722135575904	4	NM_172684	563	672	416	485	444	10496748	9008778	11240697	10011766	9257648
1692	chr3	103968107	104007521	0	1.3223235538190636	0.5757428141953331	4	NM_013629	288	223	203	189	232	10496748	9008778	11240697	10011766	9257648
1710	chr3	104638638	104657991	0	1.0882571916056158	0.5082630774265359	4	NM_009196	83	119	69	116	105	10496748	9008778	11240697	10011766	9257648
1717	chr3	104788982	104794506	0	14.550015642470061	7.809322418389226	4	NM_001291859	486	593	515	319	245	10496748	9008778	11240697	10011766	9257648
1721	chr3	104864504	104930108	0	2.231490660908372	0.9267736468244776	4	NM_001253702	852	452	564	627	546	10496748	9008778	11240697	10011766	9257648
1749	chr3	105815538	105817254	0	1.240881780520783	0.7801869885960845	4	NR_045845	50	2	2	8	5	10496748	9008778	11240697	10011766	9257648
1756	chr3	105959494	105969813	0	2.374422610720314	1.185675703408423	4	NM_027432	147	153	101	110	101	10496748	9008778	11240697	10011766	9257648
1761	chr3	106482653	106501044	0	1.4077846706927188	0.6609503191905648	4	NM_001093754	158	178	52	103	117	10496748	9008778	11240697	10011766	9257648
1764	chr3	106547791	106575392	0	9.653281397066806	4.350497986233628	4	NM_026013	1613	1308	1320	921	844	10496748	9008778	11240697	10011766	9257648
1773	chr3	106720364	106736536	0	3.8037679461183984	1.8098587668134145	4	NM_028081	370	185	347	289	273	10496748	9008778	11240697	10011766	9257648
1780	chr3	107036129	107038175	0	2.6959468321153297	1.650680639610144	4	NM_008418	1	29	16	76	47	10496748	9008778	11240697	10011766	9257648
1782	chr3	107039502	107054358	0	1.973466241367017	0.9474051287260058	4	NR_033498	10	132	73	276	213	10496748	9008778	11240697	10011766	9257648
1786	chr3	107278998	107284073	0	4.00214296598186	2.170322041506804	4	NM_026774	118	84	126	107	116	10496748	9008778	11240697	10011766	9257648
1820	chr3	108256875	108279999	0	6.416368699724359	2.9430795812917467	4	NM_011967	263	305	1034	984	818	10496748	9008778	11240697	10011766	9257648
1835	chr3	108571668	108581912	0	4.404868915724827	2.2013613266393803	4	NM_025444	266	170	172	242	278	10496748	9008778	11240697	10011766	9257648
1844	chr3	108653933	108678827	0	1.6263182685822881	0.7404794086115464	4	NM_001177770	214	130	163	212	203	10496748	9008778	11240697	10011766	9257648
1877	chr3	109123119	109168447	0	1.2554037479795546	0.5394416989387443	4	NM_172685	410	247	185	197	184	10496748	9008778	11240697	10011766	9257648
1889	chr3	109340678	109685735	0	5.919699600258508	2.137986316921147	4	NM_146139	5187	21678	5620	2249	2164	10496748	9008778	11240697	10011766	9257648
1920	chr3	115888169	115929083	0	1.2051558503519495	0.5228720385286718	4	NM_027193	264	212	200	194	200	10496748	9008778	11240697	10011766	9257648
1948	chr3	116594971	116631037	0	2.250944715380105	0.98840633205652	4	NM_028349	109	78	730	514	352	10496748	9008778	11240697	10011766	9257648
1963	chr3	116860572	116903772	0	5.217346279082822	2.252021334199069	4	NM_009146	1390	840	778	893	965	10496748	9008778	11240697	10011766	9257648
1992	chr3	121426498	121458151	0	1.0383437052607014	0.4617245583711746	4	NM_028044	48	164	219	109	191	10496748	9008778	11240697	10011766	9257648
2005	chr3	121723524	121735077	0	1.4139813699893076	0.6973758095613967	4	NM_010171	38	135	172	36	22	10496748	9008778	11240697	10011766	9257648
2019	chr3	122245542	122267268	0	2.4222989999607014	1.1180744140447472	4	NM_008129	168	58	321	341	327	10496748	9008778	11240697	10011766	9257648
2023	chr3	122274407	122285322	0	3.4360456458736204	1.705219732666185	4	NM_153806	172	185	180	204	190	10496748	9008778	11240697	10011766	9257648
2040	chr3	122419772	122530203	0	3.996725841679246	1.5852764605701761	4	NM_013867	2550	2378	2088	1005	735	10496748	9008778	11240697	10011766	9257648
2058	chr3	122924361	122926245	0	4.517538776301043	2.8001852780137138	4	NM_024461	64	42	49	49	60	10496748	9008778	11240697	10011766	9257648
2066	chr3	123267556	123365627	0	1.5139444654571645	0.6067113093932153	4	NM_027135	656	233	489	891	707	10496748	9008778	11240697	10011766	9257648
2080	chr3	126596919	126846293	0	4.53088935775025	1.67919414706806	4	NM_001293666	2777	9094	4792	2172	2109	10496748	9008778	11240697	10011766	9257648
2097	chr3	127789892	127798442	0	9.577769111611794	4.884450685050868	4	NM_145133	384	132	597	539	437	10496748	9008778	11240697	10011766	9257648
2156	chr3	132684129	132838531	0	1.3140595579952425	0.5065674816705185	4	NM_173032	1114	492	757	749	800	10496748	9008778	11240697	10011766	9257648
2163	chr3	133091952	133111032	0	3.7121525209559065	1.7362632480838356	4	NM_027927	324	368	332	302	331	10496748	9008778	11240697	10011766	9257648
2187	chr3	135438756	135467231	0	13.084727480529413	5.878903109043532	4	NM_025356	1479	1784	2034	1567	1509	10496748	9008778	11240697	10011766	9257648
2192	chr3	135485605	135571349	0	1.7107343331464526	0.6937010646411557	4	NM_027288	1302	220	263	611	579	10496748	9008778	11240697	10011766	9257648
2202	chr3	136670121	136937723	0	4.252741879768669	1.5672053016374028	4	NM_001293622	5902	1173	5462	4430	4009	10496748	9008778	11240697	10011766	9257648
2213	chr3	137864659	137866974	0	1.9091334351366918	1.148172872056753	4	NM_016750	40	28	17	21	27	10496748	9008778	11240697	10011766	9257648
2215	chr3	137867663	137908947	0	2.2008270539987	0.954043403084988	4	NM_001033155	856	233	332	311	238	10496748	9008778	11240697	10011766	9257648
2217	chr3	137918552	137928807	0	6.273291430933507	3.1347450688443304	4	NM_019920	422	228	323	339	296	10496748	9008778	11240697	10011766	9257648
2228	chr3	138143529	138155760	0	1.2672037378963357	0.6211268736997664	4	NM_175389	87	80	51	67	95	10496748	9008778	11240697	10011766	9257648
2231	chr3	138443094	138455451	0	1.9297731530825728	0.9448412638631265	4	NM_001288578	159	84	77	124	140	10496748	9008778	11240697	10011766	9257648
2237	chr3	138526221	138557642	0	4.115273981642834	1.8312648562653866	4	NR_035481	341	852	561	583	541	10496748	9008778	11240697	10011766	9257648
2239	chr3	138742261	138904480	0	2.693861649199592	1.034197585882893	4	NM_019571	3127	1878	1294	1171	921	10496748	9008778	11240697	10011766	9257648
2258	chr3	142496933	142522207	0	67.04939712275139	30.48225728548364	4	NM_153564	16	10638	13796	7366	6718	10496748	9008778	11240697	10011766	9257648
2263	chr3	142530292	142550203	0	17.074798807024056	7.951510833895139	4	NM_001083312	46	830	3224	1978	1841	10496748	9008778	11240697	10011766	9257648
2267	chr3	142560050	142573246	0	23.636996685214775	11.491442916918855	4	NM_001289493	22	847	2961	1849	1906	10496748	9008778	11240697	10011766	9257648
2276	chr3	142620628	142638061	0	38.179685333182036	18.024648620122903	4	NM_010260	57	2036	5428	3794	4402	10496748	9008778	11240697	10011766	9257648
2284	chr3	142765220	142783655	0	5.822404828221535	2.7329270357939226	4	NM_145546	438	1030	295	402	355	10496748	9008778	11240697	10011766	9257648
2314	chr3	144570428	144597715	0	2.887354631359877	1.3027294943749974	4	NM_053102	429	299	360	381	309	10496748	9008778	11240697	10011766	9257648
2331	chr3	145118586	145153616	0	1.311704628505213	0.5775933350855174	4	NM_001162539	259	131	211	185	226	10496748	9008778	11240697	10011766	9257648
