id	chr_name	start	end	chromosome_id	tag_count_no_peptide	id_no_peptide	tag_count_1um_k99a	id_1um_k99a	tag_count_1um_pcc	id_1um_pcc
144	chr9	63710184	63729552	12	752.6	144	730.3	119.0	741.4	111.0
153	chr2	18942406	18961526	2	730.6	153	517.0	305.0	212.5	2739.0
157	chr12	107917463	107938767	15	723.7	157	647.3	171.0	701.9	142.0
165	chr7	83645224	83657164	8	711.2	165	1000.9	51.0	696.7	151.0
166	chr7	80196742	80211772	8	710.4	166	669.5	152.0	718.2	124.0
170	chr19	32261562	32278510	21	707.1	170	624.8	184.0	629.6	205.0
177	chrX	48422574	48444944	3	701.9	177	445.3	439.0	60.6	19800.0
194	chr11	106657438	106677060	13	678.1	194	656.4	164.0	298.9	1284.0
198	chr1	134058134	134069772	1	672.6	198	578.9	230.0	563.5	266.0
201	chr18	50026114	50043904	20	668.6	201	586.4	223.0	632.4	202.0
212	chr2	166617436	166633252	2	658.5	212	581.7	228.0	603.9	227.0
213	chr9	13296133	13306543	12	657.5	213	629.3	182.0	585.5	247.0
224	chr1	88574817	88589569	1	641.5	224	185.6	3298.0	203.1	3038.0
226	chr2	103649600	103665136	2	637.3	226	584.4	226.0	575.0	255.0
227	chr16	94587285	94606953	17	636.7	227	603.9	208.0	1034.3	41.0
236	chr8	126844657	126858891	10	630.0	236	551.9	259.0	674.5	168.0
243	chr1	128600971	128619245	1	624.1	243	287.8	1265.0	274.2	1556.0
250	chr6	94672213	94688093	7	619.5	250	499.3	331.0	544.0	291.0
252	chr15	77796368	77810990	16	616.3	252	526.5	292.0	590.2	239.0
256	chr12	80803072	80824114	15	610.2	256	545.4	266.0	208.1	2879.0
257	chr13	43438249	43457971	14	609.6	257	595.7	216.0	204.2	3003.0
258	chr3	89859348	89879130	4	608.6	258	206.2	2623.0	222.5	2467.0
259	chr7	114079308	114097148	8	607.6	259	547.6	263.0	155.8	5425.0
273	chr12	103330354	103345584	15	589.2	273	445.8	437.0	456.9	463.0
275	chr18	82524254	82539482	20	586.8	275	528.2	290.0	486.4	399.0
280	chr6	83409186	83424074	7	583.6	280	561.2	252.0	534.4	304.0
282	chr2	18914072	18929656	2	582.8	282	503.2	327.0	520.1	330.0
283	chr2	127312741	127325921	2	581.7	283	530.4	285.0	609.1	222.0
284	chr12	113040771	113053039	15	581.5	284	517.0	306.0	244.2	2045.0
285	chr9	63729959	63743365	12	581.1	285	543.5	270.0	560.7	270.0
297	chr8	15022956	15036624	10	571.2	297	1071.6	42.0	556.1	275.0
308	chr3	115678192	115695638	4	561.3	308	531.8	281.0	343.2	942.0
311	chr8	119419014	119430336	10	554.9	311	443.6	444.0	61.5	19576.0
312	chr11	107440812	107456030	13	553.1	312	486.2	352.0	134.7	7276.0
313	chr6	128832951	128846467	7	552.9	313	467.5	393.0	130.3	7738.0
314	chr4	63384272	63397486	5	552.5	314	1276.7	16.0	883.7	59.0
318	chr5	120682527	120698719	6	551.5	318	102.6	10565.0	412.5	601.0
319	chr12	102364546	102376798	15	551.1	319	490.5	347.0	55.0	21313.0
323	chr2	174611557	174620971	2	547.4	323	539.3	275.0	528.3	317.0
326	chr9	61660281	61672383	12	547.2	326	485.5	353.0	532.2	308.0
327	chr10	59969047	59982549	9	546.8	327	512.9	310.0	477.3	413.0
333	chr3	52269861	52286031	4	544.6	333	469.4	388.0	134.9	7262.0
337	chr4	134113498	134124686	5	542.4	337	491.4	344.0	455.1	467.0
342	chr10	42891053	42904673	9	538.1	342	669.7	151.0	468.6	437.0
343	chr2	166648772	166660592	2	536.9	343	87.3	13192.0	962.0	48.0
353	chr14	122056421	122069023	11	530.0	353	455.2	418.0	695.6	153.0
357	chr17	28514080	28526086	18	528.6	357	609.5	200.0	232.2	2256.0
358	chr14	25514066	25525438	11	528.4	358	566.1	246.0	530.5	311.0
359	chr13	51746701	51758067	14	528.0	359	659.4	162.0	1066.9	33.0
363	chr5	124073123	124085413	6	523.6	363	504.5	325.0	520.7	328.0
364	chr12	107118374	107136336	15	523.4	364	493.2	340.0	713.9	129.0
366	chr16	52053740	52069864	17	523.2	366	123.3	7763.0	481.0	406.0
369	chr4	48038641	48049229	5	521.0	369	452.0	422.0	592.6	237.0
373	chr1	54903282	54916842	1	520.2	373	854.6	77.0	895.9	57.0
377	chr8	122978081	122995835	10	518.3	377	434.2	473.0	383.0	727.0
382	chr6	142944162	142956444	7	515.5	382	128.4	7220.0	116.9	9329.0
385	chr1	38657263	38667003	1	514.9	385	485.0	355.0	463.8	444.0
394	chr15	66849500	66863746	16	510.1	394	566.8	245.0	656.9	179.0
408	chr2	11649225	11665009	2	504.4	408	460.1	404.0	856.2	67.0
409	chr11	107407611	107423879	13	503.8	409	458.8	408.0	309.8	1167.0
414	chr4	140944497	140955239	5	500.2	414	406.8	550.0	302.0	1247.0
416	chr17	84139693	84149887	18	499.4	416	473.4	381.0	473.6	428.0
417	chr2	158714900	158725820	2	499.4	417	443.6	443.0	440.8	507.0
419	chr1	43463035	43476993	1	498.8	419	511.6	311.0	1113.8	30.0
429	chr19	25049939	25062899	21	494.1	429	108.3	9728.0	532.5	307.0
436	chr1	165816010	165830730	1	491.9	436	455.7	417.0	132.3	7545.0
442	chr2	166014337	166033619	2	489.3	442	286.8	1273.0	151.0	5778.0
443	chr8	126658584	126668574	10	489.1	443	443.1	447.0	426.2	552.0
448	chr9	44481749	44491201	12	487.0	448	459.6	406.0	431.4	538.0
451	chr11	99159846	99173080	13	485.6	451	451.5	426.0	436.2	522.0
452	chr1	134092259	134100753	1	484.8	452	453.7	421.0	468.8	436.0
463	chr8	14989223	14999901	10	481.2	463	442.6	450.0	701.3	143.0
467	chr6	125476366	125487486	7	480.4	467	434.7	470.0	445.3	492.0
470	chr4	59327699	59341229	5	479.6	470	423.1	511.0	425.1	559.0
471	chr11	43375969	43390089	13	479.4	471	467.2	395.0	522.7	324.0
477	chr1	88634723	88649623	1	476.9	477	451.5	427.0	425.1	558.0
478	chr2	103631745	103645991	2	476.9	478	459.9	405.0	411.2	608.0
480	chr15	55841513	55855467	16	475.5	480	413.3	534.0	172.3	4384.0
485	chr1	106559611	106573167	1	472.3	485	382.0	645.0	445.1	493.0
487	chr8	124267981	124279441	10	470.9	487	575.0	236.0	697.3	149.0
488	chr13	51732687	51745597	14	470.7	488	228.1	2136.0	1066.9	33.0
489	chr4	101212520	101228178	5	470.3	489	432.2	481.0	230.9	2291.0
490	chr19	47444784	47455916	21	468.5	490	338.8	844.0	325.6	1058.0
500	chr10	39483241	39495175	9	462.8	500	397.4	583.0	457.5	460.0
503	chr12	73623336	73638510	15	461.2	503	423.8	510.0	441.7	503.0
504	chr14	66222913	66233093	11	461.2	504	420.7	516.0	539.6	301.0
506	chr12	102641787	102654767	15	460.6	506	253.0	1673.0	497.3	380.0
508	chr17	28006053	28016441	18	460.0	508	155.8	4844.0	142.9	6474.0
509	chr3	21934892	21945102	4	459.6	509	433.9	474.0	413.8	596.0
513	chr7	73605191	73620273	8	458.0	513	282.5	1304.0	106.9	10718.0
517	chr1	43534450	43545938	1	456.3	517	429.1	489.0	477.5	411.0
518	chr1	36917867	36931893	1	456.1	518	185.0	3312.0	428.2	545.0
519	chr2	71807962	71817788	2	456.1	519	413.5	533.0	386.0	715.0
522	chr15	101252654	101264650	16	455.3	522	448.8	434.0	1112.1	31.0
525	chr3	52287036	52302502	4	454.3	525	432.0	482.0	504.9	363.0
528	chr18	32396255	32401633	20	453.1	528	431.8	485.0	486.2	400.0
529	chr2	170216505	170224705	2	452.7	529	406.9	549.0	408.6	620.0
534	chr18	56462673	56474767	20	452.1	534	417.4	523.0	414.7	592.0
538	chr7	126173630	126187206	8	450.3	538	413.2	535.0	316.7	1120.0
539	chr9	123923331	123934949	12	449.7	539	429.6	488.0	705.4	138.0
543	chr1	39915575	39927919	1	448.9	543	428.3	493.0	426.0	554.0
549	chr4	8908300	8917614	5	447.1	549	388.8	620.0	479.2	410.0
550	chr12	73708792	73722796	15	446.7	550	102.8	10517.0	326.3	1055.0
551	chr10	14038806	14053078	9	446.7	551	715.8	127.0	434.5	527.0
556	chr11	11563285	11574967	13	444.6	556	421.1	513.0	331.3	1022.0
558	chr9	32922313	32935467	12	443.4	558	368.9	704.0	390.4	698.0
562	chr17	31065771	31078463	18	441.8	562	425.1	508.0	453.0	476.0
567	chr14	79540757	79560349	11	440.4	567	1182.8	31.0	198.6	3205.0
568	chr14	70060372	70070378	11	439.8	568	398.4	576.0	453.2	475.0
574	chr10	12804045	12815983	9	437.8	574	417.2	524.0	427.1	549.0
580	chr5	140590372	140599338	6	434.9	580	405.1	554.0	302.2	1244.0
581	chr7	100852002	100860056	8	434.9	581	365.6	722.0	540.7	295.0
589	chr2	158158510	158167992	2	433.7	589	248.6	1734.0	224.0	2430.0
592	chr12	113421077	113431533	15	431.9	592	401.1	567.0	420.6	570.0
594	chr8	126823647	126836181	10	431.7	594	414.5	530.0	563.3	267.0
598	chr14	40921323	40933267	11	431.3	598	664.0	156.0	393.6	677.0
599	chr14	73115031	73125331	11	431.1	599	384.4	636.0	123.4	8518.0
600	chr2	75680593	75694685	2	430.9	600	397.5	580.0	341.5	953.0
601	chr7	75581605	75593393	8	430.9	601	397.2	584.0	400.2	655.0
605	chr1	54863343	54875387	1	430.1	605	408.1	546.0	648.7	189.0
609	chr7	125629677	125639819	8	428.9	609	414.7	529.0	96.9	12305.0
610	chr13	95955950	95966320	14	428.1	610	384.6	635.0	420.8	568.0
612	chr9	41133941	41148375	12	427.5	612	302.8	1123.0	354.5	874.0
626	chr16	10767813	10776757	17	424.4	626	391.0	607.0	490.8	391.0
627	chr1	155080654	155093672	1	424.0	627	248.1	1740.0	101.9	11464.0
629	chr15	97370545	97384041	16	423.8	629	327.0	938.0	342.6	948.0
630	chr10	59894938	59904454	9	423.8	630	380.5	647.0	393.2	680.0
634	chr4	62633911	62640135	5	422.4	634	614.2	197.0	644.3	192.0
635	chr8	84196858	84204708	10	422.4	635	408.5	544.0	363.9	815.0
640	chr1	92077942	92087834	1	420.8	640	381.7	646.0	365.8	804.0
646	chr11	52304406	52317562	13	419.6	646	379.5	651.0	334.6	996.0
653	chr5	96910337	96919515	6	418.4	653	369.6	700.0	374.1	759.0
654	chr10	19183654	19196358	9	418.2	654	247.8	1750.0	145.6	6229.0
657	chr2	52309324	52320082	2	417.6	657	397.7	577.0	444.3	494.0
662	chr14	25469305	25478663	11	416.6	662	383.7	639.0	385.0	719.0
663	chr7	63983427	63992061	8	416.4	663	119.9	8167.0	388.0	710.0
664	chr19	12470069	12480387	21	416.4	664	363.9	729.0	330.6	1029.0
666	chr5	122227885	122237545	6	416.0	666	374.1	675.0	368.4	786.0
674	chr11	57658286	57671552	13	415.0	674	1209.4	25.0	154.7	5506.0
675	chr1	37306643	37319637	1	414.8	675	219.0	2318.0	389.7	700.0
676	chr7	74688891	74699953	8	414.8	676	396.8	586.0	413.0	599.0
680	chr19	10781083	10790997	21	413.1	680	397.7	579.0	398.0	662.0
681	chr3	88508169	88515751	4	412.9	681	371.3	690.0	388.9	705.0
686	chr19	53179838	53192458	21	411.3	686	334.6	877.0	46.1	24101.0
689	chr9	61675805	61684619	12	409.9	689	352.6	770.0	356.9	857.0
691	chr9	41077944	41085916	12	409.7	691	402.2	560.0	415.6	587.0
694	chr4	135148489	135160289	5	409.1	694	310.5	1062.0	302.4	1242.0
695	chr11	46080025	46092891	13	408.9	695	361.5	741.0	414.7	591.0
697	chr6	99392397	99407883	7	408.5	697	279.3	1345.0	46.9	23868.0
698	chr11	117304385	117314891	13	408.3	698	525.7	295.0	405.6	632.0
700	chr10	96685142	96699226	9	408.1	700	312.1	1051.0	358.2	847.0
702	chr2	174597804	174610202	2	407.9	702	343.2	816.0	357.4	852.0
707	chr3	60524913	60538355	4	406.9	707	369.4	702.0	431.2	539.0
708	chr4	32286940	32299026	5	406.3	708	350.2	783.0	358.5	844.0
709	chr17	7868793	7879875	18	406.1	709	434.4	472.0	519.4	332.0
710	chr11	79651961	79662961	13	406.1	710	389.1	617.0	187.7	3646.0
711	chr2	126494886	126502218	2	406.1	711	366.4	715.0	302.6	1238.0
715	chr2	3748174	3758040	2	404.5	715	572.1	238.0	370.6	771.0
719	chr9	21446666	21457720	12	404.0	719	387.8	622.0	334.8	994.0
723	chr5	134265662	134278364	6	403.2	723	334.9	870.0	293.5	1334.0
729	chr17	84302631	84315133	18	402.2	729	362.9	733.0	96.7	12329.0
730	chr3	68782256	68791316	4	401.8	730	473.9	378.0	362.6	821.0
731	chr12	99556955	99566213	15	401.8	731	396.0	588.0	369.1	778.0
733	chr8	122996396	123011268	10	401.2	733	379.0	654.0	287.2	1406.0
735	chr3	79171769	79184719	4	400.4	735	326.2	943.0	392.6	683.0
737	chr2	58172334	58185916	2	400.2	737	390.5	610.0	539.8	298.0
738	chr5	142438412	142446588	6	400.0	738	379.5	650.0	361.1	829.0
739	chr6	99367766	99381534	7	399.8	739	370.9	692.0	53.2	21893.0
740	chr17	29391960	29399062	18	399.8	740	361.9	737.0	365.8	806.0
741	chr9	100454074	100464494	12	399.6	741	268.7	1460.0	81.7	14988.0
742	chr7	63997397	64006217	8	399.2	742	60.1	18990.0	427.8	547.0
743	chr9	15013314	15024420	12	398.8	743	350.9	778.0	377.8	745.0
751	chr10	21904577	21914381	9	398.0	751	366.1	718.0	300.0	1269.0
756	chr18	20956340	20966728	20	396.2	756	353.9	764.0	138.8	6859.0
758	chr2	127921394	127931492	2	395.6	758	377.0	660.0	391.5	690.0
760	chr9	90242282	90253320	12	395.2	760	376.8	661.0	399.1	658.0
761	chr11	34056163	34068257	13	395.0	761	842.0	82.0	921.3	53.0
764	chr8	36163023	36174421	10	393.8	764	343.9	814.0	816.0	77.0
765	chr6	108531119	108539257	7	393.5	765	364.9	725.0	354.3	875.0
771	chr11	95353242	95360328	13	393.1	771	376.7	663.0	458.6	457.0
772	chr4	124750914	124760600	5	392.7	772	368.8	705.0	363.4	819.0
774	chr11	74567426	74576402	13	392.5	774	361.9	738.0	305.7	1204.0
775	chr1	36259416	36269320	1	392.3	775	342.0	825.0	357.8	849.0
776	chr2	103678787	103687471	2	392.3	776	358.8	750.0	345.0	930.0
782	chr4	101192158	101205322	5	390.9	782	497.8	333.0	502.5	371.0
784	chr19	57121674	57133802	21	390.9	784	92.2	12318.0	84.9	14388.0
785	chr11	21170240	21182770	13	390.7	785	366.1	719.0	368.0	793.0
787	chr11	52291669	52303447	13	389.3	787	367.2	711.0	346.5	928.0
792	chr4	62678772	62688908	5	387.5	792	195.1	2954.0	393.6	676.0
798	chr9	56099380	56109638	12	386.5	798	807.1	87.0	371.9	766.0
802	chr16	24214639	24226003	17	385.7	802	343.0	818.0	418.0	581.0
805	chr1	87869471	87880033	1	385.1	805	339.0	842.0	368.7	785.0
810	chr1	37470716	37481642	1	383.9	810	188.4	3184.0	383.2	725.0
811	chr13	85497826	85511202	14	383.9	811	47.8	22319.0	390.6	696.0
814	chr6	54846008	54857178	7	383.3	814	348.4	791.0	354.8	870.0
817	chr5	142924900	142933644	6	382.4	817	367.4	710.0	366.9	798.0
821	chr4	40832921	40841433	5	381.2	821	956.9	61.0	328.7	1041.0
825	chr3	115812643	115823607	4	380.4	825	362.2	735.0	370.6	770.0
831	chr19	53192898	53200822	21	378.8	831	342.2	824.0	348.2	920.0
833	chr12	86829318	86837690	15	377.8	833	332.6	889.0	323.3	1077.0
834	chr10	44442660	44451932	9	377.4	834	350.9	779.0	363.7	818.0
838	chr1	180400240	180411016	1	376.4	838	490.2	349.0	504.7	365.0
839	chr12	106024671	106035713	15	376.4	839	322.2	971.0	310.9	1154.0
843	chr2	13405601	13415659	2	375.6	843	324.7	954.0	330.9	1025.0
847	chr5	122945842	122952826	6	375.0	847	363.9	727.0	462.5	449.0
848	chr9	122121551	122132679	12	374.8	848	106.5	9989.0	299.4	1275.0
849	chr1	80408487	80419981	1	374.6	849	187.4	3217.0	341.7	952.0
851	chr12	112862990	112873870	15	374.4	851	616.2	193.0	352.2	887.0
853	chr4	8795433	8808135	5	374.2	853	296.8	1180.0	294.4	1327.0
854	chr9	44025508	44037274	12	374.2	854	359.7	746.0	282.2	1466.0
857	chr17	84326940	84339034	18	374.2	857	320.6	980.0	334.3	999.0
859	chr11	44536774	44546884	13	374.0	859	329.1	918.0	173.8	4290.0
860	chr10	121425004	121433766	9	373.8	860	337.1	861.0	312.0	1148.0
871	chr6	83446857	83455337	7	372.8	871	375.1	673.0	364.5	814.0
872	chr9	14087783	14095237	12	372.5	872	358.5	751.0	416.9	585.0
874	chr3	21982642	21993036	4	372.3	874	347.7	793.0	332.6	1009.0
877	chr11	98456636	98466120	13	371.3	877	362.0	736.0	359.3	838.0
878	chr12	33313558	33318772	15	371.1	878	331.7	899.0	347.2	926.0
880	chr4	101178763	101189075	5	370.9	880	327.9	931.0	299.4	1278.0
894	chr11	5172344	5182436	13	369.1	894	320.8	978.0	262.4	1707.0
895	chr15	64254281	64268417	16	368.9	895	138.3	6191.0	161.2	5043.0
897	chr14	121322974	121333002	11	368.7	897	332.4	893.0	367.8	795.0
899	chr11	54724002	54733762	13	368.3	899	54.0	20552.0	262.0	1714.0
902	chr4	123569730	123579410	5	367.9	902	352.1	774.0	355.2	867.0
904	chr4	32333606	32345620	5	367.3	904	187.9	3199.0	177.1	4132.0
908	chr10	82886186	82896100	9	367.1	908	336.5	865.0	205.3	2960.0
913	chr19	53419498	53427240	21	366.3	913	319.8	991.0	388.6	708.0
916	chr8	94408726	94417426	10	365.7	916	112.9	9133.0	76.3	16148.0
918	chr9	61701619	61709789	12	365.5	918	162.0	4446.0	295.7	1318.0
919	chr11	117875796	117884646	13	365.1	919	341.0	832.0	334.8	995.0
920	chr14	121985866	121997848	11	365.1	920	103.1	10470.0	275.2	1541.0
923	chr1	91089950	91099524	1	364.5	923	333.3	884.0	338.0	973.0
926	chr4	134749586	134758346	5	363.3	926	328.5	926.0	244.0	2047.0
928	chr11	98469287	98482023	13	363.1	928	192.1	3043.0	349.8	907.0
929	chr10	116911474	116922690	9	362.7	929	300.5	1144.0	300.9	1259.0
935	chr11	5428809	5438907	13	361.8	935	343.2	817.0	295.7	1316.0
937	chr15	5508688	5519422	16	361.8	937	312.2	1048.0	330.9	1027.0
939	chr8	35625359	35635903	10	361.4	939	298.3	1162.0	412.1	603.0
944	chr14	31406878	31418610	11	361.0	944	183.5	3388.0	189.4	3565.0
945	chr3	126657143	126666203	4	360.6	945	349.9	785.0	547.7	286.0
948	chr1	181226274	181233244	1	360.2	948	331.4	901.0	326.5	1053.0
950	chr10	19060390	19068978	9	359.8	950	318.6	1001.0	316.1	1127.0
951	chr11	48852734	48859788	13	359.6	951	324.0	958.0	357.1	856.0
955	chr16	23174515	23183931	17	359.4	955	315.1	1028.0	377.4	750.0
958	chr9	45245068	45253706	12	358.8	958	336.5	864.0	352.4	885.0
959	chr3	115798397	115807515	4	358.4	959	305.7	1099.0	332.8	1007.0
966	chr16	23268087	23276595	17	356.6	966	321.1	976.0	410.4	611.0
967	chr19	32178729	32190123	21	356.4	967	87.5	13153.0	167.1	4677.0
971	chr2	11215247	11227191	2	356.0	971	404.9	555.0	122.7	8595.0
972	chr7	25203209	25210667	8	355.8	972	213.0	2466.0	74.7	16459.0
975	chr12	12285379	12294981	15	355.0	975	334.9	871.0	303.1	1232.0
976	chr2	22802492	22812480	2	354.8	976	375.3	672.0	297.4	1295.0
978	chr6	114871531	114879175	7	354.6	978	338.1	853.0	322.2	1083.0
987	chr12	86800330	86809110	15	353.4	987	212.3	2477.0	197.3	3246.0
988	chr1	40472385	40481161	1	353.2	988	320.1	984.0	308.9	1174.0
991	chr11	115225162	115233348	13	352.6	991	342.2	823.0	418.4	579.0
992	chr16	4190301	4208263	17	352.4	992	309.0	1078.0	76.9	15985.0
993	chr5	118078153	118086129	6	352.4	993	329.1	919.0	323.7	1073.0
999	chr9	57967265	57974819	12	351.1	999	326.5	941.0	459.0	456.0
1001	chr6	87498977	87506387	7	350.7	1001	308.9	1079.0	292.0	1349.0
1007	chr11	104661268	104671044	13	349.5	1007	313.4	1041.0	277.9	1510.0
1009	chr18	64917981	64926805	20	349.5	1009	299.4	1152.0	337.6	977.0
1013	chr13	37556954	37563620	14	349.1	1013	227.9	2139.0	303.3	1230.0
1014	chr19	53437413	53446971	21	349.1	1014	258.6	1600.0	600.9	230.0
1016	chr15	81039052	81047140	16	348.9	1016	307.2	1089.0	275.7	1537.0
1026	chr10	78293400	78300674	9	347.5	1026	345.2	803.0	409.1	617.0
1027	chr18	80608053	80615369	20	347.5	1027	308.0	1083.0	394.1	675.0
1028	chr5	34194653	34201211	6	347.3	1028	316.6	1017.0	277.2	1517.0
1030	chr4	59273242	59283902	5	347.1	1030	184.7	3327.0	285.7	1429.0
1032	chr12	108760169	108767293	15	346.9	1032	330.6	907.0	60.0	19954.0
1033	chr17	6475070	6477562	18	346.7	1033	332.8	888.0	304.1	1218.0
1034	chr7	75608530	75615948	8	346.7	1034	297.6	1168.0	332.8	1006.0
1038	chr13	73732348	73738798	14	345.9	1038	321.5	974.0	302.6	1240.0
1042	chr8	116585616	116592704	10	345.5	1042	322.5	968.0	317.8	1115.0
1047	chr9	96391480	96400200	12	344.7	1047	314.1	1036.0	330.0	1032.0
1053	chr1	34477773	34485753	1	343.9	1053	310.5	1063.0	129.7	7817.0
1054	chr6	146076442	146084086	7	343.9	1054	304.7	1106.0	326.1	1056.0
1056	chr16	49768472	49776608	17	343.7	1056	370.8	694.0	386.5	714.0
1059	chr11	79127545	79136463	13	343.5	1059	333.4	883.0	554.4	279.0
1062	chr2	59466408	59476736	2	343.3	1062	296.6	1182.0	325.2	1063.0
1063	chr2	58128791	58142813	2	343.3	1063	313.6	1040.0	357.4	853.0
1067	chr13	44805320	44817062	14	342.9	1067	315.1	1027.0	312.8	1142.0
1072	chr12	78975357	78982339	15	342.5	1072	322.0	972.0	343.2	944.0
1078	chr2	32161947	32171823	2	341.5	1078	276.9	1367.0	239.8	2128.0
1079	chr5	146776920	146786826	6	341.5	1079	298.3	1163.0	298.1	1291.0
1082	chr15	64205410	64214074	16	340.8	1082	306.5	1094.0	315.9	1130.0
1085	chr14	121340252	121351304	11	340.6	1085	319.3	995.0	369.7	776.0
1086	chr1	180386141	180394283	1	340.4	1086	348.1	792.0	424.5	562.0
1090	chr5	107958477	107968481	6	339.4	1090	166.5	4204.0	178.4	4071.0
1091	chr11	118142114	118149628	13	339.2	1091	285.5	1281.0	273.1	1567.0
1098	chr4	123558031	123566873	5	338.4	1098	318.5	1003.0	403.4	644.0
1100	chr12	26397925	26407639	15	338.2	1100	119.8	8181.0	145.8	6207.0
1102	chr11	119051858	119059154	13	338.0	1102	291.2	1231.0	318.5	1104.0
1103	chr9	46149314	46157918	12	337.6	1103	252.0	1686.0	284.6	1446.0
1105	chr7	125577361	125585853	8	337.4	1105	310.2	1067.0	339.6	964.0
1106	chr10	13992243	14001049	9	337.4	1106	307.3	1088.0	377.8	746.0
1108	chr7	104439205	104447487	8	337.0	1108	317.6	1010.0	350.6	900.0
1110	chr4	40776010	40784156	5	336.8	1110	440.2	457.0	254.2	1868.0
1111	chr6	134363986	134369644	7	336.8	1111	314.4	1034.0	298.1	1292.0
1116	chr3	60569537	60584915	4	335.6	1116	303.5	1117.0	144.2	6364.0
1118	chr9	63130989	63135585	12	335.4	1118	289.0	1253.0	314.4	1136.0
1120	chr9	116132593	116141305	12	335.2	1120	331.4	902.0	293.1	1339.0
1125	chr14	25853801	25859697	11	334.8	1125	313.1	1044.0	288.7	1386.0
1126	chr9	62360341	62371417	12	334.6	1126	307.5	1086.0	343.2	943.0
1131	chr1	180348845	180360917	1	334.2	1131	111.7	9281.0	770.1	98.0
1132	chr2	13755621	13765473	2	333.8	1132	219.9	2292.0	241.4	2091.0
1133	chr15	73730147	73737161	16	333.6	1133	330.7	906.0	338.5	972.0
1134	chr2	91077914	91085098	2	333.6	1134	315.4	1023.0	283.3	1454.0
1135	chr8	124312838	124321564	10	333.2	1135	278.8	1351.0	178.6	4051.0
1139	chr10	67064548	67074372	9	333.0	1139	294.2	1206.0	71.9	17011.0
1141	chr9	13464944	13473440	12	332.2	1141	330.9	904.0	333.5	1004.0
1142	chr8	72271752	72282268	10	332.2	1142	312.4	1046.0	394.5	673.0
1144	chr8	119783103	119790721	10	332.0	1144	315.1	1025.0	237.7	2162.0
1145	chr4	130898775	130906309	5	332.0	1145	311.1	1056.0	335.2	992.0
1148	chr5	105647552	105654940	6	330.8	1148	50.5	21567.0	281.8	1474.0
1150	chr2	117414885	117422847	2	329.9	1150	311.6	1054.0	318.0	1110.0
1151	chr5	100578125	100588975	6	329.9	1151	272.7	1413.0	267.0	1632.0
1152	chr11	79610186	79616934	13	329.9	1152	300.1	1147.0	291.8	1354.0
1153	chr11	57680600	57689194	13	329.7	1153	315.6	1020.0	327.0	1052.0
1154	chr11	118195439	118204977	13	329.5	1154	328.7	925.0	290.5	1368.0
1155	chr12	85967994	85975014	15	329.3	1155	306.5	1093.0	313.3	1140.0
1156	chr2	32489626	32497516	2	329.3	1156	293.6	1213.0	296.8	1310.0
1157	chr3	100554660	100564600	4	329.1	1157	290.9	1238.0	272.6	1572.0
1162	chr5	107945731	107956681	6	328.9	1162	53.8	20638.0	86.7	14081.0
1167	chrX	167098888	167112684	3	328.5	1167	296.9	1176.0	280.9	1487.0
1170	chr6	48661651	48671015	7	327.9	1170	44.7	23342.0	276.8	1520.0
1172	chr2	35443448	35450650	2	327.7	1172	319.0	998.0	381.0	736.0
1173	chr10	42630932	42637486	9	327.7	1173	317.6	1011.0	328.5	1043.0
1174	chr17	84177204	84184486	18	327.7	1174	293.6	1214.0	285.9	1428.0
1178	chr9	44015619	44024793	12	327.3	1178	313.7	1039.0	145.3	6243.0
