id	chr_name	start	end	chromosome_id	tag_count_1um_k99a	id_1um_k99a	tag_count_no_peptide	id_no_peptide	tag_count_1um_pcc	id_1um_pcc
290	chr18	82524384	82539328	20	528.2	290	586.8	275.0	486.4	399.0
292	chr15	77797390	77811970	16	526.5	292	616.3	252.0	590.2	239.0
295	chr11	117297843	117314613	13	525.7	295	408.3	698.0	405.6	632.0
305	chr2	18949210	18962194	2	517.0	305	79.0	16207.0	491.8	389.0
306	chr12	113041068	113053128	15	517.0	306	581.5	284.0	244.2	2045.0
310	chr10	59969021	59982563	9	512.9	310	546.8	327.0	477.3	413.0
311	chr1	43463232	43478990	1	511.6	311	498.8	419.0	1113.8	30.0
325	chr5	124073506	124085748	6	504.5	325	523.6	363.0	520.7	328.0
327	chr2	18915100	18929928	2	503.2	327	582.8	282.0	520.1	330.0
331	chr6	94674711	94687651	7	499.3	331	619.5	250.0	544.0	291.0
333	chr4	101191474	101209784	5	497.8	333	390.9	782.0	502.5	371.0
340	chr12	107118254	107136302	15	493.2	340	523.4	364.0	713.9	129.0
344	chr4	134114424	134125404	5	491.4	344	542.4	337.0	455.1	467.0
347	chr12	102364457	102376731	15	490.5	347	551.1	319.0	426.9	550.0
349	chr1	180396346	180411406	1	490.2	349	95.1	13375.0	504.7	365.0
352	chr11	107440111	107455273	13	486.2	352	553.1	312.0	390.8	693.0
353	chr9	61662579	61672369	12	485.5	353	547.2	326.0	532.2	308.0
355	chr1	38656769	38666399	1	485.0	355	514.9	385.0	463.8	444.0
369	chr3	21949970	21967096	4	476.6	369	251.6	2091.0	609.4	221.0
378	chr3	68781845	68794893	4	473.9	378	401.8	730.0	362.6	821.0
381	chr17	84139985	84151435	18	473.4	381	499.4	416.0	473.6	428.0
388	chr3	52269847	52286099	4	469.4	388	544.6	333.0	134.9	7262.0
393	chr6	128832165	128844729	7	467.5	393	552.9	313.0	324.3	1067.0
395	chr11	43375973	43390077	13	467.2	395	479.4	471.0	522.7	324.0
397	chr4	150564045	150576811	5	464.5	397	902.6	84.0	446.0	491.0
398	chr8	46841833	46853795	10	464.3	398	241.3	2298.0	207.5	2893.0
404	chr2	11650230	11665242	2	460.1	404	504.4	408.0	856.2	67.0
405	chr2	103631710	103645930	2	459.9	405	476.9	478.0	411.2	608.0
406	chr9	44481970	44491130	12	459.6	406	487.0	448.0	431.4	538.0
408	chr11	107406699	107422823	13	458.8	408	503.8	409.0	309.8	1167.0
412	chr2	173052759	173063989	2	456.7	412	244.3	2235.0	739.5	112.0
417	chr1	165816173	165830643	1	455.7	417	491.9	436.0	717.1	126.0
418	chr14	122055659	122068279	11	455.2	418	530.0	353.0	695.6	153.0
421	chr1	134092006	134100986	1	453.7	421	484.8	452.0	468.8	436.0
422	chr4	48038690	48049190	5	452.0	422	521.0	369.0	592.6	237.0
426	chr11	99159832	99173126	13	451.5	426	485.6	451.0	436.2	522.0
427	chr1	88635542	88649634	1	451.5	427	476.9	477.0	425.1	558.0
428	chr1	131073875	131087303	1	451.4	428	309.8	1325.0	520.9	326.0
434	chr15	101253334	101263942	16	448.8	434	455.3	522.0	1112.1	31.0
437	chr12	103336457	103346281	15	445.8	437	589.2	273.0	456.9	463.0
439	chrX	48423675	48437973	3	445.3	439	701.9	177.0	475.5	418.0
443	chr2	158715040	158725636	2	443.6	443	499.4	417.0	440.8	507.0
444	chr8	119418993	119428861	10	443.6	444	554.9	311.0	61.5	19576.0
447	chr8	126658572	126668610	10	443.1	447	489.1	443.0	426.2	552.0
449	chr7	63998075	64008775	8	442.6	449	399.2	742.0	427.8	547.0
450	chr8	14989185	14999891	10	442.6	450	481.2	463.0	701.3	143.0
455	chr2	168573515	168585811	2	440.6	455	780.6	125.0	843.8	71.0
457	chr4	40773107	40788003	5	440.2	457	336.8	1110.0	254.2	1868.0
461	chr19	4215432	4223240	21	438.1	461	548.0	322.0	431.7	536.0
470	chr6	125476028	125487300	7	434.7	470	480.4	467.0	445.3	492.0
472	chr17	7868520	7881806	18	434.4	472	406.1	709.0	519.4	332.0
473	chr8	122981190	122995432	10	434.2	473	518.3	377.0	117.7	9186.0
474	chr3	21934272	21945118	4	433.9	474	459.6	509.0	413.8	596.0
481	chr4	101211939	101227749	5	432.2	481	470.3	489.0	230.9	2291.0
482	chr3	52286390	52301480	4	432.0	482	454.3	525.0	504.9	363.0
485	chr18	32396187	32401683	20	431.8	485	453.1	528.0	486.2	400.0
488	chr9	123923262	123935034	12	429.6	488	449.7	539.0	705.4	138.0
489	chr1	43534235	43546669	1	429.1	489	456.3	517.0	477.5	411.0
493	chr1	39916020	39929640	1	428.3	493	448.9	543.0	426.0	554.0
503	chr14	67044940	67063646	11	426.6	503	766.3	134.0	125.6	8242.0
508	chr17	31066343	31078559	18	425.1	508	441.8	562.0	453.0	476.0
510	chr12	73622049	73637243	15	423.8	510	461.2	503.0	441.7	503.0
511	chr4	59327983	59340941	5	423.1	511	479.6	470.0	425.1	559.0
512	chr1	80322633	80339327	1	422.4	512	98.5	12760.0	275.5	1540.0
513	chr11	11563186	11575130	13	421.1	513	444.6	556.0	331.3	1022.0
516	chr14	66222504	66232616	11	420.7	516	461.2	504.0	539.6	301.0
518	chr5	120682772	120695308	6	419.7	518	551.5	318.0	412.5	601.0
520	chr6	90739585	90752737	7	419.1	520	113.5	10552.0	94.1	12753.0
523	chr18	56462809	56475065	20	417.4	523	452.1	534.0	414.7	592.0
524	chr10	12804058	12815498	9	417.2	524	437.8	574.0	427.1	549.0
529	chr7	125630135	125640271	8	414.7	529	428.9	609.0	245.9	2015.0
530	chr8	126823355	126836585	10	414.5	530	431.7	594.0	563.3	267.0
533	chr2	71807964	71817808	2	413.5	533	456.1	519.0	386.0	715.0
534	chr15	55842362	55856546	16	413.3	534	475.5	480.0	172.3	4384.0
535	chr7	126174890	126188030	8	413.2	535	450.3	538.0	67.6	18064.0
539	chr14	60707719	60715085	11	410.1	539	893.1	89.0	347.4	924.0
544	chr8	84196862	84204704	10	408.5	544	422.4	635.0	363.9	815.0
546	chr1	54863345	54875367	1	408.1	546	430.1	605.0	648.7	189.0
549	chr2	170217783	170225161	2	406.9	549	452.7	529.0	408.6	620.0
550	chr4	140944209	140954951	5	406.8	550	500.2	414.0	302.0	1247.0
554	chr5	140589210	140598470	6	405.1	554	434.9	580.0	302.2	1244.0
555	chr2	11214656	11230088	2	404.9	555	42.0	25644.0	122.7	8595.0
560	chr9	41077912	41086612	12	402.2	560	409.7	691.0	415.6	587.0
567	chr12	113420909	113431273	15	401.1	567	431.9	592.0	420.6	570.0
568	chr18	82503525	82515993	20	401.1	568	277.2	1686.0	474.7	424.0
575	chr13	111787852	111798578	14	398.9	575	587.4	274.0	570.3	261.0
576	chr14	70060398	70070320	11	398.4	576	439.8	568.0	453.2	475.0
577	chr2	52310263	52321649	2	397.7	577	417.6	657.0	444.3	494.0
579	chr19	10780916	10791162	21	397.7	579	413.1	680.0	398.0	662.0
580	chr2	75680663	75694633	2	397.5	580	430.9	600.0	341.5	953.0
583	chr10	39484094	39494362	9	397.4	583	462.8	500.0	457.5	460.0
584	chr7	75581088	75592984	8	397.2	584	430.9	601.0	400.2	655.0
586	chr7	74688351	74699021	8	396.8	586	414.8	676.0	413.0	599.0
588	chr12	99556521	99566669	15	396.0	588	401.8	731.0	369.1	778.0
589	chr12	102611273	102623769	15	396.0	589	95.1	13346.0	168.8	4569.0
607	chr16	10767757	10776843	17	391.0	607	424.4	626.0	490.8	391.0
609	chr1	180361893	180376075	1	390.8	609	109.0	11173.0	770.1	98.0
610	chr2	58172459	58186101	2	390.5	610	400.2	737.0	539.8	298.0
613	chr10	117823647	117837895	9	389.6	613	667.2	202.0	600.0	231.0
617	chr11	79652941	79663917	13	389.1	617	406.1	710.0	289.6	1375.0
620	chr4	8908613	8917313	5	388.8	620	447.1	549.0	479.2	410.0
622	chr9	21446381	21457049	12	387.8	622	404.0	719.0	334.8	994.0
635	chr13	95955713	95966513	14	384.6	635	428.1	610.0	420.8	568.0
636	chr14	73115745	73126009	11	384.4	636	431.1	599.0	222.9	2459.0
639	chr14	25469278	25478642	11	383.7	639	416.6	662.0	385.0	719.0
645	chr1	106559632	106571250	1	382.0	645	472.3	485.0	445.1	493.0
646	chr1	92077517	92087245	1	381.7	646	420.8	640.0	365.8	804.0
647	chr10	59894810	59903646	9	380.5	647	423.8	630.0	393.2	680.0
650	chr5	142437339	142446599	6	379.5	650	400.0	738.0	361.1	829.0
651	chr11	52304661	52317327	13	379.5	651	419.6	646.0	334.6	996.0
652	chr9	57646475	57655645	12	379.3	652	29.7	30813.0	239.6	2130.0
654	chr8	122997083	123011331	10	379.0	654	401.2	733.0	42.4	25566.0
660	chr2	127920796	127931482	2	377.0	660	395.6	758.0	391.5	690.0
661	chr9	90241949	90253003	12	376.8	661	395.2	760.0	399.1	658.0
663	chr11	95353351	95360221	13	376.7	663	393.1	771.0	458.6	457.0
668	chr17	5800819	5808921	18	376.0	668	439.2	572.0	513.3	348.0
671	chr1	54833124	54847622	1	375.5	671	129.8	8448.0	122.3	8649.0
672	chr2	22799203	22812315	2	375.3	672	354.8	976.0	297.4	1295.0
673	chr6	83446785	83455359	7	375.1	673	372.8	871.0	415.4	589.0
675	chr5	122228298	122237940	6	374.1	675	416.0	666.0	368.4	786.0
680	chr4	135095872	135107734	5	373.1	680	246.8	2187.0	109.7	10311.0
683	chr1	80635502	80648108	1	372.5	683	221.1	2773.0	415.4	590.0
690	chr3	88508495	88515881	4	371.3	690	412.9	681.0	388.9	705.0
692	chr6	99367760	99381592	7	370.9	692	399.8	739.0	53.2	21893.0
694	chr16	49765977	49776397	17	370.8	694	37.8	27223.0	386.5	714.0
700	chr5	96910306	96919506	6	369.6	700	418.4	653.0	374.1	759.0
702	chr3	60525487	60538759	4	369.4	702	406.9	707.0	431.2	539.0
704	chr9	32922448	32935332	12	368.9	704	443.4	558.0	390.4	698.0
705	chr4	124750700	124760688	5	368.8	705	392.7	772.0	363.4	819.0
710	chr5	142923729	142933811	6	367.4	710	382.4	817.0	366.9	798.0
711	chr11	52291592	52303514	13	367.2	711	389.3	787.0	346.5	928.0
714	chr11	77359298	77374380	13	366.9	714	248.2	2161.0	109.3	10354.0
715	chr2	126494814	126502146	2	366.4	715	406.1	711.0	302.6	1238.0
718	chr10	21901710	21912754	9	366.1	718	398.0	751.0	300.0	1269.0
719	chr11	21170425	21182607	13	366.1	719	390.7	785.0	368.0	793.0
722	chr7	100851011	100858289	8	365.6	722	434.9	581.0	540.7	295.0
725	chr6	108531515	108539563	7	364.9	725	393.5	765.0	354.3	875.0
727	chr5	122945805	122952733	6	363.9	727	375.0	847.0	462.5	449.0
729	chr19	12470590	12479966	21	363.9	729	416.4	664.0	330.6	1029.0
733	chr17	84302306	84315430	18	362.9	733	402.2	729.0	135.6	7180.0
735	chr3	115812435	115823261	4	362.2	735	380.4	825.0	370.6	770.0
736	chr11	98456503	98466239	13	362.0	736	371.3	877.0	359.3	838.0
737	chr17	29391628	29399382	18	361.9	737	399.8	740.0	365.8	806.0
738	chr11	74567249	74576561	13	361.9	738	392.5	774.0	305.7	1204.0
741	chr11	46080410	46092516	13	361.5	741	408.9	695.0	414.7	591.0
746	chr9	44026160	44036614	12	359.7	746	374.2	854.0	282.2	1466.0
750	chr2	103678800	103687442	2	358.8	750	392.3	776.0	345.0	930.0
751	chr9	14087772	14095360	12	358.5	751	372.5	872.0	416.9	585.0
753	chr4	120999348	121010924	5	358.2	753	610.6	255.0	666.7	172.0
756	chr19	10756027	10766153	21	356.1	756	319.8	1239.0	355.6	862.0
764	chr18	20955959	20966351	20	353.9	764	396.2	756.0	146.9	6112.0
770	chr9	61675626	61683242	12	352.6	770	409.9	689.0	356.9	857.0
773	chr1	88579990	88589586	1	352.1	773	641.5	224.0	203.1	3038.0
774	chr4	123570471	123579433	5	352.1	774	367.9	902.0	355.2	867.0
778	chr9	15013278	15024364	12	350.9	778	398.8	743.0	377.8	745.0
779	chr10	44441364	44451120	9	350.9	779	377.4	834.0	363.7	818.0
783	chr4	32287046	32299158	5	350.2	783	406.3	708.0	285.0	1439.0
785	chr3	126656249	126666297	4	349.9	785	360.6	945.0	547.7	286.0
789	chr2	73461896	73472138	2	348.9	789	236.7	2395.0	107.3	10646.0
791	chr6	54845863	54856179	7	348.4	791	383.3	814.0	354.8	870.0
792	chr1	180383677	180393909	1	348.1	792	340.4	1086.0	424.5	562.0
793	chr3	21982303	21993499	4	347.7	793	372.3	874.0	332.6	1009.0
795	chr12	84173361	84181633	15	347.4	795	60.8	20156.0	383.4	724.0
803	chr10	78293501	78301117	9	345.2	803	347.5	1026.0	409.1	617.0
805	chr15	99329192	99337842	16	345.0	805	30.1	30569.0	300.2	1266.0
814	chr8	36165597	36174373	10	343.9	814	393.8	764.0	816.0	77.0
816	chr2	174597543	174608217	2	343.2	816	407.9	702.0	357.4	852.0
817	chr11	5429126	5439688	13	343.2	817	361.8	935.0	295.7	1316.0
818	chr16	24214906	24225748	17	343.0	818	385.7	802.0	418.0	581.0
823	chr11	115225254	115233294	13	342.2	823	352.6	991.0	418.4	579.0
824	chr19	53192724	53200888	21	342.2	824	378.8	831.0	348.2	920.0
825	chr1	36260340	36268930	1	342.0	825	392.3	775.0	357.8	849.0
832	chr11	117875761	117884693	13	341.0	832	365.1	919.0	334.8	995.0
834	chr19	25050655	25058405	21	340.8	834	494.1	429.0	532.5	307.0
840	chr7	125469757	125478435	8	339.3	840	307.5	1339.0	323.9	1072.0
841	chr16	52058724	52069598	17	339.1	841	523.2	366.0	481.0	406.0
842	chr1	87871302	87881168	1	339.0	842	385.1	805.0	368.7	785.0
843	chr2	93423683	93431471	2	339.0	843	317.0	1270.0	43.0	25292.0
844	chr19	47444987	47452403	21	338.8	844	468.5	490.0	325.6	1058.0
853	chr6	114871936	114880052	7	338.1	853	354.6	978.0	322.2	1083.0
858	chr2	32547961	32557681	2	337.3	858	1137.0	39.0	268.9	1608.0
861	chr10	121425168	121433632	9	337.1	861	373.8	860.0	312.0	1148.0
864	chr9	45245173	45253545	12	336.5	864	358.8	958.0	352.4	885.0
865	chr10	82886210	82896070	9	336.5	865	367.1	908.0	205.3	2960.0
870	chr5	134265690	134278432	6	334.9	870	403.2	723.0	293.5	1334.0
871	chr12	12285156	12294534	15	334.9	871	355.0	975.0	303.1	1232.0
877	chr19	53179418	53190218	21	334.6	877	411.3	686.0	299.4	1274.0
879	chr10	116557257	116570287	9	334.4	879	62.0	19849.0	305.4	1205.0
883	chr11	79127517	79136523	13	333.4	883	343.5	1059.0	554.4	279.0
884	chr1	91090560	91099902	1	333.3	884	364.5	923.0	338.0	973.0
888	chr17	6474998	6477642	18	332.8	888	346.7	1033.0	304.1	1218.0
889	chr12	86829470	86837638	15	332.6	889	377.8	833.0	323.3	1077.0
893	chr14	121322021	121332551	11	332.4	893	368.7	897.0	367.8	795.0
899	chr12	33313637	33318711	15	331.7	899	371.1	878.0	347.2	926.0
901	chr1	181226171	181233113	1	331.4	901	360.2	948.0	326.5	1053.0
902	chr9	116132450	116140954	12	331.4	902	335.2	1120.0	293.1	1339.0
904	chr9	13464991	13473395	12	330.9	904	332.2	1141.0	333.5	1004.0
906	chr15	73730479	73737821	16	330.7	906	333.6	1133.0	338.5	972.0
907	chr12	108759991	108767471	15	330.6	907	346.9	1032.0	254.0	1876.0
908	chrX	96119369	96135983	3	330.6	908	276.4	1698.0	228.3	2339.0
918	chr11	44538560	44547714	13	329.1	918	374.0	859.0	159.0	5201.0
919	chr5	118078928	118087002	6	329.1	919	352.4	993.0	323.7	1073.0
920	chr6	142948150	142956026	7	328.9	920	515.5	382.0	314.6	1135.0
924	chr5	100642188	100649738	6	328.7	924	134.1	7993.0	338.7	969.0
925	chr11	118194920	118205006	13	328.7	925	329.5	1154.0	290.5	1368.0
926	chr4	134748393	134757483	5	328.5	926	363.3	926.0	244.0	2047.0
928	chr15	27664066	27672492	16	328.4	928	738.6	148.0	304.4	1215.0
929	chr19	9036097	9046407	21	328.0	929	177.5	4482.0	286.1	1426.0
931	chr4	101179418	101189894	5	327.9	931	370.9	880.0	299.4	1278.0
938	chr15	97372135	97381789	16	327.0	938	423.8	629.0	342.6	948.0
941	chr9	57966795	57974159	12	326.5	941	351.1	999.0	459.0	456.0
943	chr3	79172561	79184507	4	326.2	943	400.4	735.0	392.6	683.0
953	chr12	100880621	100892419	15	325.2	953	53.7	21966.0	332.2	1015.0
954	chr2	13406751	13416785	2	324.7	954	375.6	843.0	330.9	1025.0
958	chr11	48852745	48859753	13	324.0	958	359.6	951.0	357.1	856.0
968	chr8	116585599	116592823	10	322.5	968	345.5	1042.0	317.8	1115.0
971	chr12	106026414	106035728	15	322.2	971	376.4	839.0	310.9	1154.0
972	chr12	78975628	78982168	15	322.0	972	342.5	1072.0	343.2	944.0
974	chr13	73731377	73737969	14	321.5	974	345.9	1038.0	302.6	1240.0
976	chr16	23268145	23276647	17	321.1	976	356.6	966.0	410.4	611.0
978	chr11	5172397	5182123	13	320.8	978	369.1	894.0	262.4	1707.0
980	chr17	84327243	84339055	18	320.6	980	374.2	857.0	334.3	999.0
984	chr1	40472182	40481374	1	320.1	984	353.2	988.0	308.9	1174.0
987	chr3	89867842	89879608	4	320.1	987	608.6	258.0	310.9	1153.0
991	chr19	53419959	53426791	21	319.8	991	366.3	913.0	388.6	708.0
995	chr14	121340396	121351176	11	319.3	995	340.6	1085.0	369.7	776.0
996	chr14	27349662	27359286	11	319.1	996	949.0	72.0	404.7	637.0
998	chr2	35443492	35450616	2	319.0	998	327.7	1172.0	381.0	736.0
1001	chr10	19061030	19069378	9	318.6	1001	359.8	950.0	316.1	1127.0
1003	chr4	123558027	123566863	5	318.5	1003	338.4	1098.0	403.4	644.0
1010	chr7	104439155	104447599	8	317.6	1010	337.0	1108.0	350.6	900.0
1011	chr10	42630918	42637502	9	317.6	1011	327.7	1173.0	328.5	1043.0
1017	chr5	34193821	34199395	6	316.6	1017	347.3	1028.0	277.2	1517.0
1020	chr11	57680984	57689570	13	315.6	1020	329.7	1153.0	327.0	1052.0
1023	chr2	91077294	91084700	2	315.4	1023	333.6	1134.0	283.3	1454.0
1025	chr8	119782434	119790810	10	315.1	1025	332.0	1144.0	73.0	16793.0
1027	chr13	44805210	44817172	14	315.1	1027	342.9	1067.0	312.8	1142.0
1028	chr16	23174121	23184135	17	315.1	1028	359.4	955.0	377.4	750.0
1034	chr6	134363509	134369039	7	314.4	1034	336.8	1111.0	298.1	1292.0
1036	chr9	96391490	96400160	12	314.1	1036	344.7	1047.0	330.0	1032.0
1039	chr9	44015692	44024740	12	313.7	1039	327.3	1178.0	152.3	5673.0
1040	chr2	58128255	58142307	2	313.6	1040	343.3	1063.0	357.4	853.0
1041	chr11	104660696	104668328	13	313.4	1041	349.5	1007.0	277.9	1510.0
1042	chr3	103777039	103785583	4	313.4	1042	566.0	304.0	291.5	1355.0
1044	chr14	25854158	25860236	11	313.1	1044	334.8	1125.0	288.7	1386.0
1046	chr8	72271719	72282231	10	312.4	1046	332.2	1142.0	394.5	673.0
1048	chr15	5508993	5519227	16	312.2	1048	361.8	937.0	330.9	1027.0
1051	chr10	96688768	96699262	9	312.1	1051	408.1	700.0	358.2	847.0
1054	chr2	117414785	117424281	2	311.6	1054	329.9	1150.0	318.0	1110.0
1056	chr4	130899419	130906893	5	311.1	1056	332.0	1145.0	335.2	992.0
1060	chr9	69032196	69039088	12	310.5	1060	309.8	1326.0	245.9	2013.0
1062	chr4	135151221	135160075	5	310.5	1062	409.1	694.0	302.4	1242.0
1063	chr1	34477734	34485802	1	310.5	1063	343.9	1053.0	158.2	5258.0
1066	chr5	64483303	64493683	6	310.4	1066	322.9	1218.0	353.0	881.0
1067	chr7	125577437	125585763	8	310.2	1067	337.4	1105.0	339.6	964.0
1077	chr10	80155033	80164523	9	309.0	1077	278.9	1662.0	410.2	612.0
1079	chr6	87498896	87506444	7	308.9	1079	350.7	1001.0	292.0	1349.0
1080	chr12	102288191	102298265	15	308.9	1080	323.9	1205.0	320.4	1090.0
1083	chr18	80608709	80615331	20	308.0	1083	347.5	1027.0	394.1	675.0
1086	chr9	62359720	62370870	12	307.5	1086	334.6	1126.0	343.2	943.0
1088	chr10	13992489	14001289	9	307.3	1088	337.4	1106.0	377.8	746.0
1089	chr15	81041383	81047917	16	307.2	1089	348.9	1016.0	275.7	1537.0
1093	chr12	85966706	85974910	15	306.5	1093	329.3	1155.0	313.3	1140.0
1094	chr15	64205440	64214056	16	306.5	1094	340.8	1082.0	315.9	1130.0
1096	chr4	143152734	143162806	5	305.8	1096	290.6	1519.0	282.0	1472.0
1099	chr3	115798581	115807789	4	305.7	1099	358.4	959.0	332.8	1007.0
1106	chr6	146076471	146084057	7	304.7	1106	343.9	1054.0	326.1	1056.0
1116	chr7	16010620	16021290	8	303.6	1116	97.7	12923.0	174.0	4282.0
1117	chr3	60569217	60582601	4	303.5	1117	335.6	1116.0	144.2	6364.0
1119	chr9	115606518	115613608	12	303.1	1119	325.5	1192.0	295.2	1321.0
1123	chr9	41134189	41145419	12	302.8	1123	427.5	612.0	354.5	874.0
1128	chr6	99091292	99097964	7	302.3	1128	324.7	1200.0	332.2	1013.0
1139	chr3	52566577	52576465	4	301.0	1139	322.9	1217.0	303.7	1225.0
1140	chr19	44280071	44286075	21	301.0	1140	302.3	1390.0	247.7	1984.0
1142	chr11	11553105	11561529	13	300.6	1142	317.2	1268.0	319.1	1101.0
1144	chr10	116912018	116921116	9	300.5	1144	362.7	929.0	300.9	1259.0
1146	chr7	126282567	126289795	8	300.1	1146	307.3	1341.0	316.7	1121.0
1147	chr11	79610222	79617020	13	300.1	1147	329.9	1152.0	291.8	1354.0
1149	chr17	52158398	52169580	18	299.6	1149	315.8	1274.0	112.7	9855.0
1151	chr17	47526558	47536952	18	299.4	1151	1236.0	32.0	293.3	1336.0
1152	chr18	64918084	64926764	20	299.4	1152	349.5	1009.0	337.6	977.0
1162	chr8	35627589	35635715	10	298.3	1162	361.4	939.0	412.1	603.0
1163	chr5	146775644	146785352	6	298.3	1163	341.5	1079.0	298.1	1291.0
1168	chr7	75608259	75615661	8	297.6	1168	346.7	1034.0	332.8	1006.0
1170	chr6	121223124	121230418	7	297.3	1170	323.7	1208.0	280.5	1489.0
1176	chrX	167099613	167113165	3	296.9	1176	328.5	1167.0	280.9	1487.0
1177	chr9	116186039	116195403	12	296.9	1177	317.2	1267.0	299.1	1280.0
1178	chr9	123753690	123764378	12	296.9	1178	322.7	1222.0	316.5	1123.0
1180	chr4	8798284	8807522	5	296.8	1180	374.2	853.0	294.4	1327.0
1182	chr2	59467252	59476472	2	296.6	1182	343.3	1062.0	325.2	1063.0
1184	chr7	73592801	73601025	8	296.6	1184	323.3	1213.0	297.4	1299.0
1187	chr17	84002573	84011113	18	296.4	1187	291.6	1503.0	168.4	4594.0
1188	chr8	13984662	13993766	10	296.2	1188	135.9	7796.0	105.6	10906.0
1196	chr4	129805944	129815238	5	295.6	1196	316.0	1272.0	286.1	1422.0
1198	chr4	133723694	133734106	5	295.4	1198	281.7	1630.0	348.7	915.0
1199	chr6	120186153	120194901	7	295.4	1199	301.7	1396.0	355.2	866.0
1202	chr6	142913707	142921447	7	294.9	1202	305.1	1361.0	264.2	1681.0
1203	chr16	32650052	32661094	17	294.7	1203	151.6	6234.0	115.1	9517.0
