id	chr_name	start	end	chromosome_id	tag_count_13_11_20	id_13_11_20	tag_count_13_11_25	id_13_11_25	tag_count_14_06_11	id_14_06_11
178	chr3	96555234	96568352	4	453.4	178	192.2	915.0	1180.5	143.0
179	chr16	97533833	97542053	17	453.4	179	329.8	163.0	693.8	594.0
180	chr6	99255655	99267397	7	451.8	180	354.9	132.0	849.3	361.0
181	chr10	80672291	80681025	9	451.3	181	196.3	862.0	551.6	993.0
182	chr2	58152934	58164336	2	450.8	182	124.0	2985.0	1231.1	126.0
183	chr10	7831382	7840686	9	449.7	183	239.9	485.0	883.7	317.0
184	chr11	46303548	46314076	13	448.2	184	341.8	147.0	974.3	257.0
185	chr5	105135324	105149176	6	447.1	185	265.5	353.0	558.3	970.0
187	chr5	64804009	64814041	6	446.6	187	192.2	916.0	1260.6	116.0
188	chr2	79253394	79264158	2	446.1	188	11.0	35769.0	1135.6	160.0
191	chr10	99260830	99269744	9	443.5	191	281.6	297.0	805.4	415.0
193	chr14	118920679	118933703	11	442.4	193	183.7	1048.0	259.6	5655.0
194	chr7	125550863	125557003	8	439.3	194	623.4	16.0	1212.0	129.0
196	chr8	34139227	34150885	10	438.2	196	204.3	771.0	870.3	336.0
197	chr9	119975787	119984999	12	437.7	197	354.4	134.0	1357.0	91.0
199	chr11	100814147	100824999	13	435.6	199	299.2	248.0	1035.4	217.0
201	chr2	164073852	164086486	2	433.0	201	124.0	2986.0	936.2	274.0
203	chr9	62339956	62352514	12	433.0	203	137.0	2299.0	1124.2	168.0
204	chr13	24412560	24420628	14	430.9	204	274.1	322.0	992.5	243.0
206	chr2	24382915	24389535	2	429.9	206	435.2	63.0	1049.7	207.0
208	chr19	34639055	34647419	21	428.8	208	341.8	148.0	51.5	27742.0
211	chr19	53886597	53895555	21	427.8	211	209.8	720.0	785.4	441.0
212	chr2	157127416	157139806	2	427.3	212	100.9	4804.0	867.5	339.0
213	chr16	52030945	52042029	17	427.3	213	311.7	203.0	769.2	461.0
214	chr12	25092329	25100661	15	426.7	214	254.5	402.0	1147.1	154.0
217	chr3	95659563	95670165	4	424.6	217	332.3	160.0	1786.5	37.0
219	chr9	63752729	63760225	12	424.1	219	354.4	133.0	980.1	250.0
220	chr6	22347409	22356679	7	423.6	220	396.5	91.0	622.2	759.0
222	chr10	19590575	19600995	9	423.1	222	302.2	236.0	743.4	504.0
224	chr7	24898988	24908910	8	421.0	224	266.0	351.0	1054.5	205.0
225	chr1	75208982	75220228	1	418.9	225	124.5	2952.0	542.0	1035.0
226	chr1	165788227	165798815	1	418.4	226	206.3	745.0	899.9	301.0
228	chr13	24598473	24608509	14	417.8	228	233.9	525.0	911.4	289.0
229	chr7	38183153	38191043	8	416.8	229	352.4	138.0	922.8	281.0
230	chr11	117962376	117970904	13	416.8	230	330.3	162.0	1104.1	179.0
231	chr11	52096283	52109919	13	415.2	231	141.5	2105.0	349.3	2914.0
233	chr19	5723277	5732769	21	414.2	233	97.4	5233.0	978.2	255.0
234	chr9	32533925	32544887	12	413.7	234	230.9	537.0	1382.8	85.0
235	chr13	41480122	41489548	14	413.7	235	295.6	255.0	533.5	1085.0
236	chr17	34195984	34206820	18	413.7	236	341.3	150.0	1813.2	36.0
237	chr11	99146465	99156575	13	413.1	237	424.1	71.0	1487.8	67.0
239	chr16	10780636	10790572	17	412.1	239	191.2	940.0	864.6	347.0
240	chr5	121830887	121839687	6	411.0	240	153.6	1686.0	548.7	1008.0
242	chr7	102242503	102252655	8	410.0	242	259.5	375.0	1183.3	142.0
243	chr14	27234257	27244053	11	410.0	243	547.1	20.0	910.4	292.0
244	chr6	117899435	117910997	7	409.5	244	149.1	1843.0	1024.9	223.0
245	chr13	24612936	24621854	14	409.5	245	247.5	430.0	899.0	303.0
249	chr12	113148079	113157163	15	407.9	249	247.5	429.0	818.8	391.0
250	chr8	70803918	70812622	10	407.4	250	175.7	1190.0	443.8	1652.0
251	chr15	78894398	78902012	16	406.9	251	171.2	1279.0	1068.8	193.0
252	chr15	89306705	89316439	16	406.9	252	358.9	124.0	817.8	394.0
254	chr2	129177944	129187020	2	405.8	254	212.3	687.0	857.9	352.0
255	chr11	83114366	83126422	13	405.8	255	132.0	2545.0	780.6	444.0
257	chr5	103754431	103763559	6	404.8	257	379.0	103.0	631.8	739.0
258	chr6	125348659	125356485	7	404.8	258	341.3	149.0	1000.1	237.0
260	chr3	89183300	89192308	4	403.7	260	223.4	597.0	971.5	259.0
261	chr5	115150423	115159349	6	403.7	261	268.5	337.0	710.0	564.0
262	chr7	79271547	79279911	8	403.7	262	186.7	1001.0	921.9	282.0
263	chr9	61369790	61379422	12	403.2	263	272.1	326.0	1212.0	130.0
266	chr2	180691822	180703100	2	401.6	266	188.2	975.0	413.2	1947.0
268	chr8	126582749	126593773	10	397.4	268	152.6	1724.0	996.3	240.0
269	chr5	36477330	36485426	6	396.9	269	297.1	251.0	205.2	8600.0
270	chr11	96461961	96472415	13	396.9	270	293.1	260.0	744.4	502.0
271	chr4	134091020	134101088	5	396.4	271	193.2	905.0	1088.9	186.0
272	chr19	44292851	44299095	21	396.4	272	305.2	221.0	731.0	532.0
274	chr19	4112942	4124450	21	394.3	274	100.9	4845.0	732.0	531.0
275	chr2	103564761	103571607	2	392.7	275	320.7	177.0	1117.5	170.0
277	chr1	36759574	36768974	1	392.2	277	314.7	189.0	794.0	426.0
278	chr1	153747857	153756073	1	392.2	278	288.6	273.0	595.5	840.0
281	chr11	48867135	48875715	13	391.7	281	155.6	1627.0	884.6	313.0
282	chr5	120774283	120781119	6	391.2	282	295.6	253.0	594.5	847.0
284	chr15	59646581	59654181	16	390.1	284	243.9	456.0	961.9	265.0
287	chr4	62517511	62520975	5	389.1	287	187.2	990.0	787.3	438.0
288	chr7	102266417	102273939	8	389.1	288	246.0	437.0	867.5	340.0
289	chr7	30415302	30424424	8	388.0	289	145.1	1980.0	1162.3	148.0
290	chr11	117775550	117783630	13	388.0	290	266.0	352.0	1041.2	214.0
292	chr6	86847126	86858232	7	387.0	292	229.9	544.0	772.0	457.0
294	chr15	61983077	61989935	16	386.5	294	137.0	2311.0	1086.0	187.0
295	chr10	62500312	62509660	9	385.9	295	300.2	245.0	1092.7	183.0
296	chr10	80014793	80026239	9	385.4	296	284.6	284.0	1057.4	203.0
297	chr10	93161837	93172877	9	385.4	297	208.8	726.0	595.5	844.0
301	chr2	32076725	32084843	2	382.3	301	247.0	431.0	890.4	310.0
302	chr11	109360881	109370663	13	382.3	302	235.4	512.0	774.9	450.0
303	chr11	115150980	115160012	13	382.3	303	309.7	208.0	1713.0	46.0
304	chr13	55368834	55375626	14	381.8	304	352.4	139.0	815.0	397.0
305	chr2	167655243	167662695	2	380.7	305	317.7	184.0	928.5	278.0
307	chr11	68430523	68437771	13	380.7	307	217.3	649.0	1082.2	188.0
308	chr8	83734462	83743190	10	380.2	308	193.7	899.0	878.9	323.0
312	chr9	66911702	66921602	12	378.6	312	220.4	623.0	741.5	507.0
313	chr14	25457131	25463543	11	378.6	313	301.7	239.0	1010.6	232.0
314	chr8	13670642	13678920	10	378.1	314	96.4	5334.0	1046.9	209.0
315	chr13	49240058	49248278	14	377.6	315	205.3	764.0	755.8	481.0
316	chr13	55442844	55449814	14	377.0	316	227.9	563.0	789.2	436.0
317	chr19	11513144	11523954	21	377.0	317	98.4	5112.0	1066.0	196.0
318	chr18	4347010	4355652	20	376.5	318	208.8	728.0	594.5	850.0
319	chr17	34586404	34593750	18	376.0	319	239.4	489.0	1044.0	211.0
320	chr3	107035901	107045791	4	375.5	320	237.9	499.0	826.4	383.0
323	chr8	84659441	84666349	10	375.0	323	215.3	665.0	1296.9	103.0
325	chr18	80701857	80708909	20	374.4	325	427.7	70.0	1008.7	233.0
327	chr19	46502384	46511952	21	373.9	327	358.4	126.0	1108.0	176.0
328	chr9	107293710	107299482	12	373.4	328	260.5	371.0	733.9	528.0
330	chr4	63556804	63563182	5	372.9	330	304.7	222.0	742.5	505.0
331	chr5	72159369	72168897	6	372.9	331	182.2	1063.0	688.1	603.0
332	chr5	107722417	107729661	6	372.9	332	223.4	600.0	979.1	252.0
333	chr11	63918193	63925797	13	372.9	333	252.5	409.0	870.3	337.0
334	chr9	101074891	101082723	12	372.3	334	323.8	175.0	873.2	329.0
337	chr6	114913557	114922813	7	371.3	337	348.3	141.0	1630.9	54.0
338	chr6	127147688	127156130	7	371.3	338	304.7	224.0	1512.6	63.0
339	chr9	58241509	58251227	12	371.3	339	169.2	1320.0	535.4	1071.0
341	chr2	93187001	93194363	2	370.3	341	288.1	276.0	793.0	428.0
342	chr1	180247768	180257888	1	369.2	342	117.5	3389.0	397.0	2167.0
343	chr10	19007670	19016420	9	369.2	343	166.1	1391.0	832.2	378.0
345	chr1	87850610	87859836	1	368.2	345	101.4	4750.0	485.7	1346.0
346	chr12	86944820	86951576	15	368.2	346	259.5	376.0	546.8	1018.0
347	chr18	32938280	32947566	20	367.6	347	161.1	1514.0	708.1	570.0
349	chr11	115506424	115515514	13	367.1	349	208.3	734.0	703.3	580.0
350	chr4	139573234	139583344	5	366.6	350	147.1	1907.0	757.7	475.0
351	chr6	146494985	146503261	7	366.6	351	181.2	1082.0	581.2	888.0
352	chr9	40449054	40457322	12	366.6	352	182.2	1066.0	436.1	1706.0
354	chr13	63560037	63568335	14	366.1	354	242.9	464.0	1107.0	177.0
355	chr9	114774006	114782982	12	365.5	355	176.7	1175.0	757.7	476.0
356	chr14	40961310	40968264	11	365.5	356	337.8	154.0	672.8	637.0
359	chr9	44492145	44499547	12	364.0	359	318.7	182.0	808.3	410.0
360	chr11	97993650	98002204	13	364.0	360	206.8	740.0	1024.0	225.0
361	chr16	45222589	45231991	17	364.0	361	153.6	1696.0	612.7	787.0
363	chr2	32718607	32726025	2	362.9	363	300.7	244.0	1035.4	216.0
364	chr7	4649954	4658090	8	362.9	364	210.8	711.0	963.9	263.0
365	chr2	92455473	92461163	2	362.4	365	291.6	265.0	820.7	389.0
366	chr4	63857001	63864443	5	362.4	366	316.7	186.0	687.1	606.0
367	chr12	15809250	15819068	15	362.4	367	107.4	4214.0	938.1	272.0
368	chr5	120704887	120715157	6	361.9	368	282.1	293.0	1110.8	173.0
369	chr12	70104422	70112710	15	361.9	369	129.0	2721.0	347.4	2954.0
370	chr16	76361449	76372365	17	361.9	370	138.0	2255.0	799.7	423.0
372	chr11	119389260	119395112	13	361.4	372	283.6	288.0	905.6	298.0
374	chr10	111992724	112002854	9	360.8	374	155.6	1625.0	353.1	2843.0
375	chr2	128122514	128129474	2	359.8	375	233.9	521.0	668.0	647.0
376	chr7	142459755	142464343	8	359.3	376	370.4	110.0	809.3	409.0
377	chr10	75315690	75322868	9	359.3	377	307.2	216.0	753.9	484.0
378	chr13	75838468	75846190	14	359.3	378	269.5	333.0	673.7	634.0
379	chr17	25217935	25226523	18	359.3	379	315.2	188.0	436.1	1709.0
381	chr5	32132136	32140380	6	358.2	381	137.0	2291.0	881.8	320.0
382	chr15	102242772	102249774	16	358.2	382	230.4	543.0	876.1	325.0
384	chr2	29618822	29626210	2	357.2	384	820.2	5.0	722.4	540.0
387	chr18	82909829	82918807	20	356.7	387	194.8	886.0	831.2	380.0
388	chr3	89957912	89965362	4	356.1	388	260.5	369.0	845.5	366.0
389	chr1	180328986	180336678	1	355.6	389	286.1	281.0	1237.7	124.0
390	chr6	136935046	136942882	7	355.6	390	471.8	41.0	1043.1	212.0
392	chr11	83013349	83021735	13	355.6	392	184.2	1035.0	756.8	479.0
394	chr15	79926624	79935302	16	355.1	394	256.0	388.0	831.2	379.0
396	chr19	11488425	11500121	21	354.6	396	136.5	2337.0	1782.6	38.0
397	chr15	100663311	100671193	16	354.0	397	234.4	519.0	947.6	268.0
399	chr8	25096438	25104750	10	353.5	399	194.3	894.0	994.4	241.0
400	chr8	61924553	61931585	10	353.5	400	220.4	622.0	344.5	3013.0
402	chr1	171914519	171922559	1	351.4	402	313.2	195.0	940.0	271.0
403	chr6	34861883	34870805	7	351.4	403	192.2	917.0	499.1	1262.0
404	chr14	27334846	27342522	11	351.4	404	108.9	4074.0	660.4	662.0
412	chr19	34605031	34611385	21	347.2	412	301.7	240.0	366.5	2600.0
414	chr11	88997953	89004323	13	346.2	414	276.6	314.0	721.5	543.0
417	chr5	142400945	142411011	6	345.1	417	189.7	958.0	584.0	873.0
418	chr2	127331431	127339743	2	344.6	418	260.5	367.0	303.5	4019.0
420	chr12	100894804	100902644	15	344.1	420	147.1	1916.0	376.0	2454.0
427	chr11	60930526	60937880	13	342.5	427	83.8	7206.0	532.5	1087.0
428	chr3	101597049	101606205	4	342.0	428	127.5	2800.0	534.4	1076.0
429	chr19	3321424	3327194	21	342.0	429	228.4	555.0	637.5	724.0
432	chr6	48736301	48744183	7	341.0	432	435.2	64.0	1319.8	98.0
433	chr5	122983772	122992150	6	340.4	433	101.9	4709.0	1091.7	184.0
435	chr11	95336281	95344215	13	340.4	435	223.9	594.0	673.7	632.0
436	chr18	82473651	82482501	20	340.4	436	309.2	209.0	834.1	376.0
438	chr19	34595557	34599649	21	339.9	438	258.0	381.0	428.5	1787.0
440	chr2	43747473	43754185	2	338.9	440	242.4	465.0	562.1	956.0
441	chr11	69093966	69100456	13	338.9	441	235.4	511.0	1173.8	146.0
444	chr10	79982872	79991524	9	338.4	444	231.4	536.0	836.9	373.0
445	chr17	47593366	47602864	18	338.4	445	101.9	4745.0	1042.1	213.0
448	chr10	75588722	75593588	9	337.8	448	262.5	360.0	623.2	757.0
450	chr3	90077917	90086147	4	337.3	450	223.9	593.0	748.2	494.0
453	chr1	9741671	9749081	1	336.8	453	195.3	871.0	551.6	990.0
455	chr2	73448609	73456893	2	336.8	455	99.4	4950.0	787.3	437.0
457	chr1	52116222	52125976	1	335.7	457	135.5	2361.0	714.8	554.0
458	chr6	134033527	134042007	7	335.7	458	244.4	450.0	1278.8	107.0
459	chr11	75651201	75657315	13	335.7	459	95.9	5425.0	598.4	830.0
460	chr19	11047234	11056648	21	335.7	460	150.1	1814.0	598.4	832.0
461	chr3	69117246	69128568	4	335.2	461	73.8	9045.0	337.8	3149.0
463	chr13	112462262	112470638	14	335.2	463	180.7	1099.0	694.7	593.0
464	chr15	78242366	78248954	16	334.7	464	219.3	635.0	774.9	452.0
466	chr9	107550436	107557282	12	334.2	466	249.0	421.0	637.5	723.0
467	chr11	3288164	3293966	13	334.2	467	255.5	392.0	906.6	295.0
469	chr6	72951746	72959678	7	333.6	469	288.1	278.0	842.7	370.0
472	chr1	133129556	133137142	1	333.1	472	243.9	453.0	860.8	350.0
473	chr2	166668224	166679974	2	332.6	473	174.7	1206.0	864.6	345.0
474	chr4	152443793	152448995	5	332.6	474	239.9	484.0	675.7	626.0
476	chr18	46519168	46526628	20	332.6	476	129.5	2696.0	595.5	845.0
477	chr19	12571220	12579904	21	332.6	477	246.0	440.0	576.4	905.0
478	chr7	143620806	143631348	8	331.6	478	208.3	732.0	760.6	469.0
480	chr9	21028548	21033540	12	331.0	480	235.9	509.0	758.7	472.0
481	chr9	111055635	111061005	12	331.0	481	253.5	405.0	645.1	702.0
482	chr1	36470524	36476872	1	330.0	482	136.0	2338.0	517.2	1160.0
483	chr5	37049173	37056449	6	330.0	483	355.9	130.0	882.7	318.0
484	chr10	127321547	127327123	9	330.0	484	272.1	327.0	999.2	238.0
487	chr19	4215124	4222750	21	330.0	487	297.7	250.0	865.6	344.0
489	chr2	118543103	118550209	2	329.5	489	246.0	435.0	508.6	1197.0
490	chr4	122880354	122887606	5	328.9	490	149.6	1819.0	865.6	341.0
492	chr17	70845826	70854878	18	328.9	492	200.8	810.0	1147.1	155.0
494	chr4	40848696	40854932	5	328.4	494	459.8	46.0	464.7	1478.0
495	chr4	129569058	129575118	5	328.4	495	239.9	483.0	988.7	245.0
499	chr6	58830691	58839505	7	327.4	499	182.2	1064.0	482.9	1367.0
502	chr4	125122473	125128939	5	326.8	502	266.0	350.0	734.8	526.0
503	chr8	70606465	70612639	10	326.8	503	103.9	4528.0	751.0	491.0
504	chr11	70645802	70653520	13	326.8	504	214.3	674.0	1457.2	73.0
506	chr3	142527721	142535527	4	326.3	506	224.9	585.0	320.6	3547.0
508	chr6	124727505	124734261	7	326.3	508	233.9	523.0	793.0	429.0
509	chr7	81858558	81864378	8	326.3	509	176.7	1173.0	654.7	672.0
510	chr15	80570918	80579474	16	326.3	510	278.1	309.0	1374.2	87.0
511	chr7	80859446	80866244	8	325.8	511	267.5	341.0	560.2	962.0
513	chr16	38086769	38094175	17	325.3	513	202.8	787.0	655.6	669.0
516	chr9	66593361	66601721	12	324.2	516	242.4	468.0	1030.7	218.0
517	chr17	31204511	31211485	18	324.2	517	159.1	1554.0	777.8	447.0
519	chr5	142903364	142910492	6	323.7	519	187.2	991.0	652.7	678.0
520	chr11	118206291	118213755	13	323.7	520	276.6	315.0	615.5	779.0
522	chr17	35198077	35206105	18	323.2	522	164.6	1423.0	2283.7	16.0
524	chr4	139193380	139200118	5	322.1	524	148.6	1856.0	1533.6	60.0
525	chr6	145119695	145124983	7	322.1	525	230.4	539.0	773.0	456.0
526	chr8	88689756	88698688	10	322.1	526	125.0	2942.0	455.2	1556.0
528	chr9	57070926	57077874	12	321.6	528	89.3	6329.0	710.0	565.0
529	chr2	144262369	144271895	2	321.1	529	239.4	486.0	570.7	925.0
530	chr7	132807041	132815191	8	321.1	530	201.3	804.0	1149.9	151.0
531	chr15	9525829	9535979	16	321.1	531	269.0	335.0	583.1	878.0
532	chr12	84216013	84223427	15	320.6	532	158.1	1572.0	576.4	904.0
535	chr18	38417798	38428180	20	320.0	535	95.9	5441.0	367.4	2590.0
536	chr1	171839716	171846318	1	319.5	536	251.5	410.0	523.0	1126.0
537	chr1	180940784	180946804	1	319.5	537	229.4	547.0	654.7	670.0
539	chr3	60502115	60510223	4	319.0	539	115.4	3537.0	1164.3	147.0
