chr_name	chromosome_id	end	id	id_1um_k99a	id_1um_pcc	id_no_peptide	start	tag_count_1um_k99a	tag_count_1um_pcc	tag_count_no_peptide
chr18	20	82539482	275	290.0	399.0	275.0	82524254	528.2	486.4	586.8
chr6	7	83424074	280	252.0	304.0	280.0	83409186	561.2	534.4	583.6
chr2	2	18929656	282	327.0	330.0	282.0	18914072	503.2	520.1	582.8
chr12	15	113053039	284	306.0	2045.0	284.0	113040771	517.0	244.2	581.5
chr9	12	63743365	285	270.0	270.0	285.0	63729959	543.5	560.7	581.1
chr3	4	115695638	308	281.0	942.0	308.0	115678192	531.8	343.2	561.3
chr8	10	119430336	311	444.0	19576.0	311.0	119419014	443.6	61.5	554.9
chr11	13	107456030	312	352.0	7276.0	312.0	107440812	486.2	134.7	553.1
chr6	7	128846467	313	393.0	7738.0	313.0	128832951	467.5	130.3	552.9
chr5	6	120698719	318	10565.0	601.0	318.0	120682527	102.6	412.5	551.5
chr12	15	102376798	319	347.0	21313.0	319.0	102364546	490.5	55.0	551.1
chr2	2	174620971	323	275.0	317.0	323.0	174611557	539.3	528.3	547.4
chr9	12	61672383	326	353.0	308.0	326.0	61660281	485.5	532.2	547.2
chr10	9	59982549	327	310.0	413.0	327.0	59969047	512.9	477.3	546.8
chr3	4	52286031	333	388.0	7262.0	333.0	52269861	469.4	134.9	544.6
chr4	5	134124686	337	344.0	467.0	337.0	134113498	491.4	455.1	542.4
chr5	6	124085413	363	325.0	328.0	363.0	124073123	504.5	520.7	523.6
chr16	17	52069864	366	7763.0	406.0	366.0	52053740	123.3	481.0	523.2
chr8	10	122995835	377	473.0	727.0	377.0	122978081	434.2	383.0	518.3
chr6	7	142956444	382	7220.0	9329.0	382.0	142944162	128.4	116.9	515.5
chr1	1	38667003	385	355.0	444.0	385.0	38657263	485.0	463.8	514.9
chr11	13	107423879	409	408.0	1167.0	409.0	107407611	458.8	309.8	503.8
chr4	5	140955239	414	550.0	1247.0	414.0	140944497	406.8	302.0	500.2
chr17	18	84149887	416	381.0	428.0	416.0	84139693	473.4	473.6	499.4
chr2	2	158725820	417	443.0	507.0	417.0	158714900	443.6	440.8	499.4
chr1	1	165830730	436	417.0	7545.0	436.0	165816010	455.7	132.3	491.9
chr2	2	166033619	442	1273.0	5778.0	442.0	166014337	286.8	151.0	489.3
chr8	10	126668574	443	447.0	552.0	443.0	126658584	443.1	426.2	489.1
chr9	12	44491201	448	406.0	538.0	448.0	44481749	459.6	431.4	487.0
chr11	13	99173080	451	426.0	522.0	451.0	99159846	451.5	436.2	485.6
chr1	1	134100753	452	421.0	436.0	452.0	134092259	453.7	468.8	484.8
chr6	7	125487486	467	470.0	492.0	467.0	125476366	434.7	445.3	480.4
chr4	5	59341229	470	511.0	559.0	470.0	59327699	423.1	425.1	479.6
chr1	1	88649623	477	427.0	558.0	477.0	88634723	451.5	425.1	476.9
chr2	2	103645991	478	405.0	608.0	478.0	103631745	459.9	411.2	476.9
chr15	16	55855467	480	534.0	4384.0	480.0	55841513	413.3	172.3	475.5
chr1	1	106573167	485	645.0	493.0	485.0	106559611	382.0	445.1	472.3
chr4	5	101228178	489	481.0	2291.0	489.0	101212520	432.2	230.9	470.3
chr19	21	47455916	490	844.0	1058.0	490.0	47444784	338.8	325.6	468.5
chr10	9	39495175	500	583.0	460.0	500.0	39483241	397.4	457.5	462.8
chr12	15	73638510	503	510.0	503.0	503.0	73623336	423.8	441.7	461.2
chr17	18	28016441	508	4844.0	6474.0	508.0	28006053	155.8	142.9	460.0
chr3	4	21945102	509	474.0	596.0	509.0	21934892	433.9	413.8	459.6
chr7	8	73620273	513	1304.0	10718.0	513.0	73605191	282.5	106.9	458.0
chr1	1	36931893	518	3312.0	545.0	518.0	36917867	185.0	428.2	456.1
chr2	2	71817788	519	533.0	715.0	519.0	71807962	413.5	386.0	456.1
chr2	2	170224705	529	549.0	620.0	529.0	170216505	406.9	408.6	452.7
chr18	20	56474767	534	523.0	592.0	534.0	56462673	417.4	414.7	452.1
chr7	8	126187206	538	535.0	1120.0	538.0	126173630	413.2	316.7	450.3
chr1	1	39927919	543	493.0	554.0	543.0	39915575	428.3	426.0	448.9
chr12	15	73722796	550	10517.0	1055.0	550.0	73708792	102.8	326.3	446.7
chr11	13	11574967	556	513.0	1022.0	556.0	11563285	421.1	331.3	444.6
chr9	12	32935467	558	704.0	698.0	558.0	32922313	368.9	390.4	443.4
chr10	9	12815983	574	524.0	549.0	574.0	12804045	417.2	427.1	437.8
chr5	6	140599338	580	554.0	1244.0	580.0	140590372	405.1	302.2	434.9
chr2	2	158167992	589	1734.0	2430.0	589.0	158158510	248.6	224.0	433.7
chr12	15	113431533	592	567.0	570.0	592.0	113421077	401.1	420.6	431.9
chr14	11	73125331	599	636.0	8518.0	599.0	73115031	384.4	123.4	431.1
chr2	2	75694685	600	580.0	953.0	600.0	75680593	397.5	341.5	430.9
chr7	8	75593393	601	584.0	655.0	601.0	75581605	397.2	400.2	430.9
chr7	8	125639819	609	529.0	12305.0	609.0	125629677	414.7	96.9	428.9
chr13	14	95966320	610	635.0	568.0	610.0	95955950	384.6	420.8	428.1
chr9	12	41148375	612	1123.0	874.0	612.0	41133941	302.8	354.5	427.5
chr1	1	155093672	627	1740.0	11464.0	627.0	155080654	248.1	101.9	424.0
chr15	16	97384041	629	938.0	948.0	629.0	97370545	327.0	342.6	423.8
chr10	9	59904454	630	647.0	680.0	630.0	59894938	380.5	393.2	423.8
chr8	10	84204708	635	544.0	815.0	635.0	84196858	408.5	363.9	422.4
chr1	1	92087834	640	646.0	804.0	640.0	92077942	381.7	365.8	420.8
chr11	13	52317562	646	651.0	996.0	646.0	52304406	379.5	334.6	419.6
chr5	6	96919515	653	700.0	759.0	653.0	96910337	369.6	374.1	418.4
chr10	9	19196358	654	1750.0	6229.0	654.0	19183654	247.8	145.6	418.2
chr14	11	25478663	662	639.0	719.0	662.0	25469305	383.7	385.0	416.6
chr7	8	63992061	663	8167.0	710.0	663.0	63983427	119.9	388.0	416.4
chr19	21	12480387	664	729.0	1029.0	664.0	12470069	363.9	330.6	416.4
chr5	6	122237545	666	675.0	786.0	666.0	122227885	374.1	368.4	416.0
chr1	1	37319637	675	2318.0	700.0	675.0	37306643	219.0	389.7	414.8
chr7	8	74699953	676	586.0	599.0	676.0	74688891	396.8	413.0	414.8
chr19	21	10790997	680	579.0	662.0	680.0	10781083	397.7	398.0	413.1
chr3	4	88515751	681	690.0	705.0	681.0	88508169	371.3	388.9	412.9
chr19	21	53192458	686	877.0	24101.0	686.0	53179838	334.6	46.1	411.3
chr9	12	61684619	689	770.0	857.0	689.0	61675805	352.6	356.9	409.9
chr4	5	135160289	694	1062.0	1242.0	694.0	135148489	310.5	302.4	409.1
chr6	7	99407883	697	1345.0	23868.0	697.0	99392397	279.3	46.9	408.5
chr10	9	96699226	700	1051.0	847.0	700.0	96685142	312.1	358.2	408.1
chr2	2	174610202	702	816.0	852.0	702.0	174597804	343.2	357.4	407.9
chr4	5	32299026	708	783.0	844.0	708.0	32286940	350.2	358.5	406.3
chr11	13	79662961	710	617.0	3646.0	710.0	79651961	389.1	187.7	406.1
chr2	2	126502218	711	715.0	1238.0	711.0	126494886	366.4	302.6	406.1
chr9	12	21457720	719	622.0	994.0	719.0	21446666	387.8	334.8	404.0
chr5	6	134278364	723	870.0	1334.0	723.0	134265662	334.9	293.5	403.2
chr17	18	84315133	729	733.0	12329.0	729.0	84302631	362.9	96.7	402.2
chr12	15	99566213	731	588.0	778.0	731.0	99556955	396.0	369.1	401.8
chr8	10	123011268	733	654.0	1406.0	733.0	122996396	379.0	287.2	401.2
chr3	4	79184719	735	943.0	683.0	735.0	79171769	326.2	392.6	400.4
chr5	6	142446588	738	650.0	829.0	738.0	142438412	379.5	361.1	400.0
chr6	7	99381534	739	692.0	21893.0	739.0	99367766	370.9	53.2	399.8
chr17	18	29399062	740	737.0	806.0	740.0	29391960	361.9	365.8	399.8
chr9	12	100464494	741	1460.0	14988.0	741.0	100454074	268.7	81.7	399.6
chr9	12	15024420	743	778.0	745.0	743.0	15013314	350.9	377.8	398.8
chr10	9	21914381	751	718.0	1269.0	751.0	21904577	366.1	300.0	398.0
chr18	20	20966728	756	764.0	6859.0	756.0	20956340	353.9	138.8	396.2
chr2	2	127931492	758	660.0	690.0	758.0	127921394	377.0	391.5	395.6
chr6	7	108539257	765	725.0	875.0	765.0	108531119	364.9	354.3	393.5
chr4	5	124760600	772	705.0	819.0	772.0	124750914	368.8	363.4	392.7
chr11	13	74576402	774	738.0	1204.0	774.0	74567426	361.9	305.7	392.5
chr1	1	36269320	775	825.0	849.0	775.0	36259416	342.0	357.8	392.3
chr2	2	103687471	776	750.0	930.0	776.0	103678787	358.8	345.0	392.3
chr19	21	57133802	784	12318.0	14388.0	784.0	57121674	92.2	84.9	390.9
chr11	13	21182770	785	719.0	793.0	785.0	21170240	366.1	368.0	390.7
chr11	13	52303447	787	711.0	928.0	787.0	52291669	367.2	346.5	389.3
chr1	1	87880033	805	842.0	785.0	805.0	87869471	339.0	368.7	385.1
chr1	1	37481642	810	3184.0	725.0	810.0	37470716	188.4	383.2	383.9
chr6	7	54857178	814	791.0	870.0	814.0	54846008	348.4	354.8	383.3
chr5	6	142933644	817	710.0	798.0	817.0	142924900	367.4	366.9	382.4
chr3	4	115823607	825	735.0	770.0	825.0	115812643	362.2	370.6	380.4
chr19	21	53200822	831	824.0	920.0	831.0	53192898	342.2	348.2	378.8
chr12	15	86837690	833	889.0	1077.0	833.0	86829318	332.6	323.3	377.8
chr10	9	44451932	834	779.0	818.0	834.0	44442660	350.9	363.7	377.4
chr12	15	106035713	839	971.0	1154.0	839.0	106024671	322.2	310.9	376.4
chr2	2	13415659	843	954.0	1025.0	843.0	13405601	324.7	330.9	375.6
chr9	12	122132679	848	9989.0	1275.0	848.0	122121551	106.5	299.4	374.8
chr1	1	80419981	849	3217.0	952.0	849.0	80408487	187.4	341.7	374.6
chr4	5	8808135	853	1180.0	1327.0	853.0	8795433	296.8	294.4	374.2
chr9	12	44037274	854	746.0	1466.0	854.0	44025508	359.7	282.2	374.2
chr17	18	84339034	857	980.0	999.0	857.0	84326940	320.6	334.3	374.2
chr11	13	44546884	859	918.0	4290.0	859.0	44536774	329.1	173.8	374.0
chr10	9	121433766	860	861.0	1148.0	860.0	121425004	337.1	312.0	373.8
chr3	4	21993036	874	793.0	1009.0	874.0	21982642	347.7	332.6	372.3
chr11	13	98466120	877	736.0	838.0	877.0	98456636	362.0	359.3	371.3
chr12	15	33318772	878	899.0	926.0	878.0	33313558	331.7	347.2	371.1
chr4	5	101189075	880	931.0	1278.0	880.0	101178763	327.9	299.4	370.9
chr11	13	5182436	894	978.0	1707.0	894.0	5172344	320.8	262.4	369.1
chr15	16	64268417	895	6191.0	5043.0	895.0	64254281	138.3	161.2	368.9
chr14	11	121333002	897	893.0	795.0	897.0	121322974	332.4	367.8	368.7
chr11	13	54733762	899	20552.0	1714.0	899.0	54724002	54.0	262.0	368.3
chr4	5	123579410	902	774.0	867.0	902.0	123569730	352.1	355.2	367.9
chr4	5	32345620	904	3199.0	4132.0	904.0	32333606	187.9	177.1	367.3
chr10	9	82896100	908	865.0	2960.0	908.0	82886186	336.5	205.3	367.1
chr8	10	94417426	916	9133.0	16148.0	916.0	94408726	112.9	76.3	365.7
chr9	12	61709789	918	4446.0	1318.0	918.0	61701619	162.0	295.7	365.5
chr11	13	117884646	919	832.0	995.0	919.0	117875796	341.0	334.8	365.1
chr14	11	121997848	920	10470.0	1541.0	920.0	121985866	103.1	275.2	365.1
chr1	1	91099524	923	884.0	973.0	923.0	91089950	333.3	338.0	364.5
chr4	5	134758346	926	926.0	2047.0	926.0	134749586	328.5	244.0	363.3
chr11	13	98482023	928	3043.0	907.0	928.0	98469287	192.1	349.8	363.1
chr10	9	116922690	929	1144.0	1259.0	929.0	116911474	300.5	300.9	362.7
chr11	13	5438907	935	817.0	1316.0	935.0	5428809	343.2	295.7	361.8
chr15	16	5519422	937	1048.0	1027.0	937.0	5508688	312.2	330.9	361.8
chr14	11	31418610	944	3388.0	3565.0	944.0	31406878	183.5	189.4	361.0
chr1	1	181233244	948	901.0	1053.0	948.0	181226274	331.4	326.5	360.2
chr10	9	19068978	950	1001.0	1127.0	950.0	19060390	318.6	316.1	359.8
chr11	13	48859788	951	958.0	856.0	951.0	48852734	324.0	357.1	359.6
chr9	12	45253706	958	864.0	885.0	958.0	45245068	336.5	352.4	358.8
chr3	4	115807515	959	1099.0	1007.0	959.0	115798397	305.7	332.8	358.4
chr19	21	32190123	967	13153.0	4677.0	967.0	32178729	87.5	167.1	356.4
chr7	8	25210667	972	2466.0	16459.0	972.0	25203209	213.0	74.7	355.8
chr12	15	12294981	975	871.0	1232.0	975.0	12285379	334.9	303.1	355.0
chr6	7	114879175	978	853.0	1083.0	978.0	114871531	338.1	322.2	354.6
chr12	15	86809110	987	2477.0	3246.0	987.0	86800330	212.3	197.3	353.4
chr1	1	40481161	988	984.0	1174.0	988.0	40472385	320.1	308.9	353.2
chr16	17	4208263	992	1078.0	15985.0	992.0	4190301	309.0	76.9	352.4
chr5	6	118086129	993	919.0	1073.0	993.0	118078153	329.1	323.7	352.4
chr6	7	87506387	1001	1079.0	1349.0	1001.0	87498977	308.9	292.0	350.7
chr11	13	104671044	1007	1041.0	1510.0	1007.0	104661268	313.4	277.9	349.5
chr18	20	64926805	1009	1152.0	977.0	1009.0	64917981	299.4	337.6	349.5
chr13	14	37563620	1013	2139.0	1230.0	1013.0	37556954	227.9	303.3	349.1
chr15	16	81047140	1016	1089.0	1537.0	1016.0	81039052	307.2	275.7	348.9
chr5	6	34201211	1028	1017.0	1517.0	1028.0	34194653	316.6	277.2	347.3
chr4	5	59283902	1030	3327.0	1429.0	1030.0	59273242	184.7	285.7	347.1
chr12	15	108767293	1032	907.0	19954.0	1032.0	108760169	330.6	60.0	346.9
chr17	18	6477562	1033	888.0	1218.0	1033.0	6475070	332.8	304.1	346.7
chr7	8	75615948	1034	1168.0	1006.0	1034.0	75608530	297.6	332.8	346.7
chr13	14	73738798	1038	974.0	1240.0	1038.0	73732348	321.5	302.6	345.9
chr8	10	116592704	1042	968.0	1115.0	1042.0	116585616	322.5	317.8	345.5
chr9	12	96400200	1047	1036.0	1032.0	1047.0	96391480	314.1	330.0	344.7
chr1	1	34485753	1053	1063.0	7817.0	1053.0	34477773	310.5	129.7	343.9
chr6	7	146084086	1054	1106.0	1056.0	1054.0	146076442	304.7	326.1	343.9
chr2	2	59476736	1062	1182.0	1063.0	1062.0	59466408	296.6	325.2	343.3
chr13	14	44817062	1067	1027.0	1142.0	1067.0	44805320	315.1	312.8	342.9
chr2	2	32171823	1078	1367.0	2128.0	1078.0	32161947	276.9	239.8	341.5
chr5	6	146786826	1079	1163.0	1291.0	1079.0	146776920	298.3	298.1	341.5
chr15	16	64214074	1082	1094.0	1130.0	1082.0	64205410	306.5	315.9	340.8
chr5	6	107968481	1090	4204.0	4071.0	1090.0	107958477	166.5	178.4	339.4
chr11	13	118149628	1091	1281.0	1567.0	1091.0	118142114	285.5	273.1	339.2
chr12	15	26407639	1100	8181.0	6207.0	1100.0	26397925	119.8	145.8	338.2
chr11	13	119059154	1102	1231.0	1104.0	1102.0	119051858	291.2	318.5	338.0
chr9	12	46157918	1103	1686.0	1446.0	1103.0	46149314	252.0	284.6	337.6
chr6	7	134369644	1111	1034.0	1292.0	1111.0	134363986	314.4	298.1	336.8
chr3	4	60584915	1116	1117.0	6364.0	1116.0	60569537	303.5	144.2	335.6
chr9	12	63135585	1118	1253.0	1136.0	1118.0	63130989	289.0	314.4	335.4
chr9	12	116141305	1120	902.0	1339.0	1120.0	116132593	331.4	293.1	335.2
chr14	11	25859697	1125	1044.0	1386.0	1125.0	25853801	313.1	288.7	334.8
chr2	2	13765473	1132	2292.0	2091.0	1132.0	13755621	219.9	241.4	333.8
chr2	2	91085098	1134	1023.0	1454.0	1134.0	91077914	315.4	283.3	333.6
chr8	10	124321564	1135	1351.0	4051.0	1135.0	124312838	278.8	178.6	333.2
chr10	9	67074372	1139	1206.0	17011.0	1139.0	67064548	294.2	71.9	333.0
chr8	10	119790721	1144	1025.0	2162.0	1144.0	119783103	315.1	237.7	332.0
chr5	6	105654940	1148	21567.0	1474.0	1148.0	105647552	50.5	281.8	330.8
chr2	2	117422847	1150	1054.0	1110.0	1150.0	117414885	311.6	318.0	329.9
chr5	6	100588975	1151	1413.0	1632.0	1151.0	100578125	272.7	267.0	329.9
chr11	13	79616934	1152	1147.0	1354.0	1152.0	79610186	300.1	291.8	329.9
chr11	13	57689194	1153	1020.0	1052.0	1153.0	57680600	315.6	327.0	329.7
chr11	13	118204977	1154	925.0	1368.0	1154.0	118195439	328.7	290.5	329.5
chr12	15	85975014	1155	1093.0	1140.0	1155.0	85967994	306.5	313.3	329.3
chr2	2	32497516	1156	1213.0	1310.0	1156.0	32489626	293.6	296.8	329.3
chr3	4	100564600	1157	1238.0	1572.0	1157.0	100554660	290.9	272.6	329.1
chr5	6	107956681	1162	20638.0	14081.0	1162.0	107945731	53.8	86.7	328.9
chrX	3	167112684	1167	1176.0	1487.0	1167.0	167098888	296.9	280.9	328.5
chr6	7	48671015	1170	23342.0	1520.0	1170.0	48661651	44.7	276.8	327.9
chr17	18	84184486	1174	1214.0	1428.0	1174.0	84177204	293.6	285.9	327.7
chr9	12	44024793	1178	1039.0	6243.0	1178.0	44015619	313.7	145.3	327.3
chr9	12	66282866	1180	2071.0	2062.0	1180.0	66274488	231.3	243.1	327.1
chr1	1	60782622	1188	2052.0	22214.0	1188.0	60770828	232.2	52.1	325.7
chr1	1	138194142	1191	4423.0	23188.0	1191.0	138185922	162.3	48.9	325.5
chr9	12	115614480	1192	1119.0	1321.0	1192.0	115607182	303.1	295.2	325.5
chr11	13	97831078	1199	1547.0	1383.0	1199.0	97823110	262.1	288.9	324.7
chr8	10	13689996	1202	1289.0	1498.0	1202.0	13683114	283.8	279.2	324.5
chr17	18	72941975	1204	1219.0	1686.0	1204.0	72932815	293.0	263.9	324.3
chr12	15	102298639	1205	1080.0	1090.0	1205.0	102288121	308.9	320.4	323.9
chr6	7	121230757	1208	1170.0	1489.0	1208.0	121223499	297.3	280.5	323.7
chr10	9	20008026	1210	1301.0	1301.0	1210.0	19998880	282.6	297.4	323.3
chr7	8	73600984	1213	1184.0	1299.0	1213.0	73592176	296.6	297.4	323.3
chr1	1	164964399	1215	3705.0	1420.0	1215.0	164955457	176.6	286.5	323.1
chr3	4	52576647	1217	1139.0	1225.0	1217.0	52567433	301.0	303.7	322.9
chr17	18	13545912	1220	1455.0	1440.0	1220.0	13541682	269.2	285.0	322.9
chr9	12	123764606	1222	1178.0	1123.0	1222.0	123753966	296.9	316.5	322.7
chr11	13	45881358	1223	1879.0	2141.0	1223.0	45869892	240.9	239.0	322.3
chr11	13	99112137	1227	1229.0	3616.0	1227.0	99102143	291.5	188.3	321.9
chr13	14	109826208	1235	1218.0	1233.0	1235.0	109818792	293.0	303.1	320.9
chr3	4	52402057	1238	1247.0	1257.0	1238.0	52395425	289.5	300.9	320.3
chr7	8	75658656	1248	16612.0	1169.0	1248.0	75648208	69.8	309.4	319.0
chr13	14	46740251	1261	1948.0	2351.0	1261.0	46732879	237.0	227.7	317.6
chr9	12	116196262	1267	1177.0	1280.0	1267.0	116186974	296.9	299.1	317.2
chr4	5	129815565	1272	1196.0	1422.0	1272.0	129806493	295.6	286.1	316.0
chr17	18	52169680	1274	1149.0	9855.0	1274.0	52158286	299.6	112.7	315.8
chr4	5	149859884	1279	1334.0	1353.0	1279.0	149853534	280.1	291.8	315.2
chr2	2	18610802	1282	1252.0	1488.0	1282.0	18607196	289.0	280.5	314.8
chr8	10	83776284	1283	1325.0	1574.0	1283.0	83767840	280.4	272.4	314.8
chr8	10	114883294	1284	1300.0	1453.0	1284.0	114876658	282.6	283.5	314.8
chr12	15	33053009	1297	10813.0	1597.0	1297.0	33043365	100.8	270.2	312.8
chr11	13	52328797	1302	16701.0	3635.0	1302.0	52318223	69.5	187.9	312.4
chr13	14	112440415	1306	1634.0	7490.0	1306.0	112431923	256.2	132.7	312.2
chr10	9	6994210	1309	1388.0	1740.0	1309.0	6985926	274.7	260.9	312.0
chr15	16	85659216	1316	1381.0	1730.0	1316.0	85652422	275.6	261.3	311.2
chr7	8	128632351	1318	23121.0	8974.0	1318.0	128620745	45.4	119.5	310.8
chr15	16	97472338	1319	1558.0	3504.0	1319.0	97462684	261.4	190.7	310.8
chr11	13	97813067	1324	1402.0	2345.0	1324.0	97803423	273.5	228.1	310.0
chr18	20	4925070	1327	1747.0	1719.0	1327.0	4919670	247.8	261.8	309.5
chr4	5	119130164	1329	1755.0	1182.0	1329.0	119124594	247.5	307.8	309.3
chr4	5	101177888	1340	1358.0	16414.0	1340.0	101167204	278.2	74.9	307.3
chr12	15	16013096	1349	1318.0	1252.0	1349.0	16005246	280.9	301.8	306.3
chr13	14	117245891	1357	3582.0	10782.0	1357.0	117235285	179.3	106.2	305.5
chr14	11	31404562	1359	1483.0	1602.0	1359.0	31397824	267.3	270.0	305.3
chr6	7	142921251	1361	1202.0	1681.0	1361.0	142913327	294.9	264.2	305.1
chr3	4	52344643	1363	1261.0	1895.0	1363.0	52338391	288.2	252.4	304.9
chr12	15	102677874	1368	1321.0	1424.0	1368.0	102670754	280.8	286.1	304.5
chr9	12	77962818	1371	1354.0	1560.0	1371.0	77952664	278.4	273.9	304.3
chr11	13	52343566	1374	1262.0	1443.0	1374.0	52335640	288.2	284.6	304.1
chr10	9	96728850	1378	1520.0	1462.0	1378.0	96720218	264.6	282.4	303.3
chr9	12	122235896	1384	1410.0	13683.0	1384.0	122226352	272.9	88.6	302.7
chr12	15	17729949	1386	1391.0	1430.0	1386.0	17723263	274.2	285.5	302.5
chr19	21	44285825	1390	1140.0	1984.0	1390.0	44280307	301.0	247.7	302.3
chr3	4	52846438	1397	1404.0	2456.0	1397.0	52836244	273.2	222.9	301.5
chr19	21	53811783	1402	1380.0	1673.0	1402.0	53804061	275.7	264.2	301.5
chr1	1	39951886	1408	1350.0	1616.0	1408.0	39940662	278.9	268.3	301.3
chr3	4	105896120	1409	1343.0	1515.0	1409.0	105891300	279.4	277.4	301.1
chr11	13	119936293	1413	1656.0	1592.0	1413.0	119927921	254.5	270.7	300.7
chr13	14	20188789	1417	1631.0	2076.0	1417.0	20181071	256.9	242.2	300.3
chr1	1	173442795	1425	1529.0	1542.0	1425.0	173435243	263.6	275.0	299.5
chr1	1	125469516	1436	1295.0	1306.0	1436.0	125461798	283.0	297.0	298.2
chr11	13	53846771	1440	1363.0	1583.0	1440.0	53838641	277.6	272.0	297.8
chr11	13	99137910	1445	1557.0	1478.0	1445.0	99129830	261.4	281.5	297.0
chr3	4	103390866	1447	1676.0	2303.0	1447.0	103382692	252.8	230.3	296.8
chr2	2	3744680	1451	2098.0	1882.0	1451.0	3733902	230.0	253.3	296.0
chr1	1	88658302	1453	1409.0	1576.0	1453.0	88652242	273.0	272.4	296.0
chr4	5	98443023	1458	1531.0	2046.0	1458.0	98434809	263.3	244.2	295.6
chr11	13	30168635	1460	3441.0	17492.0	1460.0	30160195	182.5	69.7	295.4
chr11	13	77389944	1462	2081.0	24175.0	1462.0	77377608	230.8	45.8	295.0
chr9	12	121680007	1465	1873.0	1785.0	1465.0	121672857	241.2	258.5	294.8
chr4	5	133176542	1467	1379.0	10564.0	1467.0	133168348	275.7	108.0	294.6
chr4	5	62665408	1472	1390.0	1504.0	1472.0	62660648	274.5	278.3	293.6
chr14	11	121318762	1476	14648.0	2246.0	1476.0	121309626	79.6	232.7	293.4
chr17	18	12783629	1484	8688.0	1994.0	1484.0	12777469	116.1	246.8	292.8
chr16	17	34096306	1489	1779.0	1911.0	1489.0	34092688	246.1	251.3	292.6
chr19	21	45579639	1490	1641.0	1822.0	1490.0	45574479	255.5	256.8	292.4
chr9	12	119746012	1492	1426.0	2051.0	1492.0	119740480	271.7	243.7	292.4
chr14	11	31665142	1499	1923.0	1692.0	1499.0	31660348	238.2	263.3	291.8
chr17	18	83280367	1501	1532.0	1464.0	1501.0	83275359	263.3	282.4	291.8
chr1	1	92056131	1521	2624.0	24391.0	1521.0	92047793	206.2	45.4	290.4
chr7	8	127483323	1526	1896.0	1819.0	1526.0	127476927	239.7	257.0	290.2
