id	chr_name	start	end	chromosome_id	tag_count_1um_pcc	id_1um_pcc	tag_count_no_peptide	id_no_peptide	tag_count_1um_k99a	id_1um_k99a
151	chr7	83645118	83657178	8	696.7	151	711.2	165.0	1000.9	51.0
153	chr14	122050985	122070801	11	695.6	153	135.1	7868.0	197.8	2867.0
156	chr2	29658953	29676013	2	692.8	156	912.3	81.0	631.9	180.0
157	chr12	100984682	101003836	15	691.9	157	1434.5	14.0	1712.4	6.0
167	chr12	110491228	110508358	15	680.6	167	779.4	127.0	705.0	134.0
168	chr8	126843850	126859808	10	674.5	168	630.0	236.0	551.9	259.0
179	chr15	66848678	66869560	16	656.9	179	81.8	15675.0	566.8	245.0
189	chr1	54852422	54875308	1	648.7	189	245.5	2217.0	408.1	546.0
191	chr1	165837092	165856236	1	645.2	191	801.6	119.0	696.1	140.0
192	chr4	62628772	62639836	5	644.3	192	422.4	634.0	614.2	197.0
202	chr18	50026436	50041418	20	632.4	202	668.6	201.0	586.4	223.0
205	chr19	32262345	32279009	21	629.6	205	707.1	170.0	624.8	184.0
214	chr18	62150219	62168137	20	619.1	214	275.8	1703.0	183.5	3386.0
221	chr3	21946213	21966415	4	609.4	221	283.1	1616.0	51.6	21237.0
222	chr2	127311945	127324601	2	609.1	222	581.7	283.0	530.4	285.0
227	chr2	166617371	166633317	2	603.9	227	658.5	212.0	581.7	228.0
230	chr19	53431482	53449766	21	600.9	230	349.1	1014.0	111.0	9358.0
239	chr15	77796745	77813149	16	590.2	239	616.3	252.0	526.5	292.0
247	chr9	13295959	13306745	12	585.5	247	657.5	213.0	629.3	182.0
255	chr2	103650218	103664988	2	575.0	255	637.3	226.0	584.4	226.0
261	chr13	111791400	111807954	14	570.3	261	587.4	274.0	398.9	575.0
265	chr10	60369233	60383461	9	566.1	265	193.0	3770.0	181.2	3516.0
266	chr1	134058507	134068321	1	563.5	266	672.6	198.0	578.9	230.0
267	chr8	126823520	126840892	10	563.3	267	57.3	21049.0	71.5	16278.0
269	chr4	135072514	135087542	5	560.7	269	235.0	2431.0	102.6	10562.0
270	chr9	63729679	63743663	12	560.7	270	581.1	285.0	543.5	270.0
275	chr8	15023415	15035617	10	556.1	275	571.2	297.0	1071.6	42.0
279	chr11	79121396	79136728	13	554.4	279	343.5	1059.0	57.0	19693.0
285	chr8	111561798	111579570	10	548.1	285	1366.8	18.0	1292.6	14.0
286	chr3	126648867	126666309	4	547.7	286	360.6	945.0	349.9	785.0
291	chr6	94671480	94687790	7	544.0	291	619.5	250.0	499.3	331.0
293	chr4	101243851	101257459	5	541.8	293	922.2	79.0	819.1	84.0
298	chr2	58172351	58191163	2	539.8	298	125.4	8967.0	96.7	11516.0
301	chr14	66223374	66237762	11	539.6	301	461.2	504.0	420.7	516.0
304	chr6	83408735	83425143	7	534.4	304	583.6	280.0	561.2	252.0
307	chr19	25050269	25064091	21	532.5	307	494.1	429.0	340.8	834.0
308	chr9	61660163	61673445	12	532.2	308	547.2	326.0	485.5	353.0
311	chr14	25510540	25524194	11	530.5	311	44.0	24924.0	566.1	246.0
317	chr2	174608657	174619591	2	528.3	317	407.9	702.0	539.3	275.0
323	chr2	11183778	11198814	2	523.6	323	1258.0	30.0	1188.3	30.0
324	chr11	43377099	43390775	13	522.7	324	479.4	471.0	467.2	395.0
326	chr1	131072648	131088506	1	520.9	326	309.8	1325.0	451.4	428.0
328	chr5	124072917	124085429	6	520.7	328	523.6	363.0	504.5	325.0
330	chr2	18914625	18930075	2	520.1	330	582.8	282.0	503.2	327.0
331	chr14	66254574	66272270	11	519.9	331	189.2	3945.0	51.3	21307.0
332	chr17	7868307	7880407	18	519.4	332	406.1	709.0	434.4	472.0
335	chr7	16037715	16050827	8	518.6	335	760.2	136.0	616.9	191.0
342	chr17	84113260	84123562	18	517.0	342	775.0	131.0	705.5	133.0
356	chr11	97118117	97132757	13	508.1	356	162.3	5428.0	142.3	5868.0
360	chr4	63383598	63395704	5	506.6	360	552.5	314.0	1276.7	16.0
361	chr7	132762472	132775456	8	506.4	361	263.1	1887.0	152.9	5051.0
363	chr3	52286375	52306301	4	504.9	363	142.6	7092.0	432.0	482.0
365	chr1	180395699	180411033	1	504.7	365	376.4	838.0	490.2	349.0
371	chr4	101191303	101211805	5	502.5	371	390.9	782.0	497.8	333.0
380	chr12	102641094	102654664	15	497.3	380	460.6	506.0	167.2	4172.0
388	chr13	45860680	45879446	14	492.5	388	300.5	1416.0	149.0	5314.0
389	chr2	18950271	18960893	2	491.8	389	730.6	153.0	517.0	305.0
391	chr16	10766912	10778834	17	490.8	391	424.4	626.0	391.0	607.0
399	chr18	82524905	82540177	20	486.4	399	586.8	275.0	528.2	290.0
400	chr18	32394956	32401644	20	486.2	400	453.1	528.0	431.8	485.0
406	chr16	52054164	52069874	17	481.0	406	523.2	366.0	123.3	7763.0
410	chr4	8905890	8917534	5	479.2	410	447.1	549.0	388.8	620.0
411	chr1	43533813	43546591	1	477.5	411	456.3	517.0	429.1	489.0
413	chr10	59969448	59983514	9	477.3	413	546.8	327.0	512.9	310.0
418	chrX	48423477	48436717	3	475.5	418	701.9	177.0	445.3	439.0
424	chr18	82502995	82515495	20	474.7	424	277.2	1686.0	401.1	568.0
428	chr17	84139165	84150623	18	473.6	428	499.4	416.0	473.4	381.0
436	chr1	134092026	134100398	1	468.8	436	484.8	452.0	453.7	421.0
437	chr10	42891599	42903659	9	468.6	437	538.1	342.0	669.7	151.0
442	chr2	32054712	32067020	2	466.9	442	1265.9	28.0	1222.8	23.0
444	chr1	38655628	38665916	1	463.8	444	514.9	385.0	485.0	355.0
449	chr5	122945116	122953824	6	462.5	449	375.0	847.0	363.9	727.0
456	chr9	57967077	57977465	12	459.0	456	351.1	999.0	326.5	941.0
457	chr11	95348892	95358880	13	458.6	457	105.0	11753.0	376.7	663.0
460	chr10	39484573	39497373	9	457.5	460	462.8	500.0	397.4	583.0
462	chr11	32547300	32559116	13	457.1	462	1344.8	20.0	1151.3	36.0
463	chr12	103336530	103346244	15	456.9	463	589.2	273.0	445.8	437.0
467	chr4	134114596	134125232	5	455.1	467	542.4	337.0	491.4	344.0
468	chr11	80503854	80516038	13	454.7	468	63.8	19390.0	91.0	12534.0
475	chr14	70060295	70070385	11	453.2	475	439.8	568.0	398.4	576.0
476	chr17	31066206	31078448	18	453.0	476	441.8	562.0	425.1	508.0
484	chr8	116626757	116639547	10	448.8	484	110.5	10970.0	113.9	8992.0
491	chr4	150563813	150576535	5	446.0	491	902.6	84.0	464.5	397.0
492	chr6	125475884	125486902	7	445.3	492	480.4	467.0	434.7	470.0
493	chr1	106558413	106571671	1	445.1	493	472.3	485.0	382.0	645.0
494	chr2	52308886	52320530	2	444.3	494	417.6	657.0	397.7	577.0
502	chr3	131151324	131164294	4	441.9	502	801.8	118.0	601.1	210.0
503	chr12	73623424	73638464	15	441.7	503	461.2	503.0	423.8	510.0
507	chr2	158716515	158727733	2	440.8	507	499.4	417.0	443.6	443.0
517	chr7	128373742	128385304	8	438.2	517	185.0	4125.0	268.5	1466.0
522	chr11	99159977	99173401	13	436.2	522	485.6	451.0	451.5	426.0
527	chr10	14039387	14053441	9	434.5	527	446.7	551.0	715.8	127.0
529	chr8	111586612	111598614	10	433.8	529	1366.8	18.0	1292.6	14.0
538	chr9	44482102	44490950	12	431.4	538	487.0	448.0	459.6	406.0
539	chr3	60525111	60541023	4	431.2	539	406.9	707.0	369.4	702.0
540	chr6	134057199	134073363	7	431.2	540	144.2	6925.0	153.4	5014.0
545	chr1	36917117	36931699	1	428.2	545	456.1	518.0	185.0	3312.0
547	chr7	63997878	64006906	8	427.8	547	74.7	17032.0	442.6	449.0
548	chr6	114897142	114910774	7	427.5	548	983.0	67.0	903.9	70.0
549	chr10	12803842	12816580	9	427.1	549	437.8	574.0	417.2	524.0
550	chr12	102364932	102373686	15	426.9	550	551.1	319.0	490.5	347.0
552	chr8	126657800	126667716	10	426.2	552	489.1	443.0	443.1	447.0
554	chr1	39917147	39927917	1	426.0	554	448.9	543.0	428.3	493.0
556	chr4	32159826	32171662	5	425.4	556	187.8	3996.0	176.1	3722.0
558	chr1	88635273	88648993	1	425.1	558	476.9	477.0	451.5	427.0
559	chr4	59327570	59340578	5	425.1	559	479.6	470.0	423.1	511.0
562	chr1	180383366	180394210	1	424.5	562	340.4	1086.0	348.1	792.0
568	chr13	95955292	95965996	14	420.8	568	428.1	610.0	384.6	635.0
570	chr12	113421146	113431520	15	420.6	570	431.9	592.0	401.1	567.0
576	chr8	119421276	119429408	10	418.8	576	554.9	311.0	443.6	444.0
577	chr16	92795335	92808249	17	418.6	577	1761.0	7.0	1207.9	26.0
579	chr11	115222141	115233003	13	418.4	579	352.6	991.0	68.3	16952.0
581	chr16	24214583	24225967	17	418.0	581	385.7	802.0	343.0	818.0
585	chr9	14087670	14095366	12	416.9	585	372.5	872.0	358.5	751.0
587	chr9	41077928	41086626	12	415.6	587	409.7	691.0	402.2	560.0
590	chr1	80635246	80651594	1	415.4	590	155.9	5920.0	372.5	683.0
591	chr11	46080143	46092717	13	414.7	591	408.9	695.0	361.5	741.0
592	chr18	56462926	56474968	20	414.7	592	452.1	534.0	417.4	523.0
596	chr3	21934590	21944786	4	413.8	596	459.6	509.0	433.9	474.0
599	chr7	74688587	74698927	8	413.0	599	414.8	676.0	396.8	586.0
601	chr5	120682991	120693937	6	412.5	601	551.5	318.0	419.7	518.0
603	chr8	35624332	35635676	10	412.1	603	361.4	939.0	298.3	1162.0
608	chr2	103632273	103644543	2	411.2	608	476.9	478.0	459.9	405.0
611	chr16	23267795	23276307	17	410.4	611	356.6	966.0	321.1	976.0
612	chr10	80154529	80165589	9	410.2	612	59.8	20397.0	309.0	1077.0
617	chr10	78293662	78301496	9	409.1	617	347.5	1026.0	345.2	803.0
620	chr2	170216344	170224376	2	408.6	620	452.7	529.0	406.9	549.0
626	chr15	9561393	9578391	16	407.1	626	88.2	14469.0	82.3	14094.0
632	chr11	117305102	117315232	13	405.6	632	408.3	698.0	525.7	295.0
637	chr14	27347392	27359118	11	404.7	637	949.0	72.0	319.1	996.0
644	chr4	123558271	123567197	5	403.4	644	338.4	1098.0	318.5	1003.0
651	chr4	133737116	133752262	5	401.2	651	467.0	493.0	180.0	3555.0
653	chr1	88580079	88589703	1	400.8	653	641.5	224.0	352.1	773.0
655	chr7	75581181	75593301	8	400.2	655	430.9	601.0	397.2	584.0
656	chr15	82159296	82169706	16	399.9	656	843.6	103.0	770.8	101.0
658	chr9	90242307	90252071	12	399.1	658	395.2	760.0	376.8	661.0
661	chr17	31825081	31837401	18	398.0	661	203.1	3370.0	182.2	3465.0
662	chr19	10780707	10790615	21	398.0	662	413.1	680.0	397.7	579.0
665	chr4	119958093	119966981	5	397.6	665	109.4	11121.0	101.8	10677.0
666	chr5	112290915	112302511	6	397.6	666	1028.6	55.0	1250.6	18.0
673	chr8	72266659	72282189	10	394.5	673	65.4	19055.0	312.4	1046.0
675	chr18	80607856	80618172	20	394.1	675	347.5	1027.0	308.0	1083.0
676	chr4	62677096	62688662	5	393.6	676	387.5	792.0	195.1	2954.0
677	chr14	40920965	40932681	11	393.6	677	431.3	598.0	664.0	156.0
680	chr10	59895165	59904209	9	393.2	680	423.8	630.0	380.5	647.0
683	chr3	79171149	79183487	4	392.6	683	400.4	735.0	326.2	943.0
687	chr17	80166067	80177447	18	392.1	687	95.5	13291.0	47.1	22556.0
690	chr2	127920692	127931740	2	391.5	690	395.6	758.0	377.0	660.0
693	chr11	107441428	107453926	13	390.8	693	553.1	312.0	486.2	352.0
696	chr13	85497912	85510968	14	390.6	696	383.9	811.0	47.8	22319.0
698	chr9	32923070	32935234	12	390.4	698	443.4	558.0	368.9	704.0
700	chr1	37306350	37318932	1	389.7	700	414.8	675.0	150.6	5218.0
703	chr2	11199580	11212892	2	389.3	703	186.8	4039.0	251.8	1688.0
705	chr3	88508720	88516098	4	388.9	705	412.9	681.0	371.3	690.0
708	chr19	53419533	53429417	21	388.6	708	366.3	913.0	319.8	991.0
709	chr5	64673987	64685099	6	388.2	709	196.5	3624.0	184.7	3329.0
710	chr7	63983002	63991626	8	388.0	710	416.4	663.0	250.0	1715.0
714	chr16	49765943	49776303	17	386.5	714	343.7	1056.0	370.8	694.0
715	chr2	71808432	71817340	2	386.0	715	456.1	519.0	413.5	533.0
716	chr7	139965793	139975447	8	385.4	716	109.2	11126.0	85.5	13522.0
717	chr16	91440935	91452937	17	385.2	717	275.8	1702.0	88.8	12905.0
719	chr14	25468739	25477433	11	385.0	719	416.6	662.0	383.7	639.0
724	chr12	84173551	84181601	15	383.4	724	317.6	1260.0	347.4	795.0
725	chr1	37470722	37481726	1	383.2	725	383.9	810.0	159.6	4597.0
727	chr8	122983104	122995770	10	383.0	727	518.3	377.0	434.2	473.0
732	chr15	77813540	77823764	16	381.9	732	1362.0	19.0	1238.6	19.0
736	chr2	35440694	35451104	2	381.0	736	327.7	1172.0	319.0	998.0
738	chr4	32255391	32269773	5	379.3	738	844.6	101.0	725.2	123.0
740	chr14	67040695	67056875	11	378.4	740	766.3	134.0	426.6	503.0
745	chr9	15013337	15024335	12	377.8	745	398.8	743.0	350.9	778.0
746	chr10	13990077	14000101	9	377.8	746	337.4	1106.0	307.3	1088.0
750	chr16	23172695	23184241	17	377.4	750	359.4	955.0	315.1	1028.0
759	chr5	96910374	96919348	6	374.1	759	418.4	653.0	369.6	700.0
766	chr9	56100095	56111001	12	371.9	766	386.5	798.0	807.1	87.0
770	chr3	115812253	115822853	4	370.6	770	380.4	825.0	362.2	735.0
771	chr2	3747742	3756564	2	370.6	771	404.5	715.0	572.1	238.0
772	chr6	54757100	54768618	7	370.4	772	121.0	9532.0	125.0	7572.0
774	chr16	10662303	10673385	17	370.0	774	216.5	2916.0	210.6	2510.0
776	chr14	121340283	121351285	11	369.7	776	340.6	1085.0	319.3	995.0
778	chr12	99557778	99567428	15	369.1	778	401.8	731.0	396.0	588.0
785	chr1	87871572	87881034	1	368.7	785	385.1	805.0	339.0	842.0
786	chr5	122227823	122236597	6	368.4	786	416.0	666.0	374.1	675.0
793	chr11	21171231	21183117	13	368.0	793	390.7	785.0	366.1	719.0
794	chr13	30785438	30797514	14	368.0	794	116.9	10040.0	113.0	9096.0
795	chr14	121321253	121331673	11	367.8	795	368.7	897.0	332.4	893.0
798	chr5	142925000	142933504	6	366.9	798	382.4	817.0	367.4	710.0
804	chr1	92077851	92087605	1	365.8	804	420.8	640.0	381.7	646.0
806	chr17	29391497	29399493	18	365.8	806	399.8	740.0	361.9	737.0
814	chr6	83447791	83456355	7	364.5	814	372.8	871.0	375.1	673.0
815	chr8	84197107	84204871	10	363.9	815	422.4	635.0	408.5	544.0
818	chr10	44442439	44453337	9	363.7	818	377.4	834.0	350.9	779.0
819	chr4	124750270	124760432	5	363.4	819	392.7	772.0	368.8	705.0
821	chr3	68782695	68791505	4	362.6	821	401.8	730.0	473.9	378.0
824	chr10	39428784	39439728	9	362.1	824	71.7	17650.0	256.7	1633.0
828	chr19	46516957	46525347	21	361.7	828	273.2	1741.0	136.9	6331.0
829	chr5	142437435	142445989	6	361.1	829	400.0	738.0	379.5	650.0
838	chr11	98456214	98466566	13	359.3	838	371.3	877.0	362.0	736.0
844	chr4	32287003	32299083	5	358.5	844	406.3	708.0	350.2	783.0
846	chr2	166014521	166028715	2	358.2	846	489.3	442.0	286.8	1273.0
847	chr10	96687680	96699316	9	358.2	847	408.1	700.0	50.1	21649.0
849	chr1	36260060	36268608	1	357.8	849	392.3	775.0	342.0	825.0
852	chr2	174597787	174607795	2	357.4	852	407.9	702.0	343.2	816.0
853	chr2	58128434	58143142	2	357.4	853	343.3	1063.0	313.6	1040.0
856	chr11	48852697	48859831	13	357.1	856	359.6	951.0	324.0	958.0
857	chr9	61675187	61683665	12	356.9	857	409.9	689.0	352.6	770.0
858	chr12	55461127	55470023	15	356.7	858	294.6	1468.0	241.2	1870.0
862	chr19	10756346	10766864	21	355.6	862	319.8	1239.0	356.1	756.0
866	chr6	120186782	120195416	7	355.2	866	301.7	1396.0	295.4	1199.0
867	chr4	123570648	123579254	5	355.2	867	367.9	902.0	352.1	774.0
868	chr12	3830436	3838178	15	355.0	868	221.3	2763.0	205.4	2651.0
870	chr6	54845556	54856518	7	354.8	870	383.3	814.0	348.4	791.0
871	chr13	73767660	73778074	14	354.8	871	296.6	1448.0	291.0	1234.0
873	chr9	13553870	13566530	12	354.5	873	35.3	28251.0	185.6	3296.0
874	chr9	41133177	41145689	12	354.5	874	427.5	612.0	302.8	1123.0
875	chr6	108531144	108539266	7	354.3	875	393.5	765.0	364.9	725.0
881	chr5	64483295	64493191	6	353.0	881	322.9	1218.0	310.4	1066.0
885	chr9	45245935	45254463	12	352.4	885	358.8	958.0	336.5	864.0
887	chr12	112872519	112879795	15	352.2	887	374.4	851.0	221.0	2267.0
893	chr18	50007072	50020248	20	351.7	893	102.8	12110.0	223.6	2218.0
897	chr12	69509520	69519096	15	351.1	897	197.7	3573.0	61.2	18640.0
900	chr7	104440480	104449564	8	350.6	900	337.0	1108.0	317.6	1010.0
907	chr11	98469362	98482164	13	349.8	907	363.1	928.0	106.2	10030.0
913	chr6	31075550	31089802	7	348.9	913	137.7	7619.0	53.5	20717.0
915	chr4	133723569	133736523	5	348.7	915	78.1	16356.0	295.4	1198.0
920	chr19	53192016	53200504	21	348.2	920	411.3	686.0	342.2	824.0
924	chr14	60707641	60715181	11	347.4	924	893.1	89.0	410.1	539.0
926	chr12	33313453	33319235	15	347.2	926	371.1	878.0	331.7	899.0
928	chr11	52291395	52301017	13	346.5	928	389.3	787.0	367.2	711.0
930	chr2	103678809	103687433	2	345.0	930	392.3	776.0	358.8	750.0
931	chr18	80684534	80694032	20	344.8	931	207.4	3207.0	178.3	3622.0
932	chr1	127302384	127310660	1	344.5	932	226.6	2643.0	159.6	4596.0
933	chr6	127238489	127248663	7	344.3	933	174.1	4680.0	171.4	3943.0
934	chr14	78430931	78438807	11	344.3	934	232.6	2486.0	288.0	1263.0
935	chr9	45289792	45301458	12	344.1	935	80.4	15938.0	179.2	3586.0
942	chr3	115678548	115690282	4	343.2	942	561.3	308.0	531.8	281.0
943	chr9	62357861	62370585	12	343.2	943	334.6	1126.0	307.5	1086.0
948	chr15	97370547	97380179	16	342.6	948	423.8	629.0	327.0	938.0
952	chr1	80408611	80419899	1	341.7	952	374.6	849.0	154.4	4938.0
953	chr2	75680404	75691260	2	341.5	953	430.9	600.0	397.5	580.0
963	chr6	113651857	113664699	7	339.8	963	113.9	10486.0	289.2	1250.0
964	chr7	125577424	125585838	8	339.6	964	337.4	1105.0	310.2	1067.0
968	chr8	94407931	94416227	10	338.9	968	365.7	916.0	112.9	9133.0
969	chr5	100641118	100649410	6	338.7	969	198.3	3552.0	328.7	924.0
972	chr15	73730078	73737500	16	338.5	972	333.6	1133.0	330.7	906.0
973	chr1	91090036	91099366	1	338.0	973	364.5	923.0	333.3	884.0
975	chr1	133796919	133802197	1	337.8	975	287.3	1557.0	250.0	1714.0
977	chr18	64918013	64926763	20	337.6	977	349.5	1009.0	299.4	1152.0
986	chr15	62164384	62174590	16	336.5	986	159.3	5645.0	109.3	9573.0
992	chr4	130898743	130906269	5	335.2	992	332.0	1145.0	311.1	1056.0
994	chr9	21447166	21457992	12	334.8	994	404.0	719.0	387.8	622.0
995	chr11	117875974	117884474	13	334.8	995	365.1	919.0	341.0	832.0
996	chr11	52304303	52316215	13	334.6	996	419.6	646.0	379.5	651.0
999	chr17	84327448	84337882	18	334.3	999	374.2	857.0	320.6	980.0
1000	chr1	155054926	155063820	1	334.1	1000	243.3	2258.0	69.5	16702.0
1002	chr12	33166921	33178027	15	333.7	1002	137.7	7599.0	144.2	5714.0
1004	chr9	13465309	13475465	12	333.5	1004	332.2	1141.0	330.9	904.0
1006	chr7	75607929	75615809	8	332.8	1006	346.7	1034.0	297.6	1168.0
1007	chr3	115798454	115807438	4	332.8	1007	358.4	959.0	305.7	1099.0
1009	chr3	21982370	21993256	4	332.6	1009	372.3	874.0	347.7	793.0
1013	chr6	99090658	99097938	7	332.2	1013	324.7	1200.0	302.3	1128.0
1015	chr12	100879921	100889825	15	332.2	1015	280.7	1643.0	325.2	953.0
1018	chr14	121985783	121997381	11	331.5	1018	365.1	920.0	196.2	2915.0
1019	chr6	31107431	31119691	7	331.5	1019	273.0	1743.0	240.4	1888.0
1022	chr11	11562691	11571189	13	331.3	1022	444.6	556.0	421.1	513.0
1025	chr2	13406751	13418093	2	330.9	1025	375.6	843.0	324.7	954.0
1027	chr15	5509440	5519590	16	330.9	1027	361.8	937.0	312.2	1048.0
1029	chr19	12471108	12479482	21	330.6	1029	416.4	664.0	363.9	729.0
1032	chr9	96391217	96399789	12	330.0	1032	344.7	1047.0	314.1	1036.0
1035	chr3	9861184	9868002	4	329.8	1035	318.2	1257.0	237.2	1942.0
1036	chr5	115708135	115717727	6	329.8	1036	161.3	5504.0	282.5	1303.0
1038	chr4	32246224	32254668	5	329.3	1038	844.6	101.0	725.2	123.0
1041	chr4	40832808	40841476	5	328.7	1041	381.2	821.0	956.9	61.0
1043	chr10	42631357	42637871	9	328.5	1043	327.7	1173.0	317.6	1011.0
1052	chr11	57680492	57689256	13	327.0	1052	329.7	1153.0	315.6	1020.0
1053	chr1	181225720	181232696	1	326.5	1053	360.2	948.0	331.4	901.0
1055	chr12	73710084	73721804	15	326.3	1055	446.7	550.0	102.8	10517.0
1056	chr6	146076883	146084735	7	326.1	1056	343.9	1054.0	304.7	1106.0
1057	chr9	46171962	46182414	12	325.6	1057	251.0	2102.0	44.9	23274.0
1058	chr19	47445507	47452599	21	325.6	1058	468.5	490.0	338.8	844.0
1063	chr2	59466482	59476672	2	325.2	1063	343.3	1062.0	296.6	1182.0
1066	chr11	106656584	106667650	13	324.6	1066	678.1	194.0	656.4	164.0
1067	chr6	128832730	128840776	7	324.3	1067	552.9	313.0	467.5	393.0
1068	chr7	80774339	80784577	8	324.3	1068	319.6	1243.0	292.7	1222.0
1072	chr7	125469716	125478576	8	323.9	1072	307.5	1339.0	339.3	840.0
1073	chr5	118078241	118086047	6	323.7	1073	352.4	993.0	329.1	919.0
1075	chr12	112864140	112872762	15	323.3	1075	374.4	851.0	290.9	1239.0
1077	chr12	86829483	86837635	15	323.3	1077	377.8	833.0	332.6	889.0
1078	chr6	31120797	31128871	7	323.0	1078	304.5	1370.0	249.8	1716.0
1079	chr13	6630955	6639909	14	323.0	1079	237.5	2381.0	236.2	1966.0
1083	chr6	114871419	114879237	7	322.2	1083	354.6	978.0	338.1	853.0
1086	chr10	75298277	75305889	9	322.0	1086	286.9	1561.0	266.6	1495.0
1090	chr12	102288454	102299186	15	320.4	1090	323.9	1205.0	308.9	1080.0
1092	chr1	171642210	171650280	1	320.2	1092	197.3	3594.0	49.3	21902.0
1093	chr3	107072787	107082307	4	320.0	1093	44.6	24750.0	57.0	19724.0
1100	chr10	80983999	80992595	9	319.1	1100	220.7	2775.0	205.2	2657.0
1101	chr11	11553382	11561270	13	319.1	1101	317.2	1268.0	300.6	1142.0
1104	chr11	119051985	119059063	13	318.5	1104	338.0	1102.0	291.2	1231.0
1110	chr2	117414431	117423733	2	318.0	1110	329.9	1150.0	311.6	1054.0
1111	chr7	75791657	75801701	8	318.0	1111	312.6	1299.0	173.3	3852.0
1115	chr8	116585925	116592863	10	317.8	1115	345.5	1042.0	322.5	968.0
1116	chr1	155081086	155090694	1	317.6	1116	424.0	627.0	248.1	1740.0
1120	chr7	126177111	126186805	8	316.7	1120	450.3	538.0	413.2	535.0
1121	chr7	126282435	126290061	8	316.7	1121	307.3	1341.0	300.1	1146.0
1123	chr9	123753814	123764778	12	316.5	1123	322.7	1222.0	296.9	1178.0
1126	chr5	31595040	31603540	6	316.1	1126	78.8	16247.0	143.2	5800.0
1127	chr10	19061648	19069894	9	316.1	1127	359.8	950.0	318.6	1001.0
1128	chr12	85702157	85708687	15	316.1	1128	255.8	2012.0	270.0	1441.0
1130	chr15	64204518	64214106	16	315.9	1130	340.8	1082.0	306.5	1094.0
1134	chr17	29492982	29503984	18	314.6	1134	416.0	667.0	474.9	374.0
1135	chr6	142948434	142956450	7	314.6	1135	515.5	382.0	328.9	920.0
1136	chr9	63131684	63136250	12	314.4	1136	335.4	1118.0	289.0	1253.0
1140	chr12	85966762	85973682	15	313.3	1140	329.3	1155.0	306.5	1093.0
1142	chr13	44804838	44816338	14	312.8	1142	342.9	1067.0	315.1	1027.0
1148	chr10	121425432	121433788	9	312.0	1148	373.8	860.0	337.1	861.0
1153	chr3	89867526	89877230	4	310.9	1153	608.6	258.0	320.1	987.0
1154	chr12	106025780	106034916	15	310.9	1154	376.4	839.0	322.2	971.0
1156	chr6	115646977	115657987	7	310.7	1156	54.7	21758.0	159.1	4624.0
1159	chr7	127277794	127291750	8	310.4	1159	140.1	7351.0	104.8	10253.0
1160	chr17	35214259	35223781	18	310.4	1160	32.9	29229.0	142.7	5840.0
1163	chr3	100437136	100445366	4	310.0	1163	52.7	22291.0	69.3	16735.0
1167	chr11	107407488	107419444	13	309.8	1167	503.8	409.0	458.8	408.0
1169	chr7	75648157	75658753	8	309.4	1169	319.0	1248.0	69.8	16612.0
1174	chr1	40472010	40480958	1	308.9	1174	353.2	988.0	320.1	984.0
1181	chr12	76371312	76381466	15	308.1	1181	328.9	1163.0	506.0	323.0
