id	chr_name	start	end	chromosome_id	tag_count_no_peptide	id_no_peptide	tag_count_1um_k99a	id_1um_k99a	tag_count_1um_pcc	id_1um_pcc
128	chr6	91101907	91119873	7	494.9	128	501.2	236.0	630.8	179.0
129	chr11	34045267	34063915	13	493.2	129	580.5	182.0	899.7	83.0
130	chr15	78554596	78573790	16	492.6	130	152.2	2654.0	100.3	5936.0
135	chr1	60745116	60762906	1	475.0	135	653.7	136.0	658.4	163.0
136	chr2	79246622	79263982	2	471.6	136	698.2	105.0	853.7	96.0
137	chr12	112853215	112871747	15	471.6	137	567.5	193.0	755.5	123.0
139	chr1	88693739	88711725	1	470.8	139	598.7	167.0	341.9	648.0
140	chr18	82474748	82493646	20	468.7	140	347.0	561.0	486.1	303.0
142	chr7	30409220	30426386	8	466.6	142	34.9	17321.0	32.3	18884.0
145	chr1	165696976	165712664	1	463.9	145	754.4	92.0	922.6	77.0
146	chr11	53756243	53774179	13	463.5	146	520.4	218.0	788.4	112.0
148	chr9	44513709	44531579	12	454.7	148	593.6	173.0	295.4	860.0
149	chr6	48672173	48688139	7	451.3	149	665.1	124.0	850.2	98.0
150	chr8	88287207	88301139	10	450.5	150	512.2	222.0	606.7	191.0
152	chr7	16398773	16412693	8	449.2	152	487.2	250.0	531.6	239.0
153	chr10	60343994	60357974	9	447.1	153	566.3	194.0	485.5	306.0
154	chr11	118234195	118250571	13	446.9	154	1223.3	21.0	1441.9	22.0
156	chr1	40465230	40481574	1	441.9	156	406.5	395.0	196.4	1848.0
161	chr11	79517946	79531820	13	440.0	161	574.9	186.0	523.6	251.0
162	chr7	24889663	24910019	8	438.5	162	239.5	1207.0	57.3	12382.0
165	chr4	102563814	102577058	5	435.8	165	589.0	176.0	670.7	153.0
172	chr2	132594949	132614683	2	432.7	172	546.5	204.0	392.9	493.0
174	chr4	133618941	133633005	5	431.8	174	545.3	205.0	681.2	146.0
175	chr7	132786295	132804337	8	430.2	175	397.6	414.0	105.7	5447.0
176	chr8	84974317	84987979	10	430.0	176	509.2	224.0	678.4	147.0
178	chr2	170143106	170165528	2	426.8	178	476.9	267.0	31.0	19335.0
179	chr4	145232867	145248827	5	425.8	179	347.0	562.0	429.3	410.0
180	chr7	125596210	125612506	8	425.6	180	450.5	304.0	664.2	159.0
181	chr5	124022689	124039989	6	424.5	181	642.2	140.0	540.4	235.0
182	chr15	74953238	74965634	16	424.1	182	582.8	180.0	563.7	214.0
183	chr4	43957607	43972251	5	423.3	183	592.0	174.0	451.5	371.0
184	chr13	41473547	41490529	14	422.8	184	484.0	258.0	449.1	375.0
186	chr4	11142556	11160064	5	421.4	186	534.8	211.0	702.3	141.0
187	chr8	106050118	106065360	10	419.7	187	655.1	133.0	473.7	328.0
188	chr19	4110512	4128140	21	418.9	188	467.8	281.0	430.4	407.0
189	chr2	32713179	32726627	2	418.2	189	531.1	213.0	54.7	12930.0
190	chr2	164073988	164093676	2	416.3	190	431.6	338.0	452.3	369.0
193	chr10	62500665	62514339	9	411.7	193	517.8	221.0	560.9	215.0
196	chr4	130908134	130924370	5	410.3	196	481.1	263.0	646.5	171.0
197	chr7	127133107	127149183	8	409.2	197	30.1	19031.0	519.5	257.0
200	chr11	75531051	75545029	13	409.0	200	434.7	332.0	414.7	445.0
201	chr3	60469592	60486904	4	408.4	201	618.2	152.0	771.0	119.0
204	chr2	129174447	129188211	2	402.7	204	501.2	235.0	482.1	312.0
213	chr4	129562855	129577515	5	396.9	213	736.2	96.0	479.3	316.0
215	chr19	11513090	11524466	21	396.2	215	701.3	102.0	925.6	75.0
216	chr15	86058970	86072490	16	395.8	216	494.6	243.0	543.2	229.0
217	chr15	9521760	9536348	16	393.7	217	628.8	147.0	663.1	160.0
218	chr11	32530752	32545114	13	393.5	218	1094.1	32.0	543.6	228.0
219	chr7	80635032	80651650	8	392.5	219	575.4	185.0	236.4	1319.0
221	chr4	63398064	63410866	5	392.0	221	456.3	296.0	627.8	182.0
228	chr3	89381067	89395197	4	387.4	228	199.3	1699.0	454.7	363.0
233	chr6	149181953	149199559	7	384.3	233	433.5	334.0	464.6	341.0
234	chr8	123024372	123042186	10	383.3	234	311.7	711.0	129.8	3801.0
237	chr15	79888122	79903356	16	382.6	237	47.8	13695.0	493.2	289.0
238	chr6	48700678	48714786	7	382.2	238	624.0	148.0	683.8	145.0
241	chr4	129806610	129823436	5	379.9	241	340.2	598.0	229.9	1396.0
242	chr7	31031100	31046282	8	378.4	242	423.0	360.0	372.3	544.0
245	chr15	100657196	100672252	16	375.9	245	407.5	393.0	48.4	14310.0
247	chr6	136934972	136947470	7	373.6	247	483.5	259.0	527.5	245.0
260	chr11	117769289	117785293	13	366.5	260	353.1	545.0	99.5	6019.0
261	chr2	132688318	132703924	2	366.5	261	430.5	340.0	116.5	4583.0
262	chr4	117117297	117129049	5	365.7	262	395.2	423.0	453.4	367.0
263	chr19	5840632	5850450	21	365.7	263	423.0	361.0	436.6	397.0
266	chr10	96617552	96630092	9	364.4	266	1194.1	25.0	708.1	137.0
267	chr7	126696622	126711840	8	363.6	267	80.6	7554.0	98.4	6120.0
270	chr13	63238958	63254886	14	361.9	270	459.9	293.0	694.3	142.0
271	chr11	118336282	118351352	13	361.1	271	148.4	2793.0	73.6	9291.0
272	chr2	117330908	117343620	2	360.6	272	619.7	150.0	886.8	86.0
273	chr5	105131155	105148839	6	360.2	273	392.6	428.0	43.1	15678.0
274	chr11	96459699	96476957	13	358.1	274	419.6	367.0	658.8	162.0
278	chr7	28776892	28793390	8	354.1	278	428.1	346.0	388.8	504.0
280	chr7	4650891	4665337	8	352.9	280	283.8	864.0	86.3	7497.0
281	chr11	48866239	48876611	13	352.9	281	380.0	463.0	490.0	297.0
282	chr19	4179318	4194786	21	352.7	282	115.1	4315.0	335.9	669.0
283	chr9	35113838	35126052	12	352.0	283	412.2	380.0	236.8	1307.0
285	chr6	108827927	108841911	7	351.6	285	455.5	298.0	488.7	299.0
286	chr11	80067095	80082595	13	351.6	286	466.3	283.0	472.4	330.0
287	chr11	49079116	49091134	13	351.4	287	461.5	290.0	492.0	294.0
288	chr13	55015791	55025445	14	351.4	288	407.4	394.0	154.8	2787.0
290	chr6	87495098	87507774	7	351.4	290	403.1	407.0	395.5	483.0
291	chr10	80689730	80701936	9	351.2	291	410.3	385.0	509.8	266.0
293	chr1	88276405	88278529	1	350.6	293	415.8	372.0	373.3	540.0
294	chr19	29360712	29374094	21	350.4	294	476.4	268.0	510.7	265.0
295	chr19	4291990	4307456	21	350.2	295	197.4	1729.0	402.4	472.0
296	chr11	54953732	54965300	13	350.0	296	465.1	285.0	608.9	190.0
298	chr2	22772185	22782279	2	349.1	298	761.3	89.0	733.3	129.0
299	chr2	32535925	32547515	2	349.1	299	447.0	313.0	509.0	269.0
302	chr11	103169251	103180905	13	348.5	302	385.0	450.0	38.8	16853.0
303	chr17	28205249	28219571	18	348.1	303	262.7	1020.0	457.1	353.0
307	chr8	84655192	84665818	10	345.8	307	431.6	339.0	436.8	396.0
308	chr10	19002724	19018568	9	345.6	308	448.2	309.0	33.6	18479.0
309	chr6	99430564	99442504	7	345.3	309	720.7	100.0	808.9	105.0
310	chr11	83058045	83068853	13	344.9	310	424.9	355.0	436.4	398.0
311	chr16	45223154	45236680	17	344.9	311	486.7	253.0	466.6	340.0
312	chr6	117894118	117910726	7	344.3	312	394.6	425.0	431.2	404.0
317	chr6	87528209	87540531	7	340.5	317	343.3	581.0	632.5	177.0
318	chr11	55065794	55079518	13	340.3	318	379.9	464.0	396.4	481.0
320	chr11	61644338	61658682	13	339.3	320	415.9	371.0	642.9	173.0
321	chr9	107623107	107636927	12	339.1	321	375.7	475.0	369.5	555.0
322	chr11	106158324	106172386	13	338.6	322	469.5	278.0	234.5	1342.0
323	chr15	85035140	85045136	16	338.2	323	453.2	301.0	331.8	690.0
324	chr6	124723095	124736081	7	336.5	324	276.3	922.0	322.1	733.0
325	chr10	75586660	75596846	9	335.9	325	337.8	607.0	313.3	765.0
330	chr1	60908090	60922232	1	334.5	330	437.4	328.0	780.9	116.0
332	chr16	49852413	49864727	17	334.0	332	373.2	484.0	567.1	210.0
333	chr1	87844324	87858646	1	334.0	333	373.3	482.0	363.2	571.0
334	chr5	150590987	150604031	6	333.6	334	220.3	1396.0	516.3	262.0
335	chr2	31132478	31146990	2	332.6	335	404.4	403.0	460.1	346.0
336	chr5	37042162	37053940	6	332.4	336	588.3	178.0	502.1	277.0
337	chr1	52110964	52122964	1	332.2	337	485.9	255.0	573.8	204.0
340	chr11	103256872	103271266	13	331.3	340	364.4	513.0	452.3	370.0
341	chr15	80565197	80578241	16	331.3	341	1775.8	6.0	137.8	3379.0
344	chr2	93452614	93463328	2	330.5	344	488.1	249.0	637.3	176.0
346	chr9	66588599	66602497	12	329.6	346	454.6	299.0	428.4	414.0
347	chr11	115402209	115414997	13	328.8	347	366.3	507.0	92.4	6758.0
348	chr4	133868188	133881868	5	328.6	348	352.4	547.0	157.0	2727.0
351	chr9	56088045	56099067	12	327.5	351	263.4	1013.0	501.6	278.0
357	chr7	125551135	125559303	8	325.0	357	356.0	536.0	419.4	435.0
359	chr10	6973969	6984595	9	324.0	359	580.5	181.0	950.1	69.0
361	chr1	125430352	125442658	1	323.8	361	440.7	321.0	493.7	287.0
362	chr17	6771410	6783928	18	323.1	362	372.6	487.0	475.4	323.0
365	chr5	64804160	64814346	6	322.3	365	611.1	158.0	664.2	158.0
367	chr8	72312032	72326052	10	321.5	367	84.4	7063.0	281.6	946.0
370	chr5	142901931	142914201	6	320.6	370	370.9	490.0	424.1	424.0
373	chr1	106701243	106714397	1	320.2	373	320.8	666.0	487.2	301.0
375	chr7	24451250	24464444	8	319.8	375	56.4	11695.0	111.7	4924.0
376	chr11	55017537	55033725	13	319.6	376	350.7	550.0	415.3	443.0
378	chr3	51551585	51564027	4	318.7	378	177.8	2072.0	378.1	528.0
380	chr19	8988603	9001123	21	316.9	380	372.0	488.0	931.6	74.0
383	chr16	91455587	91467875	17	315.6	383	332.1	631.0	291.7	886.0
387	chr4	59255924	59266928	5	315.2	387	391.4	434.0	541.9	230.0
392	chr3	89182924	89196622	4	312.7	392	230.0	1297.0	237.0	1302.0
395	chr15	67170235	67179259	16	311.8	395	396.4	417.0	482.1	313.0
397	chr19	11439713	11452891	21	311.4	397	424.7	356.0	516.1	263.0
400	chr4	134092945	134101341	5	310.2	400	424.4	357.0	432.1	403.0
403	chr11	58206548	58219316	13	307.4	403	346.2	566.0	372.9	542.0
408	chr6	129179267	129190239	7	306.2	408	427.5	349.0	564.3	213.0
409	chr2	24383075	24390023	2	305.8	409	508.4	225.0	383.7	517.0
410	chr19	5865540	5879846	21	305.1	410	249.1	1128.0	290.4	894.0
411	chr9	14897644	14909408	12	305.1	411	354.3	540.0	386.0	510.0
412	chr1	133688001	133703049	1	304.9	412	279.7	889.0	257.5	1121.0
414	chr13	24412865	24422931	14	304.5	414	405.6	401.0	427.6	415.0
415	chr1	132002276	132015298	1	304.3	415	431.6	337.0	482.9	311.0
418	chr1	171913155	171922199	1	303.5	418	465.8	284.0	503.6	276.0
427	chr2	157125805	157139527	2	300.3	427	428.5	345.0	434.5	399.0
429	chr11	83113041	83123429	13	299.9	429	366.6	506.0	394.6	488.0
431	chr9	44486642	44499130	12	299.3	431	252.0	1111.0	200.0	1787.0
432	chr12	84760141	84774247	15	299.3	432	179.2	2048.0	483.1	310.0
434	chr7	125481393	125493231	8	297.8	434	395.2	424.0	492.8	290.0
435	chr12	76355791	76370169	15	297.6	435	367.1	505.0	415.7	441.0
439	chr8	83733786	83743438	10	295.9	439	402.4	409.0	405.2	464.0
440	chr13	5858663	5867503	14	295.7	440	390.5	440.0	455.4	361.0
441	chr19	46501460	46511964	21	295.1	441	319.6	671.0	256.2	1134.0
442	chr3	106785023	106792541	4	294.5	442	526.9	216.0	554.4	218.0
443	chr11	69093341	69101109	13	294.2	443	392.1	432.0	331.1	693.0
444	chr18	60373356	60385180	20	294.0	444	425.9	352.0	388.4	507.0
447	chr11	6552987	6565307	13	293.4	447	322.0	663.0	388.0	508.0
449	chr17	57278461	57291861	18	292.8	449	313.0	705.0	162.6	2533.0
450	chr12	80109738	80120004	15	292.8	450	359.6	528.0	403.0	468.0
452	chr7	142456688	142464902	8	292.4	452	369.2	497.0	570.5	206.0
453	chr8	94427479	94439541	10	292.4	453	382.8	455.0	225.0	1454.0
454	chr16	36929919	36939973	17	292.2	454	447.0	314.0	227.4	1428.0
456	chr4	122878792	122888550	5	291.9	456	553.4	200.0	315.0	756.0
457	chr17	47503928	47515760	18	291.1	457	364.2	516.0	756.8	122.0
460	chr19	11044924	11056846	21	289.2	460	379.5	467.0	472.2	331.0
461	chr2	32071992	32084726	2	289.0	461	81.1	7477.0	303.6	818.0
462	chr11	58193075	58206031	13	288.8	462	100.5	5414.0	402.8	470.0
465	chr19	57112484	57124604	21	287.8	465	382.4	457.0	454.7	364.0
466	chr12	80121229	80135993	15	287.5	466	223.5	1369.0	164.5	2477.0
472	chr9	116166190	116176812	12	286.3	472	559.4	197.0	379.1	526.0
475	chr7	28435418	28447098	8	285.9	475	316.3	686.0	97.3	6239.0
478	chr1	171839207	171847481	1	284.8	478	482.6	260.0	338.0	663.0
479	chr7	24369743	24380773	8	284.6	479	406.3	397.0	410.6	454.0
481	chr15	102225325	102236711	16	284.0	481	267.5	983.0	78.4	8574.0
482	chr1	180246919	180258823	1	284.0	482	308.0	725.0	116.9	4553.0
483	chr6	121241019	121250749	7	283.8	483	371.8	489.0	558.7	217.0
485	chr5	124475008	124485484	6	283.6	485	316.8	683.0	364.3	569.0
486	chr10	19165411	19178321	9	282.9	486	369.6	496.0	324.2	725.0
487	chr5	103752825	103764509	6	282.7	487	211.5	1508.0	251.0	1175.0
492	chr7	102242580	102252586	8	282.3	492	341.4	590.0	362.6	572.0
493	chr12	100899484	100911600	15	281.9	493	450.1	305.0	530.1	242.0
496	chr11	49242681	49252211	13	281.3	496	342.4	584.0	362.1	574.0
500	chr13	73698594	73707110	14	280.8	500	501.8	232.0	134.3	3561.0
502	chr1	171386581	171398083	1	280.2	502	278.7	893.0	78.8	8522.0
503	chr19	53886315	53895789	21	280.2	503	364.4	514.0	392.9	491.0
506	chr7	38183140	38191076	8	279.6	506	342.9	583.0	376.1	533.0
508	chr7	73530482	73542052	8	279.0	508	412.3	379.0	423.9	425.0
510	chr8	34140057	34152209	10	278.3	510	357.0	533.0	385.2	513.0
511	chr4	120971048	120981110	5	278.1	511	319.4	672.0	302.3	822.0
514	chr5	122987144	122996344	6	277.3	514	418.7	368.0	531.1	240.0
515	chr7	135646077	135656779	8	277.3	515	246.5	1148.0	137.1	3420.0
517	chr3	100479141	100491125	4	277.1	517	376.9	472.0	396.1	482.0
521	chr6	125344990	125354456	7	276.7	521	256.9	1069.0	312.4	770.0
524	chr11	100840523	100851761	13	276.0	524	357.0	532.0	459.9	348.0
526	chr17	57074502	57082486	18	275.8	526	258.7	1051.0	236.4	1315.0
529	chr9	62341593	62353969	12	275.0	529	352.4	546.0	306.2	807.0
530	chr12	15806097	15818487	15	274.8	530	354.8	539.0	638.4	175.0
531	chr5	72744468	72754180	6	274.6	531	449.6	307.0	464.0	342.0
532	chr15	78893133	78906315	16	274.3	532	237.8	1225.0	33.4	18525.0
538	chr13	101689719	101704343	14	272.5	538	324.0	655.0	355.9	594.0
543	chr9	7870640	7879820	12	271.0	543	673.5	120.0	403.0	469.0
545	chr17	34185000	34194822	18	270.4	545	301.9	756.0	383.0	518.0
549	chr2	180723842	180733702	2	268.7	549	163.6	2374.0	139.1	3318.0
550	chr7	63933247	63944007	8	268.7	550	375.2	479.0	400.2	474.0
551	chr1	156031427	156043515	1	268.7	551	333.8	627.0	316.5	750.0
552	chr2	11634961	11648115	2	268.5	552	384.8	451.0	252.3	1165.0
558	chr12	78976901	78984845	15	267.9	558	363.4	518.0	321.2	735.0
560	chr15	89305629	89315843	16	267.6	560	274.5	933.0	232.7	1361.0
561	chr6	38349178	38359406	7	267.4	561	609.6	160.0	676.9	149.0
562	chr17	35914785	35926419	18	267.2	562	263.2	1015.0	221.5	1501.0
567	chr14	73139950	73151168	11	265.1	567	328.5	638.0	241.1	1261.0
568	chr1	85746553	85755035	1	264.7	568	415.1	373.0	267.8	1046.0
569	chr12	103428842	103438758	15	264.7	569	543.9	207.0	346.6	633.0
571	chr5	105052584	105066288	6	264.5	571	129.2	3553.0	449.1	374.0
572	chr10	58364170	58375862	9	264.5	572	370.9	492.0	371.0	550.0
575	chr1	171765494	171777246	1	263.7	575	262.0	1026.0	376.1	532.0
579	chr19	10824818	10832164	21	263.0	579	653.9	134.0	359.3	583.0
582	chr3	115708795	115717187	4	262.6	582	344.1	576.0	430.0	409.0
584	chr8	22699178	22709766	10	262.4	584	361.1	522.0	223.5	1476.0
590	chr19	11532792	11545480	21	262.0	590	360.4	525.0	281.8	943.0
595	chr16	91544918	91554676	17	260.9	595	313.7	698.0	263.3	1081.0
601	chr10	127317463	127328371	9	259.1	601	22.2	22364.0	280.1	958.0
603	chr19	34604114	34610504	21	259.1	603	356.8	534.0	229.5	1402.0
606	chr13	117215230	117224330	14	257.8	606	399.6	411.0	295.6	859.0
607	chr2	122144639	122152153	2	257.6	607	336.7	613.0	370.7	551.0
609	chr11	103340188	103348466	13	257.4	609	239.0	1215.0	231.7	1378.0
610	chr18	34851672	34861510	20	257.0	610	344.0	577.0	368.8	558.0
612	chr1	165786865	165796279	1	255.5	612	775.0	87.0	924.3	76.0
613	chr2	91955989	91966777	2	255.5	613	461.0	291.0	288.7	908.0
620	chr16	10779027	10789807	17	254.2	620	635.3	144.0	999.0	61.0
623	chr5	115150202	115161086	6	253.6	623	304.6	741.0	267.4	1054.0
624	chr3	106482075	106489903	4	253.2	624	663.7	126.0	456.4	356.0
625	chr7	79270962	79280438	8	253.2	625	294.8	797.0	355.2	596.0
629	chr19	12570171	12581039	21	251.9	629	259.3	1048.0	261.8	1095.0
631	chr2	127329340	127341114	2	251.7	631	342.1	585.0	897.2	84.0
635	chr11	68430209	68437749	13	251.5	635	692.0	108.0	1278.0	29.0
637	chr7	127086448	127094992	8	251.1	637	291.6	819.0	324.2	724.0
639	chr5	23430623	23437247	6	250.7	639	439.1	325.0	411.9	451.0
640	chr7	127008630	127018502	8	250.5	640	95.0	5897.0	390.8	498.0
642	chr2	30235329	30244547	2	250.1	642	216.6	1441.0	170.5	2330.0
647	chr8	3352570	3362694	10	248.8	647	327.1	642.0	631.9	178.0
648	chr8	88689590	88699556	10	248.6	648	36.9	16645.0	385.4	512.0
650	chr5	139376525	139386695	6	248.4	650	346.2	565.0	383.0	520.0
651	chr10	79848171	79859163	9	248.2	651	242.6	1176.0	274.9	993.0
652	chr13	75838808	75848542	14	248.0	652	273.9	942.0	148.6	2971.0
658	chr11	115504705	115515769	13	247.3	658	262.3	1024.0	199.6	1796.0
661	chr7	118110620	118121908	8	246.7	661	233.7	1271.0	301.6	826.0
662	chr5	112270165	112280283	6	246.3	662	689.1	110.0	790.6	111.0
664	chr16	97532655	97539421	17	245.7	664	289.8	832.0	261.2	1103.0
665	chr8	25095663	25104591	10	245.4	665	318.2	677.0	363.6	570.0
668	chr19	53455994	53467544	21	244.8	668	258.2	1056.0	389.9	502.0
669	chr3	95225744	95234150	4	244.6	669	271.8	957.0	300.8	834.0
673	chr6	106789409	106800077	7	244.4	673	408.6	388.0	460.5	345.0
674	chr3	88620563	88630165	4	244.2	674	138.5	3136.0	223.3	1483.0
683	chr1	153748744	153755826	1	242.5	683	312.5	708.0	298.8	842.0
685	chr11	100817051	100828553	13	242.3	685	305.1	738.0	313.7	762.0
688	chr17	70847057	70855485	18	241.7	688	302.6	751.0	447.2	378.0
690	chr3	96552770	96561546	4	241.1	690	326.4	646.0	389.9	501.0
691	chr1	64115613	64125005	1	240.6	691	306.8	731.0	287.9	910.0
694	chr10	128739603	128748595	9	240.0	694	337.8	605.0	454.5	365.0
695	chr6	145120681	145128127	7	240.0	695	288.1	836.0	308.3	796.0
698	chr11	46303044	46313824	13	239.8	698	311.7	712.0	398.9	476.0
699	chr14	70171993	70178881	11	239.8	699	206.9	1574.0	203.2	1739.0
700	chr3	87840191	87849047	4	239.2	700	310.6	714.0	307.9	799.0
701	chr6	134916141	134924427	7	239.0	701	299.6	768.0	301.0	830.0
702	chr12	111158524	111166576	15	238.7	702	278.8	891.0	421.3	431.0
703	chr17	6428542	6432348	18	238.3	703				
709	chr16	23606205	23613543	17	237.5	709	304.4	742.0	216.4	1573.0
710	chr8	70692248	70701654	10	237.3	710	273.9	941.0	316.3	752.0
717	chr19	47507770	47514248	21	236.0	717	275.7	927.0	281.8	944.0
721	chr19	4052162	4061432	21	235.0	721	275.4	928.0	190.5	1932.0
722	chr19	57350281	57360917	21	234.6	722	280.0	887.0	261.4	1099.0
725	chr1	52004120	52013040	1	234.3	725	310.5	715.0	414.7	444.0
728	chr19	34637488	34645824	21	233.9	728	274.7	932.0	191.2	1926.0
730	chr1	133128054	133135380	1	233.5	730	300.7	763.0	340.0	658.0
731	chr2	9871651	9879635	2	233.5	731	393.6	427.0	466.6	339.0
732	chr5	125388287	125395919	6	233.5	732	307.5	728.0	366.7	562.0
735	chr3	107035556	107045500	4	233.1	735	368.4	500.0	371.8	545.0
736	chr8	88632182	88639538	10	233.1	736	254.4	1086.0	318.6	742.0
737	chr19	47913827	47921539	21	232.7	737	256.5	1072.0	270.6	1021.0
741	chr11	69890941	69903175	13	231.6	741	96.6	5757.0	103.1	5688.0
746	chr11	58180731	58189557	13	230.4	746	286.7	844.0	307.7	800.0
748	chr4	134491051	134499635	5	229.7	748	277.5	905.0	184.5	2027.0
749	chr7	104239462	104249384	8	229.7	749	278.5	896.0	285.1	927.0
753	chr13	112462883	112470497	14	228.9	753	501.5	233.0	361.9	576.0
757	chr7	73555750	73564986	8	228.3	757	358.2	531.0	337.8	664.0
759	chr4	126195238	126205596	5	227.9	759	298.9	773.0	225.8	1445.0
761	chr10	93159292	93169736	9	227.9	761	613.0	156.0	430.8	405.0
762	chr1	193198331	193206099	1	227.6	762	679.1	115.0	350.5	612.0
770	chr9	103105921	103112971	12	226.8	770	274.4	935.0	256.0	1136.0
773	chr9	119976435	119984431	12	226.6	773	277.5	906.0	272.4	1010.0
775	chr6	87037110	87042978	7	226.4	775	290.4	827.0	369.2	556.0
776	chr3	142491197	142502283	4	226.2	776	231.6	1283.0	365.6	565.0
779	chr14	66272600	66281784	11	225.8	779	249.8	1121.0	281.2	950.0
780	chr1	161248446	161256908	1	225.6	780	285.5	849.0	220.3	1520.0
784	chr3	93551767	93560975	4	225.3	784	301.3	758.0	300.8	833.0
789	chr1	55025499	55032537	1	224.7	789	334.3	624.0	275.8	991.0
