id	chr_name	start	end	chromosome_id	tag_count_1um_pcc	id_1um_pcc	tag_count_no_peptide	id_no_peptide	tag_count_1um_k99a	id_1um_k99a
92	chr1	164060883	164085739	1	864.6	92	79.8	5473.0	423.0	362.0
96	chr2	79247006	79272784	2	853.7	96	471.6	136.0	129.4	3542.0
97	chr2	43746503	43776307	2	851.3	97	192.3	1106.0	475.9	269.0
98	chr6	48672635	48696529	7	850.2	98	451.3	149.0	665.1	124.0
99	chr13	30747426	30772376	14	843.3	99	102.2	3487.0	173.4	2165.0
101	chr19	10728760	10750580	21	838.6	101	551.0	96.0	698.4	104.0
104	chr2	34951058	34967532	2	823.1	104	507.9	117.0	687.9	111.0
105	chr6	99425099	99447915	7	808.9	105	345.3	309.0	720.7	100.0
106	chr11	30175966	30199514	13	806.1	106	574.5	80.0	822.3	71.0
107	chr1	53768676	53787936	1	803.3	107	176.5	1295.0	1047.8	37.0
111	chr5	112270032	112295530	6	790.6	111	335.7	326.0	689.1	110.0
112	chr11	53757535	53781307	13	788.4	112	463.5	146.0	48.1	13615.0
114	chr5	113822005	113843327	6	783.3	114	599.4	68.0	676.7	118.0
116	chr1	60901556	60922034	1	780.9	116	334.5	330.0	46.2	14097.0
117	chr6	125226177	125242241	7	780.0	117	553.5	94.0	602.7	163.0
119	chr3	60469486	60490378	4	771.0	119	408.4	201.0	618.2	152.0
121	chr15	27664239	27682087	16	764.5	121	505.3	118.0	97.9	5612.0
122	chr17	47502940	47524612	18	756.8	122	291.1	457.0	364.2	516.0
123	chr12	112850677	112871341	15	755.5	123	471.6	137.0	567.5	193.0
125	chr16	84701058	84718938	17	752.7	125	99.5	3685.0	171.8	2198.0
126	chr17	51812853	51831819	18	749.9	126	143.0	1936.0	414.9	375.0
128	chr14	25453901	25478267	11	735.5	128	108.5	3121.0	293.1	810.0
129	chr2	22771296	22791092	2	733.3	129	33.3	15174.0	761.3	89.0
133	chr1	136125812	136144604	1	720.4	133	501.2	124.0	573.1	190.0
136	chr9	44971584	44989390	12	712.9	136	508.5	116.0	677.3	117.0
137	chr10	96614908	96637376	9	708.1	137	78.3	5627.0	1194.1	25.0
138	chr16	92808924	92828418	17	707.3	138	467.9	141.0	988.4	47.0
141	chr4	11141269	11159811	5	702.3	141	421.4	186.0	534.8	211.0
142	chr13	63237100	63257786	14	694.3	142	361.9	270.0	459.9	293.0
143	chr14	27362284	27387350	11	689.4	143	50.7	10370.0	493.8	244.0
144	chr4	156018661	156034591	5	688.3	144	698.4	42.0	618.5	151.0
145	chr6	48696308	48716868	7	683.8	145	382.2	238.0	624.0	148.0
146	chr4	133619547	133635521	5	681.2	146	431.8	174.0	545.3	205.0
147	chr8	84974131	84988109	10	678.4	147	430.0	176.0	509.2	224.0
148	chr14	70269556	70291450	11	677.5	148	65.8	7416.0	240.4	1200.0
149	chr6	38341449	38361221	7	676.9	149	267.4	561.0	609.6	160.0
151	chr11	52262271	52282985	13	676.3	151	608.4	67.0	435.2	330.0
153	chr4	102566072	102581766	5	670.7	153	435.8	165.0	589.0	176.0
155	chr2	160732122	160748944	2	667.0	155	386.4	230.0	588.8	177.0
157	chr11	98937035	98951747	13	664.4	157	574.2	81.0	569.5	192.0
158	chr5	64803764	64821938	6	664.2	158	322.3	365.0	31.8	18398.0
159	chr7	125596389	125612365	8	664.2	159	425.6	180.0	38.1	16262.0
160	chr15	9521124	9535804	16	663.1	160	393.7	217.0	628.8	147.0
162	chr11	96453638	96475680	13	658.8	162	113.9	2860.0	147.8	2817.0
163	chr1	60745524	60763324	1	658.4	163	475.0	135.0	653.7	136.0
164	chr7	28371236	28387380	8	656.9	164	593.5	70.0	693.9	107.0
166	chr7	31143786	31162574	8	655.4	166	499.7	125.0	43.8	14724.0
170	chr1	184032332	184054476	1	648.0	170	168.4	1438.0	50.9	12966.0
171	chr4	130907828	130925062	5	646.5	171	410.3	196.0	481.1	263.0
172	chr15	77822929	77843227	16	644.0	172	630.8	56.0	161.8	2426.0
173	chr11	61641702	61658268	13	642.9	173	339.3	320.0	415.9	371.0
175	chr12	15800880	15822540	15	638.4	175	274.8	530.0	354.8	539.0
176	chr2	93448407	93464437	2	637.3	176	330.5	344.0	488.1	249.0
177	chr6	87527085	87542943	7	632.5	177	340.5	317.0	343.3	581.0
178	chr8	3352016	3371800	10	631.9	178	248.8	647.0	327.1	642.0
179	chr6	91102543	91119261	7	630.8	179	494.9	128.0	501.2	236.0
180	chr5	105133909	105156209	6	630.4	180	360.2	273.0	392.6	428.0
182	chr4	63398010	63410910	5	627.8	182	392.0	221.0	456.3	296.0
188	chr12	101005116	101023206	15	611.7	188	304.1	417.0	471.4	273.0
190	chr11	54949658	54965970	13	608.9	190	81.3	5291.0	465.1	285.0
191	chr8	88287305	88301061	10	606.7	191	450.5	150.0	512.2	222.0
193	chr14	27226668	27245084	11	591.9	193	582.8	76.0	779.5	86.0
195	chr8	119824781	119841779	10	585.4	195	320.4	372.0	369.6	495.0
201	chr3	60495492	60514554	4	577.9	201	138.0	2064.0	340.7	594.0
202	chr1	80743470	80760804	1	574.8	202	53.6	9732.0	435.0	331.0
204	chr1	52111299	52126525	1	573.8	204	332.2	337.0	485.9	255.0
205	chr2	172389898	172406348	2	572.0	205	97.8	3808.0	101.2	5356.0
206	chr7	142456365	142465235	8	570.5	206	292.4	452.0	369.2	497.0
207	chr1	58719432	58731600	1	570.3	207	543.3	101.0	670.4	122.0
210	chr16	49852293	49864835	17	567.1	210	334.0	332.0	373.2	484.0
212	chr17	29485535	29503579	18	564.5	212	108.1	3146.0	388.3	445.0
213	chr6	129179258	129190176	7	564.3	213	306.2	408.0	427.5	349.0
214	chr15	74952000	74964788	16	563.7	214	39.8	13169.0	582.8	180.0
215	chr10	62499557	62514435	9	560.9	215	411.7	193.0	517.8	221.0
216	chr9	57637325	57655885	12	559.8	216	199.4	1015.0	425.2	353.0
217	chr6	121236162	121249306	7	558.7	217	283.8	483.0	371.8	489.0
218	chr3	106781322	106791598	4	554.4	218	294.5	442.0	526.9	216.0
221	chr6	140610241	140624165	7	551.2	221	106.2	3254.0	131.9	3417.0
226	chr6	134033707	134051031	7	545.4	226	168.2	1440.0	410.6	383.0
228	chr11	32530391	32545061	13	543.6	228	393.5	218.0	1094.1	32.0
229	chr15	86058451	86072997	16	543.2	229	395.8	216.0	494.6	243.0
230	chr4	59252071	59270117	5	541.9	230	315.2	387.0	391.4	434.0
235	chr5	124020341	124037761	6	540.4	235	424.5	181.0	642.2	140.0
236	chr15	76194316	76208238	16	540.0	236	77.9	5685.0	338.3	604.0
238	chr10	19006111	19017909	9	531.8	238	345.6	308.0	448.2	309.0
239	chr7	16399422	16410288	8	531.6	239	449.2	152.0	487.2	250.0
240	chr5	122983458	122998584	6	531.1	240	74.3	6128.0	24.4	21356.0
242	chr12	100893067	100910113	15	530.1	242	281.9	493.0	450.1	305.0
245	chr6	136934834	136947430	7	527.5	245	373.6	247.0	483.5	259.0
249	chr2	28513772	28527748	2	524.7	249	164.0	1514.0	122.7	3869.0
250	chr1	95654643	95669749	1	523.6	250	72.0	6450.0	428.0	347.0
251	chr11	79517716	79531382	13	523.6	251	440.0	161.0	574.9	186.0
254	chr17	72916746	72927692	18	521.2	254	163.1	1526.0	477.6	265.0
257	chr7	127132337	127145707	8	519.5	257	409.2	197.0	237.4	1230.0
262	chr5	150592080	150602876	6	516.3	262	333.6	334.0	220.3	1396.0
263	chr19	11434399	11453053	21	516.1	263	311.4	397.0	424.7	356.0
264	chr3	88136742	88151868	4	512.4	264	593.1	72.0	646.3	138.0
265	chr19	29360592	29374216	21	510.7	265	350.4	294.0	476.4	268.0
266	chr10	80689815	80701847	9	509.8	266	351.2	291.0	410.3	385.0
269	chr2	32533947	32548649	2	509.0	269	349.1	299.0	447.0	313.0
270	chr1	36760141	36774405	1	507.2	270	193.1	1092.0	340.0	599.0
272	chr4	156003373	156017487	5	506.6	272	698.4	42.0	230.4	1293.0
274	chr8	15008814	15022614	10	504.2	274	335.1	328.0	98.4	5573.0
275	chr19	36371338	36385950	21	503.8	275	200.2	1006.0	245.9	1158.0
276	chr1	171914894	171926038	1	503.6	276	303.5	418.0	465.8	284.0
277	chr5	37040489	37054691	6	502.1	277	332.4	336.0	588.3	178.0
283	chr1	82823930	82841582	1	497.6	283	225.1	785.0	277.0	909.0
287	chr1	125428701	125443215	1	493.7	287	53.0	9864.0	440.7	321.0
289	chr15	79888626	79905846	16	493.2	289	382.6	237.0	375.4	477.0
290	chr7	125480749	125496935	8	492.8	290	297.8	434.0	395.2	424.0
292	chr3	84655859	84670377	4	492.2	292	177.6	1284.0	169.7	2228.0
294	chr11	49080681	49093231	13	492.0	294	351.4	287.0	461.5	290.0
295	chr2	32713814	32726838	2	491.3	295	418.2	189.0	531.1	213.0
297	chr11	48866416	48876434	13	490.0	297	352.9	281.0	30.2	18920.0
299	chr6	108827823	108841991	7	488.7	299	351.6	285.0	455.5	298.0
301	chr1	106705752	106717760	1	487.2	301	320.2	373.0	320.8	666.0
303	chr18	82469340	82483072	20	486.1	303	468.7	140.0	347.0	561.0
305	chr16	52030787	52042135	17	485.9	305	218.9	838.0	381.8	459.0
306	chr10	60346655	60358091	9	485.5	306	447.1	153.0	566.3	194.0
307	chr6	72951907	72965013	7	483.3	307	170.1	1401.0	542.6	209.0
310	chr12	84760272	84773992	15	483.1	310	299.3	432.0	179.2	2048.0
311	chr1	132005489	132016101	1	482.9	311	304.3	415.0	431.6	337.0
312	chr2	129174455	129188195	2	482.1	312	402.7	204.0	501.2	235.0
313	chr15	67169273	67178939	16	482.1	313	311.8	395.0	396.4	417.0
316	chr4	129567393	129578509	5	479.3	316	396.9	213.0	736.2	96.0
318	chr15	78562614	78578092	16	477.3	318	492.6	130.0	163.6	2371.0
319	chr12	55481580	55493896	15	477.1	319	174.2	1347.0	187.1	1890.0
320	chr12	107990311	108003139	15	477.1	320	133.6	2175.0	396.4	418.0
322	chr13	32991040	33007310	14	475.4	322	128.4	2317.0	284.5	856.0
323	chr17	6771121	6784207	18	475.4	323	323.1	362.0	372.6	487.0
325	chr10	42858160	42869988	9	474.5	325	613.4	65.0	662.0	128.0
327	chr9	32530104	32545268	12	474.1	327	214.0	891.0	360.4	524.0
328	chr8	106050381	106063695	10	473.7	328	419.7	187.0	655.1	133.0
330	chr11	80066586	80082120	13	472.4	330	351.6	286.0	466.3	283.0
331	chr19	11044211	11056061	21	472.2	331	289.2	460.0	379.5	467.0
339	chr2	9866267	9879759	2	466.6	339	80.0	5439.0	393.6	427.0
340	chr16	45221528	45235010	17	466.6	340	344.9	311.0	486.7	253.0
341	chr6	149181746	149198500	7	464.6	341	384.3	233.0	433.5	334.0
342	chr5	72739220	72753752	6	464.0	342	274.6	531.0	449.6	307.0
345	chr6	106785253	106800417	7	460.5	345	244.4	673.0	408.6	388.0
346	chr2	31133142	31147456	2	460.1	346	332.6	335.0	404.4	403.0
348	chr11	100840895	100855015	13	459.9	348	276.0	524.0	357.0	532.0
352	chr16	19967965	19986481	17	457.3	352	191.6	1117.0	433.8	333.0
353	chr17	28204698	28219268	18	457.1	353	348.1	303.0	262.7	1020.0
356	chr3	106481880	106490098	4	456.4	356	253.2	624.0	663.7	126.0
358	chr1	80658441	80674463	1	455.8	358	41.7	12692.0	242.1	1183.0
360	chr11	103171352	103181074	13	455.4	360	348.5	302.0	385.0	450.0
361	chr13	5857845	5867743	14	455.4	361	295.7	440.0	390.5	440.0
362	chr1	94043236	94056966	1	454.7	362	109.5	3076.0	133.7	3333.0
363	chr3	89382575	89395993	4	454.7	363	387.4	228.0	199.3	1699.0
364	chr19	57113547	57125901	21	454.7	364	287.8	465.0	382.4	457.0
365	chr10	128736494	128750488	9	454.5	365	240.0	694.0	337.8	605.0
366	chr5	134225069	134239945	6	454.5	366	550.2	97.0	598.4	168.0
367	chr4	117119690	117129024	5	453.4	367	365.7	262.0	395.2	423.0
369	chr2	164074359	164088863	2	452.3	369	416.3	190.0	431.6	338.0
370	chr11	103255680	103269182	13	452.3	370	331.3	340.0	364.4	513.0
372	chr2	151563004	151574432	2	450.4	372	67.2	7191.0	85.6	6943.0
374	chr5	105050092	105065822	6	449.1	374	264.5	571.0	129.2	3553.0
375	chr13	41476592	41490378	14	449.1	375	422.8	184.0	484.0	258.0
377	chr3	137967627	137981801	4	447.4	377	147.0	1847.0	200.7	1673.0
378	chr17	70844986	70855792	18	447.2	378	241.7	688.0	302.6	751.0
383	chr5	20937697	20953355	6	445.0	383	170.3	1395.0	370.4	493.0
386	chr1	87619682	87630698	1	443.9	386	157.5	1643.0	420.9	365.0
396	chr8	84655947	84666389	10	436.8	396	345.8	307.0	431.6	339.0
397	chr19	5840653	5852335	21	436.6	397	365.7	263.0	423.0	361.0
398	chr11	83057981	83069811	13	436.4	398	344.9	310.0	424.9	355.0
399	chr2	157126269	157140059	2	434.5	399	300.3	427.0	428.5	345.0
403	chr4	134089616	134100602	5	432.1	403	310.2	400.0	424.4	357.0
404	chr6	117895126	117910236	7	431.2	404	344.3	312.0	394.6	425.0
405	chr10	93161251	93173479	9	430.8	405	227.9	761.0	613.0	156.0
407	chr19	4111157	4127679	21	430.4	407	418.9	188.0	467.8	281.0
409	chr3	115707499	115717187	4	430.0	409	262.6	582.0	344.1	576.0
410	chr4	145239238	145252140	5	429.3	410	425.8	179.0	347.0	562.0
414	chr9	66584044	66602074	12	428.4	414	329.6	346.0	454.6	299.0
415	chr13	24412232	24420890	14	427.6	415	304.5	414.0	405.6	401.0
416	chr14	121912142	121926222	11	427.6	416	121.3	2577.0	1098.4	31.0
417	chr3	135674227	135690933	4	426.9	417	98.6	3757.0	136.9	3194.0
419	chr4	83318814	83329902	5	426.5	419	215.9	873.0	269.6	970.0
420	chr11	6517373	6528999	13	426.1	420	100.7	3602.0	199.3	1700.0
421	chr1	135126500	135135910	1	425.6	421	126.7	2380.0	315.3	692.0
424	chr5	142902005	142914173	6	424.1	424	320.6	370.0	370.9	490.0
425	chr7	73528535	73542561	8	423.9	425	279.0	508.0	412.3	379.0
427	chr8	72159562	72172826	10	423.1	427	523.1	107.0	547.2	203.0
431	chr12	111156098	111165532	15	421.3	431	238.7	702.0	278.8	891.0
432	chr17	28691253	28704347	18	420.7	432	196.0	1062.0	241.4	1190.0
434	chr7	25679044	25690090	8	419.6	434	54.9	9455.0	110.0	4655.0
435	chr7	125550805	125558513	8	419.4	435	325.0	357.0	356.0	536.0
441	chr12	76356831	76369085	15	415.7	441	297.6	435.0	367.1	505.0
444	chr1	52004020	52014764	1	414.7	444	234.3	725.0	310.5	715.0
445	chr11	75529583	75538875	13	414.7	445	409.0	200.0	434.7	332.0
449	chr19	53526714	53541782	21	413.4	449	149.9	1777.0	149.0	2777.0
451	chr5	23425634	23437418	6	411.9	451	250.7	639.0	439.1	325.0
453	chr9	107331108	107339342	12	411.0	453	110.6	3017.0	276.1	923.0
454	chr7	24367453	24380659	8	410.6	454	284.6	479.0	406.3	397.0
455	chr18	80700885	80715645	20	410.1	455	212.6	910.0	291.7	818.0
459	chr10	80672865	80684971	9	406.3	459	49.8	10571.0	58.4	11230.0
460	chr17	27817146	27828322	18	405.8	460	218.6	841.0	334.5	623.0
462	chr6	108655167	108666085	7	405.6	462	57.8	8824.0	194.3	1783.0
464	chr8	83730914	83742646	10	405.2	464	295.9	439.0	402.4	409.0
465	chr7	143003662	143012748	8	405.0	465	216.8	860.0	265.8	990.0
468	chr12	80108919	80119133	15	403.0	468	292.8	450.0	359.6	528.0
469	chr9	7869675	7879025	12	403.0	469	271.0	543.0	673.5	120.0
470	chr11	58191296	58203740	13	402.8	470	288.8	462.0	188.8	1867.0
471	chr17	50179731	50191913	18	402.6	471	187.0	1172.0	317.0	682.0
472	chr19	4293044	4307210	21	402.4	472	350.2	295.0	197.4	1729.0
474	chr7	63932367	63944905	8	400.2	474	268.7	550.0	375.2	479.0
475	chr2	127330727	127340429	2	399.8	475	251.7	631.0	342.1	585.0
476	chr11	46303244	46313614	13	398.9	476	239.8	698.0	311.7	712.0
480	chr6	127145502	127156096	7	396.6	480	111.6	2964.0	199.5	1697.0
481	chr11	55065596	55079040	13	396.4	481	340.3	318.0	379.9	464.0
482	chr3	100478828	100490808	4	396.1	482	277.1	517.0	376.9	472.0
483	chr6	87494791	87506503	7	395.5	483	351.4	290.0	403.1	407.0
484	chr15	97817163	97831147	16	395.5	484	32.9	15310.0	288.1	839.0
485	chr4	149654993	149669749	5	395.3	485	181.8	1237.0	206.9	1572.0
487	chr9	40445094	40456726	12	394.6	487	145.1	1888.0	408.0	389.0
488	chr11	83112833	83123721	13	394.6	488	299.9	429.0	366.6	506.0
489	chr19	5795905	5807351	21	394.0	489	521.7	109.0	579.3	184.0
490	chr9	21320652	21334410	12	392.9	490	167.1	1461.0	296.2	792.0
491	chr19	53886729	53896177	21	392.9	491	280.2	503.0	364.4	514.0
492	chr11	98541016	98552242	13	392.9	492	62.0	8070.0	338.6	602.0
493	chr2	132597168	132609978	2	392.9	493	432.7	172.0	546.5	204.0
495	chr6	114911346	114922046	7	392.5	495	173.6	1354.0	595.1	170.0
497	chr6	34861527	34871793	7	391.2	497	204.0	976.0	344.5	575.0
498	chr7	127006548	127017868	8	390.8	498	250.5	640.0	77.5	7947.0
501	chr3	96552452	96565092	4	389.9	501	241.1	690.0	326.4	646.0
502	chr19	53452200	53465636	21	389.9	502	244.8	668.0	258.2	1056.0
503	chr2	153233029	153243159	2	389.0	503	41.5	12751.0	170.3	2218.0
504	chr7	28778669	28793459	8	388.8	504	354.1	278.0	428.1	346.0
505	chr11	60105874	60119756	13	388.6	505	41.9	12604.0	211.8	1502.0
507	chr18	60372816	60385052	20	388.4	507	294.0	444.0	425.9	352.0
508	chr11	6557605	6569871	13	388.0	508	293.4	447.0	43.1	14867.0
510	chr9	14898152	14908842	12	386.0	510	305.1	411.0	354.3	540.0
511	chr12	98267214	98273876	15	385.6	511	212.8	906.0	287.9	840.0
512	chr8	88689683	88699401	10	385.4	512	248.6	648.0	298.8	777.0
513	chr8	34139202	34150234	10	385.2	513	278.3	510.0	357.0	533.0
517	chr2	24382896	24389568	2	383.7	517	305.8	409.0	508.4	225.0
518	chr17	34182655	34192765	18	383.0	518	270.4	545.0	301.9	756.0
520	chr5	139376308	139386778	6	383.0	520	248.4	650.0	346.2	565.0
522	chr16	57547696	57563536	17	381.5	522	95.1	3979.0	364.7	512.0
526	chr9	116166524	116176524	12	379.1	526	286.3	472.0	559.4	197.0
528	chr3	51551850	51562842	4	378.1	528	318.7	378.0	177.8	2072.0
529	chr10	28668208	28679136	9	377.2	529	85.0	4869.0	368.2	502.0
530	chr2	93420261	93429547	2	376.8	530			192.6	1819.0
532	chr1	171765802	171775810	1	376.1	532	263.7	575.0	262.0	1026.0
533	chr7	38182582	38190802	8	376.1	533	279.6	506.0	342.9	583.0
534	chr1	191179632	191191100	1	375.1	534			51.5	12794.0
536	chr3	9825576	9834142	4	374.4	536	175.9	1317.0	306.5	734.0
537	chr7	143619009	143632481	8	374.2	537	201.5	993.0	280.7	883.0
540	chr1	88276373	88278545	1	373.3	540	350.6	293.0	415.8	372.0
542	chr11	58208986	58220936	13	372.9	542	307.4	403.0	346.2	566.0
544	chr7	31032466	31044734	8	372.3	544	378.4	242.0	423.0	360.0
545	chr3	107035644	107045494	4	371.8	545	233.1	735.0	368.4	500.0
546	chr11	116413451	116427423	13	371.8	546	35.0	14606.0	41.7	15243.0
550	chr10	58364645	58377155	9	371.0	550	264.5	572.0	370.9	492.0
551	chr2	122145206	122153628	2	370.7	551	257.6	607.0	336.7	613.0
553	chr7	30414556	30424668	8	370.1	553	466.6	142.0	470.6	274.0
554	chr7	98691272	98705126	8	369.5	554	208.6	935.0	219.6	1407.0
555	chr9	107622607	107635955	12	369.5	555	339.1	321.0	375.7	475.0
556	chr6	87037474	87044618	7	369.2	556	226.4	775.0	290.4	827.0
558	chr18	34852502	34862994	20	368.8	558	257.0	610.0	344.0	577.0
560	chr3	131108640	131121804	4	367.7	560	106.6	3228.0	262.5	1023.0
562	chr5	125387999	125395567	6	366.7	562	233.5	732.0	307.5	728.0
563	chr7	126700110	126710316	8	365.8	563	363.6	267.0	341.7	588.0
565	chr3	142492735	142500791	4	365.6	565	226.2	776.0	231.6	1283.0
569	chr5	124474896	124485574	6	364.3	569	283.6	485.0	316.8	683.0
570	chr8	25095255	25104999	10	363.6	570	245.4	665.0	318.2	677.0
571	chr1	87844799	87859159	1	363.2	571	334.0	333.0	373.3	482.0
572	chr7	102241797	102252237	8	362.6	572	282.3	492.0	341.4	590.0
574	chr11	49242657	49252243	13	362.1	574	281.3	496.0	342.4	584.0
575	chr10	111992497	112002667	9	361.9	575	103.0	3432.0	341.2	591.0
576	chr13	112462617	112472445	14	361.9	576	228.9	753.0	501.5	233.0
579	chr19	12796428	12805732	21	360.2	579	189.7	1146.0	368.5	499.0
583	chr19	10822256	10832358	21	359.3	583	263.0	579.0	653.9	134.0
584	chr11	70645005	70658779	13	358.3	584	110.4	3031.0	197.4	1728.0
589	chr15	100662546	100671932	16	356.8	589	375.9	245.0	407.5	393.0
592	chr6	48765133	48772183	7	356.1	592	206.5	956.0	257.5	1064.0
593	chr10	13962676	13973584	9	356.1	593	121.5	2566.0	315.1	693.0
594	chr13	101690269	101703569	14	355.9	594	272.5	538.0	324.0	655.0
596	chr7	79270862	79280538	8	355.2	596	253.2	625.0	294.8	797.0
600	chr6	146493024	146502228	7	354.4	600	224.5	792.0	259.3	1045.0
606	chr8	126582878	126593664	10	352.0	606	178.2	1280.0	290.2	829.0
607	chr18	23803067	23814185	20	351.4	607	112.0	2935.0	215.1	1465.0
608	chr15	61980050	61991096	16	351.2	608	170.7	1390.0	51.2	12859.0
612	chr1	193195922	193205006	1	350.5	612	69.5	6840.0	679.1	115.0
616	chr17	26500565	26510663	18	350.1	616	223.9	802.0	199.0	1704.0
617	chr15	102227555	102236381	16	349.9	617	284.0	481.0	267.5	983.0
621	chr3	89904657	89914523	4	349.4	621	151.0	1757.0	394.1	426.0
623	chr7	78718362	78727450	8	349.0	623	179.5	1262.0	298.9	774.0
629	chr5	107721448	107732242	6	347.1	629	61.6	8184.0	119.9	4024.0
630	chr7	25776555	25788777	8	346.8	630	72.0	6461.0	218.5	1419.0
632	chr4	109111380	109124902	5	346.8	632	221.8	817.0	341.7	587.0
633	chr12	103428804	103439764	15	346.6	633	264.7	569.0	543.9	207.0
634	chr6	129266820	129277188	7	346.4	634	142.4	1958.0	213.9	1479.0
636	chr19	53897935	53908477	21	345.6	636	204.8	970.0	167.7	2265.0
637	chr4	134913048	134926734	5	345.3	637	123.6	2486.0	323.7	657.0
648	chr1	88693862	88703922	1	341.9	648	470.8	139.0	598.7	167.0
658	chr1	133128997	133136745	1	340.0	658	233.5	730.0	300.7	763.0
662	chr1	180328008	180339970	1	338.9	662	48.4	10967.0	219.4	1409.0
663	chr1	171838903	171847049	1	338.0	663	284.8	478.0	482.6	260.0
664	chr7	73551513	73561179	8	337.8	664	228.3	757.0	358.2	531.0
666	chr6	65587671	65605601	7	336.7	666	153.1	1715.0	312.2	710.0
667	chr14	74940220	74949586	11	336.7	667	168.8	1421.0	242.6	1177.0
669	chr19	4183315	4194249	21	335.9	669	352.7	282.0	224.2	1356.0
673	chr10	22295145	22307583	9	334.8	673	248.0	653.0	493.3	245.0
676	chr11	100930348	100942776	13	333.9	676	152.7	1727.0	85.2	6969.0
