chr_name	chromosome_id	end	id	id_1um_k99a	id_1um_pcc	id_no_peptide	start	tag_count_1um_k99a	tag_count_1um_pcc	tag_count_no_peptide
chr7	8	30567139	2487	5034.0	8249.0	2487.0	30561659	104.8	80.5	123.6
chr11	13	118132946	2518	5175.0	0.0	2518.0	118126202	103.1	0.0	122.9
chr9	12	21528851	2519	4299.0	6925.0	2519.0	21523819	115.3	91.1	122.9
chr6	7	125100812	2531	4023.0	4939.0	2531.0	125095860	119.9	111.5	122.5
chr15	16	83034554	2540	7370.0	9828.0	2540.0	83028996	82.0	70.2	122.1
chr10	9	80436168	2596	0.0	0.0	2596.0	80431958	0.0	0.0	120.6
chr6	7	120532040	2617	4746.0	4486.0	2617.0	120526442	108.9	118.2	120.2
chr14	11	103347627	2624	15015.0	5388.0	2624.0	103341527	42.6	106.1	119.8
chr11	13	113685704	2627	7366.0	4665.0	2627.0	113679926	82.0	115.2	119.8
chr7	8	45138401	2633	4510.0	5570.0	2633.0	45133929	112.0	104.4	119.6
chr7	8	141563831	2644	4821.0	7679.0	2644.0	141557303	107.9	84.8	119.4
chr9	12	114783447	2667	4389.0	5072.0	2667.0	114778557	113.9	110.0	118.5
chr8	10	26160515	2711	4347.0	5488.0	2711.0	26155603	114.4	105.3	117.3
chr7	8	80372070	2717	5858.0	7563.0	2717.0	80366022	95.5	85.9	117.3
chr18	20	84591391	2733	4586.0	4601.0	2733.0	84587593	111.0	116.0	116.9
chr7	8	138848585	2772	0.0	0.0	2772.0	138843987	0.0	0.0	116.0
chr5	6	136141160	2805	17050.0	5176.0	2805.0	136135010	35.7	108.7	115.2
chr19	21	4101636	2839	11943.0	9141.0	2839.0	4096808	55.1	74.7	114.3
chr9	12	124128631	2878	8267.0	5546.0	2878.0	124122279	75.3	104.6	113.5
chr8	10	70543040	2881	6428.0	7278.0	2881.0	70537496	90.0	88.1	113.5
chr17	18	83353863	2893	5000.0	7721.0	2893.0	83348899	105.1	84.4	113.1
chr15	16	98940245	2901	5572.0	10526.0	2901.0	98933187	98.4	66.3	112.9
chr7	8	25078829	2927	4899.0	5113.0	2927.0	25074509	106.7	109.6	112.3
chr7	8	45684917	2962	5283.0	5445.0	2962.0	45680929	102.1	105.7	111.6
chr19	21	41832166	2981	9263.0	5903.0	2981.0	41827198	69.2	100.8	111.2
chr11	13	120827004	3065	8790.0	5722.0	3065.0	120820638	72.2	102.7	109.7
chr11	13	51690012	3123	0.0	0.0	3123.0	51688236	0.0	0.0	108.5
chr3	4	101024119	3137	5986.0	9090.0	3137.0	101018947	94.1	75.1	108.3
chr10	9	80605767	3147	6632.0	6362.0	3147.0	80599949	88.0	96.0	107.9
chr10	9	61682941	3172	5793.0	8347.0	3172.0	61677427	96.2	79.9	107.4
chr11	13	69374893	3180	12677.0	12906.0	3180.0	69369885	52.1	54.7	107.2
chr11	13	100627987	3182	17338.0	15135.0	3182.0	100622833	34.7	45.2	107.2
chr4	5	133263361	3197	5080.0	6523.0	3197.0	133260241	104.3	94.5	107.0
chr3	4	51421497	3208	9272.0	5992.0	3208.0	51415247	69.2	99.9	106.8
chr7	8	126276891	3237	12030.0	14673.0	3237.0	126271417	54.8	47.2	106.4
chr14	11	57750929	3282	5159.0	17127.0	3282.0	57746305	103.3	37.9	105.6
chr11	13	69327103	3289	8730.0	9302.0	3289.0	69322151	72.5	73.6	105.3
chr16	17	30390570	3304	6436.0	6539.0	3304.0	30387094	89.9	94.3	105.1
chr19	21	41915545	3315	5516.0	6615.0	3315.0	41910243	99.1	93.7	104.9
chr19	21	3909011	3360	6880.0	7642.0	3360.0	3904493	85.9	85.0	104.1
chr18	20	34760745	3361	5330.0	6675.0	3361.0	34757849	101.4	93.2	104.1
chr10	9	80615760	3370	9344.0	13221.0	3370.0	80610036	68.7	53.4	104.1
chr11	13	67052694	3379	5174.0	6533.0	3379.0	67047766	103.1	94.3	103.9
chr19	21	6344482	3381	7994.0	8632.0	3381.0	6338956	77.1	77.9	103.9
chr15	16	76275875	3382	8460.0	12304.0	3382.0	76270523	74.0	57.5	103.9
chr2	2	120029616	3406	6894.0	6520.0	3406.0	120025478	85.9	94.5	103.7
chr5	6	122780923	3493	21357.0	11900.0	3493.0	122775129	24.4	59.6	102.2
chr8	10	72552325	3522	6517.0	9543.0	3522.0	72545611	89.3	72.3	101.8
chr15	16	85338559	3548	5831.0	6484.0	3548.0	85333877	95.7	94.7	101.4
chr12	15	113017184	3550	14645.0	10487.0	3550.0	113011412	44.0	66.5	101.4
chr10	9	75922409	3578	6631.0	6865.0	3578.0	75917711	88.0	91.5	100.9
chr17	18	25017701	3579	14464.0	11480.0	3579.0	25013285	44.7	61.6	100.9
chr15	16	76081662	3580	7046.0	6972.0	3580.0	76077706	84.5	90.6	100.9
chr4	5	132978990	3628	6566.0	6468.0	3628.0	132975074	88.8	94.9	100.5
chr2	2	72986352	3639	13343.0	7927.0	3639.0	72980294	49.3	82.9	100.3
chr2	2	25338437	3640	7136.0	9306.0	3640.0	25331867	83.8	73.6	100.3
chr19	21	8945390	3653	6111.0	6676.0	3653.0	8940212	92.8	93.2	99.9
chr15	16	78925906	3668	10339.0	12259.0	3668.0	78921568	63.1	57.7	99.7
chr8	10	33643780	3732	5926.0	6509.0	3732.0	33640190	94.7	94.5	98.8
chr11	13	103105280	3753	5621.0	6488.0	3753.0	103101118	97.9	94.7	98.6
chr19	21	4001695	3811	5997.0	0.0	3811.0	3998875	94.0	0.0	97.6
chr17	18	24897391	3813	6414.0	7662.0	3813.0	24893585	90.0	84.8	97.6
chr7	8	101385897	3821	9197.0	8527.0	3821.0	101381437	69.8	78.8	97.6
chr9	12	20494401	3852	5870.0	6839.0	3852.0	20490059	95.4	91.9	97.2
chr4	5	134130794	3924	6093.0	11269.0	3924.0	134126794	92.9	62.7	96.1
chr10	9	81269234	3933	7231.0	7233.0	3933.0	81264664	83.2	88.5	95.9
chr5	6	145143320	3947	5838.0	6652.0	3947.0	145139190	95.7	93.4	95.7
chr2	2	31812578	3961	9809.0	12881.0	3961.0	31809328	66.0	54.9	95.5
chr17	18	22868778	3980	6577.0	11291.0	3980.0	22865614	88.7	62.4	95.1
chr19	21	8743135	3981	0.0	7308.0	3981.0	8740305	0.0	87.8	95.1
chr2	2	25503091	4021	6920.0	9011.0	4021.0	25498483	85.7	75.6	94.7
chr10	9	128062446	4102	8343.0	6785.0	4102.0	128057728	74.7	92.1	93.6
chr2	2	127445956	4179	8921.0	9380.0	4179.0	127442032	71.5	73.2	92.8
chr12	15	111760627	4185	6259.0	6760.0	4185.0	111757481	91.4	92.4	92.6
chr5	6	140323140	4198	6225.0	7009.0	4198.0	140318558	91.7	90.4	92.4
chr11	13	102297091	4237	18348.0	14166.0	4237.0	102292643	31.8	49.1	91.9
chr8	10	125670238	4247	6443.0	9448.0	4247.0	125665544	89.9	72.8	91.9
chr11	13	6276943	4261	9630.0	8536.0	4261.0	6272885	67.0	78.6	91.7
chr7	8	141457126	4276	6862.0	7140.0	4276.0	141453142	86.1	89.3	91.7
chr16	17	4967068	4284	8398.0	10238.0	4284.0	4962064	74.4	68.0	91.5
chr8	10	25203043	4315	6530.0	7439.0	4315.0	25199685	89.2	86.8	91.1
chr9	12	45909767	4356	8669.0	10676.0	4356.0	45905239	73.0	65.7	90.7
chr8	10	121952119	4358	11183.0	19889.0	4358.0	121948047	58.8	29.5	90.7
chr11	13	117849673	4401	6881.0	7910.0	4401.0	117844885	85.9	82.9	90.1
chr8	10	122447251	4428	8779.0	9474.0	4428.0	122442829	72.3	72.6	89.8
chr7	8	25157439	4431	9632.0	20258.0	4431.0	25154349	67.0	28.6	89.8
chr9	12	21594973	4450	10059.0	8627.0	4450.0	21590681	64.6	77.9	89.6
chr9	12	54736375	4474	8204.0	8319.0	4474.0	54732905	75.6	80.1	89.2
chr17	18	35123362	4508	9801.0	8276.0	4508.0	35119208	66.0	80.3	88.8
chr11	13	75929250	4514	10761.0	16592.0	4514.0	75924858	60.8	39.6	88.8
chr6	7	113742892	4517	8358.0	8975.0	4517.0	113738564	74.7	75.8	88.8
chr11	13	115190884	4535	7352.0	7994.0	4535.0	115186176	82.1	82.2	88.6
chr17	18	31525699	4544	12997.0	16320.0	4544.0	31518937	50.7	40.7	88.4
chr8	10	85300641	4550	0.0	0.0	4550.0	85298481	0.0	0.0	88.4
chr7	8	28340726	4551	8417.0	9506.0	4551.0	28336386	74.4	72.6	88.4
chr13	14	58131364	4559	9285.0	9033.0	4559.0	58127522	69.1	75.4	88.2
chr19	21	46007459	4561	12962.0	11103.0	4561.0	46002727	50.9	63.5	88.2
chr1	1	75193502	4619	7475.0	8008.0	4619.0	75189952	81.1	82.2	87.7
chr5	6	34192125	4628	10791.0	8779.0	4628.0	34188539	60.8	77.1	87.7
chr19	21	41032514	4711	6971.0	9485.0	4711.0	41028018	85.2	72.6	86.7
chr19	21	4398861	4724	13092.0	10493.0	4724.0	4393141	50.3	66.5	86.5
chr9	12	20952944	4751	11164.0	10625.0	4751.0	20947472	58.8	65.9	86.3
chr8	10	107438781	4752	7272.0	8110.0	4752.0	107435427	82.8	81.4	86.3
chr2	2	92377781	4756	8307.0	8973.0	4756.0	92373853	75.1	75.8	86.3
chr17	18	24889236	4764	9140.0	11731.0	4764.0	24884852	69.9	60.3	86.1
chr14	11	31021365	4766	9074.0	10637.0	4766.0	31016217	70.3	65.7	86.1
chr6	7	124714802	4774	10114.0	11800.0	4774.0	124709546	64.3	60.1	86.1
chr12	15	17271373	4820	12207.0	8200.0	4820.0	17265997	53.9	80.7	85.4
chr4	5	129544966	4876	8361.0	9782.0	4876.0	129540584	74.7	70.6	85.0
chr10	9	128380279	4927	13080.0	13777.0	4927.0	128375743	50.3	50.8	84.4
chr7	8	127043358	4931	11733.0	15390.0	4931.0	127038176	56.2	44.1	84.4
chr2	2	157369077	4967	7775.0	8424.0	4967.0	157366113	78.7	79.4	84.2
chr15	16	81362540	4977	7262.0	9037.0	4977.0	81359042	82.8	75.4	84.0
chr12	15	3893103	4996	7299.0	8271.0	4996.0	3889453	82.5	80.3	83.8
chr4	5	143414647	5010	7688.0	10506.0	5010.0	143411199	79.4	66.5	83.8
chr11	13	102321515	5023	7646.0	9198.0	5023.0	102318095	79.7	74.3	83.6
chr15	16	66836022	5126	0.0	0.0	5126.0	66831790	0.0	0.0	82.5
chr11	13	97052029	5133	8018.0	8440.0	5133.0	97049601	77.0	79.2	82.5
chr8	10	71463986	5141	12189.0	13853.0	5141.0	71459436	54.1	50.4	82.5
chr8	10	3632646	5166	7484.0	9542.0	5166.0	3629644	81.1	72.3	82.3
chr15	16	58935244	5198	7661.0	8204.0	5198.0	58932282	79.5	80.7	81.9
chr19	21	8776872	5309	8182.0	8791.0	5309.0	8773190	75.8	76.9	81.0
chr6	7	47922546	5363	8598.0	8461.0	5363.0	47918548	73.4	79.2	80.6
chr8	10	105883667	5413	9624.0	14320.0	5413.0	105880379	67.2	48.4	80.2
chr11	13	4189545	5474	11635.0	13585.0	5474.0	4185921	56.5	51.7	79.6
chr19	21	46340236	5497	8403.0	9116.0	5497.0	46337354	74.4	74.9	79.4
chr8	10	84259175	5508	13606.0	13030.0	5508.0	84255495	48.3	54.3	79.4
chr8	10	26979489	5518	14357.0	11321.0	5518.0	26976063	45.2	62.4	79.4
chr3	4	108046674	5538	8828.0	11638.0	5538.0	108043094	72.0	60.9	79.2
chr19	21	32760163	5552	10054.0	9204.0	5552.0	32756007	64.6	74.3	79.0
chr17	18	34034137	5578	20591.0	11252.0	5578.0	34029253	25.9	62.7	78.7
chr11	13	115565063	5582	0.0	0.0	5582.0	115563311	0.0	0.0	78.7
chr9	12	122866919	5594	8099.0	8981.0	5594.0	122863775	76.5	75.6	78.7
chr11	13	120951337	5601	17696.0	18059.0	5601.0	120947669	33.7	34.9	78.5
chr10	9	120981137	5609	8940.0	12231.0	5609.0	120975791	71.3	57.9	78.5
chr4	5	155871710	5651	13020.0	9655.0	5651.0	155867410	50.7	71.5	78.3
chr17	18	24738689	5743	8122.0	14475.0	5743.0	24735563	76.3	47.8	77.5
chr19	21	3771234	5766	14883.0	12311.0	5766.0	3766902	43.1	57.5	77.3
chr13	14	8886812	5787	0.0	0.0	5787.0	8884960	0.0	0.0	77.1
chr11	13	98450237	5804	0.0	19521.0	5804.0	98446685	0.0	30.4	76.9
chr4	5	118361873	5822	9423.0	9907.0	5822.0	118358589	68.4	70.0	76.9
chr11	13	86358639	6030	11773.0	12300.0	6030.0	86353491	55.8	57.5	75.0
chr16	17	91012850	6036	10732.0	10411.0	6036.0	91009322	61.0	67.0	75.0
chr12	15	70105082	6064	0.0	0.0	6064.0	70100846	0.0	0.0	74.8
chr4	5	41724735	6076	9037.0	9185.0	6076.0	41721589	70.6	74.5	74.8
chr13	14	64131145	6088	8573.0	10273.0	6088.0	64127559	73.4	67.8	74.6
chr11	13	102231885	6131	10554.0	12994.0	6131.0	102228653	61.9	54.3	74.1
chr10	9	117149136	6133	19364.0	16305.0	6133.0	117144568	29.0	40.7	74.1
chr11	13	22975729	6134	11551.0	10028.0	6134.0	22970729	56.9	69.1	74.1
chr1	1	36472731	6183	9058.0	10176.0	6183.0	36469817	70.4	68.5	73.9
chr10	9	19142215	6255	16602.0	0.0	6255.0	19138109	36.9	0.0	73.3
chr2	2	118481168	6275	9727.0	10397.0	6275.0	118478318	66.5	67.2	73.3
chr5	6	124441153	6285	9595.0	10015.0	6285.0	124437523	67.3	69.3	73.3
chr14	11	118676499	6292	10928.0	10643.0	6292.0	118672959	60.0	65.7	73.1
chr8	10	120103446	6307	13004.0	13133.0	6307.0	120099816	50.7	53.8	73.1
chr5	6	31527946	6367	9213.0	11806.0	6367.0	31525550	69.6	60.1	72.7
chr8	10	84148899	6370	12843.0	10060.0	6370.0	84145587	51.4	69.1	72.5
chr9	12	107889454	6371	9875.0	12137.0	6371.0	107886676	65.6	58.3	72.5
chr7	8	127276538	6428	12252.0	12126.0	6428.0	127272910	53.9	58.6	72.0
chr4	5	43581822	6458	10610.0	10666.0	6458.0	43577406	61.7	65.7	72.0
chr5	6	35730322	6462	10426.0	10300.0	6462.0	35727952	62.7	67.8	72.0
chr11	13	78347376	6471	9829.0	12152.0	6471.0	78344492	65.8	58.3	71.8
chr11	13	120487689	6473	12170.0	11724.0	6473.0	120483189	54.1	60.3	71.8
chr10	9	80251284	6508	12465.0	14572.0	6508.0	80247588	52.9	47.4	71.6
chr11	13	86203033	6512	8897.0	11013.0	6512.0	86200255	71.5	63.9	71.6
chr15	16	79030934	6546	9547.0	13153.0	6546.0	79027386	67.5	53.6	71.4
chr8	10	69810623	6555	11492.0	12693.0	6555.0	69807143	57.0	55.8	71.4
chr3	4	89421047	6564	14622.0	12975.0	6564.0	89417523	44.2	54.5	71.4
chr11	13	109348996	6577	9133.0	9761.0	6577.0	109344694	69.9	70.6	71.2
chr11	13	32268429	6641	11706.0	12393.0	6641.0	32264761	56.2	57.1	70.8
chr5	6	27792366	6655	0.0	0.0	6655.0	27791030	0.0	0.0	70.8
chr18	20	46743160	6698	12135.0	13973.0	6698.0	46739974	54.3	49.9	70.4
chr5	6	142465491	6715	13257.0	10863.0	6715.0	142462559	49.7	64.8	70.4
chr7	8	139214120	6740	0.0	0.0	6740.0	139211780	0.0	0.0	70.2
chr1	1	132418845	6753	12232.0	12274.0	6753.0	132416213	53.9	57.7	70.2
chr18	20	24654882	6765	10728.0	14073.0	6765.0	24652756	61.0	49.5	69.9
chr7	8	46797044	6892	9859.0	10360.0	6892.0	46794454	65.8	67.4	69.1
chr19	21	46971711	6913	12914.0	13694.0	6913.0	46968669	51.0	51.2	68.9
chr13	14	53378737	6935	11469.0	12758.0	6935.0	53375001	57.2	55.3	68.7
chr5	6	146964702	6945	11914.0	13751.0	6945.0	146961476	55.3	51.0	68.7
chr12	15	72763715	6958	14732.0	14690.0	6958.0	72759989	43.6	46.9	68.5
chr11	13	74928413	6973	11787.0	13010.0	6973.0	74924565	55.8	54.3	68.5
chr8	10	105636201	6989	10834.0	12125.0	6989.0	105632997	60.5	58.6	68.3
chr8	10	107051224	6990	12002.0	11679.0	6990.0	107046826	55.0	60.7	68.3
chr2	2	181683036	7017	15620.0	10254.0	7017.0	181679796	40.5	68.0	68.3
chr18	20	24604384	7038	13869.0	11734.0	7038.0	24601202	47.1	60.3	68.1
chr9	12	108096236	7039	10600.0	10303.0	7039.0	108092788	61.7	67.8	68.1
chr15	16	82049537	7062	12910.0	12856.0	7062.0	82045693	51.0	54.9	67.9
chr4	5	43011951	7108	10684.0	13521.0	7108.0	43008687	61.3	52.1	67.6
chr2	2	26391121	7110	11962.0	12700.0	7110.0	26387531	55.1	55.8	67.6
chr11	13	97842318	7145	14775.0	12850.0	7145.0	97838664	43.5	54.9	67.4
chr11	13	98685012	7169	10042.0	11186.0	7169.0	98681568	64.6	63.1	67.2
chr8	10	124234897	7186	16626.0	17561.0	7186.0	124231829	36.9	36.6	67.2
chr8	10	121592328	7219	14302.0	16579.0	7219.0	121589198	45.4	39.8	67.0
chr4	5	123719550	7236	9758.0	12066.0	7236.0	123716990	66.3	58.8	67.0
chr11	13	100772497	7239	12782.0	14782.0	7239.0	100769491	51.5	46.5	66.8
chr4	5	33311889	7272	13469.0	10705.0	7272.0	33307909	48.8	65.5	66.8
chr6	7	125014000	7342	16173.0	18218.0	7342.0	125009696	38.5	34.4	66.4
chr8	10	13106457	7344	11280.0	12151.0	7344.0	13103225	58.2	58.3	66.4
chr10	9	41451345	7348	10138.0	12085.0	7348.0	41448557	64.1	58.6	66.2
chr15	16	103275250	7354	10792.0	11728.0	7354.0	103271850	60.6	60.3	66.2
chr7	8	19563509	7363	9855.0	10815.0	7363.0	19560823	65.8	65.0	66.2
chr9	12	78109913	7395	11222.0	10752.0	7395.0	78105699	58.6	65.2	66.0
chr11	13	78097311	7414	12700.0	12035.0	7414.0	78093739	51.9	58.8	65.8
chr11	13	78697701	7415	15951.0	17897.0	7415.0	78693881	39.2	35.3	65.8
chr19	21	4165213	7423	18741.0	16937.0	7423.0	4160929	30.8	38.5	65.8
chr2	2	121509328	7437	11474.0	13263.0	7437.0	121505756	57.2	53.2	65.8
chr17	18	33942114	7459	12022.0	10931.0	7459.0	33939148	54.8	64.4	65.6
chr2	2	30809544	7474	12767.0	11394.0	7474.0	30806296	51.7	62.0	65.6
chr13	14	55106799	7487	13242.0	11474.0	7487.0	55103767	49.7	61.6	65.3
chr15	16	100688403	7523	10897.0	12957.0	7523.0	100684945	60.1	54.5	65.1
chr8	10	123256306	7566	11436.0	14615.0	7566.0	123252142	57.4	47.4	64.9
chr15	16	79230614	7588	11893.0	11653.0	7588.0	79228156	55.3	60.7	64.7
chr3	4	88326172	7678	10486.0	12326.0	7678.0	88323896	62.4	57.5	64.3
chr18	20	31912936	7739	11674.0	12103.0	7739.0	31909730	56.4	58.6	63.9
