chr_name	chromosome_id	end	id	id_1um_k99a	id_1um_pcc	id_no_peptide	start	tag_count_1um_k99a	tag_count_1um_pcc	tag_count_no_peptide
chr9	12	61393055	54	57.0	69.0	54.0	61368413	973.4	853.8	1031.6
chr1	1	136143026	56	58.0	43.0	56.0	136125972	968.3	1012.6	1027.6
chr3	4	88153774	57	53.0	51.0	57.0	88137178	992.5	948.0	1026.6
chr7	8	68295048	59	66.0	81.0	59.0	68270588	927.3	804.7	1025.2
chr2	2	91967008	60	362.0	445.0	60.0	91944718	482.0	463.8	1019.7
chr2	2	29642401	61	62.0	44.0	61.0	29618801	956.7	1009.1	1016.9
chr8	10	123041540	62	7457.0	233.0	62.0	123013070	126.0	596.8	1013.5
chr17	18	35206677	63	59.0	93.0	63.0	35185001	967.8	779.7	1009.8
chr11	13	61662255	64	67.0	45.0	64.0	61644095	917.7	994.3	1003.6
chr1	1	165815195	65	65.0	126.0	65.0	165787403	937.0	717.1	993.1
chr6	7	114922361	67	70.0	341.0	67.0	114897559	903.9	517.0	983.0
chr2	2	160749158	68	85.0	90.0	68.0	160730046	812.4	789.2	963.8
chr3	4	60524895	69	15585.0	5749.0	69.0	60498305	74.9	151.4	960.6
chr1	1	164086258	70	73.0	65.0	70.0	164061738	879.0	861.8	959.3
chr14	11	27359222	72	356.0	637.0	72.0	27335156	484.3	404.7	949.0
chr14	11	121966994	73	79.0	66.0	73.0	121945368	850.9	860.3	947.0
chr3	4	95677413	74	23224.0	20721.0	74.0	95657197	45.1	57.1	944.2
chr4	5	149707660	75	75.0	63.0	75.0	149688094	858.3	862.9	938.3
chr6	7	87544027	77	107.0	75.0	77.0	87522569	750.1	819.4	934.5
chr6	7	48693351	78	80.0	72.0	78.0	48672305	847.7	842.9	923.8
chr4	5	101266306	79	84.0	293.0	79.0	101243952	819.1	541.8	922.2
chr19	21	11502397	80	71.0	74.0	80.0	11476191	891.3	825.3	914.3
chr15	16	86072741	82	81.0	61.0	82.0	86053225	842.1	880.5	905.6
chr6	7	38358471	83	89.0	180.0	83.0	38336377	806.3	656.7	904.6
chr1	1	184054402	85	21716.0	102.0	85.0	184032406	50.0	760.8	901.4
chr6	7	125246053	86	72.0	109.0	86.0	125228037	890.9	744.1	900.4
chr11	13	115169303	87	86.0	1752.0	87.0	115150375	808.7	260.3	900.4
chr2	2	79272782	88	155.0	11684.0	88.0	79247222	664.3	100.6	894.3
chr8	10	25625927	90	10058.0	6643.0	90.0	25592767	106.0	141.4	888.7
chr2	2	31146583	94	137.0	123.0	94.0	31126477	701.3	720.2	863.4
chr4	5	102584064	97	111.0	190.0	97.0	102565468	745.9	647.2	860.4
chr11	13	95002303	99	95.0	154.0	99.0	94988831	796.6	694.1	857.8
chr1	1	125442508	100	124.0	94.0	100.0	125418538	721.9	775.1	855.3
chr15	16	82169667	103	101.0	656.0	103.0	82144979	770.8	399.9	843.6
chr8	10	119841823	104	99.0	86.0	104.0	119824775	778.9	792.7	841.0
chr17	18	6784043	105	113.0	106.0	105.0	6762027	744.9	750.6	839.6
chr11	13	21119968	106	138.0	85.0	106.0	21089400	700.2	793.6	838.8
chr7	8	31162542	107	194.0	91.0	107.0	31144984	616.0	782.3	834.6
chr4	5	43975500	108	1134.0	92.0	108.0	43956990	301.3	782.1	830.5
chr10	9	96639570	109	13042.0	201.0	109.0	96614736	88.2	634.8	824.7
chr3	4	89914944	110	115.0	114.0	110.0	89896032	741.9	734.7	820.0
chr7	8	28386680	111	125.0	100.0	111.0	28369418	719.8	769.0	819.4
chr8	10	88301129	113	117.0	150.0	113.0	88287261	736.3	696.9	818.6
chr6	7	117921650	115	110.0	419.0	115.0	117897542	747.4	475.3	807.9
chr11	13	95845620	116	18816.0	117.0	116.0	95829490	60.6	726.2	802.2
chr11	13	96476530	117	150.0	133.0	117.0	96453450	670.0	712.1	802.0
chr16	17	8737823	120	269.0	226.0	120.0	8718283	544.5	605.9	793.2
chr12	15	86898269	121	109.0	166.0	121.0	86878283	748.4	681.5	792.6
chr1	1	88278915	124	149.0	155.0	124.0	88276079	676.6	693.9	783.7
chr12	15	102706192	126	126.0	165.0	126.0	102689652	719.8	681.9	780.0
chr4	5	130923993	128	118.0	105.0	128.0	130908467	733.0	752.5	777.0
chr10	9	80704510	129	160.0	127.0	129.0	80690288	660.6	716.2	775.4
chr11	13	30199821	130	121.0	1359.0	130.0	30179863	727.1	291.3	775.4
chr8	10	94446207	133	128.0	160.0	133.0	94427341	713.1	690.0	768.7
chr14	11	67072725	134	503.0	1860.0	134.0	67044525	426.6	254.6	766.3
chr7	8	125563603	137	139.0	119.0	137.0	125550647	696.6	722.8	758.0
chr15	16	75003776	138	153.0	116.0	138.0	74981496	668.5	728.2	757.2
chr6	7	134933395	140	144.0	947.0	140.0	134915793	682.0	342.6	756.0
chr11	13	99156814	141	131.0	314.0	141.0	99139244	707.6	529.4	755.2
chr1	1	91195261	142	9689.0	378.0	142.0	91179803	108.7	500.1	754.8
chr19	21	4307487	146	130.0	136.0	146.0	4293345	710.4	706.9	740.1
chr15	16	27682325	148	928.0	1215.0	148.0	27665481	328.4	304.4	738.6
chr2	2	9880808	149	142.0	161.0	149.0	9865894	694.4	688.7	735.6
chr7	8	19826143	150	143.0	163.0	150.0	19812975	691.9	685.4	735.0
chr11	13	103268549	152	161.0	162.0	152.0	103251373	660.5	687.8	731.8
chr5	6	64816731	154	190.0	212.0	154.0	64800413	617.2	620.9	730.0
chr6	7	99267388	155	394.0	290.0	155.0	99247834	467.3	545.3	728.1
chr5	6	139391561	158	154.0	170.0	158.0	139376933	667.2	669.3	719.5
chr2	2	22791379	159	375.0	10703.0	159.0	22770951	474.6	106.9	719.3
chr15	16	102237994	160	167.0	171.0	160.0	102224180	651.2	667.4	719.3
chr6	7	121252721	161	173.0	145.0	161.0	121236475	641.3	699.1	718.6
chr2	2	158683939	162	212.0	224.0	162.0	158665321	599.7	607.2	713.2
chr3	4	131122276	167	170.0	140.0	167.0	131105188	647.7	704.7	710.2
chr10	9	60291834	169	172.0	213.0	169.0	60277648	646.5	619.4	707.1
chr14	11	27244303	171	196.0	194.0	171.0	27227523	614.9	643.0	706.7
chr9	12	32544338	172	158.0	220.0	172.0	32526820	661.8	609.6	706.5
chr3	4	106494401	175	268.0	333.0	175.0	106481073	544.9	518.8	702.5
chr12	15	15819290	178	145.0	198.0	178.0	15800308	680.0	637.4	700.5
chr4	5	133634694	180	174.0	182.0	180.0	133619260	638.8	653.2	699.7
chr4	5	59208071	181	166.0	193.0	181.0	59189741	653.7	643.9	698.3
chr9	12	44883077	184	425.0	401.0	184.0	44865427	451.7	485.1	696.4
chr7	8	101463835	185	205.0	390.0	185.0	101450921	607.1	491.4	695.6
chr16	17	19986296	186	244.0	271.0	186.0	19967098	567.3	560.3	692.0
chr6	7	129243004	188	186.0	219.0	188.0	129223588	619.7	611.8	684.1
chr2	2	103578980	189	183.0	16750.0	189.0	103564754	627.5	73.2	683.7
chr11	13	54965518	191	207.0	216.0	191.0	54949210	605.1	613.5	680.5
chr12	15	64972340	192	185.0	184.0	192.0	64962856	620.4	651.5	679.7
chr6	7	134049630	193	175.0	176.0	193.0	134033878	638.8	660.6	678.1
chr6	7	97225938	196	219.0	1307.0	196.0	97207702	592.8	297.0	676.4
chr19	21	4194558	197	204.0	242.0	197.0	4181046	607.5	589.4	673.0
chr19	21	10833026	199	168.0	174.0	199.0	10810442	648.3	666.3	671.4
chr5	6	23447871	200	179.0	366.0	200.0	23423431	632.5	504.7	671.2
chr10	9	117845129	202	613.0	231.0	202.0	117823613	389.6	600.0	667.2
chr10	9	22308220	203	211.0	197.0	203.0	22291690	600.4	637.8	666.8
chr10	9	60355752	204	206.0	276.0	204.0	60343266	606.5	555.9	665.3
chr3	4	100492608	205	214.0	229.0	205.0	100478646	598.2	601.8	664.5
chr9	12	96365986	206	1030.0	822.0	206.0	96346876	314.9	362.6	663.7
chr6	7	91118342	207	301.0	207.0	207.0	91103438	522.0	627.8	663.3
chr9	12	107636815	208	222.0	246.0	208.0	107623273	587.8	587.4	663.3
chr6	7	136948059	209	220.0	211.0	209.0	136934403	592.7	622.8	662.5
chr6	7	108840672	210	181.0	200.0	210.0	108825106	630.7	636.5	661.7
chr5	6	37058700	211	14799.0	256.0	211.0	37044440	78.9	575.0	660.1
chr10	9	77541868	215	195.0	217.0	215.0	77526638	615.0	612.8	657.1
chr15	16	74964395	216	189.0	181.0	216.0	74952805	618.1	656.3	656.5
chr9	12	44987818	218	217.0	260.0	218.0	44975724	595.0	571.6	653.8
chr8	10	84666237	220	243.0	264.0	220.0	84655145	567.3	566.4	648.8
chr10	9	80684675	221	328.0	234.0	221.0	80668791	501.1	594.4	647.4
chr4	5	137359752	222	192.0	385.0	222.0	137336554	616.7	493.6	646.2
chr4	5	129579817	223	258.0	303.0	223.0	129563697	555.1	534.4	644.1
chr2	2	24393496	225	239.0	208.0	225.0	24381722	570.5	626.1	639.3
chr9	12	63760117	228	201.0	251.0	228.0	63748547	609.3	583.5	635.7
chr12	15	112863120	229	193.0	240.0	229.0	112851762	616.2	590.0	634.2
chr15	16	67179954	230	242.0	280.0	230.0	67169522	567.6	554.2	633.2
chr11	13	106168044	232	267.0	4060.0	232.0	106152426	545.2	178.4	631.6
chr11	13	70659452	235	225.0	257.0	235.0	70645538	585.8	572.9	631.0
chr1	1	60763064	239	234.0	249.0	239.0	60745368	576.0	584.8	627.0
chr10	9	54077639	240	249.0	9701.0	240.0	54063825	563.7	113.8	627.0
chr15	16	79697105	241	253.0	2984.0	241.0	79682935	560.7	204.6	626.8
chr9	12	62355243	242	202.0	377.0	242.0	62340299	608.3	500.1	626.0
chr11	13	80081523	244	254.0	309.0	244.0	80066161	560.5	531.6	623.3
chr9	12	66600904	247	227.0	988.0	247.0	66582986	582.6	336.3	621.5
chr7	8	143011153	248	248.0	253.0	248.0	143002591	565.4	579.4	620.9
chr17	18	51832353	251	209.0	282.0	251.0	51813369	602.4	549.6	616.9
chr11	13	100829161	254	256.0	597.0	254.0	100813581	559.4	413.8	614.9
chr16	17	49867599	260	298.0	262.0	260.0	49851683	523.9	570.0	606.6
chr9	12	119985958	262	274.0	283.0	262.0	119976844	539.5	548.8	606.4
chr11	13	79531020	265	262.0	375.0	265.0	79517028	549.3	500.5	598.7
chr16	17	46013196	267	876.0	769.0	267.0	45996472	334.8	371.7	597.3
chr15	16	79902275	268	293.0	321.0	268.0	79889167	526.5	525.1	596.3
chr11	13	100854153	270	250.0	728.0	270.0	100838885	562.2	382.8	591.4
chr19	21	4128319	271	265.0	329.0	271.0	4112645	545.7	520.3	590.6
chr13	14	111808329	274	1326.0	261.0	274.0	111791913	280.4	570.3	587.4
chr6	7	127156142	277	316.0	312.0	277.0	127147670	508.2	530.3	584.4
chr16	17	23995029	279	264.0	894.0	279.0	23981175	546.4	351.5	584.0
chr5	6	103764182	286	308.0	322.0	286.0	103752470	513.8	523.6	579.7
chr7	8	31044743	287	276.0	531.0	287.0	31031119	538.5	433.2	578.7
chr15	16	5245811	288	342.0	414.0	288.0	5236215	492.7	476.4	577.7
chr19	21	5851220	289	288.0	284.0	289.0	5839010	528.6	548.3	577.7
chr10	9	81305065	290	257.0	351.0	290.0	81290555	557.2	511.8	575.1
chr17	18	35874426	291	299.0	429.0	291.0	35864870	523.0	472.9	575.1
chr3	4	96568784	292	286.0	288.0	292.0	96554880	529.4	545.9	574.9
chr11	13	6569202	293	279.0	310.0	293.0	6557448	532.8	531.2	574.9
chr7	8	25691777	294	280.0	259.0	294.0	25679193	532.3	571.6	573.1
chr5	6	72754057	295	261.0	289.0	295.0	72739583	550.6	545.7	572.7
chr12	15	113157763	296	322.0	340.0	296.0	113146235	506.0	517.3	571.8
chr13	14	24610080	298	307.0	474.0	298.0	24596434	516.1	453.2	571.2
chr5	6	134240304	299	287.0	7004.0	299.0	134224744	529.1	137.5	569.6
chr4	5	6991769	300	806.0	912.0	300.0	6975045	344.9	348.9	569.4
chr6	7	48709709	301	289.0	370.0	301.0	48696543	528.4	502.9	569.0
chr3	4	103792599	304	1042.0	1355.0	304.0	103777569	313.4	291.5	566.0
chr15	16	78903924	306	271.0	319.0	306.0	78893648	542.9	527.0	563.8
chr2	2	32728648	307	273.0	561.0	307.0	32717888	540.2	424.7	562.6
chr12	15	25100885	315	383.0	381.0	315.0	25091583	471.5	496.8	552.5
chr15	16	9535849	317	391.0	9974.0	317.0	9518325	468.2	111.9	551.7
chr4	5	136182493	320	354.0	395.0	320.0	136170223	485.3	488.4	550.8
chr19	21	4223002	322	461.0	536.0	322.0	4211958	438.1	431.7	548.0
chr10	9	99270562	324	629.0	11832.0	324.0	99259992	386.1	99.7	547.4
chr7	8	24908533	328	277.0	586.0	328.0	24897279	537.0	416.0	545.6
chr11	13	117972675	329	365.0	402.0	329.0	117962415	479.8	484.9	545.6
chr2	2	165886868	330	373.0	485.0	330.0	165876348	475.7	448.0	545.4
chr5	6	115162463	331	18209.0	316.0	331.0	115150537	63.1	529.2	545.2
chr2	2	164088671	332	291.0	353.0	332.0	164074281	526.5	508.6	545.0
chr6	7	31222778	334	593.0	1042.0	334.0	31209040	394.5	328.7	544.2
chr9	12	21335020	335	338.0	553.0	335.0	21320676	494.1	426.2	543.6
chr16	17	97543564	336	294.0	369.0	336.0	97533652	526.4	503.4	542.4
chr9	12	66921049	338	363.0	337.0	338.0	66905509	481.0	517.9	541.8
chr3	4	51563349	339	348.0	509.0	339.0	51552795	490.2	440.8	541.0
chr5	6	120715315	340	312.0	376.0	340.0	120703529	511.6	500.1	540.3
chr7	8	45925075	341	314.0	477.0	341.0	45915525	509.7	452.5	539.9
chr16	17	52046490	346	313.0	367.0	346.0	52030984	510.1	504.4	536.5
chr16	17	32080271	349	649.0	3192.0	349.0	32062143	379.5	198.8	532.1
chr1	1	75220072	350	304.0	368.0	350.0	75208540	517.8	503.8	531.9
chr2	2	129187119	351	326.0	352.0	351.0	129173927	504.3	510.5	531.9
chr13	14	117227865	352	403.0	8377.0	352.0	117214899	460.4	124.5	531.1
chr11	13	49093564	354	359.0	364.0	354.0	49080180	484.0	504.7	529.4
chr4	5	134100883	356	423.0	473.0	356.0	134090649	451.9	453.4	529.0
chr19	21	46512253	360	324.0	338.0	360.0	46502115	504.8	517.7	525.8
chr11	13	69127192	361	389.0	482.0	361.0	69117248	468.7	449.7	525.0
chr6	7	125356921	362	319.0	425.0	362.0	125348187	507.7	474.5	524.4
chr4	5	129838666	365	370.0	466.0	365.0	129820740	476.2	455.1	523.2
chr9	12	101085388	367	468.0	646.0	367.0	101074534	435.0	403.2	522.0
chr7	8	38190269	368	337.0	374.0	368.0	38181127	494.1	500.7	521.8
chr13	14	24420842	370	343.0	392.0	370.0	24412368	492.4	490.8	520.8
chr16	17	45234734	371	317.0	405.0	371.0	45221210	508.2	481.2	520.8
chr15	16	59654451	372	430.0	447.0	372.0	59644971	451.2	462.7	520.4
chr4	5	155221947	375	302.0	398.0	375.0	155213113	519.5	486.4	519.5
chr4	5	156206245	376	361.0	659.0	376.0	156195447	482.0	399.1	518.9
chr11	13	46313884	378	367.0	344.0	378.0	46303050	478.9	515.7	517.3
chr9	12	120947865	379	372.0	394.0	379.0	120933715	476.1	489.7	517.1
chr8	10	13680259	381	368.0	350.0	381.0	13670523	478.1	512.0	515.7
chr10	9	42279350	383	486.0	458.0	383.0	42268736	431.2	458.4	515.5
chr10	9	80026260	384	371.0	397.0	384.0	80014816	476.2	487.3	515.1
chr13	14	101769083	386	435.0	3149.0	386.0	101754961	447.8	199.9	514.9
chr9	12	106373734	389	346.0	647.0	389.0	106366340	490.5	403.0	512.1
chr16	17	10790534	390	385.0	396.0	390.0	10779880	470.5	487.5	511.5
chr13	14	41490626	391	339.0	448.0	391.0	41477658	493.6	462.7	511.5
chr9	12	44239897	393	396.0	511.0	393.0	44223363	464.6	439.9	510.7
chr7	8	45129448	398	410.0	560.0	398.0	45116588	457.2	425.1	509.3
chr10	9	62509548	399	525.0	422.0	399.0	62499574	415.9	474.7	508.6
chr19	21	5807967	400	501.0	688.0	400.0	5795203	427.3	392.1	508.6
chr3	4	89192605	401	321.0	450.0	401.0	89183011	507.5	462.1	508.4
chr7	8	102275478	403	433.0	415.0	403.0	102265242	449.8	476.0	506.8
chr7	8	81009351	405	20591.0	1925.0	405.0	80994019	54.0	250.9	505.8
chr1	1	106715659	407	392.0	479.0	407.0	106705705	467.8	450.8	504.8
chr8	10	72170836	410	454.0	500.0	410.0	72158136	441.1	442.7	501.8
chr10	9	128102599	411	466.0	571.0	411.0	128091007	435.7	420.1	501.8
chr3	4	69128770	412	2931.0	525.0	412.0	69111420	195.6	434.9	500.6
chr11	13	117785250	413	402.0	546.0	413.0	117776146	460.4	428.2	500.4
chr1	1	74247045	415	475.0	452.0	415.0	74235993	433.7	461.4	500.0
chr16	17	91554599	420	990.0	520.0	420.0	91544917	319.8	436.9	498.5
chr8	10	34151368	421	458.0	516.0	421.0	34139810	439.9	438.4	498.3
chr12	15	80119597	422	562.0	471.0	422.0	80108445	402.1	453.8	497.1
chr1	1	171925193	423	411.0	384.0	423.0	171914505	456.7	493.6	496.9
chr18	20	37935969	424	382.0	534.0	424.0	37922821	473.4	432.1	496.5
chr2	2	157139843	425	500.0	606.0	425.0	157127501	427.5	412.1	495.5
chr8	10	126593026	426	507.0	664.0	426.0	126582038	425.1	397.8	495.1
chr13	14	101703978	428	366.0	403.0	428.0	101690652	479.6	482.1	494.9
chr11	13	77522253	430	399.0	483.0	430.0	77512005	463.0	449.5	493.5
chr10	9	42870752	432	464.0	580.0	432.0	42858586	436.4	418.0	493.1
chr1	1	171851708	434	459.0	1149.0	434.0	171838748	439.7	312.0	492.3
chr7	8	79280112	437	476.0	446.0	437.0	79271392	433.4	462.9	491.9
chr11	13	98003204	438	407.0	470.0	438.0	97994090	459.6	454.0	491.7
chr19	21	5732629	439	419.0	393.0	439.0	5723413	455.1	490.1	491.5
chr13	14	112475514	440	19894.0	23356.0	440.0	112462996	56.4	48.2	490.9
chr14	11	118934337	444	2065.0	567.0	444.0	118920035	231.5	421.9	488.9
chr7	8	25284776	447	767.0	7982.0	447.0	25273094	353.6	128.0	487.4
chr16	17	76372865	449	376.0	417.0	449.0	76360929	474.2	475.5	487.0
chr6	7	72960208	450	429.0	609.0	450.0	72948688	451.4	410.4	486.8
chr13	14	55450891	453	460.0	1194.0	453.0	55440917	438.6	306.7	484.8
chr15	16	89316476	454	448.0	455.0	454.0	89306866	443.1	459.3	484.2
chr13	14	63568969	455	611.0	731.0	455.0	63560281	390.5	381.9	483.8
chr17	18	34593920	456	377.0	423.0	456.0	34586252	474.1	474.7	483.4
chr6	7	143178795	457	528.0	763.0	457.0	143165853	414.7	372.8	483.4
chr15	16	100671924	458	438.0	535.0	458.0	100662022	445.8	432.1	482.6
chr1	1	34844965	459	400.0	506.0	459.0	34830631	461.8	441.0	481.6
chr2	2	73461213	460	15158.0	439.0	460.0	73448591	77.0	467.7	481.6
chr17	18	28703334	461	452.0	1511.0	461.0	28689380	441.8	277.6	481.6
chr15	16	61990110	466	487.0	412.0	466.0	61982782	429.8	477.5	480.6
chr11	13	83125944	468	442.0	416.0	468.0	83113182	444.5	475.8	480.0
chr19	21	53895695	469	467.0	583.0	469.0	53886413	435.7	417.3	479.6
chr15	16	36793311	472	420.0	2190.0	472.0	36777487	454.7	236.1	478.8
chr13	14	55377071	473	484.0	640.0	473.0	55368447	431.8	404.5	478.2
chr1	1	162741263	474	495.0	504.0	474.0	162726935	428.0	441.2	478.0
chr17	18	70854746	475	627.0	543.0	475.0	70844944	386.4	430.1	478.0
chr1	1	52126076	476	492.0	438.0	476.0	52112850	428.5	468.2	477.1
chr2	2	167663685	479	571.0	465.0	479.0	167655469	400.7	456.2	476.9
chr10	9	126988218	481	698.0	1180.0	481.0	126977592	370.1	308.3	474.7
chr6	7	120473927	483	477.0	633.0	483.0	120463467	433.2	405.6	472.5
chr3	4	95235933	484	416.0	472.0	484.0	95226907	455.9	453.6	472.5
chr17	18	47602003	486	498.0	699.0	486.0	47591723	427.8	390.4	471.3
chr11	13	109373029	491	469.0	441.0	491.0	109361923	435.0	467.1	468.1
chr19	21	11056636	492	413.0	630.0	492.0	11044242	456.6	406.9	467.5
chr4	5	133752760	493	3555.0	651.0	493.0	133737476	180.0	401.2	467.0
chr10	9	19601888	494	561.0	805.0	494.0	19590800	402.2	365.8	466.8
chr11	13	119396290	495	431.0	524.0	495.0	119389048	451.0	435.4	466.4
chr5	6	121839793	496	432.0	4300.0	496.0	121831869	450.8	173.8	464.6
chr2	2	75707952	497	573.0	584.0	497.0	75696562	399.2	417.1	464.2
chr6	7	86858147	498	514.0	622.0	498.0	86847109	420.7	408.0	463.6
chr6	7	22356740	499	623.0	618.0	499.0	22346910	387.6	409.1	463.2
chr1	1	64540727	501	4374.0	4948.0	501.0	64526325	163.2	162.7	462.2
chr11	13	63925985	502	592.0	523.0	502.0	63916723	394.7	436.0	461.4
chr10	9	127326479	505	453.0	486.0	505.0	127319311	441.4	448.0	460.8
chr18	20	38433056	510	532.0	461.0	510.0	38417718	413.8	457.5	459.4
chr11	13	120634069	511	957.0	652.0	511.0	120623091	324.3	401.2	459.0
chr10	9	93173391	512	509.0	513.0	512.0	93161335	424.3	439.0	458.8
chr1	1	55032430	514	545.0	595.0	514.0	55019594	408.3	413.8	457.8
chr5	6	97011233	516	1064.0	1221.0	516.0	96998321	310.4	303.9	457.0
chr9	12	44499802	521	578.0	863.0	521.0	44491884	397.7	355.2	455.3
chr8	10	83743538	524	536.0	751.0	524.0	83734124	413.2	376.9	454.5
chr4	5	134768522	526	559.0	1108.0	526.0	134758520	402.7	318.3	453.5
chr11	13	100940364	527	12319.0	544.0	527.0	100929038	92.2	429.1	453.1
chr13	14	20100693	530	1278.0	616.0	530.0	20089247	286.3	409.3	452.7
chr5	6	137633440	531	465.0	510.0	531.0	137627248	436.2	440.4	452.5
chr10	9	84586169	535	8445.0	14056.0	535.0	84573039	117.9	86.7	451.7
chr2	2	32160767	537	644.0	726.0	537.0	32150209	382.2	383.2	450.5
chr4	5	62521619	540	478.0	515.0	540.0	62517887	433.0	438.4	449.5
chr9	12	45274821	541	878.0	497.0	541.0	45263945	334.4	443.8	449.5
chr11	13	58220181	542	471.0	689.0	542.0	58207011	434.4	391.7	449.5
chr13	14	55024170	545	653.0	5280.0	545.0	55013016	379.2	157.7	448.5
chr12	15	80261730	546	933.0	2032.0	546.0	80247688	327.5	245.0	448.3
chr6	7	99034059	547	608.0	883.0	547.0	99022389	390.8	352.8	447.7
chr6	7	147099894	548	2687.0	3028.0	548.0	147089580	204.2	203.3	447.5
chr10	9	79858549	553	574.0	508.0	553.0	79848639	399.0	440.8	445.6
chr4	5	63564203	554	740.0	701.0	554.0	63556705	361.5	389.5	445.4
chr6	7	106800509	555	695.0	3938.0	555.0	106786093	370.6	181.0	444.6
chr17	18	28622997	559	548.0	781.0	559.0	28607393	407.6	368.7	443.4
chr11	13	3340421	561	496.0	573.0	561.0	3328489	428.0	419.9	441.8
chr15	16	102250862	563	604.0	741.0	563.0	102243368	392.8	378.2	441.4
chr9	12	7874562	564	1244.0	3016.0	564.0	7861968	290.2	204.0	441.4
chr18	20	89212707	566	2426.0	3400.0	566.0	89196391	214.3	193.8	440.6
chr1	1	153756996	570	838.0	1030.0	570.0	153747444	339.5	330.4	439.4
chr10	9	19016197	575	569.0	614.0	575.0	19005995	400.9	409.7	435.8
chr17	18	31213499	576	531.0	695.0	576.0	31204987	414.0	390.8	435.8
chr5	6	105525430	577	681.0	681.0	577.0	105515346	373.1	392.8	435.8
chr1	1	192094144	582	541.0	564.0	582.0	192085676	409.5	423.2	434.5
chr2	2	92460375	583	603.0	593.0	583.0	92454287	392.8	414.5	434.5
chr7	8	16406708	584	600.0	598.0	584.0	16398458	393.1	413.2	434.5
chr6	7	146502790	586	799.0	541.0	586.0	146492486	346.0	431.2	434.3
chr18	20	32948541	587	591.0	886.0	587.0	32938747	395.2	352.4	434.3
chr4	5	129744568	590	637.0	775.0	590.0	129730848	384.2	369.7	433.5
chr5	6	143529009	593	504.0	4412.0	593.0	143516905	426.6	171.8	431.7
chr17	18	25229115	595	684.0	0.0	595.0	25218039	372.5	0.0	431.7
chr7	8	19273901	596	585.0	565.0	596.0	19264647	397.0	423.0	431.5
chr10	9	112003912	597	537.0	765.0	597.0	111992678	411.3	372.1	431.3
chr11	13	24082298	602	716.0	667.0	602.0	24073486	366.2	397.3	430.9
chr15	16	79935860	603	572.0	761.0	603.0	79926910	400.5	374.1	430.7
chr4	5	149668805	604	556.0	950.0	604.0	149655939	404.8	341.9	430.3
chr15	16	100425744	606	688.0	747.0	606.0	100415916	371.6	377.8	429.9
chr2	2	122156787	607	596.0	743.0	607.0	122145191	394.0	377.8	429.1
chr5	6	72169159	608	670.0	927.0	608.0	72159117	375.6	346.7	429.1
chr2	2	147024439	611	599.0	1765.0	611.0	147009659	393.3	259.4	427.7
