id	chr_name	start	end	chromosome_id	tag_count_1um_pcc	id_1um_pcc	tag_count_no_peptide	id_no_peptide	tag_count_1um_k99a	id_1um_k99a
130	chr6	99042709	99067575	7	729.6	130			199.8	1689.0
131	chr8	111558467	111585449	10	722.1	131	714.8	37.0	1451.8	14.0
132	chr11	11499704	11524260	13	720.8	132	44.2	11975.0	704.7	101.0
134	chr13	30781288	30798020	14	715.2	134	165.2	1490.0	224.6	1352.0
135	chr10	96396696	96412898	9	714.8	135	731.1	35.0	979.5	49.0
139	chr2	58172381	58191119	2	703.4	139	144.3	1904.0	1765.5	7.0
140	chr1	88574152	88589300	1	702.5	140	502.0	120.0	785.0	83.0
150	chr10	12797016	12817080	9	676.5	150	348.1	304.0	502.9	230.0
152	chr6	127234800	127249188	7	670.9	152	351.4	289.0	413.4	377.0
154	chr15	62163999	62182375	16	669.8	154	281.3	497.0	573.5	189.0
156	chr10	127130168	127146466	9	665.9	156	501.8	122.0	639.1	143.0
161	chr2	32053240	32075900	2	659.7	161	177.2	1286.0	405.8	399.0
165	chr10	96684828	96700012	9	655.4	165	617.0	62.0	874.3	64.0
167	chr2	103650828	103665000	2	652.8	167	250.7	638.0	77.1	8007.0
168	chr4	63931111	63949059	5	652.4	168	37.3	13941.0	122.2	3905.0
169	chr19	25049792	25063504	21	648.9	169	236.9	713.0	426.8	350.0
174	chr14	40946960	40961726	11	640.9	174	321.3	368.0	809.2	74.0
181	chr10	13980659	14001253	9	628.0	181	115.4	2802.0	549.3	201.0
183	chr11	107441466	107462282	13	624.2	183	82.9	5076.0	24.4	21289.0
184	chr8	14983717	14999305	10	618.8	184	388.1	226.0	142.4	3004.0
185	chr4	59328046	59341328	5	613.2	185	845.5	15.0	1050.6	36.0
186	chr14	121357685	121375497	11	613.2	186	343.9	313.0	490.5	246.0
187	chr13	5762041	5783765	14	612.7	187	34.1	14871.0	47.8	13686.0
189	chr14	40916775	40940455	11	609.9	189	231.6	743.0	809.2	74.0
192	chr2	11213876	11230454	2	595.9	192	427.0	177.0	2252.0	2.0
194	chr1	165834049	165854121	1	588.2	194	238.1	705.0	545.0	206.0
196	chr1	43459270	43479124	1	584.1	196	225.1	786.0	653.9	135.0
197	chr7	104285473	104303649	8	583.0	197	372.2	250.0	60.8	10789.0
198	chr15	9561713	9578803	16	581.5	198	138.2	2056.0	164.4	2347.0
199	chr1	106557562	106573486	1	580.4	199	293.6	446.0	409.9	386.0
200	chr11	88607448	88626186	13	578.9	200	387.6	227.0	497.7	237.0
203	chr16	10661406	10677974	17	574.0	203	210.9	923.0	219.6	1408.0
208	chr7	80770134	80793602	8	569.3	208	74.1	6143.0	171.8	2196.0
209	chr14	66223540	66239740	11	567.1	209	283.8	484.0	470.4	275.0
211	chr9	13456421	13474661	12	564.9	211	375.9	244.0	532.6	212.0
219	chr14	121927117	121940343	11	552.7	219	435.0	167.0	1098.4	31.0
220	chr10	60367231	60383523	9	552.0	220	287.1	469.0	253.9	1091.0
222	chr12	100982742	101003784	15	549.7	222	304.9	413.0	214.8	1471.0
223	chr2	132016085	132026189	2	546.6	223	619.3	59.0	780.0	85.0
224	chr14	121889294	121908262	11	546.2	224	192.3	1107.0	1098.4	31.0
225	chr12	110492263	110509315	15	545.6	225	441.7	158.0	668.7	123.0
227	chr14	25513353	25530923	11	544.3	227	586.8	74.0	599.3	166.0
231	chr16	23173289	23188815	17	541.3	231	399.6	208.0	758.0	91.0
232	chr1	165810192	165830518	1	540.8	232	387.2	229.0	775.0	87.0
233	chr17	7868807	7881541	18	540.8	233	213.0	904.0	392.2	431.0
234	chr5	96910963	96925643	6	540.6	234	276.7	522.0	497.4	239.0
237	chr2	11615705	11629311	2	533.7	237			45.0	14386.0
241	chr19	57068153	57086007	21	530.3	241	102.0	3500.0	26.3	20459.0
243	chr9	63725018	63743532	12	529.4	243	199.8	1010.0	691.9	109.0
244	chr12	79639010	79653248	15	529.2	244	403.8	203.0	557.0	198.0
246	chr7	132759544	132775756	8	527.3	246	121.3	2572.0	390.9	437.0
247	chr6	108544549	108556697	7	525.8	247	183.7	1220.0	297.9	782.0
248	chr17	29390608	29401274	18	525.3	248	82.9	5086.0	322.1	662.0
252	chr6	114898129	114910545	7	523.0	252	230.6	745.0	595.1	170.0
253	chr6	31120343	31134197	7	521.5	253	160.0	1586.0	223.9	1363.0
255	chr17	52157472	52169466	18	520.8	255	315.6	384.0	481.7	261.0
256	chr14	66254349	66272461	11	519.9	256	147.2	1845.0	407.5	392.0
258	chr9	46166564	46182938	12	519.5	258	213.4	898.0	337.1	612.0
259	chr10	19181668	19196940	9	519.5	259	464.5	144.0	595.1	171.0
260	chr12	107918573	107935995	15	519.1	260	148.5	1806.0	52.4	12582.0
261	chr3	126647973	126664353	4	518.7	261	94.2	4066.0	292.8	811.0
267	chr1	155048861	155060919	1	509.4	267	313.1	391.0	409.2	387.0
268	chr2	58122496	58143476	2	509.2	268	58.8	8636.0	376.3	474.0
271	chr1	38656885	38667951	1	506.6	271	200.0	1007.0	314.2	696.0
273	chr11	46077420	46092566	13	505.5	273	321.1	369.0	415.1	374.0
278	chr9	56094160	56111820	12	501.6	278	327.5	351.0	263.4	1013.0
279	chr8	72347908	72366202	10	501.6	279	824.9	19.0	940.5	53.0
280	chr11	43377233	43390975	13	500.1	280	236.4	715.0	228.2	1314.0
281	chr15	77795981	77807849	16	499.1	281	435.6	166.0	574.9	187.0
282	chr17	84113261	84122245	18	498.2	282	341.4	316.0	443.3	319.0
284	chr4	63376750	63396782	5	495.2	284	381.6	239.0	389.0	443.0
285	chr5	115707287	115718557	6	494.8	285	229.1	752.0	306.8	732.0
286	chr18	80607789	80621111	20	494.8	286	297.0	437.0	321.8	664.0
288	chr12	16004546	16016064	15	493.2	288	320.0	374.0	486.4	254.0
291	chr1	54863916	54876658	1	492.4	291	298.4	433.0	607.3	162.0
293	chr3	79171240	79185212	4	492.0	293	343.3	314.0	484.0	257.0
296	chr17	84139722	84151724	18	490.9	296	936.1	8.0	462.0	289.0
298	chr11	95349017	95360551	13	489.8	298	118.3	2676.0	377.8	471.0
300	chr2	18946866	18960808	2	488.5	300	487.1	131.0	610.3	159.0
302	chr15	62259234	62275828	16	486.4	302			62.2	10502.0
304	chr15	97368890	97384458	16	485.9	304	654.7	52.0	859.4	65.0
308	chr6	134363404	134374498	7	483.3	308	110.2	3043.0	251.5	1114.0
309	chr11	4191917	4209429	13	483.3	309	325.2	356.0	370.9	491.0
314	chr11	22808176	22820098	13	481.4	314	123.4	2498.0	47.4	13796.0
315	chr8	15023580	15037622	10	479.3	315	335.1	328.0	418.0	369.0
317	chr9	44010852	44025522	12	478.4	317	471.0	138.0	457.2	295.0
321	chr16	49788662	49802754	17	476.0	321	35.4	14488.0	186.8	1900.0
324	chr17	31824798	31842680	18	475.4	324	286.7	470.0	485.9	256.0
326	chr4	32159951	32171539	5	474.3	326	149.7	1782.0	307.5	727.0
329	chr6	134056706	134075200	7	473.7	329	198.3	1022.0	43.3	14861.0
332	chr1	43533780	43546634	1	471.9	332	317.9	379.0	439.3	324.0
333	chr10	19060641	19070195	9	471.1	333	383.0	235.0	519.7	219.0
334	chr16	49961476	49972712	17	468.9	334	147.9	1820.0	214.9	1467.0
335	chr5	142918387	142933939	6	468.5	335	288.2	464.0	467.7	282.0
336	chr19	57088616	57109274	21	468.1	336	206.5	958.0	25.3	20896.0
337	chr10	59969467	59984313	9	467.6	337	410.9	195.0	489.0	247.0
338	chr6	97309018	97323378	7	467.0	338	55.1	9386.0	75.9	8167.0
343	chr2	167936172	167950248	2	462.5	343	776.6	25.0	738.8	94.0
344	chr6	15787254	15800316	7	461.0	344	190.0	1140.0	314.9	694.0
347	chr1	134091028	134102020	1	459.9	347	362.3	269.0	423.8	358.0
349	chr11	79125516	79137302	13	459.7	349	164.4	1502.0	281.2	880.0
350	chr7	132790343	132806341	8	458.4	350	430.2	175.0	397.6	414.0
351	chr12	51861973	51874073	15	458.4	351	215.5	878.0	39.2	15956.0
354	chr8	81852710	81872074	10	457.1	354	46.5	11426.0	76.3	8133.0
355	chr11	97119280	97134654	13	456.6	355	75.6	5961.0	69.4	9218.0
357	chr18	32394159	32402443	20	456.4	357	311.2	398.0	395.7	421.0
359	chr7	106235071	106240103	8	455.8	359	346.8	305.0	530.2	214.0
368	chr3	68782470	68795910	4	452.8	368	357.5	275.0	447.9	310.0
371	chr4	43962896	43976258	5	451.5	371	423.3	183.0	592.0	174.0
373	chr11	21170388	21182702	13	449.3	373	536.6	103.0	657.7	131.0
376	chr1	80634407	80654611	1	448.0	376	132.1	2215.0	297.7	784.0
379	chr9	61661920	61673430	12	447.0	379	128.4	2322.0	248.6	1130.0
380	chr15	9460185	9472885	16	446.5	380	55.7	9227.0	120.1	4017.0
381	chr19	53178986	53192220	21	446.5	381	318.7	377.0	403.9	405.0
382	chr2	52309475	52321179	2	445.2	382	40.6	12973.0	64.4	10090.0
384	chr8	13590346	13603468	10	445.0	384	335.3	327.0	395.5	422.0
385	chr9	65532368	65548626	12	444.6	385	398.7	209.0	469.2	279.0
387	chr8	46938294	46947982	10	442.7	387	161.3	1562.0	279.7	890.0
388	chr2	22799615	22814637	2	442.2	388	126.9	2375.0	738.1	95.0
389	chr5	65874923	65890185	6	441.6	389	355.4	277.0	445.3	316.0
390	chr3	88507155	88515303	4	440.1	390	231.2	744.0	381.6	462.0
391	chr8	84196497	84205077	10	440.1	391	329.6	345.0	496.0	241.0
392	chr1	91083589	91099769	1	439.4	392	251.5	634.0	542.7	208.0
393	chr6	99299453	99314033	7	439.0	393	263.9	574.0	203.2	1630.0
394	chr19	53193459	53201491	21	437.5	394	266.0	565.0	372.8	485.0
395	chr9	13295628	13305162	12	437.3	395	268.3	553.0	387.1	446.0
400	chr11	55127892	55137510	13	434.5	400	109.1	3082.0	340.5	596.0
401	chr9	116108841	116128535	12	432.8	401	78.5	5624.0	51.0	12920.0
402	chr4	8905796	8917660	5	432.3	402	190.6	1134.0	278.5	894.0
406	chr8	81797679	81816473	10	430.6	406	94.2	4056.0	252.9	1102.0
408	chr11	63984566	63994644	13	430.2	408	381.4	240.0	579.8	183.0
411	chr7	74688413	74699187	8	429.3	411	339.5	319.0	480.0	264.0
412	chr2	174598064	174608132	2	428.7	412	733.6	33.0	905.2	59.0
413	chr10	14080527	14093313	9	428.7	413	232.7	739.0	332.1	632.0
418	chr12	79621358	79636168	15	426.7	418	407.1	202.0	642.0	141.0
422	chr18	56463032	56475290	20	425.2	422	303.3	420.0	375.6	476.0
423	chr7	128373229	128385797	8	424.6	423	362.5	268.0	445.8	315.0
426	chr11	86613808	86629834	13	423.3	426	409.2	198.0	609.6	161.0
428	chr9	64784803	64800165	12	422.2	428	292.8	451.0	382.8	456.0
429	chr6	94674628	94687714	7	421.8	429	172.6	1375.0	353.6	541.0
430	chr15	97463434	97473506	16	421.3	430	581.6	77.0	748.9	93.0
433	chr18	82503491	82515385	20	420.3	433	384.5	231.0	381.6	460.0
436	chr13	51796222	51806172	14	418.8	436	199.4	1016.0	301.3	760.0
437	chr5	147055351	147067405	6	418.3	437	116.7	2748.0	125.9	3725.0
438	chr4	32355784	32369958	5	417.2	438	814.0	20.0	344.6	572.0
439	chr1	134057398	134069400	1	416.6	439	392.0	220.0	468.3	280.0
440	chr17	71482964	71491778	18	416.0	440	374.2	246.0	449.3	308.0
442	chr4	134113904	134123074	5	415.5	442	516.9	112.0	395.8	419.0
443	chr11	55015909	55030297	13	415.3	443	319.6	376.0	350.7	550.0
446	chr7	122393824	122405980	8	414.2	446	66.6	7309.0	50.3	13113.0
447	chr9	96391594	96400110	12	413.8	447	285.2	477.0	381.6	461.0
448	chr14	73108675	73122425	11	413.4	448	57.8	8800.0	549.1	202.0
450	chr8	111586347	111601329	10	412.9	450	391.6	222.0	1451.8	14.0
452	chr18	82523415	82538305	20	411.9	452	569.2	85.0	601.1	164.0
456	chr3	115813503	115822887	4	409.7	456	315.4	385.0	451.3	303.0
457	chr7	75608059	75617015	8	409.7	457	215.1	880.0	597.0	169.0
458	chrX	167099070	167112860	3	409.5	458	282.5	491.0	363.4	517.0
461	chr4	32146726	32158256	5	405.6	461	128.2	2327.0	258.4	1054.0
463	chr2	13403902	13416198	2	405.4	463	132.1	2216.0	196.5	1746.0
466	chr6	113647903	113664603	7	404.5	466	382.8	236.0	155.0	2578.0
467	chr12	85702170	85713226	15	403.9	467	207.3	947.0	349.1	557.0
473	chr6	134242049	134257687	7	400.5	473			75.9	8175.0
477	chr11	107406614	107422858	13	397.4	477	571.3	83.0	642.7	139.0
478	chr2	166654214	166667172	2	397.0	478	552.7	95.0	563.9	195.0
479	chr2	174610740	174618776	2	396.8	479	733.6	33.0	905.2	59.0
486	chr5	105611652	105624804	6	395.1	486	137.6	2078.0	208.1	1554.0
494	chr2	59465913	59477209	2	392.9	494	197.3	1040.0	481.6	262.0
496	chr10	77532230	77543856	9	391.8	496	411.1	194.0	473.5	272.0
499	chr11	98484996	98498934	13	390.6	499	950.2	7.0	878.8	63.0
500	chr17	52144898	52156904	18	390.1	500	260.5	597.0	366.1	509.0
506	chr6	99335532	99348638	7	388.4	506	55.3	9359.0	109.1	4726.0
509	chr2	158714179	158726633	2	386.7	509	263.0	580.0	324.9	652.0
514	chr17	84325048	84341124	18	385.2	514	514.4	114.0	45.4	14296.0
515	chr4	129030800	129037528	5	385.0	515	189.7	1144.0	249.8	1122.0
516	chr1	37470868	37482234	1	384.3	516	291.9	455.0	286.6	845.0
519	chr1	128601366	128618820	1	383.0	519	504.1	119.0	664.9	125.0
521	chr19	53419704	53429878	21	382.2	521	593.3	71.0	892.4	60.0
523	chr3	135627117	135642409	4	380.2	523	46.1	11530.0	25.8	20692.0
524	chr7	74520576	74533518	8	379.4	524			22.5	22258.0
525	chr3	107070790	107082892	4	379.1	525	249.0	646.0	220.3	1395.0
527	chr12	102366724	102379028	15	378.3	527	325.9	354.0	389.8	441.0
531	chr12	69509789	69517607	15	376.3	531	147.9	1819.0	257.9	1058.0
535	chr3	37276836	37285214	4	374.6	535	39.2	13377.0	43.5	14802.0
538	chr10	116912106	116923112	9	373.8	538	249.4	644.0	364.2	515.0
539	chr16	49766872	49777242	17	373.8	539	87.7	4609.0	121.1	3965.0
541	chr9	90241082	90253818	12	373.1	541	330.7	343.0	404.1	404.0
543	chr14	60707835	60715007	11	372.9	543	264.7	570.0	391.4	435.0
547	chr1	180360829	180372623	1	371.4	547	188.5	1158.0	144.3	2946.0
548	chr13	104613919	104625745	14	371.4	548	68.1	7034.0	23.7	21614.0
549	chr13	95955951	95966311	14	371.2	549	44.4	11929.0	376.8	473.0
552	chr10	44441776	44454852	9	370.7	552	143.2	1932.0	271.1	961.0
557	chr10	96330801	96339649	9	369.0	557	466.6	143.0	699.8	103.0
559	chr13	51733554	51745340	14	368.2	559	571.3	84.0	818.8	73.0
561	chr14	25853934	25862434	11	366.9	561	277.1	518.0	314.7	695.0
564	chr2	11157302	11163788	2	365.6	564	212.4	916.0	282.4	871.0
566	chr19	57127580	57135730	21	364.5	566	218.9	839.0	298.9	775.0
567	chr6	125476728	125487940	7	364.3	567	311.4	396.0	366.1	508.0
568	chr17	52070377	52083451	18	364.3	568	98.2	3777.0	199.8	1690.0
573	chr4	40776072	40787864	5	362.3	573	148.1	1813.0	210.6	1518.0
577	chr8	25267799	25276911	10	360.8	577	422.0	185.0	496.3	240.0
578	chr8	35624556	35636066	10	360.4	578	120.0	2621.0	176.8	2092.0
580	chr6	127444497	127451153	7	360.0	580	193.5	1088.0	262.7	1019.0
581	chr15	62723674	62738256	16	359.8	581	54.9	9428.0	52.4	12588.0
582	chr11	104659622	104670478	13	359.8	582	348.7	301.0	444.6	318.0
585	chr4	40833208	40841090	5	357.8	585	309.3	401.0	806.8	76.0
586	chr6	97290140	97302772	7	357.6	586			30.4	18896.0
587	chr1	138297008	138305524	1	357.4	587	268.9	547.0	349.8	553.0
588	chr2	25528215	25541061	2	357.2	588	173.0	1369.0	278.0	900.0
590	chr2	166617472	166629686	2	356.3	590	146.2	1866.0	331.9	634.0
591	chr3	93591127	93602261	4	356.3	591	128.8	2308.0	144.1	2949.0
595	chr15	60129113	60142657	16	355.5	595	332.2	338.0	685.7	112.0
597	chr4	62633029	62639443	5	355.0	597	287.3	467.0	319.6	670.0
598	chr16	84614565	84627833	17	354.6	598	89.4	4465.0	96.7	5733.0
599	chr1	54835173	54847923	1	354.4	599	56.5	9073.0	29.6	19208.0
601	chr6	128832396	128840970	7	353.5	601	286.3	471.0	495.1	242.0
602	chr10	39482766	39496256	9	353.5	602	126.9	2367.0	316.3	687.0
603	chr13	112422101	112430701	14	353.5	603	253.2	626.0	660.9	130.0
604	chr5	53396721	53405665	6	353.1	604	51.9	10122.0	73.7	8533.0
605	chr6	83408420	83423586	7	352.7	605	72.0	6459.0	48.6	13529.0
609	chr12	118371579	118380953	15	350.9	609	154.1	1695.0	265.8	991.0
610	chr11	34006629	34014037	13	350.7	610	180.7	1249.0	248.1	1135.0
611	chr18	65373503	65384915	20	350.7	611	87.5	4640.0	118.7	4102.0
613	chr2	103678595	103687679	2	350.5	613	401.7	206.0	501.5	234.0
614	chr10	78294358	78306096	9	350.1	614	206.9	952.0	374.0	481.0
615	chr11	118141072	118150624	13	350.1	615	398.5	211.0	475.6	271.0
618	chr10	118094593	118106391	9	349.6	618	432.0	173.0	993.7	44.0
619	chr2	26489610	26500072	2	349.6	619	299.9	428.0	332.1	633.0
620	chr9	57966822	57975224	12	349.6	620	144.5	1901.0	130.1	3510.0
622	chr9	45243900	45255382	12	349.4	622	326.9	352.0	379.0	469.0
624	chr17	6824304	6831536	18	349.0	624	303.3	419.0	337.4	610.0
625	chr2	168573617	168585673	2	348.4	625	60.5	8334.0	146.2	2869.0
626	chr1	40051926	40060396	1	347.5	626				
627	chr2	75680169	75692865	2	347.5	627	281.1	498.0	325.2	649.0
628	chr3	115796896	115807244	4	347.1	628	497.8	127.0	671.9	121.0
631	chr16	43689766	43703364	17	346.8	631	37.3	13911.0	314.2	697.0
635	chr16	49933965	49940309	17	346.2	635	137.0	2099.0	177.8	2073.0
638	chr1	86432876	86443996	1	344.7	638	102.4	3480.0	128.2	3605.0
639	chr16	91440486	91453406	17	344.7	639	326.3	353.0	381.9	458.0
640	chr15	12005741	12016121	16	344.3	640	47.3	11208.0	240.5	1198.0
641	chr9	32607611	32619113	12	344.0	641	369.8	255.0	454.3	300.0
642	chr10	59894992	59904396	9	343.8	642	346.8	306.0	303.8	745.0
643	chrX	48135146	48144834	3	343.6	643	126.3	2395.0	247.1	1145.0
644	chr12	25185905	25193363	15	343.6	644	120.4	2603.0	228.2	1315.0
645	chr19	10780866	10791086	21	343.2	645	204.2	975.0	337.6	609.0
646	chr2	35438532	35450792	2	343.0	646	175.3	1334.0	98.1	5603.0
647	chr1	180350326	180360620	1	342.8	647	334.5	331.0	253.4	1096.0
649	chr3	37267260	37276118	4	341.9	649	58.4	8709.0	107.9	4830.0
650	chr4	123570559	123580763	5	341.5	650	274.1	533.0	365.6	510.0
651	chr6	99089909	99099105	7	341.5	651	222.8	810.0	284.3	857.0
652	chr6	142878453	142892673	7	341.5	652	82.1	5169.0	32.3	18219.0
653	chr17	26528348	26537972	18	341.2	653	195.4	1067.0	218.5	1421.0
654	chr17	52060640	52069312	18	341.2	654	150.6	1766.0	251.4	1116.0
655	chr11	117240295	117252641	13	340.6	655	69.5	6826.0	183.8	1955.0
656	chr12	33167126	33177752	15	340.0	656	68.3	6996.0	27.7	19933.0
657	chr5	122227476	122237454	6	340.0	657	273.9	535.0	315.6	689.0
659	chr2	117411111	117424999	2	339.3	659	35.8	14384.0	410.8	382.0
660	chr3	100554618	100564632	4	339.1	660	368.8	257.0	421.4	363.0
661	chr14	19960880	19971872	11	339.1	661	168.8	1420.0	236.7	1242.0
665	chr12	113420977	113429427	15	337.4	665	299.9	430.0	385.2	449.0
668	chr1	138184240	138193720	1	336.1	668	195.0	1074.0	337.1	611.0
670	chr8	126796193	126807585	10	335.4	670	273.3	536.0	276.3	921.0
671	chr5	139299066	139307122	6	335.2	671	38.1	13706.0	197.4	1726.0
672	chr1	193183608	193194986	1	334.8	672	69.5	6840.0	679.1	115.0
674	chr13	51758934	51772982	14	334.6	674	287.3	468.0	307.2	729.0
675	chr1	60770610	60780090	1	333.9	675	254.0	621.0	375.2	478.0
677	chr15	36359888	36368744	16	333.7	677	189.7	1145.0	242.1	1187.0
678	chr18	62158484	62170970	20	333.7	678	103.0	3433.0	325.4	648.0
679	chr9	122230186	122236662	12	333.5	679	128.0	2334.0	165.3	2329.0
682	chr10	19995393	20006957	9	332.6	682	262.6	583.0	294.1	803.0
683	chr3	60407711	60416539	4	332.4	683	284.4	480.0	417.8	370.0
685	chr13	112411760	112421580	14	332.4	685	235.0	720.0	660.9	130.0
686	chr3	137945174	137956098	4	332.0	686	56.1	9176.0	241.4	1189.0
687	chr5	100633938	100639910	6	331.8	687	210.5	927.0	266.5	986.0
688	chr6	142948663	142956217	7	331.8	688	199.4	1014.0	290.2	828.0
691	chr10	117945696	117955924	9	331.6	691	124.6	2452.0	503.7	229.0
692	chr15	66442781	66449941	16	331.3	692	208.4	938.0	62.7	10405.0
694	chr1	80718833	80731311	1	330.9	694	81.0	5323.0	109.1	4732.0
695	chr1	161764011	161779403	1	330.7	695	156.7	1655.0	224.9	1348.0
696	chr8	86849050	86859192	10	330.7	696	41.5	12767.0	90.7	6342.0
698	chr12	100879935	100891627	15	330.7	698	205.2	967.0	165.6	2318.0
701	chr11	108269375	108278429	13	329.6	701	242.5	684.0	292.8	812.0
702	chr6	142914649	142924569	7	329.4	702	237.7	708.0	336.6	614.0
703	chr9	115607564	115614880	12	329.0	703	168.6	1425.0	319.0	673.0
706	chr15	5509197	5520539	16	328.5	706	222.4	814.0	379.7	465.0
707	chr2	31057696	31067110	2	328.3	707	103.7	3407.0	126.1	3715.0
708	chr6	108682929	108693147	7	328.1	708			148.1	2807.0
709	chr8	35590524	35598498	10	328.1	709	106.2	3249.0	123.9	3824.0
710	chr5	124073167	124085211	6	327.9	710	368.4	259.0	269.2	971.0
712	chr2	31113370	31125078	2	327.3	712	71.2	6597.0	573.8	188.0
713	chr5	100578108	100589196	6	327.3	713	276.9	519.0	320.1	668.0
715	chr7	73592741	73600417	8	326.8	715	480.0	134.0	652.5	137.0
716	chr11	53834988	53847496	13	326.6	716	401.5	207.0	320.8	667.0
719	chr10	122734496	122744136	9	326.2	719	272.0	540.0	331.8	635.0
721	chr6	31106010	31119484	7	325.5	721	157.1	1651.0	223.9	1363.0
722	chr19	47446126	47456692	21	325.3	722	60.1	8404.0	31.4	18486.0
723	chr16	23267935	23276267	17	324.5	723	194.1	1083.0	166.8	2297.0
730	chr10	96720007	96728859	9	323.4	730	440.4	159.0	616.8	153.0
732	chr11	21218666	21226850	13	322.3	732	123.6	2491.0	148.4	2791.0
734	chr12	106026373	106035803	15	321.4	734	261.2	594.0	372.6	486.0
736	chr6	134217821	134227285	7	321.0	736	64.3	7685.0	131.1	3465.0
738	chr2	3748214	3757892	2	320.6	738	164.2	1507.0	217.2	1433.0
739	chr15	100055196	100067658	16	320.6	739	129.4	2284.0	34.4	17465.0
740	chr13	43770512	43779968	14	320.1	740			75.4	8236.0
741	chr11	117306734	117315584	13	318.9	741	200.2	1004.0	28.0	19782.0
744	chr4	102502826	102512402	5	318.0	744	254.2	619.0	349.1	556.0
