id	chr_name	start	end	chromosome_id	tag_count_1um_k99a	id_1um_k99a	tag_count_no_peptide	id_no_peptide	tag_count_1um_pcc	id_1um_pcc
244	chr14	27386160	27410436	11	493.8	244	262.2	589.0	59.4	11901.0
246	chr14	121357469	121375223	11	490.5	246	53.8	9654.0	613.2	186.0
247	chr10	59969496	59985434	9	489.0	247	410.9	195.0	467.6	337.0
248	chr2	126596089	126608789	2	488.3	248	438.3	163.0	285.5	921.0
251	chr18	65309322	65324014	20	487.2	251	384.3	232.0	921.9	78.0
254	chr12	16004585	16017887	15	486.4	254	320.0	374.0	493.2	288.0
256	chr17	31823331	31842759	18	485.9	256	286.7	470.0	475.4	324.0
257	chr3	79171534	79184940	4	484.0	257	343.3	314.0	492.0	293.0
261	chr17	52156831	52170101	18	481.7	261	315.6	384.0	520.8	255.0
262	chr2	59464575	59477427	2	481.6	262	95.5	3960.0	392.9	494.0
264	chr7	74686949	74699405	8	480.0	264	339.5	319.0	429.3	411.0
267	chr2	170145263	170165017	2	476.9	267	426.8	178.0	31.0	19335.0
271	chr11	118139390	118152384	13	475.6	271	398.5	211.0	350.1	615.0
272	chr10	77532693	77547309	9	473.5	272	411.1	194.0	391.8	496.0
275	chr14	66223168	66239212	11	470.4	275	283.8	484.0	567.1	209.0
276	chr12	84237631	84248993	15	469.5	276	370.7	252.0	312.0	777.0
279	chr9	65532668	65549038	12	469.2	279	398.7	209.0	444.6	385.0
280	chr1	134057829	134071757	1	468.3	280	392.0	220.0	416.6	439.0
282	chr5	142916896	142933518	6	467.7	282	100.9	3594.0	468.5	335.0
286	chr6	54746187	54764047	7	463.2	286	370.1	254.0	162.6	2531.0
287	chr3	115965133	115979797	4	463.0	287	349.1	300.0	215.5	1585.0
288	chr5	36547580	36564340	6	462.8	288	40.2	13090.0	115.6	4632.0
289	chr17	84136453	84150883	18	462.0	289	936.1	8.0	490.9	296.0
295	chr9	44009953	44025197	12	457.2	295	471.0	138.0	478.4	317.0
297	chr1	92063041	92082415	1	456.0	297	238.1	704.0	198.3	1821.0
300	chr9	32608436	32623138	12	454.3	300	369.8	255.0	344.0	641.0
303	chr3	115811711	115822727	4	451.3	303	315.4	385.0	409.7	456.0
308	chr17	71482645	71492007	18	449.3	308	374.2	246.0	416.0	440.0
310	chr3	68781588	68796950	4	447.9	310	357.5	275.0	452.8	368.0
311	chr8	83766207	83781209	10	447.6	311	143.9	1914.0	52.3	13476.0
312	chr2	11649981	11664941	2	447.4	312	300.9	423.0	1145.8	40.0
315	chr7	128373091	128385917	8	445.8	315	362.5	268.0	424.6	423.0
316	chr5	65875532	65892184	6	445.3	316	355.4	277.0	441.6	389.0
317	chr17	84301830	84315952	18	445.0	317	322.9	363.0	301.0	832.0
318	chr11	104659641	104672577	13	444.6	318	348.7	301.0	359.8	582.0
319	chr17	84111312	84122246	18	443.3	319	341.4	316.0	498.2	282.0
320	chr13	85495858	85511810	14	442.7	320	231.6	742.0	273.9	997.0
322	chr6	54839896	54857296	7	440.7	322	174.7	1342.0	299.3	840.0
323	chr4	32287705	32299843	5	440.5	323	328.4	349.0	941.5	71.0
324	chr1	43533751	43546629	1	439.3	324	317.9	379.0	471.9	332.0
326	chr4	59273033	59288499	5	437.9	326	279.6	507.0	285.7	919.0
327	chr17	84844142	84857156	18	437.6	327	521.5	110.0	199.6	1794.0
329	chr1	36257386	36269434	1	436.4	329	321.7	366.0	308.7	792.0
335	chr16	11451675	11465107	17	433.3	335	397.3	212.0	192.3	1908.0
336	chr2	102864336	102879784	2	432.8	336	195.2	1072.0	231.9	1371.0
341	chr12	85442784	85457870	15	430.4	341	148.3	1809.0	197.9	1824.0
342	chr15	60093480	60107146	16	430.4	342	325.4	355.0	308.3	795.0
343	chr2	32488640	32504554	2	429.0	343	244.4	672.0	253.8	1153.0
350	chr19	25050065	25064241	21	426.8	350	236.9	713.0	648.9	169.0
351	chr2	103648872	103660600	2	426.3	351	250.7	638.0	652.8	167.0
354	chr7	16041632	16055104	8	424.9	354	282.5	488.0	294.7	868.0
358	chr1	134091147	134102089	1	423.8	358	362.3	269.0	459.9	347.0
359	chr15	82155182	82170952	16	423.7	359	356.2	276.0	280.7	953.0
363	chr3	100551434	100564520	4	421.4	363	368.8	257.0	339.1	660.0
366	chr7	68243977	68260987	8	420.9	366	54.9	9454.0	68.5	10163.0
369	chr8	15015465	15028481	10	418.0	369	200.4	1000.0	479.3	315.0
370	chr3	60406140	60418212	4	417.8	370	284.4	480.0	332.4	683.0
374	chr11	46077941	46092585	13	415.1	374	321.1	369.0	505.5	273.0
376	chr13	5840297	5854243	14	414.2	376	265.3	566.0	308.5	794.0
377	chr6	127237960	127247912	7	413.4	377	351.4	289.0	670.9	152.0
378	chr6	90747410	90759950	7	412.5	378	388.3	225.0	139.3	3306.0
381	chr10	130330459	130350995	9	412.2	381	101.6	3538.0	167.5	2396.0
382	chr2	117408810	117426244	2	410.8	382	131.3	2238.0	339.3	659.0
384	chr13	43442158	43459404	14	410.6	384	270.6	544.0	108.1	5229.0
386	chr1	106557514	106571220	1	409.9	386	293.6	446.0	580.4	199.0
387	chr1	155048716	155061158	1	409.2	387	313.1	391.0	509.4	267.0
390	chr17	73003793	73014123	18	407.9	390	315.4	386.0	126.8	3953.0
391	chr6	136488646	136500442	7	407.5	391	331.1	342.0	225.8	1446.0
392	chr14	66254339	66272451	11	407.5	392	147.2	1845.0	519.9	256.0
395	chr1	40472072	40483348	1	406.5	395	441.9	156.0	273.0	1005.0
396	chr2	126463926	126480292	2	406.5	396	181.4	1239.0	116.7	4572.0
398	chr12	73742216	73760664	15	406.3	398	415.9	191.0	32.3	18819.0
400	chr12	86887321	86901545	15	405.6	400	71.2	6581.0	233.6	1351.0
402	chr10	96206890	96219520	9	404.8	402	300.5	426.0	32.7	18720.0
404	chr9	90240966	90254600	12	404.1	404	330.7	343.0	373.1	541.0
405	chr19	53179461	53192715	21	403.9	405	318.7	377.0	446.5	381.0
406	chr19	32175894	32191236	21	403.4	406	331.5	339.0	186.4	2003.0
408	chr9	116132015	116147333	12	402.9	408	194.8	1076.0	310.7	786.0
410	chr7	80774789	80793673	8	400.8	410	224.9	787.0	569.3	208.0
412	chr7	128620302	128635146	8	398.8	412	228.5	755.0	243.1	1243.0
413	chr15	36437332	36450394	16	398.2	413	499.1	126.0	200.0	1788.0
415	chr12	102608597	102623917	15	397.6	415	480.4	133.0	135.0	3524.0
416	chr1	92046712	92061210	1	396.9	416	398.5	210.0	234.5	1339.0
419	chr4	134113669	134123275	5	395.8	419	516.9	112.0	415.5	442.0
420	chr1	184013016	184028722	1	395.7	420	188.1	1161.0	116.0	4610.0
421	chr18	32394492	32402122	20	395.7	421	311.2	398.0	456.4	357.0
422	chr8	13591417	13602823	10	395.5	422	335.3	327.0	445.0	384.0
429	chr5	107958074	107972096	6	392.6	429	124.0	2473.0	304.0	815.0
430	chr10	122790465	122803803	9	392.2	430	313.5	390.0	159.1	2652.0
431	chr17	7868790	7881538	18	392.2	431	213.0	904.0	540.8	233.0
433	chr5	64494402	64508010	6	391.7	433	409.0	199.0	33.4	18548.0
435	chr14	60703494	60715348	11	391.4	435	264.7	570.0	372.9	543.0
436	chr15	64027891	64046005	16	391.4	436	312.5	393.0	153.7	2811.0
437	chr7	132763072	132775582	8	390.9	437	320.6	371.0	527.3	246.0
438	chr17	21459874	21476402	18	390.9	438	315.2	389.0	150.7	2912.0
439	chr3	69154498	69164794	4	390.5	439	262.6	581.0	264.4	1069.0
441	chr12	102364594	102378504	15	389.8	441	325.9	354.0	378.3	527.0
442	chr9	44025943	44041637	12	389.7	442	175.3	1333.0	86.1	7522.0
443	chr4	63380972	63396580	5	389.0	443	381.6	239.0	495.2	284.0
446	chr9	13295264	13305850	12	387.1	446	268.3	553.0	437.3	395.0
448	chr10	96465345	96482217	9	386.0	448	155.8	1664.0	65.0	10777.0
449	chr12	113420376	113431352	15	385.2	449	299.9	430.0	337.4	665.0
452	chr7	64032379	64044921	8	384.8	452	245.0	666.0	128.7	3872.0
453	chr4	154932062	154945244	5	384.2	453	240.0	696.0	197.2	1832.0
454	chr5	8667377	8682385	6	383.6	454	155.0	1683.0	259.4	1112.0
456	chr9	64784274	64799264	12	382.8	456	292.8	451.0	422.2	428.0
458	chr16	91434176	91450612	17	381.9	458	127.8	2343.0	57.9	12223.0
460	chr18	82503334	82515682	20	381.6	460	384.5	231.0	420.3	433.0
461	chr9	96391217	96403345	12	381.6	461	285.2	477.0	413.8	447.0
462	chr3	88507120	88518476	4	381.6	462	231.2	744.0	440.1	390.0
465	chr15	5504912	5521140	16	379.7	465	222.4	814.0	328.5	706.0
469	chr9	45243683	45255275	12	379.0	469	326.9	352.0	349.4	622.0
470	chr9	14086701	14094651	12	378.3	470	65.3	7497.0	277.3	983.0
471	chr11	95352322	95362130	13	377.8	471	433.9	170.0	489.8	298.0
473	chr13	95955736	95966512	14	376.8	473	244.0	675.0	371.2	549.0
474	chr2	58127110	58144282	2	376.3	474	58.8	8636.0	509.2	268.0
476	chr18	56463131	56475195	20	375.6	476	303.3	420.0	425.2	422.0
478	chr1	60770978	60783576	1	375.2	478	254.0	621.0	333.9	675.0
480	chr5	64480977	64494627	6	374.7	480	183.5	1225.0	262.4	1088.0
481	chr10	78294399	78306449	9	374.0	481	70.8	6639.0	350.1	614.0
483	chr14	66186762	66202046	11	373.2	483	230.4	747.0	178.3	2144.0
485	chr19	53193387	53201531	21	372.8	485	266.0	565.0	437.5	394.0
486	chr12	106024188	106036366	15	372.6	486	261.2	594.0	321.4	734.0
491	chr11	4197809	4209973	13	370.9	491	325.2	356.0	483.3	309.0
494	chr15	36340607	36351881	16	370.1	494	341.8	315.0	165.6	2448.0
495	chr8	119825094	119837348	10	369.6	495	320.4	372.0	585.4	195.0
498	chr8	124699288	124707900	10	369.0	498	279.6	504.0	209.5	1653.0
501	chr7	142345509	142360645	8	368.4	501	243.4	680.0	170.9	2318.0
503	chr14	16163574	16176800	11	367.5	503	63.7	7767.0	155.4	2763.0
504	chr5	23412223	23424953	6	367.5	504	34.8	14714.0	278.0	973.0
508	chr6	125476630	125488004	7	366.1	508	311.4	396.0	364.3	567.0
509	chr17	52145472	52156310	18	366.1	509	260.5	597.0	390.1	500.0
510	chr4	123570482	123580976	5	365.6	510	274.1	533.0	341.5	650.0
515	chr10	116911706	116922972	9	364.2	515	249.4	644.0	373.8	538.0
517	chrX	167097801	167112839	3	363.4	517	282.5	491.0	409.5	458.0
519	chr1	180397222	180410364	1	362.7	519	368.8	256.0	1007.4	59.0
520	chr11	5172264	5182272	13	362.5	520	354.1	279.0	254.3	1151.0
521	chr18	50026732	50039598	20	361.5	521	206.5	957.0	282.7	936.0
523	chr7	117480752	117492852	8	360.6	523	301.6	422.0	35.5	17883.0
526	chr5	64674007	64686139	6	360.3	526	129.2	2289.0	89.8	7097.0
529	chr15	80534488	80546588	16	359.6	529	293.0	448.0	60.5	11695.0
530	chr9	116185518	116199120	12	358.4	530	288.6	463.0	214.4	1598.0
535	chr6	145331873	145341617	7	356.7	535	174.7	1343.0	290.9	892.0
537	chr7	90339920	90357546	8	355.6	537	99.1	3727.0	65.0	10807.0
538	chr2	71807810	71817970	2	354.8	538	146.2	1867.0	293.2	876.0
541	chr6	94674288	94688018	7	353.6	541	172.6	1375.0	421.8	429.0
542	chr11	63970089	63981703	13	353.2	542	515.6	113.0	97.1	6246.0
543	chr1	51576406	51587770	1	353.1	543	115.0	2820.0	138.0	3374.0
544	chr2	112501326	112515024	2	353.1	544	46.3	11483.0	36.2	17672.0
548	chr8	22778139	22788851	10	351.9	548	262.4	585.0	91.9	6838.0
549	chr5	107942057	107957301	6	350.8	549	46.9	11339.0	172.7	2268.0
550	chr11	55015137	55030153	13	350.7	550	319.6	376.0	415.3	443.0
551	chr5	65106785	65121019	6	350.3	551	208.4	936.0	66.5	10499.0
552	chr1	165815784	165831024	1	350.0	552	260.7	596.0	540.8	232.0
553	chr1	138296887	138305529	1	349.8	553	268.9	547.0	357.4	587.0
554	chr11	54722899	54733287	13	349.6	554	257.6	608.0	225.8	1448.0
556	chr4	102502728	102512518	5	349.1	556	254.2	619.0	318.0	744.0
557	chr12	85694846	85710554	15	349.1	557	68.5	6959.0	403.9	467.0
558	chr14	40950020	40960864	11	348.9	558	321.3	368.0	640.9	174.0
559	chr2	132508335	132516907	2	348.3	559	267.6	559.0	267.6	1050.0
560	chr10	39185455	39195705	9	348.1	560	268.1	556.0	144.5	3113.0
563	chr12	70131715	70140993	15	347.0	563	270.2	546.0	295.8	858.0
564	chr1	180384338	180396074	1	346.2	564	368.8	256.0	1007.4	59.0
567	chr2	132636208	132645908	2	345.8	567	365.2	264.0	29.9	19708.0
568	chr2	165949797	165963437	2	345.7	568	167.8	1448.0	203.5	1736.0
569	chr6	86604300	86616146	7	345.2	569	434.8	168.0	272.1	1015.0
570	chr9	46144453	46156187	12	344.8	570	225.3	781.0	81.2	8139.0
571	chr9	118388086	118399714	12	344.8	571	35.6	14411.0	37.0	17400.0
572	chr4	32355991	32367665	5	344.6	572	814.0	20.0	417.2	438.0
573	chr7	100850943	100859961	8	344.6	573	255.3	616.0	304.0	817.0
578	chr15	64203850	64214014	16	344.0	578	242.3	686.0	281.2	951.0
579	chr4	101165106	101177838	5	343.6	579	233.7	729.0	248.7	1195.0
580	chr6	83406904	83420202	7	343.6	580	72.0	6459.0	352.7	605.0
582	chr14	27373424	27385644	11	343.3	582	281.1	499.0	689.4	143.0
586	chr4	98431419	98441239	5	341.9	586	263.5	576.0	252.8	1160.0
589	chr16	57465498	57475264	17	341.6	589	179.1	1268.0	33.4	18523.0
592	chr2	43762425	43776533	2	340.9	592	192.3	1106.0	851.3	97.0
593	chr5	31596488	31607086	6	340.9	593	39.8	13193.0	96.2	6345.0
595	chr15	66506813	66517251	16	340.7	595	262.4	587.0	157.6	2711.0
596	chr11	55130181	55143517	13	340.5	596	109.1	3082.0	72.8	9431.0
597	chr4	63840281	63851311	5	340.2	597	579.5	78.0	1204.0	35.0
598	chr4	129802502	129815616	5	340.2	598	379.9	241.0	229.9	1396.0
600	chr15	100745661	100755847	16	339.7	600	258.6	604.0	136.9	3428.0
601	chr2	91078099	91088031	2	338.8	601	67.2	7189.0	166.6	2418.0
603	chr8	13682794	13690528	10	338.5	603	254.7	617.0	257.1	1126.0
608	chr5	65925308	65938802	6	337.6	608	67.0	7232.0	92.1	6812.0
609	chr19	10780818	10791184	21	337.6	609	204.2	975.0	343.2	645.0
610	chr17	6824441	6832669	18	337.4	610	303.3	419.0	349.0	624.0
611	chr1	138185148	138195998	1	337.1	611	195.0	1074.0	336.1	668.0
612	chr9	46166253	46178771	12	337.1	612	213.4	898.0	519.5	258.0
614	chr6	142914087	142924387	7	336.6	614	237.7	708.0	329.4	702.0
615	chr2	13753077	13764179	2	336.4	615	218.6	842.0	161.9	2560.0
619	chr8	14988897	14999523	10	335.7	619	388.1	226.0	618.8	184.0
620	chr3	19422961	19433829	4	335.5	620	212.6	907.0	203.0	1744.0
621	chr6	136459693	136472341	7	335.4	621	268.9	548.0	295.8	857.0
622	chr9	32650224	32664974	12	334.5	622	145.3	1887.0	124.2	4104.0
628	chr8	94411708	94423452	10	333.6	628	236.7	714.0	116.9	4544.0
629	chr9	59936628	59947458	12	333.0	629	212.4	911.0	287.0	914.0
630	chr13	109816549	109825375	14	332.1	630	271.4	542.0	306.8	804.0
632	chr10	14081791	14090171	9	332.1	632	232.7	739.0	428.7	413.0
633	chr2	26490028	26500678	2	332.1	633	299.9	428.0	349.6	619.0
634	chr2	166617207	166629179	2	331.9	634	33.5	15116.0	356.3	590.0
635	chr10	122734224	122744418	9	331.8	635	272.0	540.0	326.2	719.0
636	chr14	69772560	69783108	11	330.9	636	286.1	473.0	109.2	5131.0
637	chr4	139196926	139211452	5	329.5	637	185.8	1192.0	205.2	1711.0
639	chr2	30245330	30255634	2	327.6	639	296.3	438.0	178.7	2127.0
640	chr11	86816363	86830759	13	327.6	640	275.6	527.0	208.0	1674.0
644	chr5	134263909	134276067	6	326.8	644	137.6	2079.0	282.9	935.0
645	chr11	44534725	44547147	13	326.6	645	152.5	1732.0	271.7	1016.0
648	chr18	62154306	62167296	20	325.4	648	40.2	13071.0	333.7	678.0
649	chr2	75680547	75692543	2	325.2	649	281.1	498.0	347.5	627.0
650	chr3	21982630	21993018	4	325.2	650	316.4	382.0	263.1	1084.0
651	chr8	81489561	81499503	10	325.2	651	250.5	641.0	249.1	1193.0
652	chr2	158718170	158728654	2	324.9	652	263.0	580.0	386.7	509.0
653	chr7	126173519	126187343	8	324.4	653	227.9	760.0	44.8	15260.0
654	chr9	73049922	73062504	12	324.2	654	274.1	534.0	248.0	1201.0
659	chr5	3492601	3506621	6	323.0	659	217.8	851.0	838.8	100.0
660	chr3	21933980	21945418	4	322.8	660	255.3	615.0	76.9	8801.0
661	chr2	126494799	126502107	2	322.3	661	259.1	599.0	275.2	992.0
662	chr17	29390609	29398659	18	322.1	662	224.1	795.0	525.3	248.0
664	chr18	80607653	80618563	20	321.8	664	297.0	437.0	494.8	286.0
667	chr11	53836036	53849662	13	320.8	667	401.5	207.0	326.6	716.0
668	chr5	100577483	100588561	6	320.1	668	276.9	519.0	327.3	713.0
669	chr13	46731598	46740408	14	320.1	669	116.4	2753.0	258.6	1118.0
670	chr4	62631706	62639586	5	319.6	670	287.3	467.0	355.0	597.0
671	chr19	46502802	46513116	21	319.6	671	295.1	441.0	80.7	8208.0
673	chr9	115608844	115621572	12	319.0	673	168.6	1425.0	329.0	703.0
674	chr8	119810188	119820342	10	318.9	674	226.2	777.0	168.6	2371.0
675	chr8	126658318	126669872	10	318.5	675	261.6	592.0	316.7	749.0
676	chr9	15012512	15024040	12	318.2	676	275.8	525.0	254.5	1150.0
678	chr15	27780117	27788095	16	318.0	678	235.6	719.0	278.2	971.0
679	chr2	62386467	62395847	2	317.7	679	180.7	1248.0	254.9	1145.0
680	chr2	158698782	158715244	2	317.7	680	349.5	297.0	386.7	509.0
681	chr7	117423585	117435387	8	317.7	681	107.4	3174.0	52.7	13386.0
684	chr14	31395543	31404857	11	316.6	684	110.8	3006.0	268.0	1045.0
687	chr10	39474428	39489248	9	316.3	687	262.4	586.0	101.6	5801.0
